Datetime,Miner to Miner Flow (Total)
2024-01-10T00:00:00Z,0
2024-01-09T00:00:00Z,0
2024-01-08T00:00:00Z,0
2024-01-07T00:00:00Z,0
2024-01-06T00:00:00Z,0
2024-01-05T00:00:00Z,0
2024-01-04T00:00:00Z,0
2024-01-03T00:00:00Z,0
2024-01-02T00:00:00Z,0
2024-01-01T00:00:00Z,0
2023-12-31T00:00:00Z,0
2023-12-30T00:00:00Z,0
2023-12-29T00:00:00Z,0
2023-12-28T00:00:00Z,0
2023-12-27T00:00:00Z,0
2023-12-26T00:00:00Z,0
2023-12-25T00:00:00Z,0
2023-12-24T00:00:00Z,0
2023-12-23T00:00:00Z,0
2023-12-22T00:00:00Z,0
2023-12-21T00:00:00Z,0
2023-12-20T00:00:00Z,0
2023-12-19T00:00:00Z,0
2023-12-18T00:00:00Z,0
2023-12-17T00:00:00Z,0
2023-12-16T00:00:00Z,0
2023-12-15T00:00:00Z,0
2023-12-14T00:00:00Z,0
2023-12-13T00:00:00Z,0
2023-12-12T00:00:00Z,0
2023-12-11T00:00:00Z,0
2023-12-10T00:00:00Z,0
2023-12-09T00:00:00Z,0
2023-12-08T00:00:00Z,0
2023-12-07T00:00:00Z,0
2023-12-06T00:00:00Z,0
2023-12-05T00:00:00Z,0
2023-12-04T00:00:00Z,0
2023-12-03T00:00:00Z,0
2023-12-02T00:00:00Z,0
2023-12-01T00:00:00Z,0
2023-11-30T00:00:00Z,0
2023-11-29T00:00:00Z,0
2023-11-28T00:00:00Z,0
2023-11-27T00:00:00Z,0
2023-11-26T00:00:00Z,0
2023-11-25T00:00:00Z,0
2023-11-24T00:00:00Z,0
2023-11-23T00:00:00Z,0
2023-11-22T00:00:00Z,0
2023-11-21T00:00:00Z,0
2023-11-20T00:00:00Z,0
2023-11-19T00:00:00Z,0
2023-11-18T00:00:00Z,0
2023-11-17T00:00:00Z,0
2023-11-16T00:00:00Z,0
2023-11-15T00:00:00Z,0
2023-11-14T00:00:00Z,0
2023-11-13T00:00:00Z,0
2023-11-12T00:00:00Z,0
2023-11-11T00:00:00Z,0
2023-11-10T00:00:00Z,0
2023-11-09T00:00:00Z,0
2023-11-08T00:00:00Z,0
2023-11-07T00:00:00Z,0
2023-11-06T00:00:00Z,0
2023-11-05T00:00:00Z,0
2023-11-04T00:00:00Z,0
2023-11-03T00:00:00Z,0
2023-11-02T00:00:00Z,0
2023-11-01T00:00:00Z,0
2023-10-31T00:00:00Z,0
2023-10-30T00:00:00Z,0
2023-10-29T00:00:00Z,0
2023-10-28T00:00:00Z,0
2023-10-27T00:00:00Z,0
2023-10-26T00:00:00Z,0
2023-10-25T00:00:00Z,0
2023-10-24T00:00:00Z,0
2023-10-23T00:00:00Z,0
2023-10-22T00:00:00Z,0
2023-10-21T00:00:00Z,0
2023-10-20T00:00:00Z,0
2023-10-19T00:00:00Z,0
2023-10-18T00:00:00Z,0
2023-10-17T00:00:00Z,0
2023-10-16T00:00:00Z,0
2023-10-15T00:00:00Z,0
2023-10-14T00:00:00Z,0
2023-10-13T00:00:00Z,0
2023-10-12T00:00:00Z,0
2023-10-11T00:00:00Z,0
2023-10-10T00:00:00Z,0
2023-10-09T00:00:00Z,0
2023-10-08T00:00:00Z,0
2023-10-07T00:00:00Z,0
2023-10-06T00:00:00Z,0
2023-10-05T00:00:00Z,0
2023-10-04T00:00:00Z,0
2023-10-03T00:00:00Z,0
2023-10-02T00:00:00Z,0
2023-10-01T00:00:00Z,0
2023-09-30T00:00:00Z,0
2023-09-29T00:00:00Z,0
2023-09-28T00:00:00Z,0
2023-09-27T00:00:00Z,0
2023-09-26T00:00:00Z,0
2023-09-25T00:00:00Z,0
2023-09-24T00:00:00Z,0
2023-09-23T00:00:00Z,0
2023-09-22T00:00:00Z,0
2023-09-21T00:00:00Z,0
2023-09-20T00:00:00Z,0
2023-09-19T00:00:00Z,0
2023-09-18T00:00:00Z,0
2023-09-17T00:00:00Z,0
2023-09-16T00:00:00Z,0
2023-09-15T00:00:00Z,0
2023-09-14T00:00:00Z,0
2023-09-13T00:00:00Z,0
2023-09-12T00:00:00Z,0
2023-09-11T00:00:00Z,0
2023-09-10T00:00:00Z,0
2023-09-09T00:00:00Z,0
2023-09-08T00:00:00Z,0
2023-09-07T00:00:00Z,0
2023-09-06T00:00:00Z,0
2023-09-05T00:00:00Z,0
2023-09-04T00:00:00Z,0
2023-09-03T00:00:00Z,0
2023-09-02T00:00:00Z,0
2023-09-01T00:00:00Z,0
2023-08-31T00:00:00Z,0
2023-08-30T00:00:00Z,0
2023-08-29T00:00:00Z,0
2023-08-28T00:00:00Z,0
2023-08-27T00:00:00Z,0
2023-08-26T00:00:00Z,0
2023-08-25T00:00:00Z,0
2023-08-24T00:00:00Z,0
2023-08-23T00:00:00Z,0
2023-08-22T00:00:00Z,0
2023-08-21T00:00:00Z,0
2023-08-20T00:00:00Z,0
2023-08-19T00:00:00Z,0
2023-08-18T00:00:00Z,0
2023-08-17T00:00:00Z,0
2023-08-16T00:00:00Z,0
2023-08-15T00:00:00Z,0
2023-08-14T00:00:00Z,0
2023-08-13T00:00:00Z,0
2023-08-12T00:00:00Z,0
2023-08-11T00:00:00Z,0
2023-08-10T00:00:00Z,0
2023-08-09T00:00:00Z,0
2023-08-08T00:00:00Z,0
2023-08-07T00:00:00Z,0
2023-08-06T00:00:00Z,0
2023-08-05T00:00:00Z,0
2023-08-04T00:00:00Z,0
2023-08-03T00:00:00Z,0
2023-08-02T00:00:00Z,0
2023-08-01T00:00:00Z,0
2023-07-31T00:00:00Z,0
2023-07-30T00:00:00Z,0
2023-07-29T00:00:00Z,0
2023-07-28T00:00:00Z,0
2023-07-27T00:00:00Z,0
2023-07-26T00:00:00Z,0
2023-07-25T00:00:00Z,0
2023-07-24T00:00:00Z,0
2023-07-23T00:00:00Z,0
2023-07-22T00:00:00Z,0
2023-07-21T00:00:00Z,0
2023-07-20T00:00:00Z,0
2023-07-19T00:00:00Z,0
2023-07-18T00:00:00Z,0
2023-07-17T00:00:00Z,0
2023-07-16T00:00:00Z,0
2023-07-15T00:00:00Z,0
2023-07-14T00:00:00Z,0
2023-07-13T00:00:00Z,0
2023-07-12T00:00:00Z,0
2023-07-11T00:00:00Z,0
2023-07-10T00:00:00Z,0
2023-07-09T00:00:00Z,0
2023-07-08T00:00:00Z,0
2023-07-07T00:00:00Z,0
2023-07-06T00:00:00Z,0
2023-07-05T00:00:00Z,0
2023-07-04T00:00:00Z,0
2023-07-03T00:00:00Z,0
2023-07-02T00:00:00Z,0
2023-07-01T00:00:00Z,0
2023-06-30T00:00:00Z,0
2023-06-29T00:00:00Z,0
2023-06-28T00:00:00Z,0
2023-06-27T00:00:00Z,0
2023-06-26T00:00:00Z,0
2023-06-25T00:00:00Z,0
2023-06-24T00:00:00Z,0
2023-06-23T00:00:00Z,0
2023-06-22T00:00:00Z,0
2023-06-21T00:00:00Z,0
2023-06-20T00:00:00Z,0
2023-06-19T00:00:00Z,0
2023-06-18T00:00:00Z,0
2023-06-17T00:00:00Z,0
2023-06-16T00:00:00Z,0
2023-06-15T00:00:00Z,0
2023-06-14T00:00:00Z,0
2023-06-13T00:00:00Z,0
2023-06-12T00:00:00Z,0
2023-06-11T00:00:00Z,0
2023-06-10T00:00:00Z,0
2023-06-09T00:00:00Z,0
2023-06-08T00:00:00Z,0
2023-06-07T00:00:00Z,0
2023-06-06T00:00:00Z,0
2023-06-05T00:00:00Z,0
2023-06-04T00:00:00Z,0
2023-06-03T00:00:00Z,0
2023-06-02T00:00:00Z,0
2023-06-01T00:00:00Z,0
2023-05-31T00:00:00Z,0
2023-05-30T00:00:00Z,0
2023-05-29T00:00:00Z,0
2023-05-28T00:00:00Z,0
2023-05-27T00:00:00Z,0
2023-05-26T00:00:00Z,0
2023-05-25T00:00:00Z,0
2023-05-24T00:00:00Z,0
2023-05-23T00:00:00Z,0
2023-05-22T00:00:00Z,0
2023-05-21T00:00:00Z,0
2023-05-20T00:00:00Z,0
2023-05-19T00:00:00Z,0
2023-05-18T00:00:00Z,0
2023-05-17T00:00:00Z,0
2023-05-16T00:00:00Z,0
2023-05-15T00:00:00Z,0
2023-05-14T00:00:00Z,0
2023-05-13T00:00:00Z,0
2023-05-12T00:00:00Z,0
2023-05-11T00:00:00Z,0
2023-05-10T00:00:00Z,0
2023-05-09T00:00:00Z,0
2023-05-08T00:00:00Z,0
2023-05-07T00:00:00Z,0
2023-05-06T00:00:00Z,0
2023-05-05T00:00:00Z,0
2023-05-04T00:00:00Z,0
2023-05-03T00:00:00Z,0
2023-05-02T00:00:00Z,0
2023-05-01T00:00:00Z,0
2023-04-30T00:00:00Z,0
2023-04-29T00:00:00Z,0
2023-04-28T00:00:00Z,0
2023-04-27T00:00:00Z,0
2023-04-26T00:00:00Z,0
2023-04-25T00:00:00Z,0
2023-04-24T00:00:00Z,0
2023-04-23T00:00:00Z,0
2023-04-22T00:00:00Z,0
2023-04-21T00:00:00Z,0
2023-04-20T00:00:00Z,0
2023-04-19T00:00:00Z,0
2023-04-18T00:00:00Z,0
2023-04-17T00:00:00Z,0
2023-04-16T00:00:00Z,0
2023-04-15T00:00:00Z,0
2023-04-14T00:00:00Z,0
2023-04-13T00:00:00Z,0
2023-04-12T00:00:00Z,0
2023-04-11T00:00:00Z,0
2023-04-10T00:00:00Z,0
2023-04-09T00:00:00Z,0
2023-04-08T00:00:00Z,0
2023-04-07T00:00:00Z,0
2023-04-06T00:00:00Z,0
2023-04-05T00:00:00Z,0
2023-04-04T00:00:00Z,0
2023-04-03T00:00:00Z,0
2023-04-02T00:00:00Z,0
2023-04-01T00:00:00Z,0
2023-03-31T00:00:00Z,0
2023-03-30T00:00:00Z,0
2023-03-29T00:00:00Z,0
2023-03-28T00:00:00Z,0
2023-03-27T00:00:00Z,0
2023-03-26T00:00:00Z,0
2023-03-25T00:00:00Z,0
2023-03-24T00:00:00Z,0
2023-03-23T00:00:00Z,0
2023-03-22T00:00:00Z,0
2023-03-21T00:00:00Z,0
2023-03-20T00:00:00Z,0
2023-03-19T00:00:00Z,0
2023-03-18T00:00:00Z,0
2023-03-17T00:00:00Z,0
2023-03-16T00:00:00Z,0
2023-03-15T00:00:00Z,0
2023-03-14T00:00:00Z,0
2023-03-13T00:00:00Z,0
2023-03-12T00:00:00Z,0
2023-03-11T00:00:00Z,0
2023-03-10T00:00:00Z,0
2023-03-09T00:00:00Z,0
2023-03-08T00:00:00Z,0
2023-03-07T00:00:00Z,0
2023-03-06T00:00:00Z,0
2023-03-05T00:00:00Z,0
2023-03-04T00:00:00Z,0
2023-03-03T00:00:00Z,0
2023-03-02T00:00:00Z,0
2023-03-01T00:00:00Z,0
2023-02-28T00:00:00Z,0
2023-02-27T00:00:00Z,0
2023-02-26T00:00:00Z,0
2023-02-25T00:00:00Z,0
2023-02-24T00:00:00Z,0
2023-02-23T00:00:00Z,0
2023-02-22T00:00:00Z,0
2023-02-21T00:00:00Z,0
2023-02-20T00:00:00Z,0
2023-02-19T00:00:00Z,0
2023-02-18T00:00:00Z,0
2023-02-17T00:00:00Z,0
2023-02-16T00:00:00Z,0
2023-02-15T00:00:00Z,0
2023-02-14T00:00:00Z,0
2023-02-13T00:00:00Z,0
2023-02-12T00:00:00Z,0
2023-02-11T00:00:00Z,0
2023-02-10T00:00:00Z,0
2023-02-09T00:00:00Z,0
2023-02-08T00:00:00Z,0
2023-02-07T00:00:00Z,0
2023-02-06T00:00:00Z,0
2023-02-05T00:00:00Z,0
2023-02-04T00:00:00Z,0
2023-02-03T00:00:00Z,0
2023-02-02T00:00:00Z,0
2023-02-01T00:00:00Z,0
2023-01-31T00:00:00Z,0
2023-01-30T00:00:00Z,0
2023-01-29T00:00:00Z,0
2023-01-28T00:00:00Z,0
2023-01-27T00:00:00Z,0
2023-01-26T00:00:00Z,0
2023-01-25T00:00:00Z,0
2023-01-24T00:00:00Z,0
2023-01-23T00:00:00Z,0
2023-01-22T00:00:00Z,0
2023-01-21T00:00:00Z,0
2023-01-20T00:00:00Z,0
2023-01-19T00:00:00Z,0
2023-01-18T00:00:00Z,0
2023-01-17T00:00:00Z,0
2023-01-16T00:00:00Z,0
2023-01-15T00:00:00Z,0
2023-01-14T00:00:00Z,0
2023-01-13T00:00:00Z,0
2023-01-12T00:00:00Z,0
2023-01-11T00:00:00Z,0
2023-01-10T00:00:00Z,0
2023-01-09T00:00:00Z,0
2023-01-08T00:00:00Z,0
2023-01-07T00:00:00Z,0
2023-01-06T00:00:00Z,0
2023-01-05T00:00:00Z,0
2023-01-04T00:00:00Z,0
2023-01-03T00:00:00Z,0
2023-01-02T00:00:00Z,0
2023-01-01T00:00:00Z,0
2022-12-31T00:00:00Z,0
2022-12-30T00:00:00Z,0
2022-12-29T00:00:00Z,0
2022-12-28T00:00:00Z,0
2022-12-27T00:00:00Z,0
2022-12-26T00:00:00Z,0
2022-12-25T00:00:00Z,0
2022-12-24T00:00:00Z,0
2022-12-23T00:00:00Z,0
2022-12-22T00:00:00Z,0
2022-12-21T00:00:00Z,0
2022-12-20T00:00:00Z,0
2022-12-19T00:00:00Z,0
2022-12-18T00:00:00Z,0
2022-12-17T00:00:00Z,0
2022-12-16T00:00:00Z,0
2022-12-15T00:00:00Z,0
2022-12-14T00:00:00Z,0
2022-12-13T00:00:00Z,0
2022-12-12T00:00:00Z,0
2022-12-11T00:00:00Z,0
2022-12-10T00:00:00Z,0
2022-12-09T00:00:00Z,0
2022-12-08T00:00:00Z,0
2022-12-07T00:00:00Z,0
2022-12-06T00:00:00Z,0
2022-12-05T00:00:00Z,0
2022-12-04T00:00:00Z,0
2022-12-03T00:00:00Z,0
2022-12-02T00:00:00Z,0
2022-12-01T00:00:00Z,0
2022-11-30T00:00:00Z,0
2022-11-29T00:00:00Z,0
2022-11-28T00:00:00Z,0
2022-11-27T00:00:00Z,0
2022-11-26T00:00:00Z,0
2022-11-25T00:00:00Z,0
2022-11-24T00:00:00Z,0
2022-11-23T00:00:00Z,0
2022-11-22T00:00:00Z,0
2022-11-21T00:00:00Z,0
2022-11-20T00:00:00Z,0
2022-11-19T00:00:00Z,0
2022-11-18T00:00:00Z,0
2022-11-17T00:00:00Z,0
2022-11-16T00:00:00Z,0
2022-11-15T00:00:00Z,0
2022-11-14T00:00:00Z,0
2022-11-13T00:00:00Z,0
2022-11-12T00:00:00Z,0
2022-11-11T00:00:00Z,0
2022-11-10T00:00:00Z,0
2022-11-09T00:00:00Z,0
2022-11-08T00:00:00Z,0
2022-11-07T00:00:00Z,0
2022-11-06T00:00:00Z,0
2022-11-05T00:00:00Z,0
2022-11-04T00:00:00Z,0
2022-11-03T00:00:00Z,0
2022-11-02T00:00:00Z,0
2022-11-01T00:00:00Z,0
2022-10-31T00:00:00Z,0
2022-10-30T00:00:00Z,0
2022-10-29T00:00:00Z,0
2022-10-28T00:00:00Z,0
2022-10-27T00:00:00Z,0
2022-10-26T00:00:00Z,0
2022-10-25T00:00:00Z,0
2022-10-24T00:00:00Z,0
2022-10-23T00:00:00Z,0
2022-10-22T00:00:00Z,0
2022-10-21T00:00:00Z,0
2022-10-20T00:00:00Z,0
2022-10-19T00:00:00Z,0
2022-10-18T00:00:00Z,0
2022-10-17T00:00:00Z,0
2022-10-16T00:00:00Z,0
2022-10-15T00:00:00Z,0
2022-10-14T00:00:00Z,0
2022-10-13T00:00:00Z,0
2022-10-12T00:00:00Z,0
2022-10-11T00:00:00Z,0
2022-10-10T00:00:00Z,0
2022-10-09T00:00:00Z,0
2022-10-08T00:00:00Z,0
2022-10-07T00:00:00Z,0
2022-10-06T00:00:00Z,0
2022-10-05T00:00:00Z,0
2022-10-04T00:00:00Z,0
2022-10-03T00:00:00Z,0
2022-10-02T00:00:00Z,0
2022-10-01T00:00:00Z,0
2022-09-30T00:00:00Z,0
2022-09-29T00:00:00Z,0
2022-09-28T00:00:00Z,0
2022-09-27T00:00:00Z,0
2022-09-26T00:00:00Z,0
2022-09-25T00:00:00Z,0
2022-09-24T00:00:00Z,0
2022-09-23T00:00:00Z,0
2022-09-22T00:00:00Z,0
2022-09-21T00:00:00Z,0
2022-09-20T00:00:00Z,0
2022-09-19T00:00:00Z,0
2022-09-18T00:00:00Z,0
2022-09-17T00:00:00Z,0
2022-09-16T00:00:00Z,0
2022-09-15T00:00:00Z,0
2022-09-14T00:00:00Z,0
2022-09-13T00:00:00Z,0
2022-09-12T00:00:00Z,0
2022-09-11T00:00:00Z,0
2022-09-10T00:00:00Z,0
2022-09-09T00:00:00Z,0
2022-09-08T00:00:00Z,0
2022-09-07T00:00:00Z,0
2022-09-06T00:00:00Z,0
2022-09-05T00:00:00Z,0
2022-09-04T00:00:00Z,0
2022-09-03T00:00:00Z,0
2022-09-02T00:00:00Z,0
2022-09-01T00:00:00Z,0
2022-08-31T00:00:00Z,0
2022-08-30T00:00:00Z,0
2022-08-29T00:00:00Z,0
2022-08-28T00:00:00Z,0
2022-08-27T00:00:00Z,0
2022-08-26T00:00:00Z,0
2022-08-25T00:00:00Z,0
2022-08-24T00:00:00Z,0
2022-08-23T00:00:00Z,0
2022-08-22T00:00:00Z,0
2022-08-21T00:00:00Z,0
2022-08-20T00:00:00Z,0
2022-08-19T00:00:00Z,0
2022-08-18T00:00:00Z,0
2022-08-17T00:00:00Z,0
2022-08-16T00:00:00Z,0
2022-08-15T00:00:00Z,0
2022-08-14T00:00:00Z,0
2022-08-13T00:00:00Z,0
2022-08-12T00:00:00Z,0
2022-08-11T00:00:00Z,0
2022-08-10T00:00:00Z,0
2022-08-09T00:00:00Z,0
2022-08-08T00:00:00Z,0
2022-08-07T00:00:00Z,0
2022-08-06T00:00:00Z,0
2022-08-05T00:00:00Z,0
2022-08-04T00:00:00Z,0
2022-08-03T00:00:00Z,0
2022-08-02T00:00:00Z,0
2022-08-01T00:00:00Z,0
2022-07-31T00:00:00Z,0
2022-07-30T00:00:00Z,0
2022-07-29T00:00:00Z,0
2022-07-28T00:00:00Z,0
2022-07-27T00:00:00Z,0
2022-07-26T00:00:00Z,0
2022-07-25T00:00:00Z,0
2022-07-24T00:00:00Z,0
2022-07-23T00:00:00Z,0
2022-07-22T00:00:00Z,0
2022-07-21T00:00:00Z,0
2022-07-20T00:00:00Z,0
2022-07-19T00:00:00Z,0
2022-07-18T00:00:00Z,0
2022-07-17T00:00:00Z,0
2022-07-16T00:00:00Z,0
2022-07-15T00:00:00Z,0
2022-07-14T00:00:00Z,0
2022-07-13T00:00:00Z,0
2022-07-12T00:00:00Z,0
2022-07-11T00:00:00Z,0
2022-07-10T00:00:00Z,0
2022-07-09T00:00:00Z,0
2022-07-08T00:00:00Z,0
2022-07-07T00:00:00Z,0
2022-07-06T00:00:00Z,0
2022-07-05T00:00:00Z,0
2022-07-04T00:00:00Z,0
2022-07-03T00:00:00Z,0
2022-07-02T00:00:00Z,0
2022-07-01T00:00:00Z,0
2022-06-30T00:00:00Z,0
2022-06-29T00:00:00Z,0
2022-06-28T00:00:00Z,0
2022-06-27T00:00:00Z,0
2022-06-26T00:00:00Z,0
2022-06-25T00:00:00Z,0
2022-06-24T00:00:00Z,0
2022-06-23T00:00:00Z,0
2022-06-22T00:00:00Z,0
2022-06-21T00:00:00Z,0
2022-06-20T00:00:00Z,0
2022-06-19T00:00:00Z,0
2022-06-18T00:00:00Z,0
2022-06-17T00:00:00Z,0
2022-06-16T00:00:00Z,0
2022-06-15T00:00:00Z,0
2022-06-14T00:00:00Z,0
2022-06-13T00:00:00Z,0
2022-06-12T00:00:00Z,0
2022-06-11T00:00:00Z,0
2022-06-10T00:00:00Z,0
2022-06-09T00:00:00Z,0
2022-06-08T00:00:00Z,0
2022-06-07T00:00:00Z,0
2022-06-06T00:00:00Z,0
2022-06-05T00:00:00Z,0
2022-06-04T00:00:00Z,0
2022-06-03T00:00:00Z,0
2022-06-02T00:00:00Z,0
2022-06-01T00:00:00Z,0
2022-05-31T00:00:00Z,0
2022-05-30T00:00:00Z,0
2022-05-29T00:00:00Z,0
2022-05-28T00:00:00Z,0
2022-05-27T00:00:00Z,0
2022-05-26T00:00:00Z,0
2022-05-25T00:00:00Z,0
2022-05-24T00:00:00Z,0
2022-05-23T00:00:00Z,0
2022-05-22T00:00:00Z,0
2022-05-21T00:00:00Z,0
2022-05-20T00:00:00Z,0
2022-05-19T00:00:00Z,0
2022-05-18T00:00:00Z,0
2022-05-17T00:00:00Z,0
2022-05-16T00:00:00Z,0
2022-05-15T00:00:00Z,0
2022-05-14T00:00:00Z,0
2022-05-13T00:00:00Z,0
2022-05-12T00:00:00Z,0
2022-05-11T00:00:00Z,0
2022-05-10T00:00:00Z,0
2022-05-09T00:00:00Z,0
2022-05-08T00:00:00Z,0
2022-05-07T00:00:00Z,0
2022-05-06T00:00:00Z,0
2022-05-05T00:00:00Z,0
2022-05-04T00:00:00Z,0
2022-05-03T00:00:00Z,0
2022-05-02T00:00:00Z,0
2022-05-01T00:00:00Z,0
2022-04-30T00:00:00Z,0
2022-04-29T00:00:00Z,0
2022-04-28T00:00:00Z,0
2022-04-27T00:00:00Z,0
2022-04-26T00:00:00Z,0
2022-04-25T00:00:00Z,0
2022-04-24T00:00:00Z,0
2022-04-23T00:00:00Z,0
2022-04-22T00:00:00Z,0
2022-04-21T00:00:00Z,0
2022-04-20T00:00:00Z,0
2022-04-19T00:00:00Z,0
2022-04-18T00:00:00Z,0
2022-04-17T00:00:00Z,0
2022-04-16T00:00:00Z,0
2022-04-15T00:00:00Z,0
2022-04-14T00:00:00Z,0
2022-04-13T00:00:00Z,0
2022-04-12T00:00:00Z,0
2022-04-11T00:00:00Z,0
2022-04-10T00:00:00Z,0
2022-04-09T00:00:00Z,0
2022-04-08T00:00:00Z,0
2022-04-07T00:00:00Z,0
2022-04-06T00:00:00Z,0
2022-04-05T00:00:00Z,0
2022-04-04T00:00:00Z,0
2022-04-03T00:00:00Z,0
2022-04-02T00:00:00Z,0
2022-04-01T00:00:00Z,0
2022-03-31T00:00:00Z,0
2022-03-30T00:00:00Z,0
2022-03-29T00:00:00Z,0
2022-03-28T00:00:00Z,0
2022-03-27T00:00:00Z,0
2022-03-26T00:00:00Z,0
2022-03-25T00:00:00Z,0
2022-03-24T00:00:00Z,0
2022-03-23T00:00:00Z,0
2022-03-22T00:00:00Z,0
2022-03-21T00:00:00Z,0
2022-03-20T00:00:00Z,0
2022-03-19T00:00:00Z,0
2022-03-18T00:00:00Z,0
2022-03-17T00:00:00Z,0
2022-03-16T00:00:00Z,0
2022-03-15T00:00:00Z,0
2022-03-14T00:00:00Z,0
2022-03-13T00:00:00Z,0
2022-03-12T00:00:00Z,0
2022-03-11T00:00:00Z,0
2022-03-10T00:00:00Z,0
2022-03-09T00:00:00Z,0
2022-03-08T00:00:00Z,0
2022-03-07T00:00:00Z,0
2022-03-06T00:00:00Z,0
2022-03-05T00:00:00Z,0
2022-03-04T00:00:00Z,0.06754542
2022-03-03T00:00:00Z,0.05951305
2022-03-02T00:00:00Z,0.3976764
2022-03-01T00:00:00Z,0.49802497
2022-02-28T00:00:00Z,0.57294826
2022-02-27T00:00:00Z,0.69581634
2022-02-26T00:00:00Z,0.65946789
2022-02-25T00:00:00Z,0.57416102
2022-02-24T00:00:00Z,0.87509739
2022-02-23T00:00:00Z,0.60817418
2022-02-22T00:00:00Z,0.56800887
2022-02-21T00:00:00Z,0.52672986
2022-02-20T00:00:00Z,0.6904564
2022-02-19T00:00:00Z,0.58671518
2022-02-18T00:00:00Z,0.59049284
2022-02-17T00:00:00Z,0.74132485
2022-02-16T00:00:00Z,0.73934594
2022-02-15T00:00:00Z,0.67812301
2022-02-14T00:00:00Z,0.58692915
2022-02-13T00:00:00Z,0.64812298
2022-02-12T00:00:00Z,0.73124234
2022-02-11T00:00:00Z,0.79007798
2022-02-10T00:00:00Z,0.81865809
2022-02-09T00:00:00Z,0.77328293
2022-02-08T00:00:00Z,0.83561561
2022-02-07T00:00:00Z,0.70312445
2022-02-06T00:00:00Z,0.75591747
2022-02-05T00:00:00Z,0.87661972
2022-02-04T00:00:00Z,0.91322462
2022-02-03T00:00:00Z,0.84425603
2022-02-02T00:00:00Z,0.6760729
2022-02-01T00:00:00Z,0.73942441
2022-01-31T00:00:00Z,0.68757645
2022-01-30T00:00:00Z,0.82398708
2022-01-29T00:00:00Z,0.79272238
2022-01-28T00:00:00Z,0.78634164
2022-01-27T00:00:00Z,0.81640607
2022-01-26T00:00:00Z,0.85929903
2022-01-25T00:00:00Z,0.83146038
2022-01-24T00:00:00Z,0.67828365
2022-01-23T00:00:00Z,0.69473628
2022-01-22T00:00:00Z,0.71862196
2022-01-21T00:00:00Z,0.68899568
2022-01-20T00:00:00Z,0.66760911
2022-01-19T00:00:00Z,0.6682343
2022-01-18T00:00:00Z,0.81512777
2022-01-17T00:00:00Z,0.49742221
2022-01-16T00:00:00Z,0.5430717
2022-01-15T00:00:00Z,0.63085993
2022-01-14T00:00:00Z,0.57882274
2022-01-13T00:00:00Z,0.58056903
2022-01-12T00:00:00Z,0.57975207
2022-01-11T00:00:00Z,0.55345015
2022-01-10T00:00:00Z,0.34430727
2022-01-09T00:00:00Z,0.4649421
2022-01-08T00:00:00Z,0.53326268
2022-01-07T00:00:00Z,0.46854746
2022-01-06T00:00:00Z,0.36125503
2022-01-05T00:00:00Z,0.56192446
2022-01-04T00:00:00Z,0.47851846
2022-01-03T00:00:00Z,0.46802298
2022-01-02T00:00:00Z,0.50885202
2022-01-01T00:00:00Z,0.62096408
2021-12-31T00:00:00Z,0.82147357
2021-12-30T00:00:00Z,1.11148809
2021-12-29T00:00:00Z,1.0275182
2021-12-28T00:00:00Z,1.09149304
2021-12-27T00:00:00Z,0.98651836
2021-12-26T00:00:00Z,1.0105276
2021-12-25T00:00:00Z,1.05691675
2021-12-24T00:00:00Z,1.04607552
2021-12-23T00:00:00Z,2256.92944803
2021-12-22T00:00:00Z,1.00107571
2021-12-21T00:00:00Z,0.96388032
2021-12-20T00:00:00Z,0.91241632
2021-12-19T00:00:00Z,0.97319368
2021-12-18T00:00:00Z,0.88476576
2021-12-17T00:00:00Z,0.86730855
2021-12-16T00:00:00Z,0.82880873
2021-12-15T00:00:00Z,0.80744753
2021-12-14T00:00:00Z,0.75417204
2021-12-13T00:00:00Z,0.81561536
2021-12-12T00:00:00Z,0.68195732
2021-12-11T00:00:00Z,0.8250744
2021-12-10T00:00:00Z,1.00291818
2021-12-09T00:00:00Z,0.9990045
2021-12-08T00:00:00Z,0.90513299
2021-12-07T00:00:00Z,0.80604024
2021-12-06T00:00:00Z,0.83804958
2021-12-05T00:00:00Z,0.92100802
2021-12-04T00:00:00Z,0.92986395
2021-12-03T00:00:00Z,0.91401181
2021-12-02T00:00:00Z,1.02045264
2021-12-01T00:00:00Z,1.03395284
2021-11-30T00:00:00Z,1.10222819
2021-11-29T00:00:00Z,0.98380218
2021-11-28T00:00:00Z,0.98487222
2021-11-27T00:00:00Z,0.89600676
2021-11-26T00:00:00Z,0.82592677
2021-11-25T00:00:00Z,0.8205636
2021-11-24T00:00:00Z,0.79440538
2021-11-23T00:00:00Z,0.76928111
2021-11-22T00:00:00Z,0.65309674
2021-11-21T00:00:00Z,0.76593181
2021-11-20T00:00:00Z,0.816275
2021-11-19T00:00:00Z,0.82044309
2021-11-18T00:00:00Z,0.83579545
2021-11-17T00:00:00Z,0.89473229
2021-11-16T00:00:00Z,0.8819101
2021-11-15T00:00:00Z,0.76595408
2021-11-14T00:00:00Z,0.95868153
2021-11-13T00:00:00Z,0.91369567
2021-11-12T00:00:00Z,0.7688725
2021-11-11T00:00:00Z,0.66988992
2021-11-10T00:00:00Z,0.68882516
2021-11-09T00:00:00Z,0.7530304
2021-11-08T00:00:00Z,0.66941612
