date,Active Receiving Addresses
2020-01-04,1456
2020-01-05,1557
2020-01-06,2261
2020-01-07,2445
2020-01-08,2798
2020-01-09,2365
2020-01-10,2484
2020-01-11,1941
2020-01-12,1504
2020-01-13,1926
2020-01-14,3366
2020-01-15,3444
2020-01-16,2802
2020-01-17,3271
2020-01-18,2075
2020-01-19,2118
2020-01-20,1862
2020-01-21,2305
2020-01-22,2220
2020-01-23,2494
2020-01-24,2316
2020-01-25,1631
2020-01-26,1534
2020-01-27,2685
2020-01-28,2790
2020-01-29,2772
2020-01-30,2708
2020-01-31,2651
2020-02-01,2237
2020-02-02,2160
2020-02-03,2629
2020-02-04,3280
2020-02-05,3476
2020-02-06,3557
2020-02-07,3333
2020-02-08,2736
2020-02-09,2634
2020-02-10,3085
2020-02-11,3425
2020-02-12,4566
2020-02-13,3804
2020-02-14,3721
2020-02-15,3092
2020-02-16,2877
2020-02-17,3083
2020-02-18,3417
2020-02-19,3410
2020-02-20,3475
2020-02-21,3094
2020-02-22,2212
2020-02-23,2140
2020-02-24,2986
2020-02-25,3345
2020-02-26,4369
2020-02-27,3670
2020-02-28,3650
2020-02-29,2391
2020-03-01,2615
2020-03-02,3375
2020-03-03,4213
2020-03-04,3396
2020-03-05,3888
2020-03-06,3754
2020-03-07,2670
2020-03-08,3235
2020-03-09,4618
2020-03-10,3582
2020-03-11,3298
2020-03-12,6992
2020-03-13,8756
2020-03-14,3837
2020-03-15,3690
2020-03-16,5817
2020-03-17,5426
2020-03-18,5301
2020-03-19,6264
2020-03-20,5753
2020-03-21,3499
2020-03-22,3286
2020-03-23,4467
2020-03-24,4714
2020-03-25,3739
2020-03-26,4488
2020-03-27,4570
2020-03-28,3822
2020-03-29,2966
2020-03-30,4108
2020-03-31,3962
2020-04-01,4393
2020-04-02,5217
2020-04-03,4662
2020-04-04,3380
2020-04-05,3014
2020-04-06,5212
2020-04-07,5561
2020-04-08,4612
2020-04-09,4610
2020-04-10,5333
2020-04-11,3498
2020-04-12,3457
2020-04-13,4472
2020-04-14,4319
2020-04-15,4629
2020-04-16,5326
2020-04-17,5008
2020-04-18,4233
2020-04-19,3848
2020-04-20,4992
2020-04-21,4971
2020-04-22,4819
2020-04-23,6006
2020-04-24,5598
2020-04-25,4706
2020-04-26,4129
2020-04-27,4928
2020-04-28,5187
2020-04-29,6894
2020-04-30,6526
2020-05-01,6335
2020-05-02,4712
2020-05-03,4492
2020-05-04,5761
2020-05-05,5223
2020-05-06,5883
2020-05-07,6461
2020-05-08,6832
2020-05-09,4899
2020-05-10,5697
2020-05-11,6575
2020-05-12,6122
2020-05-13,6097
2020-05-14,7308
2020-05-15,6399
2020-05-16,3752
2020-05-17,3626
2020-05-18,5810
2020-05-19,4631
2020-05-20,4940
2020-05-21,6368
2020-05-22,5842
2020-05-23,3740
2020-05-24,4418
2020-05-25,4126
2020-05-26,4469
2020-05-27,5416
2020-05-28,4940
2020-05-29,5932
2020-05-30,5291
2020-05-31,3960
2020-06-01,5715
2020-06-02,8329
2020-06-03,5330
2020-06-04,5337
2020-06-05,6360
2020-06-06,3700
2020-06-07,3712
2020-06-08,5479
2020-06-09,5162
2020-06-10,5253
2020-06-11,7417
2020-06-12,5948
2020-06-13,3740
2020-06-14,4562
2020-06-15,5753
2020-06-16,5766
2020-06-17,6399
2020-06-18,5993
2020-06-19,6997
2020-06-20,7026
2020-06-21,4920
2020-06-22,7474
2020-06-23,8296
2020-06-24,7113
2020-06-25,6660
2020-06-26,8169
2020-06-27,6434
2020-06-28,5153
2020-06-29,6635
2020-06-30,6313
2020-07-01,6997
2020-07-02,8215
2020-07-03,7287
2020-07-04,6226
2020-07-05,4623
2020-07-06,6676
2020-07-07,7190
2020-07-08,9981
2020-07-09,7412
2020-07-10,8010
2020-07-11,5443
2020-07-12,4957
2020-07-13,6938
2020-07-14,7615
2020-07-15,7186
2020-07-16,7564
2020-07-17,7881
2020-07-18,6125
2020-07-19,6089
2020-07-20,8163
2020-07-21,7713
2020-07-22,6988
2020-07-23,9075
2020-07-24,8203
2020-07-25,7117
2020-07-26,7608
2020-07-27,11846
2020-07-28,8713
2020-07-29,8627
2020-07-30,8261
2020-07-31,8905
2020-08-01,8611
2020-08-02,7794
2020-08-03,10773
2020-08-04,8847
2020-08-05,9369
2020-08-06,8621
2020-08-07,9393
2020-08-08,7561
2020-08-09,6993
2020-08-10,9226
2020-08-11,10891
2020-08-12,10502
2020-08-13,9910
2020-08-14,10911
2020-08-15,8637
2020-08-16,7731
2020-08-17,10492
2020-08-18,10351
2020-08-19,10769
2020-08-20,8949
2020-08-21,9530
2020-08-22,8355
2020-08-23,6284
2020-08-24,7599
2020-08-25,8915
2020-08-26,9201
2020-08-27,8900
2020-08-28,8673
2020-08-29,7376
2020-08-30,7041
2020-08-31,8602
2020-09-01,10846
2020-09-02,10747
2020-09-03,12195
2020-09-04,13311
2020-09-05,11289
2020-09-06,9417
2020-09-07,7963
2020-09-08,9530
2020-09-09,10745
2020-09-10,11500
2020-09-11,10528
2020-09-12,9471
2020-09-13,8613
2020-09-14,9656
2020-09-15,10820
2020-09-16,11766
2020-09-17,11937
2020-09-18,13010
2020-09-19,10401
2020-09-20,9224
2020-09-21,11395
2020-09-22,10324
2020-09-23,12993
2020-09-24,10581
2020-09-25,10216
2020-09-26,8475
2020-09-27,7249
2020-09-28,9895
2020-09-29,10180
2020-09-30,10755
2020-10-01,12555
2020-10-02,13257
2020-10-03,8378
2020-10-04,7779
2020-10-05,10731
2020-10-06,10617
2020-10-07,9991
2020-10-08,9593
2020-10-09,10098
2020-10-10,7994
2020-10-11,6973
2020-10-12,8680
2020-10-13,9958
2020-10-14,9702
2020-10-15,35495
2020-10-16,28906
2020-10-17,21595
2020-10-18,7884
2020-10-19,11815
2020-10-20,17956
2020-10-21,27891
2020-10-22,27573
2020-10-23,22045
2020-10-24,19453
2020-10-25,17578
2020-10-26,22075
2020-10-27,20867
2020-10-28,22058
2020-10-29,25314
2020-10-30,23804
2020-10-31,26721
2020-11-01,24601
2020-11-02,27374
2020-11-03,30865
2020-11-04,26595
2020-11-05,26155
2020-11-06,27508
2020-11-07,25943
2020-11-08,28322
2020-11-09,28076
2020-11-10,24122
2020-11-11,24113
2020-11-12,20640
2020-11-13,23658
2020-11-14,22318
2020-11-15,20518
2020-11-16,24162
2020-11-17,29926
2020-11-18,28332
2020-11-19,26361
2020-11-20,32698
2020-11-21,34798
2020-11-22,32574
2020-11-23,35215
2020-11-24,40518
2020-11-25,35339
2020-11-26,28892
2020-11-27,21191
2020-11-28,31729
2020-11-29,24999
2020-11-30,32846
2020-12-01,31460
2020-12-02,14104
2020-12-03,13762
2020-12-04,14374
2020-12-05,12296
2020-12-06,11500
2020-12-07,11650
2020-12-08,13177
2020-12-09,13661
2020-12-10,13529
2020-12-11,22072
2020-12-12,42125
2020-12-13,43265
2020-12-14,35284
2020-12-15,37806
2020-12-16,30153
2020-12-17,34599
2020-12-18,15820
2020-12-19,15293
2020-12-20,15050
2020-12-21,14359
2020-12-22,14741
2020-12-23,16236
2020-12-24,15306
2020-12-25,14920
2020-12-26,15969
2020-12-27,16182
2020-12-28,16625
2020-12-29,17989
2020-12-30,18251
2020-12-31,18666
2021-01-01,19196
2021-01-02,20386
2021-01-03,20057
2021-01-04,20795
2021-01-05,20797
2021-01-06,22997
2021-01-07,23466
2021-01-08,22271
2021-01-09,18259
2021-01-10,20441
2021-01-11,21071
2021-01-12,18540
2021-01-13,18239
2021-01-14,20245
2021-01-15,20556
2021-01-16,18442
2021-01-17,18916
2021-01-18,18550
2021-01-19,19379
2021-01-20,19155
2021-01-21,19004
2021-01-22,20034
2021-01-23,16329
2021-01-24,15222
2021-01-25,18659
2021-01-26,22670
2021-01-27,19699
2021-01-28,20858
2021-01-29,25096
2021-01-30,21120
2021-01-31,19155
2021-02-01,21831
2021-02-02,22317
2021-02-03,23200
2021-02-04,25355
2021-02-05,24327
2021-02-06,23173
2021-02-07,21285
2021-02-08,22359
2021-02-09,24490
2021-02-10,26110
2021-02-11,25762
2021-02-12,26538
2021-02-13,27724
2021-02-14,22199
2021-02-15,17210
2021-02-16,26313
2021-02-17,24029
2021-02-18,25301
2021-02-19,27524
2021-02-20,29401
2021-02-21,24298
2021-02-22,26620
2021-02-23,28977
2021-02-24,26771
2021-02-25,24309
2021-02-26,26588
2021-02-27,22962
2021-02-28,22006
2021-03-01,22472
2021-03-02,22688
2021-03-03,24344
2021-03-04,22819
2021-03-05,23942
2021-03-06,19491
2021-03-07,18815
2021-03-08,20722
2021-03-09,24997
2021-03-10,23919
2021-03-11,23675
2021-03-12,23759
2021-03-13,22541
2021-03-14,18722
2021-03-15,22414
2021-03-16,26109
2021-03-17,24462
2021-03-18,24151
2021-03-19,25136
2021-03-20,22720
2021-03-21,24559
2021-03-22,36012
2021-03-23,25378
2021-03-24,29177
2021-03-25,29535
2021-03-26,24855
2021-03-27,22606
2021-03-28,18364
2021-03-29,22333
2021-03-30,25485
2021-03-31,25962
2021-04-01,28425
2021-04-02,26133
2021-04-03,23520
2021-04-04,19597
2021-04-05,24384
2021-04-06,28650
2021-04-07,27223
2021-04-08,28589
2021-04-09,27185
2021-04-10,28647
2021-04-11,28692
2021-04-12,38572
2021-04-13,44882
2021-04-14,38256
2021-04-15,26754
2021-04-16,38680
2021-04-17,30340
2021-04-18,33459
2021-04-19,33192
2021-04-20,43423
2021-04-21,37621
2021-04-22,39062
2021-04-23,41212
2021-04-24,28012
2021-04-25,25758
2021-04-26,34981
2021-04-27,33657
2021-04-28,34160
2021-04-29,38395
2021-04-30,30787
2021-05-01,25595
2021-05-02,23408
2021-05-03,31823
2021-05-04,32745
2021-05-05,30370
2021-05-06,29776
2021-05-07,35026
2021-05-08,23502
2021-05-09,25142
2021-05-10,29546
2021-05-11,24310
2021-05-12,25281
2021-05-13,32857
2021-05-14,24729
2021-05-15,22930
2021-05-16,23476
2021-05-17,27636
2021-05-18,25261
2021-05-19,38283
2021-05-20,29463
2021-05-21,29219
2021-05-22,22405
2021-05-23,26719
2021-05-24,28199
2021-05-25,23994
2021-05-26,28962
2021-05-27,25444
2021-05-28,26227
2021-05-29,20460
2021-05-30,18365
2021-05-31,21996
2021-06-01,21993
2021-06-02,25293
2021-06-03,26139
2021-06-04,25935
2021-06-05,18660
2021-06-06,16373
2021-06-07,23400
2021-06-08,27317
2021-06-09,21736
2021-06-10,23181
2021-06-11,23384
2021-06-12,19955
2021-06-13,17765
2021-06-14,28711
2021-06-15,27023
2021-06-16,28067
2021-06-17,28222
2021-06-18,28508
2021-06-19,20956
2021-06-20,20117
2021-06-21,28365
2021-06-22,31464
2021-06-23,25072
2021-06-24,23405
2021-06-25,23766
2021-06-26,19783
2021-06-27,19379
2021-06-28,22936
2021-06-29,28306
2021-06-30,21409
2021-07-01,21395
2021-07-02,22483
2021-07-03,17287
2021-07-04,19548
2021-07-05,19533
2021-07-06,20065
2021-07-07,20214
2021-07-08,21579
2021-07-09,21866
2021-07-10,18071
2021-07-11,17218
2021-07-12,20971
2021-07-13,24207
2021-07-14,25150
2021-07-15,22087
2021-07-16,22404
2021-07-17,17731
2021-07-18,15613
2021-07-19,23413
2021-07-20,26245
2021-07-21,23881
2021-07-22,21037
2021-07-23,21130
2021-07-24,19652
2021-07-25,16562
2021-07-26,28379
2021-07-27,25494
2021-07-28,23771
2021-07-29,22333
2021-07-30,24204
2021-07-31,19503
2021-08-01,19573
2021-08-02,23997
2021-08-03,23129
2021-08-04,24637
2021-08-05,21224
2021-08-06,24257
2021-08-07,22094
2021-08-08,21374
2021-08-09,24124
2021-08-10,22212
2021-08-11,25048
2021-08-12,22406
2021-08-13,23335
2021-08-14,20570
2021-08-15,18879
2021-08-16,25614
2021-08-17,23996
2021-08-18,24711
2021-08-19,28678
2021-08-20,25890
2021-08-21,21404
2021-08-22,20826
2021-08-23,24136
2021-08-24,23712
2021-08-25,21720
2021-08-26,21131
2021-08-27,20051
2021-08-28,18465
2021-08-29,17626
2021-08-30,24414
2021-08-31,25474
2021-09-01,25090
2021-09-02,28990
2021-09-03,24329
2021-09-04,19556
2021-09-05,18272
2021-09-06,23718
2021-09-07,29722
2021-09-08,27134
2021-09-09,30368
2021-09-10,32174
2021-09-11,25008
2021-09-12,22392
2021-09-13,27286
2021-09-14,27038
2021-09-15,25897
2021-09-16,26222
2021-09-17,24561
2021-09-18,20597
2021-09-19,18690
2021-09-20,29543
2021-09-21,25127
2021-09-22,23956
2021-09-23,20824
2021-09-24,21942
2021-09-25,17210
2021-09-26,16091
2021-09-27,21125
2021-09-28,21048
2021-09-29,24753
2021-09-30,22775
2021-10-01,24754
2021-10-02,20296
2021-10-03,18652
2021-10-04,23669
2021-10-05,24206
2021-10-06,24380
2021-10-07,24421
2021-10-08,23810
2021-10-09,22099
2021-10-10,20142
2021-10-11,21629
2021-10-12,23584
2021-10-13,24851
2021-10-14,25104
2021-10-15,27082
2021-10-16,23046
2021-10-17,22742
2021-10-18,27707
2021-10-19,27299
2021-10-20,28697
2021-10-21,27041
2021-10-22,23686
2021-10-23,20025
2021-10-24,19990
2021-10-25,24843
2021-10-26,25927
2021-10-27,27078
2021-10-28,28337
2021-10-29,28849
2021-10-30,23778
2021-10-31,20748
2021-11-01,25407
2021-11-02,28397
2021-11-03,28744
2021-11-04,27336
2021-11-05,26719
2021-11-06,21294
2021-11-07,22428
2021-11-08,28265
2021-11-09,27921
2021-11-10,28740
2021-11-11,25868
2021-11-12,25584
2021-11-13,21161
2021-11-14,21378
2021-11-15,30444
2021-11-16,34122
2021-11-17,26984
2021-11-18,27516
2021-11-19,25311
2021-11-20,22709
2021-11-21,21272
2021-11-22,25047
2021-11-23,25525
2021-11-24,26143
2021-11-25,24255
2021-11-26,27942
2021-11-27,20236
2021-11-28,19256
2021-11-29,24486
2021-11-30,26795
2021-12-01,30067
2021-12-02,28474
2021-12-03,28421
2021-12-04,31507
2021-12-05,21688
2021-12-06,29942
2021-12-07,27901
2021-12-08,24200
2021-12-09,25711
2021-12-10,25414
2021-12-11,19627
2021-12-12,17999
2021-12-13,24927
2021-12-14,26125
2021-12-15,23295
2021-12-16,21138
2021-12-17,22937
2021-12-18,19454
2021-12-19,18786
2021-12-20,26204
2021-12-21,30017
2021-12-22,26045
2021-12-23,23180
2021-12-24,21760
2021-12-25,16071
2021-12-26,17502
2021-12-27,22435
2021-12-28,21593
2021-12-29,21858
2021-12-30,23572
2021-12-31,22940
2022-01-01,17305
2022-01-02,16474
2022-01-03,23433
2022-01-04,23525
2022-01-05,26289
2022-01-06,24542
2022-01-07,24505
2022-01-08,19805
2022-01-09,15814
2022-01-10,20874
2022-01-11,20433
2022-01-12,20870
2022-01-13,19651
2022-01-14,22281
2022-01-15,17141
2022-01-16,15145
2022-01-17,19223
2022-01-18,20939
2022-01-19,19933
2022-01-20,21661
2022-01-21,28051
2022-01-22,27706
2022-01-23,18116
2022-01-24,27729
2022-01-25,22260
2022-01-26,22044
2022-01-27,21814
2022-01-28,20732
2022-01-29,16961
2022-01-30,15486
2022-01-31,21830
2022-02-01,21517
2022-02-02,18872
2022-02-03,19409
2022-02-04,20135
2022-02-05,17498
2022-02-06,14990
2022-02-07,21269
2022-02-08,21089
2022-02-09,20698
2022-02-10,21173
2022-02-11,22122
2022-02-12,16583
2022-02-13,15471
2022-02-14,20075
2022-02-15,21137
2022-02-16,19961
2022-02-17,20391
2022-02-18,19368
2022-02-19,15631
2022-02-20,17185
2022-02-21,19365
2022-02-22,21655
2022-02-23,20206
2022-02-24,32923
2022-02-25,21787
2022-02-26,17195
2022-02-27,16571
2022-02-28,23858
2022-03-01,25569
2022-03-02,23197
2022-03-03,22273
2022-03-04,22005
2022-03-05,17056
2022-03-06,16167
2022-03-07,23295
2022-03-08,20703
2022-03-09,21981
2022-03-10,20216
2022-03-11,20197
2022-03-12,16745
2022-03-13,15421
2022-03-14,21914
2022-03-15,21515
2022-03-16,21374
2022-03-17,21681
2022-03-18,20492
2022-03-19,17599
2022-03-20,16349
2022-03-21,19827
2022-03-22,21848
2022-03-23,20768
2022-03-24,22067
2022-03-25,22725
2022-03-26,16883
2022-03-27,17078
2022-03-28,24944
2022-03-29,24151
2022-03-30,22575
2022-03-31,23705
2022-04-01,23811
2022-04-02,18770
2022-04-03,16125
2022-04-04,22393
2022-04-05,20343
2022-04-06,22079
2022-04-07,20399
2022-04-08,19889
2022-04-09,15424
2022-04-10,15167
2022-04-11,23601
2022-04-12,21140
2022-04-13,19276
2022-04-14,18830
2022-04-15,18241
2022-04-16,14605
2022-04-17,14230
2022-04-18,20474
2022-04-19,20452
2022-04-20,18683
2022-04-21,18964
2022-04-22,17903
2022-04-23,14866
2022-04-24,13812
2022-04-25,20342
2022-04-26,20510
2022-04-27,19444
2022-04-28,20859
2022-04-29,22867
2022-04-30,20104
2022-05-01,17192
2022-05-02,24290
2022-05-03,21248
2022-05-04,20981
2022-05-05,22593
2022-05-06,21621
2022-05-07,18804
2022-05-08,22031
2022-05-09,33770
2022-05-10,30481
2022-05-11,40259
2022-05-12,51253
2022-05-13,34758
2022-05-14,25453
2022-05-15,22165
2022-05-16,27729
2022-05-17,24234
2022-05-18,24235
2022-05-19,23115
2022-05-20,21592
2022-05-21,16136
2022-05-22,16274
2022-05-23,23500
2022-05-24,21362
2022-05-25,19636
2022-05-26,22306
2022-05-27,23769
2022-05-28,17901
2022-05-29,15996
2022-05-30,21919
2022-05-31,25709
2022-06-01,25689
2022-06-02,21226
2022-06-03,20248
2022-06-04,14983
2022-06-05,14393
2022-06-06,21108
2022-06-07,22963
2022-06-08,17746
2022-06-09,19089
2022-06-10,21853
2022-06-11,23401
2022-06-12,23921
2022-06-13,45902
2022-06-14,34037
2022-06-15,35777
2022-06-16,27802
2022-06-17,24711
2022-06-18,29121
2022-06-19,21910
2022-06-20,23983
2022-06-21,23351
2022-06-22,22184
2022-06-23,19876
2022-06-24,21564
2022-06-25,16398
2022-06-26,14988
2022-06-27,21177
2022-06-28,22198
2022-06-29,23114
2022-06-30,26146
2022-07-01,28363
2022-07-02,23213
2022-07-03,17245
2022-07-04,22656
2022-07-05,23212
2022-07-06,21654
2022-07-07,22688
2022-07-08,21400
2022-07-09,15653
2022-07-10,15798
2022-07-11,20024
2022-07-12,21610
2022-07-13,20174
2022-07-14,20011
2022-07-15,21671
2022-07-16,18536
2022-07-17,16588
2022-07-18,29554
2022-07-19,27041
2022-07-20,25890
2022-07-21,23541
2022-07-22,24150
2022-07-23,17846
2022-07-24,17306
2022-07-25,23207
2022-07-26,23093
2022-07-27,23500
2022-07-28,28725
2022-07-29,26075
2022-07-30,21889
2022-07-31,20049
2022-08-01,27015
2022-08-02,25636
2022-08-03,25039
2022-08-04,23465
2022-08-05,24269
