date,Total Supply
2017-11-28,110000.0
2017-11-29,110000.0
2017-11-30,110000.0
2017-12-01,110000.0
2017-12-02,110000.0
2017-12-03,110000.0
2017-12-04,110000.0
2017-12-05,110000.0
2017-12-06,110000.0
2017-12-07,110000.0
2017-12-08,110000.0
2017-12-09,110000.0
2017-12-10,110000.0
2017-12-11,110000.0
2017-12-12,110000.0
2017-12-13,110000.0
2017-12-14,110000.0
2017-12-15,110000.0
2017-12-16,110000.0
2017-12-17,110000.0
2017-12-18,110000.0
2017-12-19,110000.0
2017-12-20,110000.0
2017-12-21,110000.0
2017-12-22,110000.0
2017-12-23,110000.0
2017-12-24,110000.0
2017-12-25,110000.0
2017-12-26,110000.0
2017-12-27,110000.0
2017-12-28,110000.0
2017-12-29,110000.0
2017-12-30,110000.0
2017-12-31,110000.0
2018-01-01,110000.0
2018-01-02,110000.0
2018-01-03,110000.0
2018-01-04,110000.0
2018-01-05,110000.0
2018-01-06,110000.0
2018-01-07,110000.0
2018-01-08,110000.0
2018-01-09,110000.0
2018-01-10,30110000.0
2018-01-11,30110000.0
2018-01-12,30110000.0
2018-01-13,30110000.0
2018-01-14,30110000.0
2018-01-15,30110000.0
2018-01-16,30110000.0
2018-01-17,30110000.0
2018-01-18,30110000.0
2018-01-19,30110000.0
2018-01-20,30110000.0
2018-01-21,30110000.0
2018-01-22,30110000.0
2018-01-23,30110000.0
2018-01-24,30110000.0
2018-01-25,30110000.0
2018-01-26,30110000.0
2018-01-27,30110000.0
2018-01-28,60110000.0
2018-01-29,60110000.0
2018-01-30,60110000.0
2018-01-31,60110000.0
2018-02-01,60110000.0
2018-02-02,60110000.0
2018-02-03,60110000.0
2018-02-04,60110000.0
2018-02-05,60110000.0
2018-02-06,60110000.0
2018-02-07,60110000.0
2018-02-08,60110000.0
2018-02-09,60110000.0
2018-02-10,60110000.0
2018-02-11,60110000.0
2018-02-12,60110000.0
2018-02-13,60110000.0
2018-02-14,60110000.0
2018-02-15,60110000.0
2018-02-16,60110000.0
2018-02-17,60110000.0
2018-02-18,60110000.0
2018-02-19,60110000.0
2018-02-20,60110000.0
2018-02-21,60110000.0
2018-02-22,60110000.0
2018-02-23,60110000.0
2018-02-24,60110000.0
2018-02-25,60110000.0
2018-02-26,60110000.0
2018-02-27,60110000.0
2018-02-28,60110000.0
2018-03-01,60110000.0
2018-03-02,60110000.0
2018-03-03,60110000.0
2018-03-04,60110000.0
2018-03-05,60110000.0
2018-03-06,60110000.0
2018-03-07,60110000.0
2018-03-08,60110000.0
2018-03-09,60110000.0
2018-03-10,60110000.0
2018-03-11,60110000.0
2018-03-12,60110000.0
2018-03-13,60110000.0
2018-03-14,60110000.0
2018-03-15,60110000.0
2018-03-16,60110000.0
2018-03-17,60110000.0
2018-03-18,60110000.0
2018-03-19,60110000.0
2018-03-20,60110000.0
2018-03-21,60110000.0
2018-03-22,60110000.0
2018-03-23,60110000.0
2018-03-24,60110000.0
2018-03-25,60110000.0
2018-03-26,60110000.0
2018-03-27,60110000.0
2018-03-28,60110000.0
2018-03-29,60110000.0
2018-03-30,60110000.0
2018-03-31,60110000.0
2018-04-01,60110000.0
2018-04-02,60110000.0
2018-04-03,60110000.0
2018-04-04,60110000.0
2018-04-05,60110000.0
2018-04-06,60110000.0
2018-04-07,60110000.0
2018-04-08,60110000.0
2018-04-09,60110000.0
2018-04-10,60110000.0
2018-04-11,60110000.0
2018-04-12,60110000.0
2018-04-13,60110000.0
2018-04-14,60110000.0
2018-04-15,60110000.0
2018-04-16,60110000.0
2018-04-17,60110000.0
2018-04-18,60110000.0
2018-04-19,60110000.0
2018-04-20,60110000.0
2018-04-21,60110000.0
2018-04-22,60110000.0
2018-04-23,60110000.0
2018-04-24,60110000.0
2018-04-25,60110000.0
2018-04-26,60110000.0
2018-04-27,60110000.0
2018-04-28,60110000.0
2018-04-29,60110000.0
2018-04-30,60110000.0
2018-05-01,60110000.0
2018-05-02,60110000.0
2018-05-03,60110000.0
2018-05-04,60110000.0
2018-05-05,60110000.0
2018-05-06,60110000.0
2018-05-07,60110000.0
2018-05-08,60110000.0
2018-05-09,60110000.0
2018-05-10,60110000.0
2018-05-11,60110000.0
2018-05-12,60110000.0
2018-05-13,60110000.0
2018-05-14,60110000.0
2018-05-15,60110000.0
2018-05-16,60110000.0
2018-05-17,60110000.0
2018-05-18,60110000.0
2018-05-19,60110000.0
2018-05-20,60110000.0
2018-05-21,60110000.0
2018-05-22,60110000.0
2018-05-23,60110000.0
2018-05-24,60110000.0
2018-05-25,60110000.0
2018-05-26,60110000.0
2018-05-27,60110000.0
2018-05-28,60110000.0
2018-05-29,60110000.0
2018-05-30,60110000.0
2018-05-31,60110000.0
2018-06-01,60110000.0
2018-06-02,60110000.0
2018-06-03,60110000.0
2018-06-04,60110000.0
2018-06-05,60110000.0
2018-06-06,60110000.0
2018-06-07,60110000.0
2018-06-08,60110000.0
2018-06-09,60110000.0
2018-06-10,60110000.0
2018-06-11,60110000.0
2018-06-12,60110000.0
2018-06-13,60110000.0
2018-06-14,60110000.0
2018-06-15,60110000.0
2018-06-16,60110000.0
2018-06-17,60110000.0
2018-06-18,60110000.0
2018-06-19,60110000.0
2018-06-20,60110000.0
2018-06-21,60110000.0
2018-06-22,60110000.0
2018-06-23,60110000.0
2018-06-24,60110000.0
2018-06-25,60110000.0
2018-06-26,60110000.0
2018-06-27,60110000.0
2018-06-28,60110000.0
2018-06-29,60110000.0
2018-06-30,60110000.0
2018-07-01,60110000.0
2018-07-02,60110000.0
2018-07-03,60110000.0
2018-07-04,60110000.0
2018-07-05,60110000.0
2018-07-06,60110000.0
2018-07-07,60110000.0
2018-07-08,60110000.0
2018-07-09,60110000.0
2018-07-10,60110000.0
2018-07-11,60110000.0
2018-07-12,60110000.0
2018-07-13,60110000.0
2018-07-14,60110000.0
2018-07-15,60110000.0
2018-07-16,60110000.0
2018-07-17,60110000.0
2018-07-18,60110000.0
2018-07-19,60110000.0
2018-07-20,60110000.0
2018-07-21,60110000.0
2018-07-22,60110000.0
2018-07-23,60110000.0
2018-07-24,60110000.0
2018-07-25,60110000.0
2018-07-26,60110000.0
2018-07-27,60110000.0
2018-07-28,60110000.0
2018-07-29,60110000.0
2018-07-30,60110000.0
2018-07-31,60110000.0
2018-08-01,60110000.0
2018-08-02,60110000.0
2018-08-03,60110000.0
2018-08-04,60110000.0
2018-08-05,60110000.0
2018-08-06,60110000.0
2018-08-07,60110000.0
2018-08-08,60110000.0
2018-08-09,60110000.0
2018-08-10,60110000.0
2018-08-11,60110000.0
2018-08-12,60110000.0
2018-08-13,60110000.0
2018-08-14,60110000.0
2018-08-15,60110000.0
2018-08-16,60110000.0
2018-08-17,60110000.0
2018-08-18,60110000.0
2018-08-19,60110000.0
2018-08-20,60110000.0
2018-08-21,60110000.0
2018-08-22,60110000.0
2018-08-23,60110000.0
2018-08-24,60110000.0
2018-08-25,60110000.0
2018-08-26,60110000.0
2018-08-27,60110000.0
2018-08-28,60110000.0
2018-08-29,60110000.0
2018-08-30,60110000.0
2018-08-31,60110000.0
2018-09-01,60110000.0
2018-09-02,60110000.0
2018-09-03,60110000.0
2018-09-04,60110000.0
2018-09-05,60110000.0
2018-09-06,60110000.0
2018-09-07,60110000.0
2018-09-08,60110000.0
2018-09-09,60110000.0
2018-09-10,60110000.0
2018-09-11,60110000.0
2018-09-12,60110000.0
2018-09-13,60110000.0
2018-09-14,60110000.0
2018-09-15,60110000.0
2018-09-16,60110000.0
2018-09-17,60110000.0
2018-09-18,60110000.0
2018-09-19,60110000.0
2018-09-20,60110000.0
2018-09-21,60110000.0
2018-09-22,60110000.0
2018-09-23,60110000.0
2018-09-24,60110000.0
2018-09-25,60110000.0
2018-09-26,60110000.0
2018-09-27,60110000.0
2018-09-28,60110000.0
2018-09-29,60110000.0
2018-09-30,60110000.0
2018-10-01,60110000.0
2018-10-02,60110000.0
2018-10-03,60110000.0
2018-10-04,60110000.0
2018-10-05,60110000.0
2018-10-06,60110000.0
2018-10-07,60110000.0
2018-10-08,60110000.0
2018-10-09,60110000.0
2018-10-10,60110000.0
2018-10-11,60110000.0
2018-10-12,60110000.0
2018-10-13,60110000.0
2018-10-14,60110000.0
2018-10-15,60110000.0
2018-10-16,60110000.0
2018-10-17,60110000.0
2018-10-18,60110000.0
2018-10-19,60110000.0
2018-10-20,60110000.0
2018-10-21,60110000.0
2018-10-22,60110000.0
2018-10-23,60110000.0
2018-10-24,60110000.0
2018-10-25,60110000.0
2018-10-26,60110000.0
2018-10-27,60110000.0
2018-10-28,60110000.0
2018-10-29,60110000.0
2018-10-30,60110000.0
2018-10-31,60110000.0
2018-11-01,60110000.0
2018-11-02,60110000.0
2018-11-03,60110000.0
2018-11-04,60110000.0
2018-11-05,60110000.0
2018-11-06,60110000.0
2018-11-07,60110000.0
2018-11-08,60110000.0
2018-11-09,60110000.0
2018-11-10,60110000.0
2018-11-11,60110000.0
2018-11-12,60110000.0
2018-11-13,60110000.0
2018-11-14,60110000.0
2018-11-15,60110000.0
2018-11-16,60110000.0
2018-11-17,60110000.0
2018-11-18,60110000.0
2018-11-19,60110000.0
2018-11-20,60110000.0
2018-11-21,60110000.0
2018-11-22,60110000.0
2018-11-23,60110000.0
2018-11-24,60110000.0
2018-11-25,60110000.0
2018-11-26,60110000.0
2018-11-27,60110000.0
2018-11-28,60110000.0
2018-11-29,60110000.0
2018-11-30,60110000.0
2018-12-01,60110000.0
2018-12-02,60110000.0
2018-12-03,60110000.0
2018-12-04,60110000.0
2018-12-05,60110000.0
2018-12-06,60110000.0
2018-12-07,60110000.0
2018-12-08,60110000.0
2018-12-09,60110000.0
2018-12-10,60110000.0
2018-12-11,60110000.0
2018-12-12,60110000.0
2018-12-13,60110000.0
2018-12-14,60110000.0
2018-12-15,60110000.0
2018-12-16,60110000.0
2018-12-17,60110000.0
2018-12-18,60110000.0
2018-12-19,60110000.0
2018-12-20,60110000.0
2018-12-21,60110000.0
2018-12-22,60110000.0
2018-12-23,60110000.0
2018-12-24,60110000.0
2018-12-25,60110000.0
2018-12-26,60110000.0
2018-12-27,60110000.0
2018-12-28,60110000.0
2018-12-29,60110000.0
2018-12-30,60110000.0
2018-12-31,60110000.0
2019-01-01,60110000.0
2019-01-02,60110000.0
2019-01-03,60110000.0
2019-01-04,60110000.0
2019-01-05,60110000.0
2019-01-06,60110000.0
2019-01-07,60110000.0
2019-01-08,60110000.0
2019-01-09,60110000.0
2019-01-10,60110000.0
2019-01-11,60110000.0
2019-01-12,60110000.0
2019-01-13,60110000.0
2019-01-14,60110000.0
2019-01-15,60110000.0
2019-01-16,60110000.0
2019-01-17,60110000.0
2019-01-18,60110000.0
2019-01-19,60110000.0
2019-01-20,60110000.0
2019-01-21,60110000.0
2019-01-22,60110000.0
2019-01-23,60110000.0
2019-01-24,60110000.0
2019-01-25,60110000.0
2019-01-26,60110000.0
2019-01-27,60110000.0
2019-01-28,60110000.0
2019-01-29,60110000.0
2019-01-30,60110000.0
2019-01-31,60110000.0
2019-02-01,60110000.0
2019-02-02,60110000.0
2019-02-03,60110000.0
2019-02-04,60110000.0
2019-02-05,60110000.0
2019-02-06,60110000.0
2019-02-07,60110000.0
2019-02-08,60110000.0
2019-02-09,60110000.0
2019-02-10,60110000.0
2019-02-11,60110000.0
2019-02-12,60110000.0
2019-02-13,60110000.0
2019-02-14,60110000.0
2019-02-15,60110000.0
2019-02-16,60110000.0
2019-02-17,60110000.0
2019-02-18,60110000.0
2019-02-19,60110000.0
2019-02-20,60110000.0
2019-02-21,60110000.0
2019-02-22,60110000.0
2019-02-23,60110000.0
2019-02-24,60110000.0
2019-02-25,60110000.0
2019-02-26,60110000.0
2019-02-27,60110000.0
2019-02-28,60110000.0
2019-03-01,60110000.0
2019-03-02,60110000.0
2019-03-03,60110000.0
2019-03-04,60110000.0
2019-03-05,60110000.0
2019-03-06,60110000.0
2019-03-07,60110000.0
2019-03-08,60110000.0
2019-03-09,60110000.0
2019-03-10,60110000.0
2019-03-11,60110000.0
2019-03-12,60110000.0
2019-03-13,60110000.0
2019-03-14,60110000.0
2019-03-15,60110000.0
2019-03-16,60110000.0
2019-03-17,60110000.0
2019-03-18,60110000.0
2019-03-19,60110000.0
2019-03-20,60110000.0
2019-03-21,60110000.0
2019-03-22,60110000.0
2019-03-23,60110000.0
2019-03-24,60110000.0
2019-03-25,60110000.0
2019-03-26,60110000.0
2019-03-27,60110000.0
2019-03-28,60110000.0
2019-03-29,60110000.0
2019-03-30,60110000.0
2019-03-31,60110000.0
2019-04-01,60110000.0
2019-04-02,60110000.0
2019-04-03,60110000.0
2019-04-04,60110000.0
2019-04-05,60110000.0
2019-04-06,60110000.0
2019-04-07,60110000.0
2019-04-08,110110000.0
2019-04-09,110110000.0
2019-04-10,160110000.0
2019-04-11,160110000.0
2019-04-12,160110000.0
2019-04-13,160110000.0
2019-04-14,160110000.0
2019-04-15,230110000.0
2019-04-16,230110000.0
2019-04-17,230110000.0
2019-04-18,230110000.0
2019-04-19,230110000.0
2019-04-20,230110000.0
2019-04-21,230110000.0
2019-04-22,230110000.0
2019-04-23,230110000.0
2019-04-24,300110000.0
2019-04-25,400110000.0
2019-04-26,400110000.0
2019-04-27,400110000.0
2019-04-28,400110000.0
2019-04-29,400110000.0
2019-04-30,400110000.0
2019-05-01,400110000.0
2019-05-02,400110000.0
2019-05-03,400110000.0
2019-05-04,400110000.0
2019-05-05,400110000.0
2019-05-06,400110000.0
2019-05-07,400110000.0
2019-05-08,400110000.0
2019-05-09,400110000.0
2019-05-10,400110000.0
2019-05-11,400110000.0
2019-05-12,400110000.0
2019-05-13,400110000.0
2019-05-14,400110000.0
2019-05-15,400110000.0
2019-05-16,400110000.0
2019-05-17,400110000.0
2019-05-18,400110000.0
2019-05-19,400110000.0
2019-05-20,400110000.0
2019-05-21,400110000.0
2019-05-22,400110000.0
2019-05-23,400110000.0
2019-05-24,500110000.0
2019-05-25,500110000.0
2019-05-26,500110000.0
2019-05-27,500110000.0
2019-05-28,500110000.0
2019-05-29,650110000.0
2019-05-30,650110000.0
2019-05-31,650110000.0
2019-06-01,650110000.0
2019-06-02,650110000.0
2019-06-03,650110000.0
2019-06-04,650110000.0
2019-06-05,650110000.0
2019-06-06,650110000.0
2019-06-07,650110000.0
2019-06-08,650110000.0
2019-06-09,650110000.0
2019-06-10,650110000.0
2019-06-11,800110000.0
2019-06-12,800110000.0
2019-06-13,800110000.0
2019-06-14,800110000.0
2019-06-15,800110000.0
2019-06-16,900110000.0
2019-06-17,900110000.0
2019-06-18,900110000.0
2019-06-19,900110000.0
2019-06-20,900110000.0
2019-06-21,1000110000.0
2019-06-22,1000110000.0
2019-06-23,1000110000.0
2019-06-24,1000110000.0
2019-06-25,1000110000.0
2019-06-26,1000110000.0
2019-06-27,1000110000.0
2019-06-28,1000110000.0
2019-06-29,1000110000.0
2019-06-30,1000110000.0
2019-07-01,1100110000.0
2019-07-02,1100110000.0
2019-07-03,1100110000.0
2019-07-04,1200110000.0
2019-07-05,1200110000.0
2019-07-06,1200110000.0
2019-07-07,1200110000.0
2019-07-08,1300110000.0
2019-07-09,1400110000.0
2019-07-10,1400110000.0
2019-07-11,1400110000.0
2019-07-12,1400110000.0
2019-07-13,1400110000.0
2019-07-14,1400110000.0
2019-07-15,1400110000.0
2019-07-16,1400110000.0
2019-07-17,1450110000.0
2019-07-18,1450110000.0
2019-07-19,1450110000.0
2019-07-20,1450110000.0
2019-07-21,1450110000.0
2019-07-22,1450110000.0
2019-07-23,1450110000.0
2019-07-24,1450110000.0
2019-07-25,1450110000.0
2019-07-26,1450110000.0
2019-07-27,1450110000.0
2019-07-28,1450110000.0
2019-07-29,1450110000.0
2019-07-30,1450110000.0
2019-07-31,1450110000.0
2019-08-01,1450110000.0
2019-08-02,1450110000.0
2019-08-03,1450110000.0
2019-08-04,1450110000.0
2019-08-05,1550110000.0
2019-08-06,1550110000.0
2019-08-07,1550110000.0
2019-08-08,1550110000.0
2019-08-09,1550110000.0
2019-08-10,1550110000.0
2019-08-11,1550110000.0
2019-08-12,1550110000.0
2019-08-13,1550110000.0
2019-08-14,1550110000.0
2019-08-15,1550110000.0
2019-08-16,1550110000.0
2019-08-17,1550110000.0
