time,open,high,low,close,Volume,Open Interest,Open Interest (Open),Open Interest (High,Open Interest (Low),Open Interest (Close)
1226966400,87.143,87.444,86.775,87.372,,,,,,
1227052800,87.156,87.885,86.137,87.312,,,,,,
1227139200,87.762,88.364,87.419,87.969,,,,,,
1227225600,87.974,88.463,87.234,88.191,,,,,,
1227477600,87.359,87.912,85.677,86.081,,,,,,
1227571200,86.102,86.431,84.711,85,,,,,,
1227657600,85.255,86.112,84.9,85.667,,,,,,
1227830400,86.461,86.836,85.314,86.517,,,,,,
1228082400,86.59,87.317,86.403,86.724,,,,,,
1228176000,86.876,87.306,86.27,86.702,,,,,,
1228262400,86.729,87.274,86.485,87.03,,,,,,
1228348800,86.931,87.701,86.095,86.444,,,,,,
1228435200,86.677,87.489,86.398,87.121,,,,,,
1228687200,86.878,86.914,85.475,85.56,,,,,,
1228780800,85.956,86.485,85.425,85.837,,,,,,
1228867200,85.709,85.957,85.18,85.484,,,,,,
1228953600,85.199,85.492,83.282,83.834,,,,,,
1229040000,83.298,84.032,83.21,83.644,,,,,,
1229292000,83.005,83.826,81.97,82.27,,,,,,
1229385600,81.923,82.353,79.795,80.683,,,,,,
1229472000,79.719,80.437,78.475,78.908,,,,,,
1229558400,78.485,80.086,77.688,79.467,,,,,,
1229644800,79.634,81.621,79.44,81.298,,,,,,
1229896800,80.938,81.424,80.349,81.093,,,,,,
1229990400,81.095,81.494,80.857,81.241,,,,,,
1230076800,81.219,81.473,80.963,81.214,,,,,,
1230249600,80.91,81.181,80.497,80.892,,,,,,
1230501600,80.498,81.558,79.631,80.685,,,,,,
1230595200,80.724,81.352,80.305,80.899,,,,,,
1230681600,80.82,81.762,80.566,81.308,,,,,,
1230854400,81.626,81.921,80.854,81.839,,,,,,
1231106400,81.734,83.174,81.336,82.637,,,,,,
1231200000,82.971,84.023,82.425,82.85,,,,,,
1231286400,82.905,83.268,81.628,82.275,,,,,,
1231372800,82.27,82.661,81.183,81.536,,,,,,
1231459200,81.859,82.756,81.35,82.663,,,,,,
1231711200,82.736,83.431,82.66,83.019,,,,,,
1231804800,83.167,84.446,83.167,84.265,,,,,,
1231891200,83.87,84.639,83.457,84.419,,,,,,
1231977600,84.337,85.137,84.043,84.44,,,,,,
1232064000,84.152,84.546,83.455,84.212,,,,,,
1232409600,84.722,86.412,84.696,86.216,,,,,,
1232496000,86.265,86.504,85.169,85.817,,,,,,
1232582400,85.403,86.112,85.22,85.52,,,,,,
1232668800,85.925,86.813,85.309,85.608,,,,,,
1232920800,86.031,86.276,84.195,84.727,,,,,,
1233014400,84.424,84.771,83.724,84.426,,,,,,
1233100800,84.346,84.867,83.571,84.672,,,,,,
1233187200,85.547,85.547,84.273,85.277,,,,,,
1233273600,85.547,86.134,85.439,85.999,,,,,,
1233525600,86.125,86.548,85.743,86.073,,,,,,
1233619200,86.127,86.251,84.774,85.05,,,,,,
1233705600,85.733,85.922,84.751,85.702,,,,,,
1233792000,85.733,86.123,85.385,86.057,,,,,,
1233878400,86.05,86.302,85.099,85.346,,,,,,
1234130400,84.886,85.608,84.465,84.792,,,,,,
1234224000,84.886,85.961,84.732,85.807,,,,,,
1234310400,85.56,86.151,85.287,85.776,,,,,,
1234396800,85.888,86.726,85.517,86.547,,,,,,
1234483200,86.079,86.215,85.625,86.041,,,,,,
1234828800,87.518,87.864,86.441,87.581,,,,,,
1234915200,87.802,88.254,87.477,88.007,,,,,,
1235001600,88.076,88.082,86.943,87.439,,,,,,
1235088000,87.468,88.129,86.231,86.488,,,,,,
1235340000,86.807,87.373,85.631,87.24,,,,,,
1235433600,87.26,87.642,86.76,86.895,,,,,,
1235520000,86.733,88.037,86.578,87.906,,,,,,
1235606400,87.845,88.094,87.313,87.727,,,,,,
1235692800,87.913,88.49,87.681,88.008,,,,,,
1235944800,88.579,89.003,88.409,88.94,,,,,,
1236038400,89.033,89.327,88.34,88.91,,,,,,
1236124800,89.207,89.624,88.408,88.577,,,,,,
1236211200,88.504,89.488,88.484,89.105,,,,,,
1236297600,89.066,89.113,87.88,88.512,,,,,,
1236546000,88.423,89.456,88.117,89.009,,,,,,
1236639600,89.232,89.311,87.834,88.927,,,,,,
1236726000,88.583,89.011,87.55,87.868,,,,,,
1236812400,87.646,88.545,87.192,87.66,,,,,,
1236898800,87.48,87.669,87.182,87.428,,,,,,
1237150800,87.748,87.766,86.463,86.946,,,,,,
1237244400,86.982,87.353,86.731,86.933,,,,,,
1237330800,86.809,87.099,83.96,84.595,,,,,,
1237417200,84.194,84.602,82.631,83.129,,,,,,
1237503600,83.1,84.04,82.764,83.841,,,,,,
1237755600,83.327,84.175,82.887,83.426,,,,,,
1237849200,83.459,84.298,83.202,83.858,,,,,,
1237935600,84.102,84.366,83.212,83.808,,,,,,
1238022000,83.691,84.258,83.454,84.165,,,,,,
1238108400,84.098,85.349,83.704,85.111,,,,,,
1238360400,85.245,86.125,85.229,85.869,,,,,,
1238454000,85.748,85.81,85.088,85.43,,,,,,
1238540400,85.612,85.989,85.347,85.503,,,,,,
1238626800,85.433,85.473,84.051,84.446,,,,,,
1238713200,84.33,84.762,84.125,84.165,,,,,,
1238965200,83.913,84.917,83.731,84.571,,,,,,
1239058800,84.69,85.5,84.668,85.288,,,,,,
1239145200,85.214,85.772,84.996,85.361,,,,,,
1239231600,85.25,85.904,84.931,85.786,,,,,,
1239570000,85.59,85.997,84.452,84.635,,,,,,
1239663600,84.638,85.059,84.502,84.642,,,,,,
1239750000,84.773,85.343,84.577,85.081,,,,,,
1239836400,84.913,85.473,84.658,85.227,,,,,,
1239922800,85.2,86.028,85.107,85.981,,,,,,
1240174800,85.887,86.871,85.756,86.637,,,,,,
1240268400,86.664,86.85,86.246,86.579,,,,,,
1240354800,86.523,86.76,86.094,86.191,,,,,,
1240441200,86.292,86.384,85.288,85.517,,,,,,
1240527600,85.402,85.537,84.458,84.714,,,,,,
1240779600,84.795,85.836,84.683,85.696,,,,,,
1240873200,85.661,86.006,85.03,85.158,,,,,,
1240959600,85.189,85.282,84.171,84.474,,,,,,
1241046000,84.662,84.948,83.885,84.614,,,,,,
1241132400,84.817,84.826,84.286,84.546,,,,,,
1241384400,84.589,84.87,83.7,83.97,,,,,,
1241478000,83.701,84.31,83.496,84.157,,,,,,
1241564400,84.155,84.413,83.763,83.803,,,,,,
1241650800,83.935,84.345,83.425,83.941,,,,,,
1241737200,83.813,84.087,82.385,82.529,,,,,,
1241989200,82.361,82.858,82.292,82.678,,,,,,
1242082800,82.841,82.874,81.998,82.306,,,,,,
1242169200,82.288,82.742,81.871,82.499,,,,,,
1242255600,82.568,82.876,82.224,82.279,,,,,,
1242342000,82.384,83.096,82.292,83.024,,,,,,
1242594000,83.034,83.22,82.504,82.667,,,,,,
1242687600,82.538,82.679,81.903,81.978,,,,,,
1242774000,82.102,82.254,80.909,80.985,,,,,,
1242860400,81.18,81.417,80.367,80.558,,,,,,
1242946800,80.477,80.495,79.805,79.958,,,,,,
1243292400,80.033,80.78,79.983,80.131,,,,,,
1243378800,80.102,80.818,79.964,80.332,,,,,,
1243465200,80.775,81.129,80.278,80.433,,,,,,
1243551600,80.526,80.588,79.183,79.348,,,,,,
1243803600,79.105,79.464,78.586,79.171,,,,,,
1243897200,79.174,79.482,78.334,78.404,,,,,,
1243983600,78.457,79.631,78.339,79.5,,,,,,
1244070000,79.432,79.949,79.02,79.414,,,,,,
1244156400,79.432,80.82,79.158,80.67,,,,,,
1244408400,80.724,81.466,80.515,80.909,,,,,,
1244502000,80.837,81.062,79.654,79.78,,,,,,
1244588400,79.835,80.639,79.439,80.329,,,,,,
1244674800,80.264,80.397,79.193,79.41,,,,,,
1244761200,79.56,80.517,79.414,80.142,,,,,,
1245013200,80.168,81.368,80.067,81.14,,,,,,
1245106800,81.129,81.341,80.328,80.709,,,,,,
1245193200,80.761,80.954,80.062,80.169,,,,,,
1245279600,80.246,80.776,80.069,80.609,,,,,,
1245366000,80.569,80.736,79.973,80.264,,,,,,
1245618000,80.347,80.927,80.239,80.783,,,,,,
1245711600,80.838,80.94,79.698,79.841,,,,,,
1245798000,79.849,80.745,79.562,80.556,,,,,,
1245884400,80.54,80.912,80.251,80.403,,,,,,
1245970800,80.383,80.403,79.611,79.878,,,,,,
1246222800,79.889,80.289,79.76,79.835,,,,,,
1246316400,79.896,80.333,79.432,80.133,,,,,,
1246402800,80.162,80.402,79.35,79.634,,,,,,
1246489200,79.611,80.612,79.602,80.516,,,,,,
1246827600,80.429,80.888,80.274,80.454,,,,,,
1246921200,80.375,80.733,80.076,80.621,,,,,,
1247007600,80.704,80.892,80.52,80.766,,,,,,
1247094000,80.649,80.725,79.692,79.864,,,,,,
1247180400,79.935,80.516,79.898,80.233,,,,,,
1247432400,80.208,80.498,79.996,80.126,,,,,,
1247526000,80.037,80.301,79.878,80.184,,,,,,
1247612400,80.033,80.062,79.291,79.316,,,,,,
1247698800,79.436,79.628,79.131,79.216,,,,,,
1247785200,79.287,79.661,79.248,79.347,,,,,,
1248037200,79.377,79.533,78.799,78.907,,,,,,
1248130800,78.847,79.083,78.591,78.927,,,,,,
1248217200,78.847,79.083,78.563,78.706,,,,,,
1248303600,78.78,79.155,78.42,78.803,,,,,,
1248390000,78.999,79.086,78.602,78.749,,,,,,
1248642000,78.769,78.977,78.396,78.626,,,,,,
1248735600,78.769,79.07,78.315,78.85,,,,,,
1248822000,78.769,79.659,78.315,79.63,,,,,,
1248908400,79.516,79.64,79.174,79.285,,,,,,
1248994800,79.324,79.33,78.22,78.347,,,,,,
1249246800,78.337,78.487,77.451,77.639,,,,,,
1249340400,77.6,77.809,77.467,77.765,,,,,,
1249426800,77.714,77.851,77.428,77.517,,,,,,
1249513200,77.562,78.141,77.511,78.065,,,,,,
1249599600,77.967,79.073,77.808,78.975,,,,,,
1249851600,78.893,79.395,78.733,79.256,,,,,,
1249945200,79.221,79.355,79.008,79.176,,,,,,
1250031600,79.142,79.388,78.622,78.79,,,,,,
1250118000,78.829,78.829,78.235,78.489,,,,,,
1250204400,78.429,78.924,78.229,78.885,,,,,,
1250456400,78.727,79.514,78.72,79.292,,,,,,
1250550000,79.257,79.349,78.895,78.937,,,,,,
1250636400,78.999,79.225,78.341,78.469,,,,,,
1250722800,78.494,78.667,78.299,78.384,,,,,,
1250809200,78.38,78.581,77.754,78.044,,,,,,
1251061200,78.008,78.341,77.954,78.271,,,,,,
1251154800,78.243,78.415,77.927,78.243,,,,,,
1251241200,78.307,78.833,78.115,78.661,,,,,,
1251327600,78.623,78.735,77.851,78.009,,,,,,
1251414000,78.081,78.388,77.867,78.366,,,,,,
1251666000,78.337,78.587,77.995,78.172,,,,,,
1251759600,78.132,78.943,77.944,78.76,,,,,,
1251846000,78.689,78.84,78.269,78.376,,,,,,
1251932400,78.373,78.536,77.997,78.465,,,,,,
1252018800,78.456,78.699,78.016,78.136,,,,,,
1252364400,78.016,78.024,77.047,77.323,,,,,,
1252450800,77.217,77.45,76.803,77.09,,,,,,
1252537200,77.035,77.238,76.699,76.817,,,,,,
1252623600,76.823,76.847,76.457,76.608,,,,,,
1252875600,76.655,77.085,76.524,76.695,,,,,,
1252969200,76.615,77.062,76.407,76.544,,,,,,
1253055600,76.508,76.572,76.151,76.236,,,,,,
1253142000,76.303,76.414,76.01,76.188,,,,,,
1253228400,76.222,76.716,76.221,76.425,,,,,,
1253480400,76.552,77.108,76.454,76.776,,,,,,
1253574000,76.716,76.73,76.003,76.118,,,,,,
1253660400,76.056,76.576,75.827,76.047,,,,,,
1253746800,76.468,77.048,76.091,76.9,,,,,,
1253833200,76.937,77.067,76.487,76.812,,,,,,
1254085200,76.654,77.255,76.565,77.051,,,,,,
1254178800,76.86,77.333,76.799,77.124,,,,,,
1254265200,77.034,77.073,76.494,76.653,,,,,,
1254351600,76.684,77.265,76.591,77.188,,,,,,
1254438000,77.23,77.475,76.684,77.003,,,,,,
1254690000,76.986,76.987,76.613,76.642,,,,,,
1254783600,76.687,76.691,76.103,76.335,,,,,,
