time,open,high,low,close,Volume,Open Interest,Open Interest (Open),Open Interest (High,Open Interest (Low),Open Interest (Close)
48718800,118.92,118.92,118.76,118.76,,,,,,
49323600,118.8,118.83,118.76,118.76,,,,,,
49928400,118.79,118.81,118.54,118.58,,,,,,
50533200,118.03,118.1,117.82,117.84,,,,,,
51138000,117.84,117.84,117.84,117.84,,,,,,
51742800,117.84,117.84,117.84,117.84,,,,,,
52347600,117.84,117.84,116.35,116.38,,,,,,
52952400,116.42,116.42,116.32,116.32,,,,,,
53557200,116.29,116.29,115.91,115.91,,,,,,
54162000,115.52,115.56,114.96,114.96,,,,,,
54766800,115.03,115.06,114.81,114.81,,,,,,
55371600,114.84,114.84,114.7,114.7,,,,,,
55976400,114.66,114.88,114.66,114.82,,,,,,
56581200,114.64,114.66,114.58,114.6,,,,,,
57186000,114.53,114.65,114.53,114.65,,,,,,
57794400,114.63,114.68,114.57,114.57,,,,,,
58399200,114.62,114.68,114.59,114.59,,,,,,
59004000,114.54,114.58,114.37,114.37,,,,,,
59608800,114.31,114.31,113.93,113.93,,,,,,
60213600,113.93,114.01,113.25,113.25,,,,,,
60818400,113.11,113.13,112.94,112.94,,,,,,
61423200,112.93,112.93,112.38,112.38,,,,,,
62028000,111.16,111.29,111.16,111.29,,,,,,
62632800,111.39,111.47,111.21,111.21,,,,,,
63237600,111.19,111.27,111.02,111.04,,,,,,
63842400,110.94,110.97,110.03,110.03,,,,,,
64447200,109.86,110.04,109.86,110.04,,,,,,
65052000,109.86,109.86,109.65,109.65,,,,,,
65656800,109.6,109.6,109.01,109.35,,,,,,
66261600,109.2,109.2,108.89,108.9,,,,,,
66866400,108.94,108.94,108.56,108.6,,,,,,
67471200,108.67,108.77,108.57,108.77,,,,,,
68076000,108.8,108.8,108.58,108.58,,,,,,
68680800,108.37,108.37,107.76,107.9,,,,,,
69285600,108.12,109.19,108.12,109.19,,,,,,
69890400,108.51,108.65,108.28,108.65,,,,,,
70495200,108.46,108.46,108.37,108.4,,,,,,
71100000,108.4,108.53,108.4,108.46,,,,,,
71704800,108.27,108.66,108.27,108.54,,,,,,
72309600,108.55,108.85,108.55,108.65,,,,,,
72914400,108.62,108.62,108.56,108.62,,,,,,
73515600,108.58,108.58,108.49,108.52,,,,,,
74120400,108.52,108.52,108.27,108.37,,,,,,
74725200,108.46,108.52,108.38,108.38,,,,,,
75330000,108.37,108.37,108.25,108.29,,,,,,
75934800,108.27,108.27,108.11,108.11,,,,,,
76539600,108.13,108.16,108.05,108.05,,,,,,
77144400,108.06,108.2,107.97,108.2,,,,,,
77749200,108.25,108.77,108.22,108.22,,,,,,
78354000,108.36,108.56,108.18,108.51,,,,,,
78958800,108.61,108.61,108.51,108.58,,,,,,
79563600,108.59,108.61,108.46,108.48,,,,,,
80168400,108.53,108.72,108.53,108.72,,,,,,
80773200,108.79,108.79,108.73,108.76,,,,,,
81378000,108.76,108.82,108.76,108.76,,,,,,
81982800,108.76,108.81,108.76,108.81,,,,,,
82587600,108.79,108.96,108.79,108.96,,,,,,
83192400,109.03,109.03,108.9,108.99,,,,,,
83797200,108.96,108.98,108.96,108.98,,,,,,
84402000,109,109,108.91,108.95,,,,,,
85006800,108.99,109,108.96,109,,,,,,
85611600,109.06,109.1,109.06,109.09,,,,,,
86216400,109.12,109.39,109.12,109.39,,,,,,
86821200,109.51,109.54,109.22,109.25,,,,,,
87426000,109.35,109.48,109.35,109.48,,,,,,
88030800,109.55,109.55,109.47,109.54,,,,,,
88635600,109.77,109.93,109.77,109.9,,,,,,
89244000,109.98,109.98,109.73,109.78,,,,,,
89848800,109.81,109.9,109.81,109.89,,,,,,
90453600,109.9,109.91,109.82,109.91,,,,,,
91058400,109.93,109.93,109.89,109.9,,,,,,
91663200,109.82,109.89,109.82,109.87,,,,,,
92268000,109.93,110.04,109.93,110.04,,,,,,
92872800,110.07,110.09,110.02,110.07,,,,,,
93477600,110.2,110.2,110.01,110.06,,,,,,
94082400,110.09,110.15,110.09,110.14,,,,,,
94687200,110.2,110.26,110.2,110.26,,,,,,
95292000,110.27,110.27,110.08,110.16,,,,,,
95896800,110.25,110.31,110.23,110.31,,,,,,
96501600,109.94,109.99,109.67,109.67,,,,,,
97106400,109.26,109.26,108.79,109.05,,,,,,
97711200,108.96,108.96,108.41,108.41,,,,,,
98316000,103.18,103.18,101.62,102.33,,,,,,
98920800,102.74,102.74,100.8,100.8,,,,,,
99525600,101.15,101.15,98.72,98.72,,,,,,
100130400,99.72,99.72,99.06,99.22,,,,,,
100735200,99.22,100.37,99.22,100.37,,,,,,
101340000,100.58,100.69,100.44,100.69,,,,,,
101944800,100.62,101.17,100.58,101.17,,,,,,
102549600,101.46,101.69,100.97,101.16,,,,,,
103154400,101.23,101.23,101.03,101.16,,,,,,
103759200,101.37,101.37,101.09,101.29,,,,,,
104364000,101.28,101.51,101.28,101.47,,,,,,
104965200,101.43,101.45,101.37,101.45,,,,,,
105570000,101.49,101.49,101.11,101.11,,,,,,
106174800,100.2,100.2,99.2,99.54,,,,,,
106779600,98.66,99.36,98.66,99.36,,,,,,
107384400,98.87,98.87,97.56,97.56,,,,,,
107989200,96.2,97.63,96.2,97.32,,,,,,
108594000,97.4,97.6,96.95,96.95,,,,,,
109198800,96.37,96.55,96.07,96.07,,,,,,
109803600,96.09,96.09,93.88,93.88,,,,,,
110408400,93.42,93.42,90.54,90.54,,,,,,
111013200,91.72,94.22,91.72,93.63,,,,,,
111618000,93.14,93.14,91.95,92.46,,,,,,
112222800,92.39,92.49,92.33,92.49,,,,,,
112827600,93.01,93.24,92.87,93.24,,,,,,
113432400,93.91,94.71,93.58,94.71,,,,,,
114037200,94.78,96.42,94.78,96.22,,,,,,
114642000,94.88,96.22,94.88,95.82,,,,,,
115246800,96,96.04,95.5,95.77,,,,,,
115851600,95.78,95.78,95.28,95.28,,,,,,
116456400,95.47,95.78,95.47,95.71,,,,,,
117061200,94.8,94.9,94.3,94.77,,,,,,
117666000,94.55,94.79,94.55,94.79,,,,,,
118270800,94.74,94.84,94.74,94.84,,,,,,
118875600,94.74,94.74,94.22,94.35,,,,,,
119480400,94.41,94.41,93.89,94.25,,,,,,
120085200,93.78,94.64,93.78,94.64,,,,,,
120693600,95.13,95.49,95.06,95.49,,,,,,
121298400,96.13,97.97,96.13,97.97,,,,,,
121903200,99.28,99.34,98.83,98.93,,,,,,
122508000,98.84,100.9,98.84,100.9,,,,,,
123112800,100.65,100.65,100.14,100.35,,,,,,
123717600,100.59,101.16,100.59,101.02,,,,,,
124322400,101.32,101.34,101.08,101.27,,,,,,
124927200,101.42,101.72,101.42,101.72,,,,,,
125532000,101.77,102.4,101.77,102.4,,,,,,
126136800,102.39,104.35,102.39,104.35,,,,,,
126738000,107.59,107.65,105.86,106.03,,,,,,
127342800,106.6,107.61,106.6,107.26,,,,,,
127947600,109.28,109.5,108.55,108.62,,,,,,
128552400,108.33,108.33,105.9,106.21,,,,,,
129157200,105.55,106.06,105.55,105.91,,,,,,
129762000,105.55,105.55,104.73,104.73,,,,,,
130366800,103.96,103.96,102.19,102.19,,,,,,
130971600,103.21,103.69,102.8,103.69,,,,,,
131576400,103.74,103.74,102.69,102.69,,,,,,
132181200,102.4,102.4,101.99,102.19,,,,,,
132786000,102.16,102.16,100.09,100.54,,,,,,
133390800,99.48,100.12,99.06,99.51,,,,,,
133995600,99.92,100.27,99.52,100.1,,,,,,
134600400,100.11,100.9,100.11,100.59,,,,,,
135205200,100.62,100.67,99.89,99.92,,,,,,
135810000,99.64,99.64,98.78,99.02,,,,,,
136414800,98.22,98.8,98.22,98.8,,,,,,
137019600,98.07,98.41,97.47,97.47,,,,,,
137624400,96.86,98.22,96.86,98.19,,,,,,
138229200,98.91,98.91,98.23,98.7,,,,,,
138834000,99.33,100.1,99.33,99.77,,,,,,
139438800,99.56,99.6,99.08,99.27,,,,,,
140043600,99.56,100.24,99.56,99.98,,,,,,
140648400,100,100.51,100,100.51,,,,,,
141253200,101.16,101.16,100.16,100.16,,,,,,
141858000,100.43,100.43,99.99,100.24,,,,,,
142462800,100.31,100.68,100.31,100.37,,,,,,
143067600,100.15,100.2,100.07,100.2,,,,,,
143672400,100.07,100.12,98.96,100.12,,,,,,
144277200,100.37,100.68,100.37,100.63,,,,,,
144882000,100.63,101.59,100.63,101.33,,,,,,
145486800,101.53,102.32,101.53,102.32,,,,,,
146091600,102.79,102.87,102.65,102.73,,,,,,
146696400,102.58,103.18,102.58,103.18,,,,,,
147301200,103.16,103.44,103.12,103.38,,,,,,
147906000,103.37,103.37,103.1,103.1,,,,,,
148510800,103.07,103.07,102.54,102.76,,,,,,
149115600,102.55,102.67,102.46,102.46,,,,,,
149720400,102.48,102.48,101.94,101.94,,,,,,
150325200,101.92,102,101.27,101.91,,,,,,
150930000,101.73,101.73,101.42,101.42,,,,,,
151534800,101.65,101.65,101.16,101.16,,,,,,
152143200,101.26,101.29,101.08,101.08,,,,,,
152748000,100.85,100.89,100.49,100.89,,,,,,
153352800,101.39,101.39,100.38,100.38,,,,,,
153957600,99.14,100.69,99.14,100.01,,,,,,
154562400,99.58,99.58,99.38,99.57,,,,,,
155167200,99.99,99.99,99.34,99.47,,,,,,
155772000,98.99,98.99,98.69,98.89,,,,,,
156376800,98.55,98.55,97.93,98.29,,,,,,
156981600,98.25,98.25,97.63,97.63,,,,,,
157586400,97.29,97.71,97.17,97.17,,,,,,
158191200,96.62,97.14,96.62,96.86,,,,,,
158796000,96.98,97.39,96.82,96.82,,,,,,
159400800,96.37,96.37,95.07,95.07,,,,,,
160005600,94.43,95.75,94.43,95.61,,,,,,
160610400,95.88,96.41,95.88,95.98,,,,,,
161215200,95.4,95.49,94.96,94.98,,,,,,
161820000,94.77,94.77,94.22,94.22,,,,,,
162421200,93.56,93.71,92.93,93,,,,,,
163026000,92.82,94.09,92.82,94.09,,,,,,
163630800,94.18,94.19,93.7,93.99,,,,,,
164235600,93.86,93.86,93.44,93.86,,,,,,
164840400,94.09,94.87,94.09,94.87,,,,,,
165445200,94.82,95.36,94.45,95.36,,,,,,
166050000,95.36,95.79,95.14,95.63,,,,,,
166654800,95.9,95.9,95.54,95.54,,,,,,
167259600,95.69,95.69,95.23,95.62,,,,,,
167864400,95.8,95.8,95.36,95.44,,,,,,
168469200,95.25,95.25,94.61,94.93,,,,,,
169074000,95.1,95.25,94.57,95.12,,,,,,
169678800,94.92,94.93,94.24,94.24,,,,,,
170283600,94.24,94.63,94.24,94.63,,,,,,
170888400,94.53,94.56,94.36,94.56,,,,,,
171493200,94.64,94.64,94.52,94.59,,,,,,
172098000,94.58,94.83,94.58,94.82,,,,,,
172702800,95.01,95.58,95.01,95.58,,,,,,
173307600,95.86,96.73,95.86,96.73,,,,,,
173912400,97.2,97.74,96.91,97.74,,,,,,
174517200,97.99,99.34,97.99,99.34,,,,,,
175122000,99.63,100.26,99.63,100.07,,,,,,
175726800,100.69,101.3,100.69,101.3,,,,,,
176331600,101.21,101.85,100.92,101.75,,,,,,
176936400,101.91,101.98,101.63,101.68,,,,,,
177541200,101.57,101.62,101.21,101.62,,,,,,
178146000,101.76,101.79,101.65,101.79,,,,,,
178750800,101.89,101.91,101.69,101.91,,,,,,
179355600,101.84,102.22,101.84,102.22,,,,,,
179960400,102.3,103.65,102.3,103.65,,,,,,
180565200,104.32,104.81,104.19,104.48,,,,,,
181170000,104.77,104.77,103.46,103.95,,,,,,
181774800,103.49,103.49,102.47,102.47,,,,,,
182379600,103.01,103.01,102.19,102.25,,,,,,
182984400,102.23,102.23,101.75,101.84,,,,,,
183592800,102.02,102.1,101.61,101.61,,,,,,
184197600,101.59,102.07,101.59,101.94,,,,,,
184802400,101.92,102.71,101.92,102.71,,,,,,
185407200,103.31,103.31,102.64,102.94,,,,,,
186012000,102.95,103.53,102.94,103.53,,,,,,
186616800,103.37,103.55,103.17,103.55,,,,,,
187221600,103.48,103.75,103.48,103.75,,,,,,
187826400,103.92,103.92,103.47,103.47,,,,,,
188431200,103.42,103.42,103.32,103.38,,,,,,
189036000,103.5,103.51,103.49,103.49,,,,,,
189640800,102.99,103.22,102.91,103.22,,,,,,
190245600,103.2,103.25,103.1,103.15,,,,,,
190850400,103.09,103.83,103.09,103.83,,,,,,
191455200,103.68,103.88,103.66,103.88,,,,,,
192060000,103.52,103.6,103.32,103.49,,,,,,
192664800,103.29,103.32,102.95,103.32,,,,,,
193269600,103.66,103.68,103.46,103.68,,,,,,
193874400,103.76,103.81,103.6,103.66,,,,,,
194479200,104.01,104.56,104.01,104.56,,,,,,
195084000,104.6,105.15,104.6,105.15,,,,,,
195688800,105.68,106.02,105.56,105.56,,,,,,
196293600,105.41,105.61,105.39,105.61,,,,,,
196898400,105.6,105.82,105.34,105.82,,,,,,
197503200,105.82,106.14,105.81,106.14,,,,,,
198108000,106.57,106.57,105.94,106.08,,,,,,
198712800,106.15,106.5,106.11,106.5,,,,,,
199314000,106.46,106.46,106.23,106.23,,,,,,
199918800,106.29,106.47,105.85,105.85,,,,,,
200523600,105.61,106.35,105.61,106.35,,,,,,
201128400,106.97,106.97,106.54,106.97,,,,,,
201733200,106.68,107.29,106.68,107.29,,,,,,
202338000,107.39,107.6,107.36,107.6,,,,,,
202942800,107.13,107.19,107.04,107.12,,,,,,
203547600,107.14,107.14,106.96,107.05,,,,,,
204152400,107.13,107.13,106.67,106.88,,,,,,
204757200,106.76,106.76,106.59,106.62,,,,,,
205362000,106.53,106.77,106.53,106.77,,,,,,
205966800,106.77,107.07,106.58,107.07,,,,,,
206571600,107.19,107.2,107.04,107.2,,,,,,
207176400,107.21,107.21,106.56,106.56,,,,,,
207781200,106.39,106.71,106.39,106.71,,,,,,
208386000,106.74,106.88,106.67,106.7,,,,,,
208990800,106.53,106.53,106.02,106.35,,,,,,
209595600,106.21,106.26,106.06,106.17,,,,,,
210200400,106,106.13,105.94,106.01,,,,,,
210805200,105.94,105.94,105.81,105.87,,,,,,
211410000,105.83,105.83,105.37,105.45,,,,,,
212014800,105.54,105.7,105.42,105.65,,,,,,
212619600,105.67,105.93,105.5,105.82,,,,,,
213224400,105.53,105.53,105.25,105.44,,,,,,
213829200,105.62,105.94,105.55,105.94,,,,,,
214434000,106.31,106.31,105.8,105.92,,,,,,
215038800,105.99,106.04,105.93,105.94,,,,,,
215647200,106.1,106.1,105.85,106.03,,,,,,
216252000,105.88,105.93,105.88,105.91,,,,,,
216856800,105.87,105.92,105.71,105.71,,,,,,
217461600,105.56,105.92,105.56,105.92,,,,,,
218066400,106.02,106.23,106.02,106.12,,,,,,
218671200,105.86,105.86,105.68,105.68,,,,,,
219276000,105.54,105.56,105.39,105.39,,,,,,
219880800,104.93,104.95,104.89,104.91,,,,,,
220485600,104.79,104.79,104.52,104.56,,,,,,
221090400,104.17,104.72,104.09,104.72,,,,,,
221695200,105.24,105.36,105.03,105.36,,,,,,
222300000,105.45,105.62,105.45,105.46,,,,,,
222904800,105.74,106.01,105.74,106.01,,,,,,
223509600,105.54,105.79,105.54,105.78,,,,,,
224114400,105.63,105.64,105.39,105.39,,,,,,
224719200,105.08,105.32,105.08,105.22,,,,,,
225324000,105.24,105.51,105.24,105.29,,,,,,
225928800,105.26,105.28,105.14,105.24,,,,,,
226533600,105.27,105.5,105.27,105.45,,,,,,
227138400,105.34,105.39,105.26,105.26,,,,,,
227743200,105.11,105.11,104.99,105.08,,,,,,
228348000,104.88,105.03,104.88,104.93,,,,,,
228952800,105.04,105.04,104.85,104.85,,,,,,
229557600,104.74,104.74,104.45,104.52,,,,,,
230162400,104.54,104.83,104.54,104.76,,,,,,
230763600,104.67,104.75,104.39,104.39,,,,,,
231368400,104.41,104.55,104.22,104.31,,,,,,
231973200,104.54,104.76,104.54,104.6,,,,,,
232578000,104.61,104.61,104.42,104.52,,,,,,
233182800,104.59,104.59,104.4,104.51,,,,,,
233787600,104.52,104.52,104.45,104.48,,,,,,
234392400,104.46,104.55,104.38,104.41,,,,,,
234997200,104.3,104.38,104.3,104.38,,,,,,
235602000,104.48,104.48,104.37,104.4,,,,,,
236206800,104.37,104.37,103.8,103.8,,,,,,
236811600,103.14,103.22,102.99,102.99,,,,,,
237416400,102.55,102.78,102.55,102.68,,,,,,
238021200,102.29,102.29,102.02,102.02,,,,,,
238626000,101.79,102.86,101.78,102.86,,,,,,
239230800,102.97,102.97,102.66,102.66,,,,,,
239835600,103.09,103.51,102.99,103.51,,,,,,
240440400,103.58,103.8,103.48,103.49,,,,,,
241045200,103.31,103.31,102.87,103.11,,,,,,
241650000,103.83,103.83,103.64,103.77,,,,,,
242254800,103.79,103.81,103.61,103.81,,,,,,
242859600,103.92,103.99,103.89,103.91,,,,,,
243464400,103.87,103.87,103.75,103.81,,,,,,
244069200,103.77,103.87,103.21,103.21,,,,,,
244674000,102.69,102.91,102.59,102.6,,,,,,
245278800,102.8,102.8,102.04,102.04,,,,,,
245883600,101.82,102.13,101.82,102.11,,,,,,
246488400,101.7,101.82,101.57,101.57,,,,,,
247096800,100.96,101.31,100.42,101.31,,,,,,
247701600,101.46,101.46,101.01,101.01,,,,,,
248306400,100.94,100.97,100.65,100.65,,,,,,
248911200,100.61,100.61,100.07,100.07,,,,,,
249516000,100,100.39,99.95,99.95,,,,,,
250120800,99.51,99.51,99.03,99.43,,,,,,
250725600,99.16,99.16,97.99,98.16,,,,,,
251330400,97.43,98.26,97.22,98.19,,,,,,
251935200,98.41,98.41,96.44,96.44,,,,,,
252540000,95.21,97.87,94.99,96.97,,,,,,
253144800,97.49,97.49,96.52,96.83,,,,,,
253749600,96.78,97.27,96.78,96.99,,,,,,
254354400,96.62,96.74,96.22,96.74,,,,,,
254959200,96.73,97.07,96.64,97.07,,,,,,
255564000,97.04,97.1,96.96,96.96,,,,,,
256168800,96.4,96.44,95.78,95.78,,,,,,
256773600,95.31,95.94,94.57,95.94,,,,,,
257378400,95.5,95.5,94.46,94.76,,,,,,
257983200,94.89,96.1,94.66,96.1,,,,,,
258588000,95.35,95.35,94.79,94.79,,,,,,
259192800,94.79,95.01,94.79,94.79,,,,,,
259797600,94.48,94.48,93.84,93.84,,,,,,
260402400,93.4,93.85,93.4,93.67,,,,,,
261007200,93.46,94.16,93.46,94.16,,,,,,
261612000,94.49,96.19,94.49,95.81,,,,,,
262216800,96.03,96.03,95.13,95.62,,,,,,
262818000,95.58,95.84,95.39,95.54,,,,,,
263422800,95.98,96.46,95.88,96.46,,,,,,
264027600,96.62,97.11,96.44,96.9,,,,,,
264632400,96.91,97.09,96.58,96.58,,,,,,
265237200,96.4,96.4,95.25,95.25,,,,,,
265842000,95.58,95.58,95.29,95.29,,,,,,
266446800,94.96,95.21,94.88,95.13,,,,,,
267051600,94.9,94.9,94.03,94.03,,,,,,
267656400,93.96,94.05,93.53,93.53,,,,,,
268261200,93.17,93.19,92.7,92.9,,,,,,
268866000,92.42,92.87,92.42,92.87,,,,,,
269470800,93.23,93.23,92.35,92.35,,,,,,
270075600,91.8,91.96,91.27,91.27,,,,,,
270680400,90.94,91.06,90.81,91.06,,,,,,
271285200,90.47,90.47,88.92,88.92,,,,,,
271890000,88,89.89,88,89.73,,,,,,
272494800,90.64,90.83,90.33,90.83,,,,,,
273099600,91.13,91.13,89.73,89.73,,,,,,
273704400,89.76,90.54,89.76,90.54,,,,,,
274309200,90.4,90.4,89.68,89.71,,,,,,
274914000,89.77,89.77,88.88,89.05,,,,,,
275518800,88.67,88.96,88.67,88.83,,,,,,
276123600,88.88,88.88,87.87,88.07,,,,,,
276728400,87.81,87.81,86.87,86.87,,,,,,
277333200,86.65,86.65,85.46,85.46,,,,,,
277938000,85.28,85.44,83.44,83.44,,,,,,
278546400,82.07,87.95,82.07,87.95,,,,,,
279151200,88.44,88.44,87.52,87.9,,,,,,
279756000,87.98,89.97,87.98,89.97,,,,,,
280360800,90.19,90.19,89.7,90.02,,,,,,
280965600,90.05,90.63,90,90.63,,,,,,
281570400,90.05,90.05,89.68,89.68,,,,,,
282175200,89.22,89.34,88.95,88.95,,,,,,
282780000,87.66,87.87,87.19,87.72,,,,,,
283384800,87.57,87.57,86.5,86.5,,,,,,
283989600,86.52,87.54,86.52,87.49,,,,,,
284594400,87.21,88.12,87.21,88.04,,,,,,
285199200,88.16,88.16,87.38,87.62,,,,,,
285804000,87.67,88.13,87.67,88.13,,,,,,
286408800,88.34,89.25,88.34,89.25,,,,,,
287013600,88.52,88.52,87.35,87.85,,,,,,
287618400,88.19,88.27,88.14,88.27,,,,,,
288223200,88.31,88.35,88.16,88.16,,,,,,
288828000,88.07,88.41,88.07,88.41,,,,,,
289432800,88.48,88.48,88.09,88.21,,,,,,
290037600,88.28,88.59,88.28,88.57,,,,,,
290642400,88.5,88.54,88.39,88.45,,,,,,
291247200,88.2,88.53,88.2,88.53,,,,,,
291852000,88.98,89.21,88.98,89.21,,,,,,
292456800,89.4,89.63,89.18,89.63,,,,,,
293061600,89.66,89.83,89.39,89.83,,,,,,
293666400,89.76,89.85,89.69,89.85,,,,,,
294267600,89.98,90.21,89.98,90.01,,,,,,
294872400,89.55,90.03,89.55,90.03,,,,,,
295477200,89.98,90.71,89.98,90.71,,,,,,
296082000,90.87,90.87,90.59,90.83,,,,,,
296686800,90.89,91.02,90.53,90.82,,,,,,
297291600,90.62,90.79,90.62,90.65,,,,,,
297896400,90.65,90.65,89.81,89.81,,,,,,
298501200,89.88,89.88,88.42,88.42,,,,,,
299106000,87.71,88.19,87.71,87.85,,,,,,
299710800,87.89,87.89,87.34,87.51,,,,,,
300315600,87.75,87.75,87.22,87.22,,,,,,
300920400,86.95,86.95,86.11,86.73,,,,,,
301525200,86.3,86.48,86.02,86.48,,,,,,
302130000,86.78,87.31,86.78,87.14,,,,,,
302734800,87.15,87.29,86.91,86.91,,,,,,
303339600,87.13,87.4,87.13,87.4,,,,,,
303944400,87.36,87.46,87.29,87.29,,,,,,
304549200,87.43,87.46,87.17,87.19,,,,,,
305154000,87.26,87.26,86.77,86.77,,,,,,
305758800,86.75,87.43,86.75,87.43,,,,,,
306363600,87.47,87.47,86.18,86.22,,,,,,
306968400,86.39,86.39,85.45,85.45,,,,,,
307573200,85.43,86.24,85.43,86.18,,,,,,
308178000,87.66,87.66,87.02,87.45,,,,,,
308782800,87.72,88.27,87.72,87.95,,,,,,
309387600,88.28,88.8,88.28,88.8,,,,,,
309996000,88.97,89.12,88.47,88.47,,,,,,
310600800,88.61,88.98,88.43,88.98,,,,,,
311205600,89.02,89.02,88.28,88.28,,,,,,
311810400,87.68,87.94,87.68,87.94,,,,,,
312415200,87.76,87.76,86.79,86.79,,,,,,
313020000,85.98,87.05,85.98,87.04,,,,,,
313624800,86.62,86.67,86.28,86.67,,,,,,
314229600,86.47,86.47,86.15,86.38,,,,,,
314834400,86.16999817,86.16999817,85.51000214,85.80999756,,,,,,
315439200,85.81999969,85.81999969,85.23000336,85.23000336,,,,,,
316044000,84.79000092,85.34999847,84.79000092,85.34999847,,,,,,
316648800,85.23000336,85.63999939,85.23000336,85.44999695,,,,,,
317253600,85.69999695,85.94000244,85.55999756,85.94000244,,,,,,
317858400,86.09999847,86.13999939,85.95999908,86.12999725,,,,,,
318463200,86.05000305,86.05000305,85.62000275,85.94000244,,,,,,
319068000,85.84999847,86.09999847,85.76999664,86.09999847,,,,,,
319672800,86.51000214,86.91999817,86.41000366,86.91999817,,,,,,
320277600,87.05000305,87.65000153,86.90000153,87.65000153,,,,,,
320882400,87.84999847,88.41000366,87.84999847,88.41000366,,,,,,
321487200,88.88999939,89.81999969,88.80000305,89.81999969,,,,,,
322092000,91.26999664,91.34999847,90.83999634,91.26000214,,,,,,
