Datetime,0 ~ 0.01 BTC,0.01 ~ 0.1 BTC,0.1 ~ 1 BTC,1 ~ 10 BTC,10 ~ 100 BTC,100 ~ 1K BTC,1K ~ 10K BTC,10K ~ BTC
2026-03-20T00:00:00Z,83942.26950715,378628.52391466,1238224.89969499,2261174.63853386,4584203.08213794,5677066.16913282,4212886.77100596,1568485.31604358
2026-03-19T00:00:00Z,83894.95817457,378504.87519951,1237950.26939557,2260080.84454997,4581676.02072392,5685261.9899363,4207370.3431498,1569453.61884132
2026-03-18T00:00:00Z,83874.31695012,378429.87731744,1237657.5915177,2259444.51598894,4578802.36428314,5689338.02245967,4206780.78626182,1569446.69519213
2026-03-17T00:00:00Z,83930.67722522,378355.40291127,1237543.73348042,2259730.52871126,4579857.76590411,5693926.13277655,4200276.80440484,1569718.74955729
2026-03-16T00:00:00Z,83959.88900643,378373.88593488,1237714.61307459,2259307.89447073,4581365.237582,5692582.69624135,4199912.2232605,1569726.48040048
2026-03-15T00:00:00Z,83975.97396137,378385.37234043,1237975.36858451,2260166.62838451,4580968.73237112,5687727.5014813,4200430.23687042,1572922.4809773
2026-03-14T00:00:00Z,83976.66746983,378397.80113085,1237501.42321638,2259727.82836567,4580971.13739169,5686571.98289621,4202108.44559647,1572906.38390386
2026-03-13T00:00:00Z,83932.21800103,378510.297616,1237279.69074373,2258903.86435973,4580587.01617397,5691544.43743228,4209814.53922577,1561189.60641845
2026-03-12T00:00:00Z,83869.64946887,378460.99680776,1236993.18442513,2259024.60609111,4577349.95753955,5686766.74877411,4227722.62174927,1551195.78011516
2026-03-11T00:00:00Z,83835.33654771,378523.82498743,1237329.12594764,2259404.31845467,4576011.5762497,5675979.15078484,4238711.20271337,1551185.8842856
2026-03-10T00:00:00Z,83783.09146256,378434.17934038,1237453.61628167,2260116.49646115,4579311.65246186,5670914.26760794,4239343.57289425,1551189.16846115
2026-03-09T00:00:00Z,83818.2650976,378372.18743578,1237236.37993537,2260753.86054346,4583203.83010715,5660277.00439026,4245188.19642084,1551265.0710405
2026-03-08T00:00:00Z,83812.14388374,378383.66676611,1237242.71037731,2261567.80291631,4581574.81495829,5662082.3566566,4243775.14872912,1551244.90068348
2026-03-07T00:00:00Z,83770.9203472,378346.28042396,1237029.78699119,2261371.66585321,4580546.28521096,5663020.93351258,4243939.76685561,1551239.15577625
2026-03-06T00:00:00Z,83715.31919045,378200.07058144,1236574.78433324,2260149.07496007,4581484.60830726,5664399.31074767,4243093.16002211,1551235.96682872
2026-03-05T00:00:00Z,83655.38322715,378054.40022367,1236294.64616232,2260963.30210417,4578108.11204709,5663004.07618304,4246920.74804514,1551395.37697838
2026-03-04T00:00:00Z,83621.70155219,377981.27737409,1236759.93391987,2259599.21442546,4574382.5865407,5660871.130457,4253246.85306217,1551414.59763948
2026-03-03T00:00:00Z,83667.85249865,378089.68766895,1237472.47214734,2260794.41797814,4579241.5021827,5655918.76837829,4259289.3849699,1542996.95914699
2026-03-02T00:00:00Z,83631.11322317,377991.56739031,1237859.18802241,2260992.20825359,4579427.60910753,5651775.77373396,4262284.56793761,1543090.26730238
2026-03-01T00:00:00Z,83646.95226657,377916.93027544,1237952.39474175,2262626.77139837,4582665.89666486,5650591.16234369,4258102.65441708,1543124.5328632
2026-02-28T00:00:00Z,83640.24584561,377823.5635316,1237693.39482751,2262162.51467268,4583929.68446713,5649847.71312668,4258071.08998919,1542993.46351056
2026-02-27T00:00:00Z,83688.16101775,377787.639341,1237899.76196929,2261439.8606052,4583250.62707807,5648552.78771067,4260156.58391405,1542939.37333493
2026-02-26T00:00:00Z,83607.10147262,377622.50758965,1237791.90097121,2261076.65296461,4581066.44274803,5655379.44093369,4255719.96068858,1543010.16260257
2026-02-25T00:00:00Z,83582.91116934,377643.01432876,1237745.71380511,2261827.54155691,4582427.02004679,5645986.33387588,4262423.29183794,1543200.84335023
2026-02-24T00:00:00Z,83565.56837572,377522.15405225,1237622.16075201,2262270.3734366,4588897.28592506,5625144.95974263,4276110.82590162,1543215.84178507
2026-02-23T00:00:00Z,83494.46330569,377333.98680088,1238050.64021874,2261918.14923654,4588737.54723106,5630366.79657112,4270444.92585411,1543487.03575282
2026-02-22T00:00:00Z,83458.22692535,377095.58122586,1238001.05922276,2262657.5422517,4589890.26819974,5631395.86443046,4268565.23742504,1542307.26529005
2026-02-21T00:00:00Z,83448.0735314,377010.16695291,1237667.44194438,2262327.25451376,4591292.65751492,5627277.87726378,4271525.84966317,1542309.22358664
2026-02-20T00:00:00Z,83428.06989559,376925.62605935,1237341.48301858,2261081.86169473,4592378.95103577,5624193.73306219,4274846.08707541,1542290.85812934
2026-02-19T00:00:00Z,83358.0615227,376787.07342521,1237165.72202981,2261225.93488288,4597266.55365568,5620495.46573639,4263472.80293118,1552286.93078711
2026-02-18T00:00:00Z,83291.81868864,376673.54076401,1237000.81509927,2260478.77226945,4598035.37038715,5622603.83881732,4261207.69174218,1552269.82220294
2026-02-17T00:00:00Z,83240.57161002,376542.82370636,1236576.21153515,2260539.08858673,4596616.37800391,5622517.14655596,4262769.539358,1552281.78561483
2026-02-16T00:00:00Z,83202.72472308,376401.49902123,1236332.28776038,2260690.6150045,4592902.17059126,5628968.93261652,4250755.74078659,1561313.9494674
2026-02-15T00:00:00Z,83233.9871626,376314.09307429,1235969.81622064,2260051.49302802,4593512.00626627,5627393.84465643,4252230.37164711,1561315.4329156
2026-02-14T00:00:00Z,83222.56029124,376173.13148273,1235426.36947204,2259809.50274671,4593601.48981334,5627882.65762204,4251988.14486904,1561301.56367382
