Datetime,UTXOs in Profit (%)
2025-07-10T00:00:00Z,99.98264949
2025-07-09T00:00:00Z,99.96730106
2025-07-08T00:00:00Z,99.37161797
2025-07-07T00:00:00Z,99.01182597
2025-07-06T00:00:00Z,99.50729635
2025-07-05T00:00:00Z,99.05715786
2025-07-04T00:00:00Z,98.99515475
2025-07-03T00:00:00Z,99.63536606
2025-07-02T00:00:00Z,99.41753281
2025-07-01T00:00:00Z,97.46780597
2025-06-30T00:00:00Z,98.38463189
2025-06-29T00:00:00Z,99.34798121
2025-06-28T00:00:00Z,98.80309651
2025-06-27T00:00:00Z,98.53707029
2025-06-26T00:00:00Z,98.56874767
2025-06-25T00:00:00Z,98.89546086
2025-06-24T00:00:00Z,98.60620266
2025-06-23T00:00:00Z,98.21035007
2025-06-22T00:00:00Z,95.09528776
2025-06-21T00:00:00Z,95.58249882
2025-06-20T00:00:00Z,96.1109545
2025-06-19T00:00:00Z,97.23172407
2025-06-18T00:00:00Z,97.26718872
2025-06-17T00:00:00Z,97.31426955
2025-06-16T00:00:00Z,98.74088959
2025-06-15T00:00:00Z,98.31326789
2025-06-14T00:00:00Z,98.17838701
2025-06-13T00:00:00Z,98.60050104
2025-06-12T00:00:00Z,98.51627974
2025-06-11T00:00:00Z,99.26480912
2025-06-10T00:00:00Z,99.84701043
2025-06-09T00:00:00Z,99.82418943
2025-06-08T00:00:00Z,98.72812971
2025-06-07T00:00:00Z,98.70842421
2025-06-06T00:00:00Z,97.75597025
2025-06-05T00:00:00Z,96.29073465
2025-06-04T00:00:00Z,98.02365539
2025-06-03T00:00:00Z,98.57569017
2025-06-02T00:00:00Z,98.81829275
2025-06-01T00:00:00Z,98.70291756
2025-05-31T00:00:00Z,98.16874877
2025-05-30T00:00:00Z,97.79875328
2025-05-29T00:00:00Z,98.63444874
2025-05-28T00:00:00Z,99.23807709
2025-05-27T00:00:00Z,99.50335755
2025-05-26T00:00:00Z,99.68043736
2025-05-25T00:00:00Z,99.70259449
2025-05-24T00:00:00Z,99.51385488
2025-05-23T00:00:00Z,99.566438
2025-05-22T00:00:00Z,99.9402506
2025-05-21T00:00:00Z,99.99027173
2025-05-20T00:00:00Z,99.9182065
2025-05-19T00:00:00Z,99.7798866
2025-05-18T00:00:00Z,99.89231178
2025-05-17T00:00:00Z,98.71506032
2025-05-16T00:00:00Z,98.79620473
2025-05-15T00:00:00Z,99.09715373
2025-05-14T00:00:00Z,99.01664311
2025-05-13T00:00:00Z,99.28717884
2025-05-12T00:00:00Z,98.82213488
2025-05-11T00:00:00Z,99.30132611
2025-05-10T00:00:00Z,99.46888566
2025-05-09T00:00:00Z,99.14414442
2025-05-08T00:00:00Z,99.22893189
2025-05-07T00:00:00Z,96.25924602
2025-05-06T00:00:00Z,95.7551686
2025-05-05T00:00:00Z,93.75156107
2025-05-04T00:00:00Z,93.36764381
2025-05-03T00:00:00Z,94.70713269
2025-05-02T00:00:00Z,95.89845086
2025-05-01T00:00:00Z,95.32760263
2025-04-30T00:00:00Z,93.42007826
2025-04-29T00:00:00Z,93.21049761
2025-04-28T00:00:00Z,94.39806224
2025-04-27T00:00:00Z,93.31235799
2025-04-26T00:00:00Z,94.14067905
2025-04-25T00:00:00Z,94.14224224
2025-04-24T00:00:00Z,93.72892749
2025-04-23T00:00:00Z,93.59904001
2025-04-22T00:00:00Z,93.58390888
2025-04-21T00:00:00Z,91.65657814
2025-04-20T00:00:00Z,90.66471834
2025-04-19T00:00:00Z,90.61330573
2025-04-18T00:00:00Z,90.02143237
2025-04-17T00:00:00Z,90.57711624
2025-04-16T00:00:00Z,89.72161317
2025-04-15T00:00:00Z,89.44737087
2025-04-14T00:00:00Z,90.36044132
2025-04-13T00:00:00Z,89.71240093
2025-04-12T00:00:00Z,90.81315471
2025-04-11T00:00:00Z,89.73382037
2025-04-10T00:00:00Z,88.36367152
2025-04-09T00:00:00Z,89.0338497
2025-04-08T00:00:00Z,87.88309715
2025-04-07T00:00:00Z,88.36234033
2025-04-06T00:00:00Z,88.14917572
2025-04-05T00:00:00Z,89.43278076
2025-04-04T00:00:00Z,89.68106219
2025-04-03T00:00:00Z,89.290465
2025-04-02T00:00:00Z,88.93025469
2025-04-01T00:00:00Z,90.49000914
2025-03-31T00:00:00Z,88.97653527
2025-03-30T00:00:00Z,88.88690846
2025-03-29T00:00:00Z,88.97408527
2025-03-28T00:00:00Z,89.88042219
2025-03-27T00:00:00Z,90.87066624
2025-03-26T00:00:00Z,90.80651668
2025-03-25T00:00:00Z,91.13428101
2025-03-24T00:00:00Z,91.22587667
2025-03-23T00:00:00Z,90.89600873
2025-03-22T00:00:00Z,89.9824835
2025-03-21T00:00:00Z,90.1828426
2025-03-20T00:00:00Z,90.40143374
2025-03-19T00:00:00Z,91.08051069
2025-03-18T00:00:00Z,89.71364847
2025-03-17T00:00:00Z,90.13792231
2025-03-16T00:00:00Z,89.70346873
2025-03-15T00:00:00Z,90.44675284
2025-03-14T00:00:00Z,90.39582364
2025-03-13T00:00:00Z,89.76355094
2025-03-12T00:00:00Z,90.33178277
2025-03-11T00:00:00Z,90.18418567
2025-03-10T00:00:00Z,89.72080426
2025-03-09T00:00:00Z,89.91036168
2025-03-08T00:00:00Z,90.3847197
2025-03-07T00:00:00Z,90.39716504
2025-03-06T00:00:00Z,91.11203552
2025-03-05T00:00:00Z,91.37351291
2025-03-04T00:00:00Z,90.54469977
2025-03-03T00:00:00Z,90.41767965
2025-03-02T00:00:00Z,92.43560508
2025-03-01T00:00:00Z,90.27716661
2025-02-28T00:00:00Z,90.03251079
2025-02-27T00:00:00Z,89.86585439
2025-02-26T00:00:00Z,89.7798794
2025-02-25T00:00:00Z,90.16789873
2025-02-24T00:00:00Z,90.98347147
2025-02-23T00:00:00Z,93.39062575
2025-02-22T00:00:00Z,94.45359497
2025-02-21T00:00:00Z,93.90143703
2025-02-20T00:00:00Z,96.86155965
2025-02-19T00:00:00Z,94.83212576
2025-02-18T00:00:00Z,93.63647588
2025-02-17T00:00:00Z,93.78348553
2025-02-16T00:00:00Z,94.07179399
2025-02-15T00:00:00Z,95.96104803
2025-02-14T00:00:00Z,95.93523626
2025-02-13T00:00:00Z,94.92074939
2025-02-12T00:00:00Z,96.09953835
2025-02-11T00:00:00Z,94.09490943
2025-02-10T00:00:00Z,95.83292063
2025-02-09T00:00:00Z,94.66336723
2025-02-08T00:00:00Z,94.80732082
2025-02-07T00:00:00Z,94.73210661
2025-02-06T00:00:00Z,95.00497906
2025-02-05T00:00:00Z,95.11967415
2025-02-04T00:00:00Z,95.96956328
2025-02-03T00:00:00Z,98.05743359
2025-02-02T00:00:00Z,95.80811335
2025-02-01T00:00:00Z,97.67559614
2025-01-31T00:00:00Z,98.46812124
2025-01-30T00:00:00Z,99.26309605
2025-01-29T00:00:00Z,99.02927907
2025-01-28T00:00:00Z,98.25269458
2025-01-27T00:00:00Z,98.62747982
2025-01-26T00:00:00Z,98.74590376
2025-01-25T00:00:00Z,99.36763802
2025-01-24T00:00:00Z,99.38590851
2025-01-23T00:00:00Z,99.31667448
2025-01-22T00:00:00Z,99.28077332
2025-01-21T00:00:00Z,99.81198164
2025-01-20T00:00:00Z,99.08637638
2025-01-19T00:00:00Z,98.83999059
2025-01-18T00:00:00Z,99.74985047
2025-01-17T00:00:00Z,99.70874276
2025-01-16T00:00:00Z,98.85438284
2025-01-15T00:00:00Z,99.02936781
2025-01-14T00:00:00Z,96.68209025
2025-01-13T00:00:00Z,95.31937281
2025-01-12T00:00:00Z,95.28355845
2025-01-11T00:00:00Z,95.49459326
2025-01-10T00:00:00Z,95.53830722
2025-01-09T00:00:00Z,94.54832975
2025-01-08T00:00:00Z,95.609758
2025-01-07T00:00:00Z,96.81314057
2025-01-06T00:00:00Z,99.59488108
2025-01-05T00:00:00Z,98.38908083
2025-01-04T00:00:00Z,98.21961104
2025-01-03T00:00:00Z,98.14949037
2025-01-02T00:00:00Z,97.27881145
2025-01-01T00:00:00Z,95.98742622
2024-12-31T00:00:00Z,95.51708834
2024-12-30T00:00:00Z,95.38430149
2024-12-29T00:00:00Z,95.59956331
2024-12-28T00:00:00Z,96.21749097
2024-12-27T00:00:00Z,95.88240138
2024-12-26T00:00:00Z,96.3990723
2024-12-25T00:00:00Z,98.56004737
2024-12-24T00:00:00Z,98.33470359
2024-12-23T00:00:00Z,96.17196601
2024-12-22T00:00:00Z,96.23893468
2024-12-21T00:00:00Z,97.29503821
2024-12-20T00:00:00Z,97.77373104
2024-12-19T00:00:00Z,97.60206973
2024-12-18T00:00:00Z,98.86417442
2024-12-17T00:00:00Z,99.77011704
2024-12-16T00:00:00Z,99.94895289
2024-12-15T00:00:00Z,99.99249432
2024-12-14T00:00:00Z,99.71438991
2024-12-13T00:00:00Z,99.84262026
2024-12-12T00:00:00Z,99.51235091
2024-12-11T00:00:00Z,99.87634643
2024-12-10T00:00:00Z,98.20205009
2024-12-09T00:00:00Z,98.65627057
2024-12-08T00:00:00Z,99.87862564
2024-12-07T00:00:00Z,99.76353177
2024-12-06T00:00:00Z,99.79854531
2024-12-05T00:00:00Z,98.96746701
2024-12-04T00:00:00Z,99.89258255
2024-12-03T00:00:00Z,98.61529641
2024-12-02T00:00:00Z,98.51781372
2024-12-01T00:00:00Z,99.25250825
2024-11-30T00:00:00Z,98.99079119
2024-11-29T00:00:00Z,99.41230773
2024-11-28T00:00:00Z,99.15536985
2024-11-27T00:00:00Z,99.21654346
2024-11-26T00:00:00Z,98.68657995
2024-11-25T00:00:00Z,98.93739878
2024-11-24T00:00:00Z,99.54898965
2024-11-23T00:00:00Z,99.54945453
2024-11-22T00:00:00Z,99.87324785
2024-11-21T00:00:00Z,99.97572825
2024-11-20T00:00:00Z,99.90424008
2024-11-19T00:00:00Z,99.87655494
2024-11-18T00:00:00Z,99.34362928
2024-11-17T00:00:00Z,99.36021719
2024-11-16T00:00:00Z,99.63985609
2024-11-15T00:00:00Z,99.87795243
2024-11-14T00:00:00Z,99.42287427
2024-11-13T00:00:00Z,99.9246893
2024-11-12T00:00:00Z,99.89911291
2024-11-11T00:00:00Z,99.98828994
2024-11-10T00:00:00Z,99.97947513
2024-11-09T00:00:00Z,99.97129481
2024-11-08T00:00:00Z,99.95730881
2024-11-07T00:00:00Z,99.9433677
2024-11-06T00:00:00Z,99.94952687
2024-11-05T00:00:00Z,95.94278524
2024-11-04T00:00:00Z,91.9566682
2024-11-03T00:00:00Z,94.43860484
2024-11-02T00:00:00Z,95.63231644
2024-11-01T00:00:00Z,96.73328809
2024-10-31T00:00:00Z,98.03303438
2024-10-30T00:00:00Z,99.85237101
2024-10-29T00:00:00Z,99.88410408
2024-10-28T00:00:00Z,98.40210598
2024-10-27T00:00:00Z,93.41344622
2024-10-26T00:00:00Z,89.53474203
2024-10-25T00:00:00Z,86.98010452
2024-10-24T00:00:00Z,93.94545751
2024-10-23T00:00:00Z,88.27744918
2024-10-22T00:00:00Z,91.31107701
2024-10-21T00:00:00Z,91.28162253
2024-10-20T00:00:00Z,95.89056475
2024-10-19T00:00:00Z,94.84620834
2024-10-18T00:00:00Z,95.06769593
2024-10-17T00:00:00Z,91.92151773
2024-10-16T00:00:00Z,93.36945537
2024-10-15T00:00:00Z,91.35764428
2024-10-14T00:00:00Z,88.3319595
2024-10-13T00:00:00Z,78.52204682
2024-10-12T00:00:00Z,79.86922337
2024-10-11T00:00:00Z,77.33606387
2024-10-10T00:00:00Z,70.97615729
2024-10-09T00:00:00Z,71.91999919
2024-10-08T00:00:00Z,76.67496324
2024-10-07T00:00:00Z,77.13253321
2024-10-06T00:00:00Z,78.38412534
2024-10-05T00:00:00Z,76.96522802
2024-10-04T00:00:00Z,76.97126603
2024-10-03T00:00:00Z,73.28135722
2024-10-02T00:00:00Z,73.03023398
2024-10-01T00:00:00Z,74.18308036
2024-09-30T00:00:00Z,79.751652
2024-09-29T00:00:00Z,86.52633257
2024-09-28T00:00:00Z,87.35142915
2024-09-27T00:00:00Z,87.11930328
2024-09-26T00:00:00Z,85.72644108
2024-09-25T00:00:00Z,80.0239784
2024-09-24T00:00:00Z,84.38251227
2024-09-23T00:00:00Z,80.75263493
2024-09-22T00:00:00Z,81.36708801
2024-09-21T00:00:00Z,80.97925771
2024-09-20T00:00:00Z,80.58728714
2024-09-19T00:00:00Z,80.21381597
2024-09-18T00:00:00Z,77.22864807
2024-09-17T00:00:00Z,74.14797941
2024-09-16T00:00:00Z,69.512892
2024-09-15T00:00:00Z,71.67331093
2024-09-14T00:00:00Z,73.65058235
2024-09-13T00:00:00Z,74.5099995
2024-09-12T00:00:00Z,69.78454052
2024-09-11T00:00:00Z,68.0838644
2024-09-10T00:00:00Z,68.52325568
2024-09-09T00:00:00Z,67.68263246
2024-09-08T00:00:00Z,65.72165385
2024-09-07T00:00:00Z,65.07797642
2024-09-06T00:00:00Z,65.11182936
2024-09-05T00:00:00Z,66.03789042
2024-09-04T00:00:00Z,68.65684126
2024-09-03T00:00:00Z,67.92751321
2024-09-02T00:00:00Z,71.29003419
2024-09-01T00:00:00Z,67.68510715
2024-08-31T00:00:00Z,70.48146292
2024-08-30T00:00:00Z,70.93485858
2024-08-29T00:00:00Z,71.55241669
2024-08-28T00:00:00Z,70.88861497
2024-08-27T00:00:00Z,71.90675536
2024-08-26T00:00:00Z,78.67000627
2024-08-25T00:00:00Z,82.74345958
2024-08-24T00:00:00Z,81.75267649
2024-08-23T00:00:00Z,81.89270562
2024-08-22T00:00:00Z,73.8604709
2024-08-21T00:00:00Z,76.04644248
2024-08-20T00:00:00Z,72.13240606
2024-08-19T00:00:00Z,72.92050759
2024-08-18T00:00:00Z,71.89053233
2024-08-17T00:00:00Z,73.15370909
2024-08-16T00:00:00Z,72.50546533
2024-08-15T00:00:00Z,70.59621296
2024-08-14T00:00:00Z,72.15059975
2024-08-13T00:00:00Z,73.89428161
2024-08-12T00:00:00Z,72.98743474
2024-08-11T00:00:00Z,72.5914846
2024-08-10T00:00:00Z,74.60221986
2024-08-09T00:00:00Z,74.25427187
2024-08-08T00:00:00Z,76.59973454
2024-08-07T00:00:00Z,69.5155857
2024-08-06T00:00:00Z,69.96484422
2024-08-05T00:00:00Z,69.51743826
2024-08-04T00:00:00Z,72.03669123
2024-08-03T00:00:00Z,73.70768453
2024-08-02T00:00:00Z,75.66374541
2024-08-01T00:00:00Z,84.47099038
2024-07-31T00:00:00Z,82.97960094
2024-07-30T00:00:00Z,86.47859482
2024-07-29T00:00:00Z,88.79192083
2024-07-28T00:00:00Z,93.76730182
2024-07-27T00:00:00Z,93.60065968
2024-07-26T00:00:00Z,93.18407197
2024-07-25T00:00:00Z,86.43976376
2024-07-24T00:00:00Z,85.68616922
2024-07-23T00:00:00Z,86.80363468
2024-07-22T00:00:00Z,91.87269771
2024-07-21T00:00:00Z,93.20870124
2024-07-20T00:00:00Z,91.14804035
2024-07-19T00:00:00Z,89.88719809
2024-07-18T00:00:00Z,83.69992127
2024-07-17T00:00:00Z,84.10446542
2024-07-16T00:00:00Z,86.77025669
2024-07-15T00:00:00Z,85.90143336
2024-07-14T00:00:00Z,77.39016174
2024-07-13T00:00:00Z,76.51541215
2024-07-12T00:00:00Z,75.5021196
2024-07-11T00:00:00Z,74.49535501
2024-07-10T00:00:00Z,75.35554146
2024-07-09T00:00:00Z,75.65319951
2024-07-08T00:00:00Z,74.39623508
2024-07-07T00:00:00Z,73.91383659
2024-07-06T00:00:00Z,75.46802094
2024-07-05T00:00:00Z,74.54044529
2024-07-04T00:00:00Z,74.63017919
2024-07-03T00:00:00Z,75.95555083
2024-07-02T00:00:00Z,79.37811528
2024-07-01T00:00:00Z,80.61374229
2024-06-30T00:00:00Z,80.48536149
2024-06-29T00:00:00Z,77.39633663
2024-06-28T00:00:00Z,76.68366302
2024-06-27T00:00:00Z,78.81935603
2024-06-26T00:00:00Z,77.21279453
2024-06-25T00:00:00Z,78.85980986
2024-06-24T00:00:00Z,77.13932942
2024-06-23T00:00:00Z,80.84280017
2024-06-22T00:00:00Z,83.5539437
2024-06-21T00:00:00Z,83.20931824
2024-06-20T00:00:00Z,84.57186161
2024-06-19T00:00:00Z,84.81236007
2024-06-18T00:00:00Z,85.40330415
2024-06-17T00:00:00Z,87.77099166
2024-06-16T00:00:00Z,88.24890851
2024-06-15T00:00:00Z,87.02200545
