Datetime,UTXOs in Profit (%)
2026-04-10T00:00:00Z,74.11602246
2026-04-09T00:00:00Z,73.62385844
2026-04-08T00:00:00Z,73.05540336
2026-04-07T00:00:00Z,73.71830456
2026-04-06T00:00:00Z,68.66500032
2026-04-05T00:00:00Z,69.12625056
2026-04-04T00:00:00Z,63.25699419
2026-04-03T00:00:00Z,61.98455544
2026-04-02T00:00:00Z,61.77964159
2026-04-01T00:00:00Z,66.49131558
2026-03-31T00:00:00Z,66.66220354
2026-03-30T00:00:00Z,61.04786196
2026-03-29T00:00:00Z,58.77802922
2026-03-28T00:00:00Z,59.98548652
2026-03-27T00:00:00Z,59.58097563
2026-03-26T00:00:00Z,67.97445218
2026-03-25T00:00:00Z,72.80141639
2026-03-24T00:00:00Z,71.74380573
2026-03-23T00:00:00Z,72.33281024
2026-03-22T00:00:00Z,66.02373068
2026-03-21T00:00:00Z,71.17864006
2026-03-20T00:00:00Z,71.69900382
2026-03-19T00:00:00Z,70.99190902
2026-03-18T00:00:00Z,72.59428342
2026-03-17T00:00:00Z,73.52052805
2026-03-16T00:00:00Z,73.66434667
2026-03-15T00:00:00Z,73.47754202
2026-03-14T00:00:00Z,72.69966436
2026-03-13T00:00:00Z,72.43295978
2026-03-12T00:00:00Z,72.1155501
2026-03-11T00:00:00Z,71.74539017
2026-03-10T00:00:00Z,71.41550174
2026-03-09T00:00:00Z,67.82283386
2026-03-08T00:00:00Z,59.90333947
2026-03-07T00:00:00Z,63.82099833
2026-03-06T00:00:00Z,67.19695542
2026-03-05T00:00:00Z,72.23057396
2026-03-04T00:00:00Z,73.08233008
2026-03-03T00:00:00Z,68.22438386
2026-03-02T00:00:00Z,68.90835644
2026-03-01T00:00:00Z,59.82195256
2026-02-28T00:00:00Z,62.6829085
2026-02-27T00:00:00Z,60.09426151
2026-02-26T00:00:00Z,64.45671221
2026-02-25T00:00:00Z,66.6280105
2026-02-24T00:00:00Z,56.56537814
2026-02-23T00:00:00Z,57.92283883
2026-02-22T00:00:00Z,65.21466556
2026-02-21T00:00:00Z,66.72300018
2026-02-20T00:00:00Z,66.55138236
2026-02-19T00:00:00Z,63.05444123
2026-02-18T00:00:00Z,61.4230207
2026-02-17T00:00:00Z,64.74983891
2026-02-16T00:00:00Z,68.62114785
2026-02-15T00:00:00Z,67.90894971
2026-02-14T00:00:00Z,70.74945306
2026-02-13T00:00:00Z,68.54224454
2026-02-12T00:00:00Z,61.38010426
2026-02-11T00:00:00Z,63.47890055
2026-02-10T00:00:00Z,68.2829554
2026-02-09T00:00:00Z,70.89860982
2026-02-08T00:00:00Z,70.92946884
2026-02-07T00:00:00Z,69.2915363
2026-02-06T00:00:00Z,71.07017342
2026-02-05T00:00:00Z,57.83539371
2026-02-04T00:00:00Z,71.92337081
2026-02-03T00:00:00Z,72.11181681
2026-02-02T00:00:00Z,72.70681288
2026-02-01T00:00:00Z,72.46701426
2026-01-31T00:00:00Z,72.54798724
2026-01-30T00:00:00Z,73.98235514
2026-01-29T00:00:00Z,74.39536366
2026-01-28T00:00:00Z,78.08756427
2026-01-27T00:00:00Z,78.20537863
2026-01-26T00:00:00Z,77.59470008
2026-01-25T00:00:00Z,75.45267193
2026-01-24T00:00:00Z,78.01655944
2026-01-23T00:00:00Z,78.27794087
2026-01-22T00:00:00Z,78.21187298
2026-01-21T00:00:00Z,78.13490301
2026-01-20T00:00:00Z,77.51204752
2026-01-19T00:00:00Z,81.10158328
2026-01-18T00:00:00Z,82.38269448
2026-01-17T00:00:00Z,82.96138744
2026-01-16T00:00:00Z,83.28788714
2026-01-15T00:00:00Z,83.48285522
2026-01-14T00:00:00Z,84.82345136
2026-01-13T00:00:00Z,83.276948
2026-01-12T00:00:00Z,80.3337062
2026-01-11T00:00:00Z,80.12370786
2026-01-10T00:00:00Z,79.52192331
2026-01-09T00:00:00Z,79.77775731
2026-01-08T00:00:00Z,80.13701748
2026-01-07T00:00:00Z,80.46615186
2026-01-06T00:00:00Z,81.9853227
2026-01-05T00:00:00Z,82.23782044
2026-01-04T00:00:00Z,80.81381431
2026-01-03T00:00:00Z,80.18434908
2026-01-02T00:00:00Z,79.52587312
2026-01-01T00:00:00Z,78.92050201
2025-12-31T00:00:00Z,77.53014121
2025-12-30T00:00:00Z,78.67327069
2025-12-29T00:00:00Z,76.85285824
2025-12-28T00:00:00Z,78.14523219
2025-12-27T00:00:00Z,78.06407783
2025-12-26T00:00:00Z,77.39539735
2025-12-25T00:00:00Z,77.36311462
2025-12-24T00:00:00Z,77.87425627
2025-12-23T00:00:00Z,77.58112981
2025-12-22T00:00:00Z,78.40255068
2025-12-21T00:00:00Z,78.49715214
2025-12-20T00:00:00Z,78.45134316
2025-12-19T00:00:00Z,78.32451102
2025-12-18T00:00:00Z,76.67227618
2025-12-17T00:00:00Z,77.07545457
2025-12-16T00:00:00Z,77.97582826
2025-12-15T00:00:00Z,77.2567886
2025-12-14T00:00:00Z,78.07933037
2025-12-13T00:00:00Z,79.03236082
2025-12-12T00:00:00Z,79.08580371
2025-12-11T00:00:00Z,80.67443134
2025-12-10T00:00:00Z,80.39689669
2025-12-09T00:00:00Z,80.83659415
2025-12-08T00:00:00Z,79.39334916
2025-12-07T00:00:00Z,79.27628523
2025-12-06T00:00:00Z,78.80413429
2025-12-05T00:00:00Z,78.99135876
2025-12-04T00:00:00Z,80.39738117
2025-12-03T00:00:00Z,81.09984571
2025-12-02T00:00:00Z,80.03130836
2025-12-01T00:00:00Z,78.02444993
2025-11-30T00:00:00Z,79.2752286
2025-11-29T00:00:00Z,79.55299866
2025-11-28T00:00:00Z,79.58927762
2025-11-27T00:00:00Z,79.87720714
2025-11-26T00:00:00Z,79.56938627
2025-11-25T00:00:00Z,78.66465728
2025-11-24T00:00:00Z,78.95575307
2025-11-23T00:00:00Z,78.33405876
2025-11-22T00:00:00Z,77.46721413
2025-11-21T00:00:00Z,77.67267809
2025-11-20T00:00:00Z,78.0037137
2025-11-19T00:00:00Z,79.42327217
2025-11-18T00:00:00Z,79.78024015
2025-11-17T00:00:00Z,79.49527222
2025-11-16T00:00:00Z,80.48970135
2025-11-15T00:00:00Z,81.43485173
2025-11-14T00:00:00Z,80.58742861
2025-11-13T00:00:00Z,84.46970118
2025-11-12T00:00:00Z,84.83839425
2025-11-11T00:00:00Z,85.70254733
2025-11-10T00:00:00Z,88.05605223
2025-11-09T00:00:00Z,86.91616329
2025-11-08T00:00:00Z,85.61883466
2025-11-07T00:00:00Z,86.09901465
2025-11-06T00:00:00Z,85.10612314
2025-11-05T00:00:00Z,86.22794518
2025-11-04T00:00:00Z,85.12775322
2025-11-03T00:00:00Z,87.7339666
2025-11-02T00:00:00Z,91.75623553
2025-11-01T00:00:00Z,91.18779067
2025-10-31T00:00:00Z,90.83637006
2025-10-30T00:00:00Z,89.63571444
2025-10-29T00:00:00Z,91.13350588
2025-10-28T00:00:00Z,94.077524
2025-10-27T00:00:00Z,94.94115061
2025-10-26T00:00:00Z,95.42265715
2025-10-25T00:00:00Z,93.25612157
2025-10-24T00:00:00Z,92.48093133
2025-10-23T00:00:00Z,91.87720555
2025-10-22T00:00:00Z,89.68709955
2025-10-21T00:00:00Z,90.401706
2025-10-20T00:00:00Z,92.04654959
2025-10-19T00:00:00Z,90.60528356
2025-10-18T00:00:00Z,89.34058399
2025-10-17T00:00:00Z,89.0690856
2025-10-16T00:00:00Z,90.14403211
2025-10-15T00:00:00Z,92.11591318
2025-10-14T00:00:00Z,94.31125491
2025-10-13T00:00:00Z,95.45905927
2025-10-12T00:00:00Z,95.46502125
2025-10-11T00:00:00Z,92.47204153
2025-10-10T00:00:00Z,94.29295196
2025-10-09T00:00:00Z,99.16795196
2025-10-08T00:00:00Z,99.70290376
2025-10-07T00:00:00Z,99.32988008
2025-10-06T00:00:00Z,99.89981076
2025-10-05T00:00:00Z,99.93000212
2025-10-04T00:00:00Z,99.90017917
2025-10-03T00:00:00Z,99.8825452
2025-10-02T00:00:00Z,99.79109092
2025-10-01T00:00:00Z,98.86974756
2025-09-30T00:00:00Z,95.51447949
2025-09-29T00:00:00Z,95.66857551
2025-09-28T00:00:00Z,94.42422722
2025-09-27T00:00:00Z,92.73190242
2025-09-26T00:00:00Z,92.68706769
2025-09-25T00:00:00Z,92.3511846
2025-09-24T00:00:00Z,94.98441631
2025-09-23T00:00:00Z,94.19876048
2025-09-22T00:00:00Z,94.64021903
2025-09-21T00:00:00Z,95.99704637
2025-09-20T00:00:00Z,96.51218678
2025-09-19T00:00:00Z,96.55369352
2025-09-18T00:00:00Z,97.58177238
2025-09-17T00:00:00Z,97.29922488
2025-09-16T00:00:00Z,97.4858294
2025-09-15T00:00:00Z,96.71682614
2025-09-14T00:00:00Z,96.6781779
2025-09-13T00:00:00Z,97.16978093
2025-09-12T00:00:00Z,97.25851082
2025-09-11T00:00:00Z,97.11332907
2025-09-10T00:00:00Z,96.42863731
2025-09-09T00:00:00Z,95.39087654
2025-09-08T00:00:00Z,95.69523455
2025-09-07T00:00:00Z,95.2636258
2025-09-06T00:00:00Z,94.72366583
2025-09-05T00:00:00Z,94.95915546
2025-09-04T00:00:00Z,95.07635054
2025-09-03T00:00:00Z,95.52578652
2025-09-02T00:00:00Z,95.31213333
2025-09-01T00:00:00Z,94.63412071
2025-08-31T00:00:00Z,93.59881421
2025-08-30T00:00:00Z,94.27174383
2025-08-29T00:00:00Z,94.08769337
2025-08-28T00:00:00Z,95.62391404
2025-08-27T00:00:00Z,95.31145146
2025-08-26T00:00:00Z,95.52246602
2025-08-25T00:00:00Z,95.19209547
2025-08-24T00:00:00Z,95.77752591
2025-08-23T00:00:00Z,96.71249426
2025-08-22T00:00:00Z,97.3446036
2025-08-21T00:00:00Z,95.76431664
2025-08-20T00:00:00Z,96.25937419
2025-08-19T00:00:00Z,95.91256702
2025-08-18T00:00:00Z,96.78781659
2025-08-17T00:00:00Z,97.3865399
2025-08-16T00:00:00Z,97.58620623
2025-08-15T00:00:00Z,97.45474531
2025-08-14T00:00:00Z,98.81048027
2025-08-13T00:00:00Z,99.98939603
2025-08-12T00:00:00Z,99.81319219
2025-08-11T00:00:00Z,99.27916875
2025-08-10T00:00:00Z,99.77750386
2025-08-09T00:00:00Z,97.72146971
2025-08-08T00:00:00Z,97.94684377
2025-08-07T00:00:00Z,98.24783516
2025-08-06T00:00:00Z,97.72982441
2025-08-05T00:00:00Z,97.52475632
2025-08-04T00:00:00Z,97.76294627
2025-08-03T00:00:00Z,97.64409329
2025-08-02T00:00:00Z,97.35880174
2025-08-01T00:00:00Z,97.39903485
2025-07-31T00:00:00Z,97.49489475
2025-07-30T00:00:00Z,98.14659319
2025-07-29T00:00:00Z,98.40074169
2025-07-28T00:00:00Z,98.71365374
2025-07-27T00:00:00Z,99.79821906
2025-07-26T00:00:00Z,98.86919347
2025-07-25T00:00:00Z,98.63232737
2025-07-24T00:00:00Z,99.25156416
2025-07-23T00:00:00Z,99.56589443
2025-07-22T00:00:00Z,99.86685319
2025-07-21T00:00:00Z,98.85389698
2025-07-20T00:00:00Z,98.82477276
2025-07-19T00:00:00Z,99.26770585
2025-07-18T00:00:00Z,99.42313616
2025-07-17T00:00:00Z,99.82577738
2025-07-16T00:00:00Z,99.69797306
2025-07-15T00:00:00Z,99.56407206
2025-07-14T00:00:00Z,99.83927212
2025-07-13T00:00:00Z,99.94284989
2025-07-12T00:00:00Z,99.76247402
2025-07-11T00:00:00Z,99.86542396
