date,Phase 0 Success Rate (%)
2024-01-21,6982.74
2024-01-22,6990.75
2024-01-23,7008.84
2024-01-24,7022.05
2024-01-25,7041.43
2024-01-26,7068.42
2024-01-27,7080.67
2024-01-28,7091.73
2024-01-29,7105.16
2024-01-30,7121.32
2024-01-31,7152.68
2024-02-01,7179.1
2024-02-02,7211.61
2024-02-03,7219.08
2024-02-04,7225.62
2024-02-05,7243.48
2024-02-06,7255.84
2024-02-07,7291.43
2024-02-08,7314.98
2024-02-09,7347.41
2024-02-10,7365.54
2024-02-11,7375.41
2024-02-12,7392.54
2024-02-13,7420.24
2024-02-14,7436.24
2024-02-15,7453.67
2024-02-16,7470.81
2024-02-17,7484.66
2024-02-18,7492.82
2024-02-19,7500.42
2024-02-20,7516.86
2024-02-21,7527.4
2024-02-22,7539.51
2024-02-23,7551.0
2024-02-24,7558.32
2024-02-25,7564.4
2024-02-26,7582.77
2024-02-27,7611.98
2024-02-28,7630.09
2024-02-29,7646.65
2024-03-01,7663.24
2024-03-02,7674.71
2024-03-03,7687.04
2024-03-04,7692.87
2024-03-05,7702.45
2024-03-06,7717.6
2024-03-07,7730.87
2024-03-08,7747.21
2024-03-09,7754.33
2024-03-10,7761.75
2024-03-11,7772.25
2024-03-12,7776.94
2024-03-13,7785.64
2024-03-14,7798.52
2024-03-15,7813.94
2024-03-16,7820.3
2024-03-17,7832.83
2024-03-18,7845.78
2024-03-19,7860.35
2024-03-20,7886.61
2024-03-21,7907.5
2024-03-22,7917.83
2024-03-23,7924.59
2024-03-24,7928.55
2024-03-25,7938.11
2024-03-26,7951.41
2024-03-27,7982.73
2024-03-28,7995.2
2024-03-29,8010.04
2024-03-30,8020.59
2024-03-31,8028.66
2024-04-01,8038.71
2024-04-02,8049.28
2024-04-03,8064.51
2024-04-04,8076.2
2024-04-05,8083.54
2024-04-06,8091.44
2024-04-07,8100.17
2024-04-08,8109.7
2024-04-09,8124.49
2024-04-10,8138.94
2024-04-11,8163.06
2024-04-12,8175.17
2024-04-13,8182.27
2024-04-14,8192.79
2024-04-15,8211.65
2024-04-16,8217.29
2024-04-17,8226.56
2024-04-18,8230.99
2024-04-19,8238.95
2024-04-20,8243.72
2024-04-21,8247.81
2024-04-22,8258.6
2024-04-23,8264.99
2024-04-24,8268.48
2024-04-25,8276.11
2024-04-26,8282.12
2024-04-27,8287.42
2024-04-28,8291.27
2024-04-29,8294.99
2024-04-30,8297.65
2024-05-01,8299.51
2024-05-02,8301.86
2024-05-03,8306.53
2024-05-04,8309.44
2024-05-05,8314.57
2024-05-06,8316.04
2024-05-07,8325.17
2024-05-08,8331.14
2024-05-09,8336.86
2024-05-10,8341.49
2024-05-11,8343.71
2024-05-12,8348.11
2024-05-13,8350.95
2024-05-14,8354.18
2024-05-15,8361.96
2024-05-16,8366.47
2024-05-17,8369.43
2024-05-18,8372.65
2024-05-19,8378.11
2024-05-20,8398.5
2024-05-21,8419.95
2024-05-22,8422.8
2024-05-23,8427.58
2024-05-24,8431.27
2024-05-25,8433.15
2024-05-26,8435.41
2024-05-27,8439.39
2024-05-28,8467.92
2024-05-29,8488.28
2024-05-30,8497.82
2024-05-31,8508.75
2024-06-01,8516.39
2024-06-02,8522.1
2024-06-03,8532.35
2024-06-04,8543.07
2024-06-05,8552.3
2024-06-06,8561.26
2024-06-07,8570.82
2024-06-08,8575.46
2024-06-09,8581.5
2024-06-10,8589.07
2024-06-11,8603.13
2024-06-12,8612.47
2024-06-13,8629.6
2024-06-14,8639.82
2024-06-15,8642.48
2024-06-16,8645.0
2024-06-17,8658.86
2024-06-18,8662.76
2024-06-19,8677.86
2024-06-20,8690.14
2024-06-21,8695.98
2024-06-22,8706.37
2024-06-23,8714.43
2024-06-24,8721.95
2024-06-25,8733.99
2024-06-26,8740.07
2024-06-27,8754.05
2024-06-28,8760.92
2024-06-29,8762.82
2024-06-30,8764.98
2024-07-01,8771.32
2024-07-02,8778.56
2024-07-03,8792.06
2024-07-04,8797.76
2024-07-05,8805.12
2024-07-06,8806.64
2024-07-07,8809.73
2024-07-08,8815.17
2024-07-09,8822.06
2024-07-10,8831.27
2024-07-11,8847.15
2024-07-12,8857.58
2024-07-13,8862.45
2024-07-14,8863.56
2024-07-15,8872.84
2024-07-16,8880.32
2024-07-17,8891.7
2024-07-18,8899.33
2024-07-19,8917.09
2024-07-20,8941.78
2024-07-21,8950.52
2024-07-22,8956.49
2024-07-23,8968.54
2024-07-24,8979.33
2024-07-25,8985.05
2024-07-26,8994.31
2024-07-27,9004.05
2024-07-28,9008.8
2024-07-29,9027.03
2024-07-30,9048.94
2024-07-31,9058.69
2024-08-01,9068.0
2024-08-02,9070.88
2024-08-03,9072.25
2024-08-04,9073.28
2024-08-05,9078.2
2024-08-06,9082.84
2024-08-07,9091.16
2024-08-08,9096.72
2024-08-09,9104.4
2024-08-10,9106.74
2024-08-11,9109.03
2024-08-12,9118.49
2024-08-13,9133.21
2024-08-14,9139.16
2024-08-15,9155.15
2024-08-16,9163.16
2024-08-17,9164.79
2024-08-18,9166.56
2024-08-19,9179.42
2024-08-20,9184.08
2024-08-21,9188.0
2024-08-22,9191.15
2024-08-23,9195.14
2024-08-24,9196.97
2024-08-25,9199.8
2024-08-26,9207.36
2024-08-27,9214.86
2024-08-28,9230.76
2024-08-29,9242.41
2024-08-30,9252.72
2024-08-31,9258.91
2024-09-01,9262.1
2024-09-02,9267.14
2024-09-03,9282.94
2024-09-04,9289.28
2024-09-05,9294.47
2024-09-06,9298.53
2024-09-07,9301.75
2024-09-08,9304.28
2024-09-09,9308.67
2024-09-10,9310.65
2024-09-11,9329.04
2024-09-12,9334.49
2024-09-13,9352.56
2024-09-14,9353.77
2024-09-15,9357.53
2024-09-16,9362.35
2024-09-17,9364.87
2024-09-18,9368.58
2024-09-19,9370.5
2024-09-20,9376.47
2024-09-21,9378.72
2024-09-22,9380.97
2024-09-23,9385.77
2024-09-24,9395.41
2024-09-25,9405.38
2024-09-26,9410.67
2024-09-27,9423.51
2024-09-28,9425.42
2024-09-29,9427.98
2024-09-30,9434.96
2024-10-01,9443.29
2024-10-02,9456.75
2024-10-03,9467.33
2024-10-04,9475.82
2024-10-05,9483.77
2024-10-06,9487.21
2024-10-07,9497.06
2024-10-08,9501.47
2024-10-09,9503.28
2024-10-10,9506.67
2024-10-11,9513.47
2024-10-12,9521.52
2024-10-13,9523.98
2024-10-14,9530.14
2024-10-15,9541.04
2024-10-16,9548.27
2024-10-17,9557.81
2024-10-18,9567.89
2024-10-19,9569.73
2024-10-20,9574.55
2024-10-21,9583.54
2024-10-22,9598.97
2024-10-23,9605.79
2024-10-24,9615.88
2024-10-25,9623.53
2024-10-26,9635.18
2024-10-27,9640.87
2024-10-28,9648.82
2024-10-29,9668.57
2024-10-30,9697.23
2024-10-31,9707.62
2024-11-01,9713.94
2024-11-02,9715.11
2024-11-03,9721.5
2024-11-04,9726.93
2024-11-05,9735.87
2024-11-06,9744.67
2024-11-07,9761.65
2024-11-08,9769.51
2024-11-09,9774.47
2024-11-10,9778.27
2024-11-11,9783.46
2024-11-12,9789.41
2024-11-13,9794.94
2024-11-14,9804.21
2024-11-15,9810.0
2024-11-16,9813.15
2024-11-17,9815.03
2024-11-18,9820.26
2024-11-19,9825.95
2024-11-20,9830.76
2024-11-21,9834.58
2024-11-22,9852.74
2024-11-23,9873.48
2024-11-24,9881.71
2024-11-25,9889.57
2024-11-26,9893.39
2024-11-27,9904.88
2024-11-28,9912.47
2024-11-29,9917.98
2024-11-30,9928.01
2024-12-01,9933.5
2024-12-02,9948.99
2024-12-03,9956.18
2024-12-04,9972.25
2024-12-05,9980.38
2024-12-06,9987.79
2024-12-07,9991.98
2024-12-08,9994.14
2024-12-09,9996.69
2024-12-10,10000.29
2024-12-11,10008.92
2024-12-12,10013.04
2024-12-13,10018.3
2024-12-14,10021.44
2024-12-15,10023.56
2024-12-16,10027.4
2024-12-17,10040.56
2024-12-18,10063.08
2024-12-19,10069.93
2024-12-20,10075.6
2024-12-21,10080.89
2024-12-22,10089.0
2024-12-23,10100.54
2024-12-24,10106.55
2024-12-25,10125.83
2024-12-26,10132.42
2024-12-27,10136.62
2024-12-28,10139.01
2024-12-29,10142.38
2024-12-30,10146.05
2024-12-31,10165.08
2025-01-01,10168.23
2025-01-02,10172.21
2025-01-03,10178.66
2025-01-04,10181.0
2025-01-05,10186.57
2025-01-06,10191.53
2025-01-07,10199.28
2025-01-08,10223.24
2025-01-09,10238.33
2025-01-10,10243.28
2025-01-11,10246.34
2025-01-12,10250.22
2025-01-13,10269.71
2025-01-14,10274.48
2025-01-15,10280.2
2025-01-16,10283.93
2025-01-17,10290.69
2025-01-18,10297.11
2025-01-19,10305.29
2025-01-20,10313.0
2025-01-21,10332.83
2025-01-22,10339.2
2025-01-23,10344.31
2025-01-24,10354.52
2025-01-25,10364.36
2025-01-26,10368.28
2025-01-27,10381.09
2025-01-28,10398.79
2025-01-29,10403.69
2025-01-30,10411.06
2025-01-31,10420.52
2025-02-01,10426.21
2025-02-02,10428.42
2025-02-03,10438.32
2025-02-04,10451.1
2025-02-05,10460.96
2025-02-06,10466.88
2025-02-07,10472.08
2025-02-08,10478.48
2025-02-09,10479.79
2025-02-10,10482.71
2025-02-11,10496.58
2025-02-12,10502.69
2025-02-13,10513.01
2025-02-14,10523.98
2025-02-15,10531.87
2025-02-16,10538.78
2025-02-17,10546.77
2025-02-18,10557.21
2025-02-19,10562.62
2025-02-20,10576.4
2025-02-21,10582.14
2025-02-22,10591.05
2025-02-23,10596.11
2025-02-24,10601.92
2025-02-25,10611.47
2025-02-26,10617.23
2025-02-27,10621.86
2025-02-28,10628.77
2025-03-01,10633.2
2025-03-02,10635.19
2025-03-03,10643.24
2025-03-04,10674.2
2025-03-05,10683.01
2025-03-06,10695.82
2025-03-07,10702.35
2025-03-08,10705.09
2025-03-09,10710.2
2025-03-10,10721.41
2025-03-11,10730.65
2025-03-12,10742.75
2025-03-13,10759.82
2025-03-14,10766.72
2025-03-15,10769.22
2025-03-16,10772.6
2025-03-17,10787.64
2025-03-18,10804.14
2025-03-19,10824.8
2025-03-20,10839.39
2025-03-21,10851.91
2025-03-22,10859.94
2025-03-23,10870.17
2025-03-24,10885.36
2025-03-25,10901.6
2025-03-26,10913.7
2025-03-27,10927.54
2025-03-28,10934.93
2025-03-29,10940.28
2025-03-30,10942.98
2025-03-31,10950.86
2025-04-01,10957.1
2025-04-02,10974.74
2025-04-03,10979.84
2025-04-04,10985.33
2025-04-05,10987.79
2025-04-06,10990.72
2025-04-07,10996.65
2025-04-08,11005.9
2025-04-09,11014.35
2025-04-10,11050.53
2025-04-11,11055.72
2025-04-12,11058.58
2025-04-13,11060.94
2025-04-14,11073.66
2025-04-15,11082.32
2025-04-16,11097.04
2025-04-17,11115.88
2025-04-18,11122.08
2025-04-19,11125.47
2025-04-20,11128.62
2025-04-21,11131.29
2025-04-22,11156.14
2025-04-23,11163.76
2025-04-24,11168.68
2025-04-25,11173.38
2025-04-26,11176.3
2025-04-27,11178.58
2025-04-28,11184.08
2025-04-29,11186.68
2025-04-30,11191.88
2025-05-01,11203.76
2025-05-02,11209.0
2025-05-03,11210.67
2025-05-04,11213.28
2025-05-05,11220.79
2025-05-06,11244.13
2025-05-07,11251.25
2025-05-08,11257.28
2025-05-09,11266.31
2025-05-10,11274.56
2025-05-11,11280.42
2025-05-12,11305.36
2025-05-13,11315.45
2025-05-14,11323.49
2025-05-15,11328.73
2025-05-16,11336.47
2025-05-17,11339.92
2025-05-18,11348.35
2025-05-19,11356.3
2025-05-20,11365.99
2025-05-21,11378.85
2025-05-22,11395.75
2025-05-23,11406.81
2025-05-24,11411.56
2025-05-25,11413.47
2025-05-26,11419.74
2025-05-27,11435.0
2025-05-28,11453.96
2025-05-29,11465.07
2025-05-30,11477.11
2025-05-31,11489.12
2025-06-01,11500.14
2025-06-02,11540.95
2025-06-03,11553.81
2025-06-04,11574.4
2025-06-05,11583.41
2025-06-06,11587.55
2025-06-07,11602.0
2025-06-08,11605.89
2025-06-09,11618.18
2025-06-10,11631.27
2025-06-11,11641.93
2025-06-12,11645.37
2025-06-13,11669.46
2025-06-14,11682.46
2025-06-15,11685.09
2025-06-16,11707.37
2025-06-17,11723.23
2025-06-18,11730.12
2025-06-19,11737.18
2025-06-20,11746.21
2025-06-21,11765.82
2025-06-22,11776.04
2025-06-23,11786.33
2025-06-24,11791.53
2025-06-25,11795.94
2025-06-26,11798.5
2025-06-27,11802.03
2025-06-28,11808.34
2025-06-29,11814.97
2025-06-30,11819.03
2025-07-01,11830.97
2025-07-02,11838.89
2025-07-03,11844.99
2025-07-04,11862.33
2025-07-05,11866.87
2025-07-06,11869.05
2025-07-07,11905.16
2025-07-08,11928.77
2025-07-09,11950.0
2025-07-10,11960.88
2025-07-11,11976.13
2025-07-12,11981.93
2025-07-13,11984.9
2025-07-14,12005.29
2025-07-15,12018.1
2025-07-16,12033.47
2025-07-17,12040.72
2025-07-18,12053.85
2025-07-19,12058.48
2025-07-20,12062.16
2025-07-21,12077.84
2025-07-22,12083.34
2025-07-23,12088.28
2025-07-24,12093.56
2025-07-25,12096.13
2025-07-26,12100.25
2025-07-27,12117.09
2025-07-28,12128.45
2025-07-29,12135.62
2025-07-30,12138.59
2025-07-31,12149.19
2025-08-01,12156.88
2025-08-02,12158.4
2025-08-03,12172.34
2025-08-04,12179.16
2025-08-05,12186.61
2025-08-06,12189.87
2025-08-07,12195.61
2025-08-08,12208.5
2025-08-09,12210.71
2025-08-10,12219.72
2025-08-11,12229.05
2025-08-12,12246.44
2025-08-13,12268.71
2025-08-14,12315.99
2025-08-15,12336.52
2025-08-16,12337.99
2025-08-17,12341.07
2025-08-18,12354.67
2025-08-19,12361.39
2025-08-20,12365.77
2025-08-21,12377.06
2025-08-22,12384.74
2025-08-23,12387.29
2025-08-24,12446.16
2025-08-25,12499.79
2025-08-26,12503.63
2025-08-27,12545.45
2025-08-28,12553.3
2025-08-29,12567.68
2025-08-30,12584.96
2025-08-31,12586.62
2025-09-01,12620.83
2025-09-02,12623.47
2025-09-03,12629.67
2025-09-04,12672.51
2025-09-05,12676.25
2025-09-06,12678.14
2025-09-07,12680.53
2025-09-08,12683.36
2025-09-09,12701.64
2025-09-10,12704.78
2025-09-11,12706.94
2025-09-12,12711.2
2025-09-13,12712.65
2025-09-14,12713.55
2025-09-15,12715.43
2025-09-16,12718.81
2025-09-17,12720.42
2025-09-18,12723.14
2025-09-19,12726.0
2025-09-20,12728.14
2025-09-21,12743.67
2025-09-22,12745.56
2025-09-23,12750.02
2025-09-24,12762.2
2025-09-25,12765.3
2025-09-26,12775.15
2025-09-27,12776.63
2025-09-28,12793.03
2025-09-29,12805.26
2025-09-30,12812.77
2025-10-01,12822.25
2025-10-02,12832.58
2025-10-03,12845.92
2025-10-04,12847.74
2025-10-05,12851.0
2025-10-06,12875.39
2025-10-07,12944.2
2025-10-08,13124.79
2025-10-09,13132.39
2025-10-10,13148.47
2025-10-11,13155.18
2025-10-12,13164.97
2025-10-13,13177.38
2025-10-14,13185.23
2025-10-15,13193.45
2025-10-16,13214.64
2025-10-17,13223.71
2025-10-18,13225.94
2025-10-19,13227.02
2025-10-20,13234.32
2025-10-21,13242.37
2025-10-22,13254.67
2025-10-23,13261.71
2025-10-24,13287.8
2025-10-25,13290.65
2025-10-26,13294.69
2025-10-27,13303.37
2025-10-28,13317.08
2025-10-29,13347.89
2025-10-30,13378.54
2025-10-31,13409.83
2025-11-01,13414.46
2025-11-02,13421.07
2025-11-03,13427.46
2025-11-04,13431.09
2025-11-05,13445.27
2025-11-06,13464.16
2025-11-07,13467.82
2025-11-08,13469.28
2025-11-09,13470.35
2025-11-10,13472.02
2025-11-11,13479.26
2025-11-12,13485.55
2025-11-13,13491.15
2025-11-14,13497.62
2025-11-15,13500.68
2025-11-16,13505.16
2025-11-17,13512.67
2025-11-18,13527.89
2025-11-19,13534.08
2025-11-20,13537.45
2025-11-21,13541.97
2025-11-22,13548.48
2025-11-23,13550.75
2025-11-24,13553.63
2025-11-25,13559.29
2025-11-26,13562.25
2025-11-27,13568.08
2025-11-28,13571.55
2025-11-29,13574.81
2025-11-30,13576.45
2025-12-01,13583.8
2025-12-02,13596.02
2025-12-03,13599.54
2025-12-04,13602.47
2025-12-05,13615.28
2025-12-06,13623.89
2025-12-07,13628.06
2025-12-08,13635.08
2025-12-09,13648.8
2025-12-10,13659.12
2025-12-11,13673.19
2025-12-12,13679.78
2025-12-13,13683.95
2025-12-14,13685.82
2025-12-15,13708.58
2025-12-16,13712.95
2025-12-17,13716.74
2025-12-18,13735.11
2025-12-19,13756.75
2025-12-20,13761.1
2025-12-21,13765.33
2025-12-22,13772.09
2025-12-23,13779.72
2025-12-24,13795.47
2025-12-25,13802.19
2025-12-26,13819.53
2025-12-27,13861.91
2025-12-28,13877.71
2025-12-29,13914.21
2025-12-30,13943.39
2025-12-31,13956.57
2026-01-01,13968.42
2026-01-02,13995.04
2026-01-03,14009.03
2026-01-04,14036.39
2026-01-05,14086.27
2026-01-06,14121.67
2026-01-07,14138.28
2026-01-08,14211.7
2026-01-09,14219.39
2026-01-10,14242.85
2026-01-11,14263.09
2026-01-12,14329.84
2026-01-13,14356.8
2026-01-14,14426.26
2026-01-15,14435.54
2026-01-16,14451.86
2026-01-17,14468.11
2026-01-18,14473.77
2026-01-19,14515.89
2026-01-20,14535.56
2026-01-21,14552.23
2026-01-22,14608.24
2026-01-23,14633.85
2026-01-24,14637.77
2026-01-25,14655.93
2026-01-26,14703.54
2026-01-27,14719.93
2026-01-28,14772.72
2026-01-29,14877.98
2026-01-30,14885.86
2026-01-31,14895.31
2026-02-01,14916.16
2026-02-02,14925.44
2026-02-03,14935.66
2026-02-04,14939.75
2026-02-05,14950.72
2026-02-06,14966.38
2026-02-07,14969.56
2026-02-08,14972.27
2026-02-09,14979.38
2026-02-10,15010.53
2026-02-11,15030.66
2026-02-12,15036.58
2026-02-13,15041.99
2026-02-14,15044.44
2026-02-15,15046.98
2026-02-16,15050.57
2026-02-17,15052.91
2026-02-18,15056.87
2026-02-19,15059.8
2026-02-20,15066.25
2026-02-21,15068.59
2026-02-22,15070.37
2026-02-23,15078.24
2026-02-24,15085.7
2026-02-25,15090.67
2026-02-26,15092.87
2026-02-27,15096.41
2026-02-28,15098.26
2026-03-01,15099.62
2026-03-02,15102.99
2026-03-03,15107.62
2026-03-04,15113.64
2026-03-05,15115.82
2026-03-06,15127.43
2026-03-07,15131.03
2026-03-08,15132.51
2026-03-09,15143.7
2026-03-10,15148.89
2026-03-11,15152.61
2026-03-12,15156.32
2026-03-13,15173.1
2026-03-14,15174.85
2026-03-15,15176.18
2026-03-16,15189.0
2026-03-17,15199.49
2026-03-18,15208.68
2026-03-19,15215.6
2026-03-20,15239.58
2026-03-21,15241.48
2026-03-22,15242.94
2026-03-23,15246.77
2026-03-24,15249.34
2026-03-25,15253.32
2026-03-26,15258.79
2026-03-27,15274.58
2026-03-28,15275.74
2026-03-29,15280.48
2026-03-30,15323.61
2026-03-31,15334.65
2026-04-01,15341.76
2026-04-02,15348.63
2026-04-03,15363.44
2026-04-04,15368.82
2026-04-05,15374.35
2026-04-06,15379.36
