Datetime,Tokens Transferred (Total)
2022-04-29T00:00:00Z,5368948.24776505
2022-04-28T00:00:00Z,6929248.81990974
2022-04-27T00:00:00Z,6797071.58809854
2022-04-26T00:00:00Z,7554709.9702627
2022-04-25T00:00:00Z,8084455.71271333
2022-04-24T00:00:00Z,5281509.0868095
2022-04-23T00:00:00Z,4700287.47659587
2022-04-22T00:00:00Z,5494511.62001663
2022-04-21T00:00:00Z,5469547.05784009
2022-04-20T00:00:00Z,4248194.94768869
2022-04-19T00:00:00Z,4971730.23249492
2022-04-18T00:00:00Z,5409058.15379621
2022-04-17T00:00:00Z,3339411.29996066
2022-04-16T00:00:00Z,3188596.3741698
2022-04-15T00:00:00Z,4130544.98629849
2022-04-14T00:00:00Z,5493264.51068609
2022-04-13T00:00:00Z,5149276.3530642
2022-04-12T00:00:00Z,5023085.6478928
2022-04-11T00:00:00Z,5730328.62226832
2022-04-10T00:00:00Z,3395198.7711691
2022-04-09T00:00:00Z,3336423.43564946
2022-04-08T00:00:00Z,4945717.9088778
2022-04-07T00:00:00Z,5535164.41641245
2022-04-06T00:00:00Z,6303603.58662754
2022-04-05T00:00:00Z,7670445.45445637
2022-04-04T00:00:00Z,3540551.36272158
2022-04-03T00:00:00Z,2945769.03389308
2022-04-02T00:00:00Z,4018191.2568938
2022-04-01T00:00:00Z,3433389.81795839
2022-03-31T00:00:00Z,3918073.35387944
2022-03-30T00:00:00Z,3679233.32085351
2022-03-29T00:00:00Z,4448959.76607342
2022-03-28T00:00:00Z,4738019.84455088
2022-03-27T00:00:00Z,3292662.44910984
2022-03-26T00:00:00Z,3315812.50285843
2022-03-25T00:00:00Z,4222396.8089201
2022-03-24T00:00:00Z,3539497.98165853
2022-03-23T00:00:00Z,3332550.78479765
2022-03-22T00:00:00Z,3614287.39597095
2022-03-21T00:00:00Z,4500463.51714247
2022-03-20T00:00:00Z,2496472.21808878
2022-03-19T00:00:00Z,3630186.54946715
2022-03-18T00:00:00Z,3375549.91235137
2022-03-17T00:00:00Z,4106145.00741989
2022-03-16T00:00:00Z,4173594.87875847
2022-03-15T00:00:00Z,3665779.91878646
2022-03-14T00:00:00Z,4363078.26677342
2022-03-13T00:00:00Z,3470616.03562648
2022-03-12T00:00:00Z,3408304.4182653
2022-03-11T00:00:00Z,4126736.57112927
2022-03-10T00:00:00Z,4891597.50591353
2022-03-09T00:00:00Z,7533002.84468674
2022-03-08T00:00:00Z,8871935.88633939
2022-03-07T00:00:00Z,3588270.55827334
2022-03-06T00:00:00Z,2763610.59496645
2022-03-05T00:00:00Z,2615903.94153863
2022-03-04T00:00:00Z,3554383.11156905
2022-03-03T00:00:00Z,3944341.27413565
2022-03-02T00:00:00Z,3628688.70987197
2022-03-01T00:00:00Z,4986574.91648634
2022-02-28T00:00:00Z,4321059.12370536
2022-02-27T00:00:00Z,2943390.97367397
2022-02-26T00:00:00Z,3126498.14951934
2022-02-25T00:00:00Z,4322512.608429
2022-02-24T00:00:00Z,4282398.8983305
2022-02-23T00:00:00Z,3596094.23664704
2022-02-22T00:00:00Z,4755889.95816377
2022-02-21T00:00:00Z,4986644.89329034
2022-02-20T00:00:00Z,3410689.09004762
2022-02-19T00:00:00Z,3222251.84562361
2022-02-18T00:00:00Z,3921182.75373525
2022-02-17T00:00:00Z,3663324.56959931
2022-02-16T00:00:00Z,3912133.63195249
2022-02-15T00:00:00Z,3424481.82617416
2022-02-14T00:00:00Z,3956941.1957094
2022-02-13T00:00:00Z,3287544.08195194
2022-02-12T00:00:00Z,3185366.08802023
2022-02-11T00:00:00Z,3918309.92682325
2022-02-10T00:00:00Z,5357242.93804276
2022-02-09T00:00:00Z,5387598.66186048
2022-02-08T00:00:00Z,11956176.37617803
2022-02-07T00:00:00Z,4718505.74293209
2022-02-06T00:00:00Z,3045328.60927408
2022-02-05T00:00:00Z,3529722.39874508
2022-02-04T00:00:00Z,4478871.54897178
2022-02-03T00:00:00Z,3607479.93141047
2022-02-02T00:00:00Z,3334122.79118387
2022-02-01T00:00:00Z,3895235.27551832
2022-01-31T00:00:00Z,3930485.26340828
2022-01-30T00:00:00Z,3770546.54208587
2022-01-29T00:00:00Z,3908555.36940274
2022-01-28T00:00:00Z,4245188.78866085
2022-01-27T00:00:00Z,3989511.32922925
2022-01-26T00:00:00Z,4148127.59377102
2022-01-25T00:00:00Z,5672606.23678837
2022-01-24T00:00:00Z,6745140.89220538
2022-01-23T00:00:00Z,5711691.70608481
2022-01-22T00:00:00Z,6381214.28354488
2022-01-21T00:00:00Z,5169380.6187107
2022-01-20T00:00:00Z,3529790.18212394
2022-01-19T00:00:00Z,3765554.98143107
2022-01-18T00:00:00Z,4352230.97246123
2022-01-17T00:00:00Z,3717669.62933434
2022-01-16T00:00:00Z,3777235.31665579
2022-01-15T00:00:00Z,3946459.91613596
2022-01-14T00:00:00Z,3869692.41102925
2022-01-13T00:00:00Z,4275299.75182264
2022-01-12T00:00:00Z,4648148.61117544
2022-01-11T00:00:00Z,7365061.95353824
2022-01-10T00:00:00Z,3424671.3296493
2022-01-09T00:00:00Z,2651081.32852984
2022-01-08T00:00:00Z,2818529.36020882
2022-01-07T00:00:00Z,3617311.81547168
2022-01-06T00:00:00Z,3799624.07821224
2022-01-05T00:00:00Z,4079429.92522048
2022-01-04T00:00:00Z,3190716.27071552
2022-01-03T00:00:00Z,3396954.40243033
2022-01-02T00:00:00Z,2243960.52893641
2022-01-01T00:00:00Z,2314806.35985517
2021-12-31T00:00:00Z,3185881.8397445
2021-12-30T00:00:00Z,3152759.75401179
2021-12-29T00:00:00Z,3495490.84828059
2021-12-28T00:00:00Z,3274853.23164664
2021-12-27T00:00:00Z,3131168.95771754
2021-12-26T00:00:00Z,2462225.00081417
2021-12-25T00:00:00Z,2410092.92291265
2021-12-24T00:00:00Z,2858513.76292187
2021-12-23T00:00:00Z,3213657.73757573
2021-12-22T00:00:00Z,3185454.10038017
2021-12-21T00:00:00Z,2708769.27769981
2021-12-20T00:00:00Z,2964153.17912228
2021-12-19T00:00:00Z,2378823.29125311
2021-12-18T00:00:00Z,2798027.30664572
2021-12-17T00:00:00Z,3037671.96804166
2021-12-16T00:00:00Z,3457731.54742052
2021-12-15T00:00:00Z,3941898.16247418
2021-12-14T00:00:00Z,8861844.66280963
2021-12-13T00:00:00Z,3043978.86965496
2021-12-12T00:00:00Z,2254248.24944096
2021-12-11T00:00:00Z,2569429.89214169
2021-12-10T00:00:00Z,3009327.52386519
2021-12-09T00:00:00Z,3128218.23474023
2021-12-08T00:00:00Z,4329179.18645278
2021-12-07T00:00:00Z,5226681.28072655
2021-12-06T00:00:00Z,5447688.98538646
2021-12-05T00:00:00Z,2914367.66093009
2021-12-04T00:00:00Z,4371584.85530227
2021-12-03T00:00:00Z,3501410.63237939
2021-12-02T00:00:00Z,3818424.31022651
2021-12-01T00:00:00Z,3770583.6011226
2021-11-30T00:00:00Z,4261151.13068882
2021-11-29T00:00:00Z,4153458.29477244
2021-11-28T00:00:00Z,3214496.04031191
2021-11-27T00:00:00Z,2900847.57823317
2021-11-26T00:00:00Z,5022566.63721219
2021-11-25T00:00:00Z,5263632.33520229
2021-11-24T00:00:00Z,4893594.69774723
2021-11-23T00:00:00Z,4381019.45344794
2021-11-22T00:00:00Z,4333549.71423683
2021-11-21T00:00:00Z,3584681.22350221
2021-11-20T00:00:00Z,3505635.78276503
2021-11-19T00:00:00Z,4604100.72040663
2021-11-18T00:00:00Z,5501322.26905756
2021-11-17T00:00:00Z,6179560.0204363
2021-11-16T00:00:00Z,12110738.36034517
2021-11-15T00:00:00Z,4362670.92328602
2021-11-14T00:00:00Z,3031288.20803525
2021-11-13T00:00:00Z,3316208.35244097
2021-11-12T00:00:00Z,4032564.29611173
2021-11-11T00:00:00Z,3870722.73520154
2021-11-10T00:00:00Z,4610970.71080679
2021-11-09T00:00:00Z,4938115.7250919
2021-11-08T00:00:00Z,5854411.19378605
2021-11-07T00:00:00Z,3456697.0580932
2021-11-06T00:00:00Z,4346725.17367763
2021-11-05T00:00:00Z,4332319.57534512
2021-11-04T00:00:00Z,4211287.28545964
2021-11-03T00:00:00Z,3401805.21915462
2021-11-02T00:00:00Z,3525624.85286961
2021-11-01T00:00:00Z,3244986.43429457
2021-10-31T00:00:00Z,2655035.66282982
2021-10-30T00:00:00Z,3185595.53828894
2021-10-29T00:00:00Z,3100332.66379172
2021-10-28T00:00:00Z,2957406.66579655
2021-10-27T00:00:00Z,2919456.00863561
2021-10-26T00:00:00Z,3512724.32353343
2021-10-25T00:00:00Z,3248425.97429601
2021-10-24T00:00:00Z,2774263.63223574
2021-10-23T00:00:00Z,2685596.54021069
2021-10-22T00:00:00Z,3525007.16393732
2021-10-21T00:00:00Z,4359505.1038264
2021-10-20T00:00:00Z,4906723.81817002
2021-10-19T00:00:00Z,11126832.77594518
2021-10-18T00:00:00Z,4028419.33191791
2021-10-17T00:00:00Z,3238838.23578927
2021-10-16T00:00:00Z,2939112.50359014
2021-10-15T00:00:00Z,3848312.39914302
2021-10-14T00:00:00Z,2740210.42390373
2021-10-13T00:00:00Z,3255427.17803583
2021-10-12T00:00:00Z,3510892.40034754
2021-10-11T00:00:00Z,4363938.69677376
2021-10-10T00:00:00Z,2805339.76254623
2021-10-09T00:00:00Z,3195307.95431457
2021-10-08T00:00:00Z,4003475.07733867
2021-10-07T00:00:00Z,4509770.11421122
2021-10-06T00:00:00Z,4930806.93574499
2021-10-05T00:00:00Z,4899796.26299149
2021-10-04T00:00:00Z,3716043.76907868
2021-10-03T00:00:00Z,3572546.46383504
2021-10-02T00:00:00Z,3209113.23299415
2021-10-01T00:00:00Z,4455341.00445792
2021-09-30T00:00:00Z,4382502.49583622
2021-09-29T00:00:00Z,3982501.96029269
2021-09-28T00:00:00Z,3549841.3666802
2021-09-27T00:00:00Z,4260159.77880437
2021-09-26T00:00:00Z,3016337.2852761
2021-09-25T00:00:00Z,5210673.50096793
2021-09-24T00:00:00Z,4243869.60703078
2021-09-23T00:00:00Z,4365709.09435844
2021-09-22T00:00:00Z,5027716.06704005
2021-09-21T00:00:00Z,11239940.38189444
2021-09-20T00:00:00Z,5599382.12032814
2021-09-19T00:00:00Z,2508473.33761093
2021-09-18T00:00:00Z,3011691.50240422
2021-09-17T00:00:00Z,3487203.56313193
2021-09-16T00:00:00Z,4341159.63796179
2021-09-15T00:00:00Z,3971035.57198297
2021-09-14T00:00:00Z,11249878.22548164
2021-09-13T00:00:00Z,10038432.54470583
2021-09-12T00:00:00Z,4485152.23313928
2021-09-11T00:00:00Z,5578919.25202651
2021-09-10T00:00:00Z,9989324.84364635
2021-09-09T00:00:00Z,3843456.87801047
2021-09-08T00:00:00Z,3319008.87745251
2021-09-07T00:00:00Z,3816632.96491861
2021-09-06T00:00:00Z,3561026.275117
2021-09-05T00:00:00Z,2171986.23503909
2021-09-04T00:00:00Z,2783480.45897815
2021-09-03T00:00:00Z,3018423.4760112
2021-09-02T00:00:00Z,4192619.47700239
2021-09-01T00:00:00Z,4130519.96104173
2021-08-31T00:00:00Z,3857731.49745729
2021-08-30T00:00:00Z,4015680.75571104
2021-08-29T00:00:00Z,3648567.14976915
2021-08-28T00:00:00Z,3497152.31725573
2021-08-27T00:00:00Z,3919324.36495719
2021-08-26T00:00:00Z,4700335.78228298
2021-08-25T00:00:00Z,4216114.32110434
2021-08-24T00:00:00Z,8151046.80407918
2021-08-23T00:00:00Z,3169845.5970603
2021-08-22T00:00:00Z,1808030.8824207
2021-08-21T00:00:00Z,2423833.35863047
2021-08-20T00:00:00Z,2299800.76368312
2021-08-19T00:00:00Z,2579813.5530218
2021-08-18T00:00:00Z,2729385.78680586
2021-08-17T00:00:00Z,2410454.07920496
2021-08-16T00:00:00Z,2341560.24108986
2021-08-15T00:00:00Z,1772755.52540259
2021-08-14T00:00:00Z,1746022.120343
2021-08-13T00:00:00Z,1661673.85863606
2021-08-12T00:00:00Z,1891216.85014307
2021-08-11T00:00:00Z,2255554.57565229
2021-08-10T00:00:00Z,1836706.90695859
2021-08-09T00:00:00Z,1919508.25415843
2021-08-08T00:00:00Z,1755565.44306558
2021-08-07T00:00:00Z,1887168.56473494
2021-08-06T00:00:00Z,2003233.39694074
2021-08-05T00:00:00Z,1836056.06346695
2021-08-04T00:00:00Z,2372371.55291234
2021-08-03T00:00:00Z,2487118.88233096
2021-08-02T00:00:00Z,2705821.00328892
2021-08-01T00:00:00Z,3287627.68383663
2021-07-31T00:00:00Z,2043939.34193722
2021-07-30T00:00:00Z,1809970.2043798
2021-07-29T00:00:00Z,2611465.11449862
2021-07-28T00:00:00Z,4069306.90823431
2021-07-27T00:00:00Z,7396919.18445352
2021-07-26T00:00:00Z,2297786.04281842
2021-07-25T00:00:00Z,1463261.91509959
2021-07-24T00:00:00Z,1501330.28004041
2021-07-23T00:00:00Z,1751233.92978244
2021-07-22T00:00:00Z,1807367.07070506
2021-07-21T00:00:00Z,1874637.5169668
2021-07-20T00:00:00Z,1819763.52001066
2021-07-19T00:00:00Z,1797882.57940677
2021-07-18T00:00:00Z,1171916.41854737
2021-07-17T00:00:00Z,1857560.46929653
2021-07-16T00:00:00Z,1828298.82110368
2021-07-15T00:00:00Z,1848683.77725309
2021-07-14T00:00:00Z,1503210.0917849
2021-07-13T00:00:00Z,1514381.34059868
2021-07-12T00:00:00Z,1676116.66352089
2021-07-11T00:00:00Z,1857762.84957644
2021-07-10T00:00:00Z,1854034.33959093
2021-07-09T00:00:00Z,3424783.30316391
2021-07-08T00:00:00Z,3250534.05898385
2021-07-07T00:00:00Z,1324917.74329225
2021-07-06T00:00:00Z,1332058.1298311
2021-07-05T00:00:00Z,1439935.85784618
2021-07-04T00:00:00Z,1586285.95746477
2021-07-03T00:00:00Z,1295595.41165676
2021-07-02T00:00:00Z,1732246.99620763
2021-07-01T00:00:00Z,1670743.32897607
2021-06-30T00:00:00Z,1210893.34299133
2021-06-29T00:00:00Z,1376046.70127416
2021-06-28T00:00:00Z,1666296.43456058
2021-06-27T00:00:00Z,1275760.19647518
2021-06-26T00:00:00Z,1774658.94217717
2021-06-25T00:00:00Z,2377162.05632479
2021-06-24T00:00:00Z,1857174.10311997
2021-06-23T00:00:00Z,1822080.81416837
2021-06-22T00:00:00Z,1936347.90808285
2021-06-21T00:00:00Z,1748071.84945044
2021-06-20T00:00:00Z,1277098.54643132
2021-06-19T00:00:00Z,1078903.33345961
2021-06-18T00:00:00Z,1555349.04795778
2021-06-17T00:00:00Z,1567845.54084991
2021-06-16T00:00:00Z,1607687.94152166
2021-06-15T00:00:00Z,1402977.3730958
2021-06-14T00:00:00Z,1486158.52959614
2021-06-13T00:00:00Z,1182496.51265053
2021-06-12T00:00:00Z,1009165.69852008
2021-06-11T00:00:00Z,1463174.75185026
2021-06-10T00:00:00Z,1411297.8480253
2021-06-09T00:00:00Z,1324783.55308603
2021-06-08T00:00:00Z,2526388.21117743
2021-06-07T00:00:00Z,2156527.29022493
2021-06-06T00:00:00Z,1782171.32050443
2021-06-05T00:00:00Z,764472.81625474
2021-06-04T00:00:00Z,1028058.50247597
2021-06-03T00:00:00Z,1222085.37996895
2021-06-02T00:00:00Z,1152244.08590337
2021-06-01T00:00:00Z,1490052.8681
2021-05-31T00:00:00Z,1125688.26073417
2021-05-30T00:00:00Z,1081650.30217253
2021-05-29T00:00:00Z,2038400.50077565
2021-05-28T00:00:00Z,2896308.65770701
2021-05-27T00:00:00Z,1981937.62036322
2021-05-26T00:00:00Z,2221621.84390474
2021-05-25T00:00:00Z,2289075.86586728
2021-05-24T00:00:00Z,2609641.061984
2021-05-23T00:00:00Z,2229499.25067985
2021-05-22T00:00:00Z,2362450.72101238
2021-05-21T00:00:00Z,2195102.05851989
2021-05-20T00:00:00Z,2851378.7106599
2021-05-19T00:00:00Z,3027641.23667315
2021-05-18T00:00:00Z,1868190.42914086
2021-05-17T00:00:00Z,2586797.25157981
2021-05-16T00:00:00Z,1827124.96279786
2021-05-15T00:00:00Z,1921392.3974418
2021-05-14T00:00:00Z,2291007.16895331
2021-05-13T00:00:00Z,2501515.66789066
2021-05-12T00:00:00Z,1557037.24874734
2021-05-11T00:00:00Z,1204245.6132923
2021-05-10T00:00:00Z,1412938.21593858
2021-05-09T00:00:00Z,1085854.5436084
2021-05-08T00:00:00Z,1376206.47359177
2021-05-07T00:00:00Z,1939532.49247935
2021-05-06T00:00:00Z,1808121.70153805
2021-05-05T00:00:00Z,1828483.7352063
2021-05-04T00:00:00Z,2280393.89853153
2021-05-03T00:00:00Z,2159426.64484358
2021-05-02T00:00:00Z,1491039.46294916
2021-05-01T00:00:00Z,1608216.14206638
2021-04-30T00:00:00Z,2290184.0384182
2021-04-29T00:00:00Z,2112772.2320898
2021-04-28T00:00:00Z,2004806.62410264
2021-04-27T00:00:00Z,2287783.50183064
2021-04-26T00:00:00Z,2152856.15694044
2021-04-25T00:00:00Z,1636338.65830335
2021-04-24T00:00:00Z,1600433.84758099
2021-04-23T00:00:00Z,2184034.42275717
2021-04-22T00:00:00Z,2188624.32577659
2021-04-21T00:00:00Z,1930018.13914883
2021-04-20T00:00:00Z,1868673.94363375
2021-04-19T00:00:00Z,1279177.1326072
2021-04-18T00:00:00Z,1654977.75414923
2021-04-17T00:00:00Z,1141159.34152712
2021-04-16T00:00:00Z,1837526.8283933
2021-04-15T00:00:00Z,1846112.36370918
2021-04-14T00:00:00Z,1824630.80773387
2021-04-13T00:00:00Z,1909935.7429752
2021-04-12T00:00:00Z,1676384.92833857
2021-04-11T00:00:00Z,1369041.58386627
2021-04-10T00:00:00Z,1539974.59234252
2021-04-09T00:00:00Z,1594654.28005042
2021-04-08T00:00:00Z,1501301.25934969
2021-04-07T00:00:00Z,1700505.65713489
2021-04-06T00:00:00Z,2112036.20007703
2021-04-05T00:00:00Z,1751341.99025994
2021-04-04T00:00:00Z,1157510.27226973
2021-04-03T00:00:00Z,1342283.14890557
2021-04-02T00:00:00Z,1384300.13919514
2021-04-01T00:00:00Z,1366249.11312796
2021-03-31T00:00:00Z,1362855.27356598
2021-03-30T00:00:00Z,1497481.89494842
2021-03-29T00:00:00Z,1607446.48553411
2021-03-28T00:00:00Z,920877.73105377
2021-03-27T00:00:00Z,1233262.52371872
2021-03-26T00:00:00Z,1455092.77062508
2021-03-25T00:00:00Z,1713730.82089944
2021-03-24T00:00:00Z,1641312.4597564
2021-03-23T00:00:00Z,1819031.50290483
2021-03-22T00:00:00Z,1302084.64502937
2021-03-21T00:00:00Z,1110294.24758756
2021-03-20T00:00:00Z,1140145.721686
2021-03-19T00:00:00Z,1228253.3596089
2021-03-18T00:00:00Z,1304705.23734029
2021-03-17T00:00:00Z,1459099.36478914
2021-03-16T00:00:00Z,1461380.1213615
2021-03-15T00:00:00Z,1303787.96319939
2021-03-14T00:00:00Z,1309723.7520076
2021-03-13T00:00:00Z,1197874.87680762
2021-03-12T00:00:00Z,1403056.73440447
2021-03-11T00:00:00Z,1685459.52545591
2021-03-10T00:00:00Z,1706292.19668918
2021-03-09T00:00:00Z,1949884.7468854
2021-03-08T00:00:00Z,1959195.94020411
2021-03-07T00:00:00Z,2130258.44424489
2021-03-06T00:00:00Z,1531977.69228186
2021-03-05T00:00:00Z,1778793.51206823
2021-03-04T00:00:00Z,1517828.37086831
2021-03-03T00:00:00Z,1874605.60544789
2021-03-02T00:00:00Z,1887704.64036063
2021-03-01T00:00:00Z,1783462.54267851
2021-02-28T00:00:00Z,1731709.6947394
2021-02-27T00:00:00Z,1676587.28470278
2021-02-26T00:00:00Z,2068238.91309158
2021-02-25T00:00:00Z,2312455.17429803
2021-02-24T00:00:00Z,2120425.37837126
2021-02-23T00:00:00Z,2172701.19485795
2021-02-22T00:00:00Z,1990410.15576502
2021-02-21T00:00:00Z,1783690.42098865
2021-02-20T00:00:00Z,2194547.4743627
2021-02-19T00:00:00Z,2365036.53494664
2021-02-18T00:00:00Z,2202062.45457702
2021-02-17T00:00:00Z,2076832.4105088
2021-02-16T00:00:00Z,2514552.74726783
2021-02-15T00:00:00Z,2373818.91007679
2021-02-14T00:00:00Z,1885303.96402911
2021-02-13T00:00:00Z,1523512.56782086
2021-02-12T00:00:00Z,2142661.29863184
2021-02-11T00:00:00Z,2380916.30756382
2021-02-10T00:00:00Z,2161828.39939698
2021-02-09T00:00:00Z,3399566.49151245
2021-02-08T00:00:00Z,2262646.38428811
2021-02-07T00:00:00Z,2047402.49246048
2021-02-06T00:00:00Z,2155855.10147995
2021-02-05T00:00:00Z,1958817.92555187
2021-02-04T00:00:00Z,2180219.34582624
2021-02-03T00:00:00Z,2064208.15766941
2021-02-02T00:00:00Z,1977006.97671134
2021-02-01T00:00:00Z,1872608.29883154
2021-01-31T00:00:00Z,1990351.57559037
2021-01-30T00:00:00Z,1956342.88673191
2021-01-29T00:00:00Z,2492333.10075867
2021-01-28T00:00:00Z,2180751.98765727
2021-01-27T00:00:00Z,1994471.66738792
2021-01-26T00:00:00Z,1702877.79136546
2021-01-25T00:00:00Z,2312677.77202947
2021-01-24T00:00:00Z,1514830.60104268
2021-01-23T00:00:00Z,1635305.43349768
2021-01-22T00:00:00Z,2000243.06716474
2021-01-21T00:00:00Z,2209208.05189971
2021-01-20T00:00:00Z,2020326.91327964
2021-01-19T00:00:00Z,2110822.08320278
2021-01-18T00:00:00Z,1787998.32597456
2021-01-17T00:00:00Z,1425228.21382005
2021-01-16T00:00:00Z,1698118.18445316
2021-01-15T00:00:00Z,1734810.7151358
2021-01-14T00:00:00Z,1934041.80756031
2021-01-13T00:00:00Z,1780918.54207497
2021-01-12T00:00:00Z,2209804.26344539
2021-01-11T00:00:00Z,2437705.43740481
2021-01-10T00:00:00Z,1801567.53478173
2021-01-09T00:00:00Z,1923259.80876992
2021-01-08T00:00:00Z,2517980.29714901
2021-01-07T00:00:00Z,2750112.19825984
2021-01-06T00:00:00Z,2130336.48965253
2021-01-05T00:00:00Z,2208932.9560795
2021-01-04T00:00:00Z,1921440.27085304
2021-01-03T00:00:00Z,2210817.78196645
2021-01-02T00:00:00Z,2163509.54427963
2021-01-01T00:00:00Z,1602464.96408335
2020-12-31T00:00:00Z,1944399.51175779
2020-12-30T00:00:00Z,1742425.84696256
2020-12-29T00:00:00Z,1844996.88187504
2020-12-28T00:00:00Z,1979852.00748761
2020-12-27T00:00:00Z,2513689.6981455
2020-12-26T00:00:00Z,2012681.02243712
2020-12-25T00:00:00Z,2042574.79020042
2020-12-24T00:00:00Z,2114374.95883762
2020-12-23T00:00:00Z,2005041.95668027
2020-12-22T00:00:00Z,2039901.33454716
2020-12-21T00:00:00Z,1742727.76427692
2020-12-20T00:00:00Z,1322096.16939749
2020-12-19T00:00:00Z,1664138.54965242
2020-12-18T00:00:00Z,2434950.22525351
2020-12-17T00:00:00Z,2502305.581022
2020-12-16T00:00:00Z,2708703.84909077
2020-12-15T00:00:00Z,2159440.23970635
2020-12-14T00:00:00Z,2075124.23144518
2020-12-13T00:00:00Z,1657141.08657806
2020-12-12T00:00:00Z,1419135.2900236
2020-12-11T00:00:00Z,1420906.72562182
2020-12-10T00:00:00Z,1965115.29872962
2020-12-09T00:00:00Z,1966318.21022202
2020-12-08T00:00:00Z,1618120.96172728
2020-12-07T00:00:00Z,1553241.40455358
2020-12-06T00:00:00Z,1331492.13785848
2020-12-05T00:00:00Z,1524230.22728223
2020-12-04T00:00:00Z,1903652.52786803
2020-12-03T00:00:00Z,1521652.57004944
2020-12-02T00:00:00Z,1675286.55718554
2020-12-01T00:00:00Z,2098864.42850398
2020-11-30T00:00:00Z,2253543.47352653
2020-11-29T00:00:00Z,1275059.95808893
2020-11-28T00:00:00Z,1296776.09867974
2020-11-27T00:00:00Z,1856794.93600391
2020-11-26T00:00:00Z,2283294.53910144
2020-11-25T00:00:00Z,2211855.99578493
2020-11-24T00:00:00Z,2345728.30818577
2020-11-23T00:00:00Z,2245729.27844905
2020-11-22T00:00:00Z,1907215.05976335
2020-11-21T00:00:00Z,1906104.25068406
2020-11-20T00:00:00Z,2458955.91377876
2020-11-19T00:00:00Z,2377603.50183618
2020-11-18T00:00:00Z,2929103.22157044
2020-11-17T00:00:00Z,3029830.26961254
2020-11-16T00:00:00Z,3617303.61815348
2020-11-15T00:00:00Z,1598008.1851285
2020-11-14T00:00:00Z,1901731.44249596
2020-11-13T00:00:00Z,1577836.72245235
2020-11-12T00:00:00Z,1960289.44860764
2020-11-11T00:00:00Z,2062626.9181444
2020-11-10T00:00:00Z,2159346.85155513
2020-11-09T00:00:00Z,2142752.9736353
2020-11-08T00:00:00Z,1498369.03285765
2020-11-07T00:00:00Z,1611560.31960526
2020-11-06T00:00:00Z,3088477.60559163
2020-11-05T00:00:00Z,3124946.62115828
2020-11-04T00:00:00Z,2043407.77829274
2020-11-03T00:00:00Z,3209313.03822833
2020-11-02T00:00:00Z,2565769.91853416
2020-11-01T00:00:00Z,2134802.23839192
2020-10-31T00:00:00Z,1691731.28737185
2020-10-30T00:00:00Z,2350030.71632103
2020-10-29T00:00:00Z,2436560.12825399
2020-10-28T00:00:00Z,2661441.38105428
2020-10-27T00:00:00Z,2503067.82873047
2020-10-26T00:00:00Z,2834143.55203435
2020-10-25T00:00:00Z,1638176.76215005
2020-10-24T00:00:00Z,1859346.14121019
2020-10-23T00:00:00Z,2740439.71807098
2020-10-22T00:00:00Z,4038276.66827179
2020-10-21T00:00:00Z,3811741.70369041
2020-10-20T00:00:00Z,4198402.32914024
2020-10-19T00:00:00Z,3410843.53234348
2020-10-18T00:00:00Z,2126678.32510345
2020-10-17T00:00:00Z,2422299.65912214
2020-10-16T00:00:00Z,2358014.04345771
2020-10-15T00:00:00Z,2629722.46341821
2020-10-14T00:00:00Z,2397824.32061104
2020-10-13T00:00:00Z,2283590.13620441
2020-10-12T00:00:00Z,2171409.70506416
2020-10-11T00:00:00Z,2132861.74518573
2020-10-10T00:00:00Z,1864967.70791062
2020-10-09T00:00:00Z,2758061.4342304
2020-10-08T00:00:00Z,2021703.52154939
2020-10-07T00:00:00Z,2109738.12559085
2020-10-06T00:00:00Z,2175490.17299154
2020-10-05T00:00:00Z,2041171.81004847
2020-10-04T00:00:00Z,1875636.10353246
2020-10-03T00:00:00Z,2173305.99632411
2020-10-02T00:00:00Z,2707776.79860212
2020-10-01T00:00:00Z,1976891.50749241
2020-09-30T00:00:00Z,2387277.74331636
2020-09-29T00:00:00Z,2585680.6933117
2020-09-28T00:00:00Z,2292882.27512858
2020-09-27T00:00:00Z,2071323.32726125
2020-09-26T00:00:00Z,2384791.68595787
2020-09-25T00:00:00Z,2837170.26306938
2020-09-24T00:00:00Z,2408350.31959909
2020-09-23T00:00:00Z,2652005.82141334
2020-09-22T00:00:00Z,2781218.82103665
2020-09-21T00:00:00Z,3455139.1342803
2020-09-20T00:00:00Z,2359121.06856672
2020-09-19T00:00:00Z,2860008.62140084
2020-09-18T00:00:00Z,3786073.56592501
2020-09-17T00:00:00Z,4142404.16770482
2020-09-16T00:00:00Z,3049670.22293587
2020-09-15T00:00:00Z,2859086.91549292
2020-09-14T00:00:00Z,2761266.30361028
2020-09-13T00:00:00Z,2619076.58712802
2020-09-12T00:00:00Z,2592674.23187772
2020-09-11T00:00:00Z,3129422.36296769
2020-09-10T00:00:00Z,3492332.73699437
2020-09-09T00:00:00Z,3187784.37925791
2020-09-08T00:00:00Z,2702185.18971652
2020-09-07T00:00:00Z,2984834.15007975
2020-09-06T00:00:00Z,2293755.15252783
2020-09-05T00:00:00Z,2427663.99739837
2020-09-04T00:00:00Z,2653965.34890926
2020-09-03T00:00:00Z,2740667.67953415
2020-09-02T00:00:00Z,2305429.28738087
2020-09-01T00:00:00Z,2652482.33838986
2020-08-31T00:00:00Z,2696987.97345544
2020-08-30T00:00:00Z,1752513.95452741
