Datetime,Exchange Netflow (Total)
2026-04-09T00:00:00Z,873250.354749
2026-04-08T00:00:00Z,-253432676.16505376
2026-04-07T00:00:00Z,-661144718.5926379
2026-04-06T00:00:00Z,-302809868.18536067
2026-04-05T00:00:00Z,-24775771.49482058
2026-04-04T00:00:00Z,-8240810.86159743
2026-04-03T00:00:00Z,-231596372.0467788
2026-04-02T00:00:00Z,10962957.86877409
2026-04-01T00:00:00Z,-197022168.337767
2026-03-31T00:00:00Z,-88008607.95446098
2026-03-30T00:00:00Z,-176737683.35256934
2026-03-29T00:00:00Z,9272478.07576734
2026-03-28T00:00:00Z,-3457969.24499561
2026-03-27T00:00:00Z,92181144.70238186
2026-03-26T00:00:00Z,-131554879.04709098
2026-03-25T00:00:00Z,-158880870.69565523
2026-03-24T00:00:00Z,-278699901.73707247
2026-03-23T00:00:00Z,-64993767.55314893
2026-03-22T00:00:00Z,-89382778.61309779
2026-03-21T00:00:00Z,18989537.33919323
2026-03-20T00:00:00Z,165954529.41056573
2026-03-19T00:00:00Z,61533315.30069391
2026-03-18T00:00:00Z,900870156.3517132
2026-03-17T00:00:00Z,-1551422055.63023
2026-03-16T00:00:00Z,-216925659.61704665
2026-03-15T00:00:00Z,4292469.65817948
2026-03-14T00:00:00Z,-44975302.36711454
2026-03-13T00:00:00Z,-181722251.87651834
2026-03-12T00:00:00Z,2433501.22435061
2026-03-11T00:00:00Z,-177773466.4125463
2026-03-10T00:00:00Z,-150468942.42204735
2026-03-09T00:00:00Z,-296910549.8650515
2026-03-08T00:00:00Z,18587576.19350681
2026-03-07T00:00:00Z,83395709.40794797
2026-03-06T00:00:00Z,40224966.44133453
2026-03-05T00:00:00Z,412802215.8581727
2026-03-04T00:00:00Z,28219212.16108586
2026-03-03T00:00:00Z,-106219942.38862577
2026-03-02T00:00:00Z,-49477060.27956133
2026-03-01T00:00:00Z,10965154.75167645
2026-02-28T00:00:00Z,178460493.00409728
2026-02-27T00:00:00Z,39000295.26845477
2026-02-26T00:00:00Z,79440124.42024314
2026-02-25T00:00:00Z,-163623108.7407387
2026-02-24T00:00:00Z,-218036797.66880983
2026-02-23T00:00:00Z,276447135.7671728
2026-02-22T00:00:00Z,-106827689.11861797
2026-02-21T00:00:00Z,-147534418.8235496
2026-02-20T00:00:00Z,933205807.0425124
2026-02-19T00:00:00Z,-359393282.458532
2026-02-18T00:00:00Z,-103637824.00024062
2026-02-17T00:00:00Z,-316430060.04897684
2026-02-16T00:00:00Z,-129508260.25973561
2026-02-15T00:00:00Z,53192746.75350922
2026-02-14T00:00:00Z,-61524475.71239237
2026-02-13T00:00:00Z,-282303183.80013466
2026-02-12T00:00:00Z,-746949809.1958736
2026-02-11T00:00:00Z,18326614.79327583
2026-02-10T00:00:00Z,132598470.12080643
2026-02-09T00:00:00Z,-209456250.80285627
2026-02-08T00:00:00Z,86798597.76565433
2026-02-07T00:00:00Z,261691717.21555868
2026-02-06T00:00:00Z,1657728270.075987
2026-02-05T00:00:00Z,452806789.8777709
2026-02-04T00:00:00Z,185205132.93028173
2026-02-03T00:00:00Z,858491838.2047225
2026-02-02T00:00:00Z,122190767.92135155
2026-02-01T00:00:00Z,180209240.83309832
2026-01-31T00:00:00Z,196626612.63629258
2026-01-30T00:00:00Z,231426626.06549644
2026-01-29T00:00:00Z,177427171.20125392
2026-01-28T00:00:00Z,-106413949.93860307
2026-01-27T00:00:00Z,-194306517.51700994
2026-01-26T00:00:00Z,38265046.30795966
2026-01-25T00:00:00Z,-40744915.32792187
2026-01-24T00:00:00Z,-3901363.74130855
2026-01-23T00:00:00Z,-41460056.32798727
2026-01-22T00:00:00Z,-40216818.28735804
2026-01-21T00:00:00Z,-175432837.6683488
2026-01-20T00:00:00Z,1410280318.3490217
2026-01-19T00:00:00Z,-48152766.88685413
2026-01-18T00:00:00Z,28748024.30241362
2026-01-17T00:00:00Z,-125798287.27775249
2026-01-16T00:00:00Z,-88632570.34467323
2026-01-15T00:00:00Z,442474576.99466974
2026-01-14T00:00:00Z,-104250261.1944581
2026-01-13T00:00:00Z,-79939412.84283726
2026-01-12T00:00:00Z,-127500432.10876808
2026-01-11T00:00:00Z,-28593758.57048336
2026-01-10T00:00:00Z,-160963554.4167613
2026-01-09T00:00:00Z,480589409.7808778
2026-01-08T00:00:00Z,762568693.2670774
2026-01-07T00:00:00Z,36016023.48554021
2026-01-06T00:00:00Z,82569907.64778855
2026-01-05T00:00:00Z,-48536458.78654954
2026-01-04T00:00:00Z,-93668757.41548152
2026-01-03T00:00:00Z,-329871504.85415673
2026-01-02T00:00:00Z,-239201545.97676247
2026-01-01T00:00:00Z,-71030266.64314327
2025-12-31T00:00:00Z,-86991241.14115831
2025-12-30T00:00:00Z,1251444763.2127693
2025-12-29T00:00:00Z,-112505646.34946473
2025-12-28T00:00:00Z,-31160748.06983192
2025-12-27T00:00:00Z,-14074807.40714693
2025-12-26T00:00:00Z,-209059520.8853265
2025-12-25T00:00:00Z,-50432694.33258574
2025-12-24T00:00:00Z,-254138360.85618126
2025-12-23T00:00:00Z,-172104067.19367746
2025-12-22T00:00:00Z,-93944145.123419
2025-12-21T00:00:00Z,-133339286.1227028
2025-12-20T00:00:00Z,-207273574.5322795
2025-12-19T00:00:00Z,-395502683.86134505
2025-12-18T00:00:00Z,108940569.38373324
2025-12-17T00:00:00Z,-220883530.32809648
2025-12-16T00:00:00Z,98366405.45086014
2025-12-15T00:00:00Z,49266116.27495349
2025-12-14T00:00:00Z,-176850735.69965667
2025-12-13T00:00:00Z,-37924792.55671249
2025-12-12T00:00:00Z,1350033.27307402
2025-12-11T00:00:00Z,-46047224.25453887
2025-12-10T00:00:00Z,73786000.14176422
2025-12-09T00:00:00Z,-197529041.7331098
2025-12-08T00:00:00Z,1005707998.5849366
2025-12-07T00:00:00Z,50644809.73286012
2025-12-06T00:00:00Z,369432826.8181206
2025-12-05T00:00:00Z,-59944108.15422987
2025-12-04T00:00:00Z,-251532365.74718904
2025-12-03T00:00:00Z,-272745570.3095939
2025-12-02T00:00:00Z,658128073.6231296
2025-12-01T00:00:00Z,-181749506.20388737
2025-11-30T00:00:00Z,-92531326.35491519
2025-11-29T00:00:00Z,-2456520.9663574
2025-11-28T00:00:00Z,632269411.7346107
2025-11-27T00:00:00Z,-126821298.3692118
2025-11-26T00:00:00Z,-664123120.69185
2025-11-25T00:00:00Z,-150688089.13240153
2025-11-24T00:00:00Z,-63868235.71340072
2025-11-23T00:00:00Z,131156342.83511624
2025-11-22T00:00:00Z,-115367310.26716231
2025-11-21T00:00:00Z,50144969.80317645
2025-11-20T00:00:00Z,-104554412.12056486
2025-11-19T00:00:00Z,-126252741.2361522
2025-11-18T00:00:00Z,-310531920.71519816
2025-11-17T00:00:00Z,-206846971.64840034
2025-11-16T00:00:00Z,1521760506.2053003
2025-11-15T00:00:00Z,102312976.3430751
2025-11-14T00:00:00Z,125384697.51488559
2025-11-13T00:00:00Z,-235588004.3351134
2025-11-12T00:00:00Z,-10124259.41086392
2025-11-11T00:00:00Z,-158430507.6329556
2025-11-10T00:00:00Z,-375640130.71709126
2025-11-09T00:00:00Z,-97717898.36136042
2025-11-08T00:00:00Z,-95189534.41006278
2025-11-07T00:00:00Z,-349557667.13023746
2025-11-06T00:00:00Z,-74680909.76512654
2025-11-05T00:00:00Z,18277265.09033224
2025-11-04T00:00:00Z,234134546.42316622
2025-11-03T00:00:00Z,186705232.95317551
2025-11-02T00:00:00Z,-80240278.40637472
2025-11-01T00:00:00Z,-39948761.90305563
2025-10-31T00:00:00Z,-306168287.00156605
2025-10-30T00:00:00Z,234365135.36882687
2025-10-29T00:00:00Z,-102761303.62692069
2025-10-28T00:00:00Z,-165177294.92018557
2025-10-27T00:00:00Z,-532046991.9458707
2025-10-26T00:00:00Z,-152999150.30249852
2025-10-25T00:00:00Z,-61914175.95755674
2025-10-24T00:00:00Z,-365996836.8025563
2025-10-23T00:00:00Z,-309767209.8773094
2025-10-22T00:00:00Z,1115892859.2689161
2025-10-21T00:00:00Z,-327983541.0634538
2025-10-20T00:00:00Z,-213539643.76462415
2025-10-19T00:00:00Z,-199167927.3944345
2025-10-18T00:00:00Z,-26599027.67742033
2025-10-17T00:00:00Z,121743151.91553405
2025-10-16T00:00:00Z,-148942980.823762
2025-10-15T00:00:00Z,-123875550.00609739
2025-10-14T00:00:00Z,145168224.15773425
2025-10-13T00:00:00Z,-292054544.0717106
2025-10-12T00:00:00Z,58112943.42304052
2025-10-11T00:00:00Z,663457053.628841
2025-10-10T00:00:00Z,661618714.5156578
2025-10-09T00:00:00Z,1159376676.2209184
2025-10-08T00:00:00Z,58702712.0390759
2025-10-07T00:00:00Z,-40042126.05774345
2025-10-06T00:00:00Z,-187305414.83736515
2025-10-05T00:00:00Z,-29131805.3052455
2025-10-04T00:00:00Z,-25784089.12041742
2025-10-03T00:00:00Z,-80788506.0895203
2025-10-02T00:00:00Z,-80635214.71051814
2025-10-01T00:00:00Z,-375321293.7818348
2025-09-30T00:00:00Z,-189889401.9189344
2025-09-29T00:00:00Z,-246564918.136649
2025-09-28T00:00:00Z,54442566.57957551
2025-09-27T00:00:00Z,-109345912.73508818
2025-09-26T00:00:00Z,36597929.17162172
2025-09-25T00:00:00Z,115969460.5626255
2025-09-24T00:00:00Z,-83661731.11280546
2025-09-23T00:00:00Z,-32064510.17811108
2025-09-22T00:00:00Z,331900026.5978085
2025-09-21T00:00:00Z,57109595.77293
2025-09-20T00:00:00Z,-162195775.8723915
2025-09-19T00:00:00Z,-307808187.9987384
2025-09-18T00:00:00Z,-198823004.9467804
2025-09-17T00:00:00Z,-159668338.54026365
2025-09-16T00:00:00Z,-1168462564.8172784
2025-09-15T00:00:00Z,91706335.47215301
2025-09-14T00:00:00Z,-39318853.26312653
2025-09-13T00:00:00Z,-374039811.86376953
2025-09-12T00:00:00Z,-205780658.07394516
2025-09-11T00:00:00Z,-352517702.0345469
2025-09-10T00:00:00Z,-273245623.2952856
2025-09-09T00:00:00Z,-61531441.97695812
2025-09-08T00:00:00Z,-286533422.00980365
2025-09-07T00:00:00Z,-136249697.3268276
2025-09-06T00:00:00Z,-83502359.73461185
2025-09-05T00:00:00Z,-230742824.52124265
2025-09-04T00:00:00Z,-2156117086.1229115
2025-09-03T00:00:00Z,-271342268.67917466
2025-09-02T00:00:00Z,1079949397.4142354
2025-09-01T00:00:00Z,29004313.52362792
2025-08-31T00:00:00Z,-95199904.96449625
2025-08-30T00:00:00Z,-42220084.0055086
2025-08-29T00:00:00Z,-212592264.643382
2025-08-28T00:00:00Z,-1240640441.7360175
2025-08-27T00:00:00Z,-295972814.37601393
2025-08-26T00:00:00Z,-49218929.07051547
2025-08-25T00:00:00Z,18296485.41291715
2025-08-24T00:00:00Z,-65660652.04658064
2025-08-23T00:00:00Z,-120395660.08163947
2025-08-22T00:00:00Z,-12787924.02390555
2025-08-21T00:00:00Z,-210543702.30912602
2025-08-20T00:00:00Z,-54219207.96323895
2025-08-19T00:00:00Z,-71844650.1157823
2025-08-18T00:00:00Z,215080646.27767152
2025-08-17T00:00:00Z,26187231.86251359
2025-08-16T00:00:00Z,201106563.37670606
2025-08-15T00:00:00Z,504627321.513034
2025-08-14T00:00:00Z,68326353.79233643
2025-08-13T00:00:00Z,-115483643.97558287
2025-08-12T00:00:00Z,-193587780.09938264
2025-08-11T00:00:00Z,-345356195.50663453
2025-08-10T00:00:00Z,-123589779.43652761
2025-08-09T00:00:00Z,-225727360.86657882
2025-08-08T00:00:00Z,-198215884.1821441
