asset,response,lag_sessions,coefficient_per_flow_bps,se_hac,pvalue_hac,pointwise_ci_low,pointwise_ci_high,simultaneous_ci_low,simultaneous_ci_high,bootstrap_reps,block_length,design_condition_number,durbin_watson,jarque_bera_pvalue,breusch_pagan_pvalue,n,sample_start,sample_end,method
BTC,realized_volatility_20,5,0.000883665685165097,0.0039429652883201,0.822670185210816,-0.0068444042722339,0.00861173564256409,-0.00954577287362403,0.0113131042439542,2000,10,4.13284949061696,0.0528183913312883,4.50773262239682e-10,0.981768889823027,548,2024-02-02,2026-04-10,simultaneous distributed-lag OLS with HAC and moving-block max-t bands
ETH,return,0,0.00363993073721843,0.000769252757899891,2.22565364508944e-06,0.00213222303672654,0.00514763843771033,0.00134082332280199,0.00593903815163487,2000,10,6.39957842658556,2.22014159910757,3.2975952747599e-40,0.763186510291949,426,2024-07-30,2026-04-10,simultaneous distributed-lag OLS with HAC and moving-block max-t bands
ETH,return,1,-0.000471296049125601,0.000789111289088218,0.550341046674113,-0.00201792575553248,0.00107533365728128,-0.00271033314229021,0.00176774104403901,2000,10,6.39957842658556,2.22014159910757,3.2975952747599e-40,0.763186510291949,426,2024-07-30,2026-04-10,simultaneous distributed-lag OLS with HAC and moving-block max-t bands
ETH,return,2,-0.000597960796800957,0.000747449639738324,0.423709956125154,-0.00206293517094551,0.000867013577343596,-0.00264173518792509,0.00144581359432317,2000,10,6.39957842658556,2.22014159910757,3.2975952747599e-40,0.763186510291949,426,2024-07-30,2026-04-10,simultaneous distributed-lag OLS with HAC and moving-block max-t bands
ETH,return,3,-0.000290334839021135,0.000776484543469201,0.708471752156291,-0.0018122165787728,0.00123154690073053,-0.00259534604608444,0.00201467636804216,2000,10,6.39957842658556,2.22014159910757,3.2975952747599e-40,0.763186510291949,426,2024-07-30,2026-04-10,simultaneous distributed-lag OLS with HAC and moving-block max-t bands
ETH,return,4,0.000126478802909663,0.000890934890899113,0.887110106409793,-0.00161972149582272,0.00187267910164205,-0.00235585691188893,0.00260881451770826,2000,10,6.39957842658556,2.22014159910757,3.2975952747599e-40,0.763186510291949,426,2024-07-30,2026-04-10,simultaneous distributed-lag OLS with HAC and moving-block max-t bands
ETH,return,5,-0.000522930014546981,0.000700013560901595,0.455046414364694,-0.00189493138260374,0.000849071353509781,-0.00251768004582786,0.0014718200167339,2000,10,6.39957842658556,2.22014159910757,3.2975952747599e-40,0.763186510291949,426,2024-07-30,2026-04-10,simultaneous distributed-lag OLS with HAC and moving-block max-t bands
ETH,realized_volatility_20,0,-0.00266627850660151,0.00206156867213087,0.195898643451421,-0.00670687885563407,0.00137432184243105,-0.00880754445064014,0.00347498743743713,2000,10,6.39957842658556,0.109638613845897,4.47886630990729e-06,0.430115203131569,426,2024-07-30,2026-04-10,simultaneous distributed-lag OLS with HAC and moving-block max-t bands
ETH,realized_volatility_20,1,-0.00110543601380398,0.00145394381426869,0.447074241234775,-0.0039551135253154,0.00174424149770744,-0.00509371994026506,0.00288284791265711,2000,10,6.39957842658556,0.109638613845897,4.47886630990729e-06,0.430115203131569,426,2024-07-30,2026-04-10,simultaneous distributed-lag OLS with HAC and moving-block max-t bands
ETH,realized_volatility_20,2,-0.00104864149890222,0.00152684265387738,0.492206307890556,-0.00404119811056144,0.001943915112757,-0.00533504668598234,0.00323776368817791,2000,10,6.39957842658556,0.109638613845897,4.47886630990729e-06,0.430115203131569,426,2024-07-30,2026-04-10,simultaneous distributed-lag OLS with HAC and moving-block max-t bands
ETH,realized_volatility_20,3,-0.00141834535336182,0.00146797111782318,0.333946955445435,-0.00429551587464025,0.00145882516791662,-0.00528022116412935,0.00244353045740572,2000,10,6.39957842658556,0.109638613845897,4.47886630990729e-06,0.430115203131569,426,2024-07-30,2026-04-10,simultaneous distributed-lag OLS with HAC and moving-block max-t bands
ETH,realized_volatility_20,4,-0.000985676299181927,0.00146005812144045,0.499616122968546,-0.00384733763254042,0.00187598503417657,-0.00473276995971669,0.00276141736135283,2000,10,6.39957842658556,0.109638613845897,4.47886630990729e-06,0.430115203131569,426,2024-07-30,2026-04-10,simultaneous distributed-lag OLS with HAC and moving-block max-t bands
ETH,realized_volatility_20,5,-0.00326668039523256,0.00205924615202887,0.112660457574572,-0.00730272868851184,0.000769367898046712,-0.00933770457400623,0.0028043437835411,2000,10,6.39957842658556,0.109638613845897,4.47886630990729e-06,0.430115203131569,426,2024-07-30,2026-04-10,simultaneous distributed-lag OLS with HAC and moving-block max-t bands
