report_date,available_date,asset,contract_name,open_interest,dealer_net_share_oi,asset_manager_net_share_oi,leveraged_money_net_share_oi,same_week_log_return
2022-07-19,2022-07-22,BTC,CME Bitcoin,14512,-0.140986769570011,0.347023153252481,-0.378721058434399,0.191990843197519
2022-07-26,2022-07-29,BTC,CME Bitcoin,14957,-0.141271645383433,0.363843016647723,-0.309554054957545,-0.0958653213617104
2022-08-02,2022-08-05,BTC,CME Bitcoin,12849,-0.160245933535684,0.476690793057826,-0.378317378784341,0.078359330672388
2022-08-09,2022-08-12,BTC,CME Bitcoin,12510,-0.146362909672262,0.497042366107114,-0.361870503597122,0.00712478359809054
2022-08-16,2022-08-19,BTC,CME Bitcoin,12423,-0.137325927714723,0.494727521532641,-0.370039442968687,0.0299842356362916
2022-08-23,2022-08-26,BTC,CME Bitcoin,13302,-0.143512253796422,0.392722898812209,-0.353179972936401,-0.102784720475702
2022-08-30,2022-09-02,BTC,CME Bitcoin,14440,-0.129847645429363,0.305609418282548,-0.275623268698061,-0.083099544539678
2022-09-06,2022-09-09,BTC,CME Bitcoin,15337,-0.124535437178066,0.228401903892547,-0.230423159679207,-0.0529140600036264
2022-09-13,2022-09-16,BTC,CME Bitcoin,13089,-0.157536863014745,0.325387730155092,-0.276950110780044,0.0710653327912443
2022-09-20,2022-09-23,BTC,CME Bitcoin,13880,-0.172478386167147,0.292291066282421,-0.277449567723343,-0.0665412776592955
2022-09-27,2022-09-30,BTC,CME Bitcoin,14271,-0.173008198444398,0.316375867143157,-0.314624062784668,0.0108047928660238
2022-10-04,2022-10-07,BTC,CME Bitcoin,14230,-0.166057624736472,0.345115952213633,-0.386015460295151,0.0640235887915637
2022-10-11,2022-10-14,BTC,CME Bitcoin,15756,-0.146420411271896,0.28027418126428,-0.282432089362782,-0.0652160571785814
2022-10-18,2022-10-21,BTC,CME Bitcoin,14228,-0.16235591790835,0.339752600506044,-0.360416080967107,0.0142093114580799
2022-10-25,2022-10-28,BTC,CME Bitcoin,14854,-0.140904806786051,0.367712400700148,-0.292850410663794,0.0382480430624721
2022-11-01,2022-11-04,BTC,CME Bitcoin,12183,-0.183124025281129,0.43954690962817,-0.292949191496347,0.0194682328010671
2022-11-08,2022-11-11,BTC,CME Bitcoin,14439,-0.167324606967241,0.334579957060738,-0.210540896183946,-0.0982174463186549
2022-11-15,2022-11-18,BTC,CME Bitcoin,17901,-0.122507122507123,0.239651416122004,-0.205966147142618,-0.0937222706019778
2022-11-22,2022-11-25,BTC,CME Bitcoin,18354,-0.1458537648469,0.225400457665904,-0.159583741963605,-0.0405168295171947
2022-11-29,2022-12-02,BTC,CME Bitcoin,16832,-0.16777566539924,0.251722908745247,-0.223621673003802,0.0130354075499959
2022-12-06,2022-12-09,BTC,CME Bitcoin,15769,-0.187646648487539,0.318663199949268,-0.222588623248145,0.0383719082846774
2022-12-13,2022-12-16,BTC,CME Bitcoin,13989,-0.242261777110587,0.392236757452284,-0.107298591750661,0.0393815826028341
2022-12-20,2022-12-23,BTC,CME Bitcoin,14563,-0.239099086726636,0.35233125042917,-0.118794204490833,-0.0505294282565725
2022-12-27,2022-12-30,BTC,CME Bitcoin,16028,-0.211317694035438,0.310207137509359,-0.119915148490142,-0.0112549734336227
2023-01-03,2023-01-06,BTC,CME Bitcoin,14530,-0.230075705437027,0.33331039229181,-0.082381280110117,-0.0017909451912157
2023-01-10,2023-01-13,BTC,CME Bitcoin,14891,-0.219595728963804,0.358068632059633,-0.0936807467597878,0.04486172831818
2023-01-17,2023-01-20,BTC,CME Bitcoin,15885,-0.215234497954045,0.423103556814605,-0.0754800125904942,0.192341360935771
2023-01-24,2023-01-27,BTC,CME Bitcoin,17390,-0.232432432432432,0.437492811960897,-0.117136285221392,0.0678329610801125
2023-01-31,2023-02-03,BTC,CME Bitcoin,17542,-0.313818264736062,0.461235891004446,-0.0865351727283092,0.0217435809824007
2023-02-07,2023-02-10,BTC,CME Bitcoin,16843,-0.327970076589681,0.456747610283204,-0.0840705337528944,0.00479084830593912
2023-02-14,2023-02-17,BTC,CME Bitcoin,15158,-0.32603245810793,0.469389101464573,-0.128776883493865,-0.0455843405706435
2023-02-21,2023-02-24,BTC,CME Bitcoin,16501,-0.302830131507181,0.444579116417187,-0.108538876431731,0.0965564346853771
2023-02-28,2023-03-03,BTC,CME Bitcoin,15161,-0.314689004683068,0.448980937932854,-0.104148802849416,-0.0553406964419523
2023-03-07,2023-03-10,BTC,CME Bitcoin,12821,-0.294126823180719,0.47640589657593,-0.227205366196085,-0.0413806163435577
2023-03-14,2023-03-17,BTC,CME Bitcoin,13472,-0.265439429928741,0.416122327790974,-0.259501187648456,0.103273319364414
2023-03-21,2023-03-24,BTC,CME Bitcoin,14049,-0.214036586233896,0.473770375115667,-0.30336678767172,0.131349261036462
2023-03-28,2023-03-31,BTC,CME Bitcoin,14409,-0.241654521479631,0.430841834964258,-0.21306128114373,-0.029557891548734
2023-04-04,2023-04-07,BTC,CME Bitcoin,13380,-0.253587443946188,0.469357249626308,-0.248804185351271,0.0334238878714377
2023-04-11,2023-04-14,BTC,CME Bitcoin,15977,-0.227702322088002,0.456531263691557,-0.219002315829004,0.0697391663157987
2023-04-18,2023-04-21,BTC,CME Bitcoin,15385,-0.227819304517387,0.441468963275918,-0.239454013649659,0.00525355806130001
2023-04-25,2023-04-28,BTC,CME Bitcoin,14064,-0.183944823663254,0.437286689419795,-0.311149032992036,-0.0706536709512022
2023-05-02,2023-05-05,BTC,CME Bitcoin,12521,-0.181375289513617,0.496685568245348,-0.344700902483827,0.0112655047520906
2023-05-09,2023-05-12,BTC,CME Bitcoin,13102,-0.147076782170661,0.479468783391849,-0.37261486795909,-0.0364126546696681
2023-05-16,2023-05-19,BTC,CME Bitcoin,13043,-0.146515372230315,0.473817373303688,-0.362263282987043,-0.0206657909023882
2023-05-23,2023-05-26,BTC,CME Bitcoin,13043,-0.144981982672698,0.474814076516139,-0.375220424748907,0.00705055115808761
2023-05-30,2023-06-02,BTC,CME Bitcoin,11715,-0.175672215108835,0.537259923175416,-0.407511737089202,0.0173343417342888
2023-06-06,2023-06-09,BTC,CME Bitcoin,13026,-0.125748502994012,0.447566405650238,-0.401351143866114,-0.016441763483158
2023-06-13,2023-06-16,BTC,CME Bitcoin,13251,-0.119387216059165,0.431514602671496,-0.43581616481775,-0.0488240719446775
2023-06-20,2023-06-23,BTC,CME Bitcoin,15687,-0.156371517817301,0.400267737617135,-0.367884235354115,0.0871352135226946
2023-06-27,2023-06-30,BTC,CME Bitcoin,18829,-0.209092357533592,0.400074353391046,-0.226565404429338,0.0833406510092889
2023-07-03,2023-07-06,BTC,CME Bitcoin,17008,-0.207255409219191,0.484536688617121,-0.30032925682032,0.040863802754453
2023-07-11,2023-07-14,BTC,CME Bitcoin,16302,-0.206293706293706,0.496319470003681,-0.352226720647773,-0.0100198397544187
2023-07-18,2023-07-21,BTC,CME Bitcoin,15455,-0.22969912649628,0.572306696861857,-0.410417340666451,-0.0227342339990795
2023-07-25,2023-07-28,BTC,CME Bitcoin,16017,-0.210963351439096,0.530873446962602,-0.399825185740151,-0.0185956090587247
2023-08-01,2023-08-04,BTC,CME Bitcoin,14860,-0.194952893674293,0.545020188425303,-0.447240915208614,0.0175392154975018
2023-08-08,2023-08-11,BTC,CME Bitcoin,16743,-0.226064624021979,0.519500686854208,-0.389834557725617,0.000905650484430254
2023-08-15,2023-08-18,BTC,CME Bitcoin,15432,-0.24267755313634,0.548924313115604,-0.42528512182478,-0.0205367035222324
2023-08-22,2023-08-25,BTC,CME Bitcoin,17262,-0.142915073572008,0.408469470513266,-0.428223844282238,-0.113631310538612
2023-08-29,2023-09-01,BTC,CME Bitcoin,16172,-0.13727430126144,0.421840217660153,-0.465557754142963,0.0623501737117245
2023-09-05,2023-09-08,BTC,CME Bitcoin,14962,-0.104063627857238,0.406696965646304,-0.473532950140356,-0.0718555682844819
2023-09-12,2023-09-15,BTC,CME Bitcoin,15423,-0.0744991246839136,0.389288724632043,-0.490241846592751,0.00206874333584928
2023-09-19,2023-09-22,BTC,CME Bitcoin,16670,-0.0894421115776845,0.39244151169766,-0.485902819436113,0.0518099177435314
2023-09-26,2023-09-29,BTC,CME Bitcoin,14844,-0.096065750471571,0.409256265157639,-0.446375639989221,-0.0376491913565573
2023-10-03,2023-10-06,BTC,CME Bitcoin,14447,-0.17103897002838,0.464663944071434,-0.428601093652661,0.0455102722341323
2023-10-10,2023-10-13,BTC,CME Bitcoin,14683,-0.147858067152489,0.46890962337397,-0.488183613702922,-0.0014704187521577
2023-10-17,2023-10-20,BTC,CME Bitcoin,16561,-0.145884910331502,0.435782863353662,-0.474186341404505,0.0364814910242934
2023-10-24,2023-10-27,BTC,CME Bitcoin,19678,-0.156875698749873,0.424738286411221,-0.404156926516922,0.177387087281744
2023-10-31,2023-11-03,BTC,CME Bitcoin,19603,-0.207825332857216,0.468346681630363,-0.359230729990308,0.0211162016862509
2023-11-07,2023-11-10,BTC,CME Bitcoin,21749,-0.209526874798841,0.472113660398179,-0.34052140328291,0.022023179727011
2023-11-14,2023-11-17,BTC,CME Bitcoin,21203,-0.221902560958355,0.513417912559543,-0.314908267697967,0.0038601838128578
2023-11-21,2023-11-24,BTC,CME Bitcoin,21939,-0.245043073977848,0.49860978166735,-0.34377136606044,0.00570111137824725
2023-11-28,2023-12-01,BTC,CME Bitcoin,23027,-0.248925174794806,0.497155513093325,-0.383202327702263,0.0560768278482318
2023-12-05,2023-12-08,BTC,CME Bitcoin,23035,-0.251443455611027,0.509442153245062,-0.353592359453006,0.153121547884989
2023-12-12,2023-12-15,BTC,CME Bitcoin,21211,-0.262033850360662,0.540710008957616,-0.385224647588515,-0.0606620306201595
2023-12-19,2023-12-22,BTC,CME Bitcoin,23239,-0.237919015448169,0.499419079994836,-0.397091096863032,0.0188256055961684
2023-12-26,2023-12-29,BTC,CME Bitcoin,22526,-0.21597265382225,0.526591494273284,-0.436429015360028,0.00573177389875745
2024-01-02,2024-01-05,BTC,CME Bitcoin,23579,-0.211416938801476,0.539632724034098,-0.436786971457653,0.0560564246986548
2024-01-09,2024-01-12,BTC,CME Bitcoin,26846,-0.199471057140729,0.534120539372718,-0.425352007747895,0.0252879747438399
2024-01-16,2024-01-19,BTC,CME Bitcoin,23286,-0.133900197543588,0.5500730052392,-0.422356780898394,-0.0669198655826602
2024-01-23,2024-01-26,BTC,CME Bitcoin,22815,-0.106465044926583,0.542844619767697,-0.366250273942582,-0.0781130076515666
2024-01-30,2024-02-02,BTC,CME Bitcoin,20679,-0.155181585183036,0.618646936505634,-0.458484452826539,0.0737973936525353
2024-02-06,2024-02-09,BTC,CME Bitcoin,20897,-0.157056036751687,0.588122697037852,-0.445709910513471,0.003439498769648
2024-02-13,2024-02-16,BTC,CME Bitcoin,24769,-0.142880213169688,0.533731680729945,-0.408736727360814,0.142718112506836
2024-02-20,2024-02-23,BTC,CME Bitcoin,25530,-0.143556600078339,0.536231884057971,-0.402546024285155,0.0500005484977919
2024-02-27,2024-03-01,BTC,CME Bitcoin,25229,-0.138649966308613,0.545166276903563,-0.431883943081375,0.0881128661272079
2024-03-05,2024-03-08,BTC,CME Bitcoin,27747,-0.0961545392294662,0.559736187695967,-0.447219519227304,0.110599649531844
2024-03-12,2024-03-15,BTC,CME Bitcoin,30398,-0.0677018224883216,0.607671557339299,-0.509046647805777,0.11415164971034
2024-03-19,2024-03-22,BTC,CME Bitcoin,33196,-0.067026147728642,0.529371008555248,-0.432853355826003,-0.142979574121563
2024-03-26,2024-03-29,BTC,CME Bitcoin,31238,-0.0548050451373327,0.598501824700685,-0.515461937383955,0.122344309370439
2024-04-02,2024-04-05,BTC,CME Bitcoin,29745,-0.0671037149100689,0.636375861489326,-0.540628677088586,-0.0668347973565862
2024-04-09,2024-04-12,BTC,CME Bitcoin,29074,-0.0891862144871707,0.654846254385361,-0.550870193299856,0.0543606201527371
2024-04-16,2024-04-19,BTC,CME Bitcoin,29526,-0.0911738806475649,0.618641197588566,-0.514224751066856,-0.0801999226204817
2024-04-23,2024-04-26,BTC,CME Bitcoin,27932,-0.0959114993555778,0.66207217528283,-0.590469712158098,0.0402264532122061
2024-04-30,2024-05-03,BTC,CME Bitcoin,24795,-0.07884654164146,0.663883847549909,-0.583343416011293,-0.0906945762173645
2024-05-07,2024-05-10,BTC,CME Bitcoin,26155,-0.0948193462053145,0.641521697572166,-0.581953737335118,0.027016441927648
2024-05-14,2024-05-17,BTC,CME Bitcoin,27077,-0.0794031835136832,0.605163053514053,-0.577833585700041,-0.012153375877892
2024-05-21,2024-05-24,BTC,CME Bitcoin,30694,-0.0948068026324363,0.587346061119437,-0.548054994461458,0.130471222166314
2024-05-28,2024-05-31,BTC,CME Bitcoin,30255,-0.0874896711287391,0.589026607172368,-0.563576268385391,-0.025529195929499
2024-06-04,2024-06-07,BTC,CME Bitcoin,31086,-0.0877887151772502,0.575532394003732,-0.577430354500418,0.0311518176505974
2024-06-11,2024-06-14,BTC,CME Bitcoin,30503,-0.0842867914631348,0.586532472215848,-0.578402124381208,-0.046755226017126
2024-06-18,2024-06-21,BTC,CME Bitcoin,30627,-0.0844026512554282,0.563457080353936,-0.557384007575015,-0.0324496454546335
2024-06-25,2024-06-28,BTC,CME Bitcoin,30171,-0.0862748997381592,0.560306254350204,-0.561366875476451,-0.0529998538351357
2024-07-02,2024-07-05,BTC,CME Bitcoin,27063,-0.0938181280715368,0.620699848501644,-0.619702176403207,0.00485466538183488
2024-07-09,2024-07-12,BTC,CME Bitcoin,28241,-0.0971282886583336,0.606635742360398,-0.629439467440955,-0.0673903100948383
2024-07-16,2024-07-19,BTC,CME Bitcoin,31183,-0.0882211461373184,0.620305935926627,-0.602988808004361,0.113850888890585
2024-07-23,2024-07-26,BTC,CME Bitcoin,32435,-0.0803453059966086,0.61051333436103,-0.575736087559735,0.0134280575492909
2024-07-30,2024-08-02,BTC,CME Bitcoin,28605,-0.110295402901591,0.668554448522986,-0.61503233700402,0.00353611255549779
2024-08-06,2024-08-09,BTC,CME Bitcoin,27535,-0.119665879789359,0.620337751952061,-0.626293807880879,-0.166284699105882
2024-08-13,2024-08-16,BTC,CME Bitcoin,27874,-0.121295831240583,0.646121833967138,-0.620219559446079,0.0782834220347528
2024-08-20,2024-08-23,BTC,CME Bitcoin,29630,-0.112656091798853,0.613027337158286,-0.578164022949713,-0.0264140684497143
2024-08-27,2024-08-30,BTC,CME Bitcoin,29817,-0.115739343327632,0.627125465338565,-0.601401884830801,0.00689604044131187
2024-09-03,2024-09-06,BTC,CME Bitcoin,26859,-0.111247626493913,0.643843776760118,-0.62146766447001,-0.0332541131436006
2024-09-10,2024-09-13,BTC,CME Bitcoin,28157,-0.0995134424832191,0.633199559612175,-0.608658592889868,0.00278607512578866
2024-09-17,2024-09-20,BTC,CME Bitcoin,30995,-0.0885949346668818,0.363219874173254,-0.582319728988547,0.0453010299025678
2024-09-24,2024-09-27,BTC,CME Bitcoin,30542,-0.0914478423155,0.290354266256303,-0.610241634470565,0.0636101914159894
2024-10-01,2024-10-04,BTC,CME Bitcoin,28539,-0.10998983846666,0.308490136304706,-0.60762465398227,-0.0553891191736913
2024-10-08,2024-10-11,BTC,CME Bitcoin,29382,-0.103192430739909,0.315601388605269,-0.641481178953101,0.0212243746721352
2024-10-15,2024-10-18,BTC,CME Bitcoin,34494,0.213544384530643,0.277497535803328,-0.590943352467096,0.076611139212293
2024-10-22,2024-10-25,BTC,CME Bitcoin,33562,0.225552708420237,0.268368988737262,-0.603331148322508,0.00476252745216144
2024-10-29,2024-11-01,BTC,CME Bitcoin,33787,0.239648385473703,0.281942759049339,-0.619025068813449,0.0760799895235476
2024-11-05,2024-11-08,BTC,CME Bitcoin,32011,0.251507294367561,0.289494236356253,-0.601480740995283,-0.0468651659480894
2024-11-12,2024-11-15,BTC,CME Bitcoin,38531,0.258726739508448,0.263060911992941,-0.528379746178402,0.238033392154145
2024-11-19,2024-11-22,BTC,CME Bitcoin,41203,0.238793291750601,0.25352522874548,-0.488022716792467,0.0485910487208105
2024-11-26,2024-11-29,BTC,CME Bitcoin,40510,0.212071093557146,0.250777585781289,-0.474080473957048,-0.00441294856459074
2024-12-03,2024-12-06,BTC,CME Bitcoin,37021,0.261797358256125,0.273250317387429,-0.584938278274493,0.0418262189122434
2024-12-10,2024-12-13,BTC,CME Bitcoin,37588,0.264738746408428,0.267665212301798,-0.55831648398425,0.00751015960235613
2024-12-17,2024-12-20,BTC,CME Bitcoin,42524,0.268225002351613,0.249223967641802,-0.545503715548867,0.093514591852351
2024-12-24,2024-12-27,BTC,CME Bitcoin,37125,0.30230303030303,0.268983164983165,-0.56840404040404,-0.0735662224430342
2024-12-31,2025-01-03,BTC,CME Bitcoin,33893,0.329448558699436,0.288260112707639,-0.591980644970938,-0.054358652641934
2025-01-07,2025-01-10,BTC,CME Bitcoin,35079,0.318680692152,0.271929074374982,-0.604464209356025,0.0375813057126493
2025-01-14,2025-01-17,BTC,CME Bitcoin,35471,0.303318203602943,0.276817682050125,-0.601505455160554,-0.00445743584393909
2025-01-21,2025-01-24,BTC,CME Bitcoin,38556,0.301561365286856,0.275936300446104,-0.593137254901961,0.0951387732982383
2025-01-28,2025-01-31,BTC,CME Bitcoin,34317,0.332896232188128,0.277908908121339,-0.647434216277647,-0.0471505912659769
2025-02-04,2025-02-07,BTC,CME Bitcoin,32892,0.331843609388301,0.281132190198224,-0.638392314240545,-0.0350377381056184
2025-02-11,2025-02-14,BTC,CME Bitcoin,32949,0.317733466873046,0.267322225257216,-0.60951773953686,-0.0201019798914217
2025-02-18,2025-02-21,BTC,CME Bitcoin,33833,0.30789465906068,0.246593562498153,-0.584695415718381,-0.00246676826334991
2025-02-25,2025-02-28,BTC,CME Bitcoin,32060,0.304179663131628,0.256550218340611,-0.598845913911416,-0.0761221193642303
2025-03-04,2025-03-07,BTC,CME Bitcoin,28209,0.315998440214116,0.279733418412563,-0.655003722216314,-0.0141734425723197
2025-03-11,2025-03-14,BTC,CME Bitcoin,28545,0.292240322298126,0.256927658083727,-0.640077071290944,-0.0511949175874395
2025-03-18,2025-03-21,BTC,CME Bitcoin,30213,0.247542448614835,0.230364412670043,-0.594710886042432,-0.00248866989113949
2025-03-25,2025-03-28,BTC,CME Bitcoin,29036,0.269183083069293,0.261434081829453,-0.647885383661661,0.0545189397022021
2025-04-01,2025-04-04,BTC,CME Bitcoin,27069,0.248365288706639,0.273079906904577,-0.633233588237467,-0.0262115754864638
2025-04-08,2025-04-11,BTC,CME Bitcoin,26909,0.181091828012932,0.247129213274369,-0.518228102121967,-0.110196123538033
2025-04-15,2025-04-18,BTC,CME Bitcoin,27126,0.204674482046745,0.24850696748507,-0.532330605323306,0.0921455588207234
2025-04-22,2025-04-25,BTC,CME Bitcoin,28202,0.222714701085029,0.255336500957379,-0.574533721012694,0.111235556151907
2025-04-29,2025-05-02,BTC,CME Bitcoin,26966,0.233034191203738,0.282540977527257,-0.589557220203219,0.00852802526331153
2025-05-06,2025-05-09,BTC,CME Bitcoin,27971,0.215937935719138,0.26391619892031,-0.581888384398127,0.0266341074766849
2025-05-13,2025-05-16,BTC,CME Bitcoin,29070,0.222703818369453,0.281114551083591,-0.486377708978328,0.0728038591492641
2025-05-20,2025-05-23,BTC,CME Bitcoin,32033,0.223051228420691,0.265476227640246,-0.45924515343552,0.0256492284505114
2025-05-27,2025-05-30,BTC,CME Bitcoin,31964,0.245432361406582,0.273244900513077,-0.47744337379552,0.0192403461945272
2025-06-03,2025-06-06,BTC,CME Bitcoin,29758,0.247530075945964,0.273607097251159,-0.485382082129175,-0.0329248478035264
2025-06-10,2025-06-13,BTC,CME Bitcoin,30261,0.238491788110109,0.271372393509798,-0.500181752090149,0.0447584858982779
2025-06-17,2025-06-20,BTC,CME Bitcoin,30860,0.237621516526248,0.263253402462735,-0.486649384316267,-0.0516468998748749
2025-06-24,2025-06-27,BTC,CME Bitcoin,31352,0.23414774177086,0.26253508548099,-0.500223271242664,0.0138657353142886
2025-07-01,2025-07-04,BTC,CME Bitcoin,29388,0.218898870287192,0.271199128896148,-0.498196542806588,-0.00379338772457949
2025-07-08,2025-07-11,BTC,CME Bitcoin,29591,0.22145246865601,0.28518806393836,-0.500963130681626,0.0304812314182872
2025-07-15,2025-07-18,BTC,CME Bitcoin,31309,0.231594749113673,0.278961321025903,-0.458238845060526,0.0779422183245977
2025-07-22,2025-07-25,BTC,CME Bitcoin,30797,0.266616878267364,0.281618339448648,-0.486508426145404,0.0182829438966756
2025-07-29,2025-08-01,BTC,CME Bitcoin,28068,0.306327490380504,0.30454610232293,-0.563203648282742,-0.0174864955665921
2025-08-05,2025-08-08,BTC,CME Bitcoin,27561,0.268531620768477,0.288777620550778,-0.511519901309822,-0.0328778048616556
2025-08-12,2025-08-15,BTC,CME Bitcoin,27851,0.290330688305626,0.302969372733475,-0.560698000071811,0.0511925485677018
2025-08-19,2025-08-22,BTC,CME Bitcoin,28971,0.262158710434573,0.27482655068862,-0.511753132442788,-0.0622408213304197
2025-08-26,2025-08-29,BTC,CME Bitcoin,27481,0.289036061278702,0.289509115388814,-0.546049998180561,-0.00918683302335133
2025-09-02,2025-09-05,BTC,CME Bitcoin,26684,0.279118572927597,0.307262779193524,-0.574201768850247,-0.0053034612041607
2025-09-09,2025-09-12,BTC,CME Bitcoin,26930,0.265763089491274,0.291347939101374,-0.547753434831043,0.00272726710396043
2025-09-16,2025-09-19,BTC,CME Bitcoin,28844,0.26521980307863,0.286610733601442,-0.567501040077659,0.0462144654426719
2025-09-23,2025-09-26,BTC,CME Bitcoin,27809,0.245388183681542,0.283541299579273,-0.517566255528786,-0.0419852286665723
2025-09-30,2025-10-03,BTC,CME Bitcoin,26874,0.233571481729553,0.302336831137903,-0.516223859492446,0.0180235271948419
2025-10-07,2025-10-10,BTC,CME Bitcoin,29001,0.219268301093066,0.296541498569015,-0.484362608185925,0.0626128334261882
2025-10-14,2025-10-17,BTC,CME Bitcoin,28503,0.221976634038522,0.282180823071256,-0.47121355646774,-0.071246693282017
2025-10-21,2025-10-24,BTC,CME Bitcoin,28477,0.23190645081996,0.275380131334059,-0.491695052147347,-0.0426997536608713
2025-10-28,2025-10-31,BTC,CME Bitcoin,28717,0.25528432635721,0.276665389838771,-0.599749277431487,0.0415462314447002
2025-11-04,2025-11-07,BTC,CME Bitcoin,27093,0.242018233492046,0.257188203595025,-0.559849407596058,-0.1070433432825
2025-11-10,2025-11-13,BTC,CME Bitcoin,27544,0.246841417368574,0.269604995643334,-0.573990705779843,-0.00555865305542902
2025-11-18,2025-11-21,BTC,CME Bitcoin,27116,0.195640949992624,0.230417465702906,-0.500221271573978,-0.103139410906909
2025-11-25,2025-11-28,BTC,CME Bitcoin,26260,0.186100533130236,0.247524752475248,-0.524143183549124,-0.062034491281393
2025-12-02,2025-12-05,BTC,CME Bitcoin,24329,0.212503596530889,0.283036705166674,-0.58062394673024,0.0445233284317244
2025-12-09,2025-12-12,BTC,CME Bitcoin,24793,0.228209575283346,0.296535312386561,-0.599766063001654,0.0151000816800586
2025-12-16,2025-12-19,BTC,CME Bitcoin,24502,0.186923516447637,0.278548689902865,-0.511917394498408,-0.0536646009893715
2025-12-23,2025-12-26,BTC,CME Bitcoin,21988,0.205430234673458,0.284154993632891,-0.511688193560124,-0.00484345592637148
2025-12-30,2026-01-02,BTC,CME Bitcoin,20166,0.223147872656947,0.327134781315085,-0.541059208568878,0.0109158842668577
2026-01-06,2026-01-09,BTC,CME Bitcoin,22168,0.209942259112234,0.312387224828582,-0.529592204980152,0.0579138013003835
2026-01-13,2026-01-16,BTC,CME Bitcoin,23843,0.200687832906933,0.308224636161557,-0.533406031120245,0.0180525383795587
2026-01-20,2026-01-23,BTC,CME Bitcoin,24541,0.178884316042541,0.295505480624261,-0.470966953261888,-0.0767611614761741
2026-01-27,2026-01-30,BTC,CME Bitcoin,24276,0.19064096226726,0.299802273850717,-0.510627780523974,0.00937928444746561
2026-02-03,2026-02-06,BTC,CME Bitcoin,23044,0.176965804547822,0.273476826939767,-0.495790661343517,-0.163704789549366
2026-02-10,2026-02-13,BTC,CME Bitcoin,24157,0.13561286583599,0.269238729974749,-0.393219356708201,-0.0949757204272608
2026-02-17,2026-02-20,BTC,CME Bitcoin,23335,0.139318620098564,0.254467538032998,-0.380372830512106,-0.019782725872707
2026-02-24,2026-02-27,BTC,CME Bitcoin,22919,0.137484183428596,0.249487324926917,-0.359352502290676,-0.0513346777838528
2026-03-03,2026-03-06,BTC,CME Bitcoin,20302,0.179440449216826,0.296768791252093,-0.452911043246971,0.063966910164261
2026-03-10,2026-03-13,BTC,CME Bitcoin,21047,0.166912148999857,0.279897372547156,-0.459875516700717,0.0233998844784988
2026-03-17,2026-03-20,BTC,CME Bitcoin,23807,0.169908010249086,0.247238207249969,-0.456168353845508,0.0552261882163929
2026-03-24,2026-03-27,BTC,CME Bitcoin,23268,0.163701220560426,0.217809867629362,-0.358904933814681,-0.0469362612004289
2026-03-31,2026-04-03,BTC,CME Bitcoin,20631,0.187387911395473,0.232853472929087,-0.390286462120111,-0.0334015603835294
2026-04-07,2026-04-10,BTC,CME Bitcoin,22308,0.167025282409898,0.204993724224493,-0.377756858526089,0.05270426308795
2026-04-14,2026-04-17,BTC,CME Bitcoin,23761,0.176507722738942,0.221413240183494,-0.430916207230335,0.0213079038192774
2026-04-21,2026-04-24,BTC,CME Bitcoin,24994,0.182483796111067,0.214371449147795,-0.428982955909418,
2026-04-28,2026-05-01,BTC,CME Bitcoin,21692,0.210261847685783,0.25009219988936,-0.477595426885488,
2026-05-05,2026-05-08,BTC,CME Bitcoin,23402,0.190966584052645,0.264379112896334,-0.50158106144774,
2026-05-12,2026-05-15,BTC,CME Bitcoin,23535,0.164903335457829,0.246441470150839,-0.470363288718929,
2026-05-19,2026-05-22,BTC,CME Bitcoin,23000,0.176565217391304,0.209608695652174,-0.389608695652174,
2026-05-26,2026-05-29,BTC,CME Bitcoin,21625,0.188763005780347,0.201248554913295,-0.399260115606936,
2026-06-02,2026-06-05,BTC,CME Bitcoin,19882,0.17458002213057,0.156070817825168,-0.329846091942461,
2026-06-09,2026-06-12,BTC,CME Bitcoin,19776,0.186539239482201,0.146035598705502,-0.303145226537217,
2026-06-16,2026-06-19,BTC,CME Bitcoin,21125,0.189822485207101,0.118674556213018,-0.312757396449704,
2026-06-23,2026-06-26,BTC,CME Bitcoin,20554,0.196117544030359,0.125766274204534,-0.298238785637832,
2026-06-30,2026-07-03,BTC,CME Bitcoin,18336,0.246782286212914,0.109075043630017,-0.289757853403141,
2021-04-06,2021-04-09,ETH,CME Ether,1772,0,-0.031038374717833,-0.349887133182844,0.137040954147416
2021-04-13,2021-04-16,ETH,CME Ether,2017,0,-0.0158651462568171,-0.365889935547843,0.0847618900753266
2021-04-20,2021-04-23,ETH,CME Ether,2034,0,0.0132743362831858,-0.366764995083579,0.0143143389744989
2021-04-27,2021-04-30,ETH,CME Ether,2675,-0.0097196261682243,0.0224299065420561,-0.349158878504673,0.134424086945119
2021-05-04,2021-05-07,ETH,CME Ether,2416,0,0.027317880794702,-0.375827814569536,0.194581627892433
2021-05-11,2021-05-14,ETH,CME Ether,2843,-0.0147731269785438,-0.024621878297573,-0.339781920506507,0.253813115923382
2021-05-18,2021-05-21,ETH,CME Ether,2969,-0.0131357359380263,-0.0282923543280566,-0.313910407544628,-0.212787033194035
2021-05-25,2021-05-28,ETH,CME Ether,3665,0.00163710777626194,-0.0169167803547067,-0.285402455661664,-0.220729781641005
2021-06-01,2021-06-04,ETH,CME Ether,2819,0,-0.0227030862007804,-0.401915572898191,-0.0276654325538743
