report_date,available_date,asset,contract_name,open_interest,dealer_net_share_oi,asset_manager_net_share_oi,leveraged_money_net_share_oi,same_week_log_return
2019-08-13,2019-08-16,BTC,CME Bitcoin,4729,-0.0105730598435187,-0.000422922393740749,-0.101078452104039,
2019-08-20,2019-08-23,BTC,CME Bitcoin,4485,-0.0111482720178372,0.00936454849498328,-0.0831661092530658,
2019-08-27,2019-08-30,BTC,CME Bitcoin,4091,-0.0122219506233195,0.00366658518699584,-0.0865314104131019,
2019-09-03,2019-09-06,BTC,CME Bitcoin,4493,-0.0042288003561095,0.0358335188070332,-0.108613398620076,
2019-09-10,2019-09-13,BTC,CME Bitcoin,4128,-0.00460271317829457,0.0130813953488372,-0.131056201550388,
2019-09-17,2019-09-20,BTC,CME Bitcoin,4174,-0.00455198850023958,0.0146142788691902,-0.135601341638716,
2019-09-24,2019-09-27,BTC,CME Bitcoin,4178,0.00526567735758736,-0.0138822403063667,-0.205600765916707,
2019-10-01,2019-10-04,BTC,CME Bitcoin,3348,0.0176224611708483,0.0116487455197133,-0.228494623655914,
2019-10-08,2019-10-11,BTC,CME Bitcoin,3335,0.0176911544227886,0.000599700149925037,-0.250974512743628,
2019-10-15,2019-10-18,BTC,CME Bitcoin,3444,0.0171312427409988,0.0177119628339141,-0.245354239256678,
2019-10-22,2019-10-25,BTC,CME Bitcoin,3093,0.0190753313934691,0.0426770126091174,-0.247009376010346,
2019-10-29,2019-11-01,BTC,CME Bitcoin,3155,0.010459587955626,0.0551505546751189,-0.335974643423138,
2019-11-05,2019-11-08,BTC,CME Bitcoin,3520,0.00909090909090909,0.0110795454545455,-0.319318181818182,
2019-11-12,2019-11-15,BTC,CME Bitcoin,3091,0.0103526366871563,-0.0142348754448399,-0.365901002911679,
2019-11-19,2019-11-22,BTC,CME Bitcoin,3157,0.0120367437440608,-0.0712701932214127,-0.270826734241368,
2019-11-26,2019-11-29,BTC,CME Bitcoin,3554,0.0106921778277997,-0.06809229037704,-0.144625773776027,
2019-12-03,2019-12-06,BTC,CME Bitcoin,2983,0.0439155212872947,-0.0546429768689239,-0.121689574254107,
2019-12-10,2019-12-13,BTC,CME Bitcoin,3232,0.0405321782178218,-0.0708539603960396,-0.215655940594059,
2019-12-17,2019-12-20,BTC,CME Bitcoin,3840,0.0348958333333333,-0.105729166666667,-0.226041666666667,
2019-12-24,2019-12-27,BTC,CME Bitcoin,3541,0.038689635696131,-0.0423609149957639,-0.304151369669585,
2019-12-31,2020-01-03,BTC,CME Bitcoin,3186,0.0430006277463905,-0.0872567482736974,-0.252040175768989,
2020-01-07,2020-01-10,BTC,CME Bitcoin,5400,0.00444444444444444,0.0012962962962963,-0.211851851851852,
2020-01-14,2020-01-17,BTC,CME Bitcoin,5405,0.00370027752081406,-0.00518038852913969,-0.120444033302498,0.0748791753463891
2020-01-21,2020-01-24,BTC,CME Bitcoin,5139,0.00389180774469741,-0.0505935006810664,-0.14224557306869,-0.00604537780561465
2020-01-28,2020-01-31,BTC,CME Bitcoin,4917,0.00406752084604434,-0.00955867398820419,-0.235916209070571,0.0717196405803087
2020-02-04,2020-02-07,BTC,CME Bitcoin,4367,0.00480879322189146,-0.0691550263338677,-0.389283260819785,-0.0232598606602323
2020-02-11,2020-02-14,BTC,CME Bitcoin,6106,0.00425810678021618,0.0358663609564363,-0.379299050114641,0.112870187320762
2020-02-18,2020-02-21,BTC,CME Bitcoin,6463,-0.0123781525607303,0.0128423332817577,-0.434163701067616,-0.00769897209302606
2020-02-25,2020-02-28,BTC,CME Bitcoin,5632,-0.0189985795454545,-0.00443892045454545,-0.485973011363636,-0.0902666853384915
2020-03-03,2020-03-06,BTC,CME Bitcoin,4837,-0.019226793467025,-0.00682241058507339,-0.556129832540831,-0.0605277503832813
2020-03-10,2020-03-13,BTC,CME Bitcoin,4368,0.00549450549450549,-0.056547619047619,-0.361950549450549,-0.103839331014816
2020-03-17,2020-03-20,BTC,CME Bitcoin,4474,0.0751005811354493,-0.0813589628967367,-0.232007152436299,-0.391298845343135
2020-03-24,2020-03-27,BTC,CME Bitcoin,3909,0.00920951650038373,-0.0440010232796112,-0.295471987720645,0.237117873694983
2020-03-31,2020-04-03,BTC,CME Bitcoin,3947,0.00912085127945275,-0.0190017734988599,-0.281986318723081,-0.0518020187095178
2020-04-07,2020-04-10,BTC,CME Bitcoin,5448,0.0066079295154185,0.00312041116005874,-0.220264317180617,0.113829697661711
2020-04-14,2020-04-17,BTC,CME Bitcoin,5538,0.00686168291802095,-0.0144456482484651,-0.169375225713254,-0.046109357422031
2020-04-21,2020-04-24,BTC,CME Bitcoin,5648,0.00672804532577904,-0.0173512747875354,-0.111898016997167,-0.00478504633852594
2020-04-28,2020-05-01,BTC,CME Bitcoin,6111,0.00376370479463263,0.0472917689412535,-0.221731304205531,0.124276613845623
2020-05-05,2020-05-08,BTC,CME Bitcoin,7784,-0.0143884892086331,0.0405960945529291,-0.122944501541624,0.15283183592909
2020-05-12,2020-05-15,BTC,CME Bitcoin,9939,-0.0258577321662139,0.017003722708522,-0.156353757923332,-0.0235580186012232
2020-05-19,2020-05-22,BTC,CME Bitcoin,10878,-0.0276705276705277,0.013697370840228,-0.124747196175768,0.103339861825718
2020-05-26,2020-05-29,BTC,CME Bitcoin,8722,-0.0310708553084155,0.0309562027058014,-0.103531300160514,-0.101461171647196
2020-06-02,2020-06-05,BTC,CME Bitcoin,8824,-0.0405711695376247,0.0236854034451496,-0.234360834088849,0.0747575590194671
2020-06-09,2020-06-12,BTC,CME Bitcoin,9565,-0.0518557239937271,0.0231050705697857,-0.208572922111866,0.026729710303476
2020-06-16,2020-06-19,BTC,CME Bitcoin,8784,-0.0528233151183971,0.0127504553734062,-0.220173041894353,-0.0258631090448844
2020-06-23,2020-06-26,BTC,CME Bitcoin,9330,-0.0495176848874598,0.0369774919614148,-0.255412647374062,0.0113445499573626
2020-06-30,2020-07-03,BTC,CME Bitcoin,7675,-0.0642345276872964,0.036742671009772,-0.293550488599349,-0.052653560974429
2020-07-07,2020-07-10,BTC,CME Bitcoin,8165,-0.0640538885486834,0.0518064911206369,-0.302388242498469,0.012610615042032
2020-07-14,2020-07-17,BTC,CME Bitcoin,8322,-0.0640471040615237,0.0227108868060562,-0.2267483777938,0.000209579963387441
2020-07-21,2020-07-24,BTC,CME Bitcoin,9230,-0.0577464788732394,0.0224268689057421,-0.210184182015168,0.0142724668444032
2020-07-28,2020-07-31,BTC,CME Bitcoin,13068,-0.044383226201408,-0.00290786654423018,-0.149984695439241,0.151323254021014
2020-08-04,2020-08-07,BTC,CME Bitcoin,12703,-0.0456585058647564,-0.0104699677241596,-0.109422970951744,0.0239342803665217
2020-08-11,2020-08-14,BTC,CME Bitcoin,13090,-0.0443086325439267,-0.0220779220779221,-0.10244461420932,0.0172652629747336
2020-08-18,2020-08-21,BTC,CME Bitcoin,14454,-0.040127300401273,-0.0199944651999447,-0.195793551957936,0.0485908901393959
2020-08-25,2020-08-28,BTC,CME Bitcoin,11615,-0.0499354283254412,0.0253981919931124,-0.112699095996556,-0.0543427996902839
2020-09-01,2020-09-04,BTC,CME Bitcoin,10617,-0.0508618253743995,0.0530281623810869,-0.242158801921447,0.0517695751048386
2020-09-08,2020-09-11,BTC,CME Bitcoin,8198,-0.0279336423517931,0.0269577945840449,-0.232129787753111,-0.162489448696178
2020-09-15,2020-09-18,BTC,CME Bitcoin,9383,0,0.0751358840456144,-0.256314611531493,0.0622039004903243
2020-09-22,2020-09-25,BTC,CME Bitcoin,8426,0,0.0323997151673392,-0.261096605744125,-0.0230873413941168
2020-09-29,2020-10-02,BTC,CME Bitcoin,7324,0,0.0678590933915893,-0.372200983069361,0.0297923107819091
2020-10-06,2020-10-09,BTC,CME Bitcoin,7511,0,0.0850752230062575,-0.359605911330049,-0.023647382787626
2020-10-13,2020-10-16,BTC,CME Bitcoin,9353,0,0.075056131722442,-0.302255960654336,0.074653489245657
2020-10-20,2020-10-23,BTC,CME Bitcoin,10896,0,0.0802129221732746,-0.292125550660793,0.0422346828483349
2020-10-27,2020-10-30,BTC,CME Bitcoin,12665,-0.02250296091591,0.0607974733517568,-0.280142123963679,0.134333846233051
2020-11-03,2020-11-06,BTC,CME Bitcoin,11278,-0.0586096825678312,0.0709345628657563,-0.321688242596205,0.0279610875142176
2020-11-10,2020-11-13,BTC,CME Bitcoin,11311,-0.0647157634161436,0.0729378481124569,-0.246132083812218,0.0861339483721153
2020-11-17,2020-11-20,BTC,CME Bitcoin,11509,-0.0636023981232079,0.0730732470240681,-0.242592753497263,0.144873569830658
2020-11-24,2020-11-27,BTC,CME Bitcoin,12336,-0.0521238651102464,0.0541504539559014,-0.358544098573281,0.0815457317906212
2020-12-01,2020-12-04,BTC,CME Bitcoin,11812,-0.0520656959024721,0.0529969522519472,-0.411953945140535,-0.0197556076481362
2020-12-08,2020-12-11,BTC,CME Bitcoin,11750,-0.0278297872340426,0.0453617021276596,-0.424595744680851,-0.0253861548919811
2020-12-15,2020-12-18,BTC,CME Bitcoin,11370,-0.0159190853122252,0.0409850483729112,-0.418293755496922,0.0594792650047573
2020-12-21,2020-12-24,BTC,CME Bitcoin,12603,-0.0073791954296596,0.0430849797667222,-0.473141315559787,0.164174433412503
2020-12-29,2021-01-01,BTC,CME Bitcoin,10653,-0.0116399136393504,0.0551957195156294,-0.449356988641697,0.139311323577861
2021-01-05,2021-01-08,BTC,CME Bitcoin,11296,-0.0200956090651558,0.0673689801699717,-0.488137393767705,0.2180924992272
2021-01-12,2021-01-15,BTC,CME Bitcoin,12039,-0.035717252263477,0.0608854556026248,-0.456433258576294,0.00112542937189986
2021-01-19,2021-01-22,BTC,CME Bitcoin,11945,-0.0247802427794056,0.043197990791126,-0.435998325659272,0.0525743432820391
2021-01-26,2021-01-29,BTC,CME Bitcoin,10787,-0.0164086400296653,0.00769444701956058,-0.40660053768425,-0.0994559707475862
2021-02-02,2021-02-05,BTC,CME Bitcoin,9469,-0.00253458654556975,-0.00517478086387158,-0.442813391065582,0.0889134409180841
2021-02-09,2021-02-12,BTC,CME Bitcoin,11055,-0.016010854816825,0.00750791497060154,-0.482315694255993,0.268900001792245
2021-02-16,2021-02-19,BTC,CME Bitcoin,11426,-0.0171538596184141,-8.75196919306844e-05,-0.476894801330299,0.0557180739729297
2021-02-23,2021-02-26,BTC,CME Bitcoin,10572,-0.0124858115777526,-0.0224177071509648,-0.473514945138101,-0.00522445960124962
2021-03-02,2021-03-05,BTC,CME Bitcoin,8068,0.0296232027764006,-0.0396628656420426,-0.471740208230045,-0.00845183997702392
2021-03-09,2021-03-12,BTC,CME Bitcoin,8785,0.0262948207171315,-0.0327831531018782,-0.465907797381901,0.124781056446281
2021-03-16,2021-03-19,BTC,CME Bitcoin,9335,0.0283877878950187,-0.0170326727370112,-0.49887520085699,0.0353452935610612
2021-03-23,2021-03-26,BTC,CME Bitcoin,9897,0.0373850661816712,-0.0106092755380418,-0.463978983530363,-0.0460734893380685
2021-03-30,2021-04-02,BTC,CME Bitcoin,9322,0.0268182793391976,-0.0193091611242223,-0.515876421368805,0.0788071694738779
2021-04-06,2021-04-09,BTC,CME Bitcoin,9865,0.0240243284338571,-0.0166244298023315,-0.506436898124683,-0.0135879300389057
2021-04-13,2021-04-16,BTC,CME Bitcoin,9653,0.0253807106598985,0.00269346317207086,-0.482233502538071,0.091649571079861
2021-04-20,2021-04-23,BTC,CME Bitcoin,8817,0.0486560054440286,-0.0206419417035273,-0.464216853805149,-0.118357762077082
2021-04-27,2021-04-30,BTC,CME Bitcoin,8429,0.0531498398386523,-0.0593190176770673,-0.412029896784909,-0.0255234697056679
2021-05-04,2021-05-07,BTC,CME Bitcoin,8306,0.0490007223693715,-0.0751264146400193,-0.356730074644835,-0.0335765160047643
2021-05-11,2021-05-14,BTC,CME Bitcoin,8259,0.048795253662671,-0.0645356580699843,-0.373168664487226,0.0636375358601011
2021-05-18,2021-05-21,BTC,CME Bitcoin,9160,0.0519650655021834,-0.0795851528384279,-0.30796943231441,-0.280010237346897
2021-05-25,2021-05-28,BTC,CME Bitcoin,8893,0.0279995502080288,-0.0277746542224221,-0.392106150905206,-0.11111657525978
2021-06-01,2021-06-04,BTC,CME Bitcoin,7318,0.0113418966930855,-0.0289696638425799,-0.391910358021317,-0.0448767982455855
2021-06-08,2021-06-11,BTC,CME Bitcoin,7566,0.00713719270420301,-0.0471847739888977,-0.324742268041237,-0.0935793866633219
2021-06-15,2021-06-18,BTC,CME Bitcoin,7528,0.00982996811902232,-0.0148777895855473,-0.330366631243358,0.183961719689561
2021-06-22,2021-06-25,BTC,CME Bitcoin,7914,0.0138994187515795,-0.0404346727318676,-0.298711144806672,-0.210807642536693
2021-06-29,2021-07-02,BTC,CME Bitcoin,6788,0.018856806128462,-0.0104596346493813,-0.304360636417207,0.0991748437166056
2021-07-06,2021-07-09,BTC,CME Bitcoin,6889,0.023660908695021,0.00101611264334446,-0.318043257366817,-0.0479908896318175
2021-07-13,2021-07-16,BTC,CME Bitcoin,7129,0.0270725206901389,0.00701360639640903,-0.312386028896058,-0.0448286932374167
2021-07-20,2021-07-23,BTC,CME Bitcoin,8283,0.026681154171194,-0.00507062658457081,-0.239768199927562,-0.0935138547909311
2021-07-27,2021-07-30,BTC,CME Bitcoin,7802,0.0115355037169956,0.0421686746987952,-0.261599589848757,0.28091854844148
2021-08-03,2021-08-06,BTC,CME Bitcoin,6408,0.0246566791510612,0.0638264669163546,-0.43898252184769,-0.0328236769275829
2021-08-10,2021-08-13,BTC,CME Bitcoin,6769,0.0339784310828778,0.0522972374058207,-0.460629339636579,0.176840663320073
2021-08-17,2021-08-20,BTC,CME Bitcoin,7363,0.0320521526551677,0.0490289284259134,-0.441396170039386,-0.0199759192693669
2021-08-24,2021-08-27,BTC,CME Bitcoin,7515,0.0188955422488357,0.0510978043912176,-0.437258815701929,0.0648968052307737
2021-08-31,2021-09-03,BTC,CME Bitcoin,6362,0.0293932725558001,0.0521848475322226,-0.469506444514304,-0.0120100278383664
2021-09-07,2021-09-10,BTC,CME Bitcoin,6659,0.0211743505030785,0.0364919657606247,-0.49647094158282,-0.00495622904799298
2021-09-14,2021-09-17,BTC,CME Bitcoin,6620,0.0244712990936556,0.00770392749244713,-0.410271903323263,0.00525523424127705
2021-09-21,2021-09-24,BTC,CME Bitcoin,7348,0.0292596624931954,0.0065323897659227,-0.403919433859554,-0.145862635057258
2021-09-28,2021-10-01,BTC,CME Bitcoin,7039,0.0475919874982242,0.0207415826111664,-0.513993464980821,0.00728930851833454
2021-10-05,2021-10-08,BTC,CME Bitcoin,8886,-0.00337609723160027,0.00990321854602746,-0.482106684672519,0.227079369064473
2021-10-12,2021-10-15,BTC,CME Bitcoin,10918,-0.0480857299871771,0.0344385418574831,-0.431855651218172,0.083932113837438
2021-10-19,2021-10-22,BTC,CME Bitcoin,13605,-0.056890848952591,0.0356486585814039,-0.459022418228592,0.138053830185656
2021-10-26,2021-10-29,BTC,CME Bitcoin,16671,-0.0572851058724732,0.0767800371903305,-0.374182712494751,-0.0636897952979751
2021-11-02,2021-11-05,BTC,CME Bitcoin,13512,-0.064757252812315,0.30461811722913,-0.420737122557726,0.0476061010665632
2021-11-09,2021-11-12,BTC,CME Bitcoin,13821,-0.0604876637001664,0.306056001736488,-0.438173793502641,0.0565929603777455
2021-11-16,2021-11-19,BTC,CME Bitcoin,13648,-0.0400791324736225,0.319460726846424,-0.435668229777257,-0.108071416205659
2021-11-23,2021-11-26,BTC,CME Bitcoin,14357,-0.0499407954308003,0.323535557567737,-0.323814167305147,-0.0430038122584371
2021-11-30,2021-12-03,BTC,CME Bitcoin,13197,-0.0567553231795105,0.380692581647344,-0.411987572933242,-0.00996827776550013
2021-12-07,2021-12-10,BTC,CME Bitcoin,13242,-0.045536927956502,0.385742334994714,-0.460504455520314,-0.118207511336822
2021-12-14,2021-12-17,BTC,CME Bitcoin,13518,-0.031587512945702,0.368471667406421,-0.416185826305667,-0.0464711731968457
2021-12-21,2021-12-24,BTC,CME Bitcoin,12852,-0.0110488639900405,0.37962962962963,-0.441798941798942,0.011838799621831
2021-12-28,2021-12-31,BTC,CME Bitcoin,12468,-0.00649663137632339,0.376564003849856,-0.453240295155598,-0.0282294601142627
2022-01-04,2022-01-07,BTC,CME Bitcoin,10563,0.00586954463694026,0.439363817097416,-0.507052920571807,-0.0370096326291858
2022-01-11,2022-01-14,BTC,CME Bitcoin,10855,0.0128972823583602,0.410041455550438,-0.52464302164901,-0.0697037307193629
2022-01-18,2022-01-21,BTC,CME Bitcoin,11468,0.0148238576909662,0.381409138472271,-0.509504708754796,-0.00873459708720503
2022-01-25,2022-01-28,BTC,CME Bitcoin,11756,0.00102075535896563,0.384569581490303,-0.514375637972099,-0.135938719583047
2022-02-01,2022-02-04,BTC,CME Bitcoin,9948,0.0156815440289505,0.485826296743064,-0.549658222758343,0.0458601351253858
2022-02-08,2022-02-11,BTC,CME Bitcoin,9886,0.00829455796075258,0.526097511632612,-0.537730123406838,0.12976467729305
2022-02-15,2022-02-18,BTC,CME Bitcoin,10646,0.000187863986473793,0.507232763479241,-0.497182040202893,0.0111378882821018
2022-02-22,2022-02-25,BTC,CME Bitcoin,11007,0.00163532297628782,0.4727900427001,-0.534023803034433,-0.152974544150728
2022-03-01,2022-03-04,BTC,CME Bitcoin,9980,0.00120240480961924,0.502905811623247,-0.527354709418838,0.149900161138524
2022-03-08,2022-03-11,BTC,CME Bitcoin,9591,-0.00583880721509749,0.517985611510791,-0.549264935877385,-0.137245462834937
2022-03-15,2022-03-18,BTC,CME Bitcoin,10198,-0.00460874681310061,0.495685428515395,-0.542263188860561,0.0143218310227802
2022-03-22,2022-03-25,BTC,CME Bitcoin,11274,-0.00496718112471173,0.48545325527763,-0.500975696292354,0.0754575012148688
2022-03-29,2022-04-01,BTC,CME Bitcoin,12024,-0.0697771124417831,0.515469061876248,-0.444527611443779,0.113047990517641
2022-04-05,2022-04-08,BTC,CME Bitcoin,11374,-0.0921399683488658,0.530947775628627,-0.456743449973624,-0.0419116436774196
2022-04-12,2022-04-15,BTC,CME Bitcoin,10632,-0.0678141459744169,0.498777276147479,-0.496613995485327,-0.126882648877446
2022-04-19,2022-04-22,BTC,CME Bitcoin,11276,-0.0662468960624335,0.500532103582831,-0.44625753813409,0.0348618236449489
2022-04-26,2022-04-29,BTC,CME Bitcoin,10709,-0.0474367354561584,0.525165748435895,-0.47604818377066,-0.0852390278271979
2022-05-03,2022-05-06,BTC,CME Bitcoin,10051,-0.036712764899015,0.514675156700826,-0.53109143368819,-0.0102447908847552
2022-05-10,2022-05-13,BTC,CME Bitcoin,10841,-0.0478738123789318,0.447098976109215,-0.49155981920487,-0.196069443973125
2022-05-17,2022-05-20,BTC,CME Bitcoin,11644,-0.0747165922363449,0.433442116111302,-0.539161800068705,-0.0193372153456703
2022-05-24,2022-05-27,BTC,CME Bitcoin,11729,-0.0975360218262426,0.410947224827351,-0.437633216813028,-0.0263501537573685
2022-05-31,2022-06-03,BTC,CME Bitcoin,10900,-0.135688073394495,0.458165137614679,-0.488623853211009,0.071191560397974
2022-06-07,2022-06-10,BTC,CME Bitcoin,10990,-0.146678798908098,0.455050045495905,-0.459963603275705,-0.0217170795229453
2022-06-14,2022-06-17,BTC,CME Bitcoin,12242,-0.135925502368894,0.433834340793988,-0.427054402875347,-0.341718510583902
2022-06-21,2022-06-24,BTC,CME Bitcoin,13537,-0.143901898500406,0.413681022383098,-0.418039447440349,-0.0661211745786208
2022-06-28,2022-07-01,BTC,CME Bitcoin,13707,-0.134967534836215,0.396731596994237,-0.373458816663019,-0.0214612108222951
2022-07-05,2022-07-08,BTC,CME Bitcoin,13258,-0.143762256750641,0.373585759541409,-0.395006788354201,-0.00516656703090135
2022-07-12,2022-07-15,BTC,CME Bitcoin,13505,-0.145945945945946,0.350018511662347,-0.361717882265827,-0.0429610078971336
