asset,timing_convention,flow_shift_sessions,return_correlation,absolute_return_correlation,n,sample_start,sample_end
BTC,reported_date,0,0.422413237092,0.0233462866782,562,2024-01-12,2026-04-10
BTC,one_session_later,1,0.0996632287114,-0.076971890959,561,2024-01-16,2026-04-10
ETH,reported_date,0,0.244183587588,0.0105951098296,431,2024-07-23,2026-04-10
ETH,one_session_later,1,0.0824026068821,-0.00627759889104,430,2024-07-24,2026-04-10
