asset,term,coefficient,se_hac,ci_low,ci_high,pvalue,design_condition_number,n,sample_start,sample_end,method,qvalue_bh
BTC,inflow_bps,0.00476879664421031,0.00127578419069296,0.00226830557840653,0.00726928771001408,0.000185538899558338,6.11814278928117,562,2024-01-12,2026-04-10,HAC OLS with split flow direction and a lagged-volatility-state interaction,0.000371077799116676
BTC,outflow_bps,0.00765779240218833,0.00118075561379755,0.00534355392460165,0.00997203087977501,8.84370713782293e-11,6.11814278928117,562,2024-01-12,2026-04-10,HAC OLS with split flow direction and a lagged-volatility-state interaction,5.30622428269376e-10
BTC,flow_x_high_volatility,0.00138950784890722,0.00148229088446271,-0.0015157288992517,0.00429474459706615,0.348549936145363,6.11814278928117,562,2024-01-12,2026-04-10,HAC OLS with split flow direction and a lagged-volatility-state interaction,0.38485897665493
ETH,inflow_bps,0.00312863404835455,0.000635669849879498,0.00188274403653276,0.00437452406017635,8.57558365820855e-07,8.40308263893801,431,2024-07-23,2026-04-10,HAC OLS with split flow direction and a lagged-volatility-state interaction,2.57267509746256e-06
ETH,outflow_bps,0.00435799613334043,0.00165699436510473,0.00111034685514934,0.00760564541153152,0.00853695672383804,8.40308263893801,431,2024-07-23,2026-04-10,HAC OLS with split flow direction and a lagged-volatility-state interaction,0.0128054350857571
ETH,flow_x_high_volatility,-0.00121327577236385,0.00139620944822098,-0.00394979600575152,0.00152324446102382,0.38485897665493,8.40308263893801,431,2024-07-23,2026-04-10,HAC OLS with split flow direction and a lagged-volatility-state interaction,0.38485897665493
