Datetime,Fees (Total)
2026-04-10T00:00:00Z,121.66126409836806
2026-04-09T00:00:00Z,110.67219306835354
2026-04-08T00:00:00Z,144.20409600514893
2026-04-07T00:00:00Z,208.10601845852014
2026-04-06T00:00:00Z,126.04839065740723
2026-04-05T00:00:00Z,92.55032771360462
2026-04-04T00:00:00Z,76.64641485855333
2026-04-03T00:00:00Z,112.14870827791273
2026-04-02T00:00:00Z,157.80974981536326
2026-04-01T00:00:00Z,175.54936048329284
2026-03-31T00:00:00Z,189.68751247053947
2026-03-30T00:00:00Z,136.7829586542984
2026-03-29T00:00:00Z,115.04060728282518
2026-03-28T00:00:00Z,102.095929090632
2026-03-27T00:00:00Z,183.43131009592102
2026-03-26T00:00:00Z,190.766353360288
2026-03-25T00:00:00Z,120.42379195200691
2026-03-24T00:00:00Z,134.8286224785152
2026-03-23T00:00:00Z,224.269796623322
2026-03-22T00:00:00Z,345.676606552265
2026-03-21T00:00:00Z,68.70818733806347
2026-03-20T00:00:00Z,124.88824702855607
2026-03-19T00:00:00Z,146.83390640359966
2026-03-18T00:00:00Z,142.010996451773
2026-03-17T00:00:00Z,132.47525136914996
2026-03-16T00:00:00Z,190.76240956517114
2026-03-15T00:00:00Z,97.65507747867478
2026-03-14T00:00:00Z,85.0265833612647
2026-03-13T00:00:00Z,202.5322940130583
2026-03-12T00:00:00Z,239.44488509745005
2026-03-11T00:00:00Z,150.88955546060947
2026-03-10T00:00:00Z,158.89731081694507
2026-03-09T00:00:00Z,157.03510201454273
2026-03-08T00:00:00Z,108.94257967246094
2026-03-07T00:00:00Z,91.7414820654815
2026-03-06T00:00:00Z,164.73637146815776
2026-03-05T00:00:00Z,181.46671183056833
2026-03-04T00:00:00Z,299.97636181731843
2026-03-03T00:00:00Z,225.80053827146057
2026-03-02T00:00:00Z,218.93690091726563
2026-03-01T00:00:00Z,177.46731083195945
2026-02-28T00:00:00Z,184.69215774449475
2026-02-27T00:00:00Z,174.4964630563563
2026-02-26T00:00:00Z,193.729305984983
2026-02-25T00:00:00Z,249.97881710199036
2026-02-24T00:00:00Z,171.38508179035227
2026-02-23T00:00:00Z,155.795385898012
2026-02-22T00:00:00Z,92.19519891724485
2026-02-21T00:00:00Z,98.73440117516672
2026-02-20T00:00:00Z,161.88316009290173
2026-02-19T00:00:00Z,147.43468817899642
2026-02-18T00:00:00Z,158.39913462583613
2026-02-17T00:00:00Z,167.23930514447932
2026-02-16T00:00:00Z,131.58889317968925
2026-02-15T00:00:00Z,145.46854644110036
2026-02-14T00:00:00Z,101.49357030059136
2026-02-13T00:00:00Z,152.22774321895773
2026-02-12T00:00:00Z,210.42707239310045
2026-02-11T00:00:00Z,345.8286088553211
2026-02-10T00:00:00Z,147.77796506115507
2026-02-09T00:00:00Z,178.50213548655114
2026-02-08T00:00:00Z,145.9899902871321
2026-02-07T00:00:00Z,295.4050094035729
2026-02-06T00:00:00Z,707.9813621560622
2026-02-05T00:00:00Z,1652.5798451250314
2026-02-04T00:00:00Z,373.24399159825487
2026-02-03T00:00:00Z,373.56385789068634
2026-02-02T00:00:00Z,385.4825951809498
2026-02-01T00:00:00Z,284.94668036276397
2026-01-31T00:00:00Z,699.6362629117135
2026-01-30T00:00:00Z,318.78801815901346
2026-01-29T00:00:00Z,268.9115778567978
2026-01-28T00:00:00Z,128.91511985925501
2026-01-27T00:00:00Z,115.36016071859488
2026-01-26T00:00:00Z,153.1501804503279
2026-01-25T00:00:00Z,131.76094520902984
2026-01-24T00:00:00Z,93.41797289591516
2026-01-23T00:00:00Z,123.43859788337802
2026-01-22T00:00:00Z,142.3359679853492
2026-01-21T00:00:00Z,187.9473147470854
2026-01-20T00:00:00Z,193.13784264263094
2026-01-19T00:00:00Z,117.63278554083615
2026-01-18T00:00:00Z,105.21244520391865
2026-01-17T00:00:00Z,73.26819599838711
2026-01-16T00:00:00Z,95.52574151666043
2026-01-15T00:00:00Z,138.9133546633784
2026-01-14T00:00:00Z,144.18465591690202
2026-01-13T00:00:00Z,141.52120351381365
2026-01-12T00:00:00Z,107.81052880239186
2026-01-11T00:00:00Z,78.35488228055718
2026-01-10T00:00:00Z,67.11294559048092
2026-01-09T00:00:00Z,111.30867130425878
2026-01-08T00:00:00Z,128.60995888395604
2026-01-07T00:00:00Z,128.77607292000033
2026-01-06T00:00:00Z,181.06753614781977
2026-01-05T00:00:00Z,149.9201817547959
2026-01-04T00:00:00Z,93.92967921459042
2026-01-03T00:00:00Z,90.35826493377887
2026-01-02T00:00:00Z,133.19612621546128
2026-01-01T00:00:00Z,79.2787564561664
2025-12-31T00:00:00Z,106.46564559864159
2025-12-30T00:00:00Z,122.37656663882852
2025-12-29T00:00:00Z,113.6760877109027
2025-12-28T00:00:00Z,79.97964677899871
2025-12-27T00:00:00Z,71.59048930723701
2025-12-26T00:00:00Z,107.39250408907338
2025-12-25T00:00:00Z,79.75622081954121
2025-12-24T00:00:00Z,97.6362953979615
2025-12-23T00:00:00Z,103.72616822969697
2025-12-22T00:00:00Z,114.72997118862276
2025-12-21T00:00:00Z,83.7935342775412
2025-12-20T00:00:00Z,78.44532259987359
2025-12-19T00:00:00Z,157.87865726473115
2025-12-18T00:00:00Z,159.4502351901645
2025-12-17T00:00:00Z,139.4657795972959
2025-12-16T00:00:00Z,124.342681374686
2025-12-15T00:00:00Z,147.765687415165
2025-12-14T00:00:00Z,89.47299143018536
2025-12-13T00:00:00Z,84.97714570432615
2025-12-12T00:00:00Z,124.45303323021751
2025-12-11T00:00:00Z,138.42135925146482
2025-12-10T00:00:00Z,162.4610260469448
2025-12-09T00:00:00Z,184.6900056703935
2025-12-08T00:00:00Z,176.49808124805077
2025-12-07T00:00:00Z,157.14170586275154
2025-12-06T00:00:00Z,82.71144864139592
2025-12-05T00:00:00Z,111.84754295548348
2025-12-04T00:00:00Z,123.85708176981598
2025-12-03T00:00:00Z,132.9787709608012
2025-12-02T00:00:00Z,143.1692116067832
2025-12-01T00:00:00Z,194.8544077516041
2025-11-30T00:00:00Z,87.19746440947631
2025-11-29T00:00:00Z,86.2185612882334
2025-11-28T00:00:00Z,130.58469463572132
2025-11-27T00:00:00Z,125.63090987987947
2025-11-26T00:00:00Z,135.702629177888
2025-11-25T00:00:00Z,171.4376568568556
2025-11-24T00:00:00Z,169.95493845805234
2025-11-23T00:00:00Z,100.35792337054697
2025-11-22T00:00:00Z,139.80667786034908
