date,timestamp_utc,Fund Volume
2023-09-13,2023-09-13T00:00:00Z,756194
2023-09-14,2023-09-14T00:00:00Z,1322816
2023-09-15,2023-09-15T00:00:00Z,1339503
2023-09-18,2023-09-18T00:00:00Z,1571136
2023-09-19,2023-09-19T00:00:00Z,696925
2023-09-20,2023-09-20T00:00:00Z,901585
2023-09-21,2023-09-21T00:00:00Z,1086191
2023-09-22,2023-09-22T00:00:00Z,453608
2023-09-25,2023-09-25T00:00:00Z,1077947
2023-09-26,2023-09-26T00:00:00Z,1360687
2023-09-27,2023-09-27T00:00:00Z,863093
2023-09-28,2023-09-28T00:00:00Z,3128441
2023-09-29,2023-09-29T00:00:00Z,1600940
2023-10-02,2023-10-02T00:00:00Z,2525663
2023-10-03,2023-10-03T00:00:00Z,1000888
2023-10-04,2023-10-04T00:00:00Z,1253792
2023-10-05,2023-10-05T00:00:00Z,1396911
2023-10-06,2023-10-06T00:00:00Z,1044645
2023-10-09,2023-10-09T00:00:00Z,1452623
2023-10-10,2023-10-10T00:00:00Z,2116977
2023-10-11,2023-10-11T00:00:00Z,1992425
2023-10-12,2023-10-12T00:00:00Z,1123025
2023-10-13,2023-10-13T00:00:00Z,1387254
2023-10-16,2023-10-16T00:00:00Z,2651174
2023-10-17,2023-10-17T00:00:00Z,1369425
2023-10-18,2023-10-18T00:00:00Z,2043003
2023-10-19,2023-10-19T00:00:00Z,1475907
2023-10-20,2023-10-20T00:00:00Z,3133616
2023-10-23,2023-10-23T00:00:00Z,4189998
2023-10-24,2023-10-24T00:00:00Z,10163544
2023-10-25,2023-10-25T00:00:00Z,3193660
2023-10-26,2023-10-26T00:00:00Z,2600832
2023-10-27,2023-10-27T00:00:00Z,1967950
2023-10-30,2023-10-30T00:00:00Z,3110679
2023-10-31,2023-10-31T00:00:00Z,1554120
2023-11-01,2023-11-01T00:00:00Z,2173973
2023-11-02,2023-11-02T00:00:00Z,1883118
2023-11-03,2023-11-03T00:00:00Z,1608028
2023-11-06,2023-11-06T00:00:00Z,1894610
2023-11-07,2023-11-07T00:00:00Z,1412830
2023-11-08,2023-11-08T00:00:00Z,1368841
2023-11-09,2023-11-09T00:00:00Z,5380601
2023-11-10,2023-11-10T00:00:00Z,4492682
2023-11-13,2023-11-13T00:00:00Z,3002695
2023-11-14,2023-11-14T00:00:00Z,4257993
2023-11-15,2023-11-15T00:00:00Z,2414746
2023-11-16,2023-11-16T00:00:00Z,2273327
2023-11-17,2023-11-17T00:00:00Z,2139377
2023-11-20,2023-11-20T00:00:00Z,2089417
2023-11-21,2023-11-21T00:00:00Z,1988079
2023-11-22,2023-11-22T00:00:00Z,2441130
2023-11-23,2023-11-23T00:00:00Z,4490
2023-11-24,2023-11-24T00:00:00Z,2377802
2023-11-27,2023-11-27T00:00:00Z,2436776
2023-11-28,2023-11-28T00:00:00Z,1746800
2023-11-29,2023-11-29T00:00:00Z,1680571
2023-11-30,2023-11-30T00:00:00Z,1820072
2023-12-01,2023-12-01T00:00:00Z,3072817
2023-12-04,2023-12-04T00:00:00Z,4141164
2023-12-05,2023-12-05T00:00:00Z,4141694
2023-12-06,2023-12-06T00:00:00Z,3172387
2023-12-07,2023-12-07T00:00:00Z,3200371
2023-12-08,2023-12-08T00:00:00Z,2512255
2023-12-11,2023-12-11T00:00:00Z,3490287
2023-12-12,2023-12-12T00:00:00Z,3160587
2023-12-13,2023-12-13T00:00:00Z,2363571
2023-12-14,2023-12-14T00:00:00Z,3117597
2023-12-15,2023-12-15T00:00:00Z,1771384
2023-12-18,2023-12-18T00:00:00Z,3090946
2023-12-19,2023-12-19T00:00:00Z,2362700
2023-12-20,2023-12-20T00:00:00Z,2346935
2023-12-21,2023-12-21T00:00:00Z,2735619
2023-12-22,2023-12-22T00:00:00Z,3445193
2023-12-26,2023-12-26T00:00:00Z,2842505
2023-12-27,2023-12-27T00:00:00Z,4078972
2023-12-28,2023-12-28T00:00:00Z,4105639
2023-12-29,2023-12-29T00:00:00Z,3733602
2024-01-02,2024-01-02T00:00:00Z,3292964
2024-01-03,2024-01-03T00:00:00Z,3210937
2024-01-04,2024-01-04T00:00:00Z,2256147
2024-01-05,2024-01-05T00:00:00Z,2176342
2024-01-08,2024-01-08T00:00:00Z,2183030
2024-01-09,2024-01-09T00:00:00Z,3479809
2024-01-10,2024-01-10T00:00:00Z,6895364
2024-01-11,2024-01-11T00:00:00Z,13381217
2024-01-12,2024-01-12T00:00:00Z,10283903
2024-01-15,2024-01-15T00:00:00Z,7660
2024-01-16,2024-01-16T00:00:00Z,5446904
2024-01-17,2024-01-17T00:00:00Z,3111502
2024-01-18,2024-01-18T00:00:00Z,4862211
2024-01-19,2024-01-19T00:00:00Z,5992558
2024-01-22,2024-01-22T00:00:00Z,3963337
2024-01-23,2024-01-23T00:00:00Z,8152272
2024-01-24,2024-01-24T00:00:00Z,3110844
2024-01-25,2024-01-25T00:00:00Z,3159080
2024-01-26,2024-01-26T00:00:00Z,3510362
2024-01-29,2024-01-29T00:00:00Z,3381654
2024-01-30,2024-01-30T00:00:00Z,2124208
2024-01-31,2024-01-31T00:00:00Z,1914091
2024-02-01,2024-02-01T00:00:00Z,1664973
2024-02-02,2024-02-02T00:00:00Z,2277894
2024-02-05,2024-02-05T00:00:00Z,1593578
2024-02-06,2024-02-06T00:00:00Z,2213662
2024-02-07,2024-02-07T00:00:00Z,3691511
2024-02-08,2024-02-08T00:00:00Z,3915949
2024-02-09,2024-02-09T00:00:00Z,4128128
2024-02-12,2024-02-12T00:00:00Z,4987317
2024-02-13,2024-02-13T00:00:00Z,3118487
2024-02-14,2024-02-14T00:00:00Z,4988895
2024-02-15,2024-02-15T00:00:00Z,3760435
2024-02-16,2024-02-16T00:00:00Z,3147536
2024-02-20,2024-02-20T00:00:00Z,5975009
2024-02-21,2024-02-21T00:00:00Z,2711395
2024-02-22,2024-02-22T00:00:00Z,3501593
2024-02-23,2024-02-23T00:00:00Z,2491281
2024-02-26,2024-02-26T00:00:00Z,5833281
2024-02-27,2024-02-27T00:00:00Z,4653103
2024-02-28,2024-02-28T00:00:00Z,8255172
2024-02-29,2024-02-29T00:00:00Z,4891550
2024-03-01,2024-03-01T00:00:00Z,2950121
2024-03-04,2024-03-04T00:00:00Z,5602197
2024-03-05,2024-03-05T00:00:00Z,10631990
2024-03-06,2024-03-06T00:00:00Z,6907726
2024-03-07,2024-03-07T00:00:00Z,4275366
2024-03-08,2024-03-08T00:00:00Z,6355844
2024-03-11,2024-03-11T00:00:00Z,7028756
2024-03-12,2024-03-12T00:00:00Z,8310203
2024-03-13,2024-03-13T00:00:00Z,4846948
2024-03-14,2024-03-14T00:00:00Z,6594527
2024-03-15,2024-03-15T00:00:00Z,6423164
2024-03-18,2024-03-18T00:00:00Z,8400670
2024-03-19,2024-03-19T00:00:00Z,8071534
2024-03-20,2024-03-20T00:00:00Z,7272324
2024-03-21,2024-03-21T00:00:00Z,4472704
2024-03-22,2024-03-22T00:00:00Z,4205403
2024-03-25,2024-03-25T00:00:00Z,5226335
2024-03-26,2024-03-26T00:00:00Z,3017231
2024-03-27,2024-03-27T00:00:00Z,3054362
2024-03-28,2024-03-28T00:00:00Z,3262653
2024-04-01,2024-04-01T00:00:00Z,3329457
2024-04-02,2024-04-02T00:00:00Z,4513209
2024-04-03,2024-04-03T00:00:00Z,2830102
2024-04-04,2024-04-04T00:00:00Z,2829181
2024-04-05,2024-04-05T00:00:00Z,1721940
2024-04-08,2024-04-08T00:00:00Z,4511539
2024-04-09,2024-04-09T00:00:00Z,2928152
2024-04-10,2024-04-10T00:00:00Z,2923969
2024-04-11,2024-04-11T00:00:00Z,1464369
2024-04-12,2024-04-12T00:00:00Z,3628767
2024-04-15,2024-04-15T00:00:00Z,3950945
2024-04-16,2024-04-16T00:00:00Z,3710424
2024-04-17,2024-04-17T00:00:00Z,3100984
2024-04-18,2024-04-18T00:00:00Z,2357054
2024-04-19,2024-04-19T00:00:00Z,1952868
2024-04-22,2024-04-22T00:00:00Z,2560735
2024-04-23,2024-04-23T00:00:00Z,1757902
2024-04-24,2024-04-24T00:00:00Z,1775511
2024-04-25,2024-04-25T00:00:00Z,1456156
2024-04-26,2024-04-26T00:00:00Z,1845721
2024-04-29,2024-04-29T00:00:00Z,1955950
2024-04-30,2024-04-30T00:00:00Z,3420508
2024-05-01,2024-05-01T00:00:00Z,3584417
2024-05-02,2024-05-02T00:00:00Z,1417614
2024-05-03,2024-05-03T00:00:00Z,1750556
2024-05-06,2024-05-06T00:00:00Z,1810960
2024-05-07,2024-05-07T00:00:00Z,1315813
2024-05-08,2024-05-08T00:00:00Z,1641009
2024-05-09,2024-05-09T00:00:00Z,1618462
2024-05-10,2024-05-10T00:00:00Z,1564265
2024-05-13,2024-05-13T00:00:00Z,1264672
2024-05-14,2024-05-14T00:00:00Z,1558083
2024-05-15,2024-05-15T00:00:00Z,2233195
2024-05-16,2024-05-16T00:00:00Z,2025749
2024-05-17,2024-05-17T00:00:00Z,3965978
2024-05-20,2024-05-20T00:00:00Z,6824209
2024-05-21,2024-05-21T00:00:00Z,20189760
2024-05-22,2024-05-22T00:00:00Z,5907650
2024-05-23,2024-05-23T00:00:00Z,7981453
2024-05-24,2024-05-24T00:00:00Z,13939601
2024-05-27,2024-05-27T00:00:00Z,21545
2024-05-28,2024-05-28T00:00:00Z,4915994
2024-05-29,2024-05-29T00:00:00Z,2389162
2024-05-30,2024-05-30T00:00:00Z,4227510
2024-05-31,2024-05-31T00:00:00Z,2097061
2024-06-03,2024-06-03T00:00:00Z,2872274
2024-06-04,2024-06-04T00:00:00Z,1924611
2024-06-05,2024-06-05T00:00:00Z,3217445
2024-06-06,2024-06-06T00:00:00Z,1718246
2024-06-07,2024-06-07T00:00:00Z,2648056
2024-06-10,2024-06-10T00:00:00Z,2104377
2024-06-11,2024-06-11T00:00:00Z,4159104
2024-06-12,2024-06-12T00:00:00Z,2633028
2024-06-13,2024-06-13T00:00:00Z,4512584
2024-06-14,2024-06-14T00:00:00Z,3858435
2024-06-17,2024-06-17T00:00:00Z,3313055
2024-06-18,2024-06-18T00:00:00Z,2852028
2024-06-19,2024-06-19T00:00:00Z,21100
2024-06-20,2024-06-20T00:00:00Z,2393035
2024-06-21,2024-06-21T00:00:00Z,1709139
2024-06-24,2024-06-24T00:00:00Z,3489834
2024-06-25,2024-06-25T00:00:00Z,2928679
2024-06-26,2024-06-26T00:00:00Z,1001353
2024-06-27,2024-06-27T00:00:00Z,1249052
2024-06-28,2024-06-28T00:00:00Z,1683232
2024-07-01,2024-07-01T00:00:00Z,2159771
2024-07-02,2024-07-02T00:00:00Z,1895369
2024-07-03,2024-07-03T00:00:00Z,1677964
2024-07-04,2024-07-04T00:00:00Z,30111
2024-07-05,2024-07-05T00:00:00Z,5437162
2024-07-08,2024-07-08T00:00:00Z,3932227
2024-07-09,2024-07-09T00:00:00Z,2352133
2024-07-10,2024-07-10T00:00:00Z,2372452
2024-07-11,2024-07-11T00:00:00Z,1753015
2024-07-12,2024-07-12T00:00:00Z,2198945
2024-07-15,2024-07-15T00:00:00Z,4455179
2024-07-16,2024-07-16T00:00:00Z,2392767
2024-07-17,2024-07-17T00:00:00Z,1816354
2024-07-18,2024-07-18T00:00:00Z,6109950
2024-07-19,2024-07-19T00:00:00Z,3574217
2024-07-22,2024-07-22T00:00:00Z,2177412
2024-07-23,2024-07-23T00:00:00Z,54861699
2024-07-24,2024-07-24T00:00:00Z,59877117
2024-07-25,2024-07-25T00:00:00Z,61232795
2024-07-26,2024-07-26T00:00:00Z,63721562
2024-07-29,2024-07-29T00:00:00Z,46317309
2024-07-30,2024-07-30T00:00:00Z,34154414
2024-07-31,2024-07-31T00:00:00Z,38589107
2024-08-01,2024-08-01T00:00:00Z,28501374
2024-08-02,2024-08-02T00:00:00Z,36760330
2024-08-05,2024-08-05T00:00:00Z,71563568
2024-08-06,2024-08-06T00:00:00Z,32453292
2024-08-07,2024-08-07T00:00:00Z,36906531
2024-08-08,2024-08-08T00:00:00Z,32701151
2024-08-09,2024-08-09T00:00:00Z,20408952
2024-08-12,2024-08-12T00:00:00Z,27334606
2024-08-13,2024-08-13T00:00:00Z,18626184
2024-08-14,2024-08-14T00:00:00Z,19317761
2024-08-15,2024-08-15T00:00:00Z,24376099
2024-08-16,2024-08-16T00:00:00Z,17826528
2024-08-19,2024-08-19T00:00:00Z,11969631
2024-08-20,2024-08-20T00:00:00Z,16322048
2024-08-21,2024-08-21T00:00:00Z,18225082
2024-08-22,2024-08-22T00:00:00Z,11032969
2024-08-23,2024-08-23T00:00:00Z,21557045
2024-08-26,2024-08-26T00:00:00Z,12842343
2024-08-27,2024-08-27T00:00:00Z,11899685
2024-08-28,2024-08-28T00:00:00Z,19257565
2024-08-29,2024-08-29T00:00:00Z,11003618
2024-08-30,2024-08-30T00:00:00Z,18408994
2024-09-03,2024-09-03T00:00:00Z,16656282
2024-09-04,2024-09-04T00:00:00Z,18473369
2024-09-05,2024-09-05T00:00:00Z,15274316
2024-09-06,2024-09-06T00:00:00Z,23466607
2024-09-09,2024-09-09T00:00:00Z,14956166
2024-09-10,2024-09-10T00:00:00Z,12164514
2024-09-11,2024-09-11T00:00:00Z,15449521
2024-09-12,2024-09-12T00:00:00Z,13431070
2024-09-13,2024-09-13T00:00:00Z,17069332
2024-09-16,2024-09-16T00:00:00Z,17851148
2024-09-17,2024-09-17T00:00:00Z,18146699
2024-09-18,2024-09-18T00:00:00Z,21934482
2024-09-19,2024-09-19T00:00:00Z,24727578
2024-09-20,2024-09-20T00:00:00Z,17185030
2024-09-23,2024-09-23T00:00:00Z,19817861
2024-09-24,2024-09-24T00:00:00Z,19258204
2024-09-25,2024-09-25T00:00:00Z,14878520
2024-09-26,2024-09-26T00:00:00Z,23742249
2024-09-27,2024-09-27T00:00:00Z,22757585
2024-09-30,2024-09-30T00:00:00Z,17266033
2024-10-01,2024-10-01T00:00:00Z,30882130
2024-10-02,2024-10-02T00:00:00Z,25284484
2024-10-03,2024-10-03T00:00:00Z,17760617
2024-10-04,2024-10-04T00:00:00Z,15953112
2024-10-07,2024-10-07T00:00:00Z,17301840
2024-10-08,2024-10-08T00:00:00Z,15447713
2024-10-09,2024-10-09T00:00:00Z,19647920
2024-10-10,2024-10-10T00:00:00Z,19240629
2024-10-11,2024-10-11T00:00:00Z,15003513
2024-10-14,2024-10-14T00:00:00Z,22933624
2024-10-15,2024-10-15T00:00:00Z,26216576
2024-10-16,2024-10-16T00:00:00Z,15182467
2024-10-17,2024-10-17T00:00:00Z,19119837
2024-10-18,2024-10-18T00:00:00Z,18304735
2024-10-21,2024-10-21T00:00:00Z,16423542
2024-10-22,2024-10-22T00:00:00Z,14295202
2024-10-23,2024-10-23T00:00:00Z,17011855
2024-10-24,2024-10-24T00:00:00Z,15084168
2024-10-25,2024-10-25T00:00:00Z,23164625
2024-10-28,2024-10-28T00:00:00Z,27322553
2024-10-29,2024-10-29T00:00:00Z,33701912
2024-10-30,2024-10-30T00:00:00Z,33514057
2024-10-31,2024-10-31T00:00:00Z,45270295
2024-11-01,2024-11-01T00:00:00Z,30258300
2024-11-04,2024-11-04T00:00:00Z,22117306
2024-11-05,2024-11-05T00:00:00Z,20599624
2024-11-06,2024-11-06T00:00:00Z,36122877
2024-11-07,2024-11-07T00:00:00Z,49418341
2024-11-08,2024-11-08T00:00:00Z,44546605
2024-11-11,2024-11-11T00:00:00Z,92881141
2024-11-12,2024-11-12T00:00:00Z,62090082
2024-11-13,2024-11-13T00:00:00Z,80881775
2024-11-14,2024-11-14T00:00:00Z,45143374
2024-11-15,2024-11-15T00:00:00Z,61652088
2024-11-18,2024-11-18T00:00:00Z,48648409
2024-11-19,2024-11-19T00:00:00Z,32008718
2024-11-20,2024-11-20T00:00:00Z,13246911
2024-11-21,2024-11-21T00:00:00Z,29523510
2024-11-22,2024-11-22T00:00:00Z,13477897
2024-11-25,2024-11-25T00:00:00Z,24765398
2024-11-26,2024-11-26T00:00:00Z,15418822
2024-11-27,2024-11-27T00:00:00Z,29823609
2024-11-29,2024-11-29T00:00:00Z,10558309
2024-12-02,2024-12-02T00:00:00Z,21946963
2024-12-03,2024-12-03T00:00:00Z,14817131
2024-12-04,2024-12-04T00:00:00Z,34232877
2024-12-05,2024-12-05T00:00:00Z,24073510
2024-12-06,2024-12-06T00:00:00Z,29812629
2024-12-09,2024-12-09T00:00:00Z,28670476
2024-12-10,2024-12-10T00:00:00Z,25986672
2024-12-11,2024-12-11T00:00:00Z,15073583
2024-12-12,2024-12-12T00:00:00Z,18821995
2024-12-13,2024-12-13T00:00:00Z,14063698
2024-12-16,2024-12-16T00:00:00Z,25601345
2024-12-17,2024-12-17T00:00:00Z,19894392
2024-12-18,2024-12-18T00:00:00Z,30964315
2024-12-19,2024-12-19T00:00:00Z,42909354
2024-12-20,2024-12-20T00:00:00Z,22213949
2024-12-23,2024-12-23T00:00:00Z,17493909
2024-12-24,2024-12-24T00:00:00Z,9149270
2024-12-26,2024-12-26T00:00:00Z,13737378
2024-12-27,2024-12-27T00:00:00Z,11412076
2024-12-30,2024-12-30T00:00:00Z,11739591
2024-12-31,2024-12-31T00:00:00Z,10882711
2025-01-02,2025-01-02T00:00:00Z,13785063
2025-01-03,2025-01-03T00:00:00Z,14523804
2025-01-06,2025-01-06T00:00:00Z,13185596
2025-01-07,2025-01-07T00:00:00Z,27693672
2025-01-08,2025-01-08T00:00:00Z,16744590
2025-01-10,2025-01-10T00:00:00Z,13735352
2025-01-13,2025-01-13T00:00:00Z,19576941
2025-01-14,2025-01-14T00:00:00Z,8571704
2025-01-15,2025-01-15T00:00:00Z,15972066
2025-01-16,2025-01-16T00:00:00Z,11877808
2025-01-17,2025-01-17T00:00:00Z,13837310
2025-01-20,2025-01-20T00:00:00Z,2900
2025-01-21,2025-01-21T00:00:00Z,20837354
2025-01-22,2025-01-22T00:00:00Z,11382399
2025-01-23,2025-01-23T00:00:00Z,23843441
2025-01-24,2025-01-24T00:00:00Z,12513017
2025-01-27,2025-01-27T00:00:00Z,18013718
2025-01-28,2025-01-28T00:00:00Z,9876555
2025-01-29,2025-01-29T00:00:00Z,16763846
2025-01-30,2025-01-30T00:00:00Z,11408655
2025-01-31,2025-01-31T00:00:00Z,17271208
2025-02-03,2025-02-03T00:00:00Z,65962012
2025-02-04,2025-02-04T00:00:00Z,25595518
2025-02-05,2025-02-05T00:00:00Z,13027967
2025-02-06,2025-02-06T00:00:00Z,12891645
2025-02-07,2025-02-07T00:00:00Z,15880680
2025-02-10,2025-02-10T00:00:00Z,9589934
2025-02-11,2025-02-11T00:00:00Z,12410482
2025-02-12,2025-02-12T00:00:00Z,15647780
2025-02-13,2025-02-13T00:00:00Z,11432710
2025-02-14,2025-02-14T00:00:00Z,13020798
2025-02-18,2025-02-18T00:00:00Z,16286258
2025-02-19,2025-02-19T00:00:00Z,8462567
2025-02-20,2025-02-20T00:00:00Z,9144035
2025-02-21,2025-02-21T00:00:00Z,29737710
2025-02-24,2025-02-24T00:00:00Z,13418699
2025-02-25,2025-02-25T00:00:00Z,33104773
2025-02-26,2025-02-26T00:00:00Z,34796151
2025-02-27,2025-02-27T00:00:00Z,14218831
2025-02-28,2025-02-28T00:00:00Z,21078782
2025-03-03,2025-03-03T00:00:00Z,37996040
2025-03-04,2025-03-04T00:00:00Z,30618536
2025-03-05,2025-03-05T00:00:00Z,14336914
2025-03-06,2025-03-06T00:00:00Z,16817347
2025-03-07,2025-03-07T00:00:00Z,21552804
2025-03-10,2025-03-10T00:00:00Z,41282835
2025-03-11,2025-03-11T00:00:00Z,24378001
2025-03-12,2025-03-12T00:00:00Z,19422304
2025-03-13,2025-03-13T00:00:00Z,17910256
2025-03-14,2025-03-14T00:00:00Z,12463138
2025-03-17,2025-03-17T00:00:00Z,9490082
2025-03-18,2025-03-18T00:00:00Z,15123500
2025-03-19,2025-03-19T00:00:00Z,21764741
2025-03-20,2025-03-20T00:00:00Z,11988420
2025-03-21,2025-03-21T00:00:00Z,7826287
2025-03-24,2025-03-24T00:00:00Z,15037563
2025-03-25,2025-03-25T00:00:00Z,6608984
2025-03-26,2025-03-26T00:00:00Z,14468708
2025-03-27,2025-03-27T00:00:00Z,8751396
2025-03-28,2025-03-28T00:00:00Z,15442216
2025-03-31,2025-03-31T00:00:00Z,13857368
2025-04-01,2025-04-01T00:00:00Z,12472949
2025-04-02,2025-04-02T00:00:00Z,14080390
2025-04-03,2025-04-03T00:00:00Z,16436877
2025-04-04,2025-04-04T00:00:00Z,25677384
2025-04-07,2025-04-07T00:00:00Z,50916196
2025-04-08,2025-04-08T00:00:00Z,29114928
2025-04-09,2025-04-09T00:00:00Z,64885158
2025-04-10,2025-04-10T00:00:00Z,34727250
2025-04-11,2025-04-11T00:00:00Z,20686611
2025-04-14,2025-04-14T00:00:00Z,21248894
2025-04-15,2025-04-15T00:00:00Z,15848955
2025-04-16,2025-04-16T00:00:00Z,31034458
2025-04-17,2025-04-17T00:00:00Z,14018197
2025-04-21,2025-04-21T00:00:00Z,16762455
2025-04-22,2025-04-22T00:00:00Z,32848935
2025-04-23,2025-04-23T00:00:00Z,29060170
2025-04-24,2025-04-24T00:00:00Z,21003790
2025-04-25,2025-04-25T00:00:00Z,21474812
2025-04-28,2025-04-28T00:00:00Z,18632425
2025-04-29,2025-04-29T00:00:00Z,12455480
2025-04-30,2025-04-30T00:00:00Z,12195034
2025-05-01,2025-05-01T00:00:00Z,15701610
2025-05-02,2025-05-02T00:00:00Z,10271621
2025-05-05,2025-05-05T00:00:00Z,7704512
2025-05-06,2025-05-06T00:00:00Z,9512081
2025-05-07,2025-05-07T00:00:00Z,8347370
2025-05-08,2025-05-08T00:00:00Z,35583593
2025-05-09,2025-05-09T00:00:00Z,33154914
2025-05-12,2025-05-12T00:00:00Z,33663335
2025-05-13,2025-05-13T00:00:00Z,37529637
2025-05-14,2025-05-14T00:00:00Z,21532351
2025-05-15,2025-05-15T00:00:00Z,24306205
2025-05-16,2025-05-16T00:00:00Z,10000081
2025-05-19,2025-05-19T00:00:00Z,23613205
2025-05-20,2025-05-20T00:00:00Z,14950813
2025-05-21,2025-05-21T00:00:00Z,32401974
2025-05-22,2025-05-22T00:00:00Z,32422228
2025-05-23,2025-05-23T00:00:00Z,19156977
2025-05-26,2025-05-26T00:00:00Z,5628
2025-05-27,2025-05-27T00:00:00Z,28776449
2025-05-28,2025-05-28T00:00:00Z,21362978
2025-05-29,2025-05-29T00:00:00Z,25398704
2025-05-30,2025-05-30T00:00:00Z,23049343
2025-06-02,2025-06-02T00:00:00Z,19032381
2025-06-03,2025-06-03T00:00:00Z,22681131
2025-06-04,2025-06-04T00:00:00Z,18207242
2025-06-05,2025-06-05T00:00:00Z,27224140
2025-06-06,2025-06-06T00:00:00Z,16897823
2025-06-09,2025-06-09T00:00:00Z,19488188
2025-06-10,2025-06-10T00:00:00Z,38519873
2025-06-11,2025-06-11T00:00:00Z,36219830
2025-06-12,2025-06-12T00:00:00Z,21999470
2025-06-13,2025-06-13T00:00:00Z,26946328
2025-06-16,2025-06-16T00:00:00Z,19647762
2025-06-17,2025-06-17T00:00:00Z,26456789
2025-06-18,2025-06-18T00:00:00Z,18687968
2025-06-19,2025-06-19T00:00:00Z,1100
2025-06-20,2025-06-20T00:00:00Z,34607872
2025-06-23,2025-06-23T00:00:00Z,45015598
2025-06-24,2025-06-24T00:00:00Z,28405280
2025-06-25,2025-06-25T00:00:00Z,17997480
2025-06-26,2025-06-26T00:00:00Z,15244447
2025-06-27,2025-06-27T00:00:00Z,14113451
2025-06-30,2025-06-30T00:00:00Z,22620311
2025-07-01,2025-07-01T00:00:00Z,19588131
2025-07-02,2025-07-02T00:00:00Z,41063227
2025-07-03,2025-07-03T00:00:00Z,23701758
2025-07-04,2025-07-04T00:00:00Z,2882
2025-07-07,2025-07-07T00:00:00Z,19440207
2025-07-08,2025-07-08T00:00:00Z,31684650
2025-07-09,2025-07-09T00:00:00Z,57367513
2025-07-10,2025-07-10T00:00:00Z,52462949
2025-07-11,2025-07-11T00:00:00Z,58866444
2025-07-14,2025-07-14T00:00:00Z,52242486
2025-07-15,2025-07-15T00:00:00Z,65798912
2025-07-16,2025-07-16T00:00:00Z,98603028
2025-07-17,2025-07-17T00:00:00Z,81879701
2025-07-18,2025-07-18T00:00:00Z,97138228
2025-07-21,2025-07-21T00:00:00Z,105601776
2025-07-22,2025-07-22T00:00:00Z,66677688
2025-07-23,2025-07-23T00:00:00Z,54517856
2025-07-24,2025-07-24T00:00:00Z,72278179
2025-07-25,2025-07-25T00:00:00Z,50639772
2025-07-28,2025-07-28T00:00:00Z,62467449
2025-07-29,2025-07-29T00:00:00Z,52430990
2025-07-30,2025-07-30T00:00:00Z,48962924
2025-07-31,2025-07-31T00:00:00Z,42216862
2025-08-01,2025-08-01T00:00:00Z,78876005
2025-08-04,2025-08-04T00:00:00Z,65399456
2025-08-05,2025-08-05T00:00:00Z,40587032
2025-08-06,2025-08-06T00:00:00Z,33414921
2025-08-07,2025-08-07T00:00:00Z,61484883
2025-08-08,2025-08-08T00:00:00Z,76418113
2025-08-11,2025-08-11T00:00:00Z,80472157
2025-08-12,2025-08-12T00:00:00Z,87526001
2025-08-13,2025-08-13T00:00:00Z,118911627
2025-08-14,2025-08-14T00:00:00Z,115710088
2025-08-15,2025-08-15T00:00:00Z,99999487
2025-08-18,2025-08-18T00:00:00Z,59370116
2025-08-19,2025-08-19T00:00:00Z,82701132
2025-08-20,2025-08-20T00:00:00Z,77851417
2025-08-21,2025-08-21T00:00:00Z,48481054
2025-08-22,2025-08-22T00:00:00Z,189041418
2025-08-25,2025-08-25T00:00:00Z,101678076
2025-08-26,2025-08-26T00:00:00Z,74804934
2025-08-27,2025-08-27T00:00:00Z,58750393
2025-08-28,2025-08-28T00:00:00Z,56261716
2025-08-29,2025-08-29T00:00:00Z,76669330
2025-09-02,2025-09-02T00:00:00Z,53975901
2025-09-03,2025-09-03T00:00:00Z,58626739
2025-09-04,2025-09-04T00:00:00Z,76678594
2025-09-05,2025-09-05T00:00:00Z,80262151
2025-09-08,2025-09-08T00:00:00Z,44255835
2025-09-09,2025-09-09T00:00:00Z,37226829
2025-09-10,2025-09-10T00:00:00Z,65789321
2025-09-11,2025-09-11T00:00:00Z,42382184
2025-09-12,2025-09-12T00:00:00Z,67029606
2025-09-15,2025-09-15T00:00:00Z,58540909
2025-09-16,2025-09-16T00:00:00Z,47660469
2025-09-17,2025-09-17T00:00:00Z,63397809
2025-09-18,2025-09-18T00:00:00Z,41735790
2025-09-19,2025-09-19T00:00:00Z,46973901
2025-09-22,2025-09-22T00:00:00Z,61373269
2025-09-23,2025-09-23T00:00:00Z,47792824
2025-09-24,2025-09-24T00:00:00Z,29315157
2025-09-25,2025-09-25T00:00:00Z,105717342
2025-09-26,2025-09-26T00:00:00Z,65627417
2025-09-29,2025-09-29T00:00:00Z,57251050
2025-09-30,2025-09-30T00:00:00Z,43873915
2025-10-01,2025-10-01T00:00:00Z,59288331
2025-10-02,2025-10-02T00:00:00Z,62564192
2025-10-03,2025-10-03T00:00:00Z,62822109
2025-10-06,2025-10-06T00:00:00Z,71102029
2025-10-07,2025-10-07T00:00:00Z,111062776
2025-10-08,2025-10-08T00:00:00Z,56852175
2025-10-09,2025-10-09T00:00:00Z,67106166
2025-10-10,2025-10-10T00:00:00Z,136850274
2025-10-13,2025-10-13T00:00:00Z,84106367
2025-10-14,2025-10-14T00:00:00Z,109614999
2025-10-15,2025-10-15T00:00:00Z,65778396
2025-10-16,2025-10-16T00:00:00Z,89178211
2025-10-17,2025-10-17T00:00:00Z,81920704
2025-10-20,2025-10-20T00:00:00Z,67628288
2025-10-21,2025-10-21T00:00:00Z,97940313
