date,timestamp_utc,Fund Volume
2021-08-06,2021-08-06T00:00:00Z,8185176
2021-08-09,2021-08-09T00:00:00Z,8881354
2021-08-10,2021-08-10T00:00:00Z,8314929
2021-08-11,2021-08-11T00:00:00Z,6104876
2021-08-12,2021-08-12T00:00:00Z,8344784
2021-08-13,2021-08-13T00:00:00Z,5529431
2021-08-16,2021-08-16T00:00:00Z,5540015
2021-08-17,2021-08-17T00:00:00Z,6244556
2021-08-18,2021-08-18T00:00:00Z,5974760
2021-08-19,2021-08-19T00:00:00Z,5653957
2021-08-20,2021-08-20T00:00:00Z,6592694
2021-08-23,2021-08-23T00:00:00Z,7754394
2021-08-24,2021-08-24T00:00:00Z,6133304
2021-08-25,2021-08-25T00:00:00Z,4463017
2021-08-26,2021-08-26T00:00:00Z,3841363
2021-08-27,2021-08-27T00:00:00Z,5647420
2021-08-30,2021-08-30T00:00:00Z,7293402
2021-08-31,2021-08-31T00:00:00Z,8806320
2021-09-01,2021-09-01T00:00:00Z,10567573
2021-09-02,2021-09-02T00:00:00Z,7553938
2021-09-03,2021-09-03T00:00:00Z,7294081
2021-09-07,2021-09-07T00:00:00Z,18181717
2021-09-08,2021-09-08T00:00:00Z,8263412
2021-09-09,2021-09-09T00:00:00Z,5957582
2021-09-10,2021-09-10T00:00:00Z,7571341
2021-09-13,2021-09-13T00:00:00Z,7252111
2021-09-14,2021-09-14T00:00:00Z,4789068
2021-09-15,2021-09-15T00:00:00Z,5762320
2021-09-16,2021-09-16T00:00:00Z,4454140
2021-09-17,2021-09-17T00:00:00Z,4529726
2021-09-20,2021-09-20T00:00:00Z,11043553
2021-09-21,2021-09-21T00:00:00Z,7939754
2021-09-22,2021-09-22T00:00:00Z,7701127
2021-09-23,2021-09-23T00:00:00Z,4307075
2021-09-24,2021-09-24T00:00:00Z,8575575
2021-09-27,2021-09-27T00:00:00Z,4803711
2021-09-28,2021-09-28T00:00:00Z,6463062
2021-09-29,2021-09-29T00:00:00Z,3381375
2021-09-30,2021-09-30T00:00:00Z,4008864
2021-10-01,2021-10-01T00:00:00Z,7416103
2021-10-04,2021-10-04T00:00:00Z,7157293
2021-10-05,2021-10-05T00:00:00Z,4444912
2021-10-06,2021-10-06T00:00:00Z,6522715
2021-10-07,2021-10-07T00:00:00Z,5576411
2021-10-08,2021-10-08T00:00:00Z,4255524
2021-10-11,2021-10-11T00:00:00Z,4736806
2021-10-12,2021-10-12T00:00:00Z,5302886
2021-10-13,2021-10-13T00:00:00Z,3820515
2021-10-14,2021-10-14T00:00:00Z,6504190
2021-10-15,2021-10-15T00:00:00Z,6345521
2021-10-18,2021-10-18T00:00:00Z,5715589
2021-10-19,2021-10-19T00:00:00Z,5905597
2021-10-20,2021-10-20T00:00:00Z,9264225
2021-10-21,2021-10-21T00:00:00Z,8413387
2021-10-22,2021-10-22T00:00:00Z,5597720
2021-10-25,2021-10-25T00:00:00Z,6834087
2021-10-26,2021-10-26T00:00:00Z,4321656
2021-10-27,2021-10-27T00:00:00Z,6034603
2021-10-28,2021-10-28T00:00:00Z,6100239
2021-10-29,2021-10-29T00:00:00Z,9500685
2021-11-01,2021-11-01T00:00:00Z,5092738
2021-11-02,2021-11-02T00:00:00Z,7406924
2021-11-03,2021-11-03T00:00:00Z,7473188
2021-11-04,2021-11-04T00:00:00Z,7793177
2021-11-05,2021-11-05T00:00:00Z,3554930
2021-11-08,2021-11-08T00:00:00Z,6105187
2021-11-09,2021-11-09T00:00:00Z,5071809
2021-11-10,2021-11-10T00:00:00Z,5045949
2021-11-11,2021-11-11T00:00:00Z,3724793
2021-11-12,2021-11-12T00:00:00Z,4997436
2021-11-15,2021-11-15T00:00:00Z,4835400
2021-11-16,2021-11-16T00:00:00Z,8925373
2021-11-17,2021-11-17T00:00:00Z,5946443
2021-11-18,2021-11-18T00:00:00Z,7799609
2021-11-19,2021-11-19T00:00:00Z,5871315
2021-11-22,2021-11-22T00:00:00Z,6181445
2021-11-23,2021-11-23T00:00:00Z,6122585
2021-11-24,2021-11-24T00:00:00Z,3549149
2021-11-25,2021-11-25T00:00:00Z,49598
2021-11-26,2021-11-26T00:00:00Z,4650972
2021-11-29,2021-11-29T00:00:00Z,5930347
2021-11-30,2021-11-30T00:00:00Z,8560788
2021-12-01,2021-12-01T00:00:00Z,6667330
2021-12-02,2021-12-02T00:00:00Z,5611828
2021-12-03,2021-12-03T00:00:00Z,11068816
2021-12-06,2021-12-06T00:00:00Z,10918819
2021-12-07,2021-12-07T00:00:00Z,5265751
2021-12-08,2021-12-08T00:00:00Z,4912857
2021-12-09,2021-12-09T00:00:00Z,7870627
2021-12-10,2021-12-10T00:00:00Z,7099537
2021-12-13,2021-12-13T00:00:00Z,10973739
2021-12-14,2021-12-14T00:00:00Z,6403309
2021-12-15,2021-12-15T00:00:00Z,8432701
2021-12-16,2021-12-16T00:00:00Z,4992409
2021-12-17,2021-12-17T00:00:00Z,5535301
2021-12-20,2021-12-20T00:00:00Z,5368923
2021-12-21,2021-12-21T00:00:00Z,4525352
2021-12-22,2021-12-22T00:00:00Z,3956286
2021-12-23,2021-12-23T00:00:00Z,6033356
2021-12-24,2021-12-24T00:00:00Z,900
2021-12-27,2021-12-27T00:00:00Z,3764073
2021-12-28,2021-12-28T00:00:00Z,5298570
2021-12-29,2021-12-29T00:00:00Z,3980463
2021-12-30,2021-12-30T00:00:00Z,3604222
2021-12-31,2021-12-31T00:00:00Z,2902708
2022-01-03,2022-01-03T00:00:00Z,2856882
2022-01-04,2022-01-04T00:00:00Z,3185700
2022-01-05,2022-01-05T00:00:00Z,5730354
2022-01-06,2022-01-06T00:00:00Z,6679437
2022-01-07,2022-01-07T00:00:00Z,8502096
2022-01-10,2022-01-10T00:00:00Z,7870860
2022-01-11,2022-01-11T00:00:00Z,5524508
2022-01-12,2022-01-12T00:00:00Z,5256286
2022-01-13,2022-01-13T00:00:00Z,4267313
2022-01-14,2022-01-14T00:00:00Z,2951611
2022-01-17,2022-01-17T00:00:00Z,47659
2022-01-18,2022-01-18T00:00:00Z,4490610
2022-01-19,2022-01-19T00:00:00Z,3421727
2022-01-20,2022-01-20T00:00:00Z,3305802
2022-01-21,2022-01-21T00:00:00Z,14297659
2022-01-24,2022-01-24T00:00:00Z,14935707
2022-01-25,2022-01-25T00:00:00Z,6396671
2022-01-26,2022-01-26T00:00:00Z,7582589
2022-01-27,2022-01-27T00:00:00Z,5621623
2022-01-28,2022-01-28T00:00:00Z,4477579
2022-01-31,2022-01-31T00:00:00Z,4066067
2022-02-01,2022-02-01T00:00:00Z,3766166
2022-02-02,2022-02-02T00:00:00Z,3434380
2022-02-03,2022-02-03T00:00:00Z,3915114
2022-02-04,2022-02-04T00:00:00Z,7785989
2022-02-07,2022-02-07T00:00:00Z,6807710
2022-02-08,2022-02-08T00:00:00Z,3924053
2022-02-09,2022-02-09T00:00:00Z,4289607
2022-02-10,2022-02-10T00:00:00Z,5830008
2022-02-11,2022-02-11T00:00:00Z,5708787
2022-02-14,2022-02-14T00:00:00Z,4009527
2022-02-15,2022-02-15T00:00:00Z,3752879
2022-02-16,2022-02-16T00:00:00Z,3211529
2022-02-17,2022-02-17T00:00:00Z,3627894
2022-02-18,2022-02-18T00:00:00Z,4438614
2022-02-22,2022-02-22T00:00:00Z,5072142
2022-02-23,2022-02-23T00:00:00Z,5090455
2022-02-24,2022-02-24T00:00:00Z,6095476
2022-02-25,2022-02-25T00:00:00Z,3276166
2022-02-28,2022-02-28T00:00:00Z,3952421
2022-03-01,2022-03-01T00:00:00Z,3349859
2022-03-02,2022-03-02T00:00:00Z,2817577
2022-03-03,2022-03-03T00:00:00Z,2752649
2022-03-04,2022-03-04T00:00:00Z,3750406
2022-03-07,2022-03-07T00:00:00Z,4297835
2022-03-08,2022-03-08T00:00:00Z,3803018
2022-03-09,2022-03-09T00:00:00Z,3135094
2022-03-10,2022-03-10T00:00:00Z,2241599
2022-03-11,2022-03-11T00:00:00Z,4234002
2022-03-14,2022-03-14T00:00:00Z,1985545
2022-03-15,2022-03-15T00:00:00Z,2185718
2022-03-16,2022-03-16T00:00:00Z,3564392
2022-03-17,2022-03-17T00:00:00Z,2240718
2022-03-18,2022-03-18T00:00:00Z,3127876
2022-03-21,2022-03-21T00:00:00Z,3138227
2022-03-22,2022-03-22T00:00:00Z,3054704
2022-03-23,2022-03-23T00:00:00Z,3043968
2022-03-24,2022-03-24T00:00:00Z,3325599
2022-03-25,2022-03-25T00:00:00Z,3560648
2022-03-28,2022-03-28T00:00:00Z,4947926
2022-03-29,2022-03-29T00:00:00Z,4336757
2022-03-30,2022-03-30T00:00:00Z,3778349
2022-03-31,2022-03-31T00:00:00Z,2947171
2022-04-01,2022-04-01T00:00:00Z,3240129
2022-04-04,2022-04-04T00:00:00Z,3048527
2022-04-05,2022-04-05T00:00:00Z,2868876
2022-04-06,2022-04-06T00:00:00Z,5663631
2022-04-07,2022-04-07T00:00:00Z,2758959
2022-04-08,2022-04-08T00:00:00Z,2774316
2022-04-11,2022-04-11T00:00:00Z,3674877
2022-04-12,2022-04-12T00:00:00Z,3611137
2022-04-13,2022-04-13T00:00:00Z,2472717
2022-04-14,2022-04-14T00:00:00Z,2927742
2022-04-18,2022-04-18T00:00:00Z,2960262
2022-04-19,2022-04-19T00:00:00Z,2796363
2022-04-20,2022-04-20T00:00:00Z,1735298
2022-04-21,2022-04-21T00:00:00Z,1743014
2022-04-22,2022-04-22T00:00:00Z,2825766
2022-04-25,2022-04-25T00:00:00Z,3842109
2022-04-26,2022-04-26T00:00:00Z,2772541
2022-04-27,2022-04-27T00:00:00Z,2790581
2022-04-28,2022-04-28T00:00:00Z,3166910
2022-04-29,2022-04-29T00:00:00Z,2408791
2022-05-02,2022-05-02T00:00:00Z,2678679
2022-05-03,2022-05-03T00:00:00Z,1810323
2022-05-04,2022-05-04T00:00:00Z,2929220
2022-05-05,2022-05-05T00:00:00Z,3198185
2022-05-06,2022-05-06T00:00:00Z,2817458
2022-05-09,2022-05-09T00:00:00Z,8028328
2022-05-10,2022-05-10T00:00:00Z,3863696
2022-05-11,2022-05-11T00:00:00Z,8430520
2022-05-12,2022-05-12T00:00:00Z,9980039
2022-05-13,2022-05-13T00:00:00Z,5061559
2022-05-16,2022-05-16T00:00:00Z,3085432
2022-05-17,2022-05-17T00:00:00Z,3023077
2022-05-18,2022-05-18T00:00:00Z,3145221
2022-05-19,2022-05-19T00:00:00Z,2972303
2022-05-20,2022-05-20T00:00:00Z,4108295
2022-05-23,2022-05-23T00:00:00Z,2747422
2022-05-24,2022-05-24T00:00:00Z,3060486
2022-05-25,2022-05-25T00:00:00Z,1494819
2022-05-26,2022-05-26T00:00:00Z,5354524
2022-05-27,2022-05-27T00:00:00Z,5170901
2022-05-30,2022-05-30T00:00:00Z,111309
2022-05-31,2022-05-31T00:00:00Z,3783922
2022-06-01,2022-06-01T00:00:00Z,2902534
2022-06-02,2022-06-02T00:00:00Z,2626113
2022-06-03,2022-06-03T00:00:00Z,2835840
2022-06-06,2022-06-06T00:00:00Z,2790543
2022-06-07,2022-06-07T00:00:00Z,3291908
2022-06-08,2022-06-08T00:00:00Z,4080589
2022-06-09,2022-06-09T00:00:00Z,3161456
2022-06-10,2022-06-10T00:00:00Z,6236746
2022-06-13,2022-06-13T00:00:00Z,12970862
2022-06-14,2022-06-14T00:00:00Z,6346175
2022-06-15,2022-06-15T00:00:00Z,9573112
2022-06-16,2022-06-16T00:00:00Z,8751876
2022-06-17,2022-06-17T00:00:00Z,7788317
2022-06-20,2022-06-20T00:00:00Z,39228
2022-06-21,2022-06-21T00:00:00Z,5470911
2022-06-22,2022-06-22T00:00:00Z,3374578
2022-06-23,2022-06-23T00:00:00Z,12183451
2022-06-24,2022-06-24T00:00:00Z,5307828
2022-06-27,2022-06-27T00:00:00Z,3750323
2022-06-28,2022-06-28T00:00:00Z,3248660
2022-06-29,2022-06-29T00:00:00Z,3553774
2022-06-30,2022-06-30T00:00:00Z,4133787
2022-07-01,2022-07-01T00:00:00Z,2913638
2022-07-04,2022-07-04T00:00:00Z,32650
2022-07-05,2022-07-05T00:00:00Z,4046731
2022-07-06,2022-07-06T00:00:00Z,3573793
2022-07-07,2022-07-07T00:00:00Z,4000402
2022-07-08,2022-07-08T00:00:00Z,2834634
2022-07-11,2022-07-11T00:00:00Z,2755634
2022-07-12,2022-07-12T00:00:00Z,4792840
2022-07-13,2022-07-13T00:00:00Z,3401619
2022-07-14,2022-07-14T00:00:00Z,4644095
2022-07-15,2022-07-15T00:00:00Z,4715083
2022-07-18,2022-07-18T00:00:00Z,7414104
2022-07-19,2022-07-19T00:00:00Z,4988676
2022-07-20,2022-07-20T00:00:00Z,5820698
2022-07-21,2022-07-21T00:00:00Z,4093715
2022-07-22,2022-07-22T00:00:00Z,4303007
2022-07-25,2022-07-25T00:00:00Z,2607016
2022-07-26,2022-07-26T00:00:00Z,3757272
2022-07-27,2022-07-27T00:00:00Z,4305467
2022-07-28,2022-07-28T00:00:00Z,5616742
2022-07-29,2022-07-29T00:00:00Z,3904762
2022-08-01,2022-08-01T00:00:00Z,2803604
2022-08-02,2022-08-02T00:00:00Z,3317826
2022-08-03,2022-08-03T00:00:00Z,2285619
2022-08-04,2022-08-04T00:00:00Z,2540836
2022-08-05,2022-08-05T00:00:00Z,3733936
2022-08-08,2022-08-08T00:00:00Z,5642967
2022-08-09,2022-08-09T00:00:00Z,3951601
2022-08-10,2022-08-10T00:00:00Z,5892745
2022-08-11,2022-08-11T00:00:00Z,5987355
2022-08-12,2022-08-12T00:00:00Z,4233588
2022-08-15,2022-08-15T00:00:00Z,4581913
2022-08-16,2022-08-16T00:00:00Z,2871568
2022-08-17,2022-08-17T00:00:00Z,4371547
2022-08-18,2022-08-18T00:00:00Z,2437736
2022-08-19,2022-08-19T00:00:00Z,5025643
2022-08-22,2022-08-22T00:00:00Z,3123275
2022-08-23,2022-08-23T00:00:00Z,4065250
2022-08-24,2022-08-24T00:00:00Z,2301110
2022-08-25,2022-08-25T00:00:00Z,2676223
2022-08-26,2022-08-26T00:00:00Z,6044269
2022-08-29,2022-08-29T00:00:00Z,3002893
2022-08-30,2022-08-30T00:00:00Z,3009296
2022-08-31,2022-08-31T00:00:00Z,2182153
2022-09-01,2022-09-01T00:00:00Z,2177112
2022-09-02,2022-09-02T00:00:00Z,3383856
2022-09-06,2022-09-06T00:00:00Z,4655761
2022-09-07,2022-09-07T00:00:00Z,3881297
2022-09-08,2022-09-08T00:00:00Z,1824050
2022-09-09,2022-09-09T00:00:00Z,3342887
2022-09-12,2022-09-12T00:00:00Z,3324030
2022-09-13,2022-09-13T00:00:00Z,4735030
2022-09-14,2022-09-14T00:00:00Z,2964886
2022-09-15,2022-09-15T00:00:00Z,3050011
2022-09-16,2022-09-16T00:00:00Z,3707571
2022-09-19,2022-09-19T00:00:00Z,5020224
2022-09-20,2022-09-20T00:00:00Z,1812346
2022-09-21,2022-09-21T00:00:00Z,2563694
2022-09-22,2022-09-22T00:00:00Z,2906487
2022-09-23,2022-09-23T00:00:00Z,4105996
2022-09-26,2022-09-26T00:00:00Z,2943575
2022-09-27,2022-09-27T00:00:00Z,3304133
2022-09-28,2022-09-28T00:00:00Z,2300623
2022-09-29,2022-09-29T00:00:00Z,2306531
2022-09-30,2022-09-30T00:00:00Z,1922284
2022-10-03,2022-10-03T00:00:00Z,2241937
2022-10-04,2022-10-04T00:00:00Z,2321639
2022-10-05,2022-10-05T00:00:00Z,1532826
2022-10-06,2022-10-06T00:00:00Z,1293773
2022-10-07,2022-10-07T00:00:00Z,1439187
2022-10-10,2022-10-10T00:00:00Z,1443546
2022-10-11,2022-10-11T00:00:00Z,2316322
2022-10-12,2022-10-12T00:00:00Z,1012052
2022-10-13,2022-10-13T00:00:00Z,2784453
2022-10-14,2022-10-14T00:00:00Z,2194232
2022-10-17,2022-10-17T00:00:00Z,1481777
2022-10-18,2022-10-18T00:00:00Z,1376284
2022-10-19,2022-10-19T00:00:00Z,975809
2022-10-20,2022-10-20T00:00:00Z,2228995
2022-10-21,2022-10-21T00:00:00Z,3009729
2022-10-24,2022-10-24T00:00:00Z,2675710
2022-10-25,2022-10-25T00:00:00Z,4442817
2022-10-26,2022-10-26T00:00:00Z,7262636
2022-10-27,2022-10-27T00:00:00Z,2439270
2022-10-28,2022-10-28T00:00:00Z,4510758
2022-10-31,2022-10-31T00:00:00Z,2506593
2022-11-01,2022-11-01T00:00:00Z,2100007
2022-11-02,2022-11-02T00:00:00Z,2923512
2022-11-03,2022-11-03T00:00:00Z,2140794
2022-11-04,2022-11-04T00:00:00Z,4364806
2022-11-07,2022-11-07T00:00:00Z,3178307
2022-11-08,2022-11-08T00:00:00Z,11574223
2022-11-09,2022-11-09T00:00:00Z,9686942
2022-11-10,2022-11-10T00:00:00Z,5926172
2022-11-11,2022-11-11T00:00:00Z,10840509
2022-11-14,2022-11-14T00:00:00Z,5524193
2022-11-15,2022-11-15T00:00:00Z,5407396
2022-11-16,2022-11-16T00:00:00Z,6000414
2022-11-17,2022-11-17T00:00:00Z,3547903
2022-11-18,2022-11-18T00:00:00Z,6335883
2022-11-21,2022-11-21T00:00:00Z,10149938
2022-11-22,2022-11-22T00:00:00Z,7324503
2022-11-23,2022-11-23T00:00:00Z,3664863
2022-11-24,2022-11-24T00:00:00Z,4410
2022-11-25,2022-11-25T00:00:00Z,1100287
2022-11-28,2022-11-28T00:00:00Z,2794643
2022-11-29,2022-11-29T00:00:00Z,1459134
2022-11-30,2022-11-30T00:00:00Z,2725495
2022-12-01,2022-12-01T00:00:00Z,1970848
2022-12-02,2022-12-02T00:00:00Z,1214192
2022-12-05,2022-12-05T00:00:00Z,2264930
2022-12-06,2022-12-06T00:00:00Z,2380526
2022-12-07,2022-12-07T00:00:00Z,2954935
2022-12-08,2022-12-08T00:00:00Z,2939292
2022-12-09,2022-12-09T00:00:00Z,2780685
2022-12-12,2022-12-12T00:00:00Z,1773172
2022-12-13,2022-12-13T00:00:00Z,3460656
2022-12-14,2022-12-14T00:00:00Z,2952320
2022-12-15,2022-12-15T00:00:00Z,2232814
2022-12-16,2022-12-16T00:00:00Z,3491006
2022-12-19,2022-12-19T00:00:00Z,2454309
2022-12-20,2022-12-20T00:00:00Z,2940854
2022-12-21,2022-12-21T00:00:00Z,2618984
2022-12-22,2022-12-22T00:00:00Z,2088667
2022-12-23,2022-12-23T00:00:00Z,1714572
2022-12-27,2022-12-27T00:00:00Z,3333104
2022-12-28,2022-12-28T00:00:00Z,3378068
2022-12-29,2022-12-29T00:00:00Z,3136141
2022-12-30,2022-12-30T00:00:00Z,3137660
2023-01-03,2023-01-03T00:00:00Z,1866064
2023-01-04,2023-01-04T00:00:00Z,5293692
2023-01-05,2023-01-05T00:00:00Z,1002978
2023-01-06,2023-01-06T00:00:00Z,2106532
2023-01-09,2023-01-09T00:00:00Z,3692304
2023-01-10,2023-01-10T00:00:00Z,2630575
2023-01-11,2023-01-11T00:00:00Z,2617485
2023-01-12,2023-01-12T00:00:00Z,4667629
2023-01-13,2023-01-13T00:00:00Z,3020316
2023-01-16,2023-01-16T00:00:00Z,3900
2023-01-17,2023-01-17T00:00:00Z,4447768
2023-01-18,2023-01-18T00:00:00Z,4955384
2023-01-19,2023-01-19T00:00:00Z,2915102
2023-01-20,2023-01-20T00:00:00Z,3416661
2023-01-23,2023-01-23T00:00:00Z,3641418
2023-01-24,2023-01-24T00:00:00Z,2216520
2023-01-25,2023-01-25T00:00:00Z,3291769
2023-01-26,2023-01-26T00:00:00Z,2142893
2023-01-27,2023-01-27T00:00:00Z,2016881
2023-01-30,2023-01-30T00:00:00Z,3151359
2023-01-31,2023-01-31T00:00:00Z,2544256
2023-02-01,2023-02-01T00:00:00Z,3806470
2023-02-02,2023-02-02T00:00:00Z,6007278
2023-02-03,2023-02-03T00:00:00Z,6005560
2023-02-06,2023-02-06T00:00:00Z,1299076
2023-02-07,2023-02-07T00:00:00Z,2438889
2023-02-08,2023-02-08T00:00:00Z,1734207
2023-02-09,2023-02-09T00:00:00Z,2415270
2023-02-10,2023-02-10T00:00:00Z,2904804
2023-02-13,2023-02-13T00:00:00Z,1685988
2023-02-14,2023-02-14T00:00:00Z,2130586
2023-02-15,2023-02-15T00:00:00Z,2291639
2023-02-16,2023-02-16T00:00:00Z,3493407
2023-02-17,2023-02-17T00:00:00Z,2394506
2023-02-21,2023-02-21T00:00:00Z,1341062
2023-02-22,2023-02-22T00:00:00Z,1250521
2023-02-23,2023-02-23T00:00:00Z,827821
2023-02-24,2023-02-24T00:00:00Z,1180228
2023-02-27,2023-02-27T00:00:00Z,932369
2023-02-28,2023-02-28T00:00:00Z,907382
2023-03-01,2023-03-01T00:00:00Z,837783
2023-03-02,2023-03-02T00:00:00Z,1470202
2023-03-03,2023-03-03T00:00:00Z,2586457
2023-03-06,2023-03-06T00:00:00Z,1834777
2023-03-07,2023-03-07T00:00:00Z,2645490
2023-03-08,2023-03-08T00:00:00Z,1665790
2023-03-09,2023-03-09T00:00:00Z,3864534
2023-03-10,2023-03-10T00:00:00Z,1768839
2023-03-13,2023-03-13T00:00:00Z,3009324
2023-03-14,2023-03-14T00:00:00Z,2545144
2023-03-15,2023-03-15T00:00:00Z,2089883
2023-03-16,2023-03-16T00:00:00Z,1398180
2023-03-17,2023-03-17T00:00:00Z,2268697
2023-03-20,2023-03-20T00:00:00Z,2394750
2023-03-21,2023-03-21T00:00:00Z,2868449
2023-03-22,2023-03-22T00:00:00Z,2485556
2023-03-23,2023-03-23T00:00:00Z,2553824
2023-03-24,2023-03-24T00:00:00Z,1379785
2023-03-27,2023-03-27T00:00:00Z,2158034
2023-03-28,2023-03-28T00:00:00Z,2469129
2023-03-29,2023-03-29T00:00:00Z,1198997
2023-03-30,2023-03-30T00:00:00Z,841106
2023-03-31,2023-03-31T00:00:00Z,1809022
2023-04-03,2023-04-03T00:00:00Z,1748386
2023-04-04,2023-04-04T00:00:00Z,1939542
2023-04-05,2023-04-05T00:00:00Z,3276200
2023-04-06,2023-04-06T00:00:00Z,1677472
2023-04-10,2023-04-10T00:00:00Z,2389797
2023-04-11,2023-04-11T00:00:00Z,3442015
2023-04-12,2023-04-12T00:00:00Z,2199114
2023-04-13,2023-04-13T00:00:00Z,4028663
2023-04-14,2023-04-14T00:00:00Z,3671312
2023-04-17,2023-04-17T00:00:00Z,2491872
2023-04-18,2023-04-18T00:00:00Z,2146300
2023-04-19,2023-04-19T00:00:00Z,2984498
2023-04-20,2023-04-20T00:00:00Z,3140928
2023-04-21,2023-04-21T00:00:00Z,3128940
2023-04-24,2023-04-24T00:00:00Z,2435553
2023-04-25,2023-04-25T00:00:00Z,3083557
2023-04-26,2023-04-26T00:00:00Z,3583544
2023-04-27,2023-04-27T00:00:00Z,1522285
2023-04-28,2023-04-28T00:00:00Z,964043
2023-05-01,2023-05-01T00:00:00Z,1210057
2023-05-02,2023-05-02T00:00:00Z,1358360
2023-05-03,2023-05-03T00:00:00Z,1081867
2023-05-04,2023-05-04T00:00:00Z,1280074
2023-05-05,2023-05-05T00:00:00Z,1657696
2023-05-08,2023-05-08T00:00:00Z,2052440
2023-05-09,2023-05-09T00:00:00Z,826404
2023-05-10,2023-05-10T00:00:00Z,1245767
2023-05-11,2023-05-11T00:00:00Z,1294598
2023-05-12,2023-05-12T00:00:00Z,1587504
2023-05-15,2023-05-15T00:00:00Z,1516326
2023-05-16,2023-05-16T00:00:00Z,1073668
2023-05-17,2023-05-17T00:00:00Z,635017
2023-05-18,2023-05-18T00:00:00Z,962268
2023-05-19,2023-05-19T00:00:00Z,754499
2023-05-22,2023-05-22T00:00:00Z,885671
2023-05-23,2023-05-23T00:00:00Z,885108
2023-05-24,2023-05-24T00:00:00Z,737258
2023-05-25,2023-05-25T00:00:00Z,744987
2023-05-26,2023-05-26T00:00:00Z,987417
2023-05-29,2023-05-29T00:00:00Z,6600
2023-05-30,2023-05-30T00:00:00Z,1154659
2023-05-31,2023-05-31T00:00:00Z,520462
2023-06-01,2023-06-01T00:00:00Z,517907
2023-06-02,2023-06-02T00:00:00Z,1057208
2023-06-05,2023-06-05T00:00:00Z,1518994
2023-06-06,2023-06-06T00:00:00Z,1528359
2023-06-07,2023-06-07T00:00:00Z,1494255
2023-06-08,2023-06-08T00:00:00Z,1025957
2023-06-09,2023-06-09T00:00:00Z,1297806
2023-06-12,2023-06-12T00:00:00Z,2137152
2023-06-13,2023-06-13T00:00:00Z,930122
2023-06-14,2023-06-14T00:00:00Z,1167647
2023-06-15,2023-06-15T00:00:00Z,1477206
2023-06-16,2023-06-16T00:00:00Z,1401718
2023-06-19,2023-06-19T00:00:00Z,3500
2023-06-20,2023-06-20T00:00:00Z,4842415
2023-06-21,2023-06-21T00:00:00Z,5408998
2023-06-22,2023-06-22T00:00:00Z,2716810
2023-06-23,2023-06-23T00:00:00Z,2882897
2023-06-26,2023-06-26T00:00:00Z,2842022
2023-06-27,2023-06-27T00:00:00Z,2905829
2023-06-28,2023-06-28T00:00:00Z,2350129
2023-06-29,2023-06-29T00:00:00Z,1307432
2023-06-30,2023-06-30T00:00:00Z,4100988
2023-07-03,2023-07-03T00:00:00Z,2706890
2023-07-04,2023-07-04T00:00:00Z,8084
2023-07-05,2023-07-05T00:00:00Z,1914298
2023-07-06,2023-07-06T00:00:00Z,1464388
2023-07-07,2023-07-07T00:00:00Z,1445302
2023-07-10,2023-07-10T00:00:00Z,963029
2023-07-11,2023-07-11T00:00:00Z,1687790
2023-07-12,2023-07-12T00:00:00Z,1599910
2023-07-13,2023-07-13T00:00:00Z,7909605
2023-07-14,2023-07-14T00:00:00Z,5263419
2023-07-17,2023-07-17T00:00:00Z,3539111
2023-07-18,2023-07-18T00:00:00Z,2526318
2023-07-19,2023-07-19T00:00:00Z,1348877
2023-07-20,2023-07-20T00:00:00Z,1744740
2023-07-21,2023-07-21T00:00:00Z,1153717
2023-07-24,2023-07-24T00:00:00Z,2752298
2023-07-25,2023-07-25T00:00:00Z,956889
2023-07-26,2023-07-26T00:00:00Z,826965
2023-07-27,2023-07-27T00:00:00Z,2187858
2023-07-28,2023-07-28T00:00:00Z,1864238
2023-07-31,2023-07-31T00:00:00Z,999792
2023-08-01,2023-08-01T00:00:00Z,1164763
2023-08-02,2023-08-02T00:00:00Z,3268409
2023-08-03,2023-08-03T00:00:00Z,1686640
2023-08-04,2023-08-04T00:00:00Z,2011494
2023-08-07,2023-08-07T00:00:00Z,1318642
2023-08-08,2023-08-08T00:00:00Z,2558780
2023-08-09,2023-08-09T00:00:00Z,1647700
2023-08-10,2023-08-10T00:00:00Z,1022828
2023-08-11,2023-08-11T00:00:00Z,812021
2023-08-14,2023-08-14T00:00:00Z,711980
2023-08-15,2023-08-15T00:00:00Z,1146837
2023-08-16,2023-08-16T00:00:00Z,1079385
2023-08-17,2023-08-17T00:00:00Z,2232304
2023-08-18,2023-08-18T00:00:00Z,2319377
2023-08-21,2023-08-21T00:00:00Z,1153385
2023-08-22,2023-08-22T00:00:00Z,1381787
2023-08-23,2023-08-23T00:00:00Z,1456229
2023-08-24,2023-08-24T00:00:00Z,1160964
2023-08-25,2023-08-25T00:00:00Z,904378
2023-08-28,2023-08-28T00:00:00Z,570212
2023-08-29,2023-08-29T00:00:00Z,7824762
2023-08-30,2023-08-30T00:00:00Z,2004503
2023-08-31,2023-08-31T00:00:00Z,1889817
2023-09-01,2023-09-01T00:00:00Z,1300425
2023-09-05,2023-09-05T00:00:00Z,845780
2023-09-06,2023-09-06T00:00:00Z,1422208
2023-09-07,2023-09-07T00:00:00Z,1521908
2023-09-08,2023-09-08T00:00:00Z,1904720
2023-09-11,2023-09-11T00:00:00Z,1845803
2023-09-12,2023-09-12T00:00:00Z,1312042
