date,timestamp_utc,Fund Holdings
2022-02-19,2022-02-19T00:00:00Z,3206191.0446490003
2022-02-20,2022-02-20T00:00:00Z,3206191.0446490003
2022-02-21,2022-02-21T00:00:00Z,3206191.0446490003
2022-02-22,2022-02-22T00:00:00Z,3211784.373218
2022-02-23,2022-02-23T00:00:00Z,3211570.3648810005
2022-02-24,2022-02-24T00:00:00Z,3219517.5400020005
2022-02-25,2022-02-25T00:00:00Z,3218696.702412
2022-02-26,2022-02-26T00:00:00Z,3218696.702412
2022-02-27,2022-02-27T00:00:00Z,3218696.702412
2022-02-28,2022-02-28T00:00:00Z,3230867.302726
2022-03-01,2022-03-01T00:00:00Z,3230727.643585
2022-03-02,2022-03-02T00:00:00Z,3230763.920485
2022-03-03,2022-03-03T00:00:00Z,3230717.131802
2022-03-04,2022-03-04T00:00:00Z,3230842.380202
2022-03-05,2022-03-05T00:00:00Z,3230842.380202
2022-03-06,2022-03-06T00:00:00Z,3230842.380202
2022-03-07,2022-03-07T00:00:00Z,3230030.5804450004
2022-03-08,2022-03-08T00:00:00Z,3228808.421697
2022-03-09,2022-03-09T00:00:00Z,3228500.281874
2022-03-10,2022-03-10T00:00:00Z,3221348.05442
2022-03-11,2022-03-11T00:00:00Z,3221345.134893
2022-03-12,2022-03-12T00:00:00Z,3221345.134893
2022-03-13,2022-03-13T00:00:00Z,3221345.134893
2022-03-14,2022-03-14T00:00:00Z,3220793.49534
2022-03-15,2022-03-15T00:00:00Z,3217127.772039
2022-03-16,2022-03-16T00:00:00Z,3214822.38615
2022-03-17,2022-03-17T00:00:00Z,3221856.560406
2022-03-18,2022-03-18T00:00:00Z,3216675.577841
2022-03-19,2022-03-19T00:00:00Z,3216675.577841
2022-03-20,2022-03-20T00:00:00Z,3216675.577841
2022-03-21,2022-03-21T00:00:00Z,3222445.228484
2022-03-22,2022-03-22T00:00:00Z,3227343.214402
2022-03-23,2022-03-23T00:00:00Z,3221402.1940780003
2022-03-24,2022-03-24T00:00:00Z,3221986.750383
2022-03-25,2022-03-25T00:00:00Z,3222282.7202290003
2022-03-26,2022-03-26T00:00:00Z,3222282.7202290003
2022-03-27,2022-03-27T00:00:00Z,3222282.7202290003
2022-03-28,2022-03-28T00:00:00Z,3221568.3488570005
2022-03-29,2022-03-29T00:00:00Z,3221239.852452
2022-03-30,2022-03-30T00:00:00Z,3220881.109095
2022-03-31,2022-03-31T00:00:00Z,3221262.5926830005
2022-04-01,2022-04-01T00:00:00Z,3220745.998596
2022-04-02,2022-04-02T00:00:00Z,3220745.998596
2022-04-03,2022-04-03T00:00:00Z,3220745.998596
2022-04-04,2022-04-04T00:00:00Z,3220016.438298
2022-04-05,2022-04-05T00:00:00Z,3219622.5038110004
2022-04-06,2022-04-06T00:00:00Z,3219383.060837
2022-04-07,2022-04-07T00:00:00Z,3216838.720061
2022-04-08,2022-04-08T00:00:00Z,3216442.084551
2022-04-09,2022-04-09T00:00:00Z,3216442.084551
2022-04-10,2022-04-10T00:00:00Z,3216442.084551
2022-04-11,2022-04-11T00:00:00Z,3220333.282606
2022-04-12,2022-04-12T00:00:00Z,3217012.192997
2022-04-13,2022-04-13T00:00:00Z,3216395.0613100003
2022-04-14,2022-04-14T00:00:00Z,3216353.249772
2022-04-15,2022-04-15T00:00:00Z,3216142.341992
2022-04-16,2022-04-16T00:00:00Z,3216142.341992
2022-04-17,2022-04-17T00:00:00Z,3216142.341992
2022-04-18,2022-04-18T00:00:00Z,3222241.435518
2022-04-19,2022-04-19T00:00:00Z,3222894.017602
2022-04-20,2022-04-20T00:00:00Z,3222727.931415
2022-04-21,2022-04-21T00:00:00Z,3232440.640594
2022-04-22,2022-04-22T00:00:00Z,3232487.847186
2022-04-23,2022-04-23T00:00:00Z,3232487.847186
2022-04-24,2022-04-24T00:00:00Z,3232487.847186
2022-04-25,2022-04-25T00:00:00Z,3231737.477386
2022-04-26,2022-04-26T00:00:00Z,3231429.8105380004
2022-04-27,2022-04-27T00:00:00Z,3231301.969291
2022-04-28,2022-04-28T00:00:00Z,3230376.994994
2022-04-29,2022-04-29T00:00:00Z,3244129.942245
2022-04-30,2022-04-30T00:00:00Z,3244129.942245
2022-05-01,2022-05-01T00:00:00Z,3244129.942245
2022-05-02,2022-05-02T00:00:00Z,3243308.780398
2022-05-03,2022-05-03T00:00:00Z,3243003.210272
2022-05-04,2022-05-04T00:00:00Z,3242584.61215
2022-05-05,2022-05-05T00:00:00Z,3260585.48562
2022-05-06,2022-05-06T00:00:00Z,3260606.203071
2022-05-07,2022-05-07T00:00:00Z,3260606.203071
2022-05-08,2022-05-08T00:00:00Z,3260606.203071
2022-05-09,2022-05-09T00:00:00Z,3262506.2810579995
2022-05-10,2022-05-10T00:00:00Z,3274607.3160030004
2022-05-11,2022-05-11T00:00:00Z,3304822.1977460003
2022-05-12,2022-05-12T00:00:00Z,3227269.061325
2022-05-13,2022-05-13T00:00:00Z,3246478.1360020004
2022-05-14,2022-05-14T00:00:00Z,3246478.1360020004
2022-05-15,2022-05-15T00:00:00Z,3246478.1360020004
2022-05-16,2022-05-16T00:00:00Z,3245920.723277
2022-05-17,2022-05-17T00:00:00Z,3245693.247758
2022-05-18,2022-05-18T00:00:00Z,3291486.675833
2022-05-19,2022-05-19T00:00:00Z,3291040.960084
2022-05-20,2022-05-20T00:00:00Z,3290731.4649400003
2022-05-21,2022-05-21T00:00:00Z,3290731.4649400003
2022-05-22,2022-05-22T00:00:00Z,3290731.4649400003
2022-05-23,2022-05-23T00:00:00Z,3290098.7416000003
2022-05-24,2022-05-24T00:00:00Z,3290437.467819
2022-05-25,2022-05-25T00:00:00Z,3307250.887708
2022-05-26,2022-05-26T00:00:00Z,3307004.479511
2022-05-27,2022-05-27T00:00:00Z,3296879.499017
2022-05-28,2022-05-28T00:00:00Z,3296879.499017
2022-05-29,2022-05-29T00:00:00Z,3296879.499017
2022-05-30,2022-05-30T00:00:00Z,3296152.90875
2022-05-31,2022-05-31T00:00:00Z,3303139.099315
2022-06-01,2022-06-01T00:00:00Z,3302765.529746
2022-06-02,2022-06-02T00:00:00Z,3299153.8244
2022-06-03,2022-06-03T00:00:00Z,3299092.579953
2022-06-04,2022-06-04T00:00:00Z,3299092.579953
2022-06-05,2022-06-05T00:00:00Z,3299092.579953
2022-06-06,2022-06-06T00:00:00Z,3321546.455573
2022-06-07,2022-06-07T00:00:00Z,3314731.907371
2022-06-08,2022-06-08T00:00:00Z,3314511.00101
2022-06-09,2022-06-09T00:00:00Z,3331533.614821
2022-06-10,2022-06-10T00:00:00Z,3278079.278043
2022-06-11,2022-06-11T00:00:00Z,3278079.278043
2022-06-12,2022-06-12T00:00:00Z,3278079.278043
2022-06-13,2022-06-13T00:00:00Z,3313497.552363
2022-06-14,2022-06-14T00:00:00Z,3314139.621419
2022-06-15,2022-06-15T00:00:00Z,3314764.719969
2022-06-16,2022-06-16T00:00:00Z,3312684.679846
2022-06-17,2022-06-17T00:00:00Z,3268610.833155
2022-06-18,2022-06-18T00:00:00Z,3268610.833155
2022-06-19,2022-06-19T00:00:00Z,3268610.833155
2022-06-20,2022-06-20T00:00:00Z,3268382.235136
2022-06-21,2022-06-21T00:00:00Z,3267016.65807
2022-06-22,2022-06-22T00:00:00Z,3267834.145058
2022-06-23,2022-06-23T00:00:00Z,3240063.966598
2022-06-24,2022-06-24T00:00:00Z,3231356.329167
2022-06-25,2022-06-25T00:00:00Z,3231356.329167
2022-06-26,2022-06-26T00:00:00Z,3231356.329167
2022-06-27,2022-06-27T00:00:00Z,3230822.884734
2022-06-28,2022-06-28T00:00:00Z,3230978.001197
2022-06-29,2022-06-29T00:00:00Z,3230941.4767110003
2022-06-30,2022-06-30T00:00:00Z,3184490.271604
2022-07-01,2022-07-01T00:00:00Z,3184279.363824
2022-07-02,2022-07-02T00:00:00Z,3184279.363824
2022-07-03,2022-07-03T00:00:00Z,3184279.363824
2022-07-04,2022-07-04T00:00:00Z,3184279.375204
2022-07-05,2022-07-05T00:00:00Z,3184950.483088
2022-07-06,2022-07-06T00:00:00Z,3184739.576199
2022-07-07,2022-07-07T00:00:00Z,3183495.702545
2022-07-08,2022-07-08T00:00:00Z,3183080.017454
2022-07-09,2022-07-09T00:00:00Z,3183080.017454
2022-07-10,2022-07-10T00:00:00Z,3183080.017454
2022-07-11,2022-07-11T00:00:00Z,3182534.1402080003
2022-07-12,2022-07-12T00:00:00Z,3182450.944957
2022-07-13,2022-07-13T00:00:00Z,3182240.038051
2022-07-14,2022-07-14T00:00:00Z,3181574.079981
2022-07-15,2022-07-15T00:00:00Z,3181781.030304
2022-07-16,2022-07-16T00:00:00Z,3181781.030304
2022-07-17,2022-07-17T00:00:00Z,3181781.030304
2022-07-18,2022-07-18T00:00:00Z,3180791.375863
2022-07-19,2022-07-19T00:00:00Z,3180042.519837
2022-07-20,2022-07-20T00:00:00Z,3180034.010733
2022-07-21,2022-07-21T00:00:00Z,3179823.103883
2022-07-22,2022-07-22T00:00:00Z,3220720.902113
2022-07-23,2022-07-23T00:00:00Z,3220720.902113
2022-07-24,2022-07-24T00:00:00Z,3220720.902113
2022-07-25,2022-07-25T00:00:00Z,3218954.215688
2022-07-26,2022-07-26T00:00:00Z,3218743.308924
2022-07-27,2022-07-27T00:00:00Z,3218638.465781
2022-07-28,2022-07-28T00:00:00Z,3254227.548574
2022-07-29,2022-07-29T00:00:00Z,3254149.455891
2022-07-30,2022-07-30T00:00:00Z,3254149.455891
2022-07-31,2022-07-31T00:00:00Z,3254149.455891
2022-08-01,2022-08-01T00:00:00Z,3253516.732551
2022-08-02,2022-08-02T00:00:00Z,3228975.4496770003
2022-08-03,2022-08-03T00:00:00Z,3216237.493401
2022-08-04,2022-08-04T00:00:00Z,3202778.906724
2022-08-05,2022-08-05T00:00:00Z,3210726.4682460004
2022-08-06,2022-08-06T00:00:00Z,3210726.4682460004
2022-08-07,2022-08-07T00:00:00Z,3210726.4682460004
2022-08-08,2022-08-08T00:00:00Z,3217806.0520530003
2022-08-09,2022-08-09T00:00:00Z,3199680.1800939995
2022-08-10,2022-08-10T00:00:00Z,3210637.005567
2022-08-11,2022-08-11T00:00:00Z,3227542.8112830003
2022-08-12,2022-08-12T00:00:00Z,3221968.793017
2022-08-13,2022-08-13T00:00:00Z,3221968.793017
2022-08-14,2022-08-14T00:00:00Z,3221968.793017
2022-08-15,2022-08-15T00:00:00Z,3214582.950107
2022-08-16,2022-08-16T00:00:00Z,3214704.587218
2022-08-17,2022-08-17T00:00:00Z,3214826.305761
2022-08-18,2022-08-18T00:00:00Z,3214618.50042
2022-08-19,2022-08-19T00:00:00Z,3214840.433325
2022-08-20,2022-08-20T00:00:00Z,3214840.433325
2022-08-21,2022-08-21T00:00:00Z,3214840.433325
2022-08-22,2022-08-22T00:00:00Z,3217080.744642
2022-08-23,2022-08-23T00:00:00Z,3204369.4236560003
2022-08-24,2022-08-24T00:00:00Z,3204069.069893
2022-08-25,2022-08-25T00:00:00Z,3214786.770375
2022-08-26,2022-08-26T00:00:00Z,3201885.552888
2022-08-27,2022-08-27T00:00:00Z,3201885.552888
2022-08-28,2022-08-28T00:00:00Z,3201885.552888
2022-08-29,2022-08-29T00:00:00Z,3175342.019538
2022-08-30,2022-08-30T00:00:00Z,3175683.045927
2022-08-31,2022-08-31T00:00:00Z,3175646.31156
2022-09-01,2022-09-01T00:00:00Z,3176658.342477
2022-09-02,2022-09-02T00:00:00Z,3176561.4527380005
2022-09-03,2022-09-03T00:00:00Z,3176561.4527380005
2022-09-04,2022-09-04T00:00:00Z,3176561.4527380005
2022-09-05,2022-09-05T00:00:00Z,3176561.4527380005
2022-09-06,2022-09-06T00:00:00Z,3173701.00821
2022-09-07,2022-09-07T00:00:00Z,3173329.562248
2022-09-08,2022-09-08T00:00:00Z,3172651.821951
2022-09-09,2022-09-09T00:00:00Z,3172076.25601
2022-09-10,2022-09-10T00:00:00Z,3172076.25601
2022-09-11,2022-09-11T00:00:00Z,3172076.25601
2022-09-12,2022-09-12T00:00:00Z,3170496.413807
2022-09-13,2022-09-13T00:00:00Z,3169725.336946
2022-09-14,2022-09-14T00:00:00Z,3169377.191041
2022-09-15,2022-09-15T00:00:00Z,3169169.905716
2022-09-16,2022-09-16T00:00:00Z,3168958.778932
2022-09-17,2022-09-17T00:00:00Z,3168958.778932
2022-09-18,2022-09-18T00:00:00Z,3168958.778932
2022-09-19,2022-09-19T00:00:00Z,3168329.1580509995
2022-09-20,2022-09-20T00:00:00Z,3168121.571764
2022-09-21,2022-09-21T00:00:00Z,3167910.8572870004
2022-09-22,2022-09-22T00:00:00Z,3167703.139137
2022-09-23,2022-09-23T00:00:00Z,3167493.0879880004
2022-09-24,2022-09-24T00:00:00Z,3167493.0879880004
2022-09-25,2022-09-25T00:00:00Z,3167493.0879880004
2022-09-26,2022-09-26T00:00:00Z,3166866.244559
2022-09-27,2022-09-27T00:00:00Z,3166655.295255
2022-09-28,2022-09-28T00:00:00Z,3166447.48987
2022-09-29,2022-09-29T00:00:00Z,3166236.528661
2022-09-30,2022-09-30T00:00:00Z,3166025.6064
2022-10-01,2022-10-01T00:00:00Z,3166025.6064
2022-10-02,2022-10-02T00:00:00Z,3166025.6064
2022-10-03,2022-10-03T00:00:00Z,3165399.08705
2022-10-04,2022-10-04T00:00:00Z,3165191.2816800005
2022-10-05,2022-10-05T00:00:00Z,3164980.418099
2022-10-06,2022-10-06T00:00:00Z,3164772.6284140004
2022-10-07,2022-10-07T00:00:00Z,3164562.194193
2022-10-08,2022-10-08T00:00:00Z,3164562.194193
2022-10-09,2022-10-09T00:00:00Z,3164562.194193
2022-10-10,2022-10-10T00:00:00Z,3164562.194193
2022-10-11,2022-10-11T00:00:00Z,3163724.7562240004
2022-10-12,2022-10-12T00:00:00Z,3163516.950811
2022-10-13,2022-10-13T00:00:00Z,3163305.989805
2022-10-14,2022-10-14T00:00:00Z,3163098.1318480005
2022-10-15,2022-10-15T00:00:00Z,3163098.1318480005
2022-10-16,2022-10-16T00:00:00Z,3163098.1318480005
2022-10-17,2022-10-17T00:00:00Z,3162471.569137
2022-10-18,2022-10-18T00:00:00Z,3162261.167391
2022-10-19,2022-10-19T00:00:00Z,3162053.5758609995
2022-10-20,2022-10-20T00:00:00Z,3161842.668895
2022-10-21,2022-10-21T00:00:00Z,3161634.9665499995
2022-10-22,2022-10-22T00:00:00Z,3161634.9665499995
2022-10-23,2022-10-23T00:00:00Z,3161634.9665499995
2022-10-24,2022-10-24T00:00:00Z,3161008.447184
2022-10-25,2022-10-25T00:00:00Z,3160797.497589
2022-10-26,2022-10-26T00:00:00Z,3160589.740007
2022-10-27,2022-10-27T00:00:00Z,3160379.8750810004
2022-10-28,2022-10-28T00:00:00Z,3160172.071436
2022-10-29,2022-10-29T00:00:00Z,3160172.071436
2022-10-30,2022-10-30T00:00:00Z,3160172.071436
2022-10-31,2022-10-31T00:00:00Z,3159545.604482
2022-11-01,2022-11-01T00:00:00Z,3159337.79913
2022-11-02,2022-11-02T00:00:00Z,3159126.933953
2022-11-03,2022-11-03T00:00:00Z,3158919.304577
2022-11-04,2022-11-04T00:00:00Z,3158711.390415
2022-11-05,2022-11-05T00:00:00Z,3158711.390415
2022-11-06,2022-11-06T00:00:00Z,3158711.390415
2022-11-07,2022-11-07T00:00:00Z,3158084.871124
2022-11-08,2022-11-08T00:00:00Z,3157874.006087
2022-11-09,2022-11-09T00:00:00Z,3157666.132418
2022-11-10,2022-11-10T00:00:00Z,3157458.096092
2022-11-11,2022-11-11T00:00:00Z,3157458.098788
2022-11-12,2022-11-12T00:00:00Z,3157458.098788
2022-11-13,2022-11-13T00:00:00Z,3157458.098788
2022-11-14,2022-11-14T00:00:00Z,3156620.618946
2022-11-15,2022-11-15T00:00:00Z,3156412.813602
2022-11-16,2022-11-16T00:00:00Z,3156204.7960169995
2022-11-17,2022-11-17T00:00:00Z,3155994.090437
2022-11-18,2022-11-18T00:00:00Z,3155785.269377
2022-11-19,2022-11-19T00:00:00Z,3155785.269377
2022-11-20,2022-11-20T00:00:00Z,3155785.269377
2022-11-21,2022-11-21T00:00:00Z,3155158.750125
2022-11-22,2022-11-22T00:00:00Z,3154950.965855
2022-11-23,2022-11-23T00:00:00Z,3154743.160474
2022-11-24,2022-11-24T00:00:00Z,3154743.017816
2022-11-25,2022-11-25T00:00:00Z,3154324.113452
2022-11-26,2022-11-26T00:00:00Z,3154324.113452
2022-11-27,2022-11-27T00:00:00Z,3154324.113452
2022-11-28,2022-11-28T00:00:00Z,3153700.6450730003
2022-11-29,2022-11-29T00:00:00Z,3153489.8206880004
2022-11-30,2022-11-30T00:00:00Z,3153282.143737
2022-12-01,2022-12-01T00:00:00Z,3153068.301507
2022-12-02,2022-12-02T00:00:00Z,3152858.456903
2022-12-03,2022-12-03T00:00:00Z,3152858.456903
2022-12-04,2022-12-04T00:00:00Z,3152858.456903
2022-12-05,2022-12-05T00:00:00Z,3152231.738295
2022-12-06,2022-12-06T00:00:00Z,3152024.144722
2022-12-07,2022-12-07T00:00:00Z,3151815.895185
2022-12-08,2022-12-08T00:00:00Z,3151605.1823660005
2022-12-09,2022-12-09T00:00:00Z,3151397.177831
2022-12-10,2022-12-10T00:00:00Z,3151397.177831
2022-12-11,2022-12-11T00:00:00Z,3151397.177831
2022-12-12,2022-12-12T00:00:00Z,3150773.595816
2022-12-13,2022-12-13T00:00:00Z,3150574.154655
2022-12-14,2022-12-14T00:00:00Z,3150362.6397
2022-12-15,2022-12-15T00:00:00Z,3150154.750835
2022-12-16,2022-12-16T00:00:00Z,3149947.408357
2022-12-17,2022-12-17T00:00:00Z,3149947.408357
2022-12-18,2022-12-18T00:00:00Z,3149947.408357
2022-12-19,2022-12-19T00:00:00Z,3149323.990633
2022-12-20,2022-12-20T00:00:00Z,3149117.0601190003
2022-12-21,2022-12-21T00:00:00Z,3148906.114821
2022-12-22,2022-12-22T00:00:00Z,3148698.3094920004
2022-12-23,2022-12-23T00:00:00Z,3148490.503297
2022-12-24,2022-12-24T00:00:00Z,3148490.503297
2022-12-25,2022-12-25T00:00:00Z,3148490.503297
2022-12-26,2022-12-26T00:00:00Z,3148490.503297
2022-12-27,2022-12-27T00:00:00Z,3147659.278517
2022-12-28,2022-12-28T00:00:00Z,3147451.018865
2022-12-29,2022-12-29T00:00:00Z,3147243.278956
2022-12-30,2022-12-30T00:00:00Z,3147032.371176
2022-12-31,2022-12-31T00:00:00Z,3147032.371176
2023-01-01,2023-01-01T00:00:00Z,3147032.371176
2023-01-02,2023-01-02T00:00:00Z,3147032.371176
2023-01-03,2023-01-03T00:00:00Z,3146201.015447
2023-01-04,2023-01-04T00:00:00Z,3145993.281554
2023-01-05,2023-01-05T00:00:00Z,3145785.287047
2023-01-06,2023-01-06T00:00:00Z,3145577.483464
2023-01-07,2023-01-07T00:00:00Z,3145577.483464
2023-01-08,2023-01-08T00:00:00Z,3145577.483464
2023-01-09,2023-01-09T00:00:00Z,3144953.88655
2023-01-10,2023-01-10T00:00:00Z,3144745.991168
2023-01-11,2023-01-11T00:00:00Z,3144538.140727
2023-01-12,2023-01-12T00:00:00Z,3144329.782826
2023-01-13,2023-01-13T00:00:00Z,3144121.577046
2023-01-14,2023-01-14T00:00:00Z,3144121.577046
2023-01-15,2023-01-15T00:00:00Z,3144121.577046
2023-01-16,2023-01-16T00:00:00Z,3144121.5831210003
2023-01-17,2023-01-17T00:00:00Z,3143291.136349
2023-01-18,2023-01-18T00:00:00Z,3143082.790237
2023-01-19,2023-01-19T00:00:00Z,3142874.654763
2023-01-20,2023-01-20T00:00:00Z,3142668.129523
2023-01-21,2023-01-21T00:00:00Z,3142668.129523
2023-01-22,2023-01-22T00:00:00Z,3142668.129523
2023-01-23,2023-01-23T00:00:00Z,3142039.449409
2023-01-24,2023-01-24T00:00:00Z,3141830.21691
2023-01-25,2023-01-25T00:00:00Z,3141622.038186
2023-01-26,2023-01-26T00:00:00Z,3141414.079367
2023-01-27,2023-01-27T00:00:00Z,3141206.638427
2023-01-28,2023-01-28T00:00:00Z,3141206.638427
2023-01-29,2023-01-29T00:00:00Z,3141206.638427
2023-01-30,2023-01-30T00:00:00Z,3140583.22076
2023-01-31,2023-01-31T00:00:00Z,3140375.314157
2023-02-01,2023-02-01T00:00:00Z,3140167.5088140005
2023-02-02,2023-02-02T00:00:00Z,3139959.51281
2023-02-03,2023-02-03T00:00:00Z,3139751.70926
2023-02-04,2023-02-04T00:00:00Z,3139751.70926
2023-02-05,2023-02-05T00:00:00Z,3139751.70926
2023-02-06,2023-02-06T00:00:00Z,3139128.189325
2023-02-07,2023-02-07T00:00:00Z,3138923.536746
2023-02-08,2023-02-08T00:00:00Z,3138715.629038
2023-02-09,2023-02-09T00:00:00Z,3138507.675463
2023-02-10,2023-02-10T00:00:00Z,3138299.803373
2023-02-11,2023-02-11T00:00:00Z,3138299.803373
2023-02-12,2023-02-12T00:00:00Z,3138299.803373
2023-02-13,2023-02-13T00:00:00Z,3137676.849681
2023-02-14,2023-02-14T00:00:00Z,3137469.057255
2023-02-15,2023-02-15T00:00:00Z,3137261.149446
2023-02-16,2023-02-16T00:00:00Z,3137056.239786
2023-02-17,2023-02-17T00:00:00Z,3136849.602524
2023-02-18,2023-02-18T00:00:00Z,3136849.602524
2023-02-19,2023-02-19T00:00:00Z,3136849.602524
2023-02-20,2023-02-20T00:00:00Z,3136849.602524
2023-02-21,2023-02-21T00:00:00Z,3136016.481498
2023-02-22,2023-02-22T00:00:00Z,3135808.101315
2023-02-23,2023-02-23T00:00:00Z,3135602.83201
2023-02-24,2023-02-24T00:00:00Z,3135395.111915
2023-02-25,2023-02-25T00:00:00Z,3135395.111915
2023-02-26,2023-02-26T00:00:00Z,3135395.111915
2023-02-27,2023-02-27T00:00:00Z,3126358.689431
2023-02-28,2023-02-28T00:00:00Z,3126318.4097670005
2023-03-01,2023-03-01T00:00:00Z,3126375.375148
2023-03-02,2023-03-02T00:00:00Z,3126077.635932
2023-03-03,2023-03-03T00:00:00Z,3127320.778444
2023-03-04,2023-03-04T00:00:00Z,3127320.778444
2023-03-05,2023-03-05T00:00:00Z,3127320.778444
2023-03-06,2023-03-06T00:00:00Z,3126944.115406
2023-03-07,2023-03-07T00:00:00Z,3126736.310033
2023-03-08,2023-03-08T00:00:00Z,3126528.504636
2023-03-09,2023-03-09T00:00:00Z,3125234.12904
2023-03-10,2023-03-10T00:00:00Z,3125543.4283240004
2023-03-11,2023-03-11T00:00:00Z,3125543.4283240004
2023-03-12,2023-03-12T00:00:00Z,3125543.4283240004
2023-03-13,2023-03-13T00:00:00Z,3123952.661704
2023-03-14,2023-03-14T00:00:00Z,3123083.722161
2023-03-15,2023-03-15T00:00:00Z,3122499.8469099994
2023-03-16,2023-03-16T00:00:00Z,3122254.878901
2023-03-17,2023-03-17T00:00:00Z,3125881.469202
2023-03-18,2023-03-18T00:00:00Z,3125881.469202
2023-03-19,2023-03-19T00:00:00Z,3125881.469202
2023-03-20,2023-03-20T00:00:00Z,3122960.456951
2023-03-21,2023-03-21T00:00:00Z,3121858.8969610003
2023-03-22,2023-03-22T00:00:00Z,3121199.772679
2023-03-23,2023-03-23T00:00:00Z,3121224.615052
2023-03-24,2023-03-24T00:00:00Z,3121197.567945
2023-03-25,2023-03-25T00:00:00Z,3121197.567945
2023-03-26,2023-03-26T00:00:00Z,3121197.567945
2023-03-27,2023-03-27T00:00:00Z,3120687.163804
2023-03-28,2023-03-28T00:00:00Z,3119753.786522
2023-03-29,2023-03-29T00:00:00Z,3117625.306115
2023-03-30,2023-03-30T00:00:00Z,3117405.974094
2023-03-31,2023-03-31T00:00:00Z,3117743.5647090003
2023-04-01,2023-04-01T00:00:00Z,3117743.5647090003
2023-04-02,2023-04-02T00:00:00Z,3117743.5647090003
2023-04-03,2023-04-03T00:00:00Z,3117123.248563
2023-04-04,2023-04-04T00:00:00Z,3117786.797131
2023-04-05,2023-04-05T00:00:00Z,3117659.664588
2023-04-06,2023-04-06T00:00:00Z,3118250.965688
2023-04-07,2023-04-07T00:00:00Z,3118043.159493
2023-04-08,2023-04-08T00:00:00Z,3118043.159493
2023-04-09,2023-04-09T00:00:00Z,3118043.159493
2023-04-10,2023-04-10T00:00:00Z,3118186.619246
2023-04-11,2023-04-11T00:00:00Z,3118053.0762340003
2023-04-12,2023-04-12T00:00:00Z,3117999.843208
2023-04-13,2023-04-13T00:00:00Z,3117655.411245
2023-04-14,2023-04-14T00:00:00Z,3117983.069808
2023-04-15,2023-04-15T00:00:00Z,3117983.069808
2023-04-16,2023-04-16T00:00:00Z,3117983.069808
2023-04-17,2023-04-17T00:00:00Z,3115723.590699
2023-04-18,2023-04-18T00:00:00Z,3115180.979384
2023-04-19,2023-04-19T00:00:00Z,3114356.6588080004
2023-04-20,2023-04-20T00:00:00Z,3115116.662045
2023-04-21,2023-04-21T00:00:00Z,3120381.347068
2023-04-22,2023-04-22T00:00:00Z,3120381.347068
2023-04-23,2023-04-23T00:00:00Z,3120381.347068
2023-04-24,2023-04-24T00:00:00Z,3117017.631086
2023-04-25,2023-04-25T00:00:00Z,3116722.788863
2023-04-26,2023-04-26T00:00:00Z,3116141.5448300005
2023-04-27,2023-04-27T00:00:00Z,3115662.563095
2023-04-28,2023-04-28T00:00:00Z,3114635.183154
2023-04-29,2023-04-29T00:00:00Z,3114635.183154
2023-04-30,2023-04-30T00:00:00Z,3114635.183154
2023-05-01,2023-05-01T00:00:00Z,3114017.968591
2023-05-02,2023-05-02T00:00:00Z,3114356.855798
2023-05-03,2023-05-03T00:00:00Z,3113864.017655
2023-05-04,2023-05-04T00:00:00Z,3113461.268043
2023-05-05,2023-05-05T00:00:00Z,3111966.063769
2023-05-06,2023-05-06T00:00:00Z,3111966.063769
2023-05-07,2023-05-07T00:00:00Z,3111966.063769
2023-05-08,2023-05-08T00:00:00Z,3110885.192753
2023-05-09,2023-05-09T00:00:00Z,3111373.604782
2023-05-10,2023-05-10T00:00:00Z,3111245.4371490004
2023-05-11,2023-05-11T00:00:00Z,3110945.05912
2023-05-12,2023-05-12T00:00:00Z,3110737.255384
2023-05-13,2023-05-13T00:00:00Z,3110737.255384
2023-05-14,2023-05-14T00:00:00Z,3110737.255384
2023-05-15,2023-05-15T00:00:00Z,3110032.526614
2023-05-16,2023-05-16T00:00:00Z,3109652.408497
2023-05-17,2023-05-17T00:00:00Z,3109447.7034750003
2023-05-18,2023-05-18T00:00:00Z,3108258.2310420005
2023-05-19,2023-05-19T00:00:00Z,3108053.526432
2023-05-20,2023-05-20T00:00:00Z,3108053.526432
2023-05-21,2023-05-21T00:00:00Z,3108053.526432
2023-05-22,2023-05-22T00:00:00Z,3107436.311017
2023-05-23,2023-05-23T00:00:00Z,3107228.504822
2023-05-24,2023-05-24T00:00:00Z,3106399.367459
2023-05-25,2023-05-25T00:00:00Z,3106454.3121490004
2023-05-26,2023-05-26T00:00:00Z,3106337.115123
2023-05-27,2023-05-27T00:00:00Z,3106337.115123
2023-05-28,2023-05-28T00:00:00Z,3106337.115123
2023-05-29,2023-05-29T00:00:00Z,3106337.115932
2023-05-30,2023-05-30T00:00:00Z,3105501.131652
2023-05-31,2023-05-31T00:00:00Z,3104896.918586
2023-06-01,2023-06-01T00:00:00Z,3104947.414867
2023-06-02,2023-06-02T00:00:00Z,3105070.93001
2023-06-03,2023-06-03T00:00:00Z,3105070.93001
2023-06-04,2023-06-04T00:00:00Z,3105070.93001
2023-06-05,2023-06-05T00:00:00Z,3104866.921701
2023-06-06,2023-06-06T00:00:00Z,3104662.217434
2023-06-07,2023-06-07T00:00:00Z,3104362.8568490003
2023-06-08,2023-06-08T00:00:00Z,3104329.164849
2023-06-09,2023-06-09T00:00:00Z,3103622.8172720005
