date,Fund Market Premium
2020-11-04,41.51715087369463
2020-11-05,46.18453733018957
2020-11-06,42.8043073040375
2020-11-09,46.59891793428665
2020-11-10,45.10665814478383
2020-11-11,48.74567390366845
2020-11-12,45.04286923214016
2020-11-13,44.40334897703402
2020-11-16,50.42778221317879
2020-11-17,57.659852610135005
2020-11-18,48.29940165654752
2020-11-19,56.25757275390508
2020-11-20,65.93929250665072
2020-11-23,74.09515033146721
2020-11-24,93.03810233260344
2020-11-25,83.44241655931266
2020-11-27,77.13590150056821
2020-11-30,80.67606443801421
2020-12-02,103.34243925035098
2020-12-03,121.93351358109898
2020-12-04,132.6590237822213
2020-12-07,143.15684672824491
2020-12-08,142.94636115703705
2020-12-09,123.97437123110996
2020-12-10,135.97972516329318
2020-12-11,130.64594714670963
2020-12-14,147.56434853071443
2020-12-15,168.08035386739485
2020-12-16,197.69118513409668
2020-12-17,176.2458117262943
2020-12-18,199.82307084718207
2020-12-21,248.3790188821993
2020-12-22,258.09852720735853
2020-12-23,227.00064095647843
2020-12-24,157.6264420160268
2020-12-28,125.56236825365288
2020-12-30,120.80750588728937
2020-12-31,104.8048970726386
2021-01-04,12.135939258862916
2021-01-05,21.79259748161504
2021-01-06,18.92260050861676
2021-01-07,16.11378719263672
2021-01-08,10.160780405278658
2021-01-11,12.950647061458277
2021-01-12,21.88052305238264
2021-01-13,13.35897278659053
2021-01-14,16.511069562189597
2021-01-15,22.754325158166687
2021-01-19,17.149407519697668
2021-01-20,7.445623064087914
2021-01-21,18.90575458858439
2021-01-22,12.295503515810434
2021-01-25,9.845543510793364
2021-01-26,8.494630863962582
2021-01-27,11.727776417840309
2021-01-28,11.746741630030844
2021-01-29,5.232434416272325
2021-02-01,8.439420580093593
2021-02-02,13.805306327195945
2021-02-03,10.36948027168112
2021-02-04,15.704483403474434
2021-02-05,11.624402820341915
2021-02-08,14.4722741230642
2021-02-09,14.07049290127218
2021-02-10,15.993770945851038
2021-02-11,6.927164935932062
2021-02-12,8.391950130431214
2021-02-16,5.486156900990502
2021-02-17,6.528517027758607
2021-02-18,6.123314206912767
2021-02-19,5.250616329687463
2021-02-22,5.367457074943793
2021-02-23,3.629494336192951
2021-02-24,-0.0734218582395751
2021-02-25,9.373063907975322
2021-02-26,5.62183447905884
2021-03-01,-0.3012346136403665
2021-03-02,-1.240598419904082
2021-03-03,-3.701436901181343
2021-03-04,-8.097191787599556
2021-03-05,-3.637076813529228
2021-03-08,-7.484882063312992
2021-03-09,-5.139297843073754
2021-03-10,-5.506837610751713
2021-03-11,-4.95833614264074
2021-03-12,-5.378863341237983
2021-03-15,-4.735497148012636
2021-03-16,-5.1665292866305945
2021-03-17,-2.6552665540632514
2021-03-18,-5.1568759276902085
2021-03-19,-6.860639211863074
2021-03-22,-4.03938854533693
2021-03-23,-7.712732077041196
2021-03-24,-7.896706093934036
2021-03-25,-6.727675915531606
2021-03-26,-10.436674696343683
2021-03-29,-8.773133045824832
2021-03-30,-8.163530539280783
2021-03-31,-8.940789919878256
2021-04-01,-6.451761896008145
2021-04-05,-6.5254844062874735
2021-04-06,-5.654514755022088
2021-04-07,-6.045912444480139
2021-04-08,-5.992216572296183
2021-04-09,-3.1169592952727143
2021-04-12,-3.9767735303338094
2021-04-13,0.4603845168473341
2021-04-14,-10.782047727477106
2021-04-15,-4.182574722166188
2021-04-16,-4.398576006075361
2021-04-19,-4.398576006075361
2021-04-20,-2.8033381718390142
2021-04-21,-0.3622194098630675
2021-04-22,-0.6909427580572594
2021-04-23,-4.4541919969498425
2021-04-26,-1.506686816159338
2021-04-27,-1.1676408072445303
2021-04-28,-2.3322611651469614
2021-04-29,-3.7038801403433097
2021-04-30,-2.196323236532867
2021-05-03,-7.433471426533121
2021-05-04,-3.377012562638276
2021-05-05,-4.427158563892738
2021-05-06,-3.2158397868820465
2021-05-07,-1.3274879220744384
2021-05-10,-7.518054085659117
2021-05-11,-6.126881410317843
2021-05-12,0.3621965555646623
2021-05-13,-11.673451824263246
2021-05-14,-11.479617545185985
2021-05-17,-2.0819185055211453
2021-05-18,-4.95292998286688
2021-05-19,3.57558960423242
