date,Tokens Transferred (Total)
2019-09-14,31.76901592
2019-09-15,29.95055495
2019-09-16,45.50965091
2019-09-17,94.9287638
2019-09-18,38.92689046
2019-09-19,77.20721814
2019-09-20,18.20699791
2019-09-21,19.43322048
2019-09-22,27.59463822
2019-09-23,44.85904747
2019-09-24,158.43053955
2019-09-25,141.34603344
2019-09-26,81.40410092
2019-09-27,114.12364728
2019-09-28,205.60856698
2019-09-29,111.86938545
2019-09-30,86.02445429
2019-10-01,36.77009662
2019-10-02,70.6381705
2019-10-03,76.56728935
2019-10-04,40.5747082
2019-10-05,32.65559004
2019-10-06,20.65233918
2019-10-07,45.11231108
2019-10-08,26.46864935
2019-10-09,49.76427295
2019-10-10,55.16313748
2019-10-11,29.210148
2019-10-12,25.02549992
2019-10-13,14.82455232
2019-10-14,27.03725545
2019-10-15,15.36091919
2019-10-16,30.05962048
2019-10-17,21.55780625
2019-10-18,35.55878491
2019-10-19,11.83941384
2019-10-20,43.72483664
2019-10-21,27.28160289
2019-10-22,89.24134462
2019-10-23,68.66317485
2019-10-24,46.36839729
2019-10-25,115.2363681
2019-10-26,167.6709547
2019-10-27,50.07759675
2019-10-28,48.14760049
2019-10-29,56.86455705
2019-10-30,18.64269988
2019-10-31,35.12991004
2019-11-01,52.38698743
2019-11-02,34.57137967
2019-11-03,58.33640227
2019-11-04,31.33222945
2019-11-05,34.93813439
2019-11-06,58.87483586
2019-11-07,17.11842551
2019-11-08,39.59206299
2019-11-09,23.83985275
2019-11-10,37.13833604
2019-11-11,26.54889925
2019-11-12,32.34912092
2019-11-13,56.50806977
2019-11-14,57.13492514
2019-11-15,43.2833381
2019-11-16,44.65848537
2019-11-17,26.10577422
2019-11-18,44.72121537
2019-11-19,79.2182874
2019-11-20,42.31663068
2019-11-21,96.9219544
2019-11-22,149.55056563
2019-11-23,56.44614764
2019-11-24,70.73464332
2019-11-25,120.94930569
2019-11-26,56.27414745
2019-11-27,100.3540671
2019-11-28,16.90656184
2019-11-29,34.42104973
2019-11-30,37.33828489
2019-12-01,38.8992611
2019-12-02,41.14091421
2019-12-03,29.19242029
2019-12-04,56.31506978
2019-12-05,25.91486106
2019-12-06,33.78137548
2019-12-07,19.07643206
2019-12-08,11.62233938
2019-12-09,43.74263801
2019-12-10,31.31591065
2019-12-11,18.92496733
2019-12-12,35.58447938
2019-12-13,13.35157244
2019-12-14,47.92811019
2019-12-15,36.76052394
2019-12-16,69.40876913
2019-12-17,103.07211691
2019-12-18,97.60489123
2019-12-19,73.5381719
2019-12-20,64.80440061
2019-12-21,42.70175449
2019-12-22,44.44204864
2019-12-23,52.65247104
2019-12-24,60.883887
2019-12-25,51.06621544
2019-12-26,47.75886698
2019-12-27,41.4578549
2019-12-28,42.29181687
2019-12-29,62.5998178
2019-12-30,55.12130444
2019-12-31,91.31504337
2020-01-01,60.72719352
2020-01-02,80.25650939
2020-01-03,44.24221452
2020-01-04,35.77184666
2020-01-05,129.74339779
2020-01-06,70.86957649
2020-01-07,144.91258417
2020-01-08,163.68979951
2020-01-09,87.3016361
2020-01-10,33.62242264
2020-01-11,86.78266521
2020-01-12,30.68202289
2020-01-13,83.03592722
2020-01-14,246.06553031
2020-01-15,186.99042261
2020-01-16,186.94151312
2020-01-17,213.70664503
2020-01-18,115.0045025
2020-01-19,488.08344946
2020-01-20,161.91056475
2020-01-21,356.63552369
2020-01-22,107.21882537
2020-01-23,74.00040641
2020-01-24,51.24945109
2020-01-25,87.18619381
2020-01-26,78.0130973
2020-01-27,395.7538063
2020-01-28,274.6722925
2020-01-29,339.85508309
2020-01-30,264.63350491
2020-01-31,299.68440901
2020-02-01,148.59365035
2020-02-02,290.49348531
2020-02-03,286.84373982
2020-02-04,178.66971967
2020-02-05,422.70292657
2020-02-06,525.89291004
2020-02-07,232.08982431
2020-02-08,325.97626692
2020-02-09,371.32839626
2020-02-10,274.13552483
2020-02-11,243.28548783
2020-02-12,800.72493778
2020-02-13,680.97573204
2020-02-14,437.88011806
2020-02-15,1238.14883432
2020-02-16,1181.45816436
2020-02-17,652.21217494
2020-02-18,324.97145408
2020-02-19,416.80114323
2020-02-20,175.78581928
2020-02-21,45.55483091
2020-02-22,157.90726096
2020-02-23,68.18296962
2020-02-24,84.68625619
2020-02-25,159.94787222
2020-02-26,127.27799416
2020-02-27,365.25317928
2020-02-28,113.98438946
2020-02-29,110.00649153
2020-03-01,73.74718515
2020-03-02,45.83472816
2020-03-03,278.929014
2020-03-04,245.44464254
2020-03-05,529.70123474
2020-03-06,74.8190862
2020-03-07,175.25990625
2020-03-08,370.57913789
2020-03-09,628.49162806
2020-03-10,235.89142192
2020-03-11,124.22662837
2020-03-12,838.9704383
2020-03-13,788.01019222
2020-03-14,361.27688801
2020-03-15,136.41685251
2020-03-16,1251.02418987
2020-03-17,514.92574904
2020-03-18,258.17116097
2020-03-19,474.80332538
2020-03-20,225.96004052
2020-03-21,121.06202425
2020-03-22,369.89868405
2020-03-23,236.95161705
2020-03-24,146.84140779
2020-03-25,210.48439837
2020-03-26,199.64291049
2020-03-27,345.00947496
2020-03-28,62.27801156
2020-03-29,17.97676192
2020-03-30,143.59025299
2020-03-31,75.73087441
2020-04-01,237.46868595
2020-04-02,275.53207481
2020-04-03,261.82607042
2020-04-04,99.21359994
2020-04-05,80.50068951
2020-04-06,1796.15480598
2020-04-07,4067.856014
2020-04-08,2693.49975594
2020-04-09,1838.64695585
2020-04-10,2681.11574439
2020-04-11,1533.31758202
2020-04-12,1689.93335895
2020-04-13,2875.00346836
2020-04-14,1901.39645841
2020-04-15,1684.43140763
2020-04-16,3496.95998359
2020-04-17,1761.90004057
2020-04-18,1575.9625201
2020-04-19,1773.82804354
2020-04-20,3718.93057727
2020-04-21,2662.97628507
2020-04-22,2210.2937268
2020-04-23,3920.26283254
2020-04-24,1088.01314804
2020-04-25,161.39792704
2020-04-26,1213.64906638
2020-04-27,2002.86640157
2020-04-28,1056.77282275
2020-04-29,4954.89521187
2020-04-30,7790.63660721
2020-05-01,3631.46227986
2020-05-02,1911.76165131
2020-05-03,5254.91714045
2020-05-04,5019.80481738
2020-05-05,3500.56176456
2020-05-06,4219.9597205
2020-05-07,6819.48448485
2020-05-08,4379.06078489
2020-05-09,3823.7202879
2020-05-10,5744.44283255
2020-05-11,1014.34982223
2020-05-12,2355.65426375
2020-05-13,387.18008308
2020-05-14,501.25171906
2020-05-15,505.44365218
2020-05-16,155.38745408
2020-05-17,268.61780134
2020-05-18,240.09771619
2020-05-19,280.56106417
2020-05-20,2228.36139473
2020-05-21,3567.49263446
2020-05-22,3483.58710142
2020-05-23,130.64176833
2020-05-24,305.21147119
2020-05-25,387.4097975
2020-05-26,202.20749311
2020-05-27,215.10388981
2020-05-28,473.11616782
2020-05-29,207.13805737
2020-05-30,360.15906152
2020-05-31,125.6637849
2020-06-01,760.62622859
2020-06-02,604.49567098
2020-06-03,370.89303364
2020-06-04,197.2667314
2020-06-05,673.91917359
2020-06-06,350.71197268
2020-06-07,382.47001935
2020-06-08,448.62242592
2020-06-09,186.95975273
2020-06-10,226.25424032
2020-06-11,1049.81392966
2020-06-12,334.08775098
2020-06-13,300.10276405
2020-06-14,285.99942131
2020-06-15,1032.25168597
2020-06-16,767.603299
2020-06-17,731.04592045
2020-06-18,11233.63008985
2020-06-19,5605.11806582
2020-06-20,11022.22555299
2020-06-21,9373.06637481
2020-06-22,13729.38877002
2020-06-23,36436.45160183
2020-06-24,6826.44281963
2020-06-25,6098.78702569
2020-06-26,8089.7581912
2020-06-27,5037.01036134
2020-06-28,3766.23766954
2020-06-29,25586.1870709
2020-06-30,3973.7719767
2020-07-01,21598.29475782
2020-07-02,17742.303774
2020-07-03,4484.5079518
2020-07-04,8949.23550323
2020-07-05,5047.49769378
2020-07-06,12093.82172416
2020-07-07,4761.33336859
2020-07-08,2765.69920885
2020-07-09,8644.1910694
2020-07-10,2286.86047474
2020-07-11,650.97028823
2020-07-12,5820.08334167
2020-07-13,1908.02274144
2020-07-14,3596.99754064
2020-07-15,2504.90544465
2020-07-16,1133.29458204
2020-07-17,5472.2050875
2020-07-18,3198.66698451
2020-07-19,5760.27215621
2020-07-20,1781.42593155
2020-07-21,2519.41195375
2020-07-22,9706.42449519
2020-07-23,15439.87761455
2020-07-24,2366.08037601
2020-07-25,2225.17276575
2020-07-26,3308.34704539
2020-07-27,11624.59602516
2020-07-28,4215.13741853
2020-07-29,4667.97495535
2020-07-30,5049.60881097
2020-07-31,13927.15722358
2020-08-01,1684.79092232
2020-08-02,1632.50534047
2020-08-03,1513.85472658
2020-08-04,1394.21589027
2020-08-05,4390.26240412
2020-08-06,6387.70250821
2020-08-07,3447.59913004
2020-08-08,2172.18854963
2020-08-09,3609.99842771
2020-08-10,16912.04263902
2020-08-11,9349.22867539
2020-08-12,1277.56388578
2020-08-13,9397.56437507
2020-08-14,17010.91288483
2020-08-15,13272.83799954
2020-08-16,18979.11432714
2020-08-17,23620.87958215
2020-08-18,9810.10037277
2020-08-19,30406.98734192
2020-08-20,14230.0135168
2020-08-21,12545.85468035
2020-08-22,14556.26084442
2020-08-23,13828.03716361
2020-08-24,4718.16345061
2020-08-25,6945.8552802
2020-08-26,10452.5793294
2020-08-27,8060.28247373
2020-08-28,18615.85892342
2020-08-29,12336.58081871
2020-08-30,15755.03346556
2020-08-31,27168.12056824
2020-09-01,24666.62460988
2020-09-02,20699.41934132
2020-09-03,29081.52810247
2020-09-04,18425.90465982
2020-09-05,27743.19922113
2020-09-06,18475.56734142
2020-09-07,21568.70277865
2020-09-08,22088.28249617
2020-09-09,27296.03399772
2020-09-10,52973.06529042
2020-09-11,57253.00976352
2020-09-12,37004.36346187
2020-09-13,34213.27546309
2020-09-14,20742.60445309
2020-09-15,19290.81661894
2020-09-16,28440.59454343
2020-09-17,89183.90319875
2020-09-18,110192.85835873
2020-09-19,48233.48720955
2020-09-20,25665.67165963
2020-09-21,35556.63783697
2020-09-22,20079.01869997
2020-09-23,32835.71430009
2020-09-24,48744.74880482
2020-09-25,56308.97794378
2020-09-26,34413.27064226
2020-09-27,36480.88471378
2020-09-28,45252.36320945
2020-09-29,19295.67377094
2020-09-30,37307.29638698
2020-10-01,23360.36254011
2020-10-02,14085.644167
2020-10-03,13467.52912139
2020-10-04,13759.22170612
2020-10-05,33791.56116096
2020-10-06,21153.41907533
2020-10-07,19658.10192161
2020-10-08,19222.75662169
2020-10-09,18721.78451877
2020-10-10,21565.81227949
2020-10-11,15216.43501652
2020-10-12,22548.29117626
2020-10-13,32944.7967512
2020-10-14,49906.22572375
2020-10-15,22506.6664168
2020-10-16,12020.99503675
2020-10-17,5519.62768768
2020-10-18,10171.80682862
2020-10-19,23624.48086303
2020-10-20,60726.49023942
2020-10-21,52407.34473411
2020-10-22,29885.63037446
2020-10-23,19595.75635363
2020-10-24,9393.137461
2020-10-25,7969.6590676
2020-10-26,54178.6518531
2020-10-27,19753.35730406
2020-10-28,25013.86990776
2020-10-29,16146.94149823
2020-10-30,14089.91157703
2020-10-31,10036.72864872
2020-11-01,6966.04159649
2020-11-02,14304.86575343
2020-11-03,35893.88751733
2020-11-04,16330.76397636
2020-11-05,29801.94535951
2020-11-06,29498.43608693
2020-11-07,23500.78911436
2020-11-08,15210.25435431
2020-11-09,11800.78302861
2020-11-10,12290.90686646
2020-11-11,8801.82256745
2020-11-12,12426.29255471
2020-11-13,13473.60650529
2020-11-14,8382.86565825
2020-11-15,6947.81745198
2020-11-16,26597.18776827
2020-11-17,58607.80670692
2020-11-18,29991.93905084
2020-11-19,18492.13885719
2020-11-20,14950.754191
2020-11-21,11590.80393266
2020-11-22,18108.85456347
2020-11-23,24545.35466254
2020-11-24,17667.25588642
2020-11-25,17584.97235444
2020-11-26,42044.33008126
2020-11-27,14063.71940655
2020-11-28,13898.74633132
2020-11-29,10345.63258966
2020-11-30,14299.54571385
2020-12-01,16300.79126572
2020-12-02,11324.68140391
2020-12-03,11810.64441039
2020-12-04,12050.05880003
2020-12-05,14630.1984443
2020-12-06,9865.54242278
2020-12-07,13516.95092999
2020-12-08,13725.25225569
2020-12-09,14132.81966127
2020-12-10,20579.11267267
2020-12-11,14623.84551677
2020-12-12,11694.70806531
2020-12-13,7146.9028121
2020-12-14,6513.75211421
2020-12-15,11683.59177316
2020-12-16,14448.11020319
2020-12-17,12901.32595284
2020-12-18,9852.92747393
2020-12-19,30728.63375014
2020-12-20,14490.40721713
2020-12-21,10527.9678765
2020-12-22,10382.46919166
2020-12-23,20368.50101956
2020-12-24,15841.74925228
2020-12-25,9321.46951407
2020-12-26,17608.99510105
2020-12-27,28019.83214177
2020-12-28,20141.04569524
2020-12-29,15614.69219767
2020-12-30,51558.51598761
2020-12-31,16710.25547416
2021-01-01,10049.88199936
2021-01-02,41746.93561804
2021-01-03,23074.59552009
2021-01-04,31476.65328862
2021-01-05,19024.8786695
2021-01-06,14093.05717319
2021-01-07,22657.84579777
2021-01-08,30508.65793291
2021-01-09,25140.35663245
2021-01-10,20112.22542634
2021-01-11,31388.39090706
2021-01-12,18600.40932029
2021-01-13,16808.0705535
2021-01-14,33331.55168547
2021-01-15,14816.26664636
2021-01-16,20585.6685351
2021-01-17,10871.1990374
2021-01-18,16038.0356768
2021-01-19,38062.82491665
2021-01-20,22443.40681839
2021-01-21,18520.06740708
2021-01-22,25618.38908423
2021-01-23,18960.01319325
2021-01-24,23067.632993
2021-01-25,39488.94758864
2021-01-26,27352.31135073
2021-01-27,30922.82600424
2021-01-28,21988.01051839
2021-01-29,36608.27394614
2021-01-30,15676.64569972
2021-01-31,18467.11321781
2021-02-01,29687.53079682
2021-02-02,20227.48518177
2021-02-03,18141.85487403
2021-02-04,31275.58579372
2021-02-05,30553.50024928
2021-02-06,27126.62351896
2021-02-07,30968.02187346
2021-02-08,28801.65476314
2021-02-09,49739.99665041
2021-02-10,27795.49554995
2021-02-11,26710.83260303
2021-02-12,27973.02166222
2021-02-13,12385.97959846
2021-02-14,13221.39937395
2021-02-15,19286.9182419
2021-02-16,18794.74548438
2021-02-17,18694.69365788
2021-02-18,28258.75279769
2021-02-19,24922.70624146
2021-02-20,22441.11310499
2021-02-21,16038.85047702
2021-02-22,18452.99360341
2021-02-23,26705.63157724
2021-02-24,26252.93788575
2021-02-25,17869.27795957
2021-02-26,24763.32917993
2021-02-27,13203.63664067
2021-02-28,27486.65597061
2021-03-01,13480.13308576
2021-03-02,16046.22360646
2021-03-03,19919.64568403
2021-03-04,15078.11367623
2021-03-05,14885.55028403
2021-03-06,22329.66937309
2021-03-07,78570.7144079
2021-03-08,52959.62460709
2021-03-09,30722.98704777
2021-03-10,31817.92933887
2021-03-11,15352.66558456
2021-03-12,48286.42352288
2021-03-13,20049.37639052
2021-03-14,10718.69576913
2021-03-15,17639.62517231
2021-03-16,25492.03101384
2021-03-17,10354.12354499
2021-03-18,14372.77960018
2021-03-19,56409.2572832
2021-03-20,26937.72478184
2021-03-21,25585.13444296
2021-03-22,16662.17282588
2021-03-23,30747.13948033
2021-03-24,12147.40014612
2021-03-25,14101.21938085
2021-03-26,13658.23405775
2021-03-27,8542.43451627
2021-03-28,14511.45273193
2021-03-29,40240.89108153
2021-03-30,40146.71805495
2021-03-31,23390.76636635
2021-04-01,13955.71660383
2021-04-02,15302.24010754
2021-04-03,20965.426243
2021-04-04,6303.06783146
2021-04-05,10699.54981806
2021-04-06,14685.3790823
2021-04-07,27447.38986807
2021-04-08,24475.65676788
2021-04-09,30313.11459142
2021-04-10,22315.47260071
2021-04-11,16222.07380803
2021-04-12,23143.41490686
2021-04-13,16521.98837469
2021-04-14,31363.62729989
2021-04-15,24254.31804171
2021-04-16,16461.44701476
2021-04-17,20869.49938236
2021-04-18,33067.97150082
2021-04-19,15764.9217093
2021-04-20,11008.65206905
2021-04-21,15230.57508248
2021-04-22,26603.7678255
2021-04-23,29556.96483475
2021-04-24,10620.43857471
2021-04-25,15963.8341676
2021-04-26,29968.66315712
2021-04-27,22962.05910628
2021-04-28,33693.13494557
2021-04-29,30810.31694806
2021-04-30,39903.30843233
2021-05-01,17703.68291044
2021-05-02,27373.8708377
2021-05-03,36149.05906593
2021-05-04,32355.22937968
2021-05-05,17292.45019178
2021-05-06,21183.80775113
2021-05-07,19333.07953468
2021-05-08,26728.7560381
2021-05-09,14178.59213771
2021-05-10,42682.65484736
2021-05-11,10481.54233977
2021-05-12,37588.44099446
2021-05-13,54683.34000463
2021-05-14,43392.90440899
2021-05-15,23199.93647648
2021-05-16,27409.2406981
2021-05-17,39037.79599858
2021-05-18,26734.69744844
2021-05-19,118712.08621954
2021-05-20,59524.3091864
2021-05-21,62636.58079034
2021-05-22,44366.42722191
2021-05-23,73939.41451922
2021-05-24,82893.1885373
2021-05-25,50874.64288384
2021-05-26,84956.63558213
2021-05-27,47663.95069236
2021-05-28,54752.08144704
2021-05-29,55898.53739937
2021-05-30,23176.28483744
2021-05-31,28553.85765612
2021-06-01,39747.44353338
2021-06-02,26123.48388849
2021-06-03,26790.62963974
2021-06-04,25149.95841251
2021-06-05,18587.24197416
2021-06-06,20700.19066231
2021-06-07,30283.49662495
2021-06-08,47483.65638098
2021-06-09,47734.02456211
2021-06-10,49633.90025199
2021-06-11,38252.15047971
2021-06-12,28045.92895004
2021-06-13,24070.94420935
2021-06-14,26284.7972763
2021-06-15,20954.18640761
2021-06-16,30326.39661178
2021-06-17,35725.66908968
2021-06-18,50658.66780873
2021-06-19,17460.49571289
2021-06-20,18844.96980415
2021-06-21,49930.87920519
2021-06-22,50491.84975778
2021-06-23,47804.24976409
2021-06-24,37765.8040434
2021-06-25,49373.29131656
2021-06-26,28130.06752568
2021-06-27,38831.09151003
2021-06-28,40284.58265558
2021-06-29,47214.6711322
2021-06-30,38570.36311078
2021-07-01,27840.16681751
2021-07-02,28038.5190351
2021-07-03,12441.31622239
2021-07-04,21535.74821328
2021-07-05,17316.02870276
2021-07-06,30052.94855986
2021-07-07,47113.98843445
2021-07-08,35877.87199494
2021-07-09,36484.42512144
2021-07-10,18031.24685804
2021-07-11,10120.07301655
2021-07-12,39171.0078755
2021-07-13,15328.87466043
2021-07-14,27425.67522357
2021-07-15,24505.96292092
2021-07-16,23378.20813576
2021-07-17,19779.95295264
2021-07-18,18696.77800093
2021-07-19,28014.12399248
2021-07-20,59037.74460611
2021-07-21,37054.37938963
2021-07-22,38267.6741052
2021-07-23,16514.51592684
2021-07-24,10850.79856752
2021-07-25,12312.87211742
2021-07-26,50835.28018814
2021-07-27,35869.53503168
2021-07-28,42173.07724267
2021-07-29,34130.86021577
2021-07-30,20919.50339701
2021-07-31,18612.39767053
2021-08-01,18082.04371079
2021-08-02,28605.97379549
2021-08-03,27827.91670996
2021-08-04,27185.05434784
2021-08-05,31443.88400491
2021-08-06,14949.1336715
2021-08-07,17575.22496714
2021-08-08,22425.07652167
2021-08-09,12127.85470334
2021-08-10,20155.48594187
2021-08-11,11551.69670946
2021-08-12,13704.03566271
2021-08-13,17842.33459265
2021-08-14,5272.50935089
2021-08-15,10969.30132968
2021-08-16,11877.61554288
2021-08-17,9781.83163297
2021-08-18,18334.72800963
2021-08-19,20614.43017281
2021-08-20,11344.85402117
2021-08-21,19058.53662861
2021-08-22,14264.41341143
2021-08-23,26608.73162598
2021-08-24,23263.184301
2021-08-25,16921.57324055
2021-08-26,12452.86687585
2021-08-27,15093.39693709
2021-08-28,5652.34297433
2021-08-29,12701.28259603
2021-08-30,15753.48552276
2021-08-31,22608.09032825
2021-09-01,31154.42179856
2021-09-02,44083.23211565
2021-09-03,17648.79399668
2021-09-04,16908.97806981
2021-09-05,11784.37926762
2021-09-06,24965.33937124
2021-09-07,47702.89309007
2021-09-08,38165.79419645
2021-09-09,16328.28619989
2021-09-10,27776.20743911
2021-09-11,25490.60321305
2021-09-12,18414.18371473
2021-09-13,13930.65585701
2021-09-14,25583.07880031
2021-09-15,26696.64558372
2021-09-16,36958.45819067
2021-09-17,21058.94776546
2021-09-18,9544.73312387
2021-09-19,16692.17977884
2021-09-20,30657.74605611
2021-09-21,33586.81545753
2021-09-22,22438.96824106
2021-09-23,15054.51310861
2021-09-24,33662.25219706
2021-09-25,26705.53870437
2021-09-26,19704.3091472
2021-09-27,13497.77289747
2021-09-28,18070.90487743
2021-09-29,6875.53444905
2021-09-30,26120.84170586
2021-10-01,31308.86625383
2021-10-02,17453.68428668
2021-10-03,15737.78644008
