date,Transaction Count (Mean)
2019-10-25,0.10135466
2019-10-26,0.15493857
2019-10-27,0.0728863
2019-10-28,0.05286767
2019-10-29,0.04363227
2019-10-30,0.03240295
2019-10-31,0.04568855
2019-11-01,0.05860806
2019-11-02,0.02367824
2019-11-03,0.03205742
2019-11-04,0.03179471
2019-11-05,0.02713987
2019-11-06,0.05819765
2019-11-07,0.02464732
2019-11-08,0.05218937
2019-11-09,0.03894411
2019-11-10,0.04049325
2019-11-11,0.03559492
2019-11-12,0.04616407
2019-11-13,0.04124397
2019-11-14,0.04660033
2019-11-15,0.03324424
2019-11-16,0.03358829
2019-11-17,0.03619459
2019-11-18,0.06637686
2019-11-19,0.05495251
2019-11-20,0.04674457
2019-11-21,0.09769357
2019-11-22,0.11923528
2019-11-23,0.06557648
2019-11-24,0.07234326
2019-11-25,0.1006609
2019-11-26,0.05332862
2019-11-27,0.05304102
2019-11-28,0.0511909
2019-11-29,0.05038277
2019-11-30,0.04577341
2019-12-01,0.04547076
2019-12-02,0.03387438
2019-12-03,0.01686191
2019-12-04,0.05581479
2019-12-05,0.06046594
2019-12-06,0.05815198
2019-12-07,0.03126656
2019-12-08,0.03909721
2019-12-09,0.04267753
2019-12-10,0.04985955
2019-12-11,0.05017921
2019-12-12,0.03645286
2019-12-13,0.03818747
2019-12-14,0.03702982
2019-12-15,0.03237761
2019-12-16,0.07810047
2019-12-17,0.14118812
2019-12-18,0.10282622
2019-12-19,0.08673978
2019-12-20,0.03648026
2019-12-21,0.02756991
2019-12-22,0.0612858
2019-12-23,0.08783513
2019-12-24,0.06897911
2019-12-25,0.0414996
2019-12-26,0.04324324
2019-12-27,0.03503185
2019-12-28,0.04141195
2019-12-29,0.06216485
2019-12-30,0.0779661
2019-12-31,0.04652095
2020-01-01,0.08554217
2020-01-02,0.07624582
2020-01-03,0.0473781
2020-01-04,0.03150685
2020-01-05,0.06843403
2020-01-06,0.07197085
2020-01-07,0.11755702
2020-01-08,0.14642032
2020-01-09,0.05650842
2020-01-10,0.05037399
2020-01-11,0.08471201
2020-01-12,0.04927091
2020-01-13,0.03899083
2020-01-14,0.15785441
2020-01-15,0.11085415
2020-01-16,0.09949487
2020-01-17,0.09818293
2020-01-18,0.08502149
2020-01-19,0.12161339
2020-01-20,0.06888616
2020-01-21,0.11168594
2020-01-22,0.08173671
2020-01-23,0.08441065
2020-01-24,0.07552963
2020-01-25,0.04945309
2020-01-26,0.0395689
2020-01-27,0.08165446
2020-01-28,0.10397788
2020-01-29,0.11921844
2020-01-30,0.0900496
2020-01-31,0.08953614
2020-02-01,0.08723798
2020-02-02,0.10463515
2020-02-03,0.08507051
2020-02-04,0.07142857
2020-02-05,0.13104089
2020-02-06,0.09775936
2020-02-07,0.11445691
2020-02-08,0.11566414
2020-02-09,0.10476044
2020-02-10,0.0932949
2020-02-11,0.10407101
2020-02-12,0.21692712
2020-02-13,0.17343003
2020-02-14,0.15632219
2020-02-15,0.27394932
2020-02-16,0.3046398
2020-02-17,0.20536684
2020-02-18,0.10725309
2020-02-19,0.08128717
2020-02-20,0.10771605
2020-02-21,0.04849421
2020-02-22,0.08011642
2020-02-23,0.05067361
2020-02-24,0.0712853
2020-02-25,0.07481413
2020-02-26,0.11734069
2020-02-27,0.16474743
2020-02-28,0.09490848
2020-02-29,0.07623869
2020-03-01,0.06143187
2020-03-02,0.05709475
2020-03-03,0.07137363
2020-03-04,0.08154835
2020-03-05,0.1249805
2020-03-06,0.05054811
2020-03-07,0.06957187
2020-03-08,0.13934676
2020-03-09,0.1757114
2020-03-10,0.07910126
2020-03-11,0.09113187
2020-03-12,0.23991935
2020-03-13,0.22281416
2020-03-14,0.18151002
2020-03-15,0.12759097
2020-03-16,0.33692972
2020-03-17,0.18512828
2020-03-18,0.10457817
2020-03-19,0.14933662
2020-03-20,0.15257924
2020-03-21,0.05819367
2020-03-22,0.08063492
2020-03-23,0.0873139
2020-03-24,0.0847511
2020-03-25,0.06510825
2020-03-26,0.10389009
2020-03-27,0.07369545
2020-03-28,0.08061036
2020-03-29,0.04396775
2020-03-30,0.0877709
2020-03-31,0.05716934
2020-04-01,0.0900351
2020-04-02,0.11119679
2020-04-03,0.16623257
2020-04-04,0.0585426
2020-04-05,0.03995697
2020-04-06,0.26690502
2020-04-07,0.28181263
2020-04-08,0.1970163
2020-04-09,0.14539281
2020-04-10,0.24144282
2020-04-11,0.12928883
2020-04-12,0.1615256
2020-04-13,0.21351767
2020-04-14,0.1419315
2020-04-15,0.15251887
2020-04-16,0.29154429
2020-04-17,0.14600465
2020-04-18,0.14230292
2020-04-19,0.13118545
2020-04-20,0.19581281
2020-04-21,0.14416654
2020-04-22,0.11294553
2020-04-23,0.26309266
2020-04-24,0.13218036
2020-04-25,0.06731069
2020-04-26,0.13100031
2020-04-27,0.15388192
2020-04-28,0.10903427
2020-04-29,0.41066503
2020-04-30,0.57142857
2020-05-01,0.29312741
2020-05-02,0.16689847
2020-05-03,0.34247002
2020-05-04,0.30958569
2020-05-05,0.21749155
2020-05-06,0.30817413
2020-05-07,0.44709527
2020-05-08,0.29710145
2020-05-09,0.27743045
2020-05-10,0.50223317
2020-05-11,0.195338
2020-05-12,0.09706158
2020-05-13,0.12646514
2020-05-14,0.13973664
2020-05-15,0.12408532
2020-05-16,0.08997188
2020-05-17,0.1058569
2020-05-18,0.13081486
2020-05-19,0.15831506
2020-05-20,0.15553834
2020-05-21,0.1211464
2020-05-22,0.14402644
2020-05-23,0.11008752
2020-05-24,0.12790516
2020-05-25,0.11566871
2020-05-26,0.09046002
2020-05-27,0.09543762
2020-05-28,0.12053641
2020-05-29,0.18557662
2020-05-30,0.1628882
2020-05-31,0.12725869
2020-06-01,0.16747383
2020-06-02,0.19944255
2020-06-03,0.11810655
2020-06-04,0.15481562
2020-06-05,0.15484269
2020-06-06,0.14156954
2020-06-07,0.12403341
2020-06-08,0.12837311
2020-06-09,0.09737654
2020-06-10,0.11629002
2020-06-11,0.19092598
2020-06-12,0.13602828
2020-06-13,0.09633169
2020-06-14,0.10971499
2020-06-15,0.14701331
2020-06-16,0.12944833
2020-06-17,0.12250623
2020-06-18,0.11534884
2020-06-19,0.35568199
2020-06-20,0.30527619
2020-06-21,0.53589547
2020-06-22,0.97381875
2020-06-23,0.5153679
2020-06-24,0.43051057
2020-06-25,0.40666667
2020-06-26,0.41904467
2020-06-27,0.45530244
2020-06-28,0.31800061
2020-06-29,0.24104489
2020-06-30,0.2170088
2020-07-01,0.25027305
2020-07-02,0.30316672
2020-07-03,0.27474903
2020-07-04,0.25315077
2020-07-05,0.29257776
2020-07-06,0.28016107
2020-07-07,0.23151571
2020-07-08,0.241162
2020-07-09,0.19533437
2020-07-10,0.16827974
2020-07-11,0.20235726
2020-07-12,0.22692959
2020-07-13,0.17403357
2020-07-14,0.14814237
2020-07-15,0.15019335
2020-07-16,0.17274712
2020-07-17,0.14409668
2020-07-18,0.17391971
2020-07-19,0.22926678
2020-07-20,0.23741454
2020-07-21,0.17539185
2020-07-22,0.21950464
2020-07-23,0.22201779
2020-07-24,0.19809289
2020-07-25,0.2884343
2020-07-26,0.36559803
2020-07-27,0.46275605
2020-07-28,0.37059914
2020-07-29,0.31449631
2020-07-30,0.27622925
2020-07-31,0.1739466
2020-08-01,0.26177689
2020-08-02,0.30188097
2020-08-03,0.19950587
2020-08-04,0.21342701
2020-08-05,0.21356667
2020-08-06,0.28411358
2020-08-07,0.20916242
2020-08-08,0.2081462
2020-08-09,0.24869832
2020-08-10,0.30145017
2020-08-11,0.20145331
2020-08-12,0.16658983
2020-08-13,0.20250039
2020-08-14,0.40267528
2020-08-15,0.42656371
2020-08-16,0.44996157
2020-08-17,0.4596749
2020-08-18,0.33241884
2020-08-19,0.41401568
2020-08-20,0.35169881
2020-08-21,0.31972265
2020-08-22,0.47815985
2020-08-23,0.49597081
2020-08-24,0.37461633
2020-08-25,0.36684825
2020-08-26,0.47267468
2020-08-27,0.47298753
2020-08-28,0.45492117
2020-08-29,0.45328826
2020-08-30,0.69177768
2020-08-31,0.5940534
2020-09-01,0.56729444
2020-09-02,0.34771222
2020-09-03,0.50007736
2020-09-04,0.40502497
2020-09-05,0.6537756
2020-09-06,0.52594161
2020-09-07,0.61653787
2020-09-08,0.66564464
2020-09-09,0.65947612
2020-09-10,0.97757296
2020-09-11,0.72302541
2020-09-12,0.71004461
2020-09-13,0.57570665
2020-09-14,0.45509446
2020-09-15,0.48175851
2020-09-16,0.69553765
2020-09-17,1.4047041
2020-09-18,1.60606061
2020-09-19,1.18924303
2020-09-20,0.83725163
2020-09-21,0.78102634
2020-09-22,0.61608945
2020-09-23,0.77769266
2020-09-24,0.7673883
2020-09-25,0.91630502
2020-09-26,0.71833178
2020-09-27,0.6218593
2020-09-28,0.68363523
2020-09-29,0.57147331
2020-09-30,0.57432854
2020-10-01,0.61976654
2020-10-02,0.63024682
2020-10-03,0.50305882
2020-10-04,0.45896752
2020-10-05,0.55321129
2020-10-06,0.5696848
2020-10-07,0.52374941
2020-10-08,0.58006666
2020-10-09,0.7074318
2020-10-10,0.62344446
2020-10-11,0.55959811
2020-10-12,0.64983739
2020-10-13,0.50015211
2020-10-14,0.54420312
2020-10-15,0.53313024
2020-10-16,0.88115764
2020-10-17,0.75088096
2020-10-18,0.7124031
2020-10-19,0.72095845
2020-10-20,1.19846272
2020-10-21,1.33747889
2020-10-22,0.99724686
2020-10-23,0.72227371
2020-10-24,0.7038894
2020-10-25,0.68698873
2020-10-26,0.9138571
2020-10-27,0.86737968
2020-10-28,0.97710273
2020-10-29,0.90039841
2020-10-30,0.97257741
2020-10-31,0.74333435
2020-11-01,0.75564429
2020-11-02,0.77849861
2020-11-03,0.79779073
2020-11-04,0.86088555
2020-11-05,1.39315321
2020-11-06,1.16439823
2020-11-07,1.04369231
2020-11-08,0.73814622
2020-11-09,0.71984017
2020-11-10,0.73217607
2020-11-11,0.82613358
2020-11-12,0.82862408
2020-11-13,0.77655341
2020-11-14,0.74671354
2020-11-15,0.72899481
2020-11-16,0.99212477
2020-11-17,1.42482759
2020-11-18,1.71468401
2020-11-19,1.09865335
2020-11-20,1.08942963
2020-11-21,1.02314956
2020-11-22,1.1010908
2020-11-23,0.94093939
2020-11-24,1.10217755
2020-11-25,0.89998454
2020-11-26,1.2649625
2020-11-27,0.80972417
2020-11-28,0.72298833
2020-11-29,0.73802211
2020-11-30,0.81324201
2020-12-01,0.77235772
2020-12-02,0.83822388
2020-12-03,1.1652691
2020-12-04,1.75422546
2020-12-05,0.9556582
2020-12-06,1.33501067
2020-12-07,0.97648879
2020-12-08,0.9060765
2020-12-09,0.8070574
2020-12-10,0.77836576
2020-12-11,0.78415048
2020-12-12,0.75766446
2020-12-13,0.88469246
2020-12-14,0.73574494
2020-12-15,0.75866852
2020-12-16,1.03182862
2020-12-17,1.18807339
2020-12-18,0.88722847
2020-12-19,0.89545594
2020-12-20,0.93717518
2020-12-21,0.87869004
2020-12-22,0.84374039
2020-12-23,0.86797029
2020-12-24,0.89582689
2020-12-25,1.28251748
2020-12-26,1.86814522
2020-12-27,2.07713583
2020-12-28,1.26572685
2020-12-29,1.28424337
2020-12-30,1.28132641
2020-12-31,1.05905875
2021-01-01,1.09304813
2021-01-02,1.63005605
2021-01-03,1.67479926
2021-01-04,1.35415068
2021-01-05,1.08022045
2021-01-06,1.15512722
2021-01-07,1.26180858
2021-01-08,1.32974367
2021-01-09,1.21803582
2021-01-10,1.40753738
2021-01-11,1.63005515
2021-01-12,1.2504958
2021-01-13,1.1418991
2021-01-14,1.14486419
2021-01-15,1.09405865
2021-01-16,1.05547019
2021-01-17,1.04388666
2021-01-18,1.04587438
2021-01-19,1.51523037
2021-01-20,1.25387656
2021-01-21,1.49660389
2021-01-22,1.62984107
2021-01-23,2.58645467
2021-01-24,1.9123592
2021-01-25,2.23038013
2021-01-26,2.0752226
2021-01-27,2.13404453
2021-01-28,1.61972915
2021-01-29,2.34573067
2021-01-30,1.44319249
2021-01-31,1.30360102
2021-02-01,1.38526738
2021-02-02,1.18340006
2021-02-03,1.24336829
2021-02-04,1.12001228
2021-02-05,1.31347914
2021-02-06,1.98880196
2021-02-07,1.38068355
2021-02-08,1.8390538
2021-02-09,1.59275251
2021-02-10,1.30499387
2021-02-11,1.27313181
2021-02-12,1.29506438
2021-02-13,1.08703098
2021-02-14,1.19499924
2021-02-15,1.20597291
2021-02-16,1.08604472
2021-02-17,1.42769889
2021-02-18,1.13463626
2021-02-19,1.42450965
2021-02-20,1.25034642
2021-02-21,1.26769468
2021-02-22,1.12700123
2021-02-23,1.47077822
2021-02-24,1.16262173
2021-02-25,1.02870299
2021-02-26,1.21002751
2021-02-27,1.12251503
2021-02-28,1.67125406
2021-03-01,1.18668931
2021-03-02,1.30564885
2021-03-03,1.20802122
2021-03-04,1.03346124
2021-03-05,0.91708812
2021-03-06,1.11062014
2021-03-07,1.47722711
2021-03-08,1.06184615
2021-03-09,0.89522773
2021-03-10,0.9206981
2021-03-11,0.79890881
2021-03-12,0.93323029
2021-03-13,0.91922604
2021-03-14,0.6691199
2021-03-15,0.75469939
2021-03-16,0.7601227
2021-03-17,0.67149907
2021-03-18,0.64543916
2021-03-19,0.66015985
2021-03-20,0.71962617
2021-03-21,0.77931786
2021-03-22,0.64730354
2021-03-23,0.88716372
2021-03-24,0.9019124
2021-03-25,0.84725207
2021-03-26,0.76020798
2021-03-27,0.74541249
2021-03-28,0.62328662
2021-03-29,1.03701428
2021-03-30,0.78643756
2021-03-31,0.65623063
2021-04-01,0.86663597
2021-04-02,0.79934924
2021-04-03,0.84541137
2021-04-04,0.66956257
2021-04-05,0.64700461
2021-04-06,0.68872436
2021-04-07,0.77787976
2021-04-08,0.74949651
2021-04-09,0.65742605
2021-04-10,0.92783349
2021-04-11,0.78780935
2021-04-12,0.67940454
2021-04-13,0.8622181
2021-04-14,1.02605055
2021-04-15,1.01661538
2021-04-16,0.75003886
2021-04-17,0.62099892
2021-04-18,1.09798493
2021-04-19,0.6228125
2021-04-20,0.57705167
2021-04-21,0.72863936
2021-04-22,1.24996104
2021-04-23,1.38651163
2021-04-24,0.976
2021-04-25,1.20033799
2021-04-26,1.20491423
2021-04-27,0.98165845
2021-04-28,1.32306978
2021-04-29,1.533467
2021-04-30,1.46767943
2021-05-01,1.31175836
2021-05-02,1.09613587
2021-05-03,1.50145997
2021-05-04,1.56795818
2021-05-05,1.29763731
2021-05-06,1.22780699
2021-05-07,1.14859625
2021-05-08,0.96638915
2021-05-09,0.84871874
2021-05-10,0.9613319
2021-05-11,0.53249573
2021-05-12,0.93275353
2021-05-13,1.48118691
2021-05-14,0.94966806
2021-05-15,1.03351869
2021-05-16,1.26308455
2021-05-17,1.52344602
2021-05-18,1.09097942
2021-05-19,2.4174062
2021-05-20,1.85130744
2021-05-21,1.70343214
2021-05-22,1.79851439
2021-05-23,2.24806322
2021-05-24,1.9414213
2021-05-25,1.72907558
2021-05-26,1.61576738
2021-05-27,1.09042802
2021-05-28,1.36886895
2021-05-29,1.34467296
2021-05-30,1.02711547
2021-05-31,1.1799782
2021-06-01,0.93640012
2021-06-02,0.93944052
2021-06-03,0.9055278
2021-06-04,0.93419236
2021-06-05,0.93674231
2021-06-06,0.92176975
2021-06-07,1.09811849
2021-06-08,1.48169884
2021-06-09,1.78250738
2021-06-10,1.63432374
2021-06-11,1.572978
2021-06-12,1.86011812
2021-06-13,1.77753746
2021-06-14,1.66366039
2021-06-15,1.43551115
2021-06-16,1.42553524
2021-06-17,1.39539555
2021-06-18,1.54535519
2021-06-19,1.42016807
2021-06-20,1.62436234
2021-06-21,2.11605446
2021-06-22,2.0703744
2021-06-23,1.92798258
2021-06-24,1.66625117
2021-06-25,2.09224219
2021-06-26,1.91177843
2021-06-27,1.8383995
2021-06-28,1.67042994
2021-06-29,1.66765532
2021-06-30,1.5975213
2021-07-01,1.43559055
2021-07-02,1.46403604
2021-07-03,1.26570048
2021-07-04,1.23583153
2021-07-05,1.30004674
2021-07-06,1.12311284
2021-07-07,0.91830986
2021-07-08,1.14899225
2021-07-09,1.18264127
2021-07-10,1.05599504
2021-07-11,0.89054959
2021-07-12,1.01364278
2021-07-13,1.00713493
2021-07-14,1.1399061
2021-07-15,0.99937763
2021-07-16,0.96308566
2021-07-17,0.92606575
2021-07-18,1.06937686
2021-07-19,1.12385392
2021-07-20,1.52042909
2021-07-21,1.51590271
2021-07-22,1.18436624
2021-07-23,1.06807438
2021-07-24,0.97243302
2021-07-25,1.01937197
2021-07-26,1.8841906
2021-07-27,1.36482396
2021-07-28,1.40836115
2021-07-29,1.20106986
2021-07-30,1.45986916
2021-07-31,1.15449349
2021-08-01,1.23044029
2021-08-02,1.1130394
2021-08-03,1.09439017
2021-08-04,1.36981968
2021-08-05,1.48873838
2021-08-06,1.3726554
2021-08-07,1.41212399
2021-08-08,1.23475985
2021-08-09,1.06963874
2021-08-10,1.02043953
2021-08-11,0.85455398
2021-08-12,0.8671275
2021-08-13,1.00741427
2021-08-14,0.69707692
2021-08-15,0.73831776
2021-08-16,0.73430769
2021-08-17,0.77608963
2021-08-18,0.90811064
2021-08-19,0.86169078
2021-08-20,0.95541105
2021-08-21,0.96719017
2021-08-22,0.93911977
2021-08-23,0.85535965
2021-08-24,0.65693655
2021-08-25,0.59838484
2021-08-26,0.60808733
2021-08-27,0.60519359
2021-08-28,0.50804954
2021-08-29,0.54892896
2021-08-30,0.61727441
2021-08-31,0.69951886
2021-09-01,0.8165763
2021-09-02,0.87463691
2021-09-03,0.58939066
2021-09-04,0.54549697
2021-09-05,0.51003216
2021-09-06,0.69050937
2021-09-07,1.02976469
2021-09-08,0.87097768
2021-09-09,0.60439221
2021-09-10,0.86406564
2021-09-11,0.8253596
2021-09-12,0.70403793
2021-09-13,0.70087336
2021-09-14,0.71521436
2021-09-15,0.77765727
2021-09-16,0.77865065
2021-09-17,0.57167156
2021-09-18,0.68128972
2021-09-19,0.64443762
2021-09-20,0.99440299
2021-09-21,0.94719828
2021-09-22,0.80316918
2021-09-23,0.69193574
2021-09-24,0.91773819
2021-09-25,0.77483645
2021-09-26,0.76179319
2021-09-27,0.55035637
2021-09-28,0.54466813
2021-09-29,0.54210855
2021-09-30,0.62006942
2021-10-01,0.78812645
2021-10-02,0.72855354
2021-10-03,0.61307559
2021-10-04,0.622683
2021-10-05,0.8474497
2021-10-06,1.10066905
2021-10-07,0.77703985
2021-10-08,0.84618981
2021-10-09,0.78925815
2021-10-10,0.88
2021-10-11,1.03212159
2021-10-12,1.12482292
2021-10-13,0.96503165
2021-10-14,0.83159558
2021-10-15,1.43289016
2021-10-16,0.84920881
2021-10-17,0.792639
2021-10-18,0.84183027
2021-10-19,1.05916149
2021-10-20,1.06090652
2021-10-21,0.98504702
2021-10-22,0.96256434
2021-10-23,0.72778828
2021-10-24,0.62069508
2021-10-25,0.64724213
2021-10-26,0.6428126
2021-10-27,0.7106383
2021-10-28,0.61719725
2021-10-29,0.70461683
2021-10-30,0.36501182
2021-10-31,0.45258825
2021-11-01,0.50101199
2021-11-02,0.54771718
2021-11-03,0.63931088
2021-11-04,0.62846227
2021-11-05,0.45966491
2021-11-06,0.50843982
2021-11-07,0.56478611
2021-11-08,0.82366845
2021-11-09,0.50737602
2021-11-10,0.52914447
2021-11-11,0.45174957
2021-11-12,0.57218502
2021-11-13,0.41527031
2021-11-14,0.51615445
2021-11-15,0.48662763
2021-11-16,0.73472977
2021-11-17,0.65508607
2021-11-18,0.69962335
2021-11-19,0.77984596
2021-11-20,0.56505163
2021-11-21,0.50660092
2021-11-22,0.57201194
2021-11-23,0.61445023
