date,Bonds,Precious Metals,Private Credit,Public Equities,Real Estate,Digital Assets,Reinsurance,Private Equity & Venture,Equity Indices,Equity ETFs,Mixed Public Markets,Carbon Credits,Industrial Metals,Oil,Multi-Asset RWAs,Commodities,Commodity Baskets,Natural Gas,Agricultural Commodities,Collectibles & Luxury Goods,Energy
2023-07-03,89563289.0,969787165.154386,,,,,,210038726.6194029,,72788805.97014925,,19335533.0,,,,,,,,,
2023-07-04,89566590.0,970652519.5719298,,,,,,210363969.53731343,,72774626.86567163,,19250934.0,,,,,,,,,
2023-07-05,91485790.0,972537243.9894736,,,,,,210689212.4552239,,72760447.76119404,,19114298.0,,,,,,,,,
2023-07-06,91572286.0,968492129.4070176,,,,,,211014455.3731343,,72746268.65671642,,19178166.0,,,,,,,,,
2023-07-07,91488920.0,966280702.8245614,,,,,,211339698.2910448,,72732089.5522388,,18885819.0,,,,,,,,,
2023-07-08,92721302.0,972196493.2421052,,,,,,211664941.20895523,,72717910.4477612,,18858340.0,,,,,,,,,
2023-07-09,92796266.0,971683184.6596493,,,,,,211990184.1268657,,72703731.34328358,,18610876.0,,,,,,,,,
2023-07-10,92760487.0,970518566.077193,,,,,,212315427.0447761,,72689552.23880596,,17915241.0,,,,,,,,,
2023-07-11,92784394.0,971865454.4947368,,,,,,212640669.9626865,,72675373.13432837,,17888824.0,,,,,,,,,
2023-07-12,92789303.0,976396104.9122808,,,,,,212965912.88059703,,72661194.02985075,,17520639.0,,,,,,,,,
2023-07-13,93170334.0,988451732.3298246,,,,,,213291155.79850748,,72647014.92537314,,18250952.0,,,,,,,,,
2023-07-14,93245195.0,987454391.7473685,,,,,,213616398.716418,,72632835.82089552,,18429100.0,,,,,,,,,
2023-07-15,93257888.0,983036735.1649122,,,,,,213941641.6343284,,72618656.71641791,,18635016.0,,,,,,,,,
2023-07-16,93241811.0,981402412.582456,,,,,,214266884.5522388,,72604477.6119403,,18604128.0,,,,,,,,,
2023-07-17,98208510.0,983335517.0,,,,,,214592127.47014928,,72590298.50746268,,18431566.0,,,,,,,,,
2023-07-18,99053168.0,979768476.0,,,,,,214917370.3880597,,72576119.40298508,,18629410.0,,,,,,,,,
2023-07-19,99226040.0,991590575.0,,,,,,215242613.3059702,,72561940.29850747,,18659205.0,,,,,,,,,
2023-07-20,100334086.0,989339445.0,,,,,,215567856.22388056,,72547761.19402985,,18346626.0,,,,,,,,,
2023-07-21,103429279.0,986135307.3333333,,,,,,215893099.14179108,,72533582.08955224,,18548900.0,,,,,,,,,
2023-07-22,103375055.0,980070499.6666667,,,,,,216218342.0597015,,72519402.98507462,,18599961.0,,,,,,,,,
2023-07-23,103373830.0,979514695.0,,,,,,216543584.977612,,72505223.88059701,,18468854.0,,,,,,,,,
2023-07-24,103465545.0,981453328.0,,,,,,216868827.89552245,,72491044.7761194,,18570185.0,,,,,,,,,
2023-07-25,103435184.0,981329480.3333333,,,,,,217194070.8134328,,72476865.6716418,,18294533.0,,,,,,,,,
2023-07-26,103828004.0,984285736.6666667,,,,,,217519313.73134327,,72462686.56716418,,18385728.0,,,,,,,,,
2023-07-27,103687084.0,987215059.0,,,,,,217844556.6492537,,72448507.46268657,,18455173.0,,,,,,,,,
2023-07-28,103698675.0,977206472.3333333,,,,,,218169799.5671641,,72434328.35820895,,18304930.0,,,,,,,,,
2023-07-29,112026957.0,981778559.6666667,,,,,,218495042.4850746,,72420149.25373134,,18356925.0,,,,,,,,,
2023-07-30,112040826.0,981758220.0,,,,,,218820285.4029851,,72405970.14925373,,18233264.0,,,,,,,,,
2023-07-31,111983514.0,981044683.0,,,,,,219145528.32089552,,72391791.04477613,,18174779.0,,,,,,,,,
2023-08-01,111881510.0,983674763.0,,,,,,219470771.238806,,72377611.94029851,,18159806.0,,,,,,,,,
2023-08-02,127784912.0,980002661.0,,,,,,219796014.1567164,,72363432.8358209,,18042005.0,,,,,,,,,
2023-08-03,5180031.0,970694618.0,,,,,,220121257.0746269,,72349253.73134328,,18086126.0,,,,,,,,,
2023-08-04,5180286.0,970938594.6666667,,,,,,220446499.9925373,,72335074.62686567,,18025417.0,,,,,,,,,
2023-08-05,5181729.0,974850014.3333333,,,,,,220771742.9104477,,72320895.52238806,,18190223.0,,,,,,,,,
2023-08-06,5181729.0,974412018.0,,,,,,221096985.82835823,,72306716.41791044,,18241378.0,,,,,,,,,
2023-08-07,5181729.0,973679402.0,,,,,,221422228.74626863,,72292537.31343284,,19058471.0,,,,,,,,,
2023-08-08,4685197.0,973071545.6666667,,,,,,221747471.66417915,,72278358.20895523,,19214808.0,,,,,,,,,
2023-08-09,4685264.0,967244658.3333333,,,,,,222072714.58208948,,72264179.10447761,,19069274.0,,,,,,,,,
2023-08-10,4784670.0,961990235.0,,,,,,222397957.5,,72250000.0,,19135285.0,,,,,,,,,
2023-08-11,4784738.0,959981309.6666667,,,,,,222723200.4179105,,72235820.89552239,,18801482.0,,,,,,,,,
2023-08-12,4786013.0,958225952.3333333,,,,,,223048443.33582088,,72221641.79104477,,18604551.0,,,,,,,,,
2023-08-13,4786013.0,956700179.0,,,,,,223373686.25373137,,72207462.68656716,,18459673.0,,,,,,,,,
2023-08-14,4786013.0,956547898.6666667,,,,,,223698929.17164177,,72193283.58208956,,18646709.0,,,,,,,,,
2023-08-15,4786217.0,953734596.3333333,,,,,,224024172.08955225,,72179104.47761194,,18701586.5,,,,,,,,,
2023-08-16,4786285.0,951148671.0,,,,,,224349415.0074627,,72164925.37313433,,18489044.0,,,,,,,,,
2023-08-17,4786353.0,948755798.6666667,,,,,,224674657.9253732,,72150746.26865672,,18488851.5,,,,,,,,,
2023-08-18,5580323.0,943404411.3333333,,,,,,224999900.8432836,,72136567.1641791,,17888749.0,,,,,,,,,
2023-08-19,5580667.0,943504138.0,,,,,,225325143.761194,,72122388.05970149,,17285266.0,,,,,,,,,
2023-08-20,5580667.0,942317538.6666667,,,,,,225650386.67910448,,72108208.95522389,,17319632.0,,,,,,,,,
2023-08-21,5580667.0,943800755.3333333,,,,,,225975629.5970149,,72094029.85074627,,17234091.0,,,,,,,,,
2023-08-22,5580905.0,945930466.0,,,,,,226300872.5149254,,72079850.74626866,,17314358.0,,,,,,,,,
2023-08-23,5580985.0,947741271.0,,,,,,226626115.43283585,,72065671.64179105,,17257123.0,,,,,,,,,
2023-08-24,5581061.0,958739130.0,,,,,,226951358.3507463,,72051492.53731343,,17151461.0,,,,,,,,,
2023-08-25,5450709.0,956894393.0,,,,,,227276601.2686568,,72037313.43283582,,17200728.0,,,,,,,,,
2023-08-26,5451198.0,955164501.0,,,,,,227601844.1865672,,72023134.3283582,,16958265.0,,,,,,,,,
2023-08-27,5451198.0,955213436.0,,,,,,227927087.10447755,,72008955.2238806,,17675183.0,,,,,,,,,
2023-08-28,5451198.0,954954997.0,,,,,,228252330.02238804,,71994776.11940299,,17495388.0,,,,,,,,,
2023-08-29,5451432.0,957460195.0,,,,,,228577572.9402985,,71980597.01492538,,17235495.0,,,,,,,,,
2023-08-30,5946866.0,963413590.0,,,,,,228902815.8582089,,71966417.91044776,,17238925.0,,,,,,,,,
2023-08-31,5946951.0,969100543.0,,,,,,229228058.77611944,,71952238.80597015,,14707843.0,,,,,,,,,
2023-09-01,5947036.0,965490355.0,,,,,,229553301.6940298,,71938059.70149253,,12230996.0,,,,,,,,,
2023-09-02,5957642.0,962742497.0,,,,,,229878544.61194023,,71923880.59701492,,12331031.0,,,,,,,,,
2023-09-03,5957642.0,963851364.0,,,,,,230203787.52985072,,71909701.49253732,,12334809.0,,,,,,,,,
2023-09-04,5957642.0,964879355.0,,,,,,230529030.4477612,,71895522.3880597,,12311420.0,,,,,,,,,
2023-09-05,5957642.0,964236691.0,,,,,,230854273.3656717,,71881343.28358209,,12293437.0,,,,,,,,,
2023-09-06,5957982.0,960578964.0,,,,,,231179516.2835821,,71867164.17910448,,12316260.0,,,,,,,,,
2023-09-07,5958067.0,953984669.0,,,,,,231504759.2014925,,71852985.07462686,,12162196.0,,,,,,,,,
2023-09-08,5892898.0,955145943.0,,,,,,231830002.1194029,,71838805.97014925,,11931085.0,,,,,,,,,
2023-09-09,5893527.0,956371828.0,,,,,,232155245.03731343,,71824626.86567163,,11909383.0,,,,,,,,,
2023-09-10,5893527.0,954897827.0,,,,,,232480487.9552239,,71810447.76119404,,12299944.0,,,,,,,,,
2023-09-11,5893527.0,955229428.0,,,,,,232805730.8731343,,71796268.65671642,,15405528.0,,,,,,,,,
2023-09-12,5893780.0,957865517.0,,,,,,233130973.7910448,,71782089.5522388,,18025360.0,,,,,,,,,
2023-09-13,17401767.866666667,952516407.0,,,,,,233456216.70895523,116898.6,71767910.4477612,,15582968.0,,,,,,,,,
2023-09-14,28909755.73333333,949606762.0,,,,,,233781459.6268657,233797.2,71753731.34328358,,14441667.0,,,,,,,,,
2023-09-15,40417744.6,950852935.0,,,,,,234106702.5447761,350695.80000000005,71739552.23880596,,13774102.0,,,,,,,,,
2023-09-16,51926287.46666667,958015542.0,,,,,,234431945.4626865,467594.4,71725373.13432837,,13439686.0,,,,,,,,,
2023-09-17,63434191.333333336,956779880.0,,,,,,234757188.38059703,584493.0,71711194.02985075,,13317136.0,,,,,,,,,
2023-09-18,74942095.2,958644105.0,,,,,,235082431.29850745,701391.6000000001,71697014.92537314,,15990190.8,,,,,,,,,
2023-09-19,86450252.06666666,963733293.0,,,,,,235407674.216418,818290.2000000001,71682835.82089552,,15150850.6,,,,,,,,,
2023-09-20,97958241.93333334,962978847.0,,,,,,235732917.1343284,935188.8,71668656.71641791,,15377945.4,,,,,,,,,
2023-09-21,109466229.8,962681565.0,,,,,,236058160.0522388,1052087.4,71654477.6119403,,14830658.2,,,,,,,,,
2023-09-22,120974218.66666669,957007966.0,,,,,,236383402.97014928,1168986.0,71640298.50746268,,14966660.0,,,,,,,,,
2023-09-23,132163400.53333332,958399000.0,,,,,,236708645.8880597,1285884.6,71626119.40298508,,14843521.8,,,,,,,,,
2023-09-24,143671304.4,958374431.0,,,,,,237033888.8059702,1402783.2000000002,71611940.29850747,,14693784.6,,,,,,,,,
2023-09-25,155179208.26666668,958729723.0,,,,,,237359131.72388056,1519681.8,71597761.19402985,,14656516.4,,,,,,,,,
2023-09-26,166687351.13333333,955024447.0,,,,,,237684374.64179108,1636580.4,71583582.08955224,,15136188.2,,,,,,,,,
2023-09-27,187127654.0,949591190.0,,,,,,238009617.5597016,1753479.0,71569402.98507462,,14795168.0,,,,,,,,,
2023-09-28,189193179.0,938938176.0,,,,,,238334860.477612,1746654.0,71555223.88059701,,14441247.8,,,,,,,,,
2023-09-29,189293814.0,933586170.0,,,,,,238660103.39552245,1744704.0,71541044.7761194,,14590943.6,,,,,,,,,
2023-09-30,192754071.0,927790447.0,,,,,,238985346.3134328,1765140.0,71526865.6716418,,14588854.4,,,,,,,,,
2023-10-01,192757204.0,929217414.0,,,,,,239310589.23134327,1759134.0,71512686.56716418,,14495143.2,,,,,,,,,
2023-10-02,192737618.0,928265069.0,,,,,,239635832.1492537,1759134.0,71498507.46268657,,14722138.0,,,,,,,,,
2023-10-03,192514528.0,919546607.0,,,,,,239961075.0671641,1745913.0,71484328.35820895,,14188230.0,,,,,,,,,
2023-10-04,192637565.0,914410739.0,,,,,,240286317.98507464,1741272.0,71470149.25373134,,13678135.0,,,,,,,,,
2023-10-05,194577967.0,915380874.0,,,,,,240611560.90298504,1728480.0,71455970.14925373,,13589921.0,,,,,,,,,
2023-10-06,194827845.0,913581984.0,,,,,,240936803.8208955,1733082.0,71441791.04477611,,13472979.0,,,,,,,,,
2023-10-07,196971279.0,919862349.0,,,,,,241262046.73880595,1725048.0,71427611.94029851,,13613115.0,,,,,,,,,
2023-10-08,196971279.0,923894152.0,,,,,,241587289.6567164,1742091.0,71413432.8358209,,13572163.0,,,,,,,,,
2023-10-09,196941035.0,929118702.0,,,,,,241912532.5746269,1742091.0,71399253.73134328,,13492242.0,,,,,,,,,
2023-10-10,198811332.0,932872275.0,,,,,,242237775.4925373,1752699.0,71385074.62686567,,13422978.0,,,,,,,,,
2023-10-11,200113731.0,931488432.0,,,,,,242563018.4104477,1776021.0,71370895.52238806,,13158138.0,,,,,,,,,
2023-10-12,200798582.0,938703985.0,,,,,,242888261.32835823,1780857.0,71356716.41791044,,13127148.0,,,,,,,,,
2023-10-13,199106257.0,937028335.0,,,,,,243213504.2462686,1779609.0,71342537.31343284,,13235490.0,,,,,,,,,
2023-10-14,194573705.0,962466468.0,,,,,,243538747.16417912,1779960.0,71328358.20895523,,13285302.0,,,,,,,,,
2023-10-15,194576838.0,963133423.0,,,,,,243863990.08208948,1766934.0,71314179.10447761,,13271515.0,,,,,,,,,
2023-10-16,194509020.0,961300385.0,,,,,,244189233.0,1766934.0,71300000.0,,13270433.0,,,,,,,,,
2023-10-17,191768483.0,957812882.0,,,,,,244468472.2,1776840.0,71620000.0,,13088301.333333332,,,,,,,,,
2023-10-18,192056166.0,961108481.0,,,,,,244747711.4,1769742.0,71940000.0,,12756318.666666668,,,,,,,,,
2023-10-19,201853986.0,973225757.0,,,,,,245026950.6,1774383.0,72260000.0,,9966739.0,,,,,,,,,
2023-10-20,201967662.0,984861523.0,,,,,,245306189.8,1760655.0,72580000.0,,9977337.0,,,,,,,,,
2023-10-21,215686302.0,987251271.0,,,,,,245585429.0,1737606.0,72900000.0,,9845412.0,,,,,,,,,
2023-10-22,218811132.4615385,987692637.0,,,,5662.687927107061,,245454605.0790254,1727622.0,72881616.08024342,,10458366.57142857,,,,,,,,,
2023-10-23,221918194.92307693,986969937.0,,,,11325.375854214122,,245323781.1580509,1727622.0,72863232.16048685,,10986820.142857142,,,,,,,,,
2023-10-24,223087188.3846154,983029395.0,,7504.666666666667,,16988.063781321183,,245192957.23707625,1720017.0,72844848.24073026,,11954701.714285716,,,,,,,,,
2023-10-25,218254696.84615383,981651456.0,,15009.333333333334,,22650.751708428244,,245062133.3161017,1733199.0,72826464.3209737,,11017926.285714284,,,,,,,,,
2023-10-26,221365275.3076923,984044703.0,,22514.0,,28313.43963553531,,244931309.39512712,1716078.0,72808080.40121712,,11124158.857142858,,,,,,,,,
2023-10-27,225974658.7692308,983407302.0,,30018.666666666668,,33976.12756264237,,244800485.4741526,1696539.0,72789696.48146054,,11063803.42857143,,,,,,,,,
2023-10-28,230297479.2307692,994125031.0,,37523.33333333333,,39638.81548974943,,244669661.553178,1865168.0,72771312.56170395,,10992714.0,,,,,,,,,
2023-10-29,233417493.6923077,993287919.0,,45028.0,,45301.50341685649,,244538837.6322033,1866974.0,72752928.64194737,,11110946.0,,,,,,,,,
2023-10-30,236528883.1538461,991712251.0,,504108.6666666667,,50964.191343963554,,244408013.71122885,1866974.0,72734544.7221908,,11363105.75,,,,,,,,,
2023-10-31,262598018.6153846,985301076.0,,511613.3333333333,,56626.87927107062,,244277189.7902541,1868780.0,72716160.80243422,,11358084.5,,,,,,,,,
2023-11-01,272530714.0769231,979270147.0,,489438.0,,62289.56719817768,,244146365.86927968,1876004.0,72697776.88267764,,10536110.25,,,,,,,,,
2023-11-02,278791678.5384616,978334878.0,,496942.6666666666,,67952.25512528473,,244015541.948305,1892688.0,72679392.96292107,,10642042.0,,,,,,,,,
2023-11-03,281444994.0,978071529.0,,528580.3333333334,,73614.9430523918,,243884718.0273305,1925540.0,72661009.04316449,,10834258.0,,,,,,,,,
2023-11-04,281517516.0,978516926.0,,575007.0,,79277.63097949886,,243753894.106356,1957962.0,72642625.12340792,,10000932.0,,,,,,,,,
2023-11-05,281520342.75,977408903.0,,582511.6666666666,,84940.31890660593,,243623070.1853813,1964670.0,72624241.20365132,,10115380.0,,,,,,,,,
2023-11-06,281513715.5,973629364.0,,590016.3333333334,,90603.00683371298,,243492246.2644068,1964670.0,72605857.28389475,,10067328.0,,,,,,,,,
2023-11-07,282570143.25,970446084.0,,604399.0,,96265.69476082006,,243361422.34343225,1964326.0,72587473.36413819,,9799232.333333334,,,,,,,,,
2023-11-08,292693556.0,962234260.0,,601968.0,,101928.38268792712,,243230598.42245767,1962907.0,72569089.44438161,,9853015.666666666,,,,,,,,,
2023-11-09,292730421.0,953360646.0,,626469.0,,107591.07061503416,,243099774.50148305,1973657.0,72550705.52462502,,9809648.0,,,,,,,,,
2023-11-10,292511737.0,956786101.0,,611246.0,,113253.75854214124,,242968950.5805085,1978387.0,72532321.60486844,,10110685.0,,,,,,,,,
2023-11-11,292307857.0,946300864.0,,637270.0,,118916.44646924829,,242838126.65953392,1965057.0,72513937.68511187,,10586719.0,,,,,,,,,
2023-11-12,292300305.0,944878603.0,,637270.0,,124579.13439635537,,242707302.7385593,1969099.0,72495553.76535529,,10797684.0,,,,,,,,,
2023-11-13,292288683.0,945528726.0,,637270.0,,130241.82232346242,,242576478.81758475,1969099.0,72477169.8455987,,10984265.857142858,,,,,,,,,
2023-11-14,290765406.0,947853388.0,,636189.0,,135904.51025056947,,242445654.89661017,1980838.0,72458785.92584214,,11041935.714285716,,,,,,,,,
2023-11-15,290804933.2,955045631.0,,640283.0,,141567.19817767653,,242314830.9756356,2011368.0,72440402.00608556,,10929809.57142857,,,,,,,,,
2023-11-16,292306931.4,952107400.0,,639981.0,,147229.8861047836,,242184007.054661,2028697.0,72422018.08632898,,10555500.42857143,,,,,,,,,
2023-11-17,295604318.6,959703562.0,,678518.0,,152892.57403189066,,242053183.13368645,2027708.0,72403634.16657239,,10461530.285714284,,,,,,,,,
2023-11-18,295739639.8,958165341.0,,665292.0,,158555.26195899773,,241922359.21271184,2033728.0,72385250.24681582,,10271882.142857142,,,,,,,,,
2023-11-19,295678629.0,956454555.0,,665292.0,,164217.9498861048,,241791535.2917373,2027837.0,72366866.32705924,,10031424.0,,,,,,,,,
2023-11-20,295665413.0,954844650.0,,665292.0,,169880.63781321186,,241660711.3707628,2027837.0,72348482.40730266,,9732863.0,,,,,,,,,
2023-11-21,294446546.0,956677530.0,,679878.0,,175543.3257403189,,241529887.4497881,2033470.0,72330098.48754609,,9918291.52631579,,,,,,,,,
2023-11-22,294602136.0,964923235.0,,722665.0,,181206.013667426,,241399063.5288136,2042801.0,72311714.56778951,,9815349.05263158,,,,,,,,,
2023-11-23,294198696.0,960164661.0,,726768.0,,186868.70159453305,,241268239.607839,2050541.0,72293330.64803293,,9823004.578947367,,,,,,,,,
2023-11-24,294148356.0,961388822.0,,739772.0,,192531.3895216401,,241137415.68686444,2052906.0,72274946.72827636,,10091579.10526316,,,,,,,,,
2023-11-25,292264959.0,964508924.0,,739772.0,,198194.07744874715,,241006591.7658898,2052261.0,72256562.80851977,,10450522.631578948,,,,,,,,,
2023-11-26,292264959.0,964951490.0,,739772.0,,203856.7653758542,,240875767.84491524,2051358.0,72238178.88876319,,10621900.157894738,,,,,,,,,
2023-11-27,292258574.0,965196003.0,,739772.0,,209519.45330296128,,240744943.92394063,2051358.0,72219794.96900663,,10377236.684210526,,,,,,,,,
2023-11-28,295837875.0,971231375.0,,774402.0,,215182.14123006832,,240614120.0029661,2048520.0,72201411.04925005,,10066674.210526315,,,,,,,,,
2023-11-29,295612357.0,983923776.0,,804825.0,,220844.8291571753,,240483296.08199152,2047703.0,72183027.12949346,,9796420.736842103,,,,,,,,,
2023-11-30,296928756.0,984319292.0,,854025.0,,226507.51708428247,,240352472.1610169,2061506.0,72164643.20973688,,10083809.263157897,,,,,,,,,
2023-12-01,296871014.0,981121361.0,,849070.0,,232170.2050113896,,240221648.2400424,2053035.0,72146259.2899803,,9812597.789473685,,,,,,,,,
2023-12-02,296402799.0,995465022.0,,826075.0,,237832.89293849657,,240090824.3190678,2056991.0,72127875.37022373,,10154530.315789474,,,,,,,,,
2023-12-03,296400344.0,993672861.0,,826075.0,,243495.58086560364,,239960000.39809328,2061807.0,72109491.45046714,,13047850.842105262,,,,,,,,,
2023-12-04,294343542.0,1016206208.0,,826075.0,,249158.2687927107,,239829176.47711864,2061807.0,72091107.53071058,,12856257.368421052,,,,,,,,,
2023-12-05,295440211.0,978596695.0,,877894.0,,254820.95671981777,,239698352.5561441,2055314.0,72072723.610954,,11559915.89473684,,,,,,,,,
2023-12-06,285571606.0,969555071.0,,918487.0,,260483.64464692483,,239567528.63516945,2052734.0,72054339.69119743,,11915327.421052633,,,,,,,,,
2023-12-07,286375612.0,968890530.0,,912435.0,,266146.3325740319,,239436704.7141949,2069504.0,72035955.77144083,,10854892.94736842,,,,,,,,,
2023-12-08,287597223.0,971886041.0,,882407.0,,271809.02050113893,,239305880.79322028,2060560.0,72017571.85168426,,11334429.47368421,,,,,,,,,
2023-12-09,287640877.0,960710211.0,,885174.0,,277471.708428246,,239175056.8722457,2063957.0,71999187.93192768,,11615581.0,,,,,,,,,
2023-12-10,285635436.0,958469486.0,,885174.0,,283134.39635535306,,239044232.95127124,2066924.0,71980804.0121711,,11649396.0,,,,,,,,,
2023-12-11,285622219.0,958015327.0,,885174.0,,288797.0842824601,,238913409.0302966,2066924.0,71962420.09241453,,11242230.0,,,,,,,,,
2023-12-12,286125368.0,947332604.0,,943062.0,,294459.7722095672,,238782585.10932207,2074105.0,71944036.17265795,,10968630.2,,,,,,,,,
2023-12-13,283068162.0,942875321.0,,887590.0,,300122.4601366743,,238651761.18834743,2078534.0,71925652.25290138,,10833131.4,,,,,,,,,
2023-12-14,283787896.0,965587017.0,,893436.0,,305785.1480637813,,238520937.2673729,2095175.0,71907268.3331448,,10677152.6,,,,,,,,,
2023-12-15,283874298.0,967358450.0,,893436.0,,311447.8359908884,,238390113.3463983,2132886.0,71888884.41338821,,10645595.8,,,,,,,,,
2023-12-16,277410382.0,956012947.0,,893436.0,,317110.52391799545,,238259289.42542368,2133015.0,71870500.49363163,,10979909.0,,,,,,,,,
2023-12-17,277410382.0,954989281.0,,893436.0,,322773.21184510255,,238128465.5044492,2128543.0,71852116.57387505,,11023961.2,,,,,,,,,
2023-12-18,277459167.0,954173839.0,,893436.0,,328435.8997722096,,477997641.5834746,2128543.0,71833732.6541185,,10550345.4,,,,,,,,,
2023-12-19,277447855.0,959931383.0,,940900.0,,334098.5876993166,,477866817.6625,2130005.0,71815348.7343619,,10096415.6,,,,,,,,,
2023-12-20,274531851.0,966073373.0,,972600.0,,339761.2756264237,,517735993.7415254,2138003.0,71796964.81460533,,9689616.8,,,,,,,,,
2023-12-21,274015773.0,956249505.0,,1016910.0,,345423.96355353075,,525605169.8205508,2149828.0,71778580.89484875,,9352969.0,,,,,,,,,
2023-12-22,272440822.0,963497062.0,,1029472.0,,351086.6514806378,,525474345.8995763,2130650.0,71760196.97509217,,9485325.2,,,,,,,,,
2023-12-23,272750692.0,964714895.0,,1067216.0,,356749.3394077449,,517343521.97860175,2134305.0,71741813.05533558,,9363825.4,,,,,,,,,
2023-12-24,272758087.0,964645552.0,,1067216.0,,362412.0273348519,,509212698.0576271,2141142.0,71723429.13557902,,9275504.6,,,,,,,,,
2023-12-25,272748521.0,965367470.0,,1067216.0,,368074.71526195895,,493081874.13665247,2141142.0,71705045.21582244,,9376824.8,,,,,,,,,
2023-12-26,272758785.0,966345559.0,,1107071.0,,373737.4031890661,,516951050.215678,2141142.0,71686661.29606587,,9032315.0,,,,,,,,,
2023-12-27,274368101.0,970132616.0,,1107071.0,,379400.0911161731,,508820226.29470354,2141142.0,71668277.37630928,,9253694.0,,,,,,,,,
2023-12-28,274623842.0,973172040.0,,1092160.0,,385062.7790432802,,524689402.3737289,2158987.0,71649893.4565527,,9489413.0,,,,,,,,,
2023-12-29,274096764.0,964453064.0,,1166818.0,,390725.46697038726,,524558578.4527541,2161911.0,71631509.53679612,,9614160.0,,,,,,,,,
2023-12-30,273668689.0,959165728.0,,1177512.0,,396388.1548974943,,532427754.5317796,2158557.0,71613125.61703955,,9651019.0,,,,,,,,,
2023-12-31,273521244.0,957463109.0,,1177512.0,,402050.8428246014,,532296930.610805,2158600.0,71594741.69728297,,9633024.0,,,,,,,,,
2024-01-01,266330687.0,957882732.0,,1177512.0,,407713.5307517084,,532166106.6898305,2158600.0,71576357.7775264,,9385266.0,,,,,,,,,
2024-01-02,254179422.0,958731844.0,,388238.0,,413376.21867881546,,534701949.43552274,2158600.0,71557973.85776982,,9266563.0,,,,,,,,,
2024-01-03,249420388.0,956204603.0,,388238.0,,419038.90660592256,,537237792.1812147,2156149.0,71539589.93801324,,9342186.0,,,,,,,,,
2024-01-04,248523193.0,945407083.0,,350200.0,,424701.5945330296,,539773634.9269066,2139035.0,71521206.01825665,,9336277.0,,,,,,,,,
2024-01-05,249934401.0,945157499.0,,339842.0,,430364.28246013663,,539642811.0059322,2127339.0,71502822.09850007,,9547401.0,,,,,,,,,
2024-01-06,249877196.0,942648906.0,,347342.0,,436026.9703872437,,539586387.0849576,2113622.0,71484438.1787435,,9329948.0,,,,,,,,,
2024-01-07,249879356.0,941225985.0,,347342.0,,441689.6583143508,,475482763.163983,2123254.0,71466054.25898694,,9207140.0,,,,,,,,,
2024-01-08,249866242.0,941740242.0,,347342.0,,447352.34624145785,,491214339.2430084,2123254.0,71447670.33923034,,8773567.0,,,,,,,,,
2024-01-09,244457292.0,936494905.0,,347342.0,,453015.03416856495,,499040315.3220339,2116718.0,71429286.41947377,,8850971.0,,,,,,,,,
2024-01-10,244474045.0,937644781.0,,355870.0,,458677.722095672,,498988691.40105927,2144066.0,71410902.49971719,,9101508.0,,,,,,,,,
2024-01-11,240068386.0,933085237.0,,339284.0,,464340.4100227791,,474893867.4800847,2144711.0,71392518.57996061,,8922760.0,,,,,,,,,
2024-01-12,240243792.0,936059516.0,,337722.0,,470003.0979498861,,474727043.5591102,2164405.0,71374134.66020402,,9138396.0,,,,,,,,,
2024-01-13,240508767.0,941456081.0,,315108.0,,475665.7858769932,,474559419.6381356,2154945.0,71355750.74044746,,8945705.0,,,,,,,,,
2024-01-14,240505866.0,940097723.0,,315108.0,,481328.4738041002,,474465395.71716106,2157611.0,71337366.82069089,,8725817.0,,,,,,,,,
2024-01-15,240490715.0,940290139.0,,315108.0,,486991.1617312073,,474334571.79618657,2157611.0,71318982.90093431,,8774438.0,,,,,,,,,
2024-01-16,240196026.0,945134626.0,,291937.0,,492653.8496583143,,434163747.875212,2159202.0,71300598.98117772,,8668655.0,,,13041319.0,,,,,,
2024-01-17,239988008.0,931842002.0,,291937.0,,498316.5375854214,,466072923.9542373,2144969.0,71282215.06142114,,8813009.0,,,12853033.0,,,,,,
2024-01-18,239591898.0,924692732.0,,298857.0,,503979.2255125285,,441942100.0332626,2139379.0,71263831.14166456,,8701863.0,,,12456347.0,,,,,,
2024-01-19,239611701.0,930514368.0,,298813.0,,509641.91343963554,,433811276.1122882,2138863.0,71245447.22190799,,8642879.0,,,14477824.0,,,,,,
2024-01-20,244368323.0,931020237.0,,277561.0,,515304.6013667426,,433686052.1913136,2161008.0,71227063.30215141,,8609361.0,,,14258583.0,,,,,,
2024-01-21,244370396.0,930595260.0,,277561.0,,520967.28929384967,,433550428.2703389,2167200.0,71208679.38239484,,8615830.0,,,14275736.0,,,,,,
2024-01-22,244280471.0,929492695.0,,277561.0,,526629.9772209567,,433418804.34936446,2167200.0,71190295.46263826,,8447730.0,,,14682082.0,,,,,,
2024-01-23,243796563.0,926977671.0,,278477.0,,532292.6651480638,,425287980.42839,2188786.0,71171911.54288168,,8183135.0,,,13597507.0,,,,,,
2024-01-24,243978717.0,929146246.0,,286201.0,,537955.3530751709,,417176356.50741535,2189302.0,71153527.62312509,,8273507.0,,,13440765.0,,,,,,
2024-01-25,242128763.0,925016866.0,,277227.0,,543618.0410022779,,417008732.5864407,2203965.0,71135143.70336851,,8220940.0,,,14352037.0,,,,,,
2024-01-26,240388560.0,924849260.0,,347443.0,,549280.728929385,,384871508.66546607,2198203.0,71116759.78361194,,8202286.0,,,13705550.0,,,,,,
