defillama_id,name,symbol,pegType
165,,,
202,,,
282,,,
245,,,
244,,,
247,,,
242,,,
46,,,
51,,,
103,,,
183,,,
253,,,
327,,,
214,,,
178,,,
44,,,
23,,,
216,,,
60,,,
42,,,
240,,,
122,,,
304,,,
266,,,
89,,,
30,,,
268,,,
16,,,
52,,,
291,,,
9,,,
93,,,
299,,,
157,,,
349,,,
55,,,
26,,,
261,,,
70,,,
314,,,
204,,,
18,,,
350,,,
28,,,
186,,,
356,,,
334,,,
88,,,
162,,,
152,,,
160,,,
40,,,
155,,,
158,,,
113,,,
145,,,
224,,,
83,,,
159,,,
54,,,
132,,,
277,,,
287,,,
192,,,
319,,,
56,,,
65,,,
78,,,
151,,,
176,,,
322,,,
308,,,
217,,,
167,,,
295,,,
1,,,
2,,,
209,,,
146,,,
5,,,
262,,,
120,,,
173,,,
237,,,
129,,,
286,,,
246,,,
14,,,
250,,,
336,,,
221,,,
118,,,
272,,,
195,,,
258,,,
7,,,
50,,,
119,,,
310,,,
340,,,
249,,,
309,,,
213,,,
220,,,
110,,,
153,,,
6,,,
17,,,
339,,,
21,,,
205,,,
346,,,
306,,,
218,,,
343,,,
328,,,
354,,,
257,,,
15,,,
235,,,
347,,,
271,,,
316,,,
341,,,
219,,,
296,,,
283,,,
284,,,
298,,,
252,,,
332,,,
315,,,
66,,,
321,,,
210,,,
254,,,
79,,,
166,,,
335,,,
342,,,
344,,,
325,,,
275,,,
348,,,
290,,,
297,,,
373,,,
19,,,
263,,,
241,,,
11,,,
4,,,
22,,,
226,,,
255,,,
256,,,
101,,,
67,,,
313,,,
269,,,
10,,,
8,,,
225,,,
185,,,
307,,,
154,,,
230,,,
231,,,
172,,,
326,,,
106,,,
147,,,
305,,,
303,,,
168,,,
355,,,
63,,,
31,,,
353,,,
29,,,
289,,,
24,,,
197,,,
317,,,
365,,,
331,,,
302,,,
20,,,
251,,,
215,,,
239,,,
85,,,
324,,,
12,,,
13,,,
312,,,
234,,,
75,,,
115,,,
232,,,
