ticker,name,type,price,priceChange24h,volume24h,mcapRealized,realized_mNAV,totalUsdValue,totalCost,holdings
CRCL,"Circle Internet Group, Inc.",Stock,98.68000031,12.085414900970221,13675100,24394724322.23523,2005.9783908264253,12161010.52423853,,"{""bitcoin"":{""amount"":73,""avgPrice"":null,""usdValue"":5406745,""cost"":null,""transactionCount"":1,""firstAnnouncementDate"":""2025-08-12"",""lastAnnouncementDate"":""2025-08-12"",""supplyPercentage"":0.0003645866811785235},""sui"":{""amount"":3564079,""avgPrice"":null,""usdValue"":3323439.514078,""cost"":null,""transactionCount"":1,""firstAnnouncementDate"":""2025-08-12"",""lastAnnouncementDate"":""2025-08-12"",""supplyPercentage"":0.09016304742150814},""ethereum"":{""amount"":1726,""avgPrice"":null,""usdValue"":4003508.7800000003,""cost"":null,""transactionCount"":1,""firstAnnouncementDate"":""2025-08-12"",""lastAnnouncementDate"":""2025-08-12"",""supplyPercentage"":0.0014294544286387698}}"
BTCM,BIT Mining Limited,Stock,1.05999994,0.9523800453514374,92570,1979924587.3287907,164.17567076974834,12059792.891637264,,"{""litecoin"":{""amount"":0,""avgPrice"":null,""usdValue"":0,""cost"":null,""transactionCount"":4,""firstAnnouncementDate"":""2024-12-04"",""lastAnnouncementDate"":""2025-07-10"",""supplyPercentage"":0},""bitcoin"":{""amount"":17.299999999999997,""avgPrice"":null,""usdValue"":1281324.4999999998,""cost"":null,""transactionCount"":6,""firstAnnouncementDate"":""2025-02-28"",""lastAnnouncementDate"":""2025-08-14"",""supplyPercentage"":0.00008640204910121172},""dogecoin"":{""amount"":0,""avgPrice"":null,""usdValue"":0,""cost"":null,""transactionCount"":4,""firstAnnouncementDate"":""2024-12-04"",""lastAnnouncementDate"":""2025-07-10"",""supplyPercentage"":0},""solana"":{""amount"":83853,""avgPrice"":null,""usdValue"":7024365.81,""cost"":null,""transactionCount"":5,""firstAnnouncementDate"":""2025-07-10"",""lastAnnouncementDate"":""2025-09-11"",""supplyPercentage"":0.014575069741023499},""ethereum"":{""amount"":0,""avgPrice"":null,""usdValue"":0,""cost"":null,""transactionCount"":2,""firstAnnouncementDate"":""2025-05-29"",""lastAnnouncementDate"":""2025-07-10"",""supplyPercentage"":0}}"
TAOX,"TAO Synergies Inc. (Formerly: Synaptogenix, Inc.)",Stock,4.71999979,10.023306154063457,198840,35267512.750894494,3.230448073260963,10917220.13512938,,"{""tao"":{""amount"":42111,""avgPrice"":null,""usdValue"":10195073.1,""cost"":null,""transactionCount"":2,""firstAnnouncementDate"":""2025-07-17"",""lastAnnouncementDate"":""2025-08-06"",""supplyPercentage"":0.438907904679277}}"
PHUN,"Phunware, Inc.",Stock,1.94000006,2.6455063632037406,149500,39170304.53145268,4.291403534422058,9127620.886095,,"{""bitcoin"":{""amount"":129,""avgPrice"":null,""usdValue"":9554385,""cost"":null,""transactionCount"":1,""firstAnnouncementDate"":""2021-11-15"",""lastAnnouncementDate"":""2021-11-15"",""supplyPercentage"":0.0006442696146853361}}"
KIDZ,"Classover Holdings, Inc.",Stock,2.17000008,-6.06060015741819,114784,2832824.43443592,0.5974451626897891,4741563.931461279,,"{""solana"":{""amount"":58142,""avgPrice"":null,""usdValue"":4870555.34,""cost"":null,""transactionCount"":2,""firstAnnouncementDate"":""2025-07-22"",""lastAnnouncementDate"":""2025-11-13"",""supplyPercentage"":0.010106063049414908}}"
OBLG,"Oblong, Inc.",Stock,1.12,6.666671746032008,28101,3592075.2,0.9066190846781822,3962055.5762678,,"{""tao"":{""amount"":24244,""avgPrice"":null,""usdValue"":5869472.399999999,""cost"":null,""transactionCount"":6,""firstAnnouncementDate"":""2025-07-02"",""lastAnnouncementDate"":""2025-12-11"",""supplyPercentage"":0.25268654843258037}}"
BTM,Bitcoin Depot Inc. Class A,Stock,3.94000006,49.8098819471152,4445100,43848197.62773904,12.53267898466642,3498709.069416585,5296520.209267563,"{""bitcoin"":{""amount"":49.446999999999996,""avgPrice"":107115.09715994021,""usdValue"":3662292.0549999997,""cost"":5296520.209267563,""transactionCount"":2,""firstAnnouncementDate"":""2025-08-12"",""lastAnnouncementDate"":""2026-04-08"",""supplyPercentage"":0.00024695503594841713}}"
PAPL,Pineapple Financial Inc.,Stock,0.63300002,3.9408848633390003,202300,16514116.60477302,5.697344752666609,2898563.68566141,11896002,"{""injective"":{""amount"":1002651,""avgPrice"":11.864549080387892,""usdValue"":2987899.98,""cost"":11896002,""transactionCount"":1,""firstAnnouncementDate"":""2026-01-21"",""lastAnnouncementDate"":""2026-01-21"",""supplyPercentage"":1.003601764191045}}"
TZUP,Thumzup Media Corporation,Stock,4.55999994,-6.748465005582907,262102,135552975.0164082,50.3755643274428,2690847.771655906,4045692,"{""bitcoin"":{""amount"":19.10613241,""avgPrice"":107135.34042759206,""usdValue"":1415095.69694665,""cost"":2046942,""transactionCount"":1,""firstAnnouncementDate"":""2025-08-14"",""lastAnnouncementDate"":""2025-08-14"",""supplyPercentage"":0.00009542248500711404},""dogecoin"":{""amount"":7500000,""avgPrice"":0.2665,""usdValue"":698790,""cost"":1998750,""transactionCount"":1,""firstAnnouncementDate"":""2025-09-17"",""lastAnnouncementDate"":""2025-09-17"",""supplyPercentage"":0.004876875538517379}}"
COSM,Cosmos Health Inc.,Stock,0.32550001,8.499999716666684,1928371,12184286.28532522,23.034052713479262,528968.411980542,1000000,"{""ethereum"":{""amount"":241.3,""avgPrice"":4144.218814753419,""usdValue"":559702.589,""cost"":1000000,""transactionCount"":1,""firstAnnouncementDate"":""2025-08-18"",""lastAnnouncementDate"":""2025-08-18"",""supplyPercentage"":0.0001998420357071467}}"
BTCT,BTC Digital Ltd.,Stock,1.15999997,2.65486460176993,70300,11039690.71449075,38.908514556959425,283734.57173055,427000,"{""bitcoin"":{""amount"":4.01,""avgPrice"":106483.79052369078,""usdValue"":297000.64999999997,""cost"":427000,""transactionCount"":1,""firstAnnouncementDate"":""2025-11-12"",""lastAnnouncementDate"":""2025-11-12"",""supplyPercentage"":0.000020027295774327112}}"
VVPR,VivoPower International PLC,Stock,2.4000001,-1.2345666311030183,156792,40296589.6790245,155114464549.9755,0.0002597861508011818,0.00038313865661621094,"{""xrp"":{""amount"":0.00019156932830810547,""avgPrice"":2,""usdValue"":0.00026053428649902344,""cost"":0.00038313865661621094,""transactionCount"":5,""firstAnnouncementDate"":""2025-08-08"",""lastAnnouncementDate"":""2026-02-05"",""supplyPercentage"":3.1203470124364663e-13}}"
MTPLF,Metaplanet Inc.,Stock,3.21000004,6.821960815169489,2181000,0,,0,4182691098.73,"{""bitcoin"":{""amount"":40177.01,""avgPrice"":104106.57982587554,""usdValue"":2975710245.65,""cost"":4182691098.73,""transactionCount"":53,""firstAnnouncementDate"":""2024-04-22"",""lastAnnouncementDate"":""2026-03-31"",""supplyPercentage"":0.200657571720224}}"
ABIT,Athena Bitcoin Global,Stock,0.004,,100000,0,,0,,{}
ANY,Sphere 3D Corp.,Stock,1.45000005,,55800,0,,0,,{}
ARB,Argo Blockchain plc,Stock,29.42000008,0.06802877638949476,7600,0,,0,,{}
ARLP,"Alliance Resource Partners, L.P.",Stock,26.39999962,0.4566169210401102,212600,0,,0,,{}
KULR,"KULR Technology Group, Inc.",Stock,2.32999992,7.870362172068246,1559500,0,,0,,{}
CIFR,Cipher Mining Inc.,Stock,17.76000023,7.441013240514255,24875300,0,,0,,{}
VIRT,"Virtu Financial, Inc.",Stock,50.88999939,4.711936197721442,2000700,0,,0,,{}
HKHC,Horizon Kinetics Holding Corporation,Stock,27.67000008,-6.107903875617693,1600,0,,0,,{}
ASST,Asset Entities Inc.,Stock,11.57999992,8.93696895737851,3298900,0,,0,,{}
AVAT,Avalanche Treasury Co,Stock,0,,,0,,0,,"{""avalanche"":{""amount"":7317965.61,""avgPrice"":null,""usdValue"":68569337.7657,""cost"":null,""transactionCount"":1,""firstAnnouncementDate"":""2025-10-02"",""lastAnnouncementDate"":""2025-10-02"",""supplyPercentage"":1.6955554658483867}}"
SHOT,Safety Shot Inc,Stock,2.52999997,-5.243449655626973,80400,0,,0,53347421,"{""bonk"":{""amount"":53347458,""avgPrice"":0.9999993064336824,""usdValue"":0,""cost"":53347421,""transactionCount"":4,""firstAnnouncementDate"":""2026-03-31"",""lastAnnouncementDate"":""2026-03-31"",""supplyPercentage"":0}}"
ABTC,American Bitcoin Corp.,Stock,0.99000001,3.991595504378256,7241800,0,,0,,"{""bitcoin"":{""amount"":8673.15384615,""avgPrice"":null,""usdValue"":642377139.6150998,""cost"":null,""transactionCount"":7,""firstAnnouncementDate"":""2025-07-03"",""lastAnnouncementDate"":""2026-03-27"",""supplyPercentage"":0.043316662686555825}}"
ATON,AlphaTON Capital Corp.,Stock,0.329,6.129032258064521,924300,7709979.4520000005,-4.343902406764947,-1774897.0234674048,420000,"{""bitcoin"":{""amount"":4,""avgPrice"":105000,""usdValue"":296260,""cost"":420000,""transactionCount"":1,""firstAnnouncementDate"":""2026-01-21"",""lastAnnouncementDate"":""2026-01-21"",""supplyPercentage"":0.000019977352393343752},""toncoin"":{""amount"":-1418105.92,""avgPrice"":null,""usdValue"":-1971167.2287999997,""cost"":0,""transactionCount"":1,""firstAnnouncementDate"":""2025-12-31"",""lastAnnouncementDate"":""2025-12-31"",""supplyPercentage"":-0.05727740141618854}}"
GNS,Genius Group Limited,Stock,0.417,5.569617580516003,1194500,76185900,-17.966456964958578,-4240452.09072615,,"{""bitcoin"":{""amount"":-59.93000000000001,""avgPrice"":null,""usdValue"":-4438715.45,""cost"":null,""transactionCount"":5,""firstAnnouncementDate"":""2025-09-23"",""lastAnnouncementDate"":""2026-03-09"",""supplyPercentage"":-0.0002993106822332728}}"
HIVE,HIVE Digital Technologies Ltd.,Stock,2.17000008,4.326930935651179,10303100,549567211.1605415,-9.397423473296525,-58480626.38894346,,"{""ethereum"":{""amount"":6181,""avgPrice"":null,""usdValue"":14337014.930000002,""cost"":null,""transactionCount"":15,""firstAnnouncementDate"":""2022-01-03"",""lastAnnouncementDate"":""2022-11-15"",""supplyPercentage"":0.0051190369776455595},""bitcoin"":{""amount"":-1018,""avgPrice"":null,""usdValue"":-75398170,""cost"":null,""transactionCount"":9,""firstAnnouncementDate"":""2025-11-12"",""lastAnnouncementDate"":""2026-02-17"",""supplyPercentage"":-0.0050842361841059855}}"
