mapping_check,asset,canonical_key,status,failing_rows,mapping_boundary
selected_major_ada,ADA,coingecko:cardano,insufficient_or_missing_daily_coverage,1,current-cohort daily returns are survivorship-biased; monthly PIT data supports structure/state analysis only
selected_major_bnb,BNB,coingecko:binancecoin,insufficient_or_missing_daily_coverage,1,current-cohort daily returns are survivorship-biased; monthly PIT data supports structure/state analysis only
selected_major_btc,BTC,coingecko:bitcoin,insufficient_or_missing_daily_coverage,1,current-cohort daily returns are survivorship-biased; monthly PIT data supports structure/state analysis only
selected_major_doge,DOGE,coingecko:dogecoin,insufficient_or_missing_daily_coverage,1,current-cohort daily returns are survivorship-biased; monthly PIT data supports structure/state analysis only
selected_major_eth,ETH,coingecko:ethereum,insufficient_or_missing_daily_coverage,1,current-cohort daily returns are survivorship-biased; monthly PIT data supports structure/state analysis only
selected_major_hype,HYPE,coingecko:hyperliquid,insufficient_or_missing_daily_coverage,1,current-cohort daily returns are survivorship-biased; monthly PIT data supports structure/state analysis only
selected_major_sol,SOL,coingecko:solana,insufficient_or_missing_daily_coverage,1,current-cohort daily returns are survivorship-biased; monthly PIT data supports structure/state analysis only
selected_major_ton,TON,coingecko:the-open-network,insufficient_or_missing_daily_coverage,1,current-cohort daily returns are survivorship-biased; monthly PIT data supports structure/state analysis only
selected_major_trx,TRX,coingecko:tron,insufficient_or_missing_daily_coverage,1,current-cohort daily returns are survivorship-biased; monthly PIT data supports structure/state analysis only
selected_major_xrp,XRP,coingecko:ripple,insufficient_or_missing_daily_coverage,1,current-cohort daily returns are survivorship-biased; monthly PIT data supports structure/state analysis only
