date,Exchange Inflow (Mean)
2020-01-10,49631.7994898
2020-01-11,41424.61547257
2020-01-12,43406.49216036
2020-01-13,37776.43587975
2020-01-14,34079.54747611
2020-01-15,24887.49585464
2020-01-16,31807.10204716
2020-01-17,36956.4597541
2020-01-18,24806.66397146
2020-01-19,38607.56148283
2020-01-20,23187.60975959
2020-01-21,28155.95967832
2020-01-22,17240.76482909
2020-01-23,20215.14723305
2020-01-24,49817.5767038
2020-01-25,20330.27785771
2020-01-26,12134.35900017
2020-01-27,33324.76954527
2020-01-28,28129.31205591
2020-01-29,17958.40055417
2020-01-30,18390.12322374
2020-01-31,23443.89495428
2020-02-01,18982.28684174
2020-02-02,23565.93848284
2020-02-03,39320.45981335
2020-02-04,24849.08515217
2020-02-05,39776.00589097
2020-02-06,19886.91038674
2020-02-07,15452.83697537
2020-02-08,15778.49824395
2020-02-09,20123.4425685
2020-02-10,46196.93288166
2020-02-11,23539.45414811
2020-02-12,21352.48765103
2020-02-13,17614.97111448
2020-02-14,20095.95729063
2020-02-15,40602.74389137
2020-02-16,21059.09920882
2020-02-17,36571.94502964
2020-02-18,29328.80704085
2020-02-19,39217.30903072
2020-02-20,38602.36101649
2020-02-21,19297.94269347
2020-02-22,44829.68323943
2020-02-23,38868.79988147
2020-02-24,25450.50923047
2020-02-25,17284.27849384
2020-02-26,30733.65584674
2020-02-27,44356.59731821
2020-02-28,33766.90503817
2020-02-29,23838.2323337
2020-03-01,22348.04931372
2020-03-02,25987.44483935
2020-03-03,22899.9658211
2020-03-04,32564.4061712
2020-03-05,26109.11417384
2020-03-06,27098.21842431
2020-03-07,15879.26621286
2020-03-08,28332.51170921
2020-03-09,30548.43920688
2020-03-10,30635.95323945
2020-03-11,25730.77572325
2020-03-12,34433.47194632
2020-03-13,65957.24533065
2020-03-14,29383.77317284
2020-03-15,20994.7923362
2020-03-16,78148.66322487
2020-03-17,32122.27230267
2020-03-18,24073.37203852
2020-03-19,35676.61337916
2020-03-20,32388.69310137
2020-03-21,16290.17567174
2020-03-22,19194.96011537
2020-03-23,15505.94081122
2020-03-24,28928.62906863
2020-03-25,30034.93893749
2020-03-26,15180.06383426
2020-03-27,15308.57758541
2020-03-28,20271.69068131
2020-03-29,10090.83028177
2020-03-30,23114.00643777
2020-03-31,13389.72225348
2020-04-01,12388.97573933
2020-04-02,22138.89775534
2020-04-03,13944.2567051
2020-04-04,7214.58506136
2020-04-05,6947.78056988
2020-04-06,10537.88616615
2020-04-07,14743.99060745
2020-04-08,10943.73429421
2020-04-09,9791.16791726
2020-04-10,19790.0213635
2020-04-11,15181.36484658
2020-04-12,16583.75849546
2020-04-13,13946.84561189
2020-04-14,9242.49452041
2020-04-15,10879.01036529
2020-04-16,15656.10275649
2020-04-17,12345.47691625
2020-04-18,12082.79623831
2020-04-19,9774.6924887
2020-04-20,147019.55410218
2020-04-21,18880.57580338
2020-04-22,13690.5429848
2020-04-23,18985.01571664
2020-04-24,12504.47385628
2020-04-25,10227.39788302
2020-04-26,8589.75256526
2020-04-27,12004.2886399
2020-04-28,16460.0414943
2020-04-29,60330.3251937
2020-04-30,58307.34150981
2020-05-01,18987.25719862
2020-05-02,7574.92507608
2020-05-03,10584.87657707
2020-05-04,14593.18284887
2020-05-05,58408.75876327
2020-05-06,22265.03978489
2020-05-07,67892.14466182
2020-05-08,152829.61943628
2020-05-09,24331.37132135
2020-05-10,33272.25649982
2020-05-11,104440.00261803
2020-05-12,24978.78146179
2020-05-13,97031.36659491
2020-05-14,25391.86129518
2020-05-15,112073.52564241
2020-05-16,20867.42419371
2020-05-17,21743.69296795
2020-05-18,19578.20563361
2020-05-19,16959.92834819
2020-05-20,17661.45286042
2020-05-21,11241.08240268
2020-05-22,15550.4673946
2020-05-23,15962.26815575
2020-05-24,16542.31581082
2020-05-25,12685.35457636
2020-05-26,15872.90413173
2020-05-27,17974.31554607
2020-05-28,15839.99439345
2020-05-29,84858.31001314
2020-05-30,8282.82555227
2020-05-31,13205.62022845
2020-06-01,30543.50612376
2020-06-02,29484.16790872
2020-06-03,23140.65936871
2020-06-04,23373.59870878
2020-06-05,19201.51740762
2020-06-06,19416.72594074
2020-06-07,11614.94607921
2020-06-08,22997.46881627
2020-06-09,22925.58638082
2020-06-10,34041.79367354
2020-06-11,70175.50151826
2020-06-12,12245.34500809
2020-06-13,16907.22527431
2020-06-14,11003.92196153
2020-06-15,20332.55372171
2020-06-16,11869.9834712
2020-06-17,13905.61214946
2020-06-18,9421.31348589
2020-06-19,10760.16797534
2020-06-20,8905.05892452
2020-06-21,6398.99725571
2020-06-22,16382.08341804
2020-06-23,12995.05779446
2020-06-24,22319.6664649
2020-06-25,11052.53454133
2020-06-26,12262.69255592
2020-06-27,14014.19465444
2020-06-28,13211.44676097
2020-06-29,14402.23274706
2020-06-30,12994.60093849
2020-07-01,13480.57752197
2020-07-02,18466.67979973
2020-07-03,20190.99207027
2020-07-04,10571.6075243
2020-07-05,10392.30191086
2020-07-06,42976.54340015
2020-07-07,229848.53937256
2020-07-08,19761.6776163
2020-07-09,18793.90081454
2020-07-10,16680.04254047
2020-07-11,32321.02223992
2020-07-12,20806.02128236
2020-07-13,16700.69472825
2020-07-14,18679.85172092
2020-07-15,11398.12629076
2020-07-16,21258.5262277
2020-07-17,8614.0463808
2020-07-18,14049.2514179
2020-07-19,7870.76305564
2020-07-20,26719.43321866
2020-07-21,22693.53181912
2020-07-22,25097.88071965
2020-07-23,15877.47947895
2020-07-24,14247.45210886
2020-07-25,11380.79988661
2020-07-26,10159.31065972
2020-07-27,36114.08073035
2020-07-28,18384.58841327
2020-07-29,46835.24721132
2020-07-30,29011.86526446
2020-07-31,17916.67627575
2020-08-01,21428.92315023
2020-08-02,35384.18004106
2020-08-03,13945.40688656
2020-08-04,24944.70263394
2020-08-05,16178.70172257
2020-08-06,19763.69201859
2020-08-07,10176.30216218
2020-08-08,31616.94453665
2020-08-09,8439.61282183
2020-08-10,13168.07874057
2020-08-11,17997.08847424
2020-08-12,11872.30415302
2020-08-13,24590.12190499
2020-08-14,13734.68141675
2020-08-15,14900.58193735
2020-08-16,9780.24425236
2020-08-17,15322.08755197
2020-08-18,15705.98428215
2020-08-19,17646.22912574
2020-08-20,14006.68014237
2020-08-21,11471.35493844
2020-08-22,8197.54117954
2020-08-23,7578.44473432
2020-08-24,9170.28691527
2020-08-25,10233.40454106
2020-08-26,10806.38905221
2020-08-27,24959.40549564
2020-08-28,16464.92154455
2020-08-29,8100.82103979
2020-08-30,9446.84086938
2020-08-31,12250.67437511
2020-09-01,19656.81587608
2020-09-02,27050.2537921
2020-09-03,28657.27859796
2020-09-04,41101.51670619
2020-09-05,22676.35753844
2020-09-06,17493.96963767
2020-09-07,14998.25439913
2020-09-08,18566.98000029
2020-09-09,14708.78847832
2020-09-10,20030.22815058
2020-09-11,18287.72488291
2020-09-12,8300.88918359
2020-09-13,10561.19845035
2020-09-14,16573.9700373
2020-09-15,13457.39891501
2020-09-16,14579.22980747
2020-09-17,21769.58986335
2020-09-18,17593.62631614
2020-09-19,8301.1743436
2020-09-20,10030.56958425
2020-09-21,16006.85690469
2020-09-22,15612.36030336
2020-09-23,12407.03300273
2020-09-24,10026.6225414
2020-09-25,11809.5933817
2020-09-26,12404.66800436
2020-09-27,7528.7902147
2020-09-28,12374.20384118
2020-09-29,10489.58747569
2020-09-30,15457.75032406
2020-10-01,14354.73202114
2020-10-02,15233.65106562
2020-10-03,6436.60305506
2020-10-04,6416.00210976
2020-10-05,7791.49740838
2020-10-06,7545.32133537
2020-10-07,8438.85000261
2020-10-08,9869.34062328
2020-10-09,16782.26599038
2020-10-10,9947.30080271
2020-10-11,7480.27634717
2020-10-12,12824.51252854
2020-10-13,8473.21461352
2020-10-14,12381.77729487
2020-10-15,12412.42682938
2020-10-16,14385.78774283
2020-10-17,6199.99463873
2020-10-18,5518.07443151
2020-10-19,10438.89174444
2020-10-20,12756.71903843
2020-10-21,28179.95067918
2020-10-22,16461.1260183
2020-10-23,13587.07086725
2020-10-24,7734.07455068
2020-10-25,8470.73789249
2020-10-26,21777.69435219
2020-10-27,25527.66975986
2020-10-28,25105.10497841
2020-10-29,10663.62588101
2020-10-30,29291.18397153
2020-10-31,8578.4047713
2020-11-01,6140.93549063
2020-11-02,57157.03851002
2020-11-03,108406.48695029
2020-11-04,18651.01440476
2020-11-05,29900.50695309
2020-11-06,53971.54519315
2020-11-07,14429.73566934
2020-11-08,10626.8990914
2020-11-09,22121.32683863
2020-11-10,18444.14274328
2020-11-11,28459.62371457
2020-11-12,15218.11756379
2020-11-13,217427.15979553
2020-11-14,8353.83874397
2020-11-15,9330.43937697
2020-11-16,26541.50210955
2020-11-17,20518.39893747
2020-11-18,98317.01005412
2020-11-19,13729.86092731
2020-11-20,31733.7345176
2020-11-21,19536.09598596
2020-11-22,12245.49999663
2020-11-23,28778.52145026
2020-11-24,66593.38474451
2020-11-25,34880.77488857
2020-11-26,28689.26469621
2020-11-27,21868.98778937
2020-11-28,18023.44514181
2020-11-29,53098.56977042
2020-11-30,73742.05432454
2020-12-01,28306.18780608
2020-12-02,17298.23271159
2020-12-03,26623.15443092
2020-12-04,108584.82547731
2020-12-05,12724.20943994
2020-12-06,12046.96017195
2020-12-07,18159.70267291
2020-12-08,15169.47802056
2020-12-09,23188.37692587
2020-12-10,12886.29276625
2020-12-11,17023.00184438
2020-12-12,166052.82149248
2020-12-13,9954.97538371
2020-12-14,27338.31650927
2020-12-15,23943.85676029
2020-12-16,23015.81869221
2020-12-17,55999.64399019
2020-12-18,14062.44363851
2020-12-19,17939.46920583
2020-12-20,32903.20534791
2020-12-21,21446.85314518
2020-12-22,25339.4016884
2020-12-23,36374.10242209
2020-12-24,22375.42982059
2020-12-25,13853.99787787
2020-12-26,18422.07291982
2020-12-27,18581.35518799
2020-12-28,30127.47986507
2020-12-29,24303.75539478
2020-12-30,35410.93324294
2020-12-31,21397.16955561
2021-01-01,19995.03960069
2021-01-02,16676.20185777
2021-01-03,22842.57769867
2021-01-04,67883.43333776
2021-01-05,30103.41899309
2021-01-06,40281.62533279
2021-01-07,41802.50396419
2021-01-08,38949.31816282
2021-01-09,112347.42067032
2021-01-10,26272.38457125
2021-01-11,53874.42811497
2021-01-12,34317.41918064
2021-01-13,25529.28921406
2021-01-14,65640.82965788
2021-01-15,22992.83008257
2021-01-16,19231.17332261
2021-01-17,20347.73154879
2021-01-18,29387.61727452
2021-01-19,35053.38204234
2021-01-20,29207.24961062
2021-01-21,33165.09164197
2021-01-22,69409.27232134
2021-01-23,19215.58323014
2021-01-24,23870.97087055
2021-01-25,48788.27268446
2021-01-26,60198.64640323
2021-01-27,55547.82080394
2021-01-28,56533.68267295
2021-01-29,127181.04526315
2021-01-30,33396.45156924
2021-01-31,27621.52275979
2021-02-01,32688.58584047
2021-02-02,52210.08309271
2021-02-03,52339.03828995
2021-02-04,45434.2985397
2021-02-05,44191.98760355
2021-02-06,31542.63507572
2021-02-07,41316.60150523
2021-02-08,52761.64898455
2021-02-09,64714.24706434
2021-02-10,34781.55057275
2021-02-11,35632.63087425
2021-02-12,27225.45310363
2021-02-13,29233.59462074
2021-02-14,37565.74695478
2021-02-15,30786.13590525
2021-02-16,111758.10394471
2021-02-17,36103.03786861
2021-02-18,27105.08185714
2021-02-19,45511.83866701
2021-02-20,33690.78544838
2021-02-21,36574.53516301
2021-02-22,46858.81073293
2021-02-23,42401.12206521
2021-02-24,36817.43575783
2021-02-25,42776.47559579
2021-02-26,42884.89508817
2021-02-27,34350.15307908
2021-02-28,49035.65360464
2021-03-01,40225.31074522
2021-03-02,22745.29315348
2021-03-03,26560.61054386
2021-03-04,37274.61086432
2021-03-05,28548.51320785
2021-03-06,29216.1895687
2021-03-07,22299.80260714
2021-03-08,30229.16945596
2021-03-09,27737.85900523
2021-03-10,23101.72804788
2021-03-11,34355.63686715
2021-03-12,35514.12744545
2021-03-13,51278.34481282
2021-03-14,23263.47644661
2021-03-15,44192.72486154
2021-03-16,31804.35819759
2021-03-17,29289.41602459
2021-03-18,4242.83200303
2021-03-19,3840.59447724
2021-03-20,9219.5556089
2021-03-21,14797.1627067
2021-03-22,14245.27200612
2021-03-23,13173.04196542
2021-03-24,13681.52240297
2021-03-25,13568.49112109
2021-03-26,17199.01816966
2021-03-27,11191.48984259
2021-03-28,8598.74318401
2021-03-29,10253.60677464
2021-03-30,11675.64918826
2021-03-31,11703.31115773
2021-04-01,15000.77898004
2021-04-02,11464.18125126
2021-04-03,12604.65034689
2021-04-04,12201.98100248
2021-04-05,15112.19431517
2021-04-06,29695.38445185
2021-04-07,23545.81015161
2021-04-08,12736.93647033
2021-04-09,14746.32247627
2021-04-10,13042.59897315
2021-04-11,10165.59135961
2021-04-12,19279.32298388
2021-04-13,18800.92793524
2021-04-14,18221.76328815
2021-04-15,13541.676056
2021-04-16,23454.59236368
2021-04-17,15440.09743838
2021-04-18,39437.65132905
2021-04-19,17174.21394538
2021-04-20,20146.49955967
2021-04-21,20674.01409564
2021-04-22,33710.29907082
2021-04-23,18591.96212487
2021-04-24,21119.06174567
2021-04-25,19620.41659828
2021-04-26,25068.95110186
2021-04-27,21353.61822494
2021-04-28,25763.59110718
2021-04-29,20459.39217144
2021-04-30,18018.23632076
2021-05-01,16346.63476212
2021-05-02,11735.70303315
2021-05-03,17521.77967833
2021-05-04,20945.72334259
2021-05-05,19864.16973553
2021-05-06,22943.16326637
2021-05-07,13685.93732375
2021-05-08,14718.21048191
2021-05-09,14834.8652972
2021-05-10,19673.12354526
2021-05-11,13916.38205375
2021-05-12,13981.16008445
2021-05-13,17522.8890929
2021-05-14,17201.63499775
2021-05-15,12814.71276376
2021-05-16,16733.76964569
2021-05-17,20734.79955562
2021-05-18,14979.12681618
2021-05-19,23978.87298164
2021-05-20,18053.39251776
2021-05-21,17539.25336807
2021-05-22,25690.07622558
2021-05-23,25723.12756371
2021-05-24,25128.76307491
2021-05-25,20716.44909339
2021-05-26,24185.72147326
2021-05-27,15865.78719267
2021-05-28,11801.04843636
2021-05-29,13833.89450935
2021-05-30,23884.07167695
2021-05-31,16947.51620836
2021-06-01,15358.08813983
2021-06-02,15662.02859077
2021-06-03,15375.74340686
2021-06-04,10880.37979287
2021-06-05,12726.74690726
2021-06-06,11846.79510886
2021-06-07,22453.86705082
2021-06-08,15330.3003836
2021-06-09,21036.01899342
2021-06-10,14964.2545895
2021-06-11,8831.64803992
2021-06-12,12537.97108946
2021-06-13,10874.68884013
2021-06-14,14730.72430274
2021-06-15,12568.86405597
2021-06-16,11505.3612741
2021-06-17,12009.36982782
2021-06-18,11027.77853518
2021-06-19,11850.30589696
2021-06-20,15590.50253152
2021-06-21,22447.41281277
2021-06-22,21640.92010579
2021-06-23,20144.0972372
2021-06-24,17965.00363591
2021-06-25,19529.77089348
2021-06-26,14537.71845666
2021-06-27,19453.41391967
2021-06-28,11653.68440982
2021-06-29,16610.18493853
2021-06-30,12119.55095976
2021-07-01,10979.06138324
2021-07-02,8015.44834289
2021-07-03,8311.8596163
2021-07-04,7439.03053343
2021-07-05,11141.37030081
2021-07-06,12801.72111443
2021-07-07,9373.24694468
2021-07-08,20479.44534171
2021-07-09,13504.88999192
2021-07-10,7892.06331155
2021-07-11,6417.27011583
2021-07-12,9823.07209013
2021-07-13,12335.23224033
2021-07-14,11178.52253881
2021-07-15,9936.73632175
2021-07-16,8398.10143775
2021-07-17,10895.31509805
2021-07-18,9356.12350161
2021-07-19,10843.53920155
2021-07-20,13164.85068792
2021-07-21,14983.87692186
2021-07-22,10710.52847277
2021-07-23,10726.09022516
2021-07-24,12403.942847
2021-07-25,10272.17075071
2021-07-26,18901.39990032
2021-07-27,16820.61179681
2021-07-28,12810.13147839
2021-07-29,15686.86005316
2021-07-30,13062.52598426
2021-07-31,13482.53661538
2021-08-01,13994.42287356
2021-08-02,12932.13804947
2021-08-03,11453.10142544
2021-08-04,11103.40812153
2021-08-05,13041.58169626
2021-08-06,13430.96425284
2021-08-07,12414.5511082
2021-08-08,13767.81027281
2021-08-09,13000.97430292
2021-08-10,12734.27566663
2021-08-11,16609.0016946
2021-08-12,12945.0557295
2021-08-13,13847.20870025
2021-08-14,11324.30292005
2021-08-15,11877.38611855
2021-08-16,14588.17227356
2021-08-17,10081.41407169
2021-08-18,11659.78360353
2021-08-19,10376.27839744
2021-08-20,11024.63728859
2021-08-21,7553.93095238
2021-08-22,8212.84599095
2021-08-23,12667.28484101
2021-08-24,10269.05976296
2021-08-25,11158.18450628
2021-08-26,172989.60230023
2021-08-27,9848.89626418
2021-08-28,9706.26298539
2021-08-29,11181.45019865
2021-08-30,49932.2963293
2021-08-31,15202.79110599
2021-09-01,44634.07040043
2021-09-02,12375.87404837
2021-09-03,11146.12246349
2021-09-04,9286.65617443
2021-09-05,10055.24843948
2021-09-06,9663.28089004
2021-09-07,20406.7527382
2021-09-08,12511.19519417
2021-09-09,9632.43626227
2021-09-10,10232.11185325
2021-09-11,7952.38976711
2021-09-12,7918.64585241
2021-09-13,9740.95825517
2021-09-14,36801.9969292
2021-09-15,9333.02546645
2021-09-16,12367.111832
2021-09-17,14360.95027551
2021-09-18,12501.69576675
2021-09-19,10129.26627306
2021-09-20,41512.85834197
2021-09-21,19432.68145058
2021-09-22,17364.20727944
2021-09-23,40191.06821881
2021-09-24,22412.98185614
2021-09-25,15599.2165647
2021-09-26,36453.95181769
2021-09-27,13385.65624531
2021-09-28,37662.95191204
2021-09-29,30693.23284595
2021-09-30,16624.81343889
2021-10-01,18953.91236497
2021-10-02,35258.29629712
2021-10-03,14909.46012071
2021-10-04,13323.8654086
2021-10-05,32137.6631505
2021-10-06,27308.34168991
2021-10-07,21573.40607681
2021-10-08,34301.31996881
2021-10-09,16930.78153433
2021-10-10,15203.93563505
2021-10-11,32150.87365472
2021-10-12,16648.54321209
2021-10-13,17589.74295859
2021-10-14,31772.58387399
2021-10-15,21447.35230768
2021-10-16,32914.20872912
2021-10-17,13832.6910403
2021-10-18,88570.76528176
2021-10-19,34454.86869184
2021-10-20,20286.00356654
2021-10-21,36026.53144185
2021-10-22,18797.17193936
2021-10-23,20419.76891475
2021-10-24,20071.31322369
2021-10-25,15191.88040888
2021-10-26,38298.95903784
2021-10-27,23208.3478102
2021-10-28,33295.30260135
2021-10-29,14798.53965024
2021-10-30,18129.9560989
2021-10-31,18427.41932658
2021-11-01,24307.15470866
2021-11-02,17345.21347474
2021-11-03,26620.3291775
2021-11-04,18431.54855014
2021-11-05,20728.75635684
2021-11-06,20215.59923729
2021-11-07,15523.65266699
2021-11-08,29605.71629666
2021-11-09,25566.69823611
2021-11-10,28079.41944374
2021-11-11,21519.63844926
2021-11-12,26228.82122118
2021-11-13,12201.74734017
2021-11-14,15171.92179379
2021-11-15,6193.70771629
2021-11-16,17056.49477598
2021-11-17,23313.79366449
2021-11-18,21474.02288963
2021-11-19,12909.39897743
2021-11-20,16745.93562629
2021-11-21,10505.7908843
2021-11-22,18375.75313756
2021-11-23,17553.4445476
2021-11-24,17473.14519006
2021-11-25,13039.32068133
2021-11-26,21735.23945219
2021-11-27,15825.98308349
2021-11-28,17569.73399168
2021-11-29,14384.00930273
2021-11-30,70103.1924257
2021-12-01,14650.54256951
2021-12-02,19404.39623157
2021-12-03,13858.85188198
2021-12-04,30796.79817384
2021-12-05,19086.13253984
2021-12-06,55982.44152675
2021-12-07,31822.30039857
2021-12-08,33547.46469122
2021-12-09,20620.60621159
2021-12-10,26217.81450547
2021-12-11,12658.41649652
2021-12-12,10108.82722275
2021-12-13,21993.24318009
2021-12-14,32014.65020894
2021-12-15,26851.10644469
2021-12-16,23366.26907331
2021-12-17,19281.36477696
2021-12-18,17001.49760647
2021-12-19,15461.37525175
2021-12-20,25917.35127962
2021-12-21,13153.33556569
2021-12-22,13298.68480515
2021-12-23,21802.76167118
2021-12-24,16517.66619502
2021-12-25,16314.73719953
2021-12-26,13041.80228746
2021-12-27,118814.61078155
2021-12-28,21881.39566604
2021-12-29,23532.83616346
2021-12-30,21746.48382545
2021-12-31,22455.24868943
2022-01-01,11352.68669739
2022-01-02,11324.04959516
2022-01-03,16747.55277891
2022-01-04,20388.63290253
2022-01-05,18827.83227423
2022-01-06,18204.85196769
2022-01-07,26062.38803746
2022-01-08,14142.69295898
2022-01-09,11375.18608892
2022-01-10,20574.79645052
2022-01-11,16699.54381073
2022-01-12,17145.71223028
2022-01-13,17567.12552132
2022-01-14,16847.39162824
2022-01-15,12346.04272698
2022-01-16,14966.15877301
2022-01-17,16961.03407828
2022-01-18,16156.41746677
2022-01-19,15060.23259377
2022-01-20,19858.11513319
2022-01-21,21609.39689175
2022-01-22,86815.82943043
2022-01-23,9024.77680633
2022-01-24,17577.6665737
2022-01-25,21947.05301966
2022-01-26,19398.30073321
2022-01-27,15087.35272156
2022-01-28,19710.9842179
2022-01-29,23360.7988028
2022-01-30,10712.93887272
2022-01-31,12500.53895662
2022-02-01,25341.71924357
2022-02-02,10203.97069454
2022-02-03,18239.16178575
2022-02-04,23149.40977954
2022-02-05,9720.69848641
2022-02-06,12841.50247774
2022-02-07,17128.07679092
2022-02-08,18792.981072
2022-02-09,12907.65065247
2022-02-10,28989.99419681
2022-02-11,19410.29955298
2022-02-12,9510.15662566
2022-02-13,14291.72034055
2022-02-14,18537.97546518
2022-02-15,11216.47296767
2022-02-16,13311.53728066
2022-02-17,17125.75714779
2022-02-18,12407.88166967
2022-02-19,10205.54636779
2022-02-20,19624.68539972
2022-02-21,16471.82746911
2022-02-22,15481.18992561
2022-02-23,21368.93101174
2022-02-24,20142.2263364
2022-02-25,26416.24384386
2022-02-26,13167.72508913
2022-02-27,9716.76576528
2022-02-28,25368.39044304
2022-03-01,20337.48283004
2022-03-02,10656.35344429
2022-03-03,28950.74890122
2022-03-04,15311.21863962
2022-03-05,15784.7097273
2022-03-06,10351.63467255
2022-03-07,25672.14959146
2022-03-08,11127.93411053
2022-03-09,24532.65627136
2022-03-10,22202.47664297
2022-03-11,12890.2753071
2022-03-12,15640.34559115
2022-03-13,12476.70763118
2022-03-14,12298.33986698
2022-03-15,21258.13233735
2022-03-16,16347.32234063
2022-03-17,21762.95122282
2022-03-18,19090.82186464
2022-03-19,18496.31992227
2022-03-20,12553.00114588
2022-03-21,39993.0749822
2022-03-22,16140.33310584
2022-03-23,18252.34918226
2022-03-24,22466.00370501
2022-03-25,20454.17100553
2022-03-26,13000.24073889
2022-03-27,11470.12727583
2022-03-28,26764.85130849
2022-03-29,23248.18400324
2022-03-30,17062.61650442
2022-03-31,23123.73206504
2022-04-01,18300.06623279
2022-04-02,19373.30994437
2022-04-03,13878.29798577
2022-04-04,16836.47117387
2022-04-05,12978.84663855
2022-04-06,19838.07328027
2022-04-07,16974.47650394
2022-04-08,16174.51713293
2022-04-09,13451.29774842
2022-04-10,10096.38193572
2022-04-11,17535.569389
2022-04-12,18635.91448453
