date,Exchange Netflow (Total)
2020-07-31,-19983713.52126895
2020-08-01,10404960.18689719
2020-08-02,198226305.6848572
2020-08-03,27828641.62974886
2020-08-04,-46070458.61990646
2020-08-05,68496537.82394525
2020-08-06,60924071.62898403
2020-08-07,9322948.87562318
2020-08-08,224902438.84105
2020-08-09,23726846.00812201
2020-08-10,-148123435.11495996
2020-08-11,-94453287.21254691
2020-08-12,26632408.00419719
2020-08-13,-72465562.65693614
2020-08-14,37723307.98280622
2020-08-15,45585180.08263907
2020-08-16,15255379.53216696
2020-08-17,41538214.59923017
2020-08-18,44243233.69217297
2020-08-19,-1031436682.4306448
2020-08-20,33654696.02368861
2020-08-21,-79731113.45900118
2020-08-22,8948069.71965192
2020-08-23,-29735128.85919299
2020-08-24,-123964051.50447842
2020-08-25,32872382.84500699
2020-08-26,7277725.48869091
2020-08-27,167142640.53841802
2020-08-28,99328414.81646976
2020-08-29,1511633.01542395
2020-08-30,-1997280.46654122
2020-08-31,30972527.02063886
2020-09-01,-13835070.87463724
2020-09-02,72600654.22045995
2020-09-03,11148883.0788964
2020-09-04,28500064.43241171
2020-09-05,33163465.49219961
2020-09-06,43203023.54749431
2020-09-07,15296052.9191551
2020-09-08,6427772.27678843
2020-09-09,17340227.36167794
2020-09-10,93971592.71452367
2020-09-11,81150043.04033053
2020-09-12,-13887467.07735735
2020-09-13,9689208.01687587
2020-09-14,40696023.99679443
2020-09-15,16001662.40783674
2020-09-16,9228182.50703835
2020-09-17,-112255755.04257274
2020-09-18,-41996687.60587257
2020-09-19,-10804703.91110228
2020-09-20,-78222567.68553752
2020-09-21,-78981736.78110433
2020-09-22,5793292.55977684
2020-09-23,-16846879.85597418
2020-09-24,-6589556.01232633
2020-09-25,6193545.02522918
2020-09-26,30785991.52885845
2020-09-27,-6775784.23464178
2020-09-28,28539181.94827466
2020-09-29,-18893623.6023686
2020-09-30,-7723382.15658914
2020-10-01,-52281634.39019021
2020-10-02,29573917.61880605
2020-10-03,-76169447.2785534
2020-10-04,9842986.338494
2020-10-05,2213715.54052186
2020-10-06,-18647748.12364325
2020-10-07,18744523.73294057
2020-10-08,12119994.71974606
2020-10-09,56036212.11122751
2020-10-10,-9136601.29171504
2020-10-11,-7696541.97954121
2020-10-12,15141080.4094406
2020-10-13,-31036429.18427448
2020-10-14,25942276.36779278
2020-10-15,-1123217.6359315
2020-10-16,13837852.57081075
2020-10-17,-11814517.92366208
2020-10-18,-679646.77414097
2020-10-19,-1871491.42274611
2020-10-20,23183504.86355865
2020-10-21,84157015.12306228
2020-10-22,-36769544.07134726
2020-10-23,39713558.73340762
2020-10-24,4935473.01761629
2020-10-25,18740631.43713069
2020-10-26,-137283323.93599755
2020-10-27,-70668150.2701529
2020-10-28,-75274489.23653705
2020-10-29,14172415.36956827
2020-10-30,-55177983.55416299
2020-10-31,-8223702.11774111
2020-11-01,47011.84999974
2020-11-02,-151588205.86490571
2020-11-03,589788430.9222039
2020-11-04,71666823.04562059
2020-11-05,-72045074.50672752
2020-11-06,7447011.1246093
2020-11-07,-160020553.91875795
2020-11-08,30605746.83107913
2020-11-09,-8170210.78875441
2020-11-10,75839886.61484621
2020-11-11,-155909209.95149362
2020-11-12,-15192225.16515836
2020-11-13,1702533164.5246625
2020-11-14,-12152813.36372312
2020-11-15,12201670.64782443
2020-11-16,-101802929.43759248
2020-11-17,86902765.88932562
2020-11-18,-219449593.3033205
2020-11-19,11480218.50838117
2020-11-20,-139861301.08025125
2020-11-21,80270416.98168752
2020-11-22,-86902641.46060903
2020-11-23,-37750684.40935167
2020-11-24,326366192.7438217
2020-11-25,-2309911.03279933
2020-11-26,-131764652.34289302
2020-11-27,13180715.18224126
2020-11-28,4634794.4637231
2020-11-29,-94786777.17296584
2020-11-30,118152582.89518768
2020-12-01,-86726530.90204458
2020-12-02,44151577.91737641
2020-12-03,-55835662.29856105
2020-12-04,1138449868.6975656
2020-12-05,30311539.85875764
2020-12-06,6329590.78401002
2020-12-07,36623164.42994532
2020-12-08,20364403.04156649
2020-12-09,70684567.55601783
2020-12-10,-82489416.85291852
2020-12-11,66659605.67769586
2020-12-12,-30821461.34937437
2020-12-13,-82200339.46411452
2020-12-14,-71781851.34198062
2020-12-15,-101001242.19640416
2020-12-16,-18011671.27553131
2020-12-17,377261312.70052665
2020-12-18,-23896989.27378406
2020-12-19,31265895.73138088
2020-12-20,181592747.4508032
2020-12-21,60989499.29030935
2020-12-22,121555639.66997376
2020-12-23,-69028291.69122367
2020-12-24,-49643481.84352788
2020-12-25,-74972401.7836158
2020-12-26,29687134.94467145
2020-12-27,2023408.24732946
2020-12-28,67917433.7651475
2020-12-29,-168160553.5661594
2020-12-30,129874123.1876248
2020-12-31,100683919.07776377
2021-01-01,-145646116.80294132
2021-01-02,-72556784.62107264
2021-01-03,57880617.11443773
2021-01-04,528106246.933574
2021-01-05,4374777.12991188
2021-01-06,117569031.99488196
2021-01-07,162214901.27873546
2021-01-08,27599917.43520803
2021-01-09,843853455.3911558
2021-01-10,-40661065.62363206
2021-01-11,18557936.03126483
2021-01-12,-172524364.2872866
2021-01-13,-134444723.03765458
2021-01-14,292460003.23455113
2021-01-15,66701211.9107574
2021-01-16,-1374178.34079352
2021-01-17,20942301.81966075
2021-01-18,-123198352.0418731
2021-01-19,11557447.24085953
2021-01-20,98595428.70802976
2021-01-21,30921511.89569983
2021-01-22,565640085.2344031
2021-01-23,-55398345.91367067
2021-01-24,48635189.68804393
2021-01-25,-193018872.47828144
2021-01-26,-78519378.93218352
2021-01-27,-79179753.29257126
2021-01-28,-77453377.08264887
2021-01-29,915912361.1897068
2021-01-30,46647674.36733077
2021-01-31,64431515.60676039
2021-02-01,62275615.36530627
2021-02-02,-128287865.6921186
2021-02-03,-2266932558.123199
2021-02-04,-225209337.4938852
2021-02-05,-298713093.86767566
2021-02-06,185908.15642755
2021-02-07,-175124554.7639374
2021-02-08,225960794.9252528
2021-02-09,30084715.28248836
2021-02-10,65471897.5325622
2021-02-11,61654068.80111673
2021-02-12,30505105.77193479
2021-02-13,13446581.54537862
2021-02-14,-39235845.84037691
2021-02-15,133124176.84974045
2021-02-16,-158143421.72636962
2021-02-17,-420945686.3643042
2021-02-18,78884914.47259927
2021-02-19,29857849.75725517
2021-02-20,173990502.58282715
2021-02-21,103392335.90574594
2021-02-22,136824682.4150527
2021-02-23,27597526.6457213
2021-02-24,43743660.66162527
2021-02-25,-33251570.18320033
2021-02-26,-17238914.29359515
2021-02-27,-13084871.42821147
2021-02-28,73647246.99053161
2021-03-01,146715038.93526316
2021-03-02,-119432625.05635844
2021-03-03,16397755.72927041
2021-03-04,36715331.90693003
2021-03-05,26074330.89054045
2021-03-06,61811339.06726079
2021-03-07,-76237887.3504324
2021-03-08,49940549.3639274
2021-03-09,-25970109.15105398
2021-03-10,-388991064.07026577
2021-03-11,39203781.05755448
2021-03-12,-23917187.33671317
2021-03-13,510425206.5720959
2021-03-14,31251549.31599902
2021-03-15,-98877493.32625592
2021-03-16,-76585385.13996112
2021-03-17,115281620.28854312
2021-03-18,652395157.6567311
2021-03-19,193685609.92590785
2021-03-20,-124927637.94417349
2021-03-21,170870858.05604267
2021-03-22,67852169.41578603
2021-03-23,16900031.91151289
2021-03-24,570148.49781816
2021-03-25,114705271.4421217
2021-03-26,465431952.4855189
2021-03-27,30007847.88281968
2021-03-28,-78748202.9461683
2021-03-29,-142730207.61855075
2021-03-30,49368601.83105952
2021-03-31,-11204389.83369588
2021-04-01,190447844.6576848
2021-04-02,61643323.81968166
2021-04-03,-64121594.1652254
2021-04-04,-27216078.78870856
2021-04-05,-46976788.51709722
2021-04-06,-1066341979.2402391
2021-04-07,101017946.26411664
2021-04-08,-376611018.9885978
2021-04-09,-529594373.2798849
2021-04-10,-270429077.32042533
2021-04-11,-203093633.4481817
2021-04-12,741695402.94149
2021-04-13,168203370.70069462
2021-04-14,136967414.839474
2021-04-15,113343498.19862494
2021-04-16,168244149.97362226
2021-04-17,217283753.95546657
2021-04-18,716222979.9172025
2021-04-19,-460923527.69212806
2021-04-20,78992103.45992225
2021-04-21,-370810326.0299274
2021-04-22,-286594500.35314584
2021-04-23,-459304848.61923015
2021-04-24,64475646.13074391
2021-04-25,97085843.3822543
2021-04-26,-38437243.62247616
2021-04-27,161982035.87109962
2021-04-28,-13113452.53953943
2021-04-29,-368164498.956733
2021-04-30,-17014942.54069651
2021-05-01,92763425.31364807
2021-05-02,-42159615.23797948
2021-05-03,200876107.4043814
2021-05-04,-394658378.41531366
2021-05-05,2760894.74441056
2021-05-06,424521283.9280535
2021-05-07,101719363.2983904
2021-05-08,348118743.24342805
2021-05-09,4474628.01997577
2021-05-10,107566255.67748784
2021-05-11,25554923.04421188
2021-05-12,196720922.6985052
2021-05-13,-68969133.2785468
2021-05-14,117666710.04813644
2021-05-15,-246659911.8435566
2021-05-16,97386092.31338575
2021-05-17,106917533.9509643
2021-05-18,161940644.66225865
2021-05-19,643475927.6154778
2021-05-20,271690192.2452136
2021-05-21,38521570.47510803
2021-05-22,-210095196.56358704
2021-05-23,-179045147.6987323
2021-05-24,83358954.4204809
2021-05-25,8002886.3502019
2021-05-26,202114478.2141885
2021-05-27,-14276422.37741581
2021-05-28,-235901222.8351985
2021-05-29,-117935993.62581356
2021-05-30,276941971.7484572
2021-05-31,-94667265.53426433
2021-06-01,70818554.23189662
2021-06-02,124731935.2651148
2021-06-03,6551725.42752732
2021-06-04,-376483311.3963541
2021-06-05,-39903212.0941195
2021-06-06,21152267.67530141
2021-06-07,-194214668.12337783
2021-06-08,-79096632.57689121
2021-06-09,154157601.15542087
2021-06-10,-183479467.9241293
2021-06-11,-2316797.97475648
2021-06-12,39373141.61208554
2021-06-13,31506194.42019973
2021-06-14,78773978.3177318
2021-06-15,39163770.08063915
2021-06-16,-44529862.82358703
2021-06-17,15720298.39706944
2021-06-18,10483454.26750124
2021-06-19,76019042.81900787
2021-06-20,85203156.95741822
2021-06-21,-93116044.76694064
2021-06-22,-49277966.16761839
2021-06-23,168669386.58778718
2021-06-24,-360313855.47770095
2021-06-25,147250173.41220728
2021-06-26,-10374546.88771817
2021-06-27,-27238243.2055867
2021-06-28,-57664660.57850156
2021-06-29,91454431.12021074
2021-06-30,8129248.23978252
2021-07-01,-103191558.99188468
2021-07-02,-138542580.030839
2021-07-03,-10634844.95687903
2021-07-04,-52988917.49755418
2021-07-05,-12324904.33495951
2021-07-06,42393059.59563078
2021-07-07,-117622834.9138424
2021-07-08,99555248.2073487
2021-07-09,-99837875.76432674
2021-07-10,6453977.2477635
2021-07-11,-37788439.41408888
2021-07-12,-1349573.98582608
2021-07-13,-55897098.85391758
2021-07-14,-75279562.531183
2021-07-15,-1310446.9306381
2021-07-16,-87290674.47365741
2021-07-17,-25783729.75269431
2021-07-18,-15496442.12049628
2021-07-19,-103414765.51766096
2021-07-20,-73561657.44804035
2021-07-21,-86944754.26495308
2021-07-22,-37807572.43794723
2021-07-23,-1846775.4261093
2021-07-24,20700121.52851424
2021-07-25,31024484.0372126
2021-07-26,97499129.51930717
2021-07-27,74857181.65911579
2021-07-28,48338633.65983726
2021-07-29,-215705616.52750048
2021-07-30,-103689791.16574532
2021-07-31,39517932.44414047
2021-08-01,19321946.99195733
2021-08-02,137593184.95958263
2021-08-03,-144316243.01316094
2021-08-04,-69484667.4979665
2021-08-05,-151820403.9666735
2021-08-06,-10374323.00076503
2021-08-07,-9243962.86499334
2021-08-08,48096098.24312792
2021-08-09,53858469.94095728
2021-08-10,-79521672.90850073
2021-08-11,157801240.33050025
2021-08-12,-128239057.188466
2021-08-13,-48692773.04637286
2021-08-14,45701273.02421562
2021-08-15,73577868.49758828
2021-08-16,264230202.9797797
2021-08-17,-208897481.73123443
2021-08-18,41864476.02345522
2021-08-19,-180095908.42812797
2021-08-20,37199023.77879123
2021-08-21,-97483748.26383293
2021-08-22,23910339.02054542
2021-08-23,171412846.3731906
2021-08-24,-59766287.99366993
2021-08-25,1617230.31292418
2021-08-26,9438345678.661213
2021-08-27,-7124082.76418114
2021-08-28,-46209176.74652191
2021-08-29,116845016.22257628
2021-08-30,-15809891.12999526
2021-08-31,71735818.85808772
2021-09-01,-81810475.48746912
2021-09-02,-39649786.58489353
2021-09-03,13406837.71988032
2021-09-04,69439488.34453584
2021-09-05,46298813.51082464
2021-09-06,406247.48559731
2021-09-07,594895076.7958394
2021-09-08,227707430.0400905
2021-09-09,67960983.55432847
2021-09-10,-195405917.76522964
2021-09-11,5341403.90464056
2021-09-12,10772213.46758751
2021-09-13,37517568.45435995
2021-09-14,26868037.61199217
2021-09-15,-463564404.336414
2021-09-16,-469035036.0059097
2021-09-17,-100652338.76419002
2021-09-18,225695229.89288288
2021-09-19,190297639.2586863
2021-09-20,1343379459.7439606
2021-09-21,49531686.64364681
2021-09-22,26720028.05981398
2021-09-23,-88799844.91349554
2021-09-24,-39551236.75748372
2021-09-25,-87482965.6842825
2021-09-26,-358243610.7511911
2021-09-27,-410198390.6002357
2021-09-28,671007010.3956662
2021-09-29,12593732.98320595
2021-09-30,-189958767.53144875
2021-10-01,-168558074.8590471
2021-10-02,-149922347.19017226
2021-10-03,-88009319.41037783
2021-10-04,-326006821.3091235
2021-10-05,393281461.2931016
2021-10-06,-259432298.844416
2021-10-07,145157992.97861248
2021-10-08,-652132.97087264
2021-10-09,48349396.2885468
2021-10-10,-69947465.22700268
2021-10-11,-71538115.84561045
2021-10-12,-23223427.82212807
2021-10-13,-73099718.9856326
2021-10-14,-72214879.44497931
2021-10-15,-60447218.340183
2021-10-16,-22389473.21920214
2021-10-17,-26955631.3598197
2021-10-18,6391926551.856409
2021-10-19,-92296701.71624066
2021-10-20,-51641303.47167294
2021-10-21,-53435760.68486577
2021-10-22,-226108199.405556
2021-10-23,-215092550.83791107
2021-10-24,-153314533.602158
2021-10-25,-94730743.66354115
2021-10-26,458188467.1498219
2021-10-27,477649098.0431444
2021-10-28,-80190316.74061367
2021-10-29,-101641847.79052642
2021-10-30,-156633906.32470632
2021-10-31,-17491397.2509089
2021-11-01,38125334.64705166
2021-11-02,287961671.44905305
2021-11-03,415888200.2475655
2021-11-04,-576898481.7427058
2021-11-05,1029170.3195346
2021-11-06,276145604.6546596
2021-11-07,167694825.2384593
2021-11-08,468733175.7683287
2021-11-09,-1609599146.82291
2021-11-10,-362450459.4081952
2021-11-11,238977365.28256288
2021-11-12,138977504.6581227
2021-11-13,-146374916.76976305
2021-11-14,-226499385.1454096
2021-11-15,-135902235.29934692
2021-11-16,-833489171.1840693
2021-11-17,161271852.81592846
2021-11-18,-797847132.4365039
2021-11-19,-702256557.901147
2021-11-20,-542295708.9644006
2021-11-21,-219659523.2351124
2021-11-22,-667243021.2900583
2021-11-23,-1001506053.4534566
2021-11-24,-674444689.4346814
2021-11-25,-781145175.8283402
2021-11-26,-424693598.6864786
2021-11-27,-129259264.9284574
2021-11-28,-206911383.2910685
2021-11-29,-960580573.9533992
2021-11-30,4429224839.424011
2021-12-01,-6804124.10801128
2021-12-02,-476914307.9414959
2021-12-03,640038030.816123
2021-12-04,-180825335.2924285
2021-12-05,272347644.85458136
2021-12-06,2723709644.30038
2021-12-07,-385503928.3483085
2021-12-08,1771950990.4731812
2021-12-09,-2486849286.8166723
2021-12-10,477838663.5778285
2021-12-11,-213254216.7320047
2021-12-12,-74024353.9527833
2021-12-13,-502139388.78285766
2021-12-14,-661398293.4057935
2021-12-15,604903837.9101989
2021-12-16,-45797604.48966327
2021-12-17,-205794204.7198004
2021-12-18,-223055081.5845095
2021-12-19,-256382873.0921893
2021-12-20,866915151.7756509
2021-12-21,-305516624.519568
2021-12-22,-229587638.1216788
2021-12-23,-1561422593.1794422
2021-12-24,5332522917.020013
2021-12-25,82434413.63819335
2021-12-26,-252621720.04002345
2021-12-27,-382584355.09425193
2021-12-28,-244036805.80569893
2021-12-29,-178660148.31630397
2021-12-30,1662530045.758098
2021-12-31,-38481723.25771889
2022-01-01,-82335258.16261663
2022-01-02,-14249883.44967448
2022-01-03,6962319.97130629
2022-01-04,-566983507.1557368
2022-01-05,355256170.8769417
2022-01-06,-51691654.47088066
2022-01-07,-524900596.94721127
2022-01-08,-42196406.04595011
2022-01-09,-99522062.04504524
2022-01-10,-45108662.86305593
2022-01-11,123028829.30151302
2022-01-12,49494087.02355833
2022-01-13,-165292907.01950955
2022-01-14,-276883095.90388614
2022-01-15,357122975.0074066
2022-01-16,-97430369.29459564
2022-01-17,-59005971.94942079
2022-01-18,121091412.10210758
2022-01-19,50628658.36047602
2022-01-20,4027227.382226
