date,timestamp_utc,Exchange Inflow (Top10)
2020-11-08,2020-11-08T00:00:00Z,27490036.261261
2020-11-09,2020-11-09T00:00:00Z,90900143.248751
2020-11-10,2020-11-10T00:00:00Z,33818672.986822
2020-11-11,2020-11-11T00:00:00Z,121105040.685178
2020-11-12,2020-11-12T00:00:00Z,27176564.161855
2020-11-13,2020-11-13T00:00:00Z,1645769237.997531
2020-11-14,2020-11-14T00:00:00Z,13899791.649634
2020-11-15,2020-11-15T00:00:00Z,21366659.125125
2020-11-16,2020-11-16T00:00:00Z,125557617.470375
2020-11-17,2020-11-17T00:00:00Z,48476598.17959701
2020-11-18,2020-11-18T00:00:00Z,697477548.106728
2020-11-19,2020-11-19T00:00:00Z,19027890.978047
2020-11-20,2020-11-20T00:00:00Z,123164078.094923
2020-11-21,2020-11-21T00:00:00Z,49207087.82884601
2020-11-22,2020-11-22T00:00:00Z,15080089.326149
2020-11-23,2020-11-23T00:00:00Z,118822720.073519
2020-11-24,2020-11-24T00:00:00Z,435366939.95985496
2020-11-25,2020-11-25T00:00:00Z,169077865.200028
2020-11-26,2020-11-26T00:00:00Z,57492179.37324101
2020-11-27,2020-11-27T00:00:00Z,64634437.867645
2020-11-28,2020-11-28T00:00:00Z,44577410.251683
2020-11-29,2020-11-29T00:00:00Z,395914070.917336
2020-11-30,2020-11-30T00:00:00Z,501630907.498589
2020-12-01,2020-12-01T00:00:00Z,126528546.608197
2020-12-02,2020-12-02T00:00:00Z,44579807.041904
2020-12-03,2020-12-03T00:00:00Z,155497694.72515
2020-12-04,2020-12-04T00:00:00Z,1259927987.028341
2020-12-05,2020-12-05T00:00:00Z,39128651.50583601
2020-12-06,2020-12-06T00:00:00Z,26922652.331124
2020-12-07,2020-12-07T00:00:00Z,34222229.870152
2020-12-08,2020-12-08T00:00:00Z,29255362.282712
2020-12-09,2020-12-09T00:00:00Z,72737017.563987
2020-12-10,2020-12-10T00:00:00Z,30074368.082197
2020-12-11,2020-12-11T00:00:00Z,63547807.701287
2020-12-12,2020-12-12T00:00:00Z,1487418277.8064933
2020-12-13,2020-12-13T00:00:00Z,21998185.650499
2020-12-14,2020-12-14T00:00:00Z,147929647.466844
2020-12-15,2020-12-15T00:00:00Z,152926794.774467
2020-12-16,2020-12-16T00:00:00Z,68253502.83718
2020-12-17,2020-12-17T00:00:00Z,421274732.042651
2020-12-18,2020-12-18T00:00:00Z,36130951.591919
2020-12-19,2020-12-19T00:00:00Z,75286807.520448
2020-12-20,2020-12-20T00:00:00Z,236742118.500936
2020-12-21,2020-12-21T00:00:00Z,80408938.259827
2020-12-22,2020-12-22T00:00:00Z,73446677.38296701
2020-12-23,2020-12-23T00:00:00Z,207301857.75731692
2020-12-24,2020-12-24T00:00:00Z,100291131.371305
2020-12-25,2020-12-25T00:00:00Z,39236383.30108801
2020-12-26,2020-12-26T00:00:00Z,63455002.483823
2020-12-27,2020-12-27T00:00:00Z,47077858.891101
2020-12-28,2020-12-28T00:00:00Z,135236970.444062
2020-12-29,2020-12-29T00:00:00Z,142703111.52969
2020-12-30,2020-12-30T00:00:00Z,245921769.715372
2020-12-31,2020-12-31T00:00:00Z,48846446.36475
2021-01-01,2021-01-01T00:00:00Z,92166063.696967
2021-01-02,2021-01-02T00:00:00Z,30021574.52751701
2021-01-03,2021-01-03T00:00:00Z,93423856.890185
2021-01-04,2021-01-04T00:00:00Z,553134237.445359
2021-01-05,2021-01-05T00:00:00Z,89107237.556465
2021-01-06,2021-01-06T00:00:00Z,150047921.5743
2021-01-07,2021-01-07T00:00:00Z,123873999.126583
2021-01-08,2021-01-08T00:00:00Z,79592735.676948
2021-01-09,2021-01-09T00:00:00Z,810945532.8744899
2021-01-10,2021-01-10T00:00:00Z,32772694.699976
2021-01-11,2021-01-11T00:00:00Z,345335903.2653801
2021-01-12,2021-01-12T00:00:00Z,256811767.67266905
2021-01-13,2021-01-13T00:00:00Z,149665311.980119
2021-01-14,2021-01-14T00:00:00Z,562107755.0455499
2021-01-15,2021-01-15T00:00:00Z,42547650.507003
2021-01-16,2021-01-16T00:00:00Z,32933878.956222
2021-01-17,2021-01-17T00:00:00Z,67989893.275424
2021-01-18,2021-01-18T00:00:00Z,90864053.047248
2021-01-19,2021-01-19T00:00:00Z,195288009.415396
2021-01-20,2021-01-20T00:00:00Z,65114983.303608
2021-01-21,2021-01-21T00:00:00Z,72953823.030519
2021-01-22,2021-01-22T00:00:00Z,524925338.20639694
2021-01-23,2021-01-23T00:00:00Z,50466617.070564
2021-01-24,2021-01-24T00:00:00Z,69650669.004547
2021-01-25,2021-01-25T00:00:00Z,298618378.98391306
2021-01-26,2021-01-26T00:00:00Z,201800129.019102
2021-01-27,2021-01-27T00:00:00Z,174730490.58189
2021-01-28,2021-01-28T00:00:00Z,274864128.212625
2021-01-29,2021-01-29T00:00:00Z,1048962352.0151
2021-01-30,2021-01-30T00:00:00Z,61714796.398102
2021-01-31,2021-01-31T00:00:00Z,40600665.365321
2021-02-01,2021-02-01T00:00:00Z,61769303.878091
2021-02-02,2021-02-02T00:00:00Z,277809262.770864
2021-02-03,2021-02-03T00:00:00Z,306319502.29148203
2021-02-04,2021-02-04T00:00:00Z,295898766.63193303
2021-02-05,2021-02-05T00:00:00Z,245811207.328622
2021-02-06,2021-02-06T00:00:00Z,50284026.386865
2021-02-07,2021-02-07T00:00:00Z,249459590.421018
2021-02-08,2021-02-08T00:00:00Z,161527155.20420003
2021-02-09,2021-02-09T00:00:00Z,724487334.6858389
2021-02-10,2021-02-10T00:00:00Z,110144788.586966
2021-02-11,2021-02-11T00:00:00Z,55204324.362812
2021-02-12,2021-02-12T00:00:00Z,61046577.627037
2021-02-13,2021-02-13T00:00:00Z,54036823.281122
2021-02-14,2021-02-14T00:00:00Z,35894038.40501499
2021-02-15,2021-02-15T00:00:00Z,109920876.474942
2021-02-16,2021-02-16T00:00:00Z,1274301497.4658492
2021-02-17,2021-02-17T00:00:00Z,53886235.210004
2021-02-18,2021-02-18T00:00:00Z,71976327.589074
2021-02-19,2021-02-19T00:00:00Z,76535738.011797
2021-02-20,2021-02-20T00:00:00Z,106591439.82428
2021-02-21,2021-02-21T00:00:00Z,91227943.284154
2021-02-22,2021-02-22T00:00:00Z,207363602.377211
2021-02-23,2021-02-23T00:00:00Z,127932408.732487
2021-02-24,2021-02-24T00:00:00Z,88353560.16498399
2021-02-25,2021-02-25T00:00:00Z,81930153.480726
2021-02-26,2021-02-26T00:00:00Z,72324909.05441299
2021-02-27,2021-02-27T00:00:00Z,41624841.096904
2021-02-28,2021-02-28T00:00:00Z,63732442.47561
2021-03-01,2021-03-01T00:00:00Z,108394405.460943
2021-03-02,2021-03-02T00:00:00Z,92335600.98515502
2021-03-03,2021-03-03T00:00:00Z,85955657.783895
2021-03-04,2021-03-04T00:00:00Z,64870380.40163
2021-03-05,2021-03-05T00:00:00Z,77165778.089894
2021-03-06,2021-03-06T00:00:00Z,53450054.27923299
2021-03-07,2021-03-07T00:00:00Z,45772614.373402
2021-03-08,2021-03-08T00:00:00Z,77247239.865373
2021-03-09,2021-03-09T00:00:00Z,72970386.857397
2021-03-10,2021-03-10T00:00:00Z,151343012.44019002
2021-03-11,2021-03-11T00:00:00Z,129545976.361178
2021-03-12,2021-03-12T00:00:00Z,258341749.754897
2021-03-13,2021-03-13T00:00:00Z,374313975.868195
2021-03-14,2021-03-14T00:00:00Z,81140881.86851
2021-03-15,2021-03-15T00:00:00Z,362638634.477125
2021-03-16,2021-03-16T00:00:00Z,308431023.425065
2021-03-17,2021-03-17T00:00:00Z,123746099.173637
2021-03-18,2021-03-18T00:00:00Z,82903153.719914
2021-03-19,2021-03-19T00:00:00Z,126779836.557805
2021-03-20,2021-03-20T00:00:00Z,78610904.541861
2021-03-21,2021-03-21T00:00:00Z,85976318.288187
2021-03-22,2021-03-22T00:00:00Z,164366094.215004
2021-03-23,2021-03-23T00:00:00Z,182068637.56953505
2021-03-24,2021-03-24T00:00:00Z,156970203.94335398
2021-03-25,2021-03-25T00:00:00Z,120986343.36514
2021-03-26,2021-03-26T00:00:00Z,160953605.697778
2021-03-27,2021-03-27T00:00:00Z,203232216.402104
2021-03-28,2021-03-28T00:00:00Z,80479548.165984
2021-03-29,2021-03-29T00:00:00Z,93030531.195128
2021-03-30,2021-03-30T00:00:00Z,94751782.378453
2021-03-31,2021-03-31T00:00:00Z,79906132.165996
2021-04-01,2021-04-01T00:00:00Z,260576144.68861
2021-04-02,2021-04-02T00:00:00Z,202518200.814435
2021-04-03,2021-04-03T00:00:00Z,129231283.811024
2021-04-04,2021-04-04T00:00:00Z,67875445.84738699
2021-04-05,2021-04-05T00:00:00Z,154198348.649095
2021-04-06,2021-04-06T00:00:00Z,1182424476.210564
2021-04-07,2021-04-07T00:00:00Z,428047952.668238
2021-04-08,2021-04-08T00:00:00Z,120262985.60496402
2021-04-09,2021-04-09T00:00:00Z,329581051.00338
2021-04-10,2021-04-10T00:00:00Z,176949263.66153303
2021-04-11,2021-04-11T00:00:00Z,143210702.172814
2021-04-12,2021-04-12T00:00:00Z,356116152.87080705
2021-04-13,2021-04-13T00:00:00Z,192980765.785044
2021-04-14,2021-04-14T00:00:00Z,257795815.455009
2021-04-15,2021-04-15T00:00:00Z,185697108.502198
2021-04-16,2021-04-16T00:00:00Z,282083795.675638
2021-04-17,2021-04-17T00:00:00Z,170949510.231111
2021-04-18,2021-04-18T00:00:00Z,1361857748.571079
2021-04-19,2021-04-19T00:00:00Z,173674218.939724
2021-04-20,2021-04-20T00:00:00Z,229149861.011441
2021-04-21,2021-04-21T00:00:00Z,404879024.51346505
2021-04-22,2021-04-22T00:00:00Z,961891918.2185768
2021-04-23,2021-04-23T00:00:00Z,359913108.834047
2021-04-24,2021-04-24T00:00:00Z,256529804.059475
2021-04-25,2021-04-25T00:00:00Z,157457865.26040798
2021-04-26,2021-04-26T00:00:00Z,371506029.48539305
2021-04-27,2021-04-27T00:00:00Z,258986262.017546
2021-04-28,2021-04-28T00:00:00Z,409160434.776475
2021-04-29,2021-04-29T00:00:00Z,311949973.296322
2021-04-30,2021-04-30T00:00:00Z,390675897.813216
2021-05-01,2021-05-01T00:00:00Z,221680260.093174
2021-05-02,2021-05-02T00:00:00Z,94283291.033735
2021-05-03,2021-05-03T00:00:00Z,157818047.003647
2021-05-04,2021-05-04T00:00:00Z,249476230.635206
2021-05-05,2021-05-05T00:00:00Z,234510264.475281
2021-05-06,2021-05-06T00:00:00Z,284608166.141281
2021-05-07,2021-05-07T00:00:00Z,224497797.3971389
2021-05-08,2021-05-08T00:00:00Z,217637152.898625
2021-05-09,2021-05-09T00:00:00Z,227876670.79322
2021-05-10,2021-05-10T00:00:00Z,487845228.94665897
2021-05-11,2021-05-11T00:00:00Z,454408023.840805
2021-05-12,2021-05-12T00:00:00Z,270391028.153667
2021-05-13,2021-05-13T00:00:00Z,250069190.14799404
2021-05-14,2021-05-14T00:00:00Z,657747582.329797
2021-05-15,2021-05-15T00:00:00Z,162747251.639301
2021-05-16,2021-05-16T00:00:00Z,174236654.22394302
2021-05-17,2021-05-17T00:00:00Z,318701169.611136
2021-05-18,2021-05-18T00:00:00Z,146756588.43521202
2021-05-19,2021-05-19T00:00:00Z,480040342.0922591
2021-05-20,2021-05-20T00:00:00Z,282974447.603121
2021-05-21,2021-05-21T00:00:00Z,341896718.66559
2021-05-22,2021-05-22T00:00:00Z,683454746.71044
2021-05-23,2021-05-23T00:00:00Z,357474172.448938
2021-05-24,2021-05-24T00:00:00Z,404388279.608965
2021-05-25,2021-05-25T00:00:00Z,246704159.45348
2021-05-26,2021-05-26T00:00:00Z,320450917.613534
2021-05-27,2021-05-27T00:00:00Z,164971367.781882
2021-05-28,2021-05-28T00:00:00Z,155351348.354481
2021-05-29,2021-05-29T00:00:00Z,158972673.307675
2021-05-30,2021-05-30T00:00:00Z,149657127.856406
2021-05-31,2021-05-31T00:00:00Z,143474592.355447
2021-06-01,2021-06-01T00:00:00Z,129692922.25833
2021-06-02,2021-06-02T00:00:00Z,94053205.265003
2021-06-03,2021-06-03T00:00:00Z,130811811.0115
2021-06-04,2021-06-04T00:00:00Z,129868129.092043
2021-06-05,2021-06-05T00:00:00Z,75600576.911746
2021-06-06,2021-06-06T00:00:00Z,93432201.295271
2021-06-07,2021-06-07T00:00:00Z,315455968.048888
2021-06-08,2021-06-08T00:00:00Z,140036079.952703
2021-06-09,2021-06-09T00:00:00Z,144006272.578154
2021-06-10,2021-06-10T00:00:00Z,130439481.265512
2021-06-11,2021-06-11T00:00:00Z,97858853.687345
2021-06-12,2021-06-12T00:00:00Z,118428366.83063102
2021-06-13,2021-06-13T00:00:00Z,70830901.634304
2021-06-14,2021-06-14T00:00:00Z,108380292.717082
2021-06-15,2021-06-15T00:00:00Z,105446223.271189
2021-06-16,2021-06-16T00:00:00Z,93909074.537014
2021-06-17,2021-06-17T00:00:00Z,111618906.048384
2021-06-18,2021-06-18T00:00:00Z,128958907.218925
2021-06-19,2021-06-19T00:00:00Z,76101798.60316001
2021-06-20,2021-06-20T00:00:00Z,179361905.714246
2021-06-21,2021-06-21T00:00:00Z,335309536.60232097
2021-06-22,2021-06-22T00:00:00Z,315939996.268793
2021-06-23,2021-06-23T00:00:00Z,227825966.685129
2021-06-24,2021-06-24T00:00:00Z,302673549.396595
2021-06-25,2021-06-25T00:00:00Z,130846665.04600698
2021-06-26,2021-06-26T00:00:00Z,170011932.10951397
2021-06-27,2021-06-27T00:00:00Z,116722150.50415102
2021-06-28,2021-06-28T00:00:00Z,94304326.04960202
2021-06-29,2021-06-29T00:00:00Z,153718714.51711398
2021-06-30,2021-06-30T00:00:00Z,89852925.38184
2021-07-01,2021-07-01T00:00:00Z,90566636.340815
2021-07-02,2021-07-02T00:00:00Z,59359645.306157
2021-07-03,2021-07-03T00:00:00Z,65033186.83630601
2021-07-04,2021-07-04T00:00:00Z,51555330.13423
2021-07-05,2021-07-05T00:00:00Z,101639505.104413
2021-07-06,2021-07-06T00:00:00Z,84183736.43967801
2021-07-07,2021-07-07T00:00:00Z,63131819.651366
2021-07-08,2021-07-08T00:00:00Z,117868229.440271
2021-07-09,2021-07-09T00:00:00Z,92420608.436756
2021-07-10,2021-07-10T00:00:00Z,68045663.02497399
2021-07-11,2021-07-11T00:00:00Z,45667120.10316999
2021-07-12,2021-07-12T00:00:00Z,75055393.042171
2021-07-13,2021-07-13T00:00:00Z,102767087.054736
2021-07-14,2021-07-14T00:00:00Z,103210440.956624
2021-07-15,2021-07-15T00:00:00Z,76459359.473606
2021-07-16,2021-07-16T00:00:00Z,57986368.373098
2021-07-17,2021-07-17T00:00:00Z,80111244.218758
2021-07-18,2021-07-18T00:00:00Z,74006650.87178099
2021-07-19,2021-07-19T00:00:00Z,83106726.27811599
2021-07-20,2021-07-20T00:00:00Z,131522163.1509
2021-07-21,2021-07-21T00:00:00Z,129912056.172007
2021-07-22,2021-07-22T00:00:00Z,86009366.480142
2021-07-23,2021-07-23T00:00:00Z,89298152.783287
2021-07-24,2021-07-24T00:00:00Z,108785022.402304
2021-07-25,2021-07-25T00:00:00Z,85656446.42081401
2021-07-26,2021-07-26T00:00:00Z,270669546.923304
2021-07-27,2021-07-27T00:00:00Z,158073064.502374
2021-07-28,2021-07-28T00:00:00Z,97530707.352297
2021-07-29,2021-07-29T00:00:00Z,119352678.050328
2021-07-30,2021-07-30T00:00:00Z,144793534.817155
2021-07-31,2021-07-31T00:00:00Z,152069707.251721
2021-08-01,2021-08-01T00:00:00Z,163041982.330042
2021-08-02,2021-08-02T00:00:00Z,142045248.224923
2021-08-03,2021-08-03T00:00:00Z,130789960.465225
2021-08-04,2021-08-04T00:00:00Z,121505509.069438
2021-08-05,2021-08-05T00:00:00Z,118226774.196135
2021-08-06,2021-08-06T00:00:00Z,142627316.20635903
2021-08-07,2021-08-07T00:00:00Z,157644532.581864
2021-08-08,2021-08-08T00:00:00Z,152424476.19478402
2021-08-09,2021-08-09T00:00:00Z,196643364.268855
2021-08-10,2021-08-10T00:00:00Z,113895559.290475
2021-08-11,2021-08-11T00:00:00Z,184419390.83719
2021-08-12,2021-08-12T00:00:00Z,118888236.249357
2021-08-13,2021-08-13T00:00:00Z,251876571.501476
2021-08-14,2021-08-14T00:00:00Z,225448970.050508
2021-08-15,2021-08-15T00:00:00Z,160498876.53053802
2021-08-16,2021-08-16T00:00:00Z,260385386.5244369
2021-08-17,2021-08-17T00:00:00Z,127974812.629136
2021-08-18,2021-08-18T00:00:00Z,118956017.618711
2021-08-19,2021-08-19T00:00:00Z,118984367.673496
2021-08-20,2021-08-20T00:00:00Z,159121571.00792798
2021-08-21,2021-08-21T00:00:00Z,84971597.145042
2021-08-22,2021-08-22T00:00:00Z,63344960.56914
2021-08-23,2021-08-23T00:00:00Z,339081455.206998
2021-08-24,2021-08-24T00:00:00Z,127218218.864377
2021-08-25,2021-08-25T00:00:00Z,134937999.312344
2021-08-26,2021-08-26T00:00:00Z,9624019162.876118
2021-08-27,2021-08-27T00:00:00Z,89747480.40620701
2021-08-28,2021-08-28T00:00:00Z,57643203.485483
2021-08-29,2021-08-29T00:00:00Z,142064577.87495
2021-08-30,2021-08-30T00:00:00Z,3079888542.677077
2021-08-31,2021-08-31T00:00:00Z,289718916.964495
2021-09-01,2021-09-01T00:00:00Z,2140452217.770658
2021-09-02,2021-09-02T00:00:00Z,236169017.17543292
2021-09-03,2021-09-03T00:00:00Z,142753422.058405
2021-09-04,2021-09-04T00:00:00Z,163930881.33585998
2021-09-05,2021-09-05T00:00:00Z,155473321.50335503
2021-09-06,2021-09-06T00:00:00Z,192932355.49341
2021-09-07,2021-09-07T00:00:00Z,412749408.937121
2021-09-08,2021-09-08T00:00:00Z,185617526.51905292
2021-09-09,2021-09-09T00:00:00Z,108774240.874277
2021-09-10,2021-09-10T00:00:00Z,132871017.787204
2021-09-11,2021-09-11T00:00:00Z,119976136.711482
2021-09-12,2021-09-12T00:00:00Z,145513213.994657
2021-09-13,2021-09-13T00:00:00Z,153160135.992406
2021-09-14,2021-09-14T00:00:00Z,1820080694.0737228
2021-09-15,2021-09-15T00:00:00Z,89553123.337998
2021-09-16,2021-09-16T00:00:00Z,248668275.68916097
2021-09-17,2021-09-17T00:00:00Z,211726658.011379
2021-09-18,2021-09-18T00:00:00Z,264531197.938138
2021-09-19,2021-09-19T00:00:00Z,164440232.74600303
2021-09-20,2021-09-20T00:00:00Z,2229419876.113729
2021-09-21,2021-09-21T00:00:00Z,255468809.368172
2021-09-22,2021-09-22T00:00:00Z,187305352.1666
2021-09-23,2021-09-23T00:00:00Z,1729185064.9262252
2021-09-24,2021-09-24T00:00:00Z,302355951.347121
2021-09-25,2021-09-25T00:00:00Z,243898366.795728
2021-09-26,2021-09-26T00:00:00Z,1713744194.690678
2021-09-27,2021-09-27T00:00:00Z,178067335.11892998
2021-09-28,2021-09-28T00:00:00Z,1079772930.894246
2021-09-29,2021-09-29T00:00:00Z,910986872.288441
2021-09-30,2021-09-30T00:00:00Z,205845566.06008703
2021-10-01,2021-10-01T00:00:00Z,282447118.56716496
2021-10-02,2021-10-02T00:00:00Z,1453235683.7216172
2021-10-03,2021-10-03T00:00:00Z,138705543.53421602
2021-10-04,2021-10-04T00:00:00Z,163997826.55774498
2021-10-05,2021-10-05T00:00:00Z,1157529768.661498
2021-10-06,2021-10-06T00:00:00Z,925375296.990381
2021-10-07,2021-10-07T00:00:00Z,437431356.751629
2021-10-08,2021-10-08T00:00:00Z,1613785478.1217709
2021-10-09,2021-10-09T00:00:00Z,270156917.431004
2021-10-10,2021-10-10T00:00:00Z,175109453.91964096
2021-10-11,2021-10-11T00:00:00Z,1532284862.9741902
2021-10-12,2021-10-12T00:00:00Z,199598903.64329505
2021-10-13,2021-10-13T00:00:00Z,304298744.328789
2021-10-14,2021-10-14T00:00:00Z,1651953398.599067
2021-10-15,2021-10-15T00:00:00Z,321124505.744269
2021-10-16,2021-10-16T00:00:00Z,1620027392.7974029
2021-10-17,2021-10-17T00:00:00Z,165595940.3981
2021-10-18,2021-10-18T00:00:00Z,6584831381.146856
2021-10-19,2021-10-19T00:00:00Z,1586975167.1183228
2021-10-20,2021-10-20T00:00:00Z,371622014.44236
2021-10-21,2021-10-21T00:00:00Z,1858363032.286936
2021-10-22,2021-10-22T00:00:00Z,282843025.55571604
2021-10-23,2021-10-23T00:00:00Z,797315943.1303339
2021-10-24,2021-10-24T00:00:00Z,861560517.9765761
2021-10-25,2021-10-25T00:00:00Z,487871085.032508
2021-10-26,2021-10-26T00:00:00Z,1787677749.554446
2021-10-27,2021-10-27T00:00:00Z,533564792.4114921
2021-10-28,2021-10-28T00:00:00Z,1729032667.1507924
2021-10-29,2021-10-29T00:00:00Z,394332437.367412
2021-10-30,2021-10-30T00:00:00Z,838547564.8916512
2021-10-31,2021-10-31T00:00:00Z,902331004.909404
2021-11-01,2021-11-01T00:00:00Z,1666035055.7103808
2021-11-02,2021-11-02T00:00:00Z,640238353.492553
2021-11-03,2021-11-03T00:00:00Z,1919753508.99812
2021-11-04,2021-11-04T00:00:00Z,880054168.378693
2021-11-05,2021-11-05T00:00:00Z,1327202498.4310112
2021-11-06,2021-11-06T00:00:00Z,850149339.774485
2021-11-07,2021-11-07T00:00:00Z,702954429.4641361
2021-11-08,2021-11-08T00:00:00Z,1848671714.237913
2021-11-09,2021-11-09T00:00:00Z,1254849565.769737
2021-11-10,2021-11-10T00:00:00Z,1618245344.2484848
2021-11-11,2021-11-11T00:00:00Z,714087782.864327
2021-11-12,2021-11-12T00:00:00Z,1270810263.505878
2021-11-13,2021-11-13T00:00:00Z,328310274.615769
2021-11-14,2021-11-14T00:00:00Z,632205519.991831
2021-11-15,2021-11-15T00:00:00Z,864263968.139388
2021-11-16,2021-11-16T00:00:00Z,1316249041.330833
2021-11-17,2021-11-17T00:00:00Z,1198441604.24728
2021-11-18,2021-11-18T00:00:00Z,1273934022.5983071
2021-11-19,2021-11-19T00:00:00Z,629657913.892326
2021-11-20,2021-11-20T00:00:00Z,1003843828.9286132
2021-11-21,2021-11-21T00:00:00Z,388812084.503393
2021-11-22,2021-11-22T00:00:00Z,1166638469.433958
2021-11-23,2021-11-23T00:00:00Z,1099765334.230049
2021-11-24,2021-11-24T00:00:00Z,1135880433.340131
2021-11-25,2021-11-25T00:00:00Z,1007603151.894267
2021-11-26,2021-11-26T00:00:00Z,1471907330.571537
2021-11-27,2021-11-27T00:00:00Z,837371272.0133939
2021-11-28,2021-11-28T00:00:00Z,1013622088.201225
2021-11-29,2021-11-29T00:00:00Z,818572060.7539829
2021-11-30,2021-11-30T00:00:00Z,2767498234.59775
2021-12-01,2021-12-01T00:00:00Z,944184124.7507352
2021-12-02,2021-12-02T00:00:00Z,1055729961.87515
2021-12-03,2021-12-03T00:00:00Z,1107287515.406378
2021-12-04,2021-12-04T00:00:00Z,1615445983.6517932
2021-12-05,2021-12-05T00:00:00Z,909056238.4556768
2021-12-06,2021-12-06T00:00:00Z,3530234510.866488
2021-12-07,2021-12-07T00:00:00Z,1656867765.706805
2021-12-08,2021-12-08T00:00:00Z,1709529756.3288002
2021-12-09,2021-12-09T00:00:00Z,979364857.717382
2021-12-10,2021-12-10T00:00:00Z,1711843708.680487
2021-12-11,2021-12-11T00:00:00Z,389429355.574306
2021-12-12,2021-12-12T00:00:00Z,622750086.636898
2021-12-13,2021-12-13T00:00:00Z,872930471.7708881
2021-12-14,2021-12-14T00:00:00Z,1806091656.3217068
2021-12-15,2021-12-15T00:00:00Z,1462969054.483816
2021-12-16,2021-12-16T00:00:00Z,974014329.1658812
2021-12-17,2021-12-17T00:00:00Z,592353292.8948821
2021-12-18,2021-12-18T00:00:00Z,586487064.0343299
2021-12-19,2021-12-19T00:00:00Z,499318319.16113096
2021-12-20,2021-12-20T00:00:00Z,927745923.6004952
2021-12-21,2021-12-21T00:00:00Z,743190217.8753749
2021-12-22,2021-12-22T00:00:00Z,707864816.0593429
2021-12-23,2021-12-23T00:00:00Z,1110500588.851997
2021-12-24,2021-12-24T00:00:00Z,977307305.115901
2021-12-25,2021-12-25T00:00:00Z,816702063.178587
2021-12-26,2021-12-26T00:00:00Z,577671411.190168
2021-12-27,2021-12-27T00:00:00Z,9543639539.695724
2021-12-28,2021-12-28T00:00:00Z,872981610.6697359
2021-12-29,2021-12-29T00:00:00Z,1273405607.537638
2021-12-30,2021-12-30T00:00:00Z,1608269168.7329528
2021-12-31,2021-12-31T00:00:00Z,1043701269.979456
2022-01-01,2022-01-01T00:00:00Z,352391653.813458
2022-01-02,2022-01-02T00:00:00Z,384339874.129756
2022-01-03,2022-01-03T00:00:00Z,704773485.8130919
2022-01-04,2022-01-04T00:00:00Z,866452567.2354981
2022-01-05,2022-01-05T00:00:00Z,1350364231.9277492
2022-01-06,2022-01-06T00:00:00Z,717175504.38513
2022-01-07,2022-01-07T00:00:00Z,1319843082.60407
2022-01-08,2022-01-08T00:00:00Z,541231887.4010371
2022-01-09,2022-01-09T00:00:00Z,364742434.8490531
2022-01-10,2022-01-10T00:00:00Z,805920607.629067
2022-01-11,2022-01-11T00:00:00Z,755591246.1627508
2022-01-12,2022-01-12T00:00:00Z,752059425.680512
2022-01-13,2022-01-13T00:00:00Z,739980658.9108778
2022-01-14,2022-01-14T00:00:00Z,658539767.563465
2022-01-15,2022-01-15T00:00:00Z,517577495.656011
2022-01-16,2022-01-16T00:00:00Z,591219393.509035
2022-01-17,2022-01-17T00:00:00Z,669569902.1691289
2022-01-18,2022-01-18T00:00:00Z,674706662.6515911
2022-01-19,2022-01-19T00:00:00Z,693541192.499888
2022-01-20,2022-01-20T00:00:00Z,883051499.6877731
2022-01-21,2022-01-21T00:00:00Z,962849013.681693
2022-01-22,2022-01-22T00:00:00Z,6804060355.964184
2022-01-23,2022-01-23T00:00:00Z,166684869.679274
2022-01-24,2022-01-24T00:00:00Z,731729509.956063
2022-01-25,2022-01-25T00:00:00Z,1355785738.218367
2022-01-26,2022-01-26T00:00:00Z,1098771147.629854
2022-01-27,2022-01-27T00:00:00Z,269287329.38491803
2022-01-28,2022-01-28T00:00:00Z,808724274.8932419
2022-01-29,2022-01-29T00:00:00Z,963222952.565912
2022-01-30,2022-01-30T00:00:00Z,153219297.683776
2022-01-31,2022-01-31T00:00:00Z,189261191.543964
2022-02-01,2022-02-01T00:00:00Z,1049154784.022866
2022-02-02,2022-02-02T00:00:00Z,106915184.063956
2022-02-03,2022-02-03T00:00:00Z,575666012.0079632
2022-02-04,2022-02-04T00:00:00Z,1003005312.8940928
2022-02-05,2022-02-05T00:00:00Z,191808723.390654
2022-02-06,2022-02-06T00:00:00Z,509068801.01073104
2022-02-07,2022-02-07T00:00:00Z,661909720.968798
2022-02-08,2022-02-08T00:00:00Z,671984319.312794
2022-02-09,2022-02-09T00:00:00Z,685978961.980453
2022-02-10,2022-02-10T00:00:00Z,1458113804.476476
2022-02-11,2022-02-11T00:00:00Z,667494492.6886181
2022-02-12,2022-02-12T00:00:00Z,160149420.14217097
2022-02-13,2022-02-13T00:00:00Z,597916454.735112
2022-02-14,2022-02-14T00:00:00Z,731606585.6527361
2022-02-15,2022-02-15T00:00:00Z,237402142.569294
2022-02-16,2022-02-16T00:00:00Z,440149416.013402
2022-02-17,2022-02-17T00:00:00Z,550536394.3550531
2022-02-18,2022-02-18T00:00:00Z,273276110.829735
2022-02-19,2022-02-19T00:00:00Z,375606819.2057659
2022-02-20,2022-02-20T00:00:00Z,1029411916.638122
2022-02-21,2022-02-21T00:00:00Z,509593800.7591859
2022-02-22,2022-02-22T00:00:00Z,593668857.5388701
2022-02-23,2022-02-23T00:00:00Z,933026204.243916
2022-02-24,2022-02-24T00:00:00Z,638649336.475721
