date,Exchange Withdrawing Transactions
2019-06-20,133559
2019-06-21,137654
2019-06-22,140721
2019-06-23,117529
2019-06-24,132781
2019-06-25,145766
2019-06-26,181524
2019-06-27,169046
2019-06-28,147377
2019-06-29,123733
2019-06-30,110436
2019-07-01,118690
2019-07-02,116262
2019-07-03,113457
2019-07-04,113162
2019-07-05,103456
2019-07-06,95816
2019-07-07,87398
2019-07-08,112742
2019-07-09,130253
2019-07-10,126022
2019-07-11,117140
2019-07-12,104267
2019-07-13,84440
2019-07-14,103057
2019-07-15,126844
2019-07-16,119827
2019-07-17,130914
2019-07-18,108130
2019-07-19,96814
2019-07-20,81937
2019-07-21,78891
2019-07-22,92016
2019-07-23,94504
2019-07-24,94656
2019-07-25,94682
2019-07-26,85887
2019-07-27,79016
2019-07-28,73950
2019-07-29,93862
2019-07-30,104318
2019-07-31,104463
2019-08-01,97817
2019-08-02,102336
2019-08-03,83686
2019-08-04,78234
2019-08-05,105634
2019-08-06,106625
2019-08-07,101325
2019-08-08,108288
2019-08-09,112898
2019-08-10,97563
2019-08-11,88031
2019-08-12,108573
2019-08-13,121463
2019-08-14,141193
2019-08-15,121935
2019-08-16,109697
2019-08-17,93198
2019-08-18,84802
2019-08-19,112559
2019-08-20,114952
2019-08-21,121969
2019-08-22,117077
2019-08-23,106087
2019-08-24,95752
2019-08-25,88440
2019-08-26,107785
2019-08-27,97476
2019-08-28,110230
2019-08-29,116247
2019-08-30,100656
2019-08-31,86900
2019-09-01,80618
2019-09-02,104408
2019-09-03,110031
2019-09-04,104046
2019-09-05,106686
2019-09-06,108551
2019-09-07,87231
2019-09-08,85606
2019-09-09,102325
2019-09-10,95196
2019-09-11,106263
2019-09-12,107011
2019-09-13,83061
2019-09-14,83728
2019-09-15,96808
2019-09-16,115548
2019-09-17,110402
2019-09-18,108841
2019-09-19,108532
2019-09-20,104911
2019-09-21,83797
2019-09-22,77991
2019-09-23,95486
2019-09-24,119095
2019-09-25,121039
2019-09-26,105453
2019-09-27,98097
2019-09-28,82680
2019-09-29,88248
2019-09-30,100075
2019-10-01,86352
2019-10-02,87944
2019-10-03,78704
2019-10-04,81349
2019-10-05,72578
2019-10-06,72560
2019-10-07,83415
2019-10-08,88085
2019-10-09,103983
2019-10-10,95660
2019-10-11,92569
2019-10-12,80051
2019-10-13,77842
2019-10-14,92713
2019-10-15,95665
2019-10-16,99018
2019-10-17,91138
2019-10-18,97652
2019-10-19,83414
2019-10-20,81021
2019-10-21,93179
2019-10-22,97542
2019-10-23,107442
2019-10-24,94520
2019-10-25,103156
2019-10-26,102164
2019-10-27,86143
2019-10-28,103592
2019-10-29,99428
2019-10-30,110934
2019-10-31,114758
2019-11-01,117541
2019-11-02,78563
2019-11-03,80400
2019-11-04,97385
2019-11-05,104730
2019-11-06,96909
2019-11-07,136478
2019-11-08,89997
2019-11-09,75438
2019-11-10,73149
2019-11-11,91462
2019-11-12,96849
2019-11-13,100711
2019-11-14,89925
2019-11-15,92462
2019-11-16,75498
2019-11-17,73306
2019-11-18,94295
2019-11-19,97868
2019-11-20,95962
2019-11-21,136043
2019-11-22,123909
2019-11-23,83689
2019-11-24,75883
2019-11-25,116770
2019-11-26,95196
2019-11-27,90904
2019-11-28,81382
2019-11-29,85887
2019-11-30,74883
2019-12-01,99181
2019-12-02,99823
2019-12-03,86847
2019-12-04,83532
2019-12-05,79539
2019-12-06,72474
2019-12-07,61091
2019-12-08,48387
2019-12-09,77650
2019-12-10,87578
2019-12-11,79177
2019-12-12,73687
2019-12-13,72216
2019-12-14,63202
2019-12-15,64073
2019-12-16,84666
2019-12-17,89773
2019-12-18,82908
2019-12-19,74844
2019-12-20,72083
2019-12-21,57426
2019-12-22,56193
2019-12-23,75090
2019-12-24,64039
2019-12-25,60179
2019-12-26,64348
2019-12-27,68432
2019-12-28,56159
2019-12-29,54398
2019-12-30,68767
2019-12-31,67245
2020-01-01,45925
2020-01-02,56754
2020-01-03,72052
2020-01-04,54886
2020-01-05,63903
2020-01-06,75704
2020-01-07,72272
2020-01-08,79858
2020-01-09,74507
2020-01-10,73305
2020-01-11,60989
2020-01-12,54133
2020-01-13,63022
2020-01-14,92375
2020-01-15,92879
2020-01-16,81824
2020-01-17,82802
2020-01-18,76448
2020-01-19,71166
2020-01-20,68314
2020-01-21,66328
2020-01-22,60720
2020-01-23,59187
2020-01-24,58147
2020-01-25,74711
2020-01-26,39457
2020-01-27,56867
2020-01-28,61067
2020-01-29,72158
2020-01-30,76314
2020-01-31,74280
2020-02-01,67400
2020-02-02,66657
2020-02-03,82126
2020-02-04,81768
2020-02-05,96419
2020-02-06,106464
2020-02-07,119565
2020-02-08,99608
2020-02-09,109234
2020-02-10,113520
2020-02-11,115626
2020-02-12,159469
2020-02-13,143081
2020-02-14,131266
2020-02-15,131610
2020-02-16,110181
2020-02-17,117749
2020-02-18,117009
2020-02-19,118634
2020-02-20,118508
2020-02-21,93770
2020-02-22,76681
2020-02-23,84287
2020-02-24,106413
2020-02-25,103728
2020-02-26,125012
2020-02-27,109051
2020-02-28,100411
2020-02-29,83333
2020-03-01,79570
2020-03-02,93657
2020-03-03,95066
2020-03-04,103957
2020-03-05,111246
2020-03-06,101008
2020-03-07,90241
2020-03-08,98327
2020-03-09,130719
2020-03-10,105974
2020-03-11,112930
2020-03-12,163237
2020-03-13,189365
2020-03-14,102008
2020-03-15,107668
2020-03-16,142765
2020-03-17,126260
2020-03-18,121393
2020-03-19,158628
2020-03-20,144570
2020-03-21,113910
2020-03-22,94227
2020-03-23,107308
2020-03-24,111269
2020-03-25,100688
2020-03-26,109191
2020-03-27,101219
2020-03-28,98785
2020-03-29,91680
2020-03-30,108634
2020-03-31,114817
2020-04-01,92985
2020-04-02,104316
2020-04-03,95297
2020-04-04,75062
2020-04-05,75833
2020-04-06,119920
2020-04-07,121900
2020-04-08,110440
2020-04-09,100109
2020-04-10,113359
2020-04-11,89630
2020-04-12,87267
2020-04-13,99767
2020-04-14,103338
2020-04-15,104687
2020-04-16,128016
2020-04-17,105293
2020-04-18,104000
2020-04-19,99029
2020-04-20,114727
2020-04-21,113510
2020-04-22,107703
2020-04-23,121097
2020-04-24,113672
2020-04-25,106426
2020-04-26,108055
2020-04-27,121991
2020-04-28,116819
2020-04-29,147363
2020-04-30,147324
2020-05-01,109135
2020-05-02,89633
2020-05-03,96372
2020-05-04,108839
2020-05-05,109717
2020-05-06,128072
2020-05-07,141342
2020-05-08,137520
2020-05-09,143021
2020-05-10,148111
2020-05-11,150557
2020-05-12,138589
2020-05-13,133214
2020-05-14,142534
2020-05-15,129442
2020-05-16,111803
2020-05-17,123395
2020-05-18,139315
2020-05-19,129547
2020-05-20,139607
2020-05-21,156441
2020-05-22,154323
2020-05-23,118083
2020-05-24,126362
2020-05-25,165306
2020-05-26,149754
2020-05-27,147578
2020-05-28,165816
2020-05-29,162058
2020-05-30,159724
2020-05-31,149101
2020-06-01,179650
2020-06-02,191130
2020-06-03,139593
2020-06-04,146914
2020-06-05,148696
2020-06-06,215255
2020-06-07,237745
2020-06-08,188729
2020-06-09,139877
2020-06-10,152136
2020-06-11,165786
2020-06-12,136725
2020-06-13,118765
2020-06-14,107356
2020-06-15,161195
2020-06-16,162462
2020-06-17,160989
2020-06-18,167299
2020-06-19,169155
2020-06-20,157616
2020-06-21,159299
2020-06-22,199827
2020-06-23,190399
2020-06-24,199761
2020-06-25,185727
2020-06-26,192285
2020-06-27,181394
2020-06-28,139283
2020-06-29,149296
2020-06-30,178135
2020-07-01,171588
2020-07-02,164885
2020-07-03,157355
2020-07-04,133407
2020-07-05,119219
2020-07-06,167471
2020-07-07,174324
2020-07-08,207021
2020-07-09,187434
2020-07-10,161361
2020-07-11,139187
2020-07-12,149473
2020-07-13,214279
2020-07-14,180768
2020-07-15,190239
2020-07-16,187325
2020-07-17,183483
2020-07-18,164349
2020-07-19,164572
2020-07-20,211515
2020-07-21,203651
2020-07-22,198466
2020-07-23,231307
2020-07-24,203198
2020-07-25,191370
2020-07-26,202152
2020-07-27,278967
2020-07-28,215871
2020-07-29,209487
2020-07-30,201167
2020-07-31,221855
2020-08-01,205363
2020-08-02,211384
2020-08-03,221778
2020-08-04,215821
2020-08-05,216501
2020-08-06,228132
2020-08-07,248174
2020-08-08,215052
2020-08-09,226325
2020-08-10,286907
2020-08-11,286165
2020-08-12,300416
2020-08-13,267013
2020-08-14,245376
2020-08-15,192788
2020-08-16,194367
2020-08-17,233346
2020-08-18,241043
2020-08-19,226366
2020-08-20,207435
2020-08-21,226873
2020-08-22,181186
2020-08-23,169210
2020-08-24,200447
2020-08-25,209922
2020-08-26,205657
2020-08-27,205968
2020-08-28,198603
2020-08-29,201342
2020-08-30,222353
2020-08-31,271867
2020-09-01,311855
2020-09-02,249119
2020-09-03,217880
2020-09-04,209122
2020-09-05,183206
2020-09-06,166230
2020-09-07,168760
2020-09-08,158832
2020-09-09,178382
2020-09-10,195643
2020-09-11,181054
2020-09-12,153196
2020-09-13,153560
2020-09-14,176962
2020-09-15,198997
2020-09-16,172860
2020-09-17,283980
2020-09-18,215954
2020-09-19,171147
2020-09-20,154572
2020-09-21,191665
2020-09-22,185672
2020-09-23,176285
2020-09-24,172375
2020-09-25,157333
2020-09-26,141846
2020-09-27,128960
2020-09-28,168441
2020-09-29,175126
2020-09-30,185018
2020-10-01,144193
2020-10-02,144230
2020-10-03,119649
2020-10-04,117089
2020-10-05,133649
2020-10-06,150472
2020-10-07,145029
2020-10-08,146922
2020-10-09,161294
2020-10-10,153632
2020-10-11,143540
2020-10-12,174490
2020-10-13,180224
2020-10-14,171932
2020-10-15,184095
2020-10-16,171800
2020-10-17,140667
2020-10-18,149830
2020-10-19,175630
2020-10-20,176740
2020-10-21,191109
2020-10-22,203066
2020-10-23,198497
2020-10-24,121096
2020-10-25,119513
2020-10-26,151609
2020-10-27,147961
2020-10-28,159778
2020-10-29,153978
2020-10-30,167451
2020-10-31,127644
2020-11-01,125350
2020-11-02,188746
2020-11-03,163678
2020-11-04,148827
2020-11-05,160958
2020-11-06,178545
2020-11-07,152641
2020-11-08,125737
2020-11-09,174236
2020-11-10,172859
2020-11-11,162957
2020-11-12,188334
2020-11-13,178120
2020-11-14,131127
2020-11-15,126148
2020-11-16,163683
2020-11-17,193095
2020-11-18,181824
2020-11-19,163917
2020-11-20,183717
2020-11-21,188770
2020-11-22,185069
2020-11-23,226908
2020-11-24,250111
2020-11-25,212167
2020-11-26,224506
2020-11-27,159811
2020-11-28,132794
2020-11-29,137628
2020-11-30,209435
2020-12-01,208651
2020-12-02,171142
2020-12-03,170228
2020-12-04,171317
2020-12-05,139897
2020-12-06,141858
2020-12-07,170870
2020-12-08,182861
2020-12-09,188315
2020-12-10,164886
2020-12-11,165522
2020-12-12,142207
2020-12-13,148296
2020-12-14,173669
2020-12-15,200193
2020-12-16,223883
2020-12-17,282218
2020-12-18,188184
2020-12-19,192950
2020-12-20,168018
2020-12-21,196193
2020-12-22,203622
2020-12-23,232444
2020-12-24,208273
2020-12-25,182666
2020-12-26,170761
2020-12-27,207366
2020-12-28,241237
2020-12-29,236118
2020-12-30,254472
2020-12-31,211023
2021-01-01,170690
2021-01-02,222332
2021-01-03,272089
2021-01-04,315995
2021-01-05,272693
2021-01-06,287668
2021-01-07,294225
2021-01-08,285376
2021-01-09,230988
2021-01-10,239747
2021-01-11,291650
2021-01-12,229816
2021-01-13,206812
2021-01-14,240292
2021-01-15,239317
2021-01-16,231648
2021-01-17,205240
2021-01-18,239482
2021-01-19,267258
2021-01-20,242033
2021-01-21,236323
2021-01-22,247922
2021-01-23,197108
2021-01-24,203569
2021-01-25,256261
2021-01-26,224472
2021-01-27,230971
2021-01-28,244627
2021-01-29,314465
2021-01-30,264374
2021-01-31,281061
2021-02-01,317172
2021-02-02,314465
2021-02-03,322424
2021-02-04,342504
2021-02-05,331650
2021-02-06,279985
2021-02-07,271311
2021-02-08,303315
2021-02-09,348858
2021-02-10,337311
2021-02-11,302923
2021-02-12,317189
2021-02-13,288206
2021-02-14,277555
2021-02-15,290738
2021-02-16,271122
2021-02-17,291831
2021-02-18,325242
2021-02-19,318868
2021-02-20,338450
2021-02-21,289603
2021-02-22,339960
2021-02-23,316139
2021-02-24,306701
2021-02-25,266021
2021-02-26,253350
2021-02-27,241873
2021-02-28,226819
2021-03-01,233727
2021-03-02,237013
2021-03-03,252471
2021-03-04,234973
2021-03-05,232411
2021-03-06,200407
2021-03-07,219989
2021-03-08,248372
2021-03-09,270959
2021-03-10,260131
2021-03-11,264801
2021-03-12,292325
2021-03-13,288815
2021-03-14,268764
2021-03-15,317146
2021-03-16,307753
2021-03-17,292643
2021-03-18,304741
2021-03-19,303403
2021-03-20,278072
2021-03-21,280432
2021-03-22,335834
2021-03-23,305235
2021-03-24,314435
2021-03-25,322280
2021-03-26,278652
2021-03-27,244235
2021-03-28,242378
2021-03-29,286845
2021-03-30,303486
2021-03-31,335589
2021-04-01,306319
2021-04-02,308170
2021-04-03,277337
2021-04-04,235305
2021-04-05,307259
2021-04-06,326395
2021-04-07,304141
2021-04-08,289930
2021-04-09,286231
2021-04-10,266319
2021-04-11,259346
2021-04-12,319885
2021-04-13,323959
2021-04-14,314925
2021-04-15,246227
2021-04-16,351234
2021-04-17,356618
2021-04-18,327486
2021-04-19,401557
2021-04-20,436245
2021-04-21,382843
2021-04-22,349777
2021-04-23,328185
2021-04-24,250291
2021-04-25,245272
2021-04-26,279243
2021-04-27,280913
2021-04-28,299487
2021-04-29,341149
2021-04-30,457300
2021-05-01,410819
2021-05-02,383409
2021-05-03,507595
2021-05-04,513256
2021-05-05,535561
2021-05-06,540875
2021-05-07,565305
2021-05-08,778106
2021-05-09,721060
2021-05-10,848520
2021-05-11,844532
2021-05-12,681487
2021-05-13,589639
2021-05-14,597455
2021-05-15,506588
2021-05-16,461002
2021-05-17,481982
2021-05-18,484459
2021-05-19,475315
2021-05-20,461171
2021-05-21,435312
2021-05-22,369362
2021-05-23,391006
2021-05-24,395392
2021-05-25,388578
2021-05-26,405246
2021-05-27,398196
2021-05-28,389356
2021-05-29,349531
2021-05-30,299804
2021-05-31,332951
2021-06-01,332940
2021-06-02,381508
2021-06-03,393372
2021-06-04,351729
2021-06-05,305859
2021-06-06,282060
2021-06-07,334990
2021-06-08,346271
2021-06-09,328249
2021-06-10,315447
2021-06-11,327883
2021-06-12,295124
2021-06-13,279487
2021-06-14,333574
2021-06-15,356140
2021-06-16,335777
2021-06-17,368254
2021-06-18,339427
2021-06-19,274805
2021-06-20,266971
2021-06-21,357494
2021-06-22,404157
2021-06-23,304838
2021-06-24,311475
2021-06-25,305979
2021-06-26,287605
2021-06-27,269290
2021-06-28,344272
2021-06-29,384028
2021-06-30,323589
2021-07-01,296721
2021-07-02,293151
2021-07-03,268557
2021-07-04,278856
2021-07-05,272194
2021-07-06,402553
2021-07-07,389427
2021-07-08,373481
2021-07-09,344298
2021-07-10,279056
2021-07-11,257525
2021-07-12,341583
2021-07-13,348669
2021-07-14,371447
2021-07-15,346512
2021-07-16,336343
2021-07-17,290108
2021-07-18,259483
2021-07-19,289532
2021-07-20,315661
2021-07-21,292629
2021-07-22,296879
2021-07-23,305768
2021-07-24,287542
2021-07-25,261687
2021-07-26,344928
2021-07-27,310475
2021-07-28,323866
2021-07-29,336147
2021-07-30,383789
2021-07-31,343158
2021-08-01,315944
2021-08-02,350106
2021-08-03,372931
2021-08-04,368618
2021-08-05,334408
2021-08-06,374863
2021-08-07,364901
2021-08-08,329903
2021-08-09,364401
2021-08-10,376824
2021-08-11,410831
2021-08-12,360331
2021-08-13,365276
2021-08-14,349669
2021-08-15,329074
2021-08-16,399084
2021-08-17,390115
2021-08-18,354554
2021-08-19,374479
2021-08-20,408369
2021-08-21,340347
2021-08-22,333742
2021-08-23,398564
2021-08-24,410214
2021-08-25,401583
2021-08-26,378073
2021-08-27,368774
2021-08-28,336987
2021-08-29,353208
2021-08-30,382052
2021-08-31,396152
2021-09-01,424284
2021-09-02,421022
2021-09-03,402168
2021-09-04,366299
2021-09-05,361367
2021-09-06,400138
2021-09-07,459844
2021-09-08,416803
2021-09-09,410569
2021-09-10,401109
2021-09-11,346098
2021-09-12,340669
2021-09-13,355808
2021-09-14,360045
2021-09-15,370719
2021-09-16,394444
2021-09-17,364479
2021-09-18,321941
2021-09-19,302412
2021-09-20,372539
2021-09-21,352592
2021-09-22,348418
2021-09-23,373607
2021-09-24,360377
2021-09-25,306644
2021-09-26,324145
2021-09-27,344997
2021-09-28,326847
2021-09-29,322602
2021-09-30,323974
2021-10-01,357569
2021-10-02,316222
2021-10-03,302360
2021-10-04,358832
2021-10-05,416814
2021-10-06,556607
2021-10-07,489714
2021-10-08,446629
2021-10-09,361328
2021-10-10,340220
2021-10-11,386133
2021-10-12,387057
2021-10-13,402187
2021-10-14,426815
2021-10-15,471158
2021-10-16,376732
2021-10-17,348924
2021-10-18,385867
2021-10-19,396745
2021-10-20,434878
2021-10-21,428135
2021-10-22,437552
2021-10-23,407648
2021-10-24,455423
2021-10-25,498257
2021-10-26,573870
2021-10-27,631896
2021-10-28,737289
2021-10-29,693869
2021-10-30,675144
2021-10-31,579478
2021-11-01,577238
2021-11-02,631149
2021-11-03,630025
2021-11-04,588436
2021-11-05,571354
2021-11-06,510243
2021-11-07,501479
2021-11-08,532462
2021-11-09,538192
2021-11-10,559480
2021-11-11,526022
2021-11-12,536053
2021-11-13,524103
2021-11-14,485300
2021-11-15,496516
2021-11-16,529129
2021-11-17,496588
2021-11-18,508383
2021-11-19,466970
2021-11-20,426297
2021-11-21,455555
2021-11-22,466330
2021-11-23,489744
2021-11-24,553071
2021-11-25,509408
2021-11-26,487682
2021-11-27,429776
2021-11-28,394778
2021-11-29,455831
2021-11-30,471166
2021-12-01,459247
2021-12-02,452001
2021-12-03,448918
2021-12-04,510098
2021-12-05,394632
2021-12-06,445208
2021-12-07,424181
2021-12-08,522880
2021-12-09,480177
2021-12-10,450735
2021-12-11,419231
2021-12-12,389712
2021-12-13,441320
2021-12-14,444353
2021-12-15,464936
2021-12-16,410081
2021-12-17,457814
2021-12-18,364629
2021-12-19,348562
2021-12-20,381084
2021-12-21,397439
2021-12-22,407972
2021-12-23,440948
2021-12-24,402064
2021-12-25,348827
2021-12-26,355572
2021-12-27,412765
2021-12-28,420763
2021-12-29,410539
2021-12-30,470190
2021-12-31,414940
2022-01-01,343892
2022-01-02,356570
2022-01-03,407964
2022-01-04,444185
2022-01-05,478783
2022-01-06,448432
2022-01-07,435981
2022-01-08,395357
2022-01-09,374376
2022-01-10,382787
2022-01-11,422064
2022-01-12,415274
2022-01-13,438284
2022-01-14,388769
2022-01-15,346616
2022-01-16,341639
2022-01-17,339985
2022-01-18,344551
2022-01-19,390551
2022-01-20,385541
2022-01-21,414262
2022-01-22,418677
2022-01-23,348132
2022-01-24,362905
2022-01-25,375400
2022-01-26,379118
2022-01-27,349413
2022-01-28,358150
2022-01-29,345135
2022-01-30,329291
2022-01-31,352945
2022-02-01,366189
2022-02-02,330848
2022-02-03,328779
2022-02-04,328745
2022-02-05,346068
2022-02-06,284861
2022-02-07,341740
2022-02-08,350190
2022-02-09,362965
2022-02-10,347362
2022-02-11,339010
2022-02-12,290487
2022-02-13,284502
2022-02-14,301085
2022-02-15,313798
2022-02-16,299815
2022-02-17,301379
2022-02-18,298769
2022-02-19,269193
2022-02-20,266287
2022-02-21,291028
2022-02-22,298673
2022-02-23,312599
2022-02-24,348301
2022-02-25,291882
2022-02-26,271571
2022-02-27,266422
2022-02-28,293223
2022-03-01,310707
2022-03-02,305968
2022-03-03,282735
2022-03-04,288371
2022-03-05,247224
2022-03-06,274283
2022-03-07,335616
2022-03-08,295509
2022-03-09,306051
2022-03-10,278204
2022-03-11,261597
2022-03-12,253790
2022-03-13,226970
2022-03-14,260417
2022-03-15,279561
2022-03-16,285337
2022-03-17,299810
2022-03-18,311441
2022-03-19,261018
2022-03-20,234603
2022-03-21,264718
2022-03-22,287427
2022-03-23,295385
2022-03-24,302719
2022-03-25,299047
2022-03-26,263482
2022-03-27,275933
2022-03-28,318982
2022-03-29,328116
2022-03-30,313366
2022-03-31,317344
2022-04-01,329844
2022-04-02,292183
2022-04-03,266968
2022-04-04,294789
2022-04-05,291020
2022-04-06,304772
2022-04-07,283366
2022-04-08,278085
2022-04-09,250457
2022-04-10,245727
2022-04-11,285196
2022-04-12,291595
2022-04-13,259015
2022-04-14,249110
2022-04-15,275247
2022-04-16,226006
2022-04-17,202017
2022-04-18,248421
2022-04-19,261606
2022-04-20,285564
2022-04-21,286483
2022-04-22,288061
2022-04-23,232511
2022-04-24,230167
2022-04-25,286599
2022-04-26,291615
2022-04-27,295915
2022-04-28,284207
2022-04-29,299968
2022-04-30,299697
2022-05-01,254525
2022-05-02,249532
2022-05-03,247831
2022-05-04,262024
2022-05-05,288669
2022-05-06,264991
2022-05-07,233954
2022-05-08,258465
2022-05-09,318882
2022-05-10,341436
2022-05-11,444451
2022-05-12,489830
2022-05-13,419336
2022-05-14,334922
2022-05-15,281141
2022-05-16,283212
2022-05-17,295826
2022-05-18,306224
2022-05-19,260438
2022-05-20,253765
2022-05-21,210657
2022-05-22,200599
2022-05-23,234475
2022-05-24,235953
2022-05-25,247867
2022-05-26,273144
2022-05-27,257707
2022-05-28,215945
2022-05-29,205392
2022-05-30,230592
2022-05-31,259092
2022-06-01,252711
2022-06-02,241504
2022-06-03,233407
2022-06-04,197816
2022-06-05,191733
2022-06-06,226094
2022-06-07,241687
2022-06-08,224172
2022-06-09,223550
2022-06-10,268232
2022-06-11,243135
2022-06-12,229018
2022-06-13,368268
2022-06-14,322819
2022-06-15,345003
2022-06-16,287144
2022-06-17,266026
2022-06-18,289407
2022-06-19,236895
2022-06-20,237507
2022-06-21,245656
2022-06-22,245589
2022-06-23,241725
2022-06-24,262888
2022-06-25,232963
2022-06-26,210228
2022-06-27,259581
2022-06-28,246523
2022-06-29,254717
2022-06-30,259593
2022-07-01,293499
2022-07-02,286215
2022-07-03,218271
2022-07-04,235573
2022-07-05,248370
2022-07-06,255579
2022-07-07,262287
2022-07-08,247276
2022-07-09,223013
2022-07-10,221128
2022-07-11,214002
2022-07-12,232448
2022-07-13,223836
2022-07-14,226532
2022-07-15,234422
2022-07-16,214350
2022-07-17,196958
2022-07-18,270059
2022-07-19,258289
2022-07-20,256976
2022-07-21,247610
2022-07-22,241680
2022-07-23,215358
2022-07-24,195728
2022-07-25,233416
2022-07-26,292603
2022-07-27,311173
2022-07-28,262054
2022-07-29,250219
2022-07-30,217793
2022-07-31,198582
2022-08-01,295128
2022-08-02,274873
2022-08-03,289648
2022-08-04,227562
2022-08-05,222541
2022-08-06,198723
2022-08-07,208699
2022-08-08,218011
2022-08-09,213421
2022-08-10,211578
2022-08-11,217099
2022-08-12,216227
2022-08-13,185784
2022-08-14,185683
2022-08-15,203813
2022-08-16,185640
2022-08-17,194794
2022-08-18,191015
2022-08-19,222158
2022-08-20,215347
2022-08-21,166963
2022-08-22,171622
2022-08-23,180542
2022-08-24,175874
2022-08-25,189386
2022-08-26,190311
2022-08-27,170588
2022-08-28,148945
2022-08-29,184156
2022-08-30,196982
2022-08-31,206362
2022-09-01,204958
2022-09-02,196322
2022-09-03,157162
2022-09-04,141586
2022-09-05,179811
2022-09-06,197939
2022-09-07,206476
2022-09-08,196709
2022-09-09,202707
2022-09-10,162349
2022-09-11,160181
2022-09-12,182828
2022-09-13,200517
2022-09-14,191991
2022-09-15,187653
2022-09-16,209122
2022-09-17,169074
2022-09-18,186689
2022-09-19,196076
2022-09-20,187601
2022-09-21,198361
2022-09-22,193474
2022-09-23,189375
2022-09-24,153330
2022-09-25,147585
2022-09-26,195979
2022-09-27,231498
2022-09-28,223843
2022-09-29,199509
2022-09-30,206795
2022-10-01,169378
2022-10-02,165888
2022-10-03,190947
2022-10-04,197396
2022-10-05,183115
2022-10-06,212796
2022-10-07,195699
2022-10-08,175720
2022-10-09,180747
2022-10-10,219960
2022-10-11,199858
2022-10-12,197102
2022-10-13,213814
2022-10-14,192719
2022-10-15,166885
2022-10-16,150034
2022-10-17,191164
2022-10-18,182595
2022-10-19,188798
2022-10-20,217304
2022-10-21,197512
2022-10-22,166185
2022-10-23,164255
2022-10-24,190755
2022-10-25,198579
2022-10-26,211419
2022-10-27,217805
2022-10-28,188880
2022-10-29,186006
2022-10-30,201653
2022-10-31,208506
2022-11-01,193958
2022-11-02,202165
2022-11-03,225178
2022-11-04,224377
2022-11-05,186451
2022-11-06,197003
2022-11-07,292574
2022-11-08,345725
2022-11-09,433923
2022-11-10,413778
2022-11-11,366535
2022-11-12,314038
2022-11-13,473518
2022-11-14,403952
2022-11-15,346480
2022-11-16,311356
2022-11-17,294377
2022-11-18,260314
2022-11-19,220384
2022-11-20,232383
2022-11-21,242898
2022-11-22,238644
2022-11-23,227839
2022-11-24,273868
2022-11-25,264243
2022-11-26,206850
2022-11-27,171901
2022-11-28,257109
2022-11-29,260815
2022-11-30,256514
2022-12-01,208782
2022-12-02,215633
2022-12-03,170999
2022-12-04,168304
2022-12-05,198607
2022-12-06,199692
2022-12-07,191977
2022-12-08,193134
2022-12-09,206574
2022-12-10,324103
2022-12-11,251518
2022-12-12,279772
2022-12-13,415525
2022-12-14,365192
2022-12-15,287321
2022-12-16,349464
2022-12-17,280832
2022-12-18,231857
2022-12-19,218684
2022-12-20,217659
2022-12-21,186139
2022-12-22,187203
2022-12-23,178628
2022-12-24,140025
2022-12-25,124730
2022-12-26,155551
2022-12-27,175461
2022-12-28,180066
2022-12-29,176882
2022-12-30,185099
2022-12-31,152632
2023-01-01,121537
2023-01-02,155212
2023-01-03,167894
2023-01-04,228725
2023-01-05,218828
2023-01-06,216014
2023-01-07,187646
2023-01-08,158543
2023-01-09,216965
2023-01-10,207097
2023-01-11,229110
2023-01-12,236879
2023-01-13,237047
2023-01-14,253270
2023-01-15,206157
2023-01-16,226358
2023-01-17,212708
2023-01-18,256157
2023-01-19,225083
2023-01-20,224328
2023-01-21,202741
2023-01-22,181616
2023-01-23,190379
2023-01-24,207702
2023-01-25,213746
2023-01-26,203210
2023-01-27,266287
2023-01-28,180197
2023-01-29,192050
2023-01-30,208764
2023-01-31,220015
2023-02-01,229786
2023-02-02,259346
2023-02-03,223815
2023-02-04,214439
2023-02-05,214652
2023-02-06,222281
2023-02-07,267956
2023-02-08,253561
2023-02-09,238852
2023-02-10,224019
2023-02-11,183780
2023-02-12,186809
2023-02-13,233268
2023-02-14,327441
2023-02-15,259139
2023-02-16,295941
2023-02-17,241915
2023-02-18,203014
2023-02-19,203787
2023-02-20,222882
2023-02-21,245606
2023-02-22,263768
2023-02-23,278700
2023-02-24,272657
2023-02-25,201560
2023-02-26,197144
2023-02-27,206408
2023-02-28,222197
2023-03-01,240975
2023-03-02,233585
2023-03-03,254054
2023-03-04,178013
2023-03-05,178490
2023-03-06,208552
2023-03-07,213372
2023-03-08,196785
2023-03-09,234887
2023-03-10,262580
2023-03-11,294624
2023-03-12,220026
2023-03-13,272640
2023-03-14,266911
2023-03-15,239656
2023-03-16,213857
2023-03-17,256680
2023-03-18,225043
2023-03-19,206328
2023-03-20,240671
2023-03-21,237071
2023-03-22,243322
2023-03-23,277393
2023-03-24,272935
2023-03-25,242924
2023-03-26,225699
2023-03-27,288619
2023-03-28,313187
2023-03-29,305922
2023-03-30,369446
2023-03-31,281683
2023-04-01,226606
2023-04-02,214808
2023-04-03,248408
2023-04-04,246279
2023-04-05,255968
2023-04-06,237051
2023-04-07,233449
2023-04-08,201795
2023-04-09,194068
2023-04-10,233293
2023-04-11,255896
2023-04-12,246113
2023-04-13,262936
2023-04-14,279439
2023-04-15,228967
2023-04-16,198072
2023-04-17,252108
