date,Exchange Depositing Transactions
2019-06-02,33229
2019-06-03,37761
2019-06-04,39487
2019-06-05,46322
2019-06-06,33220
2019-06-07,34704
2019-06-08,31228
2019-06-09,31986
2019-06-10,54643
2019-06-11,43487
2019-06-12,39107
2019-06-13,45876
2019-06-14,42707
2019-06-15,36234
2019-06-16,36857
2019-06-17,41248
2019-06-18,36997
2019-06-19,40972
2019-06-20,43093
2019-06-21,61376
2019-06-22,58906
2019-06-23,48636
2019-06-24,56211
2019-06-25,47768
2019-06-26,57339
2019-06-27,58504
2019-06-28,44352
2019-06-29,43745
2019-06-30,41501
2019-07-01,48470
2019-07-02,95310
2019-07-03,69548
2019-07-04,43580
2019-07-05,35892
2019-07-06,32119
2019-07-07,30984
2019-07-08,44440
2019-07-09,63433
2019-07-10,36567
2019-07-11,44221
2019-07-12,34627
2019-07-13,29371
2019-07-14,34212
2019-07-15,49261
2019-07-16,37115
2019-07-17,42093
2019-07-18,39230
2019-07-19,38693
2019-07-20,30901
2019-07-21,28595
2019-07-22,36076
2019-07-23,36084
2019-07-24,34475
2019-07-25,35589
2019-07-26,38713
2019-07-27,30889
2019-07-28,31240
2019-07-29,33063
2019-07-30,32424
2019-07-31,30608
2019-08-01,30586
2019-08-02,33141
2019-08-03,24742
2019-08-04,22011
2019-08-05,56498
2019-08-06,38457
2019-08-07,36063
2019-08-08,45263
2019-08-09,44223
2019-08-10,33059
2019-08-11,26596
2019-08-12,62272
2019-08-13,36118
2019-08-14,35561
2019-08-15,32990
2019-08-16,43764
2019-08-17,32584
2019-08-18,29138
2019-08-19,41523
2019-08-20,38728
2019-08-21,32866
2019-08-22,35631
2019-08-23,32108
2019-08-24,30442
2019-08-25,26927
2019-08-26,31927
2019-08-27,35632
2019-08-28,33473
2019-08-29,33451
2019-08-30,33446
2019-08-31,28432
2019-09-01,27707
2019-09-02,36743
2019-09-03,33661
2019-09-04,33821
2019-09-05,30015
2019-09-06,30835
2019-09-07,27971
2019-09-08,27144
2019-09-09,30896
2019-09-10,24511
2019-09-11,27434
2019-09-12,28499
2019-09-13,22432
2019-09-14,24321
2019-09-15,29899
2019-09-16,33422
2019-09-17,33533
2019-09-18,37684
2019-09-19,34217
2019-09-20,35764
2019-09-21,22504
2019-09-22,21162
2019-09-23,24569
2019-09-24,33531
2019-09-25,30241
2019-09-26,31331
2019-09-27,25708
2019-09-28,23152
2019-09-29,23005
2019-09-30,29716
2019-10-01,27011
2019-10-02,35175
2019-10-03,24397
2019-10-04,22984
2019-10-05,23262
2019-10-06,22704
2019-10-07,26529
2019-10-08,27515
2019-10-09,27405
2019-10-10,26425
2019-10-11,28542
2019-10-12,25304
2019-10-13,23242
2019-10-14,29413
2019-10-15,28081
2019-10-16,28475
2019-10-17,23874
2019-10-18,25012
2019-10-19,24952
2019-10-20,24470
2019-10-21,27772
2019-10-22,26519
2019-10-23,30437
2019-10-24,28389
2019-10-25,35405
2019-10-26,33733
2019-10-27,25803
2019-10-28,33067
2019-10-29,32796
2019-10-30,27647
2019-10-31,26540
2019-11-01,25080
2019-11-02,23463
2019-11-03,23912
2019-11-04,32021
2019-11-05,36085
2019-11-06,28338
2019-11-07,64435
2019-11-08,25652
2019-11-09,21889
2019-11-10,23330
2019-11-11,26157
2019-11-12,36638
2019-11-13,35446
2019-11-14,25397
2019-11-15,27172
2019-11-16,25998
2019-11-17,22249
2019-11-18,25656
2019-11-19,25851
2019-11-20,28906
2019-11-21,27638
2019-11-22,30156
2019-11-23,24215
2019-11-24,21504
2019-11-25,30585
2019-11-26,24116
2019-11-27,23750
2019-11-28,21505
2019-11-29,25773
2019-11-30,19962
2019-12-01,19439
2019-12-02,23074
2019-12-03,21929
2019-12-04,22223
2019-12-05,20317
2019-12-06,18484
2019-12-07,16364
2019-12-08,14171
2019-12-09,22061
2019-12-10,21045
2019-12-11,18196
2019-12-12,17891
2019-12-13,18484
2019-12-14,15962
2019-12-15,16277
2019-12-16,20364
2019-12-17,20712
2019-12-18,20993
2019-12-19,19091
2019-12-20,17901
2019-12-21,16688
2019-12-22,14964
2019-12-23,18954
2019-12-24,17920
2019-12-25,16010
2019-12-26,17020
2019-12-27,17681
2019-12-28,16057
2019-12-29,16593
2019-12-30,28314
2019-12-31,19826
2020-01-01,14061
2020-01-02,15917
2020-01-03,20799
2020-01-04,20453
2020-01-05,17931
2020-01-06,22430
2020-01-07,23715
2020-01-08,27469
2020-01-09,23793
2020-01-10,22905
2020-01-11,22374
2020-01-12,20195
2020-01-13,22384
2020-01-14,29689
2020-01-15,29057
2020-01-16,24641
2020-01-17,30068
2020-01-18,23448
2020-01-19,21009
2020-01-20,27108
2020-01-21,29404
2020-01-22,22875
2020-01-23,22727
2020-01-24,20524
2020-01-25,16804
2020-01-26,16791
2020-01-27,22333
2020-01-28,21383
2020-01-29,23803
2020-01-30,24166
2020-01-31,24682
2020-02-01,21299
2020-02-02,22768
2020-02-03,28215
2020-02-04,23936
2020-02-05,27498
2020-02-06,29502
2020-02-07,28669
2020-02-08,26202
2020-02-09,26519
2020-02-10,28234
2020-02-11,29522
2020-02-12,38774
2020-02-13,35523
2020-02-14,30049
2020-02-15,30635
2020-02-16,28053
2020-02-17,32953
2020-02-18,30588
2020-02-19,32529
2020-02-20,27732
2020-02-21,25018
2020-02-22,22861
2020-02-23,25059
2020-02-24,27433
2020-02-25,27820
2020-02-26,31062
2020-02-27,28244
2020-02-28,24687
2020-02-29,23886
2020-03-01,23384
2020-03-02,25229
2020-03-03,23777
2020-03-04,26580
2020-03-05,28715
2020-03-06,29823
2020-03-07,25640
2020-03-08,25202
2020-03-09,32557
2020-03-10,27232
2020-03-11,25153
2020-03-12,40079
2020-03-13,46322
2020-03-14,29387
2020-03-15,26843
2020-03-16,37289
2020-03-17,32805
2020-03-18,37804
2020-03-19,38896
2020-03-20,38585
2020-03-21,34519
2020-03-22,33939
2020-03-23,40169
2020-03-24,45113
2020-03-25,34155
2020-03-26,50261
2020-03-27,58101
2020-03-28,37842
2020-03-29,34251
2020-03-30,41553
2020-03-31,26673
2020-04-01,26739
2020-04-02,29629
2020-04-03,27341
2020-04-04,23273
2020-04-05,21747
2020-04-06,34257
2020-04-07,31331
2020-04-08,27185
2020-04-09,32359
2020-04-10,38474
2020-04-11,34240
2020-04-12,35558
2020-04-13,54422
2020-04-14,53111
2020-04-15,54009
2020-04-16,36712
2020-04-17,54583
2020-04-18,55278
2020-04-19,51576
2020-04-20,55653
2020-04-21,41291
2020-04-22,23972
2020-04-23,35752
2020-04-24,25919
2020-04-25,23312
2020-04-26,23699
2020-04-27,25056
2020-04-28,24704
2020-04-29,32560
2020-04-30,31560
2020-05-01,22727
2020-05-02,20269
2020-05-03,20971
2020-05-04,26405
2020-05-05,22909
2020-05-06,23625
2020-05-07,28686
2020-05-08,26675
2020-05-09,25123
2020-05-10,25196
2020-05-11,28565
2020-05-12,24032
2020-05-13,23042
2020-05-14,23794
2020-05-15,23245
2020-05-16,22779
2020-05-17,24513
2020-05-18,25062
2020-05-19,23130
2020-05-20,24549
2020-05-21,23788
2020-05-22,26999
2020-05-23,31227
2020-05-24,26651
2020-05-25,23236
2020-05-26,25050
2020-05-27,23259
2020-05-28,26677
2020-05-29,30356
2020-05-30,28361
2020-05-31,27589
2020-06-01,25650
2020-06-02,31983
2020-06-03,24180
2020-06-04,26865
2020-06-05,33689
2020-06-06,23699
2020-06-07,24145
2020-06-08,24639
2020-06-09,23578
2020-06-10,25624
2020-06-11,31727
2020-06-12,25514
2020-06-13,21369
2020-06-14,21670
2020-06-15,30544
2020-06-16,30984
2020-06-17,23697
2020-06-18,27041
2020-06-19,27018
2020-06-20,26147
2020-06-21,21366
2020-06-22,30358
2020-06-23,33165
2020-06-24,29766
2020-06-25,23835
2020-06-26,23523
2020-06-27,23250
2020-06-28,25450
2020-06-29,25680
2020-06-30,29426
2020-07-01,30756
2020-07-02,42244
2020-07-03,34634
2020-07-04,45206
2020-07-05,38560
2020-07-06,36514
2020-07-07,34124
2020-07-08,31679
2020-07-09,36070
2020-07-10,39533
2020-07-11,41560
2020-07-12,41574
2020-07-13,40944
2020-07-14,34673
2020-07-15,30600
2020-07-16,26954
2020-07-17,26851
2020-07-18,29878
2020-07-19,33335
2020-07-20,58295
2020-07-21,31711
2020-07-22,33623
2020-07-23,43003
2020-07-24,30904
2020-07-25,31044
2020-07-26,36339
2020-07-27,38833
2020-07-28,34183
2020-07-29,30106
2020-07-30,29377
2020-07-31,31623
2020-08-01,41674
2020-08-02,35119
2020-08-03,39288
2020-08-04,43343
2020-08-05,52486
2020-08-06,48116
2020-08-07,40237
2020-08-08,43112
2020-08-09,42369
2020-08-10,36624
2020-08-11,36309
2020-08-12,28946
2020-08-13,34437
2020-08-14,38272
2020-08-15,31170
2020-08-16,28042
2020-08-17,33467
2020-08-18,34539
2020-08-19,43750
2020-08-20,42413
2020-08-21,27730
2020-08-22,29269
2020-08-23,25816
2020-08-24,27925
2020-08-25,34231
2020-08-26,38680
2020-08-27,43682
2020-08-28,38225
2020-08-29,31969
2020-08-30,25515
2020-08-31,30656
2020-09-01,40584
2020-09-02,36035
2020-09-03,31831
2020-09-04,45820
2020-09-05,36443
2020-09-06,37839
2020-09-07,40878
2020-09-08,36339
2020-09-09,30566
2020-09-10,32560
2020-09-11,27797
2020-09-12,28434
2020-09-13,29224
2020-09-14,26746
2020-09-15,38711
2020-09-16,27448
2020-09-17,31019
2020-09-18,30131
2020-09-19,29420
2020-09-20,46463
2020-09-21,32589
2020-09-22,33528
2020-09-23,36487
2020-09-24,36549
2020-09-25,27063
2020-09-26,27825
2020-09-27,29751
2020-09-28,26823
2020-09-29,28844
2020-09-30,26024
2020-10-01,24092
2020-10-02,29969
2020-10-03,23695
2020-10-04,23537
2020-10-05,24556
2020-10-06,24960
2020-10-07,30413
2020-10-08,31324
2020-10-09,27977
2020-10-10,34258
2020-10-11,24838
2020-10-12,32933
2020-10-13,31962
2020-10-14,24878
2020-10-15,27549
2020-10-16,27889
2020-10-17,31561
2020-10-18,36674
2020-10-19,27555
2020-10-20,26818
2020-10-21,29845
2020-10-22,42272
2020-10-23,27770
2020-10-24,25400
2020-10-25,21462
2020-10-26,26204
2020-10-27,29517
2020-10-28,27097
2020-10-29,24127
2020-10-30,30202
2020-10-31,29230
2020-11-01,29740
2020-11-02,40286
2020-11-03,30692
2020-11-04,92999
2020-11-05,51564
2020-11-06,47236
2020-11-07,44696
2020-11-08,26019
2020-11-09,38679
2020-11-10,30202
2020-11-11,30880
2020-11-12,30214
2020-11-13,31606
2020-11-14,31921
2020-11-15,28452
2020-11-16,31894
2020-11-17,35015
2020-11-18,38157
2020-11-19,34124
2020-11-20,44214
2020-11-21,65051
2020-11-22,64918
2020-11-23,60715
2020-11-24,56298
2020-11-25,63544
2020-11-26,60875
2020-11-27,69546
2020-11-28,63375
2020-11-29,98455
2020-11-30,68737
2020-12-01,55737
2020-12-02,43140
2020-12-03,66641
2020-12-04,62839
2020-12-05,59628
2020-12-06,55305
2020-12-07,55588
2020-12-08,61543
2020-12-09,54109
2020-12-10,45540
2020-12-11,51077
2020-12-12,38751
2020-12-13,40445
2020-12-14,54603
2020-12-15,52380
2020-12-16,58645
2020-12-17,77377
2020-12-18,57638
2020-12-19,119965
2020-12-20,33448
2020-12-21,42020
2020-12-22,52168
2020-12-23,47611
2020-12-24,34630
2020-12-25,46189
2020-12-26,42231
2020-12-27,50325
2020-12-28,50701
2020-12-29,47629
2020-12-30,53191
2020-12-31,43351
2021-01-01,37508
2021-01-02,41142
2021-01-03,57029
2021-01-04,65847
2021-01-05,52592
2021-01-06,62230
2021-01-07,81469
2021-01-08,79411
2021-01-09,65964
2021-01-10,70706
2021-01-11,82896
2021-01-12,46543
2021-01-13,36286
2021-01-14,65075
2021-01-15,71476
2021-01-16,79924
2021-01-17,66250
2021-01-18,70757
2021-01-19,89066
2021-01-20,72302
2021-01-21,72096
2021-01-22,77053
2021-01-23,65469
2021-01-24,68842
2021-01-25,74218
2021-01-26,73139
2021-01-27,58243
2021-01-28,47525
2021-01-29,56685
2021-01-30,71647
2021-01-31,78329
2021-02-01,87625
2021-02-02,88089
2021-02-03,84872
2021-02-04,88513
2021-02-05,85476
2021-02-06,89582
2021-02-07,86181
2021-02-08,89146
2021-02-09,86358
2021-02-10,74377
2021-02-11,100355
2021-02-12,92113
2021-02-13,79236
2021-02-14,73858
2021-02-15,50493
2021-02-16,63472
2021-02-17,91996
2021-02-18,73226
2021-02-19,76887
2021-02-20,77518
2021-02-21,68416
2021-02-22,71608
2021-02-23,69135
2021-02-24,78500
2021-02-25,89073
2021-02-26,97474
2021-02-27,90601
2021-02-28,84471
2021-03-01,97175
2021-03-02,100870
2021-03-03,84786
2021-03-04,84163
2021-03-05,82630
2021-03-06,85188
2021-03-07,76521
2021-03-08,83894
2021-03-09,92251
2021-03-10,90488
2021-03-11,105875
2021-03-12,93658
2021-03-13,97201
2021-03-14,85904
2021-03-15,88302
2021-03-16,91142
2021-03-17,87531
2021-03-18,79338
2021-03-19,81055
2021-03-20,86502
2021-03-21,85363
2021-03-22,76704
2021-03-23,88278
2021-03-24,79491
2021-03-25,81167
2021-03-26,85202
2021-03-27,80097
2021-03-28,83777
2021-03-29,85180
2021-03-30,83186
2021-03-31,81353
2021-04-01,80751
2021-04-02,105372
2021-04-03,88628
2021-04-04,87549
2021-04-05,92762
2021-04-06,96781
2021-04-07,103360
2021-04-08,104487
2021-04-09,95666
2021-04-10,99614
2021-04-11,94244
2021-04-12,102186
2021-04-13,104949
2021-04-14,105542
2021-04-15,76125
2021-04-16,105945
2021-04-17,104500
2021-04-18,105346
2021-04-19,117507
2021-04-20,101337
2021-04-21,106271
2021-04-22,102937
2021-04-23,114298
2021-04-24,91491
2021-04-25,86642
2021-04-26,136565
2021-04-27,108375
2021-04-28,116556
2021-04-29,109086
2021-04-30,107415
2021-05-01,129760
2021-05-02,123104
2021-05-03,146172
2021-05-04,138250
2021-05-05,138095
2021-05-06,142266
2021-05-07,139724
2021-05-08,111044
2021-05-09,160065
2021-05-10,114263
2021-05-11,109161
2021-05-12,109118
2021-05-13,132602
2021-05-14,122364
2021-05-15,116877
2021-05-16,107800
2021-05-17,120626
2021-05-18,104330
2021-05-19,123738
2021-05-20,122520
2021-05-21,106031
2021-05-22,106415
2021-05-23,111521
2021-05-24,119836
2021-05-25,106390
2021-05-26,110603
2021-05-27,103381
2021-05-28,95882
2021-05-29,99010
2021-05-30,86653
2021-05-31,88711
2021-06-01,97664
2021-06-02,96833
2021-06-03,130936
2021-06-04,124475
2021-06-05,124408
2021-06-06,124286
2021-06-07,109335
2021-06-08,88442
2021-06-09,95031
2021-06-10,86765
2021-06-11,86995
2021-06-12,105414
2021-06-13,86898
2021-06-14,94806
2021-06-15,101611
2021-06-16,94122
2021-06-17,96691
2021-06-18,95404
2021-06-19,93298
2021-06-20,90895
2021-06-21,131310
2021-06-22,135464
2021-06-23,122629
2021-06-24,112925
2021-06-25,119197
2021-06-26,113157
2021-06-27,119743
2021-06-28,124481
2021-06-29,111502
2021-06-30,112441
2021-07-01,112511
2021-07-02,101583
2021-07-03,92708
2021-07-04,98869
2021-07-05,100059
2021-07-06,102467
2021-07-07,105356
2021-07-08,108360
2021-07-09,104807
2021-07-10,90905
2021-07-11,90472
2021-07-12,102779
2021-07-13,98641
2021-07-14,100240
2021-07-15,105203
2021-07-16,98953
2021-07-17,105140
2021-07-18,101076
2021-07-19,104327
2021-07-20,113827
2021-07-21,109069
2021-07-22,111434
2021-07-23,115800
2021-07-24,113603
2021-07-25,110749
2021-07-26,124222
2021-07-27,134621
2021-07-28,128812
2021-07-29,129365
2021-07-30,130194
2021-07-31,115046
2021-08-01,113633
2021-08-02,113924
2021-08-03,104508
2021-08-04,97714
2021-08-05,84559
2021-08-06,98006
2021-08-07,82083
2021-08-08,85372
2021-08-09,82080
2021-08-10,78700
2021-08-11,82065
2021-08-12,66141
2021-08-13,66369
2021-08-14,62224
2021-08-15,63641
2021-08-16,71126
2021-08-17,63960
2021-08-18,64017
2021-08-19,82099
2021-08-20,82183
2021-08-21,76239
2021-08-22,74339
2021-08-23,68668
2021-08-24,73399
2021-08-25,65081
2021-08-26,58149
2021-08-27,55551
2021-08-28,57677
2021-08-29,52877
2021-08-30,59211
2021-08-31,69216
2021-09-01,73205
2021-09-02,74398
2021-09-03,63334
2021-09-04,60465
2021-09-05,56868
2021-09-06,59793
2021-09-07,75193
2021-09-08,64542
2021-09-09,66036
2021-09-10,74164
2021-09-11,90198
2021-09-12,89322
2021-09-13,179359
2021-09-14,88742
2021-09-15,82355
2021-09-16,71092
2021-09-17,64565
2021-09-18,74144
2021-09-19,74954
2021-09-20,69737
2021-09-21,75431
2021-09-22,69981
2021-09-23,72397
2021-09-24,67360
2021-09-25,78857
2021-09-26,61300
2021-09-27,57365
2021-09-28,57901
2021-09-29,59744
2021-09-30,58512
2021-10-01,66257
2021-10-02,67467
2021-10-03,66580
2021-10-04,57317
2021-10-05,92003
2021-10-06,83574
2021-10-07,85204
2021-10-08,104682
2021-10-09,85601
2021-10-10,79595
2021-10-11,67394
2021-10-12,71317
2021-10-13,62237
2021-10-14,75553
2021-10-15,72462
2021-10-16,80668
2021-10-17,69421
2021-10-18,80505
2021-10-19,86390
2021-10-20,95443
2021-10-21,88398
2021-10-22,81592
2021-10-23,100203
2021-10-24,88225
2021-10-25,79941
2021-10-26,84210
2021-10-27,86692
2021-10-28,116973
2021-10-29,82140
2021-10-30,52681
2021-10-31,49398
2021-11-01,49393
2021-11-02,63236
2021-11-03,55462
2021-11-04,56652
2021-11-05,53147
2021-11-06,50394
2021-11-07,51515
2021-11-08,62835
2021-11-09,50061
2021-11-10,113477
2021-11-11,122008
2021-11-12,123852
2021-11-13,123137
2021-11-14,121709
2021-11-15,87489
2021-11-16,83367
2021-11-17,72461
2021-11-18,68187
2021-11-19,63284
2021-11-20,58697
2021-11-21,98027
2021-11-22,68928
2021-11-23,71587
2021-11-24,87996
2021-11-25,71237
2021-11-26,73420
2021-11-27,59737
2021-11-28,55186
2021-11-29,66755
2021-11-30,85530
2021-12-01,69232
2021-12-02,71527
2021-12-03,76026
2021-12-04,73297
2021-12-05,64389
2021-12-06,65783
2021-12-07,66429
2021-12-08,78961
2021-12-09,61611
2021-12-10,79246
2021-12-11,72018
2021-12-12,62405
2021-12-13,73978
2021-12-14,60915
2021-12-15,55968
2021-12-16,53360
2021-12-17,56137
2021-12-18,55288
2021-12-19,48072
2021-12-20,56299
2021-12-21,66196
2021-12-22,96973
2021-12-23,56411
2021-12-24,76606
2021-12-25,53696
2021-12-26,55563
2021-12-27,57028
2021-12-28,58362
2021-12-29,50762
2021-12-30,58229
2021-12-31,57839
2022-01-01,51339
2022-01-02,46266
2022-01-03,56521
2022-01-04,62924
2022-01-05,63270
2022-01-06,61131
2022-01-07,67841
2022-01-08,58198
2022-01-09,46738
2022-01-10,48319
2022-01-11,58881
2022-01-12,101989
2022-01-13,90514
2022-01-14,72559
2022-01-15,75931
2022-01-16,63473
2022-01-17,64832
2022-01-18,64697
2022-01-19,66577
2022-01-20,66145
2022-01-21,62941
2022-01-22,69794
2022-01-23,57237
2022-01-24,64745
2022-01-25,60419
2022-01-26,55114
2022-01-27,55783
2022-01-28,51381
2022-01-29,61787
2022-01-30,70711
2022-01-31,64707
2022-02-01,57797
2022-02-02,60999
2022-02-03,57867
2022-02-04,71458
2022-02-05,93891
2022-02-06,91639
2022-02-07,67783
2022-02-08,71076
2022-02-09,79263
2022-02-10,84075
2022-02-11,95323
2022-02-12,94853
2022-02-13,109832
2022-02-14,105175
2022-02-15,86099
2022-02-16,63771
2022-02-17,74949
2022-02-18,58941
2022-02-19,73977
2022-02-20,78756
2022-02-21,58395
2022-02-22,60723
2022-02-23,65125
2022-02-24,77138
2022-02-25,87729
2022-02-26,99251
2022-02-27,102397
2022-02-28,85498
2022-03-01,81902
2022-03-02,120004
2022-03-03,110881
2022-03-04,91988
2022-03-05,108305
2022-03-06,98152
2022-03-07,104883
2022-03-08,98026
2022-03-09,100419
2022-03-10,122070
2022-03-11,114915
2022-03-12,118943
2022-03-13,105686
2022-03-14,100674
2022-03-15,146395
2022-03-16,157484
2022-03-17,90596
2022-03-18,220406
2022-03-19,101759
2022-03-20,110866
2022-03-21,153068
2022-03-22,165669
2022-03-23,109428
2022-03-24,95256
2022-03-25,99779
2022-03-26,115579
2022-03-27,101684
2022-03-28,90203
2022-03-29,79558
2022-03-30,76805
2022-03-31,71777
2022-04-01,64918
2022-04-02,56613
2022-04-03,57541
2022-04-04,57297
2022-04-05,58255
2022-04-06,60851
2022-04-07,55044
2022-04-08,51561
2022-04-09,83880
2022-04-10,87487
2022-04-11,78710
2022-04-12,65755
2022-04-13,55424
2022-04-14,58263
2022-04-15,66873
2022-04-16,86822
2022-04-17,91730
2022-04-18,82342
2022-04-19,64349
2022-04-20,56762
2022-04-21,51298
2022-04-22,60109
2022-04-23,72550
2022-04-24,76660
2022-04-25,60366
2022-04-26,63393
2022-04-27,60019
2022-04-28,60015
2022-04-29,60061
2022-04-30,56621
2022-05-01,57057
2022-05-02,52165
2022-05-03,48110
2022-05-04,58425
2022-05-05,61084
2022-05-06,55957
2022-05-07,66602
2022-05-08,97214
2022-05-09,84666
2022-05-10,77238
2022-05-11,88201
2022-05-12,206769
2022-05-13,203062
2022-05-14,85774
2022-05-15,98363
2022-05-16,104850
2022-05-17,80004
2022-05-18,99783
2022-05-19,88883
2022-05-20,88787
2022-05-21,103431
2022-05-22,82274
2022-05-23,85455
2022-05-24,81333
2022-05-25,71257
2022-05-26,48272
2022-05-27,54248
2022-05-28,89788
2022-05-29,88357
2022-05-30,57844
2022-05-31,57223
2022-06-01,47545
2022-06-02,40283
2022-06-03,38377
2022-06-04,37304
2022-06-05,38080
2022-06-06,45294
2022-06-07,44908
2022-06-08,38957
2022-06-09,40469
2022-06-10,47291
2022-06-11,60184
2022-06-12,59097
2022-06-13,69655
2022-06-14,59115
2022-06-15,56237
2022-06-16,57917
2022-06-17,51769
2022-06-18,63197
2022-06-19,77371
2022-06-20,77226
2022-06-21,79008
2022-06-22,59404
2022-06-23,51484
2022-06-24,64273
2022-06-25,56119
2022-06-26,37697
2022-06-27,43689
2022-06-28,49432
2022-06-29,48064
2022-06-30,45079
2022-07-01,85280
2022-07-02,101455
2022-07-03,89783
2022-07-04,86028
2022-07-05,78629
2022-07-06,71610
2022-07-07,70195
2022-07-08,70687
2022-07-09,89522
2022-07-10,91399
2022-07-11,74571
2022-07-12,70553
2022-07-13,73066
2022-07-14,72607
2022-07-15,76974
2022-07-16,115341
2022-07-17,90501
2022-07-18,78142
2022-07-19,76673
2022-07-20,87327
2022-07-21,117907
2022-07-22,127185
2022-07-23,102104
2022-07-24,110556
2022-07-25,201098
2022-07-26,649098
2022-07-27,100400
2022-07-28,105065
2022-07-29,113648
2022-07-30,134880
2022-07-31,140679
2022-08-01,227906
2022-08-02,123179
2022-08-03,140592
2022-08-04,446351
2022-08-05,150191
2022-08-06,150942
2022-08-07,118689
2022-08-08,102796
2022-08-09,95325
2022-08-10,87177
2022-08-11,67666
2022-08-12,95432
2022-08-13,114645
2022-08-14,105501
2022-08-15,78751
2022-08-16,106092
2022-08-17,104710
2022-08-18,100841
2022-08-19,82051
2022-08-20,104623
2022-08-21,115575
2022-08-22,93267
2022-08-23,93560
2022-08-24,98146
2022-08-25,98681
2022-08-26,95080
2022-08-27,104269
2022-08-28,95873
2022-08-29,76451
2022-08-30,63565
2022-08-31,53367
2022-09-01,64262
2022-09-02,102864
2022-09-03,112924
2022-09-04,209492
2022-09-05,101351
2022-09-06,85035
2022-09-07,72841
2022-09-08,95695
2022-09-09,109357
2022-09-10,103563
2022-09-11,101272
2022-09-12,85208
2022-09-13,98093
2022-09-14,110079
2022-09-15,90356
2022-09-16,111901
2022-09-17,108167
2022-09-18,95854
2022-09-19,94455
2022-09-20,85914
2022-09-21,85212
2022-09-22,86667
2022-09-23,100609
2022-09-24,130024
2022-09-25,128359
2022-09-26,105326
2022-09-27,89704
2022-09-28,68801
2022-09-29,97522
2022-09-30,64224
2022-10-01,86876
2022-10-02,104805
2022-10-03,83125
2022-10-04,88247
2022-10-05,103187
2022-10-06,136356
2022-10-07,113646
2022-10-08,98906
2022-10-09,30875
2022-10-10,34133
2022-10-11,38971
2022-10-12,35109
2022-10-13,27347
2022-10-14,22320
2022-10-15,21759
2022-10-16,18296
2022-10-17,25868
2022-10-18,24600
2022-10-19,21974
2022-10-20,23393
2022-10-21,22969
2022-10-22,23241
2022-10-23,17224
2022-10-24,22138
2022-10-25,30418
2022-10-26,33527
2022-10-27,34198
2022-10-28,22112
2022-10-29,21599
2022-10-30,17599
2022-10-31,23097
2022-11-01,21780
2022-11-02,22711
2022-11-03,20832
2022-11-04,24642
2022-11-05,19895
2022-11-06,17883
2022-11-07,24181
2022-11-08,28085
2022-11-09,38271
2022-11-10,32984
2022-11-11,35745
2022-11-12,38841
2022-11-13,31260
2022-11-14,34638
2022-11-15,51551
2022-11-16,54071
2022-11-17,52839
2022-11-18,54533
2022-11-19,64039
2022-11-20,34280
2022-11-21,19552
2022-11-22,19848
2022-11-23,21458
2022-11-24,45218
2022-11-25,20676
2022-11-26,19505
2022-11-27,19839
2022-11-28,123936
2022-11-29,43488
2022-11-30,41969
2022-12-01,24704
2022-12-02,94663
2022-12-03,111110
2022-12-04,111787
2022-12-05,50356
2022-12-06,21813
2022-12-07,23262
2022-12-08,23687
2022-12-09,986820
2022-12-10,134703
2022-12-11,189529
2022-12-12,190083
2022-12-13,58548
2022-12-14,64856
2022-12-15,64658
2022-12-16,103596
2022-12-17,65810
2022-12-18,43488
2022-12-19,28618
2022-12-20,33784
2022-12-21,28669
2022-12-22,35669
2022-12-23,32864
2022-12-24,29576
2022-12-25,23023
2022-12-26,28094
2022-12-27,34883
2022-12-28,35025
2022-12-29,33050
2022-12-30,35249
2022-12-31,28082
2023-01-01,20413
2023-01-02,23588
2023-01-03,25839
2023-01-04,56017
2023-01-05,185268
2023-01-06,34634
2023-01-07,30690
2023-01-08,334926
2023-01-09,73738
2023-01-10,44824
2023-01-11,37853
2023-01-12,54388
2023-01-13,38395
2023-01-14,62241
2023-01-15,35953
2023-01-16,45604
2023-01-17,33018
2023-01-18,40940
2023-01-19,34450
2023-01-20,34547
2023-01-21,38573
2023-01-22,25375
2023-01-23,31050
2023-01-24,28217
2023-01-25,30041
2023-01-26,30790
2023-01-27,39701
2023-01-28,29986
2023-01-29,38560
2023-01-30,44017
2023-01-31,40447
2023-02-01,39547
2023-02-02,44584
2023-02-03,42085
2023-02-04,35675
2023-02-05,38717
2023-02-06,35956
2023-02-07,37086
2023-02-08,46175
2023-02-09,28912
2023-02-10,28349
2023-02-11,24249
2023-02-12,24236
2023-02-13,39727
2023-02-14,48420
2023-02-15,42671
2023-02-16,55044
2023-02-17,41045
2023-02-18,34604
2023-02-19,31611
2023-02-20,35470
2023-02-21,48144
2023-02-22,31040
2023-02-23,30878
2023-02-24,34343
2023-02-25,25312
2023-02-26,24125
2023-02-27,36231
2023-02-28,32885
2023-03-01,36227
2023-03-02,52543
2023-03-03,44178
2023-03-04,36994
2023-03-05,36215
2023-03-06,42148
2023-03-07,32578
2023-03-08,27507
2023-03-09,31825
2023-03-10,28832
2023-03-11,29573
2023-03-12,31321
2023-03-13,133064
2023-03-14,41905
2023-03-15,40792
2023-03-16,34608
2023-03-17,51410
2023-03-18,37125
2023-03-19,30087
2023-03-20,42848
2023-03-21,36283
2023-03-22,40367
2023-03-23,29509
2023-03-24,28791
2023-03-25,23999
2023-03-26,27444
2023-03-27,27332
2023-03-28,37209
2023-03-29,61869
2023-03-30,75290
