date,Exchange Depositing Addresses
2019-06-19,30034
2019-06-20,32838
2019-06-21,47724
2019-06-22,43331
2019-06-23,37720
2019-06-24,45085
2019-06-25,36636
2019-06-26,41567
2019-06-27,43751
2019-06-28,32896
2019-06-29,31269
2019-06-30,30171
2019-07-01,36786
2019-07-02,83979
2019-07-03,58249
2019-07-04,34222
2019-07-05,26728
2019-07-06,23986
2019-07-07,23061
2019-07-08,33651
2019-07-09,52050
2019-07-10,26490
2019-07-11,31725
2019-07-12,24740
2019-07-13,21729
2019-07-14,24676
2019-07-15,37361
2019-07-16,26725
2019-07-17,31049
2019-07-18,28439
2019-07-19,29532
2019-07-20,23128
2019-07-21,21338
2019-07-22,26943
2019-07-23,26477
2019-07-24,25899
2019-07-25,27077
2019-07-26,30517
2019-07-27,23418
2019-07-28,24448
2019-07-29,25714
2019-07-30,24871
2019-07-31,22404
2019-08-01,22799
2019-08-02,24969
2019-08-03,18326
2019-08-04,16234
2019-08-05,46213
2019-08-06,29055
2019-08-07,26593
2019-08-08,35992
2019-08-09,35381
2019-08-10,25661
2019-08-11,19958
2019-08-12,53463
2019-08-13,28783
2019-08-14,27190
2019-08-15,24448
2019-08-16,33852
2019-08-17,25694
2019-08-18,22342
2019-08-19,32303
2019-08-20,30429
2019-08-21,24120
2019-08-22,26929
2019-08-23,24645
2019-08-24,23249
2019-08-25,20032
2019-08-26,23553
2019-08-27,27766
2019-08-28,25345
2019-08-29,24432
2019-08-30,25099
2019-08-31,20841
2019-09-01,20472
2019-09-02,28099
2019-09-03,24921
2019-09-04,25811
2019-09-05,21235
2019-09-06,21665
2019-09-07,19989
2019-09-08,19034
2019-09-09,22190
2019-09-10,16051
2019-09-11,19516
2019-09-12,20511
2019-09-13,16018
2019-09-14,17322
2019-09-15,21369
2019-09-16,24269
2019-09-17,23348
2019-09-18,28784
2019-09-19,24967
2019-09-20,25945
2019-09-21,16927
2019-09-22,15451
2019-09-23,17615
2019-09-24,23624
2019-09-25,21471
2019-09-26,23693
2019-09-27,17862
2019-09-28,16052
2019-09-29,15996
2019-09-30,21548
2019-10-01,19659
2019-10-02,28784
2019-10-03,18225
2019-10-04,16362
2019-10-05,16712
2019-10-06,16110
2019-10-07,18858
2019-10-08,20555
2019-10-09,19782
2019-10-10,19366
2019-10-11,20917
2019-10-12,18999
2019-10-13,17464
2019-10-14,21976
2019-10-15,20675
2019-10-16,21021
2019-10-17,17405
2019-10-18,18110
2019-10-19,19090
2019-10-20,18505
2019-10-21,20938
2019-10-22,19928
2019-10-23,23036
2019-10-24,21737
2019-10-25,27802
2019-10-26,25547
2019-10-27,19696
2019-10-28,25252
2019-10-29,24385
2019-10-30,20998
2019-10-31,19945
2019-11-01,18789
2019-11-02,18029
2019-11-03,18346
2019-11-04,25185
2019-11-05,24660
2019-11-06,21391
2019-11-07,18303
2019-11-08,19101
2019-11-09,16776
2019-11-10,17616
2019-11-11,19526
2019-11-12,27198
2019-11-13,21956
2019-11-14,18879
2019-11-15,20495
2019-11-16,20848
2019-11-17,17003
2019-11-18,19083
2019-11-19,19462
2019-11-20,22558
2019-11-21,20391
2019-11-22,21470
2019-11-23,17801
2019-11-24,16276
2019-11-25,22467
2019-11-26,18310
2019-11-27,17603
2019-11-28,16030
2019-11-29,18550
2019-11-30,14881
2019-12-01,14605
2019-12-02,17456
2019-12-03,16544
2019-12-04,16163
2019-12-05,14315
2019-12-06,13414
2019-12-07,11658
2019-12-08,10167
2019-12-09,16426
2019-12-10,15440
2019-12-11,13170
2019-12-12,12969
2019-12-13,13713
2019-12-14,11624
2019-12-15,11786
2019-12-16,14238
2019-12-17,14446
2019-12-18,15080
2019-12-19,14177
2019-12-20,12985
2019-12-21,12361
2019-12-22,10689
2019-12-23,13634
2019-12-24,13273
2019-12-25,11561
2019-12-26,12105
2019-12-27,12630
2019-12-28,11710
2019-12-29,12016
2019-12-30,23060
2019-12-31,14070
2020-01-01,10179
2020-01-02,11278
2020-01-03,14888
2020-01-04,15507
2020-01-05,13101
2020-01-06,16410
2020-01-07,17315
2020-01-08,20630
2020-01-09,17431
2020-01-10,16944
2020-01-11,16008
2020-01-12,15385
2020-01-13,16531
2020-01-14,20957
2020-01-15,21345
2020-01-16,17901
2020-01-17,22777
2020-01-18,17019
2020-01-19,15489
2020-01-20,21492
2020-01-21,23852
2020-01-22,16822
2020-01-23,17148
2020-01-24,15353
2020-01-25,12778
2020-01-26,12470
2020-01-27,16474
2020-01-28,15585
2020-01-29,17807
2020-01-30,17902
2020-01-31,18303
2020-02-01,15740
2020-02-02,16554
2020-02-03,21936
2020-02-04,17383
2020-02-05,19721
2020-02-06,20898
2020-02-07,20723
2020-02-08,19103
2020-02-09,19459
2020-02-10,20862
2020-02-11,21112
2020-02-12,27488
2020-02-13,23670
2020-02-14,20998
2020-02-15,21096
2020-02-16,19546
2020-02-17,24352
2020-02-18,21797
2020-02-19,24262
2020-02-20,19826
2020-02-21,18378
2020-02-22,17576
2020-02-23,18896
2020-02-24,19384
2020-02-25,20022
2020-02-26,21434
2020-02-27,20202
2020-02-28,17693
2020-02-29,17413
2020-03-01,17021
2020-03-02,17624
2020-03-03,17228
2020-03-04,19707
2020-03-05,18454
2020-03-06,22021
2020-03-07,18374
2020-03-08,17520
2020-03-09,22527
2020-03-10,19155
2020-03-11,17697
2020-03-12,26489
2020-03-13,30126
2020-03-14,21846
2020-03-15,19107
2020-03-16,25976
2020-03-17,24633
2020-03-18,29028
2020-03-19,27722
2020-03-20,28004
2020-03-21,26451
2020-03-22,26270
2020-03-23,31183
2020-03-24,35370
2020-03-25,25923
2020-03-26,41754
2020-03-27,50335
2020-03-28,29719
2020-03-29,28038
2020-03-30,33214
2020-03-31,18756
2020-04-01,18814
2020-04-02,19525
2020-04-03,18877
2020-04-04,16383
2020-04-05,15462
2020-04-06,23178
2020-04-07,21121
2020-04-08,18970
2020-04-09,23734
2020-04-10,28913
2020-04-11,27749
2020-04-12,28478
2020-04-13,45056
2020-04-14,46169
2020-04-15,46251
2020-04-16,26795
2020-04-17,46147
2020-04-18,46782
2020-04-19,43787
2020-04-20,45825
2020-04-21,31291
2020-04-22,16780
2020-04-23,22830
2020-04-24,18506
2020-04-25,16534
2020-04-26,17161
2020-04-27,17749
2020-04-28,18025
2020-04-29,22385
2020-04-30,21908
2020-05-01,15963
2020-05-02,14624
2020-05-03,15114
2020-05-04,17914
2020-05-05,16057
2020-05-06,16215
2020-05-07,20104
2020-05-08,18582
2020-05-09,17998
2020-05-10,17432
2020-05-11,20563
2020-05-12,16746
2020-05-13,15610
2020-05-14,16008
2020-05-15,16459
2020-05-16,16125
2020-05-17,17388
2020-05-18,17138
2020-05-19,16435
2020-05-20,17643
2020-05-21,16142
2020-05-22,18158
2020-05-23,24439
2020-05-24,20174
2020-05-25,16099
2020-05-26,17853
2020-05-27,16070
2020-05-28,17999
2020-05-29,21134
2020-05-30,18696
2020-05-31,17022
2020-06-01,17785
2020-06-02,20819
2020-06-03,16492
2020-06-04,19790
2020-06-05,22382
2020-06-06,16526
2020-06-07,16910
2020-06-08,17241
2020-06-09,16641
2020-06-10,17322
2020-06-11,18372
2020-06-12,17045
2020-06-13,14665
2020-06-14,15247
2020-06-15,21277
2020-06-16,17611
2020-06-17,16497
2020-06-18,19286
2020-06-19,17086
2020-06-20,14611
2020-06-21,14953
2020-06-22,20272
2020-06-23,19491
2020-06-24,17886
2020-06-25,16388
2020-06-26,15918
2020-06-27,15718
2020-06-28,18664
2020-06-29,16764
2020-06-30,21587
2020-07-01,21919
2020-07-02,32527
2020-07-03,25801
2020-07-04,35113
2020-07-05,31462
2020-07-06,26496
2020-07-07,24111
2020-07-08,20953
2020-07-09,23035
2020-07-10,30629
2020-07-11,33014
2020-07-12,31931
2020-07-13,29538
2020-07-14,24879
2020-07-15,21397
2020-07-16,19168
2020-07-17,18814
2020-07-18,16993
2020-07-19,25297
2020-07-20,48649
2020-07-21,21768
2020-07-22,24583
2020-07-23,31521
2020-07-24,21068
2020-07-25,22697
2020-07-26,21311
2020-07-27,26448
2020-07-28,23675
2020-07-29,19683
2020-07-30,19799
2020-07-31,22509
2020-08-01,26718
2020-08-02,22539
2020-08-03,27561
2020-08-04,33560
2020-08-05,40211
2020-08-06,38992
2020-08-07,31130
2020-08-08,34060
2020-08-09,33200
2020-08-10,24954
2020-08-11,25217
2020-08-12,18919
2020-08-13,22103
2020-08-14,25243
2020-08-15,22558
2020-08-16,19600
2020-08-17,21332
2020-08-18,23192
2020-08-19,34085
2020-08-20,33797
2020-08-21,18558
2020-08-22,20814
2020-08-23,19269
2020-08-24,19762
2020-08-25,23976
2020-08-26,28910
2020-08-27,33004
2020-08-28,28859
2020-08-29,23399
2020-08-30,16588
2020-08-31,19664
2020-09-01,26840
2020-09-02,23333
2020-09-03,21228
2020-09-04,33355
2020-09-05,23743
2020-09-06,29049
2020-09-07,31423
2020-09-08,26897
2020-09-09,20264
2020-09-10,20340
2020-09-11,18253
2020-09-12,19744
2020-09-13,22065
2020-09-14,19143
2020-09-15,25277
2020-09-16,18981
2020-09-17,19873
2020-09-18,21309
2020-09-19,19257
2020-09-20,37626
2020-09-21,23455
2020-09-22,23189
2020-09-23,25970
2020-09-24,25404
2020-09-25,19383
2020-09-26,18741
2020-09-27,23461
2020-09-28,18606
2020-09-29,18612
2020-09-30,18607
2020-10-01,16956
2020-10-02,22486
2020-10-03,17468
2020-10-04,18528
2020-10-05,19005
2020-10-06,18516
2020-10-07,24041
2020-10-08,25255
2020-10-09,20423
2020-10-10,25996
2020-10-11,19603
2020-10-12,21450
2020-10-13,22495
2020-10-14,19350
2020-10-15,21389
2020-10-16,20222
2020-10-17,26235
2020-10-18,29225
2020-10-19,19431
2020-10-20,20131
2020-10-21,21455
2020-10-22,31155
2020-10-23,20769
2020-10-24,20919
2020-10-25,16409
2020-10-26,19696
2020-10-27,22506
2020-10-28,19643
2020-10-29,18230
2020-10-30,20062
2020-10-31,22807
2020-11-01,20594
2020-11-02,28802
2020-11-03,21176
2020-11-04,84369
2020-11-05,43208
2020-11-06,37181
2020-11-07,31420
2020-11-08,16777
2020-11-09,24240
2020-11-10,20864
2020-11-11,23873
2020-11-12,21031
2020-11-13,23429
2020-11-14,26641
2020-11-15,23556
2020-11-16,24246
2020-11-17,26258
2020-11-18,30243
2020-11-19,24118
2020-11-20,33422
2020-11-21,51780
2020-11-22,49878
2020-11-23,48819
2020-11-24,43532
2020-11-25,52682
2020-11-26,47635
2020-11-27,61333
2020-11-28,56263
2020-11-29,90649
2020-11-30,56561
2020-12-01,39018
2020-12-02,34572
2020-12-03,57477
2020-12-04,52809
2020-12-05,52007
2020-12-06,45443
2020-12-07,46902
2020-12-08,51735
2020-12-09,43949
2020-12-10,37124
2020-12-11,42076
2020-12-12,32433
2020-12-13,32714
2020-12-14,45359
2020-12-15,43611
2020-12-16,50148
2020-12-17,63083
2020-12-18,49712
2020-12-19,107437
2020-12-20,25889
2020-12-21,32989
2020-12-22,43057
2020-12-23,36569
2020-12-24,24509
2020-12-25,37767
2020-12-26,33810
2020-12-27,38616
2020-12-28,36942
2020-12-29,36798
2020-12-30,34601
2020-12-31,29508
2021-01-01,28307
2021-01-02,28456
2021-01-03,38326
2021-01-04,44415
2021-01-05,36325
2021-01-06,44567
2021-01-07,63600
2021-01-08,61333
2021-01-09,52973
2021-01-10,56846
2021-01-11,64078
2021-01-12,33797
2021-01-13,25460
2021-01-14,49986
2021-01-15,59857
2021-01-16,64408
2021-01-17,54693
2021-01-18,58947
2021-01-19,71359
2021-01-20,58666
2021-01-21,59365
2021-01-22,59213
2021-01-23,52037
2021-01-24,56027
2021-01-25,58904
2021-01-26,60110
2021-01-27,44050
2021-01-28,32303
2021-01-29,35733
2021-01-30,56390
2021-01-31,63385
2021-02-01,69729
2021-02-02,66591
2021-02-03,65564
2021-02-04,68752
2021-02-05,68966
2021-02-06,74444
2021-02-07,70534
2021-02-08,72755
2021-02-09,66276
2021-02-10,57425
2021-02-11,83373
2021-02-12,74762
2021-02-13,66539
2021-02-14,60615
2021-02-15,37783
2021-02-16,50204
2021-02-17,77883
2021-02-18,58574
2021-02-19,62712
2021-02-20,60794
2021-02-21,55567
2021-02-22,55933
2021-02-23,52992
2021-02-24,60856
2021-02-25,74703
2021-02-26,82458
2021-02-27,77252
2021-02-28,69205
2021-03-01,82296
2021-03-02,86351
2021-03-03,71205
2021-03-04,71482
2021-03-05,68420
2021-03-06,71734
2021-03-07,64542
2021-03-08,69242
2021-03-09,76884
2021-03-10,76045
2021-03-11,91755
2021-03-12,78576
2021-03-13,79434
2021-03-14,72435
2021-03-15,72682
2021-03-16,74745
2021-03-17,71022
2021-03-18,66519
2021-03-19,67120
2021-03-20,72875
2021-03-21,71912
2021-03-22,65206
2021-03-23,70179
2021-03-24,65126
2021-03-25,68692
2021-03-26,70018
2021-03-27,68528
2021-03-28,72771
2021-03-29,70390
2021-03-30,70248
2021-03-31,65281
2021-04-01,68769
2021-04-02,87646
2021-04-03,74520
2021-04-04,75272
2021-04-05,78053
2021-04-06,78864
2021-04-07,88974
2021-04-08,87573
2021-04-09,82095
2021-04-10,85031
2021-04-11,81011
2021-04-12,87041
2021-04-13,88514
2021-04-14,88205
2021-04-15,64285
2021-04-16,89545
2021-04-17,87105
2021-04-18,87307
2021-04-19,101342
2021-04-20,84286
2021-04-21,91041
2021-04-22,86274
2021-04-23,97473
2021-04-24,79802
2021-04-25,75292
2021-04-26,125095
2021-04-27,95161
2021-04-28,103191
2021-04-29,96442
2021-04-30,93114
2021-05-01,116170
2021-05-02,112080
2021-05-03,126700
2021-05-04,121154
2021-05-05,120085
2021-05-06,126053
2021-05-07,123624
2021-05-08,93424
2021-05-09,136681
2021-05-10,92299
2021-05-11,87430
2021-05-12,89695
2021-05-13,109927
2021-05-14,104493
2021-05-15,101718
2021-05-16,92063
2021-05-17,99105
2021-05-18,88372
2021-05-19,99891
2021-05-20,103882
2021-05-21,90178
2021-05-22,94025
2021-05-23,95470
2021-05-24,102877
2021-05-25,89098
2021-05-26,96666
2021-05-27,89762
2021-05-28,81235
2021-05-29,87030
2021-05-30,74211
2021-05-31,77132
2021-06-01,87723
2021-06-02,84383
2021-06-03,117127
2021-06-04,114943
2021-06-05,114452
2021-06-06,115667
2021-06-07,96462
2021-06-08,77191
2021-06-09,84017
2021-06-10,77847
2021-06-11,76200
2021-06-12,95450
2021-06-13,75427
2021-06-14,85098
2021-06-15,90048
2021-06-16,84877
2021-06-17,82672
2021-06-18,84252
2021-06-19,86842
2021-06-20,83485
2021-06-21,112459
2021-06-22,115430
2021-06-23,111214
2021-06-24,100587
2021-06-25,110157
2021-06-26,97457
2021-06-27,110834
2021-06-28,111578
2021-06-29,96734
2021-06-30,98334
2021-07-01,103145
2021-07-02,89915
2021-07-03,83579
2021-07-04,87715
2021-07-05,90568
2021-07-06,85685
2021-07-07,88691
2021-07-08,92290
2021-07-09,90883
2021-07-10,84048
2021-07-11,81987
2021-07-12,84032
2021-07-13,89139
2021-07-14,86437
2021-07-15,95786
2021-07-16,88363
2021-07-17,92528
2021-07-18,93083
2021-07-19,93768
2021-07-20,104088
2021-07-21,99252
2021-07-22,103105
2021-07-23,104853
2021-07-24,104016
2021-07-25,101460
2021-07-26,111771
2021-07-27,124418
2021-07-28,119579
2021-07-29,118433
2021-07-30,114258
2021-07-31,103376
2021-08-01,106107
2021-08-02,104048
2021-08-03,94418
2021-08-04,86398
2021-08-05,76145
2021-08-06,88596
2021-08-07,73093
2021-08-08,76778
2021-08-09,70994
2021-08-10,67005
2021-08-11,67956
2021-08-12,55393
2021-08-13,54890
2021-08-14,50668
2021-08-15,55112
2021-08-16,56598
2021-08-17,52250
2021-08-18,53763
2021-08-19,68184
2021-08-20,66718
2021-08-21,66902
2021-08-22,62843
2021-08-23,57245
2021-08-24,61199
2021-08-25,53895
2021-08-26,47645
2021-08-27,43512
2021-08-28,48629
2021-08-29,45522
2021-08-30,48676
2021-08-31,57203
2021-09-01,57205
2021-09-02,61872
2021-09-03,51678
2021-09-04,51622
2021-09-05,47378
2021-09-06,49712
2021-09-07,59685
2021-09-08,52619
2021-09-09,51611
2021-09-10,62493
2021-09-11,82825
2021-09-12,80844
2021-09-13,167184
2021-09-14,77809
2021-09-15,72645
2021-09-16,56950
2021-09-17,52539
2021-09-18,65954
2021-09-19,66735
2021-09-20,53829
2021-09-21,58727
2021-09-22,56894
2021-09-23,61633
2021-09-24,53808
2021-09-25,70915
2021-09-26,51142
2021-09-27,47546
2021-09-28,46867
2021-09-29,50539
2021-09-30,48229
2021-10-01,53379
2021-10-02,57997
2021-10-03,56641
2021-10-04,46074
2021-10-05,78791
2021-10-06,70843
2021-10-07,68876
2021-10-08,88210
2021-10-09,75985
2021-10-10,69485
2021-10-11,54261
2021-10-12,59100
2021-10-13,51513
2021-10-14,62522
2021-10-15,59500
2021-10-16,68691
2021-10-17,59599
2021-10-18,68657
2021-10-19,73665
2021-10-20,79994
2021-10-21,70155
2021-10-22,68477
2021-10-23,89537
2021-10-24,73634
2021-10-25,65959
2021-10-26,68365
2021-10-27,68634
2021-10-28,99216
2021-10-29,67685
2021-10-30,38428
2021-10-31,37072
2021-11-01,39914
2021-11-02,52734
2021-11-03,43816
2021-11-04,43864
2021-11-05,41643
2021-11-06,40332
2021-11-07,42527
2021-11-08,50617
2021-11-09,39687
2021-11-10,101658
2021-11-11,110568
2021-11-12,109530
2021-11-13,107191
2021-11-14,106616
2021-11-15,75607
2021-11-16,68501
2021-11-17,57791
2021-11-18,54494
2021-11-19,51428
2021-11-20,48448
2021-11-21,84382
2021-11-22,56880
2021-11-23,57680
2021-11-24,73791
2021-11-25,56690
2021-11-26,59479
2021-11-27,48755
2021-11-28,46106
2021-11-29,57545
2021-11-30,74988
2021-12-01,59071
2021-12-02,61916
2021-12-03,62983
2021-12-04,56276
2021-12-05,52980
2021-12-06,52779
2021-12-07,56271
2021-12-08,70425
2021-12-09,53492
2021-12-10,69202
2021-12-11,63365
2021-12-12,54417
2021-12-13,65327
2021-12-14,50865
2021-12-15,46799
2021-12-16,45206
2021-12-17,46677
2021-12-18,46663
2021-12-19,39946
2021-12-20,47655
2021-12-21,55124
2021-12-22,88216
2021-12-23,47414
2021-12-24,57670
2021-12-25,45616
2021-12-26,45112
2021-12-27,47374
2021-12-28,46447
2021-12-29,42022
2021-12-30,44789
2021-12-31,45340
2022-01-01,40752
2022-01-02,39524
2022-01-03,46100
2022-01-04,49449
2022-01-05,48753
2022-01-06,46696
2022-01-07,51620
2022-01-08,47438
2022-01-09,38156
2022-01-10,38318
2022-01-11,46838
2022-01-12,92138
2022-01-13,81308
2022-01-14,63208
2022-01-15,69433
2022-01-16,55230
2022-01-17,55056
2022-01-18,54409
2022-01-19,57276
2022-01-20,55803
2022-01-21,49498
2022-01-22,56599
2022-01-23,46648
2022-01-24,53690
2022-01-25,50954
2022-01-26,45397
2022-01-27,47329
2022-01-28,43078
2022-01-29,53841
2022-01-30,62532
2022-01-31,54560
2022-02-01,48832
2022-02-02,51411
2022-02-03,49895
2022-02-04,61045
2022-02-05,85127
2022-02-06,83128
2022-02-07,58227
2022-02-08,60343
2022-02-09,68053
2022-02-10,73928
2022-02-11,81603
2022-02-12,82650
2022-02-13,100530
2022-02-14,94360
2022-02-15,77570
2022-02-16,55952
2022-02-17,65515
2022-02-18,50580
2022-02-19,65745
2022-02-20,70434
2022-02-21,50470
2022-02-22,53103
2022-02-23,57624
2022-02-24,62701
2022-02-25,79304
2022-02-26,91232
2022-02-27,94868
2022-02-28,77434
2022-03-01,72443
2022-03-02,109848
2022-03-03,101313
2022-03-04,83090
2022-03-05,96028
2022-03-06,90546
2022-03-07,96004
2022-03-08,88014
2022-03-09,88783
2022-03-10,109683
2022-03-11,107738
2022-03-12,112490
2022-03-13,99258
2022-03-14,93641
2022-03-15,137705
2022-03-16,147157
2022-03-17,78264
2022-03-18,208787
2022-03-19,91891
2022-03-20,101403
2022-03-21,143013
2022-03-22,154523
2022-03-23,98333
2022-03-24,84004
2022-03-25,88365
2022-03-26,103379
2022-03-27,84599
2022-03-28,77891
2022-03-29,67850
2022-03-30,64393
2022-03-31,59899
2022-04-01,51698
2022-04-02,45652
2022-04-03,46955
2022-04-04,46298
2022-04-05,48563
2022-04-06,50153
2022-04-07,44936
2022-04-08,43228
2022-04-09,74225
2022-04-10,77369
2022-04-11,63668
2022-04-12,49277
2022-04-13,47455
2022-04-14,50817
2022-04-15,59556
2022-04-16,80239
2022-04-17,85719
2022-04-18,74164
2022-04-19,57034
2022-04-20,47348
2022-04-21,43680
2022-04-22,52080
2022-04-23,66348
2022-04-24,70545
2022-04-25,49451
2022-04-26,54770
2022-04-27,50562
2022-04-28,51532
2022-04-29,50114
2022-04-30,48707
2022-05-01,46433
2022-05-02,44015
2022-05-03,41331
2022-05-04,49964
2022-05-05,49662
2022-05-06,48064
2022-05-07,59816
2022-05-08,81741
2022-05-09,70480
2022-05-10,62348
2022-05-11,75140
2022-05-12,189739
2022-05-13,190167
2022-05-14,77143
2022-05-15,91183
2022-05-16,96984
2022-05-17,72805
2022-05-18,90467
2022-05-19,81147
2022-05-20,81021
2022-05-21,95583
2022-05-22,76793
2022-05-23,78463
2022-05-24,74233
2022-05-25,64079
2022-05-26,39960
2022-05-27,45167
2022-05-28,83551
2022-05-29,81987
2022-05-30,50487
2022-05-31,49532
2022-06-01,39988
2022-06-02,33933
2022-06-03,32768
2022-06-04,32604
2022-06-05,33132
2022-06-06,38820
2022-06-07,38336
2022-06-08,33017
2022-06-09,34990
2022-06-10,40111
2022-06-11,52060
2022-06-12,50732
2022-06-13,53081
2022-06-14,47252
2022-06-15,43713
2022-06-16,49512
2022-06-17,43987
2022-06-18,52238
2022-06-19,69220
2022-06-20,70356
2022-06-21,70538
2022-06-22,52229
2022-06-23,41556
2022-06-24,54214
2022-06-25,43631
2022-06-26,31331
2022-06-27,36297
2022-06-28,41160
2022-06-29,39264
2022-06-30,36550
2022-07-01,75141
2022-07-02,94119
2022-07-03,83354
2022-07-04,78835
2022-07-05,70959
2022-07-06,62850
2022-07-07,61311
2022-07-08,62837
2022-07-09,82895
2022-07-10,84529
2022-07-11,67432
2022-07-12,63116
2022-07-13,64372
2022-07-14,62994
2022-07-15,67281
2022-07-16,106848
2022-07-17,83203
2022-07-18,68103
2022-07-19,66154
2022-07-20,76768
2022-07-21,104703
2022-07-22,118823
2022-07-23,95414
2022-07-24,103939
2022-07-25,193014
2022-07-26,640875
2022-07-27,91701
2022-07-28,94567
2022-07-29,104439
2022-07-30,127014
2022-07-31,133093
2022-08-01,219391
2022-08-02,114900
2022-08-03,133042
2022-08-04,438813
2022-08-05,139628
2022-08-06,142718
2022-08-07,112013
2022-08-08,93576
2022-08-09,86311
2022-08-10,76803
2022-08-11,58427
2022-08-12,84301
2022-08-13,106361
2022-08-14,97767
2022-08-15,70131
2022-08-16,98341
2022-08-17,96233
2022-08-18,93744
2022-08-19,71623
2022-08-20,92494
2022-08-21,109151
2022-08-22,86229
2022-08-23,86281
2022-08-24,91637
2022-08-25,91194
2022-08-26,87668
2022-08-27,97010
2022-08-28,90508
2022-08-29,69168
2022-08-30,55840
2022-08-31,44967
2022-09-01,56249
2022-09-02,94500
2022-09-03,105903
2022-09-04,203989
2022-09-05,93718
2022-09-06,75764
2022-09-07,64881
2022-09-08,87352
2022-09-09,100471
2022-09-10,96891
2022-09-11,94973
2022-09-12,77204
2022-09-13,88851
2022-09-14,101449
2022-09-15,81036
2022-09-16,102019
2022-09-17,101171
2022-09-18,88449
2022-09-19,86273
2022-09-20,78388
2022-09-21,76556
2022-09-22,78159
2022-09-23,92390
2022-09-24,123229
2022-09-25,122229
2022-09-26,96834
2022-09-27,74996
2022-09-28,55979
2022-09-29,89793
2022-09-30,56269
2022-10-01,80011
2022-10-02,97862
2022-10-03,75965
2022-10-04,79404
2022-10-05,94550
2022-10-06,127955
2022-10-07,106153
2022-10-08,92865
2022-10-09,25813
2022-10-10,28011
2022-10-11,32175
2022-10-12,28674
2022-10-13,21165
2022-10-14,16864
2022-10-15,16940
2022-10-16,14165
2022-10-17,20386
2022-10-18,19531
2022-10-19,17203
2022-10-20,18782
2022-10-21,18176
2022-10-22,19100
2022-10-23,12659
2022-10-24,16017
2022-10-25,23045
2022-10-26,25940
2022-10-27,27605
2022-10-28,15758
2022-10-29,14852
2022-10-30,12037
2022-10-31,16938
2022-11-01,15604
2022-11-02,16202
2022-11-03,14690
2022-11-04,17377
2022-11-05,14140
2022-11-06,12064
2022-11-07,16991
2022-11-08,17731
2022-11-09,20927
2022-11-10,19403
2022-11-11,27891
2022-11-12,32565
2022-11-13,24149
2022-11-14,26420
2022-11-15,36005
2022-11-16,47546
2022-11-17,45451
2022-11-18,48203
2022-11-19,58952
2022-11-20,28239
2022-11-21,12574
2022-11-22,13388
2022-11-23,14987
2022-11-24,38873
2022-11-25,14684
2022-11-26,14020
2022-11-27,14927
2022-11-28,114063
2022-11-29,24417
2022-11-30,24870
2022-12-01,17468
2022-12-02,87951
2022-12-03,105585
2022-12-04,103973
2022-12-05,42387
2022-12-06,15367
2022-12-07,16455
2022-12-08,17310
2022-12-09,979189
2022-12-10,91210
2022-12-11,174369
2022-12-12,172935
2022-12-13,31171
2022-12-14,23239
2022-12-15,40159
2022-12-16,68068
2022-12-17,45495
2022-12-18,17070
2022-12-19,22190
2022-12-20,24847
2022-12-21,22447
2022-12-22,29018
2022-12-23,26241
2022-12-24,24459
2022-12-25,18352
2022-12-26,22576
2022-12-27,28808
2022-12-28,28652
2022-12-29,26871
2022-12-30,28924
2022-12-31,22098
2023-01-01,15557
2023-01-02,17479
2023-01-03,19707
2023-01-04,43159
2023-01-05,172402
2023-01-06,26831
2023-01-07,24325
2023-01-08,328700
2023-01-09,64477
2023-01-10,36159
2023-01-11,25297
2023-01-12,41229
2023-01-13,28626
2023-01-14,49753
2023-01-15,27494
2023-01-16,34665
2023-01-17,24115
2023-01-18,23809
2023-01-19,20694
2023-01-20,25465
2023-01-21,29482
2023-01-22,18030
2023-01-23,23276
2023-01-24,20081
2023-01-25,20455
2023-01-26,22092
2023-01-27,31666
2023-01-28,22739
2023-01-29,30165
2023-01-30,35296
2023-01-31,30445
2023-02-01,30532
2023-02-02,32980
2023-02-03,32755
2023-02-04,26368
2023-02-05,29670
2023-02-06,26165
2023-02-07,26116
2023-02-08,35768
2023-02-09,19516
2023-02-10,19495
2023-02-11,16599
2023-02-12,16767
2023-02-13,28414
2023-02-14,22055
2023-02-15,27954
2023-02-16,35601
2023-02-17,29485
2023-02-18,25125
2023-02-19,22082
2023-02-20,25513
2023-02-21,38019
2023-02-22,21978
2023-02-23,20670
2023-02-24,21259
2023-02-25,16181
2023-02-26,14889
2023-02-27,27200
2023-02-28,23702
2023-03-01,27045
2023-03-02,40328
2023-03-03,32858
2023-03-04,29434
2023-03-05,28552
2023-03-06,31715
2023-03-07,23715
2023-03-08,19245
2023-03-09,22512
2023-03-10,18898
2023-03-11,20213
2023-03-12,22077
2023-03-13,120214
2023-03-14,30030
2023-03-15,28342
2023-03-16,25152
2023-03-17,40883
2023-03-18,28033
2023-03-19,22446
2023-03-20,33850
2023-03-21,27289
2023-03-22,31676
2023-03-23,20598
2023-03-24,20499
2023-03-25,17165
2023-03-26,20886
2023-03-27,19513
2023-03-28,21691
2023-03-29,44227
2023-03-30,42039
2023-03-31,25017
2023-04-01,22340
2023-04-02,19398
2023-04-03,23022
2023-04-04,28821
2023-04-05,42266
2023-04-06,23118
2023-04-07,24554
2023-04-08,18429
2023-04-09,17934
2023-04-10,38849
2023-04-11,44185
2023-04-12,31143
2023-04-13,62976
2023-04-14,77637
2023-04-15,26759
2023-04-16,24112
