date,Exchange Inflow (Top10)
2016-01-16,81135.1435891
2016-01-17,120371.6816
2016-01-18,870715.03743998
2016-01-19,462385.53571897
2016-01-20,90164.47244
2016-01-21,61881.36372
2016-01-22,43387.60214299
2016-01-23,217285.79492
2016-01-24,540206.12618
2016-01-25,528289.49877008
2016-01-26,193899.98491999
2016-01-27,210883.27714
2016-01-28,241935.28492
2016-01-29,96761.85345999
2016-01-30,453704.95786
2016-01-31,547439.38845439
2016-02-01,108649.14086743
2016-02-02,44451.48866001
2016-02-03,79580.85543998
2016-02-04,33100.62034
2016-02-05,208904.27206001
2016-02-06,27516.26911598
2016-02-07,426836.01860788
2016-02-08,303000.08169999
2016-02-09,413546.21305986
2016-02-10,316958.88622002
2016-02-11,200110.65996
2016-02-12,399706.86197585
2016-02-13,332002.44866
2016-02-14,289100.64517000003
2016-02-15,99616.02264998
2016-02-16,98850.78121998
2016-02-17,90964.5825975
2016-02-18,193025.778071
2016-02-19,89272.90620765
2016-02-20,551272.6139099901
2016-02-21,52256.46845999
2016-02-22,105680.76008113
2016-02-23,95079.89720235
2016-02-24,122443.636418
2016-02-25,109966.06560058
2016-02-26,1879535.4687
2016-02-27,1527995.78349437
2016-02-28,262776.116714
2016-02-29,162286.5929795
2016-03-01,425195.99496
2016-03-02,2055363.77083705
2016-03-03,466848.64118
2016-03-04,407457.11618001
2016-03-05,631709.71534
2016-03-06,492297.4937
2016-03-07,287388.91699708
2016-03-08,264410.97048
2016-03-09,198626.96496
2016-03-10,154882.5918
2016-03-11,114989.97887806
2016-03-12,282469.40517
2016-03-13,566686.94971562
2016-03-14,290619.88869244
2016-03-15,259011.60729768
2016-03-16,222515.0090522
2016-03-17,330563.88045478
2016-03-18,652953.07286737
2016-03-19,138820.80627477
2016-03-20,93137.75858254
2016-03-21,156073.04184999
2016-03-22,77772.9158823
2016-03-23,117455.49799777
2016-03-24,206612.36607171
2016-03-25,51482.34093387
2016-03-26,40242.61441745
2016-03-27,279685.71643975
2016-03-28,275299.69374015
2016-03-29,576639.5158729898
2016-03-30,50913.40608299
2016-03-31,176672.10784046835
2016-04-01,61287.39062254
2016-04-02,61714.24782679
2016-04-03,30879.97217519
2016-04-04,46607.48934375
2016-04-05,77749.86353635
2016-04-06,68570.86715866
2016-04-07,135966.99521999
2016-04-08,78579.80973437
2016-04-09,636626.2860832412
2016-04-10,147044.46829814
2016-04-11,94813.62530427
2016-04-12,105445.21295029
2016-04-13,232153.3948303
2016-04-14,424506.52451262
2016-04-15,150987.87857484
2016-04-16,67881.19351087
2016-04-17,85256.03205676
2016-04-18,127423.93891232
2016-04-19,105996.82601019
2016-04-20,93501.50776707
2016-04-21,65348.61445954
2016-04-22,126877.99196908
2016-04-23,486433.82101055
2016-04-24,47080.05160301004
2016-04-25,113740.54771715016
2016-04-26,151562.70122996
2016-04-27,132867.0035634411
2016-04-28,128031.17475683
2016-04-29,138871.83379992002
2016-04-30,786101.28737008
2016-05-01,201514.14890403
2016-05-02,272346.36824045
2016-05-03,177568.56896853
2016-05-04,194361.63825171505
2016-05-05,180934.76413512
2016-05-06,280753.209078
2016-05-07,191539.69569974
2016-05-08,153309.08825626
2016-05-09,429541.51942576
2016-05-10,401857.78569335
2016-05-11,694331.05177342
2016-05-12,381901.09682211
2016-05-13,1651150.21727355
2016-05-14,1176248.5278175373
2016-05-15,268680.0904639601
2016-05-16,395180.43838
2016-05-17,106233.61139414848
2016-05-18,193602.83374
2016-05-19,866094.4526566059
2016-05-20,237890.93149426
2016-05-21,110247.71143
2016-05-22,97564.62385
2016-05-23,160653.65719183
2016-05-24,244142.99578094
2016-05-25,185698.1814771
2016-05-26,220107.5177084593
2016-05-27,422243.45429556
2016-05-28,681975.1356932
2016-05-29,157036.29785397
2016-05-30,286930.40113897
2016-05-31,128132.52085632
2016-06-01,206013.4343735681
2016-06-02,82623.5886279114
2016-06-03,100692.40518016
2016-06-04,38640.84206012804
2016-06-05,74770.51095546
2016-06-06,58652.58203879
2016-06-07,192286.962095831
2016-06-08,1010693.10658216
2016-06-09,50012.24808132999
2016-06-10,122496.46086656
2016-06-11,153137.60685756
2016-06-12,143510.74086141
2016-06-13,143494.40075959
2016-06-14,209963.89280529
2016-06-15,386856.84873284
2016-06-16,272387.90707716526
2016-06-17,517929.82539335
2016-06-18,889037.276193744
2016-06-19,395524.21579692
2016-06-20,362307.77188608
2016-06-21,391550.0880383519
2016-06-22,134715.13891063
2016-06-23,195037.77312515
2016-06-24,153449.27145502
2016-06-25,547217.6942096135
2016-06-26,58574.37934567997
2016-06-27,70315.96551076
2016-06-28,194999.99811467
2016-06-29,181396.13287161
2016-06-30,145842.55645071
2016-07-01,124454.79683138
2016-07-02,50257.29152634
2016-07-03,117201.76172118
2016-07-04,428676.47692744
2016-07-05,168213.10891526
2016-07-06,92533.81847633
2016-07-07,207776.38871
2016-07-08,141535.21416641
2016-07-09,57617.75378243
2016-07-10,256953.17386856
2016-07-11,178778.90655854
2016-07-12,336090.90022177
2016-07-13,361405.45679548057
2016-07-14,191176.41150517
2016-07-15,1647274.854599476
2016-07-16,231728.74021912
2016-07-17,128201.21465157
2016-07-18,870206.714286611
2016-07-19,2191419.76435814
2016-07-20,18733459.97636119
2016-07-21,562778.3751228624
2016-07-22,282078.60348273977
2016-07-23,1044992.3205915235
2016-07-24,3849097.85831767
2016-07-25,966580.7237278592
2016-07-26,3075857.640531072
2016-07-27,1651401.97950638
2016-07-28,1021553.116174
2016-07-29,517921.0
2016-07-30,1028269.65062974
2016-07-31,439804.61268
2016-08-01,765114.0492640997
2016-08-02,889093.2003437699
2016-08-03,3116725.0
2016-08-04,1209650.0
2016-08-05,1072571.1459625557
2016-08-06,449197.63057464
2016-08-07,617233.7351219275
2016-08-08,413123.7648907112
2016-08-09,2318568.8867352097
2016-08-10,1657199.0
2016-08-11,1180088.0
2016-08-12,934234.0
2016-08-13,2187454.0533
2016-08-14,356663.88478
2016-08-15,812198.9021224526
2016-08-16,200000.0
2016-08-17,711619.9985102346
2016-08-18,762901.10436
2016-08-19,211700.0
2016-08-20,350710.61197
2016-08-21,457752.79154
2016-08-22,794460.91813862
2016-08-23,260482.499409
2016-08-24,101288.8623351022
2016-08-25,147099.572287
2016-08-26,219072.9721410903
2016-08-27,367417.7327830624
2016-08-28,134082.7047566
2016-08-29,502813.28571676
2016-08-30,89269.99072098
2016-08-31,159888.0264
2016-09-01,356791.5504411684
2016-09-02,297059.9947566
2016-09-03,157261.02644434
2016-09-04,769799.64920825
2016-09-05,144896.74778
2016-09-06,459478.9858010234
2016-09-07,150038.38908170402
2016-09-08,495599.99879476
2016-09-09,80072.8877309865
2016-09-10,78263.9348944
2016-09-11,373189.9253669029
2016-09-12,437366.7960674378
2016-09-13,119454.55388684076
2016-09-14,154488.5782727345
2016-09-15,88469.32011381646
2016-09-16,2071337.9619705104
2016-09-17,185698.5658344557
2016-09-18,976397.109253
2016-09-19,232452.07699868
2016-09-20,349179.626777874
2016-09-21,547680.662002492
2016-09-22,378047.1599010181
2016-09-23,259894.39148408105
2016-09-24,500543.114941674
2016-09-25,295055.26562477
2016-09-26,100272.2652144764
2016-09-27,542639.6107305286
2016-09-28,1608595.182824142
2016-09-29,104684.99843540556
2016-09-30,442819.5604406634
2016-10-01,96268.828246638
2016-10-02,538692.052978
2016-10-03,69873.0162774401
2016-10-04,80626.6992473218
2016-10-05,254162.37025446
2016-10-06,163382.8196825
2016-10-07,223366.17314134
2016-10-08,182956.01344756
2016-10-09,215031.74352152
2016-10-10,126503.10564061331
2016-10-11,517286.05195677606
2016-10-12,1786469.0019583118
2016-10-13,481981.1795181266
2016-10-14,3095062.857313405
2016-10-15,206637.52155851736
2016-10-16,657927.0899
2016-10-17,136440.5576360397
2016-10-18,996625.5565144622
2016-10-19,72718.63951435577
2016-10-20,182468.7883548015
2016-10-21,148633.57373158436
2016-10-22,68447.75417794564
2016-10-23,57649.92415453192
2016-10-24,177799.99277054
2016-10-25,257675.486237134
2016-10-26,245106.13570492595
2016-10-27,161012.75385476698
2016-10-28,315156.7915482663
2016-10-29,385999.99510978
2016-10-30,778172.3954106
2016-10-31,124708.19735031
2016-11-01,522435.0378220841
2016-11-02,502733.1055410235
2016-11-03,599344.8832889326
2016-11-04,118928.0007206
2016-11-05,72857.67469239119
2016-11-06,84361.86629132461
2016-11-07,104714.50397291324
2016-11-08,104812.69741231202
2016-11-09,99979.46116939964
2016-11-10,195778.21711337607
2016-11-11,194002.4610939295
2016-11-12,279393.892559238
2016-11-13,298935.489823586
2016-11-14,64529.89176476
2016-11-15,179050.9183171069
2016-11-16,166999.74508636
2016-11-17,2282087.5526606
2016-11-18,253112.2233238716
2016-11-19,168827.43000992
2016-11-20,268288.968628008
2016-11-21,59757.977534738
2016-11-22,643571.3727523828
2016-11-23,104102.39600132
2016-11-24,267716.937573927
2016-11-25,107169.89283588
2016-11-26,109799.98403686252
2016-11-27,146734.435913478
2016-11-28,77777.789148298
2016-11-29,154332.611683388
2016-11-30,509365.9528290708
2016-12-01,90945.46731718
2016-12-02,187936.28234618
2016-12-03,1345563.783418956
2016-12-04,105569.286774136
2016-12-05,255410.007499076
2016-12-06,623677.054355398
2016-12-07,562098.08513968
2016-12-08,605643.7556175311
2016-12-09,379033.99576192
2016-12-10,106559.632207894
2016-12-11,34817.840550758
2016-12-12,275317.38266394
2016-12-13,144168.5713126565
2016-12-14,106613.878264707
2016-12-15,112957.94730021256
2016-12-16,264001.992259258
2016-12-17,130156.406307928
2016-12-18,60799.96238802
2016-12-19,204879.991887738
2016-12-20,118497.236610104
2016-12-21,391879.99240912
2016-12-22,389199.5246103
2016-12-23,2417315.82545396
2016-12-24,52168.49513344
2016-12-25,343506.7230898272
2016-12-26,115867.46713088
2016-12-27,370999.99267068
2016-12-28,249181.04894722
2016-12-29,268523.04336894595
2016-12-30,697535.974941716
2016-12-31,101856.503926032
2017-01-01,461932.21337479
2017-01-02,141329.90455784556
2017-01-03,190151.35408366
2017-01-04,587703.4653293
2017-01-05,344486.1809681258
2017-01-06,542860.92940136
2017-01-07,473799.998079178
2017-01-08,80832.73906088
2017-01-09,945899.99526802
2017-01-10,181831.99357364
2017-01-11,135349.99770114
2017-01-12,412842.98296624
2017-01-13,448341.7807664
2017-01-14,230739.5809441
2017-01-15,48089.2487011
2017-01-16,93980.38395438448
2017-01-17,265379.994478138
2017-01-18,84241.65067288
2017-01-19,123500.68109666323
2017-01-20,901134.15880558
2017-01-21,79327.23150946895
2017-01-22,195925.808549938
2017-01-23,121891.49211292324
2017-01-24,140700.45389884
2017-01-25,185459.99738336
2017-01-26,173999.99635008
2017-01-27,143061.92524516
2017-01-28,104155.19750006
2017-01-29,238245.15517548
2017-01-30,123379.16257012
2017-01-31,239999.99756672
2017-02-01,179142.20905114
2017-02-02,458862.53054904
2017-02-03,334266.10588742
2017-02-04,175500.653218
2017-02-05,53165.30419084
2017-02-06,275304.13261156
2017-02-07,257964.4078967
2017-02-08,239999.99614412
2017-02-09,248997.99738628
2017-02-10,721227.17537214
2017-02-11,173346.85116323
2017-02-12,95309.508854432
2017-02-13,104199.995107678
2017-02-14,546928.01722537
2017-02-15,345635.57883328694
2017-02-16,403392.8708958
2017-02-17,225203.798462
2017-02-18,71778.41269402
2017-02-19,197070.6896206775
2017-02-20,256398.99567814
2017-02-21,287080.65962624905
2017-02-22,184999.964387458
2017-02-23,79467.63018845266
2017-02-24,313189.94391635
2017-02-25,132290.8481112
2017-02-26,223684.50768116
2017-02-27,2627571.48211442
2017-02-28,464499.9712276
2017-03-01,330770.67582118
2017-03-02,1349999.99808496
2017-03-03,599617.0216796492
2017-03-04,298736.77555025945
2017-03-05,127405.67110626
2017-03-06,666183.7962981977
2017-03-07,540002.4064956577
2017-03-08,569999.96476258
2017-03-09,416261.666682534
2017-03-10,425101.52456021
2017-03-11,568543.97632334
2017-03-12,360942.26521020674
2017-03-13,1149993.99477388
2017-03-14,1020738.1612835964
2017-03-15,351631.29173834
2017-03-16,1169989.99625208
2017-03-17,1361635.4885
2017-03-18,726279.99752152
2017-03-19,101247.2035171
2017-03-20,354999.9986995
2017-03-21,253999.97597608
2017-03-22,240999.98024258
2017-03-23,275283.00258938
2017-03-24,280705.54067258
2017-03-25,151835.46170163
2017-03-26,377686.671073046
2017-03-27,276018.5447997675
2017-03-28,328189.01214258
2017-03-29,483463.5220834
2017-03-30,873999.99876076
2017-03-31,1739899.8208909
2017-04-01,138399.9811991
2017-04-02,658617.1071466
2017-04-03,1079899.99878496
2017-04-04,390241.66840602
2017-04-05,311008.1113929
2017-04-06,544193.70393872
2017-04-07,425409.11816374
2017-04-08,179082.72260626
2017-04-09,181711.1854835
2017-04-10,711999.9804835
2017-04-11,126639.85728189
2017-04-12,149893.37404685997
2017-04-13,119378.87839618
2017-04-14,593466.07822968
2017-04-15,263733.2640533778
2017-04-16,107816.98636334
2017-04-17,278021.51212
2017-04-18,380000.0
2017-04-19,566440.6774467913
2017-04-20,504999.96542626
2017-04-21,147091.99172672
2017-04-22,474999.97475944
2017-04-23,114591.5863632
2017-04-24,55849.9622638
2017-04-25,175230.73703123684
2017-04-26,279737.38923
2017-04-27,187696.68915204
2017-04-28,394999.99730668
2017-04-29,290161.27170086
2017-04-30,196822.09311654
2017-05-01,3193999.98699326
2017-05-02,399999.99876076
2017-05-03,441282.28563806
2017-05-04,500003.99938038
2017-05-05,999999.99876076
2017-05-06,535998.4781460746
2017-05-07,143259.45464779378
2017-05-08,182380.99605286
2017-05-09,607999.99550871
2017-05-10,281687.8330435131
2017-05-11,269870.35408968
2017-05-12,314298.01932563056
2017-05-13,42609.83677799
2017-05-14,564716.390590819
2017-05-15,555999.99815791
2017-05-16,320399.99615626
2017-05-17,338539.94151604
2017-05-18,176601.55614076
2017-05-19,249784.8258
2017-05-20,110260.15998632
2017-05-21,658363.85279
2017-05-22,760341.1590461
2017-05-23,179949.342922858
2017-05-24,385921.6132386056
2017-05-25,872999.9527604857
2017-05-26,790001.5
2017-05-27,552090.16292
2017-05-28,158999.99855368258
2017-05-29,107553.17897401012
2017-05-30,358327.96945852
2017-05-31,250999.970473858
2017-06-01,333799.99811968
2017-06-02,563999.9987821
2017-06-03,256459.995909998
2017-06-04,136633.58307427654
2017-06-05,504991.485970005
2017-06-06,508239.93980464095
2017-06-07,202735.4351406544
2017-06-08,199253.22159383624
2017-06-09,98805.59230161132
2017-06-10,205000.0
2017-06-11,172999.9893655359
2017-06-12,560354.1772152586
2017-06-13,288040.70362888766
2017-06-14,321011.6612292259
2017-06-15,148986.28434072828
2017-06-16,219200.9634992816
2017-06-17,215572.33029581408
2017-06-18,195129.9866429
2017-06-19,194078.0767336924
2017-06-20,613602.0814601231
2017-06-21,261992.79311867605
2017-06-22,408999.96093917487
2017-06-23,338080.137793936
2017-06-24,162002.44971658
2017-06-25,176912.01581524
2017-06-26,131328.82969915075
2017-06-27,160382.79783249996
2017-06-28,159999.97905984
2017-06-29,110814.953208548
2017-06-30,355701.04723655863
2017-07-01,134034.3514162
2017-07-02,397999.9866429
2017-07-03,134099.71017584
2017-07-04,164300.54492749
2017-07-05,99999.99616503
2017-07-06,126000.006265875
2017-07-07,84929.605315791
2017-07-08,197485.04309651497
2017-07-09,102514.55097973
2017-07-10,137762.8995983975
2017-07-11,208999.995855875
2017-07-12,464011.76300503
2017-07-13,249542.0042
2017-07-14,176391.44740992
2017-07-15,135881.6214920279
2017-07-16,339999.993875512
2017-07-17,139431.696148939
2017-07-18,143399.9916429
2017-07-19,95042.7282634649
2017-07-20,211174.32507557
2017-07-21,178586.647128074
2017-07-22,429250.991942743
2017-07-23,141998.01671639588
2017-07-24,262695.799862515
2017-07-25,199487.068090075
2017-07-26,85741.46811674802
2017-07-27,276690.315835745
2017-07-28,546540.018181915
2017-07-29,131290.80685798769
2017-07-30,130522.649154133
2017-07-31,167672.04396443
2017-08-01,397999.99570626894
2017-08-02,182026.462952
2017-08-03,392772.30670761113
2017-08-04,150249.230805594
2017-08-05,124999.998231915
2017-08-06,192999.989668564
2017-08-07,372332.250129304
2017-08-08,165450.8983151381
2017-08-09,449599.9874611556
2017-08-10,60646.13000292655
2017-08-11,469226.273340915
2017-08-12,62099.988790915
2017-08-13,155646.95724835
2017-08-14,188088.72498642
2017-08-15,150526.16126736
2017-08-16,667829.9952
2017-08-17,181999.998231915
2017-08-18,146013.998231915
2017-08-19,158287.8942519125
2017-08-20,226889.199115685
2017-08-21,131399.9936273815
2017-08-22,85513.51350914394
2017-08-23,131807.00906079216
2017-08-24,380915.49817504
2017-08-25,207674.467207596
2017-08-26,141286.0451039903
2017-08-27,189999.998768798
2017-08-28,161760.9349980758
2017-08-29,215390.2380858285
2017-08-30,195665.88853290727
2017-08-31,399311.54192229296
2017-09-01,146172.89722812
2017-09-02,245563.018412915
2017-09-03,233999.998025664
2017-09-04,200332.1869175113
2017-09-05,259020.763600477
2017-09-06,455861.625002932
2017-09-07,70326.28011546668
2017-09-08,118172.132342065
2017-09-09,1350348.1385341592
2017-09-10,90118.16046377242
2017-09-11,234774.6927320433
2017-09-12,131175.58980906024
2017-09-13,169977.28117363536
2017-09-14,437373.52267074445
2017-09-15,266999.97717014
2017-09-16,142571.629315925
2017-09-17,206286.81291166
2017-09-18,153299.967584664
2017-09-19,233099.96667007008
2017-09-20,87532.6191722565
2017-09-21,181380.905648075
2017-09-22,90426.934750126
2017-09-23,64988.9715301973
2017-09-24,94944.116306785
2017-09-25,225309.9709242125
2017-09-26,229999.99828997644
2017-09-27,219993.911509593
2017-09-28,49825.26338152355
2017-09-29,49787.597829983286
2017-09-30,35552.240822091924
2017-10-01,112363.0698102234
2017-10-02,225999.997732945
2017-10-03,211999.998025664
2017-10-04,258382.1563169945
2017-10-05,28096.799837418
2017-10-06,90861.656694503
2017-10-07,47553.43156626932
2017-10-08,117239.564811808
2017-10-09,73507.79063188795
2017-10-10,51220.17871354327
2017-10-11,121236.53769656448
2017-10-12,191413.21450760527
2017-10-13,134358.059366801
2017-10-14,340349.668912577
2017-10-15,110043.90187429746
2017-10-16,98006.83864331
2017-10-17,571831.132083843
2017-10-18,187877.382930716
2017-10-19,151377.7981820325
2017-10-20,192019.22660252
2017-10-21,43082.484545888
2017-10-22,110390.24459868426
2017-10-23,232448.581791941
2017-10-24,140361.76791333
2017-10-25,146235.223204907
2017-10-26,174229.283303856
2017-10-27,87629.7484573675
2017-10-28,50595.8667358724
2017-10-29,90297.5279375528
2017-10-30,143340.803822723
2017-10-31,85050.00132478481
2017-11-01,77728.5393936217
2017-11-02,144053.74611375245
2017-11-03,103772.06673578377
2017-11-04,53710.82308979498
2017-11-05,47209.605191625
2017-11-06,97475.39010799
2017-11-07,227982.46859098
2017-11-08,700000.0
2017-11-09,149705.8038244401
2017-11-10,209149.2876876
2017-11-11,169263.00011794
2017-11-12,245244.82403316
2017-11-13,147503.52629896
2017-11-14,155999.9717497
2017-11-15,174307.15181098
2017-11-16,68594.79200163
2017-11-17,94918.822522874
2017-11-18,54820.4053846852
2017-11-19,81014.30240554088
2017-11-20,963202.668075225
2017-11-21,170001.9982609
2017-11-22,550000.0
2017-11-23,221075.168066
2017-11-24,94402.9883076625
2017-11-25,288310.28097218
2017-11-26,157975.236570574
2017-11-27,355129.99685414
2017-11-28,92157.50821552562
2017-11-29,177293.2506595171
2017-11-30,276999.9929488
2017-12-01,219181.84652576
2017-12-02,113380.9197010001
2017-12-03,69319.5422142025
2017-12-04,239396.8805744912
2017-12-05,428999.94967894
2017-12-06,499423.41071
2017-12-07,907962.4102963812
2017-12-08,396109.9907440625
2017-12-09,106334.15713545236
2017-12-10,174984.3834757325
2017-12-11,177535.2668408576
2017-12-12,459539.3120565088
2017-12-13,263508.540271776
2017-12-14,396941.7010914747
2017-12-15,261808.18797974824
2017-12-16,291017.0991276412
2017-12-17,94180.6117477533
2017-12-18,166727.6037494
2017-12-19,207545.59359647523
2017-12-20,204071.1328387918
2017-12-21,196916.2738999863
2017-12-22,229653.5346930683
2017-12-23,76984.6364376
2017-12-24,76408.36675846
2017-12-25,323733.5932666712
2017-12-26,104253.48103701792
2017-12-27,231707.51908226145
2017-12-28,246061.52925291663
2017-12-29,206524.61354947
2017-12-30,277151.59844769374
2017-12-31,280470.51348808
2018-01-01,125680.32091809098
2018-01-02,334315.80086948
2018-01-03,114182.9458976
2018-01-04,387316.4228513087
2018-01-05,185277.10279131663
2018-01-06,87488.13718128059
2018-01-07,307448.6842848574
2018-01-08,451173.1139728959
2018-01-09,366396.017382005
2018-01-10,354303.86197139585
2018-01-11,417985.05472579226
2018-01-12,482566.8003212418
2018-01-13,202179.2558847529
2018-01-14,112993.98359503465
2018-01-15,407608.9916
2018-01-16,208299.41214774427
2018-01-17,373744.6519859604
2018-01-18,248963.0493151488
2018-01-19,224857.010032
2018-01-20,164159.7918977
2018-01-21,346344.269840009
2018-01-22,190494.78638345457
2018-01-23,269037.14922446
2018-01-24,224316.9546553
2018-01-25,175318.9913786056
2018-01-26,311322.65729018394
2018-01-27,107743.9806807729
2018-01-28,135312.979042215
2018-01-29,291696.98391748
2018-01-30,226451.44820242
2018-01-31,331501.9827953
2018-02-01,236200.57870676872
2018-02-02,225820.9460013534
2018-02-03,134763.06163255
2018-02-04,222679.95166783
2018-02-05,165761.28316646
2018-02-06,180274.99073460663
2018-02-07,529854.91389738
2018-02-08,48958.184884058
2018-02-09,94071.47932889
2018-02-10,126100.04413241
2018-02-11,101692.08182748
2018-02-12,291357.8571024
2018-02-13,207390.820583005
2018-02-14,169972.6909581
2018-02-15,152252.84038399003
2018-02-16,98266.9755890912
2018-02-17,99943.2647314328
2018-02-18,68917.9435952
2018-02-19,295875.1486826156
2018-02-20,175235.97821628
2018-02-21,206654.968056506
2018-02-22,887500.0
2018-02-23,132892.51664405
2018-02-24,55471.568566432
2018-02-25,77076.77845988
2018-02-26,112730.50521631131
2018-02-27,81878.9846328292
2018-02-28,56833.36262928195
2018-03-01,59020.9858976
2018-03-02,78539.58320552105
2018-03-03,80274.51319708029
2018-03-04,83030.75407156
2018-03-05,108673.69035447
2018-03-06,106723.21709218105
2018-03-07,155543.56779611658
2018-03-08,106135.8692629628
2018-03-09,87773.74430508
2018-03-10,63851.09080801
2018-03-11,51100.99294988
2018-03-12,66999.84059732
2018-03-13,985708.670657396
2018-03-14,116761.9798428213
2018-03-15,132202.53035248
2018-03-16,130790.50839565844
2018-03-17,54557.988
2018-03-18,207298.4661356811
2018-03-19,176388.42928895235
2018-03-20,99084.99988735
2018-03-21,112952.992562805
2018-03-22,146218.85675871768
2018-03-23,284768.9970774
2018-03-24,108848.74868736
2018-03-25,67748.36174736
2018-03-26,135306.99936988
2018-03-27,359226.4555135305
2018-03-28,172273.47961308
2018-03-29,130769.58972564
2018-03-30,198339.41888092
2018-03-31,141298.5056609376
2018-04-01,81890.98663476
2018-04-02,97019.44690502
2018-04-03,201390.9409240972
2018-04-04,136507.1967370214
2018-04-05,93440.97807020028
2018-04-06,106047.99965876614
2018-04-07,80147.676560266
2018-04-08,294249.309165697
2018-04-09,105663.99677562
2018-04-10,80844.9992640814
2018-04-11,101675.99684282
2018-04-12,115239.01623011
2018-04-13,106734.99417293
2018-04-14,54721.70643769
2018-04-15,99290.10346045
2018-04-16,88777.99918136113
2018-04-17,83459.99336988
2018-04-18,115098.9858976
2018-04-19,102806.0
2018-04-20,127388.9858976
