date,Exchange Reserve
2015-11-23,8730059.359610038
2015-11-24,8721604.574995436
2015-11-25,8710752.901764372
2015-11-26,9360013.062741844
2015-11-27,9324068.011065584
2015-11-28,9337905.39152023
2015-11-29,9275808.723497976
2015-11-30,9289441.635021316
2015-12-01,9301310.224138929
2015-12-02,9309563.321210949
2015-12-03,9256137.4757168
2015-12-04,9269985.177928442
2015-12-05,9294059.837147158
2015-12-06,9321293.56264504
2015-12-07,9272332.970728178
2015-12-08,9320499.98875274
2015-12-09,9334400.352851655
2015-12-10,9230226.769611496
2015-12-11,9224260.695482656
2015-12-12,9246585.093718603
2015-12-13,9258338.743239896
2015-12-14,9170113.74543445
2015-12-15,9282335.721952744
2015-12-16,10227750.699176412
2015-12-17,10310589.611476012
2015-12-18,10387393.615131138
2015-12-19,10377468.02942309
2015-12-20,10358259.38075138
2015-12-21,10343590.496721637
2015-12-22,10361221.704993732
2015-12-23,10343728.186156848
2015-12-24,10316798.123138232
2015-12-25,10321726.24480226
2015-12-26,10307911.542285869
2015-12-27,10318755.171325073
2015-12-28,10289686.283078069
2015-12-29,10288815.482811673
2015-12-30,10216780.8896498
2015-12-31,10257207.761399442
2016-01-01,10216644.287608134
2016-01-02,10180672.904534455
2016-01-03,10129370.05099354
2016-01-04,10105857.735361658
2016-01-05,10423375.163838128
2016-01-06,10430704.359764704
2016-01-07,10356648.026259486
2016-01-08,10285926.374209898
2016-01-09,10280998.660793126
2016-01-10,10286813.598665277
2016-01-11,10262020.355814736
2016-01-12,10360428.100338604
2016-01-13,10299723.734926231
2016-01-14,10267480.240858637
2016-01-15,10254954.02371698
2016-01-16,10180863.028223818
2016-01-17,10104041.067760097
2016-01-18,10416389.644366607
2016-01-19,10500549.1795247
2016-01-20,10469951.42677662
2016-01-21,10360604.250655912
2016-01-22,10305198.412257733
2016-01-23,10092187.8313721
2016-01-24,10286483.244093291
2016-01-25,10401194.935917074
2016-01-26,10456970.88974839
2016-01-27,10289750.765853755
2016-01-28,10306281.26496542
2016-01-29,10214452.656555062
2016-01-30,10531992.374986667
2016-01-31,10564308.232787952
2016-02-01,10517784.859962016
2016-02-02,10443680.22891672
2016-02-03,10382667.2287816
2016-02-04,10279790.60846188
2016-02-05,10209896.25781059
2016-02-06,10130807.713765291
2016-02-07,10413239.098751357
2016-02-08,10366668.931574663
2016-02-09,10504082.78747951
2016-02-10,10485098.142457971
2016-02-11,10264074.2359685
2016-02-12,10698079.113027764
2016-02-13,10675084.265951969
2016-02-14,10499998.669650286
2016-02-15,10443288.908978911
2016-02-16,10026999.928661374
2016-02-17,10009816.097449644
2016-02-18,9911358.899160393
2016-02-19,9766304.19686209
2016-02-20,9940815.17153374
2016-02-21,9884034.887581436
2016-02-22,9857034.859562203
2016-02-23,9782819.076443955
2016-02-24,9756520.18198306
2016-02-25,9678223.845085211
2016-02-26,11113490.231574548
2016-02-27,11186334.322083514
2016-02-28,11216068.52157886
2016-02-29,11063503.444897288
2016-03-01,10994798.965793015
2016-03-02,12993438.782144774
2016-03-03,13044614.819231436
2016-03-04,13102669.2336346
2016-03-05,13344453.624537244
2016-03-06,13455848.3872827
2016-03-07,13556544.971567633
2016-03-08,13488065.004539063
2016-03-09,13484313.987072725
2016-03-10,13555894.774843557
2016-03-11,13506314.807467625
2016-03-12,13491663.189287055
2016-03-13,13621185.663840285
2016-03-14,13582065.045226324
2016-03-15,13468348.591656247
2016-03-16,13430973.181472924
2016-03-17,13436617.26825491
2016-03-18,13502221.51152398
2016-03-19,13479019.984996852
2016-03-20,13414742.432379913
2016-03-21,13420681.58012122
2016-03-22,13189814.630689943
2016-03-23,13126839.86887538
2016-03-24,13090206.590039182
2016-03-25,13015166.946920956
2016-03-26,13019541.37013299
2016-03-27,13072804.094099812
2016-03-28,13052300.733677944
2016-03-29,13488643.39036875
2016-03-30,13268877.432789369
2016-03-31,13213682.19771657
2016-04-01,13187742.415668204
2016-04-02,13167644.065209106
2016-04-03,13159865.128770197
2016-04-04,13139811.652420131
2016-04-05,13152603.547661653
2016-04-06,13108755.506852351
2016-04-07,13033414.965119824
2016-04-08,13057320.878602795
2016-04-09,13510435.904358149
2016-04-10,13472776.958484296
2016-04-11,13411841.48781241
2016-04-12,13281955.20758738
2016-04-13,13236373.8460302
2016-04-14,13537655.020019928
2016-04-15,13407468.50378693
2016-04-16,13284373.514889916
2016-04-17,13255008.610511368
2016-04-18,13187016.257187547
2016-04-19,13167680.803624228
2016-04-20,13152575.782962024
2016-04-21,13125160.423888866
2016-04-22,13140946.07137472
2016-04-23,13619105.766676594
2016-04-24,13638555.70112045
2016-04-25,13589583.98730887
2016-04-26,13544737.530982664
2016-04-27,13457601.243471816
2016-04-28,13296163.749305695
2016-04-29,13222768.207654452
2016-04-30,13769787.43594952
2016-05-01,13665669.029810367
2016-05-02,13654997.041496793
2016-05-03,13550176.090176782
2016-05-04,13474170.28299766
2016-05-05,13380437.942660714
2016-05-06,13205275.41419424
2016-05-07,12982425.11204912
2016-05-08,12926476.87668338
2016-05-09,13011221.750559509
2016-05-10,12785013.382006705
2016-05-11,13057891.231918637
2016-05-12,12569359.78531824
2016-05-13,11769297.447210597
2016-05-14,11170060.966781842
2016-05-15,10792295.867317308
2016-05-16,10629598.337434236
2016-05-17,10451723.622867469
2016-05-18,10241856.751529124
2016-05-19,10979532.786534946
2016-05-20,10856799.357060192
2016-05-21,10825300.438163351
2016-05-22,10809320.01115484
2016-05-23,10828914.230538698
2016-05-24,10737956.727151562
2016-05-25,10591290.88672746
2016-05-26,10603090.390239984
2016-05-27,10314059.077803724
2016-05-28,10693025.821235577
2016-05-29,10770427.288645878
2016-05-30,10886776.520069158
2016-05-31,10850075.080682486
2016-06-01,10844984.772429872
2016-06-02,10876246.633865835
2016-06-03,10769768.267001914
2016-06-04,10735350.273970973
2016-06-05,10728331.059833609
2016-06-06,10667481.063341672
2016-06-07,10785890.285302203
2016-06-08,11256777.61418054
2016-06-09,11218325.610045545
2016-06-10,11169456.273079868
2016-06-11,11128692.58544705
2016-06-12,11130015.374430532
2016-06-13,11139626.11219458
2016-06-14,11153573.91403533
2016-06-15,11077543.0201608
2016-06-16,11327748.587928995
2016-06-17,11735215.716625288
2016-06-18,12552334.545889148
2016-06-19,12300160.274277631
2016-06-20,12242414.918995542
2016-06-21,12112447.79136747
2016-06-22,11960834.157263422
2016-06-23,11795036.84759709
2016-06-24,11659419.166909011
2016-06-25,12278323.02190312
2016-06-26,12233661.039875722
2016-06-27,12112901.851936543
2016-06-28,11920219.39928771
2016-06-29,11782794.26573011
2016-06-30,11745260.518372037
2016-07-01,11681810.169254497
2016-07-02,11706340.808270404
2016-07-03,11684078.43138198
2016-07-04,12218625.515556555
2016-07-05,11970106.909360353
2016-07-06,11943686.720715772
2016-07-07,11802696.561248343
2016-07-08,11804284.519814042
2016-07-09,11695957.600427402
2016-07-10,11499183.74977463
2016-07-11,11288912.239644418
2016-07-12,11249007.966175862
2016-07-13,11654039.639247058
2016-07-14,11749527.15494156
2016-07-15,11486177.24920476
2016-07-16,11408286.155224504
2016-07-17,11246960.741006922
2016-07-18,11947717.947716787
2016-07-19,18918590.152963787
2016-07-20,19159647.12259805
2016-07-21,19642587.282615464
2016-07-22,19511923.74816064
2016-07-23,19517826.92382924
2016-07-24,20959457.255906392
2016-07-25,21417375.30896147
2016-07-26,23490006.604624737
2016-07-27,24127284.522602856
2016-07-28,24576973.945570946
2016-07-29,24622816.018167067
2016-07-30,24438638.87293826
2016-07-31,24441102.649315704
2016-08-01,24293335.635540232
2016-08-02,24922134.15511624
2016-08-03,23495170.883213565
2016-08-04,23056460.689518426
2016-08-05,22624481.584288105
2016-08-06,22404411.01060112
2016-08-07,22354128.748144224
2016-08-08,22094458.086057425
2016-08-09,21913271.444726977
2016-08-10,21491340.528911263
2016-08-11,21244983.227337413
2016-08-12,21045137.42960517
2016-08-13,20825988.97570133
2016-08-14,20727765.483471084
2016-08-15,20490708.503246285
2016-08-16,20418054.73323132
2016-08-17,20351820.60091673
2016-08-18,20297053.144984573
2016-08-19,20255055.65021811
2016-08-20,20186734.06271645
2016-08-21,20202661.737807464
2016-08-22,20166279.90478537
2016-08-23,20195810.809144
2016-08-24,20164851.68180679
2016-08-25,20163567.22833266
2016-08-26,20008172.749833543
2016-08-27,20078692.27093243
2016-08-28,20065592.433913905
2016-08-29,20046878.68286957
2016-08-30,19952924.878573872
2016-08-31,19895395.775810413
2016-09-01,19889028.941293217
2016-09-02,19911434.45531194
2016-09-03,19881502.321135346
2016-09-04,19901714.85691141
2016-09-05,19878261.684398144
2016-09-06,19829714.265941847
2016-09-07,19786190.078437507
2016-09-08,19714777.05122841
2016-09-09,19699318.52278232
2016-09-10,19645783.07889574
2016-09-11,19601135.39963579
2016-09-12,19351297.775606297
2016-09-13,19345336.90271436
2016-09-14,19357824.563283525
2016-09-15,19395058.022401057
2016-09-16,20323495.551026005
2016-09-17,20387278.08246413
2016-09-18,20302083.68092262
2016-09-19,20304405.345358755
2016-09-20,20256137.749066968
2016-09-21,20272546.722335134
2016-09-22,20199436.64245305
2016-09-23,20145963.714133013
2016-09-24,20170500.16506074
2016-09-25,20150904.743068457
2016-09-26,20156727.99804016
2016-09-27,20132210.86108084
2016-09-28,20175326.01528702
2016-09-29,20087455.50708365
2016-09-30,20088944.19098711
2016-10-01,19983566.755414583
2016-10-02,19996131.206599083
2016-10-03,19992666.46887464
2016-10-04,19974329.21220978
2016-10-05,19983240.29390321
2016-10-06,19955741.09197249
2016-10-07,19945016.22931424
2016-10-08,20078138.960102294
2016-10-09,20159162.136183448
2016-10-10,20211974.60171643
2016-10-11,20348858.58781968
2016-10-12,21309712.384176973
2016-10-13,21488746.44283825
2016-10-14,22662482.884463467
2016-10-15,22632237.551490463
2016-10-16,22599294.91470854
2016-10-17,22561278.951217208
2016-10-18,22565985.4477447
2016-10-19,22484232.82479078
2016-10-20,22499506.755630787
2016-10-21,22514059.512084823
2016-10-22,22610665.511676773
2016-10-23,22636920.04762371
2016-10-24,22708725.15986464
2016-10-25,22777623.326875072
2016-10-26,22879720.04798945
2016-10-27,22941948.71009444
2016-10-28,22956591.1274464
2016-10-29,23066639.81062413
2016-10-30,22422673.72214993
2016-10-31,22425984.399141964
2016-11-01,22571603.658806928
2016-11-02,22583707.798844967
2016-11-03,22618198.69937504
2016-11-04,22557047.684781328
2016-11-05,22562738.10403825
2016-11-06,22569535.635720942
2016-11-07,22665763.877160773
2016-11-08,22680170.13663832
2016-11-09,22622139.262156337
2016-11-10,22632620.70504024
2016-11-11,22608656.55237957
2016-11-12,22746794.87524217
2016-11-13,22776425.43292538
2016-11-14,22768200.12834301
2016-11-15,22820697.776261088
2016-11-16,22838448.531116776
2016-11-17,23312544.73699023
2016-11-18,23307072.1492776
2016-11-19,23398615.479793303
2016-11-20,23452859.62120252
2016-11-21,23466016.798963662
2016-11-22,23586729.31339576
2016-11-23,23542764.836374026
2016-11-24,23605340.099096738
2016-11-25,23597013.034732167
2016-11-26,23665131.49932688
2016-11-27,23730482.08463193
2016-11-28,23745608.79924364
2016-11-29,23815831.12786541
2016-11-30,23927674.91246563
2016-12-01,23851473.844327103
2016-12-02,23758652.46516924
2016-12-03,23988701.69570817
2016-12-04,23984482.461457662
2016-12-05,24174798.286649257
2016-12-06,24135429.72935883
2016-12-07,23991630.652259503
2016-12-08,23901535.6031416
2016-12-09,24031808.31195792
2016-12-10,24004184.485067725
2016-12-11,24012841.90596116
2016-12-12,23945152.382121336
2016-12-13,23923847.96511223
2016-12-14,23920009.459398832
2016-12-15,23961299.03895547
2016-12-16,24080239.15003955
2016-12-17,24014660.38119089
2016-12-18,24067332.90298384
2016-12-19,24121055.67062885
2016-12-20,24121980.12275953
2016-12-21,24292873.489619903
2016-12-22,24424747.539473426
2016-12-23,25231599.87573714
2016-12-24,25204063.86224809
2016-12-25,25219525.79367865
2016-12-26,25202733.752313644
2016-12-27,25302407.15203242
2016-12-28,25297584.838700466
2016-12-29,25379487.576852035
2016-12-30,25348358.65590257
2016-12-31,25339352.69349688
2017-01-01,25275576.1390451
2017-01-02,25254490.61779449
2017-01-03,25305735.275218166
2017-01-04,25492047.04343185
2017-01-05,25608276.70718036
2017-01-06,25494092.915423848
2017-01-07,25387832.327361424
2017-01-08,25396875.485923007
2017-01-09,25478217.6391232
2017-01-10,25478130.44098565
2017-01-11,25358529.921045545
2017-01-12,25270768.47720541
2017-01-13,25354197.189413875
2017-01-14,25439856.60982261
2017-01-15,25402607.77774647
2017-01-16,25399162.66611635
2017-01-17,25557875.67001144
2017-01-18,25509744.1713514
2017-01-19,25546240.514052164
2017-01-20,24852947.83339124
2017-01-21,24795262.3232456
2017-01-22,24779755.56339759
2017-01-23,24795245.72552503
2017-01-24,24782158.88148181
2017-01-25,24739428.999222413
2017-01-26,24721127.187605508
2017-01-27,24700929.982023094
2017-01-28,24679283.32363613
2017-01-29,24746118.64295881
2017-01-30,24764255.47938773
2017-01-31,24822076.00655988
2017-02-01,24842830.33520948
2017-02-02,24849154.022385087
2017-02-03,24989302.43906439
2017-02-04,24909678.881798528
2017-02-05,24914846.024629176
2017-02-06,24927608.19104228
2017-02-07,24929019.248225987
2017-02-08,24938045.08033845
2017-02-09,24923553.211511265
2017-02-10,24838735.231379382
2017-02-11,24816014.193242166
2017-02-12,24818525.59410941
2017-02-13,24699588.45255379
2017-02-14,24656750.59262672
2017-02-15,24782067.56019108
2017-02-16,24701392.64426773
2017-02-17,24873977.097823348
2017-02-18,24832289.1358652
2017-02-19,24890403.81912564
2017-02-20,24905632.884186383
2017-02-21,24961815.76230643
2017-02-22,24984624.81563085
2017-02-23,24904930.69068748
2017-02-24,25157862.14566823
2017-02-25,25050577.80459355
2017-02-26,24972720.40647755
2017-02-27,25422611.298601307
2017-02-28,25535321.68658816
2017-03-01,25211310.53230093
2017-03-02,25227518.975390017
2017-03-03,25257707.232474405
2017-03-04,25372563.07168352
2017-03-05,25295313.32670044
2017-03-06,25223452.34050893
2017-03-07,25233718.91094929
2017-03-08,25181544.5675093
2017-03-09,25120016.803478844
2017-03-10,25476403.629935607
2017-03-11,25626988.67514893
2017-03-12,25715478.40372763
2017-03-13,26185865.483853847
2017-03-14,26025263.04568544
2017-03-15,26074080.45507428
2017-03-16,27025299.3815723
2017-03-17,27214205.791720737
2017-03-18,27262147.362145223
2017-03-19,27140135.09960949
2017-03-20,26974597.78861793
2017-03-21,26803236.79005948
2017-03-22,26695754.515111443
2017-03-23,26658837.77023253
2017-03-24,26921840.817535143
2017-03-25,26763983.809909903
2017-03-26,26719863.376847792
2017-03-27,26686155.61340228
2017-03-28,26624348.740067188
2017-03-29,26398760.06206911
2017-03-30,26372520.04495676
2017-03-31,26606981.54322859
2017-04-01,26598651.250536304
2017-04-02,26661835.541784126
2017-04-03,26737911.536377773
2017-04-04,26654574.143271104
2017-04-05,26613625.080076493
2017-04-06,26467788.99268617
2017-04-07,26429253.6336874
2017-04-08,26407520.34072868
2017-04-09,26415565.712088607
2017-04-10,26203488.68386853
2017-04-11,26147322.68278196
2017-04-12,26170579.916135333
2017-04-13,26081807.27271034
2017-04-14,26110938.8063471
2017-04-15,25986839.274094053
2017-04-16,25950105.99177752
2017-04-17,25809737.613028448
2017-04-18,25567220.01500471
2017-04-19,25385517.192690447
2017-04-20,25335808.068985622
2017-04-21,25389040.480345044
2017-04-22,25379862.19373596
2017-04-23,25395048.23788371
2017-04-24,25331458.81550359
2017-04-25,25319797.266369414
2017-04-26,25142285.36771675
2017-04-27,25091968.427389003
2017-04-28,25049405.58638429
2017-04-29,25009369.104639504
2017-04-30,24972478.903708525
2017-05-01,24906131.34466993
2017-05-02,24724749.04943984
2017-05-03,24740097.502548
2017-05-04,24714147.28595924
2017-05-05,24288352.1679424
2017-05-06,24246379.443710428
2017-05-07,24238347.51099941
2017-05-08,24005924.46967133
2017-05-09,24073198.490810502
2017-05-10,23948525.554737262
2017-05-11,23882500.166854285
2017-05-12,23987583.810074925
2017-05-13,23884435.97058625
2017-05-14,23889263.75107903
2017-05-15,23766089.457547765
2017-05-16,23736610.99038944
2017-05-17,23468152.30560369
2017-05-18,23433214.425294805
2017-05-19,23269062.842161804
2017-05-20,23120898.11607888
2017-05-21,23067579.238924164
2017-05-22,23104815.01060268
2017-05-23,22947039.375093617
2017-05-24,23223044.218753733
2017-05-25,23354255.485655017
2017-05-26,23117228.6483588
2017-05-27,23081094.93366643
2017-05-28,23065858.365920983
2017-05-29,22976840.177538466
2017-05-30,23041840.111841004
2017-05-31,23142862.022164702
2017-06-01,23034486.054810543
2017-06-02,22707685.92607641
2017-06-03,22680443.838997312
2017-06-04,22692513.333717726
2017-06-05,22713559.61142905
2017-06-06,22797663.86600241
2017-06-07,22795271.61463452
2017-06-08,22748381.023898605
2017-06-09,22626733.104749933
2017-06-10,22563069.780696902
2017-06-11,22398335.89341453
2017-06-12,22461347.45181343
2017-06-13,22735221.980703987
2017-06-14,22883112.2436374
2017-06-15,22830762.920877304
2017-06-16,22793759.531673804
2017-06-17,22755441.219049167
2017-06-18,22745868.50522822
2017-06-19,22773321.01391084
2017-06-20,22768463.631532528
2017-06-21,22756039.68031033
2017-06-22,22676789.923601955
2017-06-23,22987138.11813921
2017-06-24,22945550.088742923
2017-06-25,22925440.91181784
2017-06-26,23418539.818005223
2017-06-27,23475106.21689339
2017-06-28,23417824.815377016
2017-06-29,23449723.57218752
2017-06-30,23426559.31253656
2017-07-01,23410761.2167789
2017-07-02,23376205.25386087
2017-07-03,23426771.14213439
2017-07-04,23483547.68233228
2017-07-05,23460029.68948462
2017-07-06,23475350.351376
2017-07-07,23392578.26536257
2017-07-08,23400856.102753174
2017-07-09,23341985.92855167
2017-07-10,23528136.97335985
2017-07-11,23650157.65605369
2017-07-12,23719025.360941425
2017-07-13,23769585.141846497
2017-07-14,23751786.57278708
2017-07-15,23798953.393394023
2017-07-16,23936471.20453343
2017-07-17,23861118.28865572
2017-07-18,23857016.54441136
2017-07-19,23887342.70076984
2017-07-20,24058797.911543123
2017-07-21,24091299.61046709
2017-07-22,24041810.659706555
2017-07-23,23961584.6837378
2017-07-24,24041049.055940624
2017-07-25,23900427.69879186
2017-07-26,23797221.767223
2017-07-27,23738061.112205435
2017-07-28,23812083.46920733
2017-07-29,23810165.303017043
2017-07-30,23797319.317384902
2017-07-31,23752680.43681551
2017-08-01,23717705.466469776
2017-08-02,23749575.32592245
2017-08-03,23604182.932008803
2017-08-04,23541796.95430316
2017-08-05,23445698.98635687
2017-08-06,23432664.70249317
2017-08-07,23289948.892446067
2017-08-08,23221491.375763096
2017-08-09,23327189.626822382
2017-08-10,23214226.568412334
2017-08-11,23209449.50877753
2017-08-12,23126140.181305617
2017-08-13,23098350.27688046
2017-08-14,23044068.28202508
2017-08-15,22927774.04398805
2017-08-16,22783185.7256436
2017-08-17,22667394.5067706
2017-08-18,22502402.551741544
2017-08-19,22488572.81440387
2017-08-20,22527900.67581662
2017-08-21,22511294.70199602
2017-08-22,22442803.542435966
2017-08-23,22322393.461165585
2017-08-24,22268331.77335176
2017-08-25,22218832.71870138
2017-08-26,22237127.87745334
2017-08-27,22315606.94784433
2017-08-28,22282899.086935647
2017-08-29,22228473.01925903
2017-08-30,22196942.5992146
2017-08-31,21983575.172336526
2017-09-01,21933151.07249029
2017-09-02,21998333.72971042
2017-09-03,21968068.80685229
2017-09-04,22127510.02414923
2017-09-05,22017229.0373556
2017-09-06,22237750.53080381
2017-09-07,22148565.970502123
2017-09-08,22174571.555027567
2017-09-09,22201963.37928681
2017-09-10,22211118.41487465
2017-09-11,22542502.94676224
2017-09-12,22475590.33865038
2017-09-13,22507381.45973524
2017-09-14,22621641.041284703
2017-09-15,22747538.067027725
2017-09-16,22634620.67285145
2017-09-17,22832211.331272725
2017-09-18,22912983.06962217
2017-09-19,22874936.38646613
2017-09-20,22861249.74966459
2017-09-21,22835079.72211404
2017-09-22,22788575.43900971
2017-09-23,22786261.272243507
2017-09-24,22735331.81652712
2017-09-25,22773652.693307865
2017-09-26,22767399.74060336
2017-09-27,22703173.553196743
2017-09-28,22769321.65932418
2017-09-29,22736529.349983346
2017-09-30,22653233.36934721
2017-10-01,22653324.335751943
2017-10-02,22600595.30371556
2017-10-03,22539660.80830038
2017-10-04,22540481.65729174
2017-10-05,22474490.856427208
2017-10-06,22430162.793309595
2017-10-07,22411289.391671486
2017-10-08,22410564.297838926
2017-10-09,22321243.346406814
2017-10-10,22296182.84236819
2017-10-11,22285241.28066021
2017-10-12,22259072.79182789
2017-10-13,22331053.56377096
2017-10-14,22335296.44311536
2017-10-15,22326323.46771864
2017-10-16,22298045.75754962
2017-10-17,22332792.366930977
2017-10-18,22240614.245955005
2017-10-19,22164448.80113506
2017-10-20,22126041.347998213
2017-10-21,22120313.77959198
2017-10-22,22070809.045701403
2017-10-23,22170947.4949923
2017-10-24,22150175.838553287
2017-10-25,22191401.56866497
2017-10-26,22173099.44515891
2017-10-27,22177992.412968334
2017-10-28,22152950.31313061
2017-10-29,22150552.9677118
2017-10-30,22155671.79430849
2017-10-31,22160002.88673122
2017-11-01,22229571.7631996
2017-11-02,22255196.82289489
2017-11-03,22315669.666848883
2017-11-04,22320944.454782225
2017-11-05,22322130.24594016
2017-11-06,22271226.688934684
2017-11-07,22248038.5958836
2017-11-08,22266023.409591388
2017-11-09,22290849.886304483
2017-11-10,22243851.827630736
2017-11-11,22271200.82431572
2017-11-12,22241622.77861402
2017-11-13,22251434.70357413
2017-11-14,22287615.53224593
2017-11-15,22251498.50207752
2017-11-16,22170931.84817922
2017-11-17,22183627.14452426
2017-11-18,22180007.469807927
2017-11-19,22067236.52231374
2017-11-20,21998701.71204952
2017-11-21,21840999.90349651
2017-11-22,21678757.354464587
2017-11-23,21687033.89094076
2017-11-24,21668700.88194131
2017-11-25,21621030.43199088
2017-11-26,21554486.46479301
2017-11-27,21504545.899477508
2017-11-28,21363946.29411294
2017-11-29,21351850.59421599
2017-11-30,21239303.73094367
2017-12-01,21153199.94057909
2017-12-02,21088818.401065946
2017-12-03,21123731.10009417
2017-12-04,21048088.3666461
2017-12-05,21181233.99509941
2017-12-06,21132177.82556775
2017-12-07,21074667.15686926
2017-12-08,20879397.01845864
2017-12-09,20774556.86237077
2017-12-10,20685860.07081295
2017-12-11,20536478.69889114
2017-12-12,20881886.31858628
2017-12-13,20790656.595161404
2017-12-14,20939709.660620008
2017-12-15,20743585.2716726
2017-12-16,20614007.06096209
2017-12-17,20535096.741548013
2017-12-18,20458886.728407823
2017-12-19,20456487.16419567
2017-12-20,20427800.43054033
2017-12-21,20355647.014214545
2017-12-22,20456888.0536764
2017-12-23,20339724.80174104
2017-12-24,20317308.801449165
2017-12-25,20166005.12661369
2017-12-26,20069403.8251505
2017-12-27,20011873.40785816
2017-12-28,19991208.546164792
2017-12-29,19921928.73320349
2017-12-30,20098541.79033589
2017-12-31,20021313.27523956
2018-01-01,20007595.5322892
2018-01-02,20133959.964281976
2018-01-03,19956860.6341426
2018-01-04,20124445.665616024
2018-01-05,20090345.22578489
2018-01-06,19965247.16977071
2018-01-07,19865155.8557342
2018-01-08,20009598.282089178
2018-01-09,20100687.07300255
2018-01-10,20120021.674639903
2018-01-11,20172336.316059384
2018-01-12,20024625.9067391
2018-01-13,19859963.28192178
2018-01-14,19796174.95259051
2018-01-15,19805788.63658663
2018-01-16,19763638.282631505
2018-01-17,20061774.07393641
2018-01-18,20062295.232643142
2018-01-19,19910862.40107604
2018-01-20,19725453.461008526
2018-01-21,20090235.28686197
2018-01-22,20030922.38764928
2018-01-23,19973817.229743887
2018-01-24,20058367.394735903
2018-01-25,19960191.143316515
2018-01-26,20150724.556411263
2018-01-27,20055133.785367858
2018-01-28,19989273.56338093
2018-01-29,20052777.628863946
2018-01-30,19985655.423859287
2018-01-31,19925359.505846288
2018-02-01,20024834.192567337
2018-02-02,20127076.50120972
2018-02-03,20073870.28165128
2018-02-04,20049175.196449462
2018-02-05,20051241.62174624
2018-02-06,20142325.299092382
2018-02-07,20143952.184081845
2018-02-08,20152542.11800888
2018-02-09,20089750.124004155
2018-02-10,20000780.91100332
2018-02-11,20128344.048732363
2018-02-12,20151434.187942103
2018-02-13,20091876.266606744
2018-02-14,20055261.184044752
2018-02-15,20085482.9901593
2018-02-16,20052927.211760823
2018-02-17,20024644.066016
2018-02-18,20072954.558030844
2018-02-19,20023202.738750152
2018-02-20,19972841.09084773
2018-02-21,19955642.36942285
2018-02-22,19903661.568198983
2018-02-23,19925577.623810228
2018-02-24,19876808.20754183
2018-02-25,19833380.48210421
2018-02-26,19886027.231123183
2018-02-27,19866229.17509461
2018-02-28,19807276.836816408
2018-03-01,19785826.73003632
2018-03-02,19817600.622726884
2018-03-03,19794226.686325025
2018-03-04,19772818.63808955
2018-03-05,19774686.775674835
2018-03-06,19883715.555896483
2018-03-07,19948706.308965933
2018-03-08,19969859.44776087
2018-03-09,19970152.42711929
2018-03-10,20030665.140229955
2018-03-11,19977099.219616693
2018-03-12,19906530.246797
2018-03-13,19660056.904081643
2018-03-14,19719578.011474244
2018-03-15,19762670.598240804
2018-03-16,19803657.35724569
2018-03-17,19805487.47447373
2018-03-18,19883380.251886327
2018-03-19,19980205.71696138
2018-03-20,19890990.611115787
2018-03-21,19952392.67835879
2018-03-22,19942541.61449999
2018-03-23,19931422.01375294
2018-03-24,19855365.90573981
2018-03-25,19811371.282597885
2018-03-26,19801901.95914248
2018-03-27,19997007.35684568
2018-03-28,20028403.139527384
2018-03-29,20170456.30713909
2018-03-30,20195194.568435907
2018-03-31,20211317.122915503
2018-04-01,20225127.49202274
2018-04-02,20267727.95412268
2018-04-03,20205347.56976551
2018-04-04,20219949.96148709
2018-04-05,20165750.0038304
2018-04-06,20137045.524683733
2018-04-07,20133214.72905348
2018-04-08,20292522.10277389
2018-04-09,20306437.75844594
2018-04-10,20277131.55776965
2018-04-11,20285164.31372465
2018-04-12,20284297.56577686
2018-04-13,20295830.2651909
2018-04-14,20297778.580575064
2018-04-15,20281497.38194693
2018-04-16,20276005.2042144
2018-04-17,20228087.005691763
2018-04-18,20224948.120107893
2018-04-19,20197838.313209508
2018-04-20,20206763.391776763
2018-04-21,20179578.449965023
2018-04-22,20146027.86815789
2018-04-23,19666542.851479936
2018-04-24,19667744.93352066
2018-04-25,19660910.67047245
2018-04-26,19731204.320517942
2018-04-27,19788649.137857776
2018-04-28,19576440.23283287
2018-04-29,19512176.11964092
2018-04-30,19442991.368931185
2018-05-01,19446374.35027061
2018-05-02,19437363.02311064
2018-05-03,19438224.33943273
2018-05-04,19555994.66456016
2018-05-05,19618916.207416423
2018-05-06,19566910.423059803
2018-05-07,19682404.78867599
2018-05-08,19682947.44043612
2018-05-09,19659524.107025225
2018-05-10,19589922.28374424
2018-05-11,19617493.640347112
2018-05-12,19658187.42909847
2018-05-13,19572368.67347464
2018-05-14,19522472.6091169
2018-05-15,19572067.605831563
2018-05-16,19529802.60614212
2018-05-17,19520421.92549686
2018-05-18,19563159.17918949
2018-05-19,19574079.285866786
2018-05-20,19558918.985599592
2018-05-21,19580487.074313045
2018-05-22,19564744.40692261
2018-05-23,19668031.93191368
2018-05-24,19658166.392641727
2018-05-25,19598455.739734337
2018-05-26,19525332.77908004
2018-05-27,19511357.389029466
2018-05-28,19519785.40099608
2018-05-29,19580674.82809912
2018-05-30,19572860.49964001
2018-05-31,19523349.215938352
2018-06-01,19803449.79665871
2018-06-02,19840304.959987458
2018-06-03,19859257.43905732
2018-06-04,19896460.627697103
2018-06-05,19933455.01381566
2018-06-06,19981133.56207087
2018-06-07,20061508.697849464
2018-06-08,20094074.308681667
2018-06-09,20097607.952040773
2018-06-10,20090783.750899624
2018-06-11,20082175.3247006
2018-06-12,20226889.46875112
