date,Exchange Inflow (Mean)
2016-06-23,53.95681606
2016-06-24,57.24434926
2016-06-25,138.90610923
2016-06-26,26.86389998
2016-06-27,20.49149142
2016-06-28,76.38292906
2016-06-29,55.67697868
2016-06-30,44.03967648
2016-07-01,45.96304354
2016-07-02,25.91962874
2016-07-03,33.99523295
2016-07-04,117.43281032
2016-07-05,85.9732982
2016-07-06,46.35967878
2016-07-07,50.89733768
2016-07-08,47.83458354
2016-07-09,22.73312951
2016-07-10,48.97783861
2016-07-11,39.45251066
2016-07-12,65.89924873
2016-07-13,104.37125934
2016-07-14,65.92343099
2016-07-15,329.5948404
2016-07-16,53.52208282
2016-07-17,45.9226179
2016-07-18,169.33509353
2016-07-19,555.61297043
2016-07-20,2973.52916479
2016-07-21,127.58221613
2016-07-22,103.78368225
2016-07-23,149.51315082
2016-07-24,441.33522675
2016-07-25,230.50054429
2016-07-26,404.11643793
2016-07-27,296.89535456
2016-07-28,215.3865347
2016-07-29,149.70897008
2016-07-30,131.1820862
2016-07-31,90.30733495
2016-08-01,205.61847691
2016-08-02,406.39706606
2016-08-03,469.04435092
2016-08-04,157.09076041
2016-08-05,185.40289577
2016-08-06,76.71883825
2016-08-07,107.04340874
2016-08-08,77.13206296
2016-08-09,213.0095345
2016-08-10,263.44137206
2016-08-11,213.50034685
2016-08-12,150.0786278
2016-08-13,209.02535268
2016-08-14,85.93997481
2016-08-15,97.03922027
2016-08-16,51.54048255
2016-08-17,121.04123727
2016-08-18,90.83571397
2016-08-19,55.28422442
2016-08-20,102.09342072
2016-08-21,242.2678999
2016-08-22,104.79853893
2016-08-23,249.46769111
2016-08-24,52.16639495
2016-08-25,37.33056338
2016-08-26,116.22438752
2016-08-27,37.28146257
2016-08-28,32.21220691
2016-08-29,64.72606851
2016-08-30,28.58874224
2016-08-31,39.7959057
2016-09-01,76.73745851
2016-09-02,71.32317671
2016-09-03,58.84643082
2016-09-04,88.5482348
2016-09-05,34.85999776
2016-09-06,59.18931547
2016-09-07,39.187299
2016-09-08,58.23356058
2016-09-09,19.88980592
2016-09-10,23.59394204
2016-09-11,45.2137784
2016-09-12,42.60803694
2016-09-13,40.77159392
2016-09-14,31.22397952
2016-09-15,26.9013423
2016-09-16,172.96728701
2016-09-17,31.55953386
2016-09-18,104.56309126
2016-09-19,46.19921241
2016-09-20,168.06162911
2016-09-21,145.28021645
2016-09-22,131.38251887
2016-09-23,112.4876582
2016-09-24,62.11894511
2016-09-25,109.76103125
2016-09-26,47.24494175
2016-09-27,53.85797645
2016-09-28,150.13201601
2016-09-29,67.32794023
2016-09-30,58.19283634
2016-10-01,18.68920856
2016-10-02,49.00934594
2016-10-03,20.23078887
2016-10-04,46.2151687
2016-10-05,60.09325201
2016-10-06,47.10904832
2016-10-07,45.38020141
2016-10-08,59.38994657
2016-10-09,132.44768017
2016-10-10,146.37218977
2016-10-11,125.15362393
2016-10-12,401.06616295
2016-10-13,128.05649914
2016-10-14,300.11025761
2016-10-15,75.72940909
2016-10-16,119.6169256
2016-10-17,102.16069609
2016-10-18,152.90173103
2016-10-19,27.12968785
2016-10-20,28.69289248
2016-10-21,17.92402569
2016-10-22,21.85133001
2016-10-23,14.05619404
2016-10-24,25.25011215
2016-10-25,49.78847111
2016-10-26,41.59559932
2016-10-27,46.91507868
2016-10-28,55.48613558
2016-10-29,103.43637248
2016-10-30,99.18705583
2016-10-31,35.26397348
2016-11-01,189.62355512
2016-11-02,331.66737659
2016-11-03,783.6332434
2016-11-04,72.64458797
2016-11-05,35.92428069
2016-11-06,28.91467209
2016-11-07,31.98848584
2016-11-08,24.52948974
2016-11-09,122.12365288
2016-11-10,58.05373016
2016-11-11,171.89474922
2016-11-12,60.69753597
2016-11-13,76.457068
2016-11-14,17.81667968
2016-11-15,37.18047788
2016-11-16,42.84782782
2016-11-17,241.83184976
2016-11-18,41.20584643
2016-11-19,38.92968115
2016-11-20,32.66996581
2016-11-21,20.65671362
2016-11-22,193.93312018
2016-11-23,21.22961739
2016-11-24,54.20768997
2016-11-25,28.34494345
2016-11-26,22.70855809
2016-11-27,34.68303076
2016-11-28,27.71082893
2016-11-29,64.37197274
2016-11-30,84.93935377
2016-12-01,32.27725888
2016-12-02,84.21611027
2016-12-03,174.14585747
2016-12-04,34.06020718
2016-12-05,109.48437565
2016-12-06,202.93670285
2016-12-07,109.03311582
2016-12-08,96.16439623
2016-12-09,78.8731229
2016-12-10,26.51571841
2016-12-11,11.87042246
2016-12-12,46.36170623
2016-12-13,26.4548167
2016-12-14,22.0300033
2016-12-15,44.88261358
2016-12-16,42.20802054
2016-12-17,44.0504658
2016-12-18,25.08352257
2016-12-19,42.35281989
2016-12-20,30.62051822
2016-12-21,88.44060996
2016-12-22,88.28712216
2016-12-23,309.51487863
2016-12-24,23.76594009
2016-12-25,58.05412171
2016-12-26,36.44747627
2016-12-27,68.51022514
2016-12-28,90.57517692
2016-12-29,127.25798781
2016-12-30,106.97772823
2016-12-31,49.69192881
2017-01-01,75.17547132
2017-01-02,50.32696885
2017-01-03,99.39548937
2017-01-04,144.1279555
2017-01-05,130.08976809
2017-01-06,125.10719324
2017-01-07,80.30885915
2017-01-08,48.03631258
2017-01-09,123.84057488
2017-01-10,43.68451714
2017-01-11,46.34163825
2017-01-12,61.56405593
2017-01-13,59.66174172
2017-01-14,43.76273063
2017-01-15,12.85326488
2017-01-16,21.51278034
2017-01-17,70.74142469
2017-01-18,32.37549762
2017-01-19,35.31130512
2017-01-20,107.15414299
2017-01-21,30.01204506
2017-01-22,39.80381201
2017-01-23,32.59285686
2017-01-24,32.06864836
2017-01-25,38.47316312
2017-01-26,42.08454717
2017-01-27,37.64657194
2017-01-28,24.10414936
2017-01-29,30.38711763
2017-01-30,30.77635884
2017-01-31,74.52063393
2017-02-01,67.83541374
2017-02-02,75.68488295
2017-02-03,103.8575667
2017-02-04,66.54567231
2017-02-05,16.5632216
2017-02-06,59.19666313
2017-02-07,50.82760698
2017-02-08,44.39472479
2017-02-09,54.62213253
2017-02-10,85.40470359
2017-02-11,36.12791443
2017-02-12,27.1989847
2017-02-13,24.18374397
2017-02-14,122.49170357
2017-02-15,78.63629793
2017-02-16,68.19436088
2017-02-17,57.58619529
2017-02-18,26.81497183
2017-02-19,36.24903097
2017-02-20,56.91518395
2017-02-21,66.8024551
2017-02-22,43.30889896
2017-02-23,30.88015517
2017-02-24,79.84874883
2017-02-25,44.24204563
2017-02-26,45.54622271
2017-02-27,221.7776708
2017-02-28,132.46945119
2017-03-01,89.57197538
2017-03-02,161.82826384
2017-03-03,148.81091287
2017-03-04,59.65006093
2017-03-05,31.04536574
2017-03-06,84.93552746
2017-03-07,93.99306427
2017-03-08,95.98696112
2017-03-09,67.1444325
2017-03-10,115.19077261
2017-03-11,117.87719812
2017-03-12,86.75388969
2017-03-13,193.51274671
2017-03-14,102.93067764
2017-03-15,81.12039133
2017-03-16,193.83561748
2017-03-17,166.50372194
2017-03-18,113.03879742
2017-03-19,43.42358042
2017-03-20,62.10694504
2017-03-21,50.5884684
2017-03-22,51.48257651
2017-03-23,50.48776959
2017-03-24,85.17591197
2017-03-25,59.77934721
2017-03-26,50.98942742
2017-03-27,47.66331513
2017-03-28,56.64196024
2017-03-29,63.16334595
2017-03-30,75.65239998
2017-03-31,108.82620953
2017-04-01,38.96735146
2017-04-02,75.90124175
2017-04-03,103.9975869
2017-04-04,66.88076746
2017-04-05,61.58304694
2017-04-06,88.35731249
2017-04-07,60.29859492
2017-04-08,45.86345229
2017-04-09,34.0031685
2017-04-10,57.30539831
2017-04-11,28.97750221
2017-04-12,36.16514649
2017-04-13,47.80111835
2017-04-14,60.33458331
2017-04-15,40.13357563
2017-04-16,20.06131145
2017-04-17,32.43027192
2017-04-18,55.65608147
2017-04-19,56.62483479
2017-04-20,57.07708697
2017-04-21,33.47240473
2017-04-22,49.77795607
2017-04-23,22.32873377
2017-04-24,31.03780348
2017-04-25,25.7990857
2017-04-26,63.7108568
2017-04-27,48.31706352
2017-04-28,68.70794216
2017-04-29,51.69262289
2017-04-30,44.42026423
2017-05-01,177.44791647
2017-05-02,52.11395437
2017-05-03,53.18883753
2017-05-04,95.2544488
2017-05-05,116.46799674
2017-05-06,45.75941512
2017-05-07,27.81150751
2017-05-08,34.50618213
2017-05-09,67.05984538
2017-05-10,41.44625434
2017-05-11,39.15637483
2017-05-12,46.15587578
2017-05-13,15.8715357
2017-05-14,45.44535882
2017-05-15,57.29762958
2017-05-16,39.40427693
2017-05-17,42.52330411
2017-05-18,33.61019718
2017-05-19,55.84458824
2017-05-20,26.22306679
2017-05-21,72.62425869
2017-05-22,92.07792766
2017-05-23,22.6368633
2017-05-24,46.74132989
2017-05-25,55.05852383
2017-05-26,67.30441346
2017-05-27,50.12699835
2017-05-28,29.63174532
2017-05-29,25.31525521
2017-05-30,48.94376097
2017-05-31,45.49191052
2017-06-01,39.41835617
2017-06-02,38.99585131
2017-06-03,21.98833456
2017-06-04,25.53523776
2017-06-05,29.19942042
2017-06-06,31.87484026
2017-06-07,20.06466924
2017-06-08,19.68811213
2017-06-09,19.50225918
2017-06-10,31.22230543
2017-06-11,29.18610932
2017-06-12,44.8767732
2017-06-13,29.8785431
2017-06-14,26.95270819
2017-06-15,28.40338321
2017-06-16,21.54326552
2017-06-17,20.05738266
2017-06-18,23.03962593
2017-06-19,17.20154215
2017-06-20,38.68574333
2017-06-21,29.49328226
2017-06-22,39.55912104
2017-06-23,32.21543916
2017-06-24,21.55523874
2017-06-25,18.41359834
2017-06-26,36.6146386
2017-06-27,28.97191489
2017-06-28,22.85365432
2017-06-29,19.21402883
2017-06-30,27.01459427
2017-07-01,20.9905324
2017-07-02,26.96619063
2017-07-03,19.19218189
2017-07-04,23.89210826
2017-07-05,21.52032842
2017-07-06,19.28541709
2017-07-07,14.94443549
2017-07-08,20.50759626
2017-07-09,14.0683261
2017-07-10,33.58734538
2017-07-11,41.18415458
2017-07-12,42.13388684
2017-07-13,40.09695994
2017-07-14,25.73651326
2017-07-15,25.15155729
2017-07-16,54.35307031
2017-07-17,27.6590327
2017-07-18,31.95459697
2017-07-19,38.34663231
2017-07-20,33.49673233
2017-07-21,24.59355606
2017-07-22,26.39025772
2017-07-23,16.7932371
2017-07-24,19.81496528
2017-07-25,22.71308976
2017-07-26,16.65975363
2017-07-27,22.5257299
2017-07-28,33.51498478
2017-07-29,25.4786098
2017-07-30,17.5262697
2017-07-31,18.11069931
2017-08-01,31.45715053
2017-08-02,17.15427937
2017-08-03,23.17166409
2017-08-04,15.04316608
2017-08-05,22.31046099
2017-08-06,20.13561377
2017-08-07,19.89515455
2017-08-08,16.96744349
2017-08-09,26.29987266
2017-08-10,11.52715169
2017-08-11,19.35104766
2017-08-12,14.5217145
2017-08-13,17.92474568
2017-08-14,15.59995509
2017-08-15,18.27449652
2017-08-16,27.06649638
2017-08-17,16.58043252
2017-08-18,18.44857086
2017-08-19,19.98950704
2017-08-20,17.63206929
2017-08-21,22.82375694
2017-08-22,17.19405727
2017-08-23,12.59055523
2017-08-24,25.37520965
2017-08-25,17.11961388
2017-08-26,17.24723761
2017-08-27,23.33679338
2017-08-28,24.1891888
2017-08-29,21.82330163
2017-08-30,24.08037595
2017-08-31,19.10680862
2017-09-01,16.61203851
2017-09-02,22.74560984
2017-09-03,24.95490932
2017-09-04,26.14492708
2017-09-05,26.05307868
2017-09-06,29.52911143
2017-09-07,13.69874111
2017-09-08,19.95170225
2017-09-09,53.50810986
2017-09-10,18.51088998
2017-09-11,25.4346895
2017-09-12,17.75862412
2017-09-13,21.10694799
2017-09-14,30.69965748
2017-09-15,38.84699269
2017-09-16,20.01687948
2017-09-17,22.66769348
2017-09-18,15.89589613
2017-09-19,18.06719887
2017-09-20,16.43167755
2017-09-21,18.18401739
2017-09-22,13.51493345
2017-09-23,15.20412611
2017-09-24,18.70357133
2017-09-25,24.8251146
2017-09-26,22.48802403
2017-09-27,19.16688087
2017-09-28,18.46941834
2017-09-29,15.79180858
2017-09-30,11.19945691
2017-10-01,13.32203289
2017-10-02,24.9837488
2017-10-03,17.4372253
2017-10-04,19.48853791
2017-10-05,8.84563313
2017-10-06,13.27725112
2017-10-07,9.45728269
2017-10-08,13.0534458
2017-10-09,15.7312819
2017-10-10,16.91246073
2017-10-11,14.02575002
2017-10-12,20.09650542
2017-10-13,25.08542593
2017-10-14,22.60582749
2017-10-15,18.35187303
2017-10-16,13.10226436
2017-10-17,28.54121176
2017-10-18,24.26042673
2017-10-19,11.5974645
2017-10-20,15.02774953
2017-10-21,9.86380721
2017-10-22,9.58071447
2017-10-23,18.08377491
2017-10-24,16.61423971
2017-10-25,15.57284436
2017-10-26,14.75774669
2017-10-27,9.5599399
2017-10-28,7.90943368
2017-10-29,11.98169675
2017-10-30,17.83317458
2017-10-31,10.09602346
2017-11-01,11.19978781
2017-11-02,16.63413584
2017-11-03,16.84645504
2017-11-04,11.30261329
2017-11-05,11.47361372
2017-11-06,20.94147389
2017-11-07,20.31051912
2017-11-08,37.00913164
2017-11-09,25.08623748
2017-11-10,23.02513314
2017-11-11,22.67599359
2017-11-12,28.52012536
2017-11-13,23.83971245
2017-11-14,22.32520409
2017-11-15,17.91364196
2017-11-16,14.72042406
2017-11-17,13.28953859
2017-11-18,12.42151584
2017-11-19,14.2483957
2017-11-20,30.60314456
2017-11-21,18.19499637
2017-11-22,26.05188975
2017-11-23,26.40308219
2017-11-24,23.60813284
2017-11-25,19.47718263
2017-11-26,13.53076004
2017-11-27,18.69177927
2017-11-28,16.13801087
2017-11-29,18.28342607
2017-11-30,18.26060311
2017-12-01,12.38122675
2017-12-02,9.52392545
2017-12-03,7.36331307
2017-12-04,11.31730035
2017-12-05,16.86631902
2017-12-06,18.72007017
2017-12-07,36.44251769
2017-12-08,15.81870992
2017-12-09,9.75670716
2017-12-10,11.47832258
2017-12-11,9.7546697
2017-12-12,21.36820593
2017-12-13,20.53779247
2017-12-14,19.89935506
2017-12-15,13.94931325
2017-12-16,11.4655529
2017-12-17,8.29976977
2017-12-18,10.81997674
2017-12-19,13.64781322
2017-12-20,15.01979312
2017-12-21,11.61351664
2017-12-22,11.90338535
2017-12-23,7.76266621
2017-12-24,12.49006832
2017-12-25,13.71935632
2017-12-26,13.66871394
2017-12-27,12.38720655
2017-12-28,11.68783414
2017-12-29,7.99573816
2017-12-30,11.04493765
2017-12-31,10.63462491
2018-01-01,9.00431999
2018-01-02,15.15789049
2018-01-03,10.2508539
2018-01-04,14.56420419
2018-01-05,11.86170848
2018-01-06,8.81558378
2018-01-07,12.17732685
2018-01-08,16.59425804
2018-01-09,14.54535516
2018-01-10,16.12956788
2018-01-11,15.14562149
2018-01-12,14.36241412
2018-01-13,10.17488842
2018-01-14,9.31094888
2018-01-15,7.67969424
2018-01-16,6.89137941
2018-01-17,11.39443506
2018-01-18,7.49168407
2018-01-19,8.14403933
2018-01-20,7.69881685
2018-01-21,5.86210555
2018-01-22,8.39969571
2018-01-23,11.55416537
2018-01-24,13.86571369
2018-01-25,12.1701583
2018-01-26,11.92776279
2018-01-27,5.92125623
2018-01-28,10.25498255
2018-01-29,14.76916352
2018-01-30,13.51757295
2018-01-31,14.0864718
2018-02-01,14.74821669
2018-02-02,15.21920966
2018-02-03,8.31000888
2018-02-04,10.76384242
2018-02-05,11.08918487
2018-02-06,12.65448539
2018-02-07,15.57046227
2018-02-08,5.29712346
2018-02-09,8.30256829
2018-02-10,8.58531233
2018-02-11,7.06856202
2018-02-12,9.06207918
2018-02-13,12.10919564
2018-02-14,9.17886024
2018-02-15,9.7292756
2018-02-16,6.94762758
2018-02-17,6.64395777
2018-02-18,9.32526994
2018-02-19,9.1761369
2018-02-20,10.35671696
2018-02-21,10.81492799
2018-02-22,44.56968081
2018-02-23,9.27443295
2018-02-24,5.78871167
2018-02-25,5.45069822
2018-02-26,8.5238807
2018-02-27,8.07243232
2018-02-28,8.3872985
2018-03-01,7.51585715
2018-03-02,8.32259856
2018-03-03,5.43667231
2018-03-04,6.64330603
2018-03-05,6.23977357
2018-03-06,6.7842648
2018-03-07,3.84470431
2018-03-08,8.75590674
2018-03-09,11.04610161
2018-03-10,6.02440566
2018-03-11,5.98841715
2018-03-12,6.64008547
2018-03-13,19.21735013
2018-03-14,11.1763641
2018-03-15,11.4431271
2018-03-16,10.84014703
2018-03-17,8.79814446
2018-03-18,23.53089004
2018-03-19,12.59179767
2018-03-20,14.40265013
2018-03-21,9.06713398
2018-03-22,10.46790829
2018-03-23,9.69750747
2018-03-24,4.1700087
2018-03-25,6.44138646
2018-03-26,11.89664747
2018-03-27,23.21116987
2018-03-28,14.94479851
2018-03-29,17.18422981
2018-03-30,18.46126721
2018-03-31,11.33002335
2018-04-01,9.11119811
2018-04-02,9.06611141
2018-04-03,11.63274831
2018-04-04,13.22960543
2018-04-05,7.69145218
2018-04-06,10.03899425
2018-04-07,7.50055771
2018-04-08,14.11330075
2018-04-09,9.924668
2018-04-10,8.35001059
2018-04-11,10.78748313
2018-04-12,13.18760984
2018-04-13,12.85078919
2018-04-14,7.22664891
2018-04-15,8.84632079
2018-04-16,8.70506316
2018-04-17,8.7890165
2018-04-18,11.69866899
2018-04-19,10.85037279
2018-04-20,11.71083307
2018-04-21,7.25923654
2018-04-22,5.81969059
2018-04-23,17.07495173
2018-04-24,12.20766681
2018-04-25,15.26014966
2018-04-26,11.99099693
2018-04-27,10.45903853
2018-04-28,9.43046001
2018-04-29,9.44189298
2018-04-30,9.66111121
2018-05-01,11.15783305
2018-05-02,11.19892433
2018-05-03,13.17613809
2018-05-04,2.89256293
2018-05-05,5.40004601
2018-05-06,6.67092996
2018-05-07,20.88447847
2018-05-08,12.14724439
2018-05-09,11.90348459
2018-05-10,10.40258694
2018-05-11,10.06201039
2018-05-12,9.31489129
2018-05-13,7.28295094
2018-05-14,9.01638507
2018-05-15,9.18141223
2018-05-16,7.29608081
2018-05-17,8.95555007
2018-05-18,8.89857352
2018-05-19,6.31833191
2018-05-20,6.45119479
2018-05-21,7.45014482
2018-05-22,10.84187687
2018-05-23,14.9362406
2018-05-24,11.52218481
2018-05-25,7.32431647
2018-05-26,6.66548077
2018-05-27,26.31589066
2018-05-28,12.87273202
2018-05-29,11.47091647
2018-05-30,11.6802801
2018-05-31,8.49770845
2018-06-01,17.27860657
2018-06-02,7.79579657
2018-06-03,8.0002954
2018-06-04,8.22530685
2018-06-05,12.86080752
2018-06-06,13.39214897
2018-06-07,13.28413747
2018-06-08,13.53784423
2018-06-09,9.05678637
2018-06-10,14.52632592
2018-06-11,11.40155748
2018-06-12,14.55293469
2018-06-13,15.21576735
2018-06-14,16.2839035
2018-06-15,16.91644978
2018-06-16,10.630036
2018-06-17,6.35277285
2018-06-18,14.01893837
2018-06-19,9.97605515
2018-06-20,8.39683226
2018-06-21,8.13853933
2018-06-22,11.07655201
2018-06-23,7.43864538
2018-06-24,9.99325855
2018-06-25,8.64019918
2018-06-26,9.67991044
2018-06-27,8.01657625
2018-06-28,9.32128218
2018-06-29,10.52478228
2018-06-30,8.691624
2018-07-01,7.38784517
2018-07-02,8.67607509
2018-07-03,10.72094581
2018-07-04,9.86964853
2018-07-05,6.47052599
2018-07-06,11.30374929
2018-07-07,7.07646919
2018-07-08,5.58785312
2018-07-09,10.23615575
2018-07-10,15.42447001
2018-07-11,8.26404358
2018-07-12,10.00135039
2018-07-13,9.12396262
2018-07-14,7.51653509
2018-07-15,5.35316089
2018-07-16,10.26278841
2018-07-17,12.15196011
2018-07-18,12.2260132
2018-07-19,11.59374647
2018-07-20,11.11054568
2018-07-21,6.74649807
