date,timestamp_utc,Exchange Outflow (Top10)
2015-11-13,2015-11-13T00:00:00Z,25027.86273489
2015-11-14,2015-11-14T00:00:00Z,159853.48341357
2015-11-15,2015-11-15T00:00:00Z,54272.96803342
2015-11-16,2015-11-16T00:00:00Z,79521.42603
2015-11-17,2015-11-17T00:00:00Z,61308.5299133541
2015-11-18,2015-11-18T00:00:00Z,51602.19677935
2015-11-19,2015-11-19T00:00:00Z,34190.9214946
2015-11-20,2015-11-20T00:00:00Z,22398.80722141
2015-11-21,2015-11-21T00:00:00Z,30052.93673
2015-11-22,2015-11-22T00:00:00Z,115252.22703143
2015-11-23,2015-11-23T00:00:00Z,86720.27194817
2015-11-24,2015-11-24T00:00:00Z,35087.38978029
2015-11-25,2015-11-25T00:00:00Z,45092.69784328
2015-11-26,2015-11-26T00:00:00Z,58634.48203706
2015-11-27,2015-11-27T00:00:00Z,43888.50550578
2015-11-28,2015-11-28T00:00:00Z,19949.48897284
2015-11-29,2015-11-29T00:00:00Z,83231.68552402
2015-11-30,2015-11-30T00:00:00Z,56726.15435375
2015-12-01,2015-12-01T00:00:00Z,49951.89757257
2015-12-02,2015-12-02T00:00:00Z,145536.29109495
2015-12-03,2015-12-03T00:00:00Z,62283.35561553
2015-12-04,2015-12-04T00:00:00Z,42614.48455282
2015-12-05,2015-12-05T00:00:00Z,24109.58485738
2015-12-06,2015-12-06T00:00:00Z,41716.96713754
2015-12-07,2015-12-07T00:00:00Z,145869.05034937
2015-12-08,2015-12-08T00:00:00Z,16795.64023352
2015-12-09,2015-12-09T00:00:00Z,119724.54530749
2015-12-10,2015-12-10T00:00:00Z,117173.87608578
2015-12-11,2015-12-11T00:00:00Z,54224.4685020783
2015-12-12,2015-12-12T00:00:00Z,94961.67046701
2015-12-13,2015-12-13T00:00:00Z,191334.58967482
2015-12-14,2015-12-14T00:00:00Z,151763.89297000002
2015-12-15,2015-12-15T00:00:00Z,78883.10818702
2015-12-16,2015-12-16T00:00:00Z,174529.50985915
2015-12-17,2015-12-17T00:00:00Z,46526.5739031
2015-12-18,2015-12-18T00:00:00Z,43697.04687759
2015-12-19,2015-12-19T00:00:00Z,88874.45988201
2015-12-20,2015-12-20T00:00:00Z,77654.17641849999
2015-12-21,2015-12-21T00:00:00Z,45738.15838757
2015-12-22,2015-12-22T00:00:00Z,48201.29467937
2015-12-23,2015-12-23T00:00:00Z,46436.05742
2015-12-24,2015-12-24T00:00:00Z,36859.85553965
2015-12-25,2015-12-25T00:00:00Z,12432.67962866
2015-12-26,2015-12-26T00:00:00Z,48367.23104668
2015-12-27,2015-12-27T00:00:00Z,13192.445
2015-12-28,2015-12-28T00:00:00Z,50999.0
2015-12-29,2015-12-29T00:00:00Z,17896.56350884
2015-12-30,2015-12-30T00:00:00Z,99926.29212029
2015-12-31,2015-12-31T00:00:00Z,57484.31515
2016-01-01,2016-01-01T00:00:00Z,130925.18545776
2016-01-02,2016-01-02T00:00:00Z,79505.97629984
2016-01-03,2016-01-03T00:00:00Z,127058.19381006
2016-01-04,2016-01-04T00:00:00Z,40902.09795504
2016-01-05,2016-01-05T00:00:00Z,329017.59656195
2016-01-06,2016-01-06T00:00:00Z,39812.16317433
2016-01-07,2016-01-07T00:00:00Z,119412.76275
2016-01-08,2016-01-08T00:00:00Z,62951.726403
2016-01-09,2016-01-09T00:00:00Z,23391.20725472
2016-01-10,2016-01-10T00:00:00Z,23938.36727102
2016-01-11,2016-01-11T00:00:00Z,102707.54035984
2016-01-12,2016-01-12T00:00:00Z,65749.33930717
2016-01-13,2016-01-13T00:00:00Z,200517.625
2016-01-14,2016-01-14T00:00:00Z,88490.11373999
2016-01-15,2016-01-15T00:00:00Z,87610.78420097
2016-01-16,2016-01-16T00:00:00Z,89668.50695461
2016-01-17,2016-01-17T00:00:00Z,166725.26522
2016-01-18,2016-01-18T00:00:00Z,519813.79806
2016-01-19,2016-01-19T00:00:00Z,272479.78094
2016-01-20,2016-01-20T00:00:00Z,94947.97208728
2016-01-21,2016-01-21T00:00:00Z,85024.373995
2016-01-22,2016-01-22T00:00:00Z,63934.10529
2016-01-23,2016-01-23T00:00:00Z,250410.44536219
2016-01-24,2016-01-24T00:00:00Z,354926.58352572
2016-01-25,2016-01-25T00:00:00Z,392759.64512738
2016-01-26,2016-01-26T00:00:00Z,119264.06214
2016-01-27,2016-01-27T00:00:00Z,231825.92396007
2016-01-28,2016-01-28T00:00:00Z,161398.58203
2016-01-29,2016-01-29T00:00:00Z,87567.40224
2016-01-30,2016-01-30T00:00:00Z,73838.14173213
2016-01-31,2016-01-31T00:00:00Z,483897.025
2016-02-01,2016-02-01T00:00:00Z,135490.13654551
2016-02-02,2016-02-02T00:00:00Z,94456.38873999
2016-02-03,2016-02-03T00:00:00Z,92256.95424977
2016-02-04,2016-02-04T00:00:00Z,66603.0174382
2016-02-05,2016-02-05T00:00:00Z,184364.04268
2016-02-06,2016-02-06T00:00:00Z,69255.00575302
2016-02-07,2016-02-07T00:00:00Z,116075.2763419
2016-02-08,2016-02-08T00:00:00Z,241624.96
2016-02-09,2016-02-09T00:00:00Z,159728.11247
2016-02-10,2016-02-10T00:00:00Z,261544.26711
2016-02-11,2016-02-11T00:00:00Z,337618.635
2016-02-12,2016-02-12T00:00:00Z,112181.72558
2016-02-13,2016-02-13T00:00:00Z,318883.335
2016-02-14,2016-02-14T00:00:00Z,357115.52306
2016-02-15,2016-02-15T00:00:00Z,112190.57635569
2016-02-16,2016-02-16T00:00:00Z,491429.97908
2016-02-17,2016-02-17T00:00:00Z,80497.82303
2016-02-18,2016-02-18T00:00:00Z,153761.165
2016-02-19,2016-02-19T00:00:00Z,159000.90656
2016-02-20,2016-02-20T00:00:00Z,281854.505
2016-02-21,2016-02-21T00:00:00Z,69962.835
2016-02-22,2016-02-22T00:00:00Z,99911.015
2016-02-23,2016-02-23T00:00:00Z,102699.56811505
2016-02-24,2016-02-24T00:00:00Z,80654.86879
2016-02-25,2016-02-25T00:00:00Z,103333.395
2016-02-26,2016-02-26T00:00:00Z,375471.295
2016-02-27,2016-02-27T00:00:00Z,1464277.05315
2016-02-28,2016-02-28T00:00:00Z,172490.035
2016-02-29,2016-02-29T00:00:00Z,206951.095
2016-03-01,2016-03-01T00:00:00Z,476184.99
2016-03-02,2016-03-02T00:00:00Z,162229.235
2016-03-03,2016-03-03T00:00:00Z,385498.975
2016-03-04,2016-03-04T00:00:00Z,307358.465
2016-03-05,2016-03-05T00:00:00Z,327340.21
2016-03-06,2016-03-06T00:00:00Z,343249.98
2016-03-07,2016-03-07T00:00:00Z,292872.2125
2016-03-08,2016-03-08T00:00:00Z,253983.63
2016-03-09,2016-03-09T00:00:00Z,155302.28
2016-03-10,2016-03-10T00:00:00Z,89883.59311
2016-03-11,2016-03-11T00:00:00Z,104851.73194
2016-03-12,2016-03-12T00:00:00Z,282469.4
2016-03-13,2016-03-13T00:00:00Z,515867.2347357
2016-03-14,2016-03-14T00:00:00Z,255531.31604123
2016-03-15,2016-03-15T00:00:00Z,247912.84960768
2016-03-16,2016-03-16T00:00:00Z,173634.89632502
2016-03-17,2016-03-17T00:00:00Z,254654.54912477
2016-03-18,2016-03-18T00:00:00Z,679090.4177004
2016-03-19,2016-03-19T00:00:00Z,110942.67073567
2016-03-20,2016-03-20T00:00:00Z,123604.48032894
2016-03-21,2016-03-21T00:00:00Z,94484.30128163
2016-03-22,2016-03-22T00:00:00Z,206281.13485
2016-03-23,2016-03-23T00:00:00Z,118540.96404536
2016-03-24,2016-03-24T00:00:00Z,117756.24184124
2016-03-25,2016-03-25T00:00:00Z,80976.45376873
2016-03-26,2016-03-26T00:00:00Z,23266.84802069
2016-03-27,2016-03-27T00:00:00Z,242054.12795983
2016-03-28,2016-03-28T00:00:00Z,249353.35690016
2016-03-29,2016-03-29T00:00:00Z,89450.25997202
2016-03-30,2016-03-30T00:00:00Z,109311.58544404
2016-03-31,2016-03-31T00:00:00Z,251051.69930057
2016-04-01,2016-04-01T00:00:00Z,49950.97314536
2016-04-02,2016-04-02T00:00:00Z,50193.50402849
2016-04-03,2016-04-03T00:00:00Z,28932.03908
2016-04-04,2016-04-04T00:00:00Z,48536.83324888
2016-04-05,2016-04-05T00:00:00Z,42263.17054878
2016-04-06,2016-04-06T00:00:00Z,98552.5335605043
2016-04-07,2016-04-07T00:00:00Z,178912.72820302
2016-04-08,2016-04-08T00:00:00Z,87902.01220432
2016-04-09,2016-04-09T00:00:00Z,243921.74991159
2016-04-10,2016-04-10T00:00:00Z,193555.03400596
2016-04-11,2016-04-11T00:00:00Z,99173.11979129
2016-04-12,2016-04-12T00:00:00Z,184717.85034029
2016-04-13,2016-04-13T00:00:00Z,257716.35504727
2016-04-14,2016-04-14T00:00:00Z,168473.52376097
2016-04-15,2016-04-15T00:00:00Z,158740.22214484
2016-04-16,2016-04-16T00:00:00Z,165652.02387598
2016-04-17,2016-04-17T00:00:00Z,136335.11896353
2016-04-18,2016-04-18T00:00:00Z,151114.35564
2016-04-19,2016-04-19T00:00:00Z,101569.19821583
2016-04-20,2016-04-20T00:00:00Z,102513.48374901
2016-04-21,2016-04-21T00:00:00Z,69678.99358453999
2016-04-22,2016-04-22T00:00:00Z,87805.82544249999
2016-04-23,2016-04-23T00:00:00Z,167049.52403514003
2016-04-24,2016-04-24T00:00:00Z,35812.462160810035
2016-04-25,2016-04-25T00:00:00Z,102198.99353331016
2016-04-26,2016-04-26T00:00:00Z,153469.40749809
2016-04-27,2016-04-27T00:00:00Z,170140.97635809233
2016-04-28,2016-04-28T00:00:00Z,146253.88837
2016-04-29,2016-04-29T00:00:00Z,163030.85637496
2016-04-30,2016-04-30T00:00:00Z,113170.165
2016-05-01,2016-05-01T00:00:00Z,207508.05561383
2016-05-02,2016-05-02T00:00:00Z,215045.19903133
2016-05-03,2016-05-03T00:00:00Z,179174.5016046
2016-05-04,2016-05-04T00:00:00Z,248290.76180533
2016-05-05,2016-05-05T00:00:00Z,151501.53759385
2016-05-06,2016-05-06T00:00:00Z,241591.375
2016-05-07,2016-05-07T00:00:00Z,228637.58925379
2016-05-08,2016-05-08T00:00:00Z,128594.19101563
2016-05-09,2016-05-09T00:00:00Z,222834.67300979
2016-05-10,2016-05-10T00:00:00Z,331428.94672335
2016-05-11,2016-05-11T00:00:00Z,383098.04958051
2016-05-12,2016-05-12T00:00:00Z,419480.49455211
2016-05-13,2016-05-13T00:00:00Z,2151373.15784564
2016-05-14,2016-05-14T00:00:00Z,1388716.61659092
2016-05-15,2016-05-15T00:00:00Z,426375.2221
2016-05-16,2016-05-16T00:00:00Z,496802.17795
2016-05-17,2016-05-17T00:00:00Z,107283.835
2016-05-18,2016-05-18T00:00:00Z,246607.985
2016-05-19,2016-05-19T00:00:00Z,203020.22
2016-05-20,2016-05-20T00:00:00Z,218806.08134937
2016-05-21,2016-05-21T00:00:00Z,110618.29029024
2016-05-22,2016-05-22T00:00:00Z,47545.245
2016-05-23,2016-05-23T00:00:00Z,97526.83468057
2016-05-24,2016-05-24T00:00:00Z,187324.79984387
2016-05-25,2016-05-25T00:00:00Z,188975.68958002
2016-05-26,2016-05-26T00:00:00Z,171091.48821396
2016-05-27,2016-05-27T00:00:00Z,318901.78580124
2016-05-28,2016-05-28T00:00:00Z,278706.78093866
2016-05-29,2016-05-29T00:00:00Z,85365.41310242
2016-05-30,2016-05-30T00:00:00Z,189103.63896157
2016-05-31,2016-05-31T00:00:00Z,131060.9827596
2016-06-01,2016-06-01T00:00:00Z,192210.78
2016-06-02,2016-06-02T00:00:00Z,47040.43877932
2016-06-03,2016-06-03T00:00:00Z,117292.18508614
2016-06-04,2016-06-04T00:00:00Z,44916.06156288
2016-06-05,2016-06-05T00:00:00Z,67989.44476799
2016-06-06,2016-06-06T00:00:00Z,79246.3942024
2016-06-07,2016-06-07T00:00:00Z,52060.01355901
2016-06-08,2016-06-08T00:00:00Z,754413.45597631
2016-06-09,2016-06-09T00:00:00Z,64923.6989511
2016-06-10,2016-06-10T00:00:00Z,121959.84828656
2016-06-11,2016-06-11T00:00:00Z,144992.35000756
2016-06-12,2016-06-12T00:00:00Z,103538.91729195
2016-06-13,2016-06-13T00:00:00Z,109284.30159959
2016-06-14,2016-06-14T00:00:00Z,158757.99110214002
2016-06-15,2016-06-15T00:00:00Z,381479.28385284
2016-06-16,2016-06-16T00:00:00Z,147225.92969540998
2016-06-17,2016-06-17T00:00:00Z,259966.55412842
2016-06-18,2016-06-18T00:00:00Z,606094.82450579
2016-06-19,2016-06-19T00:00:00Z,412601.19726692
2016-06-20,2016-06-20T00:00:00Z,263569.6363615
2016-06-21,2016-06-21T00:00:00Z,394543.074296862
2016-06-22,2016-06-22T00:00:00Z,132000.36080838
2016-06-23,2016-06-23T00:00:00Z,176165.64713137
2016-06-24,2016-06-24T00:00:00Z,215017.19509059
2016-06-25,2016-06-25T00:00:00Z,90549.57401914
2016-06-26,2016-06-26T00:00:00Z,100188.66121180996
2016-06-27,2016-06-27T00:00:00Z,103048.3319027
2016-06-28,2016-06-28T00:00:00Z,207799.99
2016-06-29,2016-06-29T00:00:00Z,184825.52282161
2016-06-30,2016-06-30T00:00:00Z,136573.54
2016-07-01,2016-07-01T00:00:00Z,139029.90886138
2016-07-02,2016-07-02T00:00:00Z,42191.84227612
2016-07-03,2016-07-03T00:00:00Z,120662.85235118
2016-07-04,2016-07-04T00:00:00Z,54682.92109215
2016-07-05,2016-07-05T00:00:00Z,214694.965
2016-07-06,2016-07-06T00:00:00Z,97155.1217143
2016-07-07,2016-07-07T00:00:00Z,211064.40492773
2016-07-08,2016-07-08T00:00:00Z,129285.76775799
2016-07-09,2016-07-09T00:00:00Z,78569.86172243
2016-07-10,2016-07-10T00:00:00Z,401430.12596313
2016-07-11,2016-07-11T00:00:00Z,264130.09788001
2016-07-12,2016-07-12T00:00:00Z,276014.88759406
2016-07-13,2016-07-13T00:00:00Z,76983.97893594
2016-07-14,2016-07-14T00:00:00Z,99340.2924919
2016-07-15,2016-07-15T00:00:00Z,1954176.31540081
2016-07-16,2016-07-16T00:00:00Z,175468.23706
2016-07-17,2016-07-17T00:00:00Z,131797.49916
2016-07-18,2016-07-18T00:00:00Z,94080.20394462
2016-07-19,2016-07-19T00:00:00Z,1630821.6760637502
2016-07-20,2016-07-20T00:00:00Z,18657696.01699119
2016-07-21,2016-07-21T00:00:00Z,79414.6
2016-07-22,2016-07-22T00:00:00Z,329898.26964
2016-07-23,2016-07-23T00:00:00Z,1024573.78400649
2016-07-24,2016-07-24T00:00:00Z,3233079.1579261
2016-07-25,2016-07-25T00:00:00Z,919641.36398028
2016-07-26,2016-07-26T00:00:00Z,2807502.06237246
2016-07-27,2016-07-27T00:00:00Z,1269509.45265319
2016-07-28,2016-07-28T00:00:00Z,1034555.467014
2016-07-29,2016-07-29T00:00:00Z,517921.0
2016-07-30,2016-07-30T00:00:00Z,1060094.01658895
2016-07-31,2016-07-31T00:00:00Z,393163.60134
2016-08-01,2016-08-01T00:00:00Z,795812.08600913
2016-08-02,2016-08-02T00:00:00Z,704733.2591261
2016-08-03,2016-08-03T00:00:00Z,3792058.68
2016-08-04,2016-08-04T00:00:00Z,1220241.0
2016-08-05,2016-08-05T00:00:00Z,1111285.5629812777
2016-08-06,2016-08-06T00:00:00Z,518937.95693464
2016-08-07,2016-08-07T00:00:00Z,576682.6564435838
2016-08-08,2016-08-08T00:00:00Z,518362.63044
2016-08-09,2016-08-09T00:00:00Z,2355716.94891208
2016-08-10,2016-08-10T00:00:00Z,1657199.0
2016-08-11,2016-08-11T00:00:00Z,1180088.0
2016-08-12,2016-08-12T00:00:00Z,934234.0
2016-08-13,2016-08-13T00:00:00Z,2235148.38342
2016-08-14,2016-08-14T00:00:00Z,347112.89582
2016-08-15,2016-08-15T00:00:00Z,870398.8780058327
2016-08-16,2016-08-16T00:00:00Z,201067.415
2016-08-17,2016-08-17T00:00:00Z,723892.4393882772
2016-08-18,2016-08-18T00:00:00Z,762901.10436
2016-08-19,2016-08-19T00:00:00Z,211700.0
2016-08-20,2016-08-20T00:00:00Z,351885.61197
2016-08-21,2016-08-21T00:00:00Z,431506.77519324
2016-08-22,2016-08-22T00:00:00Z,793096.33273625
2016-08-23,2016-08-23T00:00:00Z,257919.1703695
2016-08-24,2016-08-24T00:00:00Z,101292.36544776335
2016-08-25,2016-08-25T00:00:00Z,144099.5617085
2016-08-26,2016-08-26T00:00:00Z,309088.46778
2016-08-27,2016-08-27T00:00:00Z,279439.8458024203
2016-08-28,2016-08-28T00:00:00Z,141104.6965044
2016-08-29,2016-08-29T00:00:00Z,472843.752476
2016-08-30,2016-08-30T00:00:00Z,105125.41404297
2016-08-31,2016-08-31T00:00:00Z,163678.2214
2016-09-01,2016-09-01T00:00:00Z,313034.5533455842
2016-09-02,2016-09-02T00:00:00Z,263459.9966783
2016-09-03,2016-09-03T00:00:00Z,157261.02852348
2016-09-04,2016-09-04T00:00:00Z,761421.74389739
2016-09-05,2016-09-05T00:00:00Z,147466.84052
2016-09-06,2016-09-06T00:00:00Z,459478.9858010234
2016-09-07,2016-09-07T00:00:00Z,150988.84153563404
2016-09-08,2016-09-08T00:00:00Z,501154.98939738
2016-09-09,2016-09-09T00:00:00Z,79398.23214986283
2016-09-10,2016-09-10T00:00:00Z,118594.1235161
2016-09-11,2016-09-11T00:00:00Z,394240.3849058029
2016-09-12,2016-09-12T00:00:00Z,599268.79195
2016-09-13,2016-09-13T00:00:00Z,120285.58690684078
2016-09-14,2016-09-14T00:00:00Z,103215.6665682945
2016-09-15,2016-09-15T00:00:00Z,70469.33209227065
2016-09-16,2016-09-16T00:00:00Z,1255043.4452463551
2016-09-17,2016-09-17T00:00:00Z,151408.53856652573
2016-09-18,2016-09-18T00:00:00Z,991805.6492787
2016-09-19,2016-09-19T00:00:00Z,255115.03849934
2016-09-20,2016-09-20T00:00:00Z,404149.626777874
2016-09-21,2016-09-21T00:00:00Z,607204.28593
2016-09-22,2016-09-22T00:00:00Z,380047.1607749181
2016-09-23,2016-09-23T00:00:00Z,297550.8327164659
2016-09-24,2016-09-24T00:00:00Z,500543.114941674
2016-09-25,2016-09-25T00:00:00Z,340000.54726238
2016-09-26,2016-09-26T00:00:00Z,100272.2652144764
2016-09-27,2016-09-27T00:00:00Z,557801.8052385218
2016-09-28,2016-09-28T00:00:00Z,1608595.182824142
2016-09-29,2016-09-29T00:00:00Z,144089.2153155875
2016-09-30,2016-09-30T00:00:00Z,436334.6675713534
2016-10-01,2016-10-01T00:00:00Z,141074.01595
2016-10-02,2016-10-02T00:00:00Z,508692.054099
2016-10-03,2016-10-03T00:00:00Z,68928.8205528868
2016-10-04,2016-10-04T00:00:00Z,89232.4459713618
2016-10-05,2016-10-05T00:00:00Z,222888.3185073817
2016-10-06,2016-10-06T00:00:00Z,149574.76818184
2016-10-07,2016-10-07T00:00:00Z,223683.16429126
2016-10-08,2016-10-08T00:00:00Z,146478.00514583
2016-10-09,2016-10-09T00:00:00Z,166134.80356046304
2016-10-10,2016-10-10T00:00:00Z,116632.55846491332
2016-10-11,2016-10-11T00:00:00Z,499421.1538870353
2016-10-12,2016-10-12T00:00:00Z,945727.5099876622
2016-10-13,2016-10-13T00:00:00Z,303589.3541804155
2016-10-14,2016-10-14T00:00:00Z,1948861.0825664687
2016-10-15,2016-10-15T00:00:00Z,210051.9783939576
2016-10-16,2016-10-16T00:00:00Z,657927.0899
2016-10-17,2016-10-17T00:00:00Z,141194.49262792946
2016-10-18,2016-10-18T00:00:00Z,977625.5588138524
2016-10-19,2016-10-19T00:00:00Z,91708.60619234073
2016-10-20,2016-10-20T00:00:00Z,158456.83095601152
2016-10-21,2016-10-21T00:00:00Z,118838.16950721636
2016-10-22,2016-10-22T00:00:00Z,55681.38214005563
2016-10-23,2016-10-23T00:00:00Z,52320.767640288
2016-10-24,2016-10-24T00:00:00Z,134625.93642327
2016-10-25,2016-10-25T00:00:00Z,173497.522133285
2016-10-26,2016-10-26T00:00:00Z,202933.16343292297
2016-10-27,2016-10-27T00:00:00Z,161012.75598258697
2016-10-28,2016-10-28T00:00:00Z,303026.1037636508
2016-10-29,2016-10-29T00:00:00Z,403596.89882403
2016-10-30,2016-10-30T00:00:00Z,1368172.3959903
2016-10-31,2016-10-31T00:00:00Z,177708.2898787
2016-11-01,2016-11-01T00:00:00Z,447470.0130786256
2016-11-02,2016-11-02T00:00:00Z,502733.1055410235
2016-11-03,2016-11-03T00:00:00Z,599344.8832889326
2016-11-04,2016-11-04T00:00:00Z,126864.22103124
2016-11-05,2016-11-05T00:00:00Z,81236.1546645712
2016-11-06,2016-11-06T00:00:00Z,79624.33498302528
2016-11-07,2016-11-07T00:00:00Z,95954.11628486
2016-11-08,2016-11-08T00:00:00Z,97719.951720432
2016-11-09,2016-11-09T00:00:00Z,99979.46116939964
2016-11-10,2016-11-10T00:00:00Z,175778.21415754707
2016-11-11,2016-11-11T00:00:00Z,157001.4428286885
2016-11-12,2016-11-12T00:00:00Z,183707.1985699242
2016-11-13,2016-11-13T00:00:00Z,310931.81965542457
2016-11-14,2016-11-14T00:00:00Z,53584.03975309
2016-11-15,2016-11-15T00:00:00Z,144081.76204674738
2016-11-16,2016-11-16T00:00:00Z,187155.86166577
2016-11-17,2016-11-17T00:00:00Z,1857087.5532403
2016-11-18,2016-11-18T00:00:00Z,194011.6259972849
2016-11-19,2016-11-19T00:00:00Z,154775.37545449272
2016-11-20,2016-11-20T00:00:00Z,195665.569764429
2016-11-21,2016-11-21T00:00:00Z,48620.91822406383
2016-11-22,2016-11-22T00:00:00Z,643571.3727523828
2016-11-23,2016-11-23T00:00:00Z,132497.23692683
2016-11-24,2016-11-24T00:00:00Z,204057.650107179
2016-11-25,2016-11-25T00:00:00Z,116525.63077918
2016-11-26,2016-11-26T00:00:00Z,76540.97633440378
2016-11-27,2016-11-27T00:00:00Z,98657.653025379
2016-11-28,2016-11-28T00:00:00Z,69811.057284449
2016-11-29,2016-11-29T00:00:00Z,130599.926436784
2016-11-30,2016-11-30T00:00:00Z,416943.9423088254
2016-12-01,2016-12-01T00:00:00Z,188574.83771772
2016-12-02,2016-12-02T00:00:00Z,328736.1977851
2016-12-03,2016-12-03T00:00:00Z,1213792.295045578
2016-12-04,2016-12-04T00:00:00Z,137751.508554588
2016-12-05,2016-12-05T00:00:00Z,223939.991095807
2016-12-06,2016-12-06T00:00:00Z,671368.058663839
