date,timestamp_utc,Exchange Outflow (Total)
2018-04-04,2018-04-04T00:00:00Z,611700.3587325491
2018-04-05,2018-04-05T00:00:00Z,533762.0008517777
2018-04-06,2018-04-06T00:00:00Z,503348.1272505405
2018-04-07,2018-04-07T00:00:00Z,315621.4790695914
2018-04-08,2018-04-08T00:00:00Z,449399.28745641006
2018-04-09,2018-04-09T00:00:00Z,571163.3720359029
2018-04-10,2018-04-10T00:00:00Z,457352.7934206424
2018-04-11,2018-04-11T00:00:00Z,539852.7244975835
2018-04-12,2018-04-12T00:00:00Z,816137.9760055954
2018-04-13,2018-04-13T00:00:00Z,820761.5135486339
2018-04-14,2018-04-14T00:00:00Z,342437.63864982285
2018-04-15,2018-04-15T00:00:00Z,424698.1369937421
2018-04-16,2018-04-16T00:00:00Z,489780.9562961846
2018-04-17,2018-04-17T00:00:00Z,510255.62263977295
2018-04-18,2018-04-18T00:00:00Z,644986.3596207185
2018-04-19,2018-04-19T00:00:00Z,664840.4678883834
2018-04-20,2018-04-20T00:00:00Z,782879.477663082
2018-04-21,2018-04-21T00:00:00Z,534097.4296366413
2018-04-22,2018-04-22T00:00:00Z,492852.2026500808
2018-04-23,2018-04-23T00:00:00Z,2052702.769110198
2018-04-24,2018-04-24T00:00:00Z,879495.624631963
2018-04-25,2018-04-25T00:00:00Z,1009532.9167036728
2018-04-26,2018-04-26T00:00:00Z,702789.9042712672
2018-04-27,2018-04-27T00:00:00Z,624568.1668415479
2018-04-28,2018-04-28T00:00:00Z,721906.4075575209
2018-04-29,2018-04-29T00:00:00Z,625008.6950949321
2018-04-30,2018-04-30T00:00:00Z,720720.4293797758
2018-05-01,2018-05-01T00:00:00Z,673484.645244318
2018-05-02,2018-05-02T00:00:00Z,796833.2558983315
2018-05-03,2018-05-03T00:00:00Z,1059633.333801767
2018-05-04,2018-05-04T00:00:00Z,875524.2135690904
2018-05-05,2018-05-05T00:00:00Z,577507.7135309968
2018-05-06,2018-05-06T00:00:00Z,498597.8617072015
2018-05-07,2018-05-07T00:00:00Z,1153049.7412930373
2018-05-08,2018-05-08T00:00:00Z,809787.8741575207
2018-05-09,2018-05-09T00:00:00Z,703636.0569907499
2018-05-10,2018-05-10T00:00:00Z,731632.8588421311
2018-05-11,2018-05-11T00:00:00Z,698221.5765567971
2018-05-12,2018-05-12T00:00:00Z,536400.9862286974
2018-05-13,2018-05-13T00:00:00Z,437803.7745625731
2018-05-14,2018-05-14T00:00:00Z,720074.9501129261
2018-05-15,2018-05-15T00:00:00Z,573070.0177223816
2018-05-16,2018-05-16T00:00:00Z,510884.9740681138
2018-05-17,2018-05-17T00:00:00Z,532966.9154046271
2018-05-18,2018-05-18T00:00:00Z,568781.6172777282
2018-05-19,2018-05-19T00:00:00Z,373272.3834454527
2018-05-20,2018-05-20T00:00:00Z,378149.6776679341
2018-05-21,2018-05-21T00:00:00Z,524289.1222916868
2018-05-22,2018-05-22T00:00:00Z,748902.9072490536
2018-05-23,2018-05-23T00:00:00Z,984250.0252676297
2018-05-24,2018-05-24T00:00:00Z,804193.4379515816
2018-05-25,2018-05-25T00:00:00Z,594993.6738068257
2018-05-26,2018-05-26T00:00:00Z,418681.4803290321
2018-05-27,2018-05-27T00:00:00Z,1405296.5294852424
2018-05-28,2018-05-28T00:00:00Z,917044.1838339744
2018-05-29,2018-05-29T00:00:00Z,686956.9720812844
2018-05-30,2018-05-30T00:00:00Z,732307.0623165597
2018-05-31,2018-05-31T00:00:00Z,788930.8871672844
2018-06-01,2018-06-01T00:00:00Z,787700.026681164
2018-06-02,2018-06-02T00:00:00Z,461062.3633397326
2018-06-03,2018-06-03T00:00:00Z,360949.548527648
2018-06-04,2018-06-04T00:00:00Z,595002.1211544919
2018-06-05,2018-06-05T00:00:00Z,743810.9603105541
2018-06-06,2018-06-06T00:00:00Z,641401.0846147905
2018-06-07,2018-06-07T00:00:00Z,731763.8923797888
2018-06-08,2018-06-08T00:00:00Z,699249.6344735164
2018-06-09,2018-06-09T00:00:00Z,428167.1358121079
2018-06-10,2018-06-10T00:00:00Z,862686.2718736152
2018-06-11,2018-06-11T00:00:00Z,733337.0257696834
2018-06-12,2018-06-12T00:00:00Z,788070.7581026594
2018-06-13,2018-06-13T00:00:00Z,905411.0937254742
2018-06-14,2018-06-14T00:00:00Z,997707.4873781228
2018-06-15,2018-06-15T00:00:00Z,947154.0576846676
2018-06-16,2018-06-16T00:00:00Z,514426.2668138972
2018-06-17,2018-06-17T00:00:00Z,367898.13293354586
2018-06-18,2018-06-18T00:00:00Z,709275.8993972143
2018-06-19,2018-06-19T00:00:00Z,582844.3120090637
2018-06-20,2018-06-20T00:00:00Z,682860.9292777781
2018-06-21,2018-06-21T00:00:00Z,561419.0380958352
2018-06-22,2018-06-22T00:00:00Z,896590.4677143568
2018-06-23,2018-06-23T00:00:00Z,449387.7504018714
2018-06-24,2018-06-24T00:00:00Z,610107.4394238336
2018-06-25,2018-06-25T00:00:00Z,746544.7142723626
2018-06-26,2018-06-26T00:00:00Z,601340.8749633869
2018-06-27,2018-06-27T00:00:00Z,678898.6547678084
2018-06-28,2018-06-28T00:00:00Z,474404.95123566745
2018-06-29,2018-06-29T00:00:00Z,577768.3739678339
2018-06-30,2018-06-30T00:00:00Z,377311.40816540737
2018-07-01,2018-07-01T00:00:00Z,312776.77995618066
2018-07-02,2018-07-02T00:00:00Z,462666.06412511086
2018-07-03,2018-07-03T00:00:00Z,574428.8102820189
2018-07-04,2018-07-04T00:00:00Z,449249.3325338276
2018-07-05,2018-07-05T00:00:00Z,550380.9670847367
2018-07-06,2018-07-06T00:00:00Z,578101.1019653991
2018-07-07,2018-07-07T00:00:00Z,311907.60860175965
2018-07-08,2018-07-08T00:00:00Z,328146.1730609136
2018-07-09,2018-07-09T00:00:00Z,611874.5387480246
2018-07-10,2018-07-10T00:00:00Z,755451.8900684726
2018-07-11,2018-07-11T00:00:00Z,453383.2588355373
2018-07-12,2018-07-12T00:00:00Z,406601.044654983
2018-07-13,2018-07-13T00:00:00Z,405323.7933391819
2018-07-14,2018-07-14T00:00:00Z,335298.775725481
2018-07-15,2018-07-15T00:00:00Z,235768.6863333101
2018-07-16,2018-07-16T00:00:00Z,517304.2470958789
2018-07-17,2018-07-17T00:00:00Z,639494.990218733
2018-07-18,2018-07-18T00:00:00Z,657597.0265207833
2018-07-19,2018-07-19T00:00:00Z,531458.6585235483
2018-07-20,2018-07-20T00:00:00Z,557911.9347229538
2018-07-21,2018-07-21T00:00:00Z,295598.2486326632
2018-07-22,2018-07-22T00:00:00Z,410365.1864409289
2018-07-23,2018-07-23T00:00:00Z,569969.7793639034
2018-07-24,2018-07-24T00:00:00Z,669026.117619012
2018-07-25,2018-07-25T00:00:00Z,528333.8066812619
2018-07-26,2018-07-26T00:00:00Z,386180.6066812408
2018-07-27,2018-07-27T00:00:00Z,454721.0117601571
2018-07-28,2018-07-28T00:00:00Z,219655.87672917315
2018-07-29,2018-07-29T00:00:00Z,272608.8300699326
2018-07-30,2018-07-30T00:00:00Z,550498.4925956337
2018-07-31,2018-07-31T00:00:00Z,1706384.5063144483
2018-08-01,2018-08-01T00:00:00Z,570957.0718678315
2018-08-02,2018-08-02T00:00:00Z,539113.1656713298
2018-08-03,2018-08-03T00:00:00Z,454718.9741961148
2018-08-04,2018-08-04T00:00:00Z,396035.09711390175
2018-08-05,2018-08-05T00:00:00Z,338350.40651080816
2018-08-06,2018-08-06T00:00:00Z,379581.16406123486
2018-08-07,2018-08-07T00:00:00Z,469817.63871562784
2018-08-08,2018-08-08T00:00:00Z,780965.1379997394
2018-08-09,2018-08-09T00:00:00Z,609168.2549705408
2018-08-10,2018-08-10T00:00:00Z,640972.8122915406
2018-08-11,2018-08-11T00:00:00Z,553794.937661274
2018-08-12,2018-08-12T00:00:00Z,326994.7556798145
2018-08-13,2018-08-13T00:00:00Z,822510.5472482826
2018-08-14,2018-08-14T00:00:00Z,1146488.3556284937
2018-08-15,2018-08-15T00:00:00Z,794590.8781168609
2018-08-16,2018-08-16T00:00:00Z,506150.3010334221
2018-08-17,2018-08-17T00:00:00Z,621021.0159096217
2018-08-18,2018-08-18T00:00:00Z,411921.3610078268
2018-08-19,2018-08-19T00:00:00Z,235296.43497709025
2018-08-20,2018-08-20T00:00:00Z,539548.9851938359
2018-08-21,2018-08-21T00:00:00Z,464661.1897468849
2018-08-22,2018-08-22T00:00:00Z,627757.6740487402
2018-08-23,2018-08-23T00:00:00Z,599391.2189247368
2018-08-24,2018-08-24T00:00:00Z,445220.83831441466
2018-08-25,2018-08-25T00:00:00Z,299887.1439872112
2018-08-26,2018-08-26T00:00:00Z,334782.1295770664
2018-08-27,2018-08-27T00:00:00Z,556961.6927024282
2018-08-28,2018-08-28T00:00:00Z,609249.2670359408
2018-08-29,2018-08-29T00:00:00Z,572280.4979648904
2018-08-30,2018-08-30T00:00:00Z,469935.07970299566
2018-08-31,2018-08-31T00:00:00Z,597014.738308845
2018-09-01,2018-09-01T00:00:00Z,416913.7896725517
2018-09-02,2018-09-02T00:00:00Z,338477.88969660527
2018-09-03,2018-09-03T00:00:00Z,825104.5620178186
2018-09-04,2018-09-04T00:00:00Z,812679.3058216694
2018-09-05,2018-09-05T00:00:00Z,1114559.6057589815
2018-09-06,2018-09-06T00:00:00Z,1167053.5520630698
2018-09-07,2018-09-07T00:00:00Z,1028768.8021860918
2018-09-08,2018-09-08T00:00:00Z,786924.8434165532
2018-09-09,2018-09-09T00:00:00Z,828429.7450710131
2018-09-10,2018-09-10T00:00:00Z,870448.6505964072
2018-09-11,2018-09-11T00:00:00Z,906569.707301836
2018-09-12,2018-09-12T00:00:00Z,1390074.4226382135
2018-09-13,2018-09-13T00:00:00Z,895734.9895869162
2018-09-14,2018-09-14T00:00:00Z,859630.1122682631
2018-09-15,2018-09-15T00:00:00Z,613701.3800149339
2018-09-16,2018-09-16T00:00:00Z,557661.7739683309
2018-09-17,2018-09-17T00:00:00Z,841304.4399668904
2018-09-18,2018-09-18T00:00:00Z,746947.7518051845
2018-09-19,2018-09-19T00:00:00Z,599280.5051884577
2018-09-20,2018-09-20T00:00:00Z,874530.6892087538
2018-09-21,2018-09-21T00:00:00Z,1378037.7137432084
2018-09-22,2018-09-22T00:00:00Z,519739.020284524
2018-09-23,2018-09-23T00:00:00Z,552964.1392804006
2018-09-24,2018-09-24T00:00:00Z,963364.9797153412
2018-09-25,2018-09-25T00:00:00Z,790411.4730082115
2018-09-26,2018-09-26T00:00:00Z,951817.6595026868
2018-09-27,2018-09-27T00:00:00Z,684943.0934811607
2018-09-28,2018-09-28T00:00:00Z,754319.3458674814
2018-09-29,2018-09-29T00:00:00Z,520807.0003160928
2018-09-30,2018-09-30T00:00:00Z,457040.4719484284
2018-10-01,2018-10-01T00:00:00Z,476546.33991877
2018-10-02,2018-10-02T00:00:00Z,406327.58382337895
2018-10-03,2018-10-03T00:00:00Z,457533.3063200443
2018-10-04,2018-10-04T00:00:00Z,435317.4119211221
2018-10-05,2018-10-05T00:00:00Z,615964.494689382
2018-10-06,2018-10-06T00:00:00Z,306770.7969568901
2018-10-07,2018-10-07T00:00:00Z,288866.8760802657
2018-10-08,2018-10-08T00:00:00Z,621798.0604503114
2018-10-09,2018-10-09T00:00:00Z,582024.7040622887
2018-10-10,2018-10-10T00:00:00Z,620014.4680357164
2018-10-11,2018-10-11T00:00:00Z,1623043.2024673792
2018-10-12,2018-10-12T00:00:00Z,962294.5135036611
2018-10-13,2018-10-13T00:00:00Z,475298.7823864493
2018-10-14,2018-10-14T00:00:00Z,389913.8523962605
2018-10-15,2018-10-15T00:00:00Z,1550250.4660110583
2018-10-16,2018-10-16T00:00:00Z,793354.5361962243
2018-10-17,2018-10-17T00:00:00Z,623274.5967480141
2018-10-18,2018-10-18T00:00:00Z,814383.2973863073
2018-10-19,2018-10-19T00:00:00Z,716364.0974473457
2018-10-20,2018-10-20T00:00:00Z,525318.0339584035
2018-10-21,2018-10-21T00:00:00Z,1238471.6211989298
2018-10-22,2018-10-22T00:00:00Z,547632.1973491058
2018-10-23,2018-10-23T00:00:00Z,573211.6622956533
2018-10-24,2018-10-24T00:00:00Z,586428.1635906665
2018-10-25,2018-10-25T00:00:00Z,797023.239172046
2018-10-26,2018-10-26T00:00:00Z,599345.5990153601
2018-10-27,2018-10-27T00:00:00Z,259524.3052824865
2018-10-28,2018-10-28T00:00:00Z,255001.49442790865
2018-10-29,2018-10-29T00:00:00Z,637976.4347556575
2018-10-30,2018-10-30T00:00:00Z,541864.2853675397
2018-10-31,2018-10-31T00:00:00Z,652014.3566819202
2018-11-01,2018-11-01T00:00:00Z,506499.8304301483
2018-11-02,2018-11-02T00:00:00Z,516863.91447425314
2018-11-03,2018-11-03T00:00:00Z,287570.3405527592
2018-11-04,2018-11-04T00:00:00Z,636277.5631296586
2018-11-05,2018-11-05T00:00:00Z,671620.8788116686
2018-11-06,2018-11-06T00:00:00Z,656879.8375009237
2018-11-07,2018-11-07T00:00:00Z,767142.5562683861
2018-11-08,2018-11-08T00:00:00Z,583794.0115234363
2018-11-09,2018-11-09T00:00:00Z,580557.6396058133
2018-11-10,2018-11-10T00:00:00Z,329707.66790775425
2018-11-11,2018-11-11T00:00:00Z,353375.04660401493
2018-11-12,2018-11-12T00:00:00Z,472979.2221514571
2018-11-13,2018-11-13T00:00:00Z,562874.4482093795
2018-11-14,2018-11-14T00:00:00Z,1193933.7447012947
2018-11-15,2018-11-15T00:00:00Z,1168016.6452190045
2018-11-16,2018-11-16T00:00:00Z,924702.264804304
2018-11-17,2018-11-17T00:00:00Z,443213.7755969705
2018-11-18,2018-11-18T00:00:00Z,569214.9682795566
2018-11-19,2018-11-19T00:00:00Z,1778471.175638783
2018-11-20,2018-11-20T00:00:00Z,2461257.794455597
2018-11-21,2018-11-21T00:00:00Z,1168049.3144902077
2018-11-22,2018-11-22T00:00:00Z,881378.7413494288
2018-11-23,2018-11-23T00:00:00Z,1210362.9018391375
2018-11-24,2018-11-24T00:00:00Z,891678.8952170481
2018-11-25,2018-11-25T00:00:00Z,1705739.0902084203
2018-11-26,2018-11-26T00:00:00Z,1304154.1393037904
2018-11-27,2018-11-27T00:00:00Z,1069037.957051118
2018-11-28,2018-11-28T00:00:00Z,1479835.8656647198
2018-11-29,2018-11-29T00:00:00Z,1902254.8829413385
2018-11-30,2018-11-30T00:00:00Z,6189969.293171146
2018-12-01,2018-12-01T00:00:00Z,8195753.504441516
2018-12-02,2018-12-02T00:00:00Z,470836.4026805375
2018-12-03,2018-12-03T00:00:00Z,790575.9597828869
2018-12-04,2018-12-04T00:00:00Z,855423.089680105
2018-12-05,2018-12-05T00:00:00Z,925642.6943087796
2018-12-06,2018-12-06T00:00:00Z,1453978.362483469
2018-12-07,2018-12-07T00:00:00Z,2010253.4187519725
2018-12-08,2018-12-08T00:00:00Z,1078080.2804518144
2018-12-09,2018-12-09T00:00:00Z,995647.7727146652
2018-12-10,2018-12-10T00:00:00Z,935325.1219144476
2018-12-11,2018-12-11T00:00:00Z,900225.405304835
2018-12-12,2018-12-12T00:00:00Z,981584.3287406296
2018-12-13,2018-12-13T00:00:00Z,1381978.530943615
2018-12-14,2018-12-14T00:00:00Z,1085907.5562953835
2018-12-15,2018-12-15T00:00:00Z,679238.3387644434
2018-12-16,2018-12-16T00:00:00Z,661796.6177615394
2018-12-17,2018-12-17T00:00:00Z,1375086.2747854404
2018-12-18,2018-12-18T00:00:00Z,1290026.4170656835
2018-12-19,2018-12-19T00:00:00Z,1785002.9939961662
2018-12-20,2018-12-20T00:00:00Z,1969863.7824649173
2018-12-21,2018-12-21T00:00:00Z,1686635.160022964
2018-12-22,2018-12-22T00:00:00Z,735360.0634607426
2018-12-23,2018-12-23T00:00:00Z,1270228.775760235
2018-12-24,2018-12-24T00:00:00Z,1844899.0203347688
2018-12-25,2018-12-25T00:00:00Z,1005634.911220246
2018-12-26,2018-12-26T00:00:00Z,913108.9137547764
2018-12-27,2018-12-27T00:00:00Z,1511460.7503034745
2018-12-28,2018-12-28T00:00:00Z,1313382.122111961
2018-12-29,2018-12-29T00:00:00Z,1018578.120955236
2018-12-30,2018-12-30T00:00:00Z,650615.7361197893
2018-12-31,2018-12-31T00:00:00Z,849902.2715889072
2019-01-01,2019-01-01T00:00:00Z,713779.772728605
2019-01-02,2019-01-02T00:00:00Z,1227271.1307397103
2019-01-03,2019-01-03T00:00:00Z,1070140.6129770302
2019-01-04,2019-01-04T00:00:00Z,2131047.0738311014
2019-01-05,2019-01-05T00:00:00Z,2824280.369634788
2019-01-06,2019-01-06T00:00:00Z,1017952.7108928944
2019-01-07,2019-01-07T00:00:00Z,1090775.303072311
2019-01-08,2019-01-08T00:00:00Z,954816.6882053012
2019-01-09,2019-01-09T00:00:00Z,831431.034929603
2019-01-10,2019-01-10T00:00:00Z,1325168.2492110943
2019-01-11,2019-01-11T00:00:00Z,2224258.943131369
2019-01-12,2019-01-12T00:00:00Z,514155.7049680847
2019-01-13,2019-01-13T00:00:00Z,951860.84562965
2019-01-14,2019-01-14T00:00:00Z,1599869.3254986925
2019-01-15,2019-01-15T00:00:00Z,1156429.0028627492
2019-01-16,2019-01-16T00:00:00Z,1329150.8267054108
2019-01-17,2019-01-17T00:00:00Z,766049.3554610296
2019-01-18,2019-01-18T00:00:00Z,643909.3630097029
2019-01-19,2019-01-19T00:00:00Z,557456.451481806
2019-01-20,2019-01-20T00:00:00Z,703157.338395899
2019-01-21,2019-01-21T00:00:00Z,625246.9958994335
2019-01-22,2019-01-22T00:00:00Z,640588.1847080194
2019-01-23,2019-01-23T00:00:00Z,684063.7468738345
2019-01-24,2019-01-24T00:00:00Z,799325.8001124082
2019-01-25,2019-01-25T00:00:00Z,570714.301121622
2019-01-26,2019-01-26T00:00:00Z,332840.5230802486
2019-01-27,2019-01-27T00:00:00Z,619556.7072290778
2019-01-28,2019-01-28T00:00:00Z,1089103.3769771254
2019-01-29,2019-01-29T00:00:00Z,791897.4034745558
2019-01-30,2019-01-30T00:00:00Z,782526.020006005
2019-01-31,2019-01-31T00:00:00Z,764959.9157500613
2019-02-01,2019-02-01T00:00:00Z,669555.0317101192
2019-02-02,2019-02-02T00:00:00Z,360996.44027183065
2019-02-03,2019-02-03T00:00:00Z,510370.63708166353
2019-02-04,2019-02-04T00:00:00Z,451383.6923247289
2019-02-05,2019-02-05T00:00:00Z,362827.02144873183
2019-02-06,2019-02-06T00:00:00Z,793168.1510880099
2019-02-07,2019-02-07T00:00:00Z,656480.6283510933
2019-02-08,2019-02-08T00:00:00Z,1028257.7816968018
2019-02-09,2019-02-09T00:00:00Z,411425.7069818703
2019-02-10,2019-02-10T00:00:00Z,678887.0083160548
2019-02-11,2019-02-11T00:00:00Z,883470.5388137453
2019-02-12,2019-02-12T00:00:00Z,604749.129290782
2019-02-13,2019-02-13T00:00:00Z,742133.6761457011
2019-02-14,2019-02-14T00:00:00Z,715792.3555475483
2019-02-15,2019-02-15T00:00:00Z,636538.1980572247
2019-02-16,2019-02-16T00:00:00Z,418028.3340831953
2019-02-17,2019-02-17T00:00:00Z,839289.5276193146
2019-02-18,2019-02-18T00:00:00Z,1341424.0097020166
2019-02-19,2019-02-19T00:00:00Z,1232168.3722789243
2019-02-20,2019-02-20T00:00:00Z,1015646.644545836
2019-02-21,2019-02-21T00:00:00Z,1727926.844515633
2019-02-22,2019-02-22T00:00:00Z,932728.0681034536
2019-02-23,2019-02-23T00:00:00Z,646265.1343149722
2019-02-24,2019-02-24T00:00:00Z,1268544.2660693652
2019-02-25,2019-02-25T00:00:00Z,2366290.0642778
2019-02-26,2019-02-26T00:00:00Z,780336.8587125619
2019-02-27,2019-02-27T00:00:00Z,1281993.0571083054
2019-02-28,2019-02-28T00:00:00Z,926823.6889349788
2019-03-01,2019-03-01T00:00:00Z,830124.9318030735
2019-03-02,2019-03-02T00:00:00Z,656356.7708208935
2019-03-03,2019-03-03T00:00:00Z,667402.8669858013
2019-03-04,2019-03-04T00:00:00Z,1039321.4534959394
2019-03-05,2019-03-05T00:00:00Z,915732.5933369828
2019-03-06,2019-03-06T00:00:00Z,983848.3473715084
2019-03-07,2019-03-07T00:00:00Z,1049790.2737579658
2019-03-08,2019-03-08T00:00:00Z,833084.1040394289
2019-03-09,2019-03-09T00:00:00Z,740727.684676465
2019-03-10,2019-03-10T00:00:00Z,687255.480634846
2019-03-11,2019-03-11T00:00:00Z,1008672.1280577984
2019-03-12,2019-03-12T00:00:00Z,946411.7352162272
2019-03-13,2019-03-13T00:00:00Z,812574.9967049212
2019-03-14,2019-03-14T00:00:00Z,742761.9699208286
2019-03-15,2019-03-15T00:00:00Z,868174.4794215995
2019-03-16,2019-03-16T00:00:00Z,936771.4807532652
2019-03-17,2019-03-17T00:00:00Z,525047.3281228557
2019-03-18,2019-03-18T00:00:00Z,1221857.8034135916
2019-03-19,2019-03-19T00:00:00Z,632692.4098055165
2019-03-20,2019-03-20T00:00:00Z,846684.1359260584
2019-03-21,2019-03-21T00:00:00Z,1006391.8059574784
2019-03-22,2019-03-22T00:00:00Z,766754.0936459329
2019-03-23,2019-03-23T00:00:00Z,523677.5597385737
2019-03-24,2019-03-24T00:00:00Z,601395.1241005023
2019-03-25,2019-03-25T00:00:00Z,983131.5906808547
2019-03-26,2019-03-26T00:00:00Z,1017667.7247891454
2019-03-27,2019-03-27T00:00:00Z,911383.0999654486
2019-03-28,2019-03-28T00:00:00Z,838612.1755257072
2019-03-29,2019-03-29T00:00:00Z,991489.048849842
2019-03-30,2019-03-30T00:00:00Z,834950.2332140143
2019-03-31,2019-03-31T00:00:00Z,897103.4575438234
2019-04-01,2019-04-01T00:00:00Z,901437.6417695924
2019-04-02,2019-04-02T00:00:00Z,1737024.3467739671
2019-04-03,2019-04-03T00:00:00Z,1717891.162148872
2019-04-04,2019-04-04T00:00:00Z,1124597.048734815
2019-04-05,2019-04-05T00:00:00Z,917246.246711364
2019-04-06,2019-04-06T00:00:00Z,811310.2090199821
2019-04-07,2019-04-07T00:00:00Z,854261.2680280878
2019-04-08,2019-04-08T00:00:00Z,1465773.1717948378
2019-04-09,2019-04-09T00:00:00Z,1474420.9562203048
2019-04-10,2019-04-10T00:00:00Z,1165226.1007366716
2019-04-11,2019-04-11T00:00:00Z,1239074.8455827062
2019-04-12,2019-04-12T00:00:00Z,988974.1078004312
2019-04-13,2019-04-13T00:00:00Z,579837.8289815268
2019-04-14,2019-04-14T00:00:00Z,649186.5947220497
2019-04-15,2019-04-15T00:00:00Z,922408.9525759928
2019-04-16,2019-04-16T00:00:00Z,880524.063807581
2019-04-17,2019-04-17T00:00:00Z,785924.917231782
2019-04-18,2019-04-18T00:00:00Z,962481.2052522288
2019-04-19,2019-04-19T00:00:00Z,822424.4395717215
2019-04-20,2019-04-20T00:00:00Z,572393.7829904564
2019-04-21,2019-04-21T00:00:00Z,613351.4203015638
2019-04-22,2019-04-22T00:00:00Z,785989.6851893716
2019-04-23,2019-04-23T00:00:00Z,997776.8971784404
2019-04-24,2019-04-24T00:00:00Z,1148795.5225452315
2019-04-25,2019-04-25T00:00:00Z,1262443.9931114654
2019-04-26,2019-04-26T00:00:00Z,2569624.4719467605
2019-04-27,2019-04-27T00:00:00Z,634924.0654460363
2019-04-28,2019-04-28T00:00:00Z,799139.8176877903
2019-04-29,2019-04-29T00:00:00Z,1119760.044314501
2019-04-30,2019-04-30T00:00:00Z,1218582.3236699288
2019-05-01,2019-05-01T00:00:00Z,1166081.2646288292
2019-05-02,2019-05-02T00:00:00Z,754250.457442043
2019-05-03,2019-05-03T00:00:00Z,1005442.0851104448
2019-05-04,2019-05-04T00:00:00Z,716780.9844142648
2019-05-05,2019-05-05T00:00:00Z,564365.9337795723
2019-05-06,2019-05-06T00:00:00Z,1155155.9271709663
2019-05-07,2019-05-07T00:00:00Z,1314535.1075298896
2019-05-08,2019-05-08T00:00:00Z,1027311.8947219404
2019-05-09,2019-05-09T00:00:00Z,903024.8529097784
2019-05-10,2019-05-10T00:00:00Z,1028690.7766997552
2019-05-11,2019-05-11T00:00:00Z,1686215.2313362665
2019-05-12,2019-05-12T00:00:00Z,993456.1604311656
2019-05-13,2019-05-13T00:00:00Z,1723202.3202514723
2019-05-14,2019-05-14T00:00:00Z,1369802.995739628
2019-05-15,2019-05-15T00:00:00Z,1667100.1647825916
2019-05-16,2019-05-16T00:00:00Z,2904867.665896724
2019-05-17,2019-05-17T00:00:00Z,1664858.7854186527
2019-05-18,2019-05-18T00:00:00Z,892240.7731662802
2019-05-19,2019-05-19T00:00:00Z,975469.3590804976
2019-05-20,2019-05-20T00:00:00Z,1330056.366668684
2019-05-21,2019-05-21T00:00:00Z,1176933.7558095278
2019-05-22,2019-05-22T00:00:00Z,1100352.5221731334
2019-05-23,2019-05-23T00:00:00Z,1277507.6555935657
2019-05-24,2019-05-24T00:00:00Z,858685.8364854599
2019-05-25,2019-05-25T00:00:00Z,655875.9552266407
2019-05-26,2019-05-26T00:00:00Z,959067.2003864872
2019-05-27,2019-05-27T00:00:00Z,1281481.7181315273
2019-05-28,2019-05-28T00:00:00Z,1099593.990158143
2019-05-29,2019-05-29T00:00:00Z,2096964.352735357
2019-05-30,2019-05-30T00:00:00Z,1413457.3378995312
2019-05-31,2019-05-31T00:00:00Z,1507788.8102809968
2019-06-01,2019-06-01T00:00:00Z,796852.3320028222
2019-06-02,2019-06-02T00:00:00Z,557439.2562918888
2019-06-03,2019-06-03T00:00:00Z,1148628.6645154585
2019-06-04,2019-06-04T00:00:00Z,1478955.512793816
2019-06-05,2019-06-05T00:00:00Z,1983368.5466642496
2019-06-06,2019-06-06T00:00:00Z,718164.782174876
2019-06-07,2019-06-07T00:00:00Z,792979.7823033165
2019-06-08,2019-06-08T00:00:00Z,468739.16169803386
2019-06-09,2019-06-09T00:00:00Z,671499.3750367741
2019-06-10,2019-06-10T00:00:00Z,834385.4468259899
2019-06-11,2019-06-11T00:00:00Z,721311.592812997
2019-06-12,2019-06-12T00:00:00Z,812282.2885196862
2019-06-13,2019-06-13T00:00:00Z,955339.7420098156
2019-06-14,2019-06-14T00:00:00Z,1008839.0959393992
2019-06-15,2019-06-15T00:00:00Z,797243.558212585
2019-06-16,2019-06-16T00:00:00Z,964365.0382958688
2019-06-17,2019-06-17T00:00:00Z,835522.562211433
2019-06-18,2019-06-18T00:00:00Z,972500.1168893984
2019-06-19,2019-06-19T00:00:00Z,920573.517810444
2019-06-20,2019-06-20T00:00:00Z,855620.3137574826
2019-06-21,2019-06-21T00:00:00Z,1055822.7060299849
2019-06-22,2019-06-22T00:00:00Z,1201656.463361443
2019-06-23,2019-06-23T00:00:00Z,810387.8453901616
2019-06-24,2019-06-24T00:00:00Z,864660.0323220072
2019-06-25,2019-06-25T00:00:00Z,1006788.3122073004
2019-06-26,2019-06-26T00:00:00Z,1381431.5754076657
2019-06-27,2019-06-27T00:00:00Z,1513125.1384168896
2019-06-28,2019-06-28T00:00:00Z,1244532.8226284478
2019-06-29,2019-06-29T00:00:00Z,1301397.5440419207
2019-06-30,2019-06-30T00:00:00Z,729854.1399864665
2019-07-01,2019-07-01T00:00:00Z,922371.9315032096
2019-07-02,2019-07-02T00:00:00Z,943612.006766588
2019-07-03,2019-07-03T00:00:00Z,712708.802091842
2019-07-04,2019-07-04T00:00:00Z,660407.0736340461
2019-07-05,2019-07-05T00:00:00Z,621632.4138548588
2019-07-06,2019-07-06T00:00:00Z,419490.1719639029
2019-07-07,2019-07-07T00:00:00Z,668109.158528487
2019-07-08,2019-07-08T00:00:00Z,669844.5053867963
2019-07-09,2019-07-09T00:00:00Z,2988605.710457296
2019-07-10,2019-07-10T00:00:00Z,997195.6985602228
2019-07-11,2019-07-11T00:00:00Z,1070392.0428134413
