date,Exchange Withdrawing Addresses
2019-07-14,25397
2019-07-15,31659
2019-07-16,29722
2019-07-17,32838
2019-07-18,26800
2019-07-19,24271
2019-07-20,19412
2019-07-21,20153
2019-07-22,22489
2019-07-23,22324
2019-07-24,22469
2019-07-25,22589
2019-07-26,21175
2019-07-27,19199
2019-07-28,16760
2019-07-29,21108
2019-07-30,25383
2019-07-31,27330
2019-08-01,22643
2019-08-02,24994
2019-08-03,21356
2019-08-04,19608
2019-08-05,25449
2019-08-06,26081
2019-08-07,24503
2019-08-08,26227
2019-08-09,27813
2019-08-10,25406
2019-08-11,23220
2019-08-12,30752
2019-08-13,37464
2019-08-14,40960
2019-08-15,31617
2019-08-16,28965
2019-08-17,26435
2019-08-18,22401
2019-08-19,31052
2019-08-20,32879
2019-08-21,34754
2019-08-22,32561
2019-08-23,29624
2019-08-24,26038
2019-08-25,23550
2019-08-26,27996
2019-08-27,24214
2019-08-28,26393
2019-08-29,28782
2019-08-30,25446
2019-08-31,21669
2019-09-01,19871
2019-09-02,25842
2019-09-03,28425
2019-09-04,26214
2019-09-05,27404
2019-09-06,26011
2019-09-07,22238
2019-09-08,21816
2019-09-09,26162
2019-09-10,23911
2019-09-11,24939
2019-09-12,27920
2019-09-13,22387
2019-09-14,22200
2019-09-15,26971
2019-09-16,30598
2019-09-17,27081
2019-09-18,26372
2019-09-19,26135
2019-09-20,26896
2019-09-21,21448
2019-09-22,19454
2019-09-23,23289
2019-09-24,27015
2019-09-25,31017
2019-09-26,25520
2019-09-27,25001
2019-09-28,20187
2019-09-29,21530
2019-09-30,24060
2019-10-01,19642
2019-10-02,21144
2019-10-03,18135
2019-10-04,19095
2019-10-05,17194
2019-10-06,17009
2019-10-07,18895
2019-10-08,19322
2019-10-09,21957
2019-10-10,21668
2019-10-11,20801
2019-10-12,18910
2019-10-13,18027
2019-10-14,20706
2019-10-15,21496
2019-10-16,22170
2019-10-17,20078
2019-10-18,22294
2019-10-19,19464
2019-10-20,19466
2019-10-21,21633
2019-10-22,22163
2019-10-23,24026
2019-10-24,21885
2019-10-25,22284
2019-10-26,20871
2019-10-27,19236
2019-10-28,22535
2019-10-29,22593
2019-10-30,21556
2019-10-31,21382
2019-11-01,22140
2019-11-02,16186
2019-11-03,16663
2019-11-04,21235
2019-11-05,23889
2019-11-06,20204
2019-11-07,43287
2019-11-08,19144
2019-11-09,16960
2019-11-10,15776
2019-11-11,19216
2019-11-12,23918
2019-11-13,28263
2019-11-14,19238
2019-11-15,19396
2019-11-16,16204
2019-11-17,15897
2019-11-18,19706
2019-11-19,21938
2019-11-20,21858
2019-11-21,35741
2019-11-22,26292
2019-11-23,17235
2019-11-24,15364
2019-11-25,23891
2019-11-26,19500
2019-11-27,19076
2019-11-28,17137
2019-11-29,20176
2019-11-30,16682
2019-12-01,18711
2019-12-02,22180
2019-12-03,18962
2019-12-04,17036
2019-12-05,17034
2019-12-06,15426
2019-12-07,11719
2019-12-08,9105
2019-12-09,16323
2019-12-10,18309
2019-12-11,17153
2019-12-12,15214
2019-12-13,15453
2019-12-14,13084
2019-12-15,13527
2019-12-16,17860
2019-12-17,18678
2019-12-18,16891
2019-12-19,15031
2019-12-20,14065
2019-12-21,11212
2019-12-22,11018
2019-12-23,15319
2019-12-24,12607
2019-12-25,11769
2019-12-26,12473
2019-12-27,13492
2019-12-28,11075
2019-12-29,10630
2019-12-30,13412
2019-12-31,13294
2020-01-01,9324
2020-01-02,11367
2020-01-03,13753
2020-01-04,10508
2020-01-05,13767
2020-01-06,15416
2020-01-07,14187
2020-01-08,15831
2020-01-09,15071
2020-01-10,14118
2020-01-11,12297
2020-01-12,10476
2020-01-13,12986
2020-01-14,17991
2020-01-15,18906
2020-01-16,16133
2020-01-17,15859
2020-01-18,13933
2020-01-19,13420
2020-01-20,14388
2020-01-21,14283
2020-01-22,12807
2020-01-23,11761
2020-01-24,12924
2020-01-25,24995
2020-01-26,7880
2020-01-27,11589
2020-01-28,12102
2020-01-29,14837
2020-01-30,15069
2020-01-31,14965
2020-02-01,13831
2020-02-02,12459
2020-02-03,14381
2020-02-04,15444
2020-02-05,18909
2020-02-06,19940
2020-02-07,21309
2020-02-08,20228
2020-02-09,17746
2020-02-10,20432
2020-02-11,20525
2020-02-12,32760
2020-02-13,29919
2020-02-14,21906
2020-02-15,21770
2020-02-16,18155
2020-02-17,20527
2020-02-18,19138
2020-02-19,21114
2020-02-20,21029
2020-02-21,18624
2020-02-22,13306
2020-02-23,14718
2020-02-24,20246
2020-02-25,19792
2020-02-26,24077
2020-02-27,21888
2020-02-28,17587
2020-02-29,14831
2020-03-01,13683
2020-03-02,18239
2020-03-03,17131
2020-03-04,19076
2020-03-05,23086
2020-03-06,17744
2020-03-07,15031
2020-03-08,17247
2020-03-09,24925
2020-03-10,18886
2020-03-11,18724
2020-03-12,27170
2020-03-13,35740
2020-03-14,18874
2020-03-15,20746
2020-03-16,22631
2020-03-17,20053
2020-03-18,21359
2020-03-19,29852
2020-03-20,26779
2020-03-21,24304
2020-03-22,15160
2020-03-23,18374
2020-03-24,17840
2020-03-25,17061
2020-03-26,17575
2020-03-27,16574
2020-03-28,16428
2020-03-29,13291
2020-03-30,18028
2020-03-31,17395
2020-04-01,16133
2020-04-02,17132
2020-04-03,16122
2020-04-04,13040
2020-04-05,12716
2020-04-06,18297
2020-04-07,18548
2020-04-08,17358
2020-04-09,16312
2020-04-10,19962
2020-04-11,15198
2020-04-12,15391
2020-04-13,16646
2020-04-14,15450
2020-04-15,16359
2020-04-16,20020
2020-04-17,17460
2020-04-18,17340
2020-04-19,15787
2020-04-20,17968
2020-04-21,22029
2020-04-22,17395
2020-04-23,17576
2020-04-24,18146
2020-04-25,17523
2020-04-26,17248
2020-04-27,21034
2020-04-28,19301
2020-04-29,23378
2020-04-30,23080
2020-05-01,17905
2020-05-02,14937
2020-05-03,16093
2020-05-04,17609
2020-05-05,17377
2020-05-06,19625
2020-05-07,20882
2020-05-08,20948
2020-05-09,18270
2020-05-10,25500
2020-05-11,26272
2020-05-12,23635
2020-05-13,21393
2020-05-14,23572
2020-05-15,21533
2020-05-16,19077
2020-05-17,19210
2020-05-18,21908
2020-05-19,20713
2020-05-20,22579
2020-05-21,23318
2020-05-22,22215
2020-05-23,17415
2020-05-24,17780
2020-05-25,24431
2020-05-26,23889
2020-05-27,28450
2020-05-28,35788
2020-05-29,35908
2020-05-30,38284
2020-05-31,32733
2020-06-01,39813
2020-06-02,40998
2020-06-03,25752
2020-06-04,25751
2020-06-05,27308
2020-06-06,21849
2020-06-07,21017
2020-06-08,24852
2020-06-09,24000
2020-06-10,27544
2020-06-11,28366
2020-06-12,25777
2020-06-13,19704
2020-06-14,20151
2020-06-15,33625
2020-06-16,36521
2020-06-17,36377
2020-06-18,37804
2020-06-19,41120
2020-06-20,38973
2020-06-21,38634
2020-06-22,45423
2020-06-23,50324
2020-06-24,50677
2020-06-25,50587
2020-06-26,55103
2020-06-27,52158
2020-06-28,33041
2020-06-29,30713
2020-06-30,37121
2020-07-01,35212
2020-07-02,33745
2020-07-03,31755
2020-07-04,27232
2020-07-05,22152
2020-07-06,31619
2020-07-07,33942
2020-07-08,40279
2020-07-09,38322
2020-07-10,30693
2020-07-11,24827
2020-07-12,24514
2020-07-13,38927
2020-07-14,33167
2020-07-15,37255
2020-07-16,35349
2020-07-17,36748
2020-07-18,33030
2020-07-19,31732
2020-07-20,43867
2020-07-21,42911
2020-07-22,41564
2020-07-23,45698
2020-07-24,42185
2020-07-25,39939
2020-07-26,43961
2020-07-27,52666
2020-07-28,43983
2020-07-29,42429
2020-07-30,41064
2020-07-31,47285
2020-08-01,42597
2020-08-02,44561
2020-08-03,45945
2020-08-04,44560
2020-08-05,43123
2020-08-06,43822
2020-08-07,47429
2020-08-08,40752
2020-08-09,43252
2020-08-10,62739
2020-08-11,63348
2020-08-12,62170
2020-08-13,47343
2020-08-14,42579
2020-08-15,34774
2020-08-16,36132
2020-08-17,40544
2020-08-18,42575
2020-08-19,40870
2020-08-20,37887
2020-08-21,39874
2020-08-22,33752
2020-08-23,32633
2020-08-24,37506
2020-08-25,39569
2020-08-26,39716
2020-08-27,39137
2020-08-28,36692
2020-08-29,38492
2020-08-30,43508
2020-08-31,54363
2020-09-01,62554
2020-09-02,50449
2020-09-03,43424
2020-09-04,42169
2020-09-05,35876
2020-09-06,36311
2020-09-07,33598
2020-09-08,30593
2020-09-09,35036
2020-09-10,38067
2020-09-11,34411
2020-09-12,27875
2020-09-13,28502
2020-09-14,33154
2020-09-15,40373
2020-09-16,32720
2020-09-17,72019
2020-09-18,46066
2020-09-19,35663
2020-09-20,30717
2020-09-21,34675
2020-09-22,37780
2020-09-23,34714
2020-09-24,34347
2020-09-25,30020
2020-09-26,28172
2020-09-27,25440
2020-09-28,35613
2020-09-29,37952
2020-09-30,44692
2020-10-01,30405
2020-10-02,28528
2020-10-03,27189
2020-10-04,25579
2020-10-05,29003
2020-10-06,31431
2020-10-07,30381
2020-10-08,30180
2020-10-09,32266
2020-10-10,31715
2020-10-11,31558
2020-10-12,38338
2020-10-13,41919
2020-10-14,37545
2020-10-15,40892
2020-10-16,37841
2020-10-17,36670
2020-10-18,40696
2020-10-19,46299
2020-10-20,44665
2020-10-21,46408
2020-10-22,52093
2020-10-23,55264
2020-10-24,25965
2020-10-25,25436
2020-10-26,31300
2020-10-27,29725
2020-10-28,33551
2020-10-29,33993
2020-10-30,37593
2020-10-31,26718
2020-11-01,27331
2020-11-02,41956
2020-11-03,34279
2020-11-04,29855
2020-11-05,31488
2020-11-06,35726
2020-11-07,29292
2020-11-08,25695
2020-11-09,37929
2020-11-10,36252
2020-11-11,32111
2020-11-12,33192
2020-11-13,31569
2020-11-14,23677
2020-11-15,23018
2020-11-16,33224
2020-11-17,40541
2020-11-18,37383
2020-11-19,32763
2020-11-20,37545
2020-11-21,39976
2020-11-22,38033
2020-11-23,50027
2020-11-24,53518
2020-11-25,43975
2020-11-26,41943
2020-11-27,30135
2020-11-28,24774
2020-11-29,25573
2020-11-30,43250
2020-12-01,42755
2020-12-02,34042
2020-12-03,33757
2020-12-04,35609
2020-12-05,29295
2020-12-06,29838
2020-12-07,36280
2020-12-08,38458
2020-12-09,39240
2020-12-10,34785
2020-12-11,35408
2020-12-12,29760
2020-12-13,27063
2020-12-14,32336
2020-12-15,39405
2020-12-16,38570
2020-12-17,53714
2020-12-18,40018
2020-12-19,40414
2020-12-20,34155
2020-12-21,41209
2020-12-22,41625
2020-12-23,49670
2020-12-24,44004
2020-12-25,37572
2020-12-26,33300
2020-12-27,39570
2020-12-28,49954
2020-12-29,48775
2020-12-30,56350
2020-12-31,46320
2021-01-01,34921
2021-01-02,44518
2021-01-03,56092
2021-01-04,65879
2021-01-05,54442
2021-01-06,57271
2021-01-07,60621
2021-01-08,61083
2021-01-09,47468
2021-01-10,49741
2021-01-11,63507
2021-01-12,48343
2021-01-13,43666
2021-01-14,51166
2021-01-15,48694
2021-01-16,46891
2021-01-17,40793
2021-01-18,48430
2021-01-19,55580
2021-01-20,51787
2021-01-21,48332
2021-01-22,54496
2021-01-23,42215
2021-01-24,42951
2021-01-25,55377
2021-01-26,47163
2021-01-27,49304
2021-01-28,53728
2021-01-29,70663
2021-01-30,61992
2021-01-31,66113
2021-02-01,74975
2021-02-02,73147
2021-02-03,74361
2021-02-04,79245
2021-02-05,75191
2021-02-06,64880
2021-02-07,63243
2021-02-08,70604
2021-02-09,80679
2021-02-10,80732
2021-02-11,74952
2021-02-12,77606
2021-02-13,67670
2021-02-14,68223
2021-02-15,69472
2021-02-16,64965
2021-02-17,67457
2021-02-18,72672
2021-02-19,71541
2021-02-20,77051
2021-02-21,68656
2021-02-22,78445
2021-02-23,72938
2021-02-24,76537
2021-02-25,63983
2021-02-26,61185
2021-02-27,62652
2021-02-28,54033
2021-03-01,57384
2021-03-02,56456
2021-03-03,58860
2021-03-04,56136
2021-03-05,57650
2021-03-06,48576
2021-03-07,54357
2021-03-08,60669
2021-03-09,65778
2021-03-10,63629
2021-03-11,64140
2021-03-12,73140
2021-03-13,69496
2021-03-14,68261
2021-03-15,79921
2021-03-16,78426
2021-03-17,75188
2021-03-18,73819
2021-03-19,75097
2021-03-20,69004
2021-03-21,69782
2021-03-22,83171
2021-03-23,77579
2021-03-24,82502
2021-03-25,75084
2021-03-26,73082
2021-03-27,62888
2021-03-28,63328
2021-03-29,73865
2021-03-30,77052
2021-03-31,86592
2021-04-01,79727
2021-04-02,80841
2021-04-03,69741
2021-04-04,60904
2021-04-05,77202
2021-04-06,82639
2021-04-07,72755
2021-04-08,70402
2021-04-09,69596
2021-04-10,63992
2021-04-11,66698
2021-04-12,77845
2021-04-13,74869
2021-04-14,74354
2021-04-15,61354
2021-04-16,88693
2021-04-17,93670
2021-04-18,80351
2021-04-19,103063
2021-04-20,118443
2021-04-21,103713
2021-04-22,92309
2021-04-23,80091
2021-04-24,64015
2021-04-25,63991
2021-04-26,68890
2021-04-27,69271
2021-04-28,76554
2021-04-29,84779
2021-04-30,131740
2021-05-01,119794
2021-05-02,114369
2021-05-03,148984
2021-05-04,147028
2021-05-05,156029
2021-05-06,155102
2021-05-07,160477
2021-05-08,230000
2021-05-09,223726
2021-05-10,249628
2021-05-11,261821
2021-05-12,202512
2021-05-13,191672
2021-05-14,187910
2021-05-15,158679
2021-05-16,141086
2021-05-17,142734
2021-05-18,143482
2021-05-19,126678
2021-05-20,130986
2021-05-21,121543
2021-05-22,103490
2021-05-23,99068
2021-05-24,107776
2021-05-25,109993
2021-05-26,108364
2021-05-27,107175
2021-05-28,110241
2021-05-29,104686
2021-05-30,87890
2021-05-31,98891
2021-06-01,94172
2021-06-02,103506
2021-06-03,107459
2021-06-04,96133
2021-06-05,91353
2021-06-06,82654
2021-06-07,93070
2021-06-08,91990
2021-06-09,91174
2021-06-10,85826
2021-06-11,88719
2021-06-12,84733
2021-06-13,80872
2021-06-14,87975
2021-06-15,96305
2021-06-16,91184
2021-06-17,94590
2021-06-18,86185
2021-06-19,73803
2021-06-20,72157
2021-06-21,93225
2021-06-22,104131
2021-06-23,82335
2021-06-24,84229
2021-06-25,82238
2021-06-26,82303
2021-06-27,74804
2021-06-28,105672
2021-06-29,118878
2021-06-30,89354
2021-07-01,83072
2021-07-02,84122
2021-07-03,78169
2021-07-04,80914
2021-07-05,75973
2021-07-06,112120
2021-07-07,110136
2021-07-08,101567
2021-07-09,94466
2021-07-10,77306
2021-07-11,74121
2021-07-12,97181
2021-07-13,99649
2021-07-14,103200
2021-07-15,98988
2021-07-16,96874
2021-07-17,83385
2021-07-18,72917
2021-07-19,82274
2021-07-20,89700
2021-07-21,82786
2021-07-22,87564
2021-07-23,89194
2021-07-24,82656
2021-07-25,75904
2021-07-26,93312
2021-07-27,87141
2021-07-28,92794
2021-07-29,97298
2021-07-30,110624
2021-07-31,102001
2021-08-01,92750
2021-08-02,101548
2021-08-03,109624
2021-08-04,108136
2021-08-05,99698
2021-08-06,113009
2021-08-07,109988
2021-08-08,99363
2021-08-09,110614
2021-08-10,112636
2021-08-11,117957
2021-08-12,101134
2021-08-13,104829
2021-08-14,105506
2021-08-15,99743
2021-08-16,117434
2021-08-17,114081
2021-08-18,103543
2021-08-19,110459
2021-08-20,119534
2021-08-21,100687
2021-08-22,98404
2021-08-23,115481
2021-08-24,118004
2021-08-25,120093
2021-08-26,111994
2021-08-27,111909
2021-08-28,105043
2021-08-29,107036
2021-08-30,112145
2021-08-31,117187
2021-09-01,125164
2021-09-02,123203
2021-09-03,119664
2021-09-04,112210
2021-09-05,108595
2021-09-06,116436
2021-09-07,127983
2021-09-08,116162
2021-09-09,114835
2021-09-10,111281
2021-09-11,107742
2021-09-12,102804
2021-09-13,100202
2021-09-14,103838
2021-09-15,110402
2021-09-16,113686
2021-09-17,106429
2021-09-18,101412
2021-09-19,94220
2021-09-20,108379
2021-09-21,104437
2021-09-22,105923
2021-09-23,117406
2021-09-24,106512
2021-09-25,96448
2021-09-26,92949
2021-09-27,100622
2021-09-28,98311
2021-09-29,97361
2021-09-30,97062
2021-10-01,106947
2021-10-02,94899
2021-10-03,91505
2021-10-04,106288
2021-10-05,124449
2021-10-06,177963
2021-10-07,148512
2021-10-08,145473
2021-10-09,111604
2021-10-10,101571
2021-10-11,115596
2021-10-12,115898
2021-10-13,120909
2021-10-14,127707
2021-10-15,134683
2021-10-16,111040
2021-10-17,108016
2021-10-18,114819
2021-10-19,119122
2021-10-20,130297
2021-10-21,128070
2021-10-22,134252
2021-10-23,130012
2021-10-24,142016
2021-10-25,155007
2021-10-26,175407
2021-10-27,181995
2021-10-28,230927
2021-10-29,213484
2021-10-30,210502
2021-10-31,175883
2021-11-01,177270
2021-11-02,188843
2021-11-03,196641
2021-11-04,182155
2021-11-05,173685
2021-11-06,158738
2021-11-07,158583
2021-11-08,163975
2021-11-09,164000
2021-11-10,167310
2021-11-11,161012
2021-11-12,164426
2021-11-13,162927
2021-11-14,152952
2021-11-15,146376
2021-11-16,156533
2021-11-17,147622
2021-11-18,147760
2021-11-19,139765
2021-11-20,129234
2021-11-21,135837
2021-11-22,136046
2021-11-23,139995
2021-11-24,164674
2021-11-25,142584
2021-11-26,135695
2021-11-27,126680
2021-11-28,115463
2021-11-29,133979
2021-11-30,136621
2021-12-01,130303
2021-12-02,129293
2021-12-03,127099
2021-12-04,135665
2021-12-05,108720
2021-12-06,116297
2021-12-07,116808
2021-12-08,149162
2021-12-09,125133
2021-12-10,130111
2021-12-11,121162
2021-12-12,118707
2021-12-13,129115
2021-12-14,133088
2021-12-15,142384
2021-12-16,120166
2021-12-17,140632
2021-12-18,109367
2021-12-19,101009
2021-12-20,110516
2021-12-21,114114
2021-12-22,119886
2021-12-23,131816
2021-12-24,115605
2021-12-25,108039
2021-12-26,108918
2021-12-27,124892
2021-12-28,124642
2021-12-29,118520
2021-12-30,141452
2021-12-31,125246
2022-01-01,106682
2022-01-02,107156
2022-01-03,123421
2022-01-04,133336
2022-01-05,141055
2022-01-06,136275
2022-01-07,132014
2022-01-08,124080
2022-01-09,116834
2022-01-10,116496
2022-01-11,130598
2022-01-12,130140
2022-01-13,138677
2022-01-14,122872
2022-01-15,110464
2022-01-16,108329
2022-01-17,107339
2022-01-18,107124
2022-01-19,121697
2022-01-20,119823
2022-01-21,124552
2022-01-22,124112
2022-01-23,109499
2022-01-24,107165
2022-01-25,114837
2022-01-26,113116
2022-01-27,105264
2022-01-28,106902
2022-01-29,108018
2022-01-30,102360
2022-01-31,109823
2022-02-01,116509
2022-02-02,103882
2022-02-03,99968
2022-02-04,101324
2022-02-05,111337
2022-02-06,87958
2022-02-07,102359
2022-02-08,100607
2022-02-09,105613
2022-02-10,99477
2022-02-11,98688
2022-02-12,86605
2022-02-13,85785
2022-02-14,84376
2022-02-15,90833
2022-02-16,88309
2022-02-17,90215
2022-02-18,89765
2022-02-19,83254
2022-02-20,80307
2022-02-21,85905
2022-02-22,88170
2022-02-23,95839
2022-02-24,97027
2022-02-25,84390
2022-02-26,81464
2022-02-27,76697
2022-02-28,85195
2022-03-01,91528
2022-03-02,87172
2022-03-03,82600
2022-03-04,84616
2022-03-05,73166
2022-03-06,86617
2022-03-07,94484
2022-03-08,91577
2022-03-09,88962
2022-03-10,79545
2022-03-11,75021
2022-03-12,77843
2022-03-13,66809
2022-03-14,74563
2022-03-15,81520
2022-03-16,80962
2022-03-17,90107
2022-03-18,101429
2022-03-19,75838
2022-03-20,70066
2022-03-21,75420
2022-03-22,81990
2022-03-23,83341
2022-03-24,88812
2022-03-25,89235
2022-03-26,82397
2022-03-27,83842
2022-03-28,94906
2022-03-29,98442
2022-03-30,90946
2022-03-31,94421
2022-04-01,98179
2022-04-02,89723
2022-04-03,80577
2022-04-04,85520
2022-04-05,88313
2022-04-06,86127
2022-04-07,84989
2022-04-08,82102
2022-04-09,76038
2022-04-10,76966
2022-04-11,81637
2022-04-12,84959
2022-04-13,76279
2022-04-14,74172
2022-04-15,76547
2022-04-16,67140
2022-04-17,62373
2022-04-18,73622
2022-04-19,77957
2022-04-20,83014
2022-04-21,86408
2022-04-22,90057
2022-04-23,73191
2022-04-24,70658
2022-04-25,84766
2022-04-26,86557
2022-04-27,91442
2022-04-28,85877
2022-04-29,86201
2022-04-30,85045
2022-05-01,76930
2022-05-02,75686
2022-05-03,76049
2022-05-04,81007
2022-05-05,87448
2022-05-06,82196
2022-05-07,71286
2022-05-08,81374
2022-05-09,91660
2022-05-10,101133
2022-05-11,105885
2022-05-12,125826
2022-05-13,108502
2022-05-14,92684
2022-05-15,80825
2022-05-16,82508
2022-05-17,88735
2022-05-18,91041
2022-05-19,71978
2022-05-20,75819
2022-05-21,64107
2022-05-22,61523
2022-05-23,67357
2022-05-24,70314
2022-05-25,76860
2022-05-26,80868
2022-05-27,75166
2022-05-28,64649
2022-05-29,65079
2022-05-30,65749
2022-05-31,76011
2022-06-01,73846
2022-06-02,73173
2022-06-03,72450
2022-06-04,63384
2022-06-05,61609
2022-06-06,68505
2022-06-07,73067
2022-06-08,68626
2022-06-09,69858
2022-06-10,80519
2022-06-11,73535
2022-06-12,68257
2022-06-13,99245
2022-06-14,90331
2022-06-15,94342
2022-06-16,83018
2022-06-17,75499
2022-06-18,82686
2022-06-19,67993
2022-06-20,66775
2022-06-21,69542
2022-06-22,70899
2022-06-23,72194
2022-06-24,75403
2022-06-25,67915
2022-06-26,65783
2022-06-27,80865
2022-06-28,70122
2022-06-29,71286
2022-06-30,72236
2022-07-01,82313
2022-07-02,79331
2022-07-03,63109
2022-07-04,66470
2022-07-05,72808
2022-07-06,75856
2022-07-07,75884
2022-07-08,72977
2022-07-09,69675
2022-07-10,70694
2022-07-11,63451
2022-07-12,68363
2022-07-13,61893
2022-07-14,62847
2022-07-15,66295
2022-07-16,58954
2022-07-17,54508
2022-07-18,73028
2022-07-19,69277
2022-07-20,70371
2022-07-21,67236
2022-07-22,68408
2022-07-23,61971
2022-07-24,56706
2022-07-25,67305
2022-07-26,88565
2022-07-27,96157
2022-07-28,74797
2022-07-29,69248
2022-07-30,64847
2022-07-31,57345
2022-08-01,94649
2022-08-02,87857
2022-08-03,96820
2022-08-04,72024
2022-08-05,73009
2022-08-06,71312
2022-08-07,74741
2022-08-08,72286
2022-08-09,69688
2022-08-10,68553
2022-08-11,68439
2022-08-12,72731
2022-08-13,62520
2022-08-14,59817
2022-08-15,63212
2022-08-16,61002
2022-08-17,63347
2022-08-18,62272
2022-08-19,68778
2022-08-20,57010
2022-08-21,57191
2022-08-22,54337
2022-08-23,58999
2022-08-24,57096
2022-08-25,63903
2022-08-26,60767
2022-08-27,56917
2022-08-28,50247
2022-08-29,59228
2022-08-30,64359
2022-08-31,68949
2022-09-01,65745
2022-09-02,66340
2022-09-03,56082
2022-09-04,48092
2022-09-05,60070
2022-09-06,63770
2022-09-07,67319
2022-09-08,65652
2022-09-09,66154
2022-09-10,56290
2022-09-11,54080
2022-09-12,58570
2022-09-13,64133
2022-09-14,61576
2022-09-15,60932
2022-09-16,66653
2022-09-17,56798
2022-09-18,63430
2022-09-19,61377
2022-09-20,60663
2022-09-21,63793
2022-09-22,61310
2022-09-23,58460
2022-09-24,50709
2022-09-25,48605
2022-09-26,62357
2022-09-27,74815
2022-09-28,72284
2022-09-29,61484
2022-09-30,66558
2022-10-01,55111
2022-10-02,53395
2022-10-03,59992
2022-10-04,61495
2022-10-05,56309
2022-10-06,65350
2022-10-07,60609
2022-10-08,59321
2022-10-09,63526
2022-10-10,73524
2022-10-11,63360
2022-10-12,58652
2022-10-13,61682
2022-10-14,59233
2022-10-15,52076
2022-10-16,47365
2022-10-17,59098
2022-10-18,55701
2022-10-19,59893
2022-10-20,69948
2022-10-21,64488
2022-10-22,57192
2022-10-23,53965
2022-10-24,62673
2022-10-25,61395
2022-10-26,65689
2022-10-27,70978
2022-10-28,59434
2022-10-29,57575
2022-10-30,61614
2022-10-31,66658
2022-11-01,60670
2022-11-02,61182
2022-11-03,69157
2022-11-04,66246
2022-11-05,58855
2022-11-06,59389
2022-11-07,84053
2022-11-08,95253
2022-11-09,120683
2022-11-10,115442
2022-11-11,103205
2022-11-12,88747
2022-11-13,113597
2022-11-14,106813
2022-11-15,104449
2022-11-16,95028
2022-11-17,91716
2022-11-18,83583
2022-11-19,73051
2022-11-20,75071
2022-11-21,73520
2022-11-22,73875
2022-11-23,73720
2022-11-24,97665
2022-11-25,93911
2022-11-26,69069
2022-11-27,56018
2022-11-28,79140
2022-11-29,80022
2022-11-30,77445
2022-12-01,64903
2022-12-02,70730
2022-12-03,57240
2022-12-04,54140
2022-12-05,61116
2022-12-06,63240
2022-12-07,61344
2022-12-08,62235
2022-12-09,68855
2022-12-10,115035
2022-12-11,93511
2022-12-12,87158
2022-12-13,120684
2022-12-14,112359
2022-12-15,88955
2022-12-16,107649
2022-12-17,83735
2022-12-18,73327
2022-12-19,64270
2022-12-20,66989
2022-12-21,58601
2022-12-22,58899
2022-12-23,57683
2022-12-24,46207
2022-12-25,40495
2022-12-26,51125
2022-12-27,56231
2022-12-28,55811
2022-12-29,55808
2022-12-30,59851
2022-12-31,50736
2023-01-01,39882
2023-01-02,49647
2023-01-03,54688
2023-01-04,77050
2023-01-05,73041
2023-01-06,72567
2023-01-07,65699
2023-01-08,49841
2023-01-09,67012
2023-01-10,65177
2023-01-11,73930
2023-01-12,70988
2023-01-13,73346
2023-01-14,76934
2023-01-15,63900
2023-01-16,69494
2023-01-17,65797
2023-01-18,76599
2023-01-19,72343
2023-01-20,72495
2023-01-21,63945
2023-01-22,57562
2023-01-23,58157
2023-01-24,62647
2023-01-25,65108
2023-01-26,63675
2023-01-27,96106
2023-01-28,56719
2023-01-29,61504
2023-01-30,62109
2023-01-31,68818
2023-02-01,71976
2023-02-02,82216
2023-02-03,70280
2023-02-04,67898
2023-02-05,67464
2023-02-06,68606
2023-02-07,84177
2023-02-08,77685
2023-02-09,70242
2023-02-10,69273
2023-02-11,59667
2023-02-12,60484
2023-02-13,68156
2023-02-14,112270
2023-02-15,81333
2023-02-16,88783
2023-02-17,74642
2023-02-18,64637
2023-02-19,64246
2023-02-20,67087
2023-02-21,71974
2023-02-22,81201
2023-02-23,89892
2023-02-24,87563
2023-02-25,68238
2023-02-26,67251
2023-02-27,66732
2023-02-28,70581
2023-03-01,79020
2023-03-02,75589
2023-03-03,81516
2023-03-04,55770
2023-03-05,59900
2023-03-06,67691
2023-03-07,67236
2023-03-08,62299
2023-03-09,73850
2023-03-10,77738
2023-03-11,86503
2023-03-12,63180
2023-03-13,80425
2023-03-14,80373
2023-03-15,74868
2023-03-16,67802
2023-03-17,86300
2023-03-18,75255
2023-03-19,67813
2023-03-20,78684
2023-03-21,79001
2023-03-22,81977
2023-03-23,93794
2023-03-24,96122
2023-03-25,89525
2023-03-26,82443
2023-03-27,99088
2023-03-28,108231
2023-03-29,103813
2023-03-30,128284
2023-03-31,99691
2023-04-01,79481
2023-04-02,75758
2023-04-03,81947
2023-04-04,81706
2023-04-05,84610
2023-04-06,81033
2023-04-07,81164
2023-04-08,71954
2023-04-09,68243
2023-04-10,78851
2023-04-11,85065
2023-04-12,81946
2023-04-13,87730
2023-04-14,91572
2023-04-15,81064
2023-04-16,68402
2023-04-17,82700
2023-04-18,86898
2023-04-19,91124
2023-04-20,85173
2023-04-21,74704
2023-04-22,64865
2023-04-23,65038
2023-04-24,70851
2023-04-25,75599
2023-04-26,82836
2023-04-27,77981
2023-04-28,82163
2023-04-29,71577
2023-04-30,74804
2023-05-01,95109
2023-05-02,108832
2023-05-03,101216
2023-05-04,102299
2023-05-05,132575
2023-05-06,109039
2023-05-07,92953
2023-05-08,99217
2023-05-09,94926
2023-05-10,88402
2023-05-11,91848
