date,timestamp_utc,Fees Burnt USD (Total)
2022-04-12,2022-04-12T00:00:00Z,12986966.936894406
2022-04-13,2022-04-13T00:00:00Z,13179218.726571986
2022-04-14,2022-04-14T00:00:00Z,13356620.94620816
2022-04-15,2022-04-15T00:00:00Z,11171078.55198848
2022-04-16,2022-04-16T00:00:00Z,8331968.169916902
2022-04-17,2022-04-17T00:00:00Z,6835257.209629924
2022-04-18,2022-04-18T00:00:00Z,9977447.489130003
2022-04-19,2022-04-19T00:00:00Z,11491587.181566387
2022-04-20,2022-04-20T00:00:00Z,20300965.452497724
2022-04-21,2022-04-21T00:00:00Z,16601273.116127752
2022-04-22,2022-04-22T00:00:00Z,13835647.675283069
2022-04-23,2022-04-23T00:00:00Z,8742174.984435214
2022-04-24,2022-04-24T00:00:00Z,8714453.128458738
2022-04-25,2022-04-25T00:00:00Z,14593249.561743671
2022-04-26,2022-04-26T00:00:00Z,12014566.375682048
2022-04-27,2022-04-27T00:00:00Z,13047401.725198727
2022-04-28,2022-04-28T00:00:00Z,13307525.95100876
2022-04-29,2022-04-29T00:00:00Z,12745116.724172728
2022-04-30,2022-04-30T00:00:00Z,11678012.124204936
2022-05-01,2022-05-01T00:00:00Z,202594465.9434164
2022-05-02,2022-05-02T00:00:00Z,17722481.46708286
2022-05-03,2022-05-03T00:00:00Z,15728347.377857352
2022-05-04,2022-05-04T00:00:00Z,12992650.408742528
2022-05-05,2022-05-05T00:00:00Z,14104925.393961413
2022-05-06,2022-05-06T00:00:00Z,10596410.884959212
2022-05-07,2022-05-07T00:00:00Z,7626918.2928264
2022-05-08,2022-05-08T00:00:00Z,5827646.872426395
2022-05-09,2022-05-09T00:00:00Z,11948251.4204967
2022-05-10,2022-05-10T00:00:00Z,11858198.720817704
2022-05-11,2022-05-11T00:00:00Z,25684869.00187917
2022-05-12,2022-05-12T00:00:00Z,36088590.30410185
2022-05-13,2022-05-13T00:00:00Z,13830537.358548552
2022-05-14,2022-05-14T00:00:00Z,6400901.71530186
2022-05-15,2022-05-15T00:00:00Z,4509045.488600181
2022-05-16,2022-05-16T00:00:00Z,4291385.766580809
2022-05-17,2022-05-17T00:00:00Z,6399976.217076815
2022-05-18,2022-05-18T00:00:00Z,4565383.2555556055
2022-05-19,2022-05-19T00:00:00Z,4494616.996176528
2022-05-20,2022-05-20T00:00:00Z,4918862.480887745
2022-05-21,2022-05-21T00:00:00Z,3465012.7797067952
2022-05-22,2022-05-22T00:00:00Z,4022955.231795694
2022-05-23,2022-05-23T00:00:00Z,4432934.951582217
2022-05-24,2022-05-24T00:00:00Z,4929748.475972814
2022-05-25,2022-05-25T00:00:00Z,5885183.048084524
2022-05-26,2022-05-26T00:00:00Z,7340681.741591079
2022-05-27,2022-05-27T00:00:00Z,6362548.600181855
2022-05-28,2022-05-28T00:00:00Z,3247611.0437544314
2022-05-29,2022-05-29T00:00:00Z,3327575.687060191
2022-05-30,2022-05-30T00:00:00Z,5803773.150685978
2022-05-31,2022-05-31T00:00:00Z,8389863.539875546
2022-06-01,2022-06-01T00:00:00Z,8990295.235545004
2022-06-02,2022-06-02T00:00:00Z,10134831.13270448
2022-06-03,2022-06-03T00:00:00Z,9654101.71677264
2022-06-04,2022-06-04T00:00:00Z,8551339.670561947
2022-06-05,2022-06-05T00:00:00Z,8488013.85793223
2022-06-06,2022-06-06T00:00:00Z,8129898.0521360515
2022-06-07,2022-06-07T00:00:00Z,8815031.73482358
2022-06-08,2022-06-08T00:00:00Z,10941257.98031168
2022-06-09,2022-06-09T00:00:00Z,10317406.786803037
2022-06-10,2022-06-10T00:00:00Z,7773028.019193746
2022-06-11,2022-06-11T00:00:00Z,4701773.753048253
2022-06-12,2022-06-12T00:00:00Z,4013580.57144481
2022-06-13,2022-06-13T00:00:00Z,8596739.467014216
2022-06-14,2022-06-14T00:00:00Z,5805146.85646647
2022-06-15,2022-06-15T00:00:00Z,6649385.00954596
2022-06-16,2022-06-16T00:00:00Z,3585640.017855923
2022-06-17,2022-06-17T00:00:00Z,3448259.267498871
2022-06-18,2022-06-18T00:00:00Z,3987603.475722754
2022-06-19,2022-06-19T00:00:00Z,2389868.143836161
2022-06-20,2022-06-20T00:00:00Z,2468661.598890056
2022-06-21,2022-06-21T00:00:00Z,3280672.360133343
2022-06-22,2022-06-22T00:00:00Z,2749206.8650228004
2022-06-23,2022-06-23T00:00:00Z,4240789.207271655
2022-06-24,2022-06-24T00:00:00Z,3805330.5606209855
2022-06-25,2022-06-25T00:00:00Z,3321045.0021389048
2022-06-26,2022-06-26T00:00:00Z,3308116.622335599
2022-06-27,2022-06-27T00:00:00Z,4501758.025935934
2022-06-28,2022-06-28T00:00:00Z,3853943.064887688
2022-06-29,2022-06-29T00:00:00Z,4411408.760308288
2022-06-30,2022-06-30T00:00:00Z,4211483.17429688
2022-07-01,2022-07-01T00:00:00Z,3071853.743393428
2022-07-02,2022-07-02T00:00:00Z,1504746.1328380066
2022-07-03,2022-07-03T00:00:00Z,1725397.583995143
2022-07-04,2022-07-04T00:00:00Z,2387162.1176917986
2022-07-05,2022-07-05T00:00:00Z,2985275.184952335
2022-07-06,2022-07-06T00:00:00Z,3290457.6983016087
2022-07-07,2022-07-07T00:00:00Z,4206486.932658162
2022-07-08,2022-07-08T00:00:00Z,2979860.3747385074
2022-07-09,2022-07-09T00:00:00Z,2035764.9179999884
2022-07-10,2022-07-10T00:00:00Z,1903656.358933461
2022-07-11,2022-07-11T00:00:00Z,2830098.319341356
2022-07-12,2022-07-12T00:00:00Z,2217817.92008806
2022-07-13,2022-07-13T00:00:00Z,2739431.0034065465
2022-07-14,2022-07-14T00:00:00Z,3783340.8232486863
2022-07-15,2022-07-15T00:00:00Z,3499427.9975367067
2022-07-16,2022-07-16T00:00:00Z,2593496.4755419483
2022-07-17,2022-07-17T00:00:00Z,2522689.200871568
2022-07-18,2022-07-18T00:00:00Z,4394553.458113099
2022-07-19,2022-07-19T00:00:00Z,4253601.309340486
2022-07-20,2022-07-20T00:00:00Z,4079138.376758673
2022-07-21,2022-07-21T00:00:00Z,2886944.1330575617
2022-07-22,2022-07-22T00:00:00Z,2113741.54136209
2022-07-23,2022-07-23T00:00:00Z,1756154.4130603091
2022-07-24,2022-07-24T00:00:00Z,1372065.3804389
2022-07-25,2022-07-25T00:00:00Z,2430152.0890033897
2022-07-26,2022-07-26T00:00:00Z,2944543.8177378573
2022-07-27,2022-07-27T00:00:00Z,2860097.1979177385
2022-07-28,2022-07-28T00:00:00Z,3491154.925517925
2022-07-29,2022-07-29T00:00:00Z,2335449.5441134744
2022-07-30,2022-07-30T00:00:00Z,1240921.407756317
2022-07-31,2022-07-31T00:00:00Z,1161334.2257964648
2022-08-01,2022-08-01T00:00:00Z,1971541.920747697
2022-08-02,2022-08-02T00:00:00Z,1948407.392497565
2022-08-03,2022-08-03T00:00:00Z,1681570.8261759528
2022-08-04,2022-08-04T00:00:00Z,1889817.3168523733
2022-08-05,2022-08-05T00:00:00Z,2212965.7561476063
2022-08-06,2022-08-06T00:00:00Z,1267657.6083300624
2022-08-07,2022-08-07T00:00:00Z,1340587.6331331483
2022-08-08,2022-08-08T00:00:00Z,2691080.596345408
2022-08-09,2022-08-09T00:00:00Z,2737842.458351783
2022-08-10,2022-08-10T00:00:00Z,4444943.600480569
2022-08-11,2022-08-11T00:00:00Z,3847980.566242133
2022-08-12,2022-08-12T00:00:00Z,3008536.8795132176
2022-08-13,2022-08-13T00:00:00Z,1755459.064626647
2022-08-14,2022-08-14T00:00:00Z,1843472.616597234
2022-08-15,2022-08-15T00:00:00Z,3074266.1925972514
2022-08-16,2022-08-16T00:00:00Z,1993332.8426019533
2022-08-17,2022-08-17T00:00:00Z,1959869.532105949
2022-08-18,2022-08-18T00:00:00Z,2013303.2726458863
2022-08-19,2022-08-19T00:00:00Z,2363862.0655550426
2022-08-20,2022-08-20T00:00:00Z,1516095.9693500174
2022-08-21,2022-08-21T00:00:00Z,976005.8449133124
2022-08-22,2022-08-22T00:00:00Z,1935959.3692694723
2022-08-23,2022-08-23T00:00:00Z,1914934.2275038164
2022-08-24,2022-08-24T00:00:00Z,1707319.0499659714
2022-08-25,2022-08-25T00:00:00Z,2083637.8360898977
2022-08-26,2022-08-26T00:00:00Z,1745298.0749818373
2022-08-27,2022-08-27T00:00:00Z,1058566.6010475797
2022-08-28,2022-08-28T00:00:00Z,1003124.915233746
2022-08-29,2022-08-29T00:00:00Z,2174833.870497389
2022-08-30,2022-08-30T00:00:00Z,2521746.272560716
2022-08-31,2022-08-31T00:00:00Z,2981561.9504343
2022-09-01,2022-09-01T00:00:00Z,2833379.1887019826
2022-09-02,2022-09-02T00:00:00Z,1868728.761239152
2022-09-03,2022-09-03T00:00:00Z,1006744.7872146544
2022-09-04,2022-09-04T00:00:00Z,1130055.4757596492
2022-09-05,2022-09-05T00:00:00Z,1469194.4251884576
2022-09-06,2022-09-06T00:00:00Z,2126394.816226888
2022-09-07,2022-09-07T00:00:00Z,2837908.1171617275
2022-09-08,2022-09-08T00:00:00Z,3096318.260972442
2022-09-09,2022-09-09T00:00:00Z,3144727.375743719
2022-09-10,2022-09-10T00:00:00Z,1583321.5067451329
2022-09-11,2022-09-11T00:00:00Z,1406679.8426417036
2022-09-12,2022-09-12T00:00:00Z,2428563.122780315
2022-09-13,2022-09-13T00:00:00Z,2228085.931303001
2022-09-14,2022-09-14T00:00:00Z,1766627.0285080068
2022-09-15,2022-09-15T00:00:00Z,2285867.242119329
2022-09-16,2022-09-16T00:00:00Z,1297226.7630537697
2022-09-17,2022-09-17T00:00:00Z,852948.3137704647
2022-09-18,2022-09-18T00:00:00Z,965344.9153579728
2022-09-19,2022-09-19T00:00:00Z,1277337.4115295631
2022-09-20,2022-09-20T00:00:00Z,1464498.984663203
2022-09-21,2022-09-21T00:00:00Z,1412416.4701809494
2022-09-22,2022-09-22T00:00:00Z,1261097.2327218314
2022-09-23,2022-09-23T00:00:00Z,1086676.5800730882
2022-09-24,2022-09-24T00:00:00Z,691661.0482752152
2022-09-25,2022-09-25T00:00:00Z,882913.5299622184
2022-09-26,2022-09-26T00:00:00Z,1508356.011577326
2022-09-27,2022-09-27T00:00:00Z,2369694.19779448
2022-09-28,2022-09-28T00:00:00Z,1962868.4493078585
2022-09-29,2022-09-29T00:00:00Z,1860297.290307084
2022-09-30,2022-09-30T00:00:00Z,2029056.3600363769
2022-10-01,2022-10-01T00:00:00Z,1083308.530141029
2022-10-02,2022-10-02T00:00:00Z,636069.2849546195
2022-10-03,2022-10-03T00:00:00Z,1946266.185612032
2022-10-04,2022-10-04T00:00:00Z,1937246.4939130496
2022-10-05,2022-10-05T00:00:00Z,1999970.2888885168
2022-10-06,2022-10-06T00:00:00Z,1611934.6817801858
2022-10-07,2022-10-07T00:00:00Z,1212325.93543748
2022-10-08,2022-10-08T00:00:00Z,2547023.7839232027
2022-10-09,2022-10-09T00:00:00Z,3950580.81811996
2022-10-10,2022-10-10T00:00:00Z,4618755.106880237
2022-10-11,2022-10-11T00:00:00Z,3514678.0415384774
2022-10-12,2022-10-12T00:00:00Z,2525013.3612524387
2022-10-13,2022-10-13T00:00:00Z,2899837.2635210506
2022-10-14,2022-10-14T00:00:00Z,2308400.947335968
2022-10-15,2022-10-15T00:00:00Z,2144777.405476116
2022-10-16,2022-10-16T00:00:00Z,1857434.273607212
2022-10-17,2022-10-17T00:00:00Z,2868180.0715029296
2022-10-18,2022-10-18T00:00:00Z,3187225.6933090305
2022-10-19,2022-10-19T00:00:00Z,3406678.877090555
2022-10-20,2022-10-20T00:00:00Z,4130974.3134741015
2022-10-21,2022-10-21T00:00:00Z,4034350.152598776
2022-10-22,2022-10-22T00:00:00Z,2427559.2932160352
2022-10-23,2022-10-23T00:00:00Z,1859161.6704993844
2022-10-24,2022-10-24T00:00:00Z,2591271.856141089
2022-10-25,2022-10-25T00:00:00Z,3061878.1163186734
2022-10-26,2022-10-26T00:00:00Z,2935446.8904929054
2022-10-27,2022-10-27T00:00:00Z,2376720.638961038
2022-10-28,2022-10-28T00:00:00Z,2557123.119178663
2022-10-29,2022-10-29T00:00:00Z,2039147.556403852
2022-10-30,2022-10-30T00:00:00Z,1351455.4172247516
2022-10-31,2022-10-31T00:00:00Z,3126892.285468421
2022-11-01,2022-11-01T00:00:00Z,2159984.1164805787
2022-11-02,2022-11-02T00:00:00Z,2400621.889837033
2022-11-03,2022-11-03T00:00:00Z,2995545.771866102
2022-11-04,2022-11-04T00:00:00Z,3010332.2784697586
2022-11-05,2022-11-05T00:00:00Z,2032066.563637553
2022-11-06,2022-11-06T00:00:00Z,1865128.657749644
2022-11-07,2022-11-07T00:00:00Z,2826394.067314443
2022-11-08,2022-11-08T00:00:00Z,6172883.962988731
2022-11-09,2022-11-09T00:00:00Z,5784843.5641743215
2022-11-10,2022-11-10T00:00:00Z,4734375.607382183
2022-11-11,2022-11-11T00:00:00Z,2954552.995496968
2022-11-12,2022-11-12T00:00:00Z,1871453.2245214733
2022-11-13,2022-11-13T00:00:00Z,1821004.2588930004
2022-11-14,2022-11-14T00:00:00Z,2322420.5754062296
2022-11-15,2022-11-15T00:00:00Z,2422902.816749268
2022-11-16,2022-11-16T00:00:00Z,2078853.3425897623
2022-11-17,2022-11-17T00:00:00Z,1926549.231704957
2022-11-18,2022-11-18T00:00:00Z,1708095.2429070645
2022-11-19,2022-11-19T00:00:00Z,1508256.3395517382
2022-11-20,2022-11-20T00:00:00Z,1392985.1481508585
2022-11-21,2022-11-21T00:00:00Z,1438872.9859784876
2022-11-22,2022-11-22T00:00:00Z,1714060.1744014998
2022-11-23,2022-11-23T00:00:00Z,1592845.242895794
2022-11-24,2022-11-24T00:00:00Z,1465567.5258929678
2022-11-25,2022-11-25T00:00:00Z,1328886.3506785163
2022-11-26,2022-11-26T00:00:00Z,1274155.4223103186
2022-11-27,2022-11-27T00:00:00Z,1233373.215323327
2022-11-28,2022-11-28T00:00:00Z,1660732.947737367
2022-11-29,2022-11-29T00:00:00Z,1414768.8125324603
2022-11-30,2022-11-30T00:00:00Z,1646489.1587335868
2022-12-01,2022-12-01T00:00:00Z,1666214.783656923
2022-12-02,2022-12-02T00:00:00Z,1639425.0183899172
2022-12-03,2022-12-03T00:00:00Z,1491130.4843275552
2022-12-04,2022-12-04T00:00:00Z,1516201.3593552827
2022-12-05,2022-12-05T00:00:00Z,1781107.693645321
2022-12-06,2022-12-06T00:00:00Z,1968227.9656454453
2022-12-07,2022-12-07T00:00:00Z,1974105.1665109464
2022-12-08,2022-12-08T00:00:00Z,2025964.383645676
2022-12-09,2022-12-09T00:00:00Z,4127989.826274524
2022-12-10,2022-12-10T00:00:00Z,2022542.922720772
2022-12-11,2022-12-11T00:00:00Z,2029154.124604048
2022-12-12,2022-12-12T00:00:00Z,2206058.287770041
2022-12-13,2022-12-13T00:00:00Z,2492703.6653733854
2022-12-14,2022-12-14T00:00:00Z,2146702.7941822167
2022-12-15,2022-12-15T00:00:00Z,2313984.816111537
2022-12-16,2022-12-16T00:00:00Z,2212052.2443029764
2022-12-17,2022-12-17T00:00:00Z,1704413.8556295058
2022-12-18,2022-12-18T00:00:00Z,1709933.2402562224
2022-12-19,2022-12-19T00:00:00Z,1756675.7893210228
2022-12-20,2022-12-20T00:00:00Z,2003808.3103036385
2022-12-21,2022-12-21T00:00:00Z,1913246.325514437
2022-12-22,2022-12-22T00:00:00Z,1841689.6194775288
2022-12-23,2022-12-23T00:00:00Z,1736525.976325554
2022-12-24,2022-12-24T00:00:00Z,1456585.889933505
2022-12-25,2022-12-25T00:00:00Z,1373179.659597888
2022-12-26,2022-12-26T00:00:00Z,1482695.4489463535
2022-12-27,2022-12-27T00:00:00Z,1896501.7577501289
2022-12-28,2022-12-28T00:00:00Z,2005111.8796000285
2022-12-29,2022-12-29T00:00:00Z,2082110.3275459835
2022-12-30,2022-12-30T00:00:00Z,2171977.2837459035
2022-12-31,2022-12-31T00:00:00Z,2016926.0262069807
2023-01-01,2023-01-01T00:00:00Z,1812471.239716952
2023-01-02,2023-01-02T00:00:00Z,2042529.280946216
2023-01-03,2023-01-03T00:00:00Z,2320276.133358672
2023-01-04,2023-01-04T00:00:00Z,2608029.845299539
2023-01-05,2023-01-05T00:00:00Z,2742044.278650037
2023-01-06,2023-01-06T00:00:00Z,2694151.9719559345
2023-01-07,2023-01-07T00:00:00Z,2045910.2289203324
2023-01-08,2023-01-08T00:00:00Z,2469425.42257457
2023-01-09,2023-01-09T00:00:00Z,3134807.776582616
2023-01-10,2023-01-10T00:00:00Z,2961518.1069857744
2023-01-11,2023-01-11T00:00:00Z,3118046.835773137
2023-01-12,2023-01-12T00:00:00Z,3156018.1897415565
2023-01-13,2023-01-13T00:00:00Z,3763537.1304320055
2023-01-14,2023-01-14T00:00:00Z,3794400.4026193577
2023-01-15,2023-01-15T00:00:00Z,3093081.9920603423
2023-01-16,2023-01-16T00:00:00Z,3624849.046764365
2023-01-17,2023-01-17T00:00:00Z,3716668.2855703407
2023-01-18,2023-01-18T00:00:00Z,4118595.605930694
2023-01-19,2023-01-19T00:00:00Z,3360904.205096745
2023-01-20,2023-01-20T00:00:00Z,3618407.896286498
2023-01-21,2023-01-21T00:00:00Z,2893425.181751736
2023-01-22,2023-01-22T00:00:00Z,2615198.698657603
2023-01-23,2023-01-23T00:00:00Z,3136371.642903833
2023-01-24,2023-01-24T00:00:00Z,3614291.1955343336
2023-01-25,2023-01-25T00:00:00Z,3427878.486301308
2023-01-26,2023-01-26T00:00:00Z,3448830.344889269
2023-01-27,2023-01-27T00:00:00Z,3464010.5558822905
2023-01-28,2023-01-28T00:00:00Z,2534760.8950056187
2023-01-29,2023-01-29T00:00:00Z,3299805.1001633056
2023-01-30,2023-01-30T00:00:00Z,2992076.144341056
2023-01-31,2023-01-31T00:00:00Z,4089955.4731872254
2023-02-01,2023-02-01T00:00:00Z,4443195.835613587
2023-02-02,2023-02-02T00:00:00Z,4757113.17463309
2023-02-03,2023-02-03T00:00:00Z,5019067.893820751
2023-02-04,2023-02-04T00:00:00Z,3973856.572339943
2023-02-05,2023-02-05T00:00:00Z,3435250.132793252
2023-02-06,2023-02-06T00:00:00Z,4091392.013292904
2023-02-07,2023-02-07T00:00:00Z,5518259.849388346
2023-02-08,2023-02-08T00:00:00Z,5812670.463610592
2023-02-09,2023-02-09T00:00:00Z,5740386.052744475
2023-02-10,2023-02-10T00:00:00Z,4023265.22630114
2023-02-11,2023-02-11T00:00:00Z,2900759.0207916363
2023-02-12,2023-02-12T00:00:00Z,2729414.311848822
2023-02-13,2023-02-13T00:00:00Z,3851228.9606693694
2023-02-14,2023-02-14T00:00:00Z,8684760.190613672
2023-02-15,2023-02-15T00:00:00Z,6692663.319093595
2023-02-16,2023-02-16T00:00:00Z,6750273.850622064
2023-02-17,2023-02-17T00:00:00Z,6250133.390452633
2023-02-18,2023-02-18T00:00:00Z,4735256.095051362
2023-02-19,2023-02-19T00:00:00Z,4316921.017204808
2023-02-20,2023-02-20T00:00:00Z,5524431.586460052
2023-02-21,2023-02-21T00:00:00Z,5603178.87206811
2023-02-22,2023-02-22T00:00:00Z,6136770.456863455
2023-02-23,2023-02-23T00:00:00Z,6555116.212179315
2023-02-24,2023-02-24T00:00:00Z,5191471.457440449
2023-02-25,2023-02-25T00:00:00Z,3593721.5922993384
2023-02-26,2023-02-26T00:00:00Z,3610562.528255564
2023-02-27,2023-02-27T00:00:00Z,4002188.612747989
2023-02-28,2023-02-28T00:00:00Z,4128839.568298919
2023-03-01,2023-03-01T00:00:00Z,5439631.1680353535
2023-03-02,2023-03-02T00:00:00Z,4778444.822668488
2023-03-03,2023-03-03T00:00:00Z,4881867.495676686
2023-03-04,2023-03-04T00:00:00Z,3837653.219523993
2023-03-05,2023-03-05T00:00:00Z,4240801.535930594
2023-03-06,2023-03-06T00:00:00Z,5580449.466392834
2023-03-07,2023-03-07T00:00:00Z,5263224.68412908
2023-03-08,2023-03-08T00:00:00Z,5293267.156856277
2023-03-09,2023-03-09T00:00:00Z,5430943.003914064
2023-03-10,2023-03-10T00:00:00Z,4654328.861556236
2023-03-11,2023-03-11T00:00:00Z,13702961.092548115
2023-03-12,2023-03-12T00:00:00Z,3930164.310077507
2023-03-13,2023-03-13T00:00:00Z,5462222.696930722
2023-03-14,2023-03-14T00:00:00Z,5429903.261455534
2023-03-15,2023-03-15T00:00:00Z,4739679.084365777
2023-03-16,2023-03-16T00:00:00Z,4258172.896285857
2023-03-17,2023-03-17T00:00:00Z,4658906.158422905
2023-03-18,2023-03-18T00:00:00Z,3303724.099859977
2023-03-19,2023-03-19T00:00:00Z,3351739.451850145
2023-03-20,2023-03-20T00:00:00Z,3776129.423115719
2023-03-21,2023-03-21T00:00:00Z,3571767.432432233
2023-03-22,2023-03-22T00:00:00Z,3641252.28467814
2023-03-23,2023-03-23T00:00:00Z,4324038.875884934
2023-03-24,2023-03-24T00:00:00Z,4265658.867642935
2023-03-25,2023-03-25T00:00:00Z,3241486.538748891
2023-03-26,2023-03-26T00:00:00Z,3299146.023239302
2023-03-27,2023-03-27T00:00:00Z,4993073.399719519
2023-03-28,2023-03-28T00:00:00Z,5057245.653540523
2023-03-29,2023-03-29T00:00:00Z,5738158.913744817
2023-03-30,2023-03-30T00:00:00Z,6135885.850597037
2023-03-31,2023-03-31T00:00:00Z,5247326.39152672
2023-04-01,2023-04-01T00:00:00Z,4126805.564556601
2023-04-02,2023-04-02T00:00:00Z,3840431.134358276
2023-04-03,2023-04-03T00:00:00Z,5456298.015017455
2023-04-04,2023-04-04T00:00:00Z,5868696.317567484
2023-04-05,2023-04-05T00:00:00Z,7000057.597370718
2023-04-06,2023-04-06T00:00:00Z,5709229.705003355
2023-04-07,2023-04-07T00:00:00Z,4757870.875456863
2023-04-08,2023-04-08T00:00:00Z,4129579.146943999
2023-04-09,2023-04-09T00:00:00Z,4070096.782144816
2023-04-10,2023-04-10T00:00:00Z,4895172.302484407
2023-04-11,2023-04-11T00:00:00Z,5378429.536492947
2023-04-12,2023-04-12T00:00:00Z,4695111.648743758
2023-04-13,2023-04-13T00:00:00Z,6244604.494235188
2023-04-14,2023-04-14T00:00:00Z,6508416.165871426
2023-04-15,2023-04-15T00:00:00Z,5343821.501613331
2023-04-16,2023-04-16T00:00:00Z,5873245.61677493
2023-04-17,2023-04-17T00:00:00Z,7257769.043670154
2023-04-18,2023-04-18T00:00:00Z,11126361.157441473
2023-04-19,2023-04-19T00:00:00Z,14402490.38396166
2023-04-20,2023-04-20T00:00:00Z,13319547.171465594
2023-04-21,2023-04-21T00:00:00Z,7698524.9110418
2023-04-22,2023-04-22T00:00:00Z,7364638.735966778
2023-04-23,2023-04-23T00:00:00Z,8086207.208286544
2023-04-24,2023-04-24T00:00:00Z,8502564.614876991
2023-04-25,2023-04-25T00:00:00Z,7506296.609139503
2023-04-26,2023-04-26T00:00:00Z,7892759.782363918
2023-04-27,2023-04-27T00:00:00Z,7362887.213025114
2023-04-28,2023-04-28T00:00:00Z,7486700.925044555
2023-04-29,2023-04-29T00:00:00Z,7124127.661939175
2023-04-30,2023-04-30T00:00:00Z,8463603.482563408
2023-05-01,2023-05-01T00:00:00Z,12864674.932140512
2023-05-02,2023-05-02T00:00:00Z,16274884.85365058
2023-05-03,2023-05-03T00:00:00Z,15034614.63711138
2023-05-04,2023-05-04T00:00:00Z,15117146.731502734
2023-05-05,2023-05-05T00:00:00Z,29035040.232544284
2023-05-06,2023-05-06T00:00:00Z,26829491.975127764
2023-05-07,2023-05-07T00:00:00Z,21428448.43856965
2023-05-08,2023-05-08T00:00:00Z,20985164.33606057
2023-05-09,2023-05-09T00:00:00Z,17729905.89525335
2023-05-10,2023-05-10T00:00:00Z,18169241.76694937
2023-05-11,2023-05-11T00:00:00Z,18397580.659219287
2023-05-12,2023-05-12T00:00:00Z,12303737.416663889
2023-05-13,2023-05-13T00:00:00Z,7948547.73984904
2023-05-14,2023-05-14T00:00:00Z,7692986.586196336
2023-05-15,2023-05-15T00:00:00Z,10985904.378171915
2023-05-16,2023-05-16T00:00:00Z,10833376.246671904
2023-05-17,2023-05-17T00:00:00Z,10065695.041838031
2023-05-18,2023-05-18T00:00:00Z,10008982.84840244
2023-05-19,2023-05-19T00:00:00Z,8709716.972613059
2023-05-20,2023-05-20T00:00:00Z,6487363.919868161
2023-05-21,2023-05-21T00:00:00Z,6503727.213853556
2023-05-22,2023-05-22T00:00:00Z,8868555.90708388
2023-05-23,2023-05-23T00:00:00Z,10313336.813950438
2023-05-24,2023-05-24T00:00:00Z,8245551.877019266
2023-05-25,2023-05-25T00:00:00Z,7006377.041046036
2023-05-26,2023-05-26T00:00:00Z,6045349.848737943
2023-05-27,2023-05-27T00:00:00Z,4919090.132381006
2023-05-28,2023-05-28T00:00:00Z,5821067.850765687
2023-05-29,2023-05-29T00:00:00Z,7277410.648865702
2023-05-30,2023-05-30T00:00:00Z,9264631.386455707
2023-05-31,2023-05-31T00:00:00Z,7694657.269339798
2023-06-01,2023-06-01T00:00:00Z,7789086.4171467265
2023-06-02,2023-06-02T00:00:00Z,6547090.553335079
2023-06-03,2023-06-03T00:00:00Z,4826468.212031757
2023-06-04,2023-06-04T00:00:00Z,4414672.536208691
2023-06-05,2023-06-05T00:00:00Z,6747587.866869842
2023-06-06,2023-06-06T00:00:00Z,5406906.515001901
2023-06-07,2023-06-07T00:00:00Z,4727290.381413619
2023-06-08,2023-06-08T00:00:00Z,4656239.124510581
2023-06-09,2023-06-09T00:00:00Z,4082956.322646326
2023-06-10,2023-06-10T00:00:00Z,4418822.329236014
2023-06-11,2023-06-11T00:00:00Z,3205673.1495343386
2023-06-12,2023-06-12T00:00:00Z,3251968.7592875306
2023-06-13,2023-06-13T00:00:00Z,3123740.7951938994
2023-06-14,2023-06-14T00:00:00Z,3905284.902753081
2023-06-15,2023-06-15T00:00:00Z,3420971.5793332225
2023-06-16,2023-06-16T00:00:00Z,3619721.273002079
2023-06-17,2023-06-17T00:00:00Z,3188016.842426648
2023-06-18,2023-06-18T00:00:00Z,2776281.7917087106
2023-06-19,2023-06-19T00:00:00Z,3418327.798723252
2023-06-20,2023-06-20T00:00:00Z,3544046.417879104
2023-06-21,2023-06-21T00:00:00Z,4200357.79444864
2023-06-22,2023-06-22T00:00:00Z,3338152.8914782326
2023-06-23,2023-06-23T00:00:00Z,3733319.724524362
2023-06-24,2023-06-24T00:00:00Z,2925234.35043559
2023-06-25,2023-06-25T00:00:00Z,2639272.0057558785
2023-06-26,2023-06-26T00:00:00Z,2776512.8436732856
2023-06-27,2023-06-27T00:00:00Z,3583076.148215356
2023-06-28,2023-06-28T00:00:00Z,3735270.347385236
2023-06-29,2023-06-29T00:00:00Z,6302021.3559820615
2023-06-30,2023-06-30T00:00:00Z,5987190.306480993
2023-07-01,2023-07-01T00:00:00Z,3485796.621923627
2023-07-02,2023-07-02T00:00:00Z,3108836.5916204685
2023-07-03,2023-07-03T00:00:00Z,4255218.8943738425
2023-07-04,2023-07-04T00:00:00Z,5925571.503562652
2023-07-05,2023-07-05T00:00:00Z,10025226.449696476
2023-07-06,2023-07-06T00:00:00Z,7737622.214976211
2023-07-07,2023-07-07T00:00:00Z,6100998.151372341
2023-07-08,2023-07-08T00:00:00Z,3737968.0061850543
2023-07-09,2023-07-09T00:00:00Z,3220418.4286151524
2023-07-10,2023-07-10T00:00:00Z,4231453.068878578
2023-07-11,2023-07-11T00:00:00Z,4253199.157057398
2023-07-12,2023-07-12T00:00:00Z,5218783.502931986
2023-07-13,2023-07-13T00:00:00Z,6543731.3664093455
2023-07-14,2023-07-14T00:00:00Z,4932348.640122348
2023-07-15,2023-07-15T00:00:00Z,2807084.557709029
2023-07-16,2023-07-16T00:00:00Z,3045473.3293897053
