date,Fees (Total)
2023-05-09,11172.222861320552
2023-05-10,11575.029999304288
2023-05-11,12194.225275540492
2023-05-12,8240.348862570578
2023-05-13,5314.840026906666
2023-05-14,5109.269103510552
2023-05-15,7380.823735108331
2023-05-16,6959.143874349764
2023-05-17,6463.277175613376
2023-05-18,6567.36338588432
2023-05-19,5791.9776086871225
2023-05-20,4103.38024950308
2023-05-21,4337.97717128647
2023-05-22,5846.704909145144
2023-05-23,6627.440492447992
2023-05-24,5523.500814384305
2023-05-25,4887.23088334413
2023-05-26,4147.022467749633
2023-05-27,3344.02473801358
2023-05-28,3854.041976352608
2023-05-29,4832.601471329484
2023-05-30,5696.106111138789
2023-05-31,4927.19502943358
2023-06-01,5012.313855453322
2023-06-02,4088.703270115535
2023-06-03,3102.3291766931384
2023-06-04,2800.8980514941663
2023-06-05,4455.981464943924
2023-06-06,3479.738571067863
2023-06-07,3066.9587428170325
2023-06-08,3136.365635946136
2023-06-09,2826.9083982747948
2023-06-10,3029.9807122250563
2023-06-11,2200.556804774871
2023-06-12,2329.5502349760186
2023-06-13,2225.928389103637
2023-06-14,2841.102587785728
2023-06-15,2548.7460606564864
2023-06-16,2733.517914416959
2023-06-17,2423.027530301394
2023-06-18,2038.9689791540527
2023-06-19,2473.835076810865
2023-06-20,2504.38960767559
2023-06-21,2801.7952145724344
2023-06-22,2346.2570305930203
2023-06-23,2563.367890362327
2023-06-24,1926.6886355360373
2023-06-25,1729.3576741682834
2023-06-26,1928.7801734121065
2023-06-27,2674.968951801332
2023-06-28,2655.6516386019453
2023-06-29,4241.032508798364
2023-06-30,3804.654030982981
2023-07-01,2349.489560746843
2023-07-02,2030.8305499290288
2023-07-03,2797.930155765413
2023-07-04,3570.6140668879893
2023-07-05,5822.700406551353
2023-07-06,4923.066427443226
2023-07-07,4100.76580085921
2023-07-08,2585.623054516157
2023-07-09,2449.5099737810488
2023-07-10,2917.992543743334
2023-07-11,2915.8237299564494
2023-07-12,3496.496257377681
2023-07-13,4138.8981360815305
2023-07-14,3162.919656845705
2023-07-15,1973.5040281078184
2023-07-16,2276.1724111098683
2023-07-17,3005.713156552187
2023-07-18,3783.5558616621374
2023-07-19,3501.694663072687
2023-07-20,3551.8119131241187
2023-07-21,3740.347904981586
2023-07-22,2620.520862214472
2023-07-23,2788.909238857117
2023-07-24,4227.9958896446415
2023-07-25,3982.9124139678033
2023-07-26,3519.819523301009
2023-07-27,4102.781970684386
2023-07-28,4772.719237072192
2023-07-29,2842.3789491121365
2023-07-30,2728.940579998432
2023-07-31,3021.404737394805
2023-08-01,3004.989318069114
2023-08-02,3218.300755065324
2023-08-03,2957.94369483269
2023-08-04,2562.33783462272
2023-08-05,2242.710608305372
2023-08-06,2002.5302616533493
2023-08-07,3092.7375482397592
2023-08-08,3183.3151084619576
2023-08-09,2868.9588262944108
2023-08-10,2954.9597901043503
2023-08-11,2498.451834850396
2023-08-12,1975.778617543256
2023-08-13,1948.128612273522
2023-08-14,2785.3867718042898
2023-08-15,3335.8626273875866
2023-08-16,3907.857732702125
2023-08-17,4814.385487143989
2023-08-18,3269.3852155571813
2023-08-19,1996.238722085404
2023-08-20,2047.6283032763847
2023-08-21,2997.230367541556
2023-08-22,3937.612465678791
2023-08-23,2948.509278711474
2023-08-24,2638.87605189784
2023-08-25,3083.290342853229
2023-08-26,1783.772920011719
2023-08-27,1719.821006621096
2023-08-28,3519.9455731933385
2023-08-29,4190.802614465769
2023-08-30,2963.0633551815467
2023-08-31,2816.222874737369
2023-09-01,2328.4827723193184
2023-09-02,1626.8082546872215
2023-09-03,1639.6726305486598
2023-09-04,2129.227422255514
2023-09-05,2358.177183849608
2023-09-06,2582.7347702708776
2023-09-07,2503.107630204721
2023-09-08,2322.2764212465004
2023-09-09,1550.3491555152082
2023-09-10,1387.5517170766968
2023-09-11,2842.160269560287
2023-09-12,2112.944582708916
2023-09-13,2432.136647475915
2023-09-14,2462.7019387524047
2023-09-15,2261.108310890621
2023-09-16,1488.003196930179
2023-09-17,1283.6195724522331
2023-09-18,2202.605448275787
2023-09-19,1802.7405651414915
2023-09-20,2031.6379231514272
2023-09-21,2474.3823677619325
2023-09-22,1406.4943870680518
2023-09-23,1128.577196604224
2023-09-24,1082.458561061508
2023-09-25,1805.7877571795057
2023-09-26,2066.8400722660854
2023-09-27,1683.8635888332951
2023-09-28,1598.107257795617
2023-09-29,1412.9955766460428
2023-09-30,1208.1695101066698
2023-10-01,1164.053518223392
2023-10-02,2370.0577197303114
2023-10-03,1638.520582667299
2023-10-04,1380.27128249268
2023-10-05,1280.2943779461996
2023-10-06,1178.63559221955
2023-10-07,941.3532909014734
2023-10-08,926.4424692117256
2023-10-09,1222.0040196255245
2023-10-10,1115.1519271242223
2023-10-11,1168.9961349607074
2023-10-12,1249.2300053480064
2023-10-13,1270.775752577464
2023-10-14,838.3343533124684
2023-10-15,894.2319238054674
2023-10-16,1647.243051187608
2023-10-17,1314.6562510735191
2023-10-18,1391.7066932786208
2023-10-19,1434.2481503345157
2023-10-20,1921.0396468825788
2023-10-21,1240.2318273389203
2023-10-22,1252.7896313380338
2023-10-23,2831.4957054751626
2023-10-24,3408.39119228602
2023-10-25,3209.843691579757
2023-10-26,3195.920854026152
2023-10-27,2511.5848291576845
2023-10-28,1922.801280224177
2023-10-29,1913.8882079163973
2023-10-30,2868.34826663889
2023-10-31,3155.7851388156264
2023-11-01,3347.9173803357576
2023-11-02,3280.990691373745
2023-11-03,2870.748579222761
2023-11-04,2186.402563152968
2023-11-05,2533.2575204468467
2023-11-06,3835.366866070881
2023-11-07,3442.543369836681
2023-11-08,3961.776450452961
2023-11-09,6046.715295704809
2023-11-10,4882.090672837344
2023-11-11,3645.383851093732
2023-11-12,3553.407615238734
2023-11-13,5953.369183306036
2023-11-14,4655.0404737327535
2023-11-15,4277.555730764783
2023-11-16,4309.976215511689
2023-11-17,3511.912438813587
2023-11-18,2846.092437090569
2023-11-19,2687.238781503347
2023-11-20,4803.594813640613
2023-11-21,4885.304441803452
2023-11-22,4870.0893021116735
2023-11-23,4073.5240756595904
2023-11-24,3578.9179070031028
2023-11-25,2811.251468168325
2023-11-26,3054.6801889678422
2023-11-27,4073.273861305968
2023-11-28,5035.248095849539
2023-11-29,4681.778498147765
2023-11-30,5509.695626694349
2023-12-01,5340.289641938031
2023-12-02,4209.675762442088
2023-12-03,4005.826478656902
2023-12-04,5745.201125131506
2023-12-05,6740.7936161584985
2023-12-06,6724.206571190819
2023-12-07,5988.214066520649
2023-12-08,5131.0910328032205
2023-12-09,4129.496641655976
2023-12-10,3780.799791359015
2023-12-11,4481.418478365675
2023-12-12,5362.030409185103
2023-12-13,5648.166659716959
2023-12-14,5437.878490911775
2023-12-15,7002.555358656052
2023-12-16,6076.40585506848
2023-12-17,4700.978430313713
2023-12-18,7001.72311195166
2023-12-19,6354.567144921858
2023-12-20,6375.355154715964
2023-12-21,4869.986619426511
2023-12-22,4043.3640261819937
2023-12-23,2847.2540776866963
2023-12-24,2806.2957065061096
2023-12-25,2701.735439813035
2023-12-26,2395.2654529340984
2023-12-27,3381.4514232876304
2023-12-28,3764.2486615135217
2023-12-29,3044.1639560143503
2023-12-30,2385.7308155897963
2023-12-31,1778.8875314844606
2024-01-01,1597.040129650129
2024-01-02,2403.023206381243
2024-01-03,4299.868493233672
2024-01-04,2838.8086303987334
2024-01-05,2429.648188689677
2024-01-06,2130.380303413972
2024-01-07,3441.9324610536423
2024-01-08,2952.763150632255
2024-01-09,2745.6393354581205
2024-01-10,4788.384770187571
2024-01-11,3843.933388465415
2024-01-12,3053.314910820456
2024-01-13,2174.2678445569063
2024-01-14,3819.697164136726
2024-01-15,2788.80599865998
2024-01-16,4092.493709038341
2024-01-17,4445.034525098285
2024-01-18,4142.597482784863
2024-01-19,3657.122531492951
2024-01-20,2096.777619170037
2024-01-21,1735.8614061438643
2024-01-22,2318.948562662156
2024-01-23,2028.3736272408871
2024-01-24,1673.7719798127273
2024-01-25,3053.6394583904257
2024-01-26,2510.385568793325
2024-01-27,1654.016216695387
2024-01-28,1546.869256482756
2024-01-29,1860.3594391041545
2024-01-30,3577.1755074890125
2024-01-31,3204.7053341416413
2024-02-01,3455.270189629491
2024-02-02,2749.649273168623
2024-02-03,2481.782302155352
2024-02-04,1994.63273507027
2024-02-05,2386.697086991964
2024-02-06,4372.22245797903
2024-02-07,4879.239911639348
2024-02-08,6800.217404352714
2024-02-09,8042.509430329112
2024-02-10,4402.186189310587
2024-02-11,3473.55013409422
2024-02-12,5018.434991385312
2024-02-13,3911.274007259103
2024-02-14,3289.146866146837
2024-02-15,4361.180119897468
2024-02-16,3350.2469180909934
2024-02-17,2444.3353614206203
2024-02-18,2771.595710390074
2024-02-19,4090.644572795443
2024-02-20,4525.476229500209
2024-02-21,4708.885278463884
2024-02-22,5619.091333405671
2024-02-23,4894.349477666069
2024-02-24,3373.5729720015606
2024-02-25,3423.448236685297
2024-02-26,4727.640700124625
2024-02-27,5698.409431768458
2024-02-28,7067.646804641734
2024-02-29,7942.462902696916
2024-03-01,6303.945782557706
2024-03-02,5681.369097782383
2024-03-03,5966.025757374806
2024-03-04,9286.337371249325
2024-03-05,10809.620759868149
2024-03-06,9061.819735081495
2024-03-07,8086.875130820484
2024-03-08,7100.182994575227
2024-03-09,6390.429171773459
2024-03-10,6886.560943686964
2024-03-11,7846.757729250504
2024-03-12,7038.092319006202
2024-03-13,6870.282041251406
2024-03-14,6165.274696345717
2024-03-15,5065.038760921076
2024-03-16,4091.647849270066
2024-03-17,3517.743365172088
2024-03-18,4275.772963263517
2024-03-19,4825.479549490116
2024-03-20,4337.806593946983
2024-03-21,3694.783477511484
2024-03-22,3089.131909723258
2024-03-23,2330.141495877027
2024-03-24,2300.0131815758364
2024-03-25,3191.2025603295083
2024-03-26,3755.960235391549
2024-03-27,4147.315389286545
2024-03-28,4073.0292250098096
2024-03-29,3202.6417860060515
2024-03-30,2712.13892743558
2024-03-31,2589.7551543809127
2024-04-01,3104.594242660952
2024-04-02,4544.308097439678
2024-04-03,3924.5416889781086
2024-04-04,3478.790908502988
2024-04-05,2594.613680840253
2024-04-06,1741.3523220954935
2024-04-07,1991.162955041736
2024-04-08,2941.688614641814
2024-04-09,3197.406405527809
2024-04-10,2421.9435059318475
2024-04-11,2512.6626197246587
2024-04-12,3537.8158244278047
2024-04-13,5234.886193570673
2024-04-14,1664.6424187733062
2024-04-15,2081.2514769018226
2024-04-16,1541.8960768854597
2024-04-17,2450.236159503611
2024-04-18,1644.3757696989214
2024-04-19,1573.8031626253753
2024-04-20,1029.7119880026105
2024-04-21,1067.9279010545397
2024-04-22,1502.1862009059407
2024-04-23,1694.2118285344031
2024-04-24,2320.298260822683
2024-04-25,1659.2752457251918
2024-04-26,1059.4068212338243
2024-04-27,871.0988916773232
2024-04-28,1023.2483287844008
2024-04-29,1227.4212995225755
2024-04-30,1857.235368250496
2024-05-01,1324.465723665065
2024-05-02,1132.962631958587
2024-05-03,1065.2482180296893
2024-05-04,851.2071149978833
2024-05-05,851.0038572899081
2024-05-06,915.662472902598
2024-05-07,923.2563910838494
2024-05-08,789.3388574446544
2024-05-09,741.4777227173804
2024-05-10,913.4729827812477
2024-05-11,692.6160214669466
2024-05-12,617.3530990905032
2024-05-13,1251.557717938094
2024-05-14,1080.3045222102155
2024-05-15,1162.7690761994666
2024-05-16,843.6492414189482
2024-05-17,906.797861423294
2024-05-18,589.0035952551932
2024-05-19,600.3415487943902
2024-05-20,2053.246937567856
2024-05-21,1949.6592840715
2024-05-22,1665.384846385833
2024-05-23,1794.7485956574787
2024-05-24,1302.2986727713223
2024-05-25,821.750125986288
2024-05-26,943.210905997117
2024-05-27,2116.617626860201
2024-05-28,2240.8175712608004
2024-05-29,1765.832118763975
2024-05-30,1910.0326840365367
2024-05-31,1756.6099323730575
2024-06-01,1184.597879691386
2024-06-02,1426.8426391725602
2024-06-03,1829.7583663057555
2024-06-04,1485.6774700456035
2024-06-05,2496.979820953173
2024-06-06,2662.7698198111857
2024-06-07,2193.864990545096
2024-06-08,1197.531053115742
2024-06-09,1133.989543454266
2024-06-10,1558.379462991414
2024-06-11,1955.8114567329048
2024-06-12,2205.681797268633
2024-06-13,1976.04486530702
2024-06-14,1453.515938477993
2024-06-15,774.443552470049
2024-06-16,715.4506805726045
2024-06-17,1150.1028369416697
2024-06-18,1414.8766670338389
2024-06-19,1175.900812380058
2024-06-20,1460.808616419778
2024-06-21,860.9398194156659
2024-06-22,502.4833486649073
2024-06-23,553.1756714573297
2024-06-24,978.1402881201057
2024-06-25,938.5803191111196
2024-06-26,931.5576798676404
2024-06-27,1175.135306965335
2024-06-28,846.5500971920405
2024-06-29,431.8976374377914
2024-06-30,563.6731517573762
2024-07-01,927.53384966594
2024-07-02,820.3012368724884
2024-07-03,1287.910700125583
2024-07-04,1180.0310719676086
2024-07-05,1414.984587512406
2024-07-06,467.1294668288716
2024-07-07,406.6246845312209
2024-07-08,694.8706928080115
2024-07-09,738.097415541003
2024-07-10,1081.7784365110206
2024-07-11,921.1934869027036
2024-07-12,621.5485226765693
2024-07-13,571.0997737281479
2024-07-14,648.2477204981923
2024-07-15,1334.0786063768498
2024-07-16,1384.7447408594458
2024-07-17,1573.9041097445524
2024-07-18,1665.6034808271918
2024-07-19,1146.1447074407563
2024-07-20,657.8930419716156
2024-07-21,950.5254648278394
2024-07-22,1038.850865470303
2024-07-23,878.5438420462617
2024-07-24,782.7972084450663
2024-07-25,829.1125953894486
2024-07-26,526.4000091381831
2024-07-27,853.9039004561688
2024-07-28,431.45463520722313
2024-07-29,555.6812642709604
2024-07-30,1158.944433132911
2024-07-31,1211.3466385195832
2024-08-01,1350.4184628068404
2024-08-02,862.5149562455439
2024-08-03,481.297196714556
2024-08-04,814.3843922437173
2024-08-05,6602.876108284094
2024-08-06,807.5375468946417
2024-08-07,898.1089024602448
2024-08-08,1081.7166574819064
2024-08-09,794.9184019710372
2024-08-10,375.66051553032247
2024-08-11,490.70785751216783
2024-08-12,907.6574306215596
2024-08-13,612.3611426976273
2024-08-14,722.4449055479614
2024-08-15,883.1035036053792
2024-08-16,408.8608523248363
2024-08-17,324.4769721447859
2024-08-18,355.51679801769944
2024-08-19,443.9812429662018
2024-08-20,519.4356986679602
2024-08-21,592.7835438337378
2024-08-22,378.3685018200572
2024-08-23,422.78707049669583
2024-08-24,336.61242085396714
2024-08-25,270.7570375535485
2024-08-26,431.5850321240308
2024-08-27,470.47888115705337
2024-08-28,448.8736795732527
2024-08-29,419.48352688205887
2024-08-30,359.518565933131
2024-08-31,225.028378897258
2024-09-01,238.45790497312072
2024-09-02,731.8079786053173
2024-09-03,517.3335334614927
2024-09-04,858.2899566836221
2024-09-05,946.8761326078444
2024-09-06,1253.0098091648006
2024-09-07,506.9917704594241
2024-09-08,332.7237838517098
2024-09-09,907.943294428734
2024-09-10,1058.1151811978336
2024-09-11,656.6437844858883
2024-09-12,804.1139455040909
2024-09-13,681.2552318991964
2024-09-14,448.314776493074
2024-09-15,455.039553060649
2024-09-16,1402.2307076072814
2024-09-17,1422.2217486722748
2024-09-18,1481.2361319634113
2024-09-19,2396.081547505717
2024-09-20,2326.590550869511
2024-09-21,1997.6491327850936
2024-09-22,1705.4880961179774
2024-09-23,3012.43900540746
2024-09-24,3108.604736853832
2024-09-25,3018.3611163750456
2024-09-26,2829.7921926888707
2024-09-27,2078.663916806649
2024-09-28,1097.4772137802915
2024-09-29,1199.1949173569717
2024-09-30,1674.4178912314449
2024-10-01,2470.479734817449
2024-10-02,1698.246325794762
2024-10-03,1246.924777184875
2024-10-04,1041.5439052009333
2024-10-05,1015.6570685643842
2024-10-06,1375.5053827626302
2024-10-07,2983.967504037126
2024-10-08,3106.0968277445927
2024-10-09,3075.9072619534386
2024-10-10,1939.2795658830853
2024-10-11,2614.8880243408303
2024-10-12,1917.0656646078448
2024-10-13,1743.47380859168
2024-10-14,2696.3002245912835
2024-10-15,2306.550886873248
2024-10-16,1917.82269646754
2024-10-17,2517.514187309511
2024-10-18,2946.387066537428
2024-10-19,1553.6362783742798
2024-10-20,1255.8221065021462
2024-10-21,1260.4310417999068
2024-10-22,1440.2230981464177
2024-10-23,1670.017797153345
2024-10-24,1422.7872721567276
2024-10-25,1183.4203530444422
2024-10-26,863.6303678621093
2024-10-27,853.0871806183311
2024-10-28,1394.8676841148665
2024-10-29,1672.42797566949
2024-10-30,1902.5875141510069
2024-10-31,1437.492085446963
2024-11-01,1280.416926328773
2024-11-02,864.5051928311967
2024-11-03,849.2895409185078
2024-11-04,979.5584993774442
2024-11-05,1088.103046670295
2024-11-06,2877.910782251458
2024-11-07,2343.50986499328
2024-11-08,1915.4171327462416
2024-11-09,1381.5689902660083
2024-11-10,2300.287852918429
2024-11-11,3325.247690536268
2024-11-12,3759.7561902611455
2024-11-13,5646.47960358927
2024-11-14,3876.7891470381305
2024-11-15,2525.2020665726795
2024-11-16,1763.4131441809825
2024-11-17,1511.9806963641136
2024-11-18,1963.43969318347
2024-11-19,2049.6995711590835
2024-11-20,1744.0323691370957
2024-11-21,2208.921303099948
2024-11-22,1681.1262881481236
2024-11-23,1794.912751780914
2024-11-24,1269.6542147790929
2024-11-25,1754.1275256728354
2024-11-26,1518.279343284913
2024-11-27,1923.267353259047
2024-11-28,1380.5949408421789
2024-11-29,1350.7341511894986
2024-11-30,1321.5854104726202
2024-12-01,1728.5929790986424
2024-12-02,3284.1261238711336
2024-12-03,3333.3659517494884
2024-12-04,3175.5891896148373
2024-12-05,2854.9797397140856
2024-12-06,2692.137107743483
2024-12-07,1672.5616490868306
2024-12-08,1340.6978856438927
2024-12-09,3446.804620215288
2024-12-10,3241.5554917916443
2024-12-11,2379.793805380927
2024-12-12,2540.9623164728223
2024-12-13,1892.3856204526264
2024-12-14,1205.1425061258592
2024-12-15,1139.3381277381015
2024-12-16,2088.3181209004374
2024-12-17,2093.00063911176
2024-12-18,2276.4432283658143
2024-12-19,2640.69021498498
2024-12-20,2540.0420554805005
2024-12-21,1120.2244252879218
2024-12-22,913.3529942321438
2024-12-23,1300.471026111987
2024-12-24,944.4702352721274
2024-12-25,752.670286299648
2024-12-26,918.8534554768312
2024-12-27,852.445815130343
2024-12-28,664.4086603301055
2024-12-29,633.9004936433768
2024-12-30,941.3133532521692
2024-12-31,1317.7374182971373
2025-01-01,2249.2393220070785
2025-01-02,2643.295668217595
2025-01-03,1533.9479557221648
2025-01-04,1265.9402566772403
2025-01-05,1034.982945590879
2025-01-06,1811.218214663693
2025-01-07,1389.918423985489
2025-01-08,1224.0317788895784
2025-01-09,1091.9994031389665
2025-01-10,933.7664761219646
2025-01-11,501.6335026113808
2025-01-12,430.3510466341451
2025-01-13,1112.4254187794045
2025-01-14,928.5485250990256
2025-01-15,1121.7737276954538
2025-01-16,944.585858784973
2025-01-17,1155.0031381841393
2025-01-18,1975.8409680362183
2025-01-19,4916.215759566826
2025-01-20,4405.348322344336
2025-01-21,1834.9538070969456
2025-01-22,1286.9467432756842
2025-01-23,1517.4392823938688
2025-01-24,1373.592370827965
2025-01-25,788.4675628835507
2025-01-26,737.6433170839631
2025-01-27,1336.1434247896566
2025-01-28,798.3409813132645
2025-01-29,579.051255192412
2025-01-30,548.6533866839355
2025-01-31,723.6462621079575
2025-02-01,447.2482722068848
2025-02-02,1143.6989771413014
2025-02-03,4394.8588139034255
2025-02-04,665.3480498131664
2025-02-05,440.4170520257327
2025-02-06,484.7357511780669
2025-02-07,424.49684954629726
2025-02-08,277.3333911661724
2025-02-09,319.2969855995124
2025-02-10,382.84817491781473
2025-02-11,463.8734934115539
2025-02-12,467.6667125936909
2025-02-13,409.15810517219074
2025-02-14,331.9224673688853
2025-02-15,218.2964228179372
2025-02-16,223.7060305916182
2025-02-17,1423.00538259577
2025-02-18,395.9851529906008
2025-02-19,283.05282519929506
2025-02-20,296.9555966991278
2025-02-21,559.3670418987198
2025-02-22,277.8014954999473
2025-02-23,294.74898852013524
2025-02-24,405.1128013785057
2025-02-25,804.6468519014691
2025-02-26,432.3250162005401
2025-02-27,293.8121953667808
2025-02-28,638.4379503678448
2025-03-01,256.30467975937586
2025-03-02,896.1625403420976
2025-03-03,491.1391187242806
2025-03-04,670.5817819855707
2025-03-05,300.00501550173146
2025-03-06,360.65356429223993
2025-03-07,424.451507421712
2025-03-08,270.3098868743703
2025-03-09,333.96678039399995
2025-03-10,859.2312691113075
2025-03-11,759.304995411845
2025-03-12,364.46293958613614
2025-03-13,296.8374829157769
2025-03-14,276.50115801779947
2025-03-15,201.95789563333915
2025-03-16,223.7985577517985
2025-03-17,250.97803095791872
2025-03-18,230.91662900499284
2025-03-19,376.6530676045213
2025-03-20,268.2005912983992
2025-03-21,210.8999802273504
2025-03-22,191.2603922383579
2025-03-23,168.69866788003446
2025-03-24,274.5545269220142
2025-03-25,240.27601530908348
2025-03-26,257.0698639870838
2025-03-27,263.35985587012425
2025-03-28,291.7982813321742
2025-03-29,232.36032957797667
2025-03-30,221.08180052608327
2025-03-31,332.2949239690487
2025-04-01,403.0534408093968
2025-04-02,424.54481061999616
2025-04-03,325.0310482206302
2025-04-04,317.1046736375215
2025-04-05,199.6765514408341
2025-04-06,785.9321308220899
2025-04-07,1399.2584540373907
2025-04-08,423.2334886058493
2025-04-09,920.4977131981276
2025-04-10,739.1702314700444
2025-04-11,410.0126281219215
2025-04-12,340.1690152630533
2025-04-13,382.3933524081378
2025-04-14,466.42835866176586
2025-04-15,294.70599347281046
2025-04-16,276.6797011445899
2025-04-17,240.72016267272232
2025-04-18,217.3245069773162
2025-04-19,173.87222881884625
2025-04-20,203.79365488895465
2025-04-21,273.95094685180646
2025-04-22,545.4884480612735
2025-04-23,464.9735465582274
2025-04-24,625.8831773595671
2025-04-25,388.93259303317495
2025-04-26,240.13007787381989
2025-04-27,216.55780335175737
2025-04-28,297.71615192822514
2025-04-29,255.8497430804168
2025-04-30,266.42070479189056
2025-05-01,284.35601905918026
2025-05-02,249.1023744086933
2025-05-03,174.4488215749605
2025-05-04,196.3003839986733
2025-05-05,220.1352527942847
2025-05-06,292.4618841298395
2025-05-07,405.95662387563874
2025-05-08,1362.2413059430555
2025-05-09,1018.6502543511052
2025-05-10,875.6895790437624
2025-05-11,907.449215796028
2025-05-12,1054.8815198342072
2025-05-13,879.7547613591959
2025-05-14,562.674963089524
2025-05-15,626.0138897874365
2025-05-16,516.9520731973934
2025-05-17,269.6626680171866
2025-05-18,295.4496480396793
2025-05-19,401.2872219874985
2025-05-20,443.9609126173368
2025-05-21,611.8790346967778
2025-05-22,794.91019043983
2025-05-23,635.6027038160423
2025-05-24,245.2581048550104
2025-05-25,250.78602678129303
2025-05-26,363.0363051826026
2025-05-27,839.0592280255138
2025-05-28,676.803713999909
2025-05-29,743.006399063049
2025-05-30,756.1436833486072
2025-05-31,358.20353958516847
2025-06-01,340.9278864384602
2025-06-02,610.9338688777449
2025-06-03,688.5966157915154
2025-06-04,643.5518432805258
2025-06-05,908.5696394199316
2025-06-06,556.6999157544109
2025-06-07,276.5255924523909
2025-06-08,277.3481171656949
2025-06-09,646.0346476438464
2025-06-10,801.2891377593056
2025-06-11,708.1695513839638
2025-06-12,673.955206916632
2025-06-13,566.1017575781631
2025-06-14,206.73440557831017
2025-06-15,201.20200799762
2025-06-16,446.4022305867778
2025-06-17,465.6351006105631
2025-06-18,358.07542724312725
2025-06-19,432.394586282044
2025-06-20,438.4849488599735
2025-06-21,334.9403331705049
2025-06-22,636.7470336256923
2025-06-23,898.9935038944053
2025-06-24,820.1155236665674
2025-06-25,751.5954181361878
2025-06-26,509.78480087075
2025-06-27,361.303829633829
2025-06-28,216.9416224001784
2025-06-29,212.55636284606948
2025-06-30,496.4169124738036
2025-07-01,415.85431665295255
2025-07-02,411.4516163768421
2025-07-03,349.9798305453627
2025-07-04,281.60971076926813
2025-07-05,215.5531999743288
2025-07-06,227.5678207767538
2025-07-07,451.2102330964975
2025-07-08,375.1655336581261
2025-07-09,576.9651560821001
2025-07-10,821.3024040345917
2025-07-11,866.4335628652732
2025-07-12,283.110125170044
2025-07-13,322.42760734097885
2025-07-14,809.2245461991815
2025-07-15,617.6839878322086
2025-07-16,992.522324013102
2025-07-17,1232.1720155924024
2025-07-18,913.1691258587316
2025-07-19,280.9753698463413
2025-07-20,488.0765801555257
2025-07-21,563.6513843617648
2025-07-22,430.618366496202
2025-07-23,395.12459997138046
2025-07-24,347.22441429463265
2025-07-25,289.2728693445969
2025-07-26,185.03927886403497
2025-07-27,193.7196134184628
2025-07-28,280.9236731737335
2025-07-29,465.9190992511032
2025-07-30,612.6568096551816
2025-07-31,581.4804213207107
2025-08-01,331.25448909931526
2025-08-02,205.0187524413604
2025-08-03,159.64114712885606
2025-08-04,220.03355585746365
2025-08-05,337.32638113388487
2025-08-06,236.8018861846517
2025-08-07,276.6108844787247
2025-08-08,314.0140282158374
2025-08-09,308.75452686525665
2025-08-10,250.34492611229044
2025-08-11,339.2701910333827
2025-08-12,483.9453447031991
2025-08-13,581.0624356797118
2025-08-14,602.6674373061164
2025-08-15,346.9802551794847
2025-08-16,166.15851948102906
2025-08-17,175.26712665771677
2025-08-18,274.4715655885872
2025-08-19,310.30591234572523
2025-08-20,299.25032569516657
2025-08-21,279.87820963443374
2025-08-22,602.7986322813646
2025-08-23,198.53346763039505
2025-08-24,258.0348969008673
2025-08-25,290.10811495888885
2025-08-26,261.79025948391086
2025-08-27,327.6600025404922
2025-08-28,255.335443624374
2025-08-29,268.9633726216807
2025-08-30,134.8705910735303
2025-08-31,140.75958771846993
2025-09-01,1474.3387696435664
2025-09-02,218.8611151160759
2025-09-03,220.5492557486893
2025-09-04,244.41844993854247
2025-09-05,234.95716396708875
2025-09-06,142.46907282760367
2025-09-07,112.49206479857136
2025-09-08,209.4078284971112
2025-09-09,219.73936872041764
2025-09-10,230.48265336271265
2025-09-11,198.89743247416072
2025-09-12,202.49286770062525
2025-09-13,148.68457742883095
2025-09-14,121.88679627637184
2025-09-15,360.4434795483905
2025-09-16,240.62979297704663
2025-09-17,288.461679246923
2025-09-18,420.5465737088744
2025-09-19,195.021056961649
2025-09-20,122.56579723906444
2025-09-21,112.15258821725412
2025-09-22,285.69001675276587
2025-09-23,168.64677865149255
2025-09-24,229.4618310940536
2025-09-25,437.8908803805456
2025-09-26,220.330675929652
2025-09-27,156.19341407234606
2025-09-28,148.08400522390875
2025-09-29,693.2599823536399
2025-09-30,250.11705667835028
2025-10-01,233.49663164529105
2025-10-02,255.04611739888367
2025-10-03,216.2568049041953
2025-10-04,109.01892142008344
2025-10-05,133.99343281151252
2025-10-06,281.60447281283
2025-10-07,270.6491961793485
2025-10-08,177.55723687776805
2025-10-09,214.61153354869904
2025-10-10,3592.944780842433
2025-10-11,604.3584039293077
2025-10-12,297.03705889701445
2025-10-13,244.40520695500075
2025-10-14,286.65839563974095
2025-10-15,236.3332432973633
2025-10-16,264.4123444957026
2025-10-17,427.3719502346676
2025-10-18,108.66999310365716
2025-10-19,131.51490597686808
2025-10-20,153.10786022543442
2025-10-21,203.65974052726943
2025-10-22,193.70988010913788
2025-10-23,152.53232051395867
2025-10-24,188.0145979938349
2025-10-25,118.92655751453832
2025-10-26,141.3460369972394
2025-10-27,267.2420718416869
2025-10-28,178.50349431265826
2025-10-29,218.36077346003387
2025-10-30,265.65235705895486
2025-10-31,173.684594007922
2025-11-01,104.48143849816844
2025-11-02,115.69115537576174
2025-11-03,404.39448735285663
2025-11-04,875.1749457158846
2025-11-05,297.0202884528865
2025-11-06,587.4870928442555
2025-11-07,390.4731184599551
2025-11-08,140.33402832211928
2025-11-09,127.9828649915871
2025-11-10,235.9909241076505
2025-11-11,215.30151398554693
2025-11-12,184.1062174499733
