date,Fees per Transaction (Mean)
2020-11-02,0.0038013310316242
2020-11-03,0.0029970722876634
2020-11-04,0.0024372689882908
2020-11-05,0.0033348756151384
2020-11-06,0.0038562682699162
2020-11-07,0.0037778613072492
2020-11-08,0.0020971386478522
2020-11-09,0.0027732954430721
2020-11-10,0.0032629425278878
2020-11-11,0.0034217960643414
2020-11-12,0.0037989362088088
2020-11-13,0.0035535589269415
2020-11-14,0.0026161431902506
2020-11-15,0.002429872231556
2020-11-16,0.0032029755254857
2020-11-17,0.0050181557878717
2020-11-18,0.0056848782403354
2020-11-19,0.0034612815665801
2020-11-20,0.0043845409162588
2020-11-21,0.0043269275601307
2020-11-22,0.0042266543748958
2020-11-23,0.0048004324343774
2020-11-24,0.0057787597231927
2020-11-25,0.0037969805842019
2020-11-26,0.0095410753577497
2020-11-27,0.002832888308161
2020-11-28,0.0022607692839343
2020-11-29,0.0019743352843176
2020-11-30,0.0050869113280593
2020-12-01,0.0055796819111732
2020-12-02,0.0029448623061803
2020-12-03,0.0031307101802427
2020-12-04,0.0034701550124894
2020-12-05,0.0025223655938775
2020-12-06,0.0025599505609711
2020-12-07,0.0032387392128395
2020-12-08,0.004213912837146
2020-12-09,0.0043663706682331
2020-12-10,0.0038904622855472
2020-12-11,0.0043036745049519
2020-12-12,0.0028448591053632
2020-12-13,0.0029065300197203
2020-12-14,0.0038249968525311
2020-12-15,0.0053646988283362
2020-12-16,0.0050838391329638
2020-12-17,0.0082131974839745
2020-12-18,0.0046580794695626
2020-12-19,0.0042044895157403
2020-12-20,0.0031792929493009
2020-12-21,0.0053881016488987
2020-12-22,0.0045471186910077
2020-12-23,0.0071539712358517
2020-12-24,0.0058397787973844
2020-12-25,0.0062260656547279
2020-12-26,0.0045660045796017
2020-12-27,0.0064209610493779
2020-12-28,0.0070603163580958
2020-12-29,0.0061499849810091
2020-12-30,0.0073202802971926
2020-12-31,0.0066723160860836
2021-01-01,0.0045646332145091
2021-01-02,0.0068430119637215
2021-01-03,0.0105402569263056
2021-01-04,0.0157796255327085
2021-01-05,0.008708128736284
2021-01-06,0.0076247169176584
2021-01-07,0.0081890044816601
2021-01-08,0.0086839095629458
2021-01-09,0.0058463919602614
2021-01-10,0.0057697103937331
2021-01-11,0.0154249874352803
2021-01-12,0.0058145193786058
2021-01-13,0.0047693080063239
2021-01-14,0.0054865351049088
2021-01-15,0.0060479504233246
2021-01-16,0.0052814575658759
2021-01-17,0.0043005013653867
2021-01-18,0.0047598809860601
2021-01-19,0.0063559502115503
2021-01-20,0.0054852348917051
2021-01-21,0.0082640988422364
2021-01-22,0.0087784341409075
2021-01-23,0.0055553607326115
2021-01-24,0.0057228539411537
2021-01-25,0.0071359795242202
2021-01-26,0.0055949445757709
2021-01-27,0.0067775931883317
2021-01-28,0.0061596533456195
2021-01-29,0.0084254511121164
2021-01-30,0.0070942406005833
2021-01-31,0.0082422968094281
2021-02-01,0.0093301343861321
2021-02-02,0.0105720232120297
2021-02-03,0.01042660574951
2021-02-04,0.014350798134044
2021-02-05,0.0149931922067143
2021-02-06,0.0114591020156927
2021-02-07,0.0102243583703271
2021-02-08,0.0129470931996449
2021-02-09,0.0138256496700077
2021-02-10,0.012834506504261
2021-02-11,0.0107059784904082
2021-02-12,0.0108697823027018
2021-02-13,0.0115970011577807
2021-02-14,0.009680090220489
2021-02-15,0.0117880653796298
2021-02-16,0.0110517765114272
2021-02-17,0.0110047783189825
2021-02-18,0.0110954402670005
2021-02-19,0.0112956471723405
2021-02-20,0.0119068508684578
2021-02-21,0.0091916140128766
2021-02-22,0.0170470826677449
2021-02-23,0.0243327952752604
2021-02-24,0.0126843121117462
2021-02-25,0.0106522708587729
2021-02-26,0.0102925856625435
2021-02-27,0.007885354894456
2021-02-28,0.0081256169773902
2021-03-01,0.0078188658447252
2021-03-02,0.0080098925056279
2021-03-03,0.0082481201411701
2021-03-04,0.0072335385982102
2021-03-05,0.0091071981059904
2021-03-06,0.0067588008675519
2021-03-07,0.0088652375582775
2021-03-08,0.0089282343459367
2021-03-09,0.0086335983460906
2021-03-10,0.0085404799102466
2021-03-11,0.0082664359474147
2021-03-12,0.0102570552325683
2021-03-13,0.0100506699557625
2021-03-14,0.009334022217782
2021-03-15,0.0113649493844758
2021-03-16,0.0114085600962273
2021-03-17,0.0121847404004051
2021-03-18,0.0110434516520782
2021-03-19,0.009764334232993
2021-03-20,0.0089182882209127
2021-03-21,0.0089687934157585
2021-03-22,0.0114648472052184
2021-03-23,0.0100554933654281
2021-03-24,0.0107137679316507
2021-03-25,0.0107790992881214
2021-03-26,0.0092042549775342
2021-03-27,0.0076319602344846
2021-03-28,0.0080897882189614
2021-03-29,0.0093617814019332
2021-03-30,0.0102070482965235
2021-03-31,0.0124200913124505
2021-04-01,0.0113582786450782
2021-04-02,0.0107623129797804
2021-04-03,0.009096194245683
2021-04-04,0.0073978919664381
2021-04-05,0.0090395370559085
2021-04-06,0.0091541336105976
2021-04-07,0.0093177704385623
2021-04-08,0.0074852598004128
2021-04-09,0.0071785671243832
2021-04-10,0.0060752060381617
2021-04-11,0.0053229870146027
2021-04-12,0.0064058904740204
2021-04-13,0.0069641898903797
2021-04-14,0.0078287159769409
2021-04-15,0.0065848228585655
2021-04-16,0.0100465725298833
2021-04-17,0.0080479130841604
2021-04-18,0.0100149110447688
2021-04-19,0.0104287454174154
2021-04-20,0.0139035015311931
2021-04-21,0.0095116675812453
2021-04-22,0.0083493353733839
2021-04-23,0.0074727313583526
2021-04-24,0.0045725689895021
2021-04-25,0.003720631219401
2021-04-26,0.0039304651634168
2021-04-27,0.0041719747370771
2021-04-28,0.0047686023443236
2021-04-29,0.0043459840582633
2021-04-30,0.0036152464852711
2021-05-01,0.0034384339753182
2021-05-02,0.0027249858949454
2021-05-03,0.0041402888830735
2021-05-04,0.0041685010878364
2021-05-05,0.0036727205969276
2021-05-06,0.0040090121622642
2021-05-07,0.0041545884742774
2021-05-08,0.0076697459297398
2021-05-09,0.0070744603850907
2021-05-10,0.0131103208779459
2021-05-11,0.0164345077720219
2021-05-12,0.0165881174620162
2021-05-13,0.0103736480326054
2021-05-14,0.0079789621662008
2021-05-15,0.0060571678890046
2021-05-16,0.0054233125256242
2021-05-17,0.0061820276698936
2021-05-18,0.0057895410688581
2021-05-19,0.0210782149083251
2021-05-20,0.0084595150452976
2021-05-21,0.008024900109009
2021-05-22,0.004130783939462
2021-05-23,0.0107854405197314
2021-05-24,0.0048415585856665
2021-05-25,0.0037045240154537
2021-05-26,0.0034624873988083
2021-05-27,0.0028129936079851
2021-05-28,0.0028856919750657
2021-05-29,0.0023932762343515
