date,timestamp_utc,Fees Burnt (Total)
2022-04-14,2022-04-14T00:00:00Z,4420.3049302344925
2022-04-15,2022-04-15T00:00:00Z,3675.067269527436
2022-04-16,2022-04-16T00:00:00Z,2722.9550925593826
2022-04-17,2022-04-17T00:00:00Z,2287.988167358996
2022-04-18,2022-04-18T00:00:00Z,3264.3986960953853
2022-04-19,2022-04-19T00:00:00Z,3704.033096053665
2022-04-20,2022-04-20T00:00:00Z,6598.226892771479
2022-04-21,2022-04-21T00:00:00Z,5562.749545869912
2022-04-22,2022-04-22T00:00:00Z,4670.094089460368
2022-04-23,2022-04-23T00:00:00Z,2980.1878958029224
2022-04-24,2022-04-24T00:00:00Z,2982.481524568432
2022-04-25,2022-04-25T00:00:00Z,4852.152473094678
2022-04-26,2022-04-26T00:00:00Z,4276.617901855103
2022-04-27,2022-04-27T00:00:00Z,4515.339834656057
2022-04-28,2022-04-28T00:00:00Z,4531.913005420205
2022-04-29,2022-04-29T00:00:00Z,4524.477434962853
2022-04-30,2022-04-30T00:00:00Z,4282.811771044093
2022-05-01,2022-05-01T00:00:00Z,71718.34101468824
2022-05-02,2022-05-02T00:00:00Z,6204.519741111194
2022-05-03,2022-05-03T00:00:00Z,5656.655487387716
2022-05-04,2022-05-04T00:00:00Z,4419.214275422706
2022-05-05,2022-05-05T00:00:00Z,5133.769494576379
2022-05-06,2022-05-06T00:00:00Z,3935.7365241979273
2022-05-07,2022-05-07T00:00:00Z,2894.197977478817
2022-05-08,2022-05-08T00:00:00Z,2313.191051154913
2022-05-09,2022-05-09T00:00:00Z,5360.376014678316
2022-05-10,2022-05-10T00:00:00Z,5065.107809417181
2022-05-11,2022-05-11T00:00:00Z,12368.406594520067
2022-05-12,2022-05-12T00:00:00Z,18460.769406695264
2022-05-13,2022-05-13T00:00:00Z,6894.901438319696
2022-05-14,2022-05-14T00:00:00Z,3117.467005504521
2022-05-15,2022-05-15T00:00:00Z,2103.85656419462
2022-05-16,2022-05-16T00:00:00Z,2124.0266261779284
2022-05-17,2022-05-17T00:00:00Z,3064.6686657489176
2022-05-18,2022-05-18T00:00:00Z,2387.5455711029244
2022-05-19,2022-05-19T00:00:00Z,2226.9048911831683
2022-05-20,2022-05-20T00:00:00Z,2513.5489134387985
2022-05-21,2022-05-21T00:00:00Z,1756.1952046799347
2022-05-22,2022-05-22T00:00:00Z,1970.0657712546645
2022-05-23,2022-05-23T00:00:00Z,2248.947923105132
2022-05-24,2022-05-24T00:00:00Z,2493.0597616760106
2022-05-25,2022-05-25T00:00:00Z,3031.828780865208
2022-05-26,2022-05-26T00:00:00Z,4100.05946063652
2022-05-27,2022-05-27T00:00:00Z,3686.579165540064
2022-05-28,2022-05-28T00:00:00Z,1813.0309149841096
2022-05-29,2022-05-29T00:00:00Z,1835.461227362459
2022-05-30,2022-05-30T00:00:00Z,2904.2186473356664
2022-05-31,2022-05-31T00:00:00Z,4319.60033318103
2022-06-01,2022-06-01T00:00:00Z,4944.319527051945
2022-06-02,2022-06-02T00:00:00Z,5524.54909323622
2022-06-03,2022-06-03T00:00:00Z,5443.727507012178
2022-06-04,2022-06-04T00:00:00Z,4742.620588202544
2022-06-05,2022-06-05T00:00:00Z,4703.212208973668
2022-06-06,2022-06-06T00:00:00Z,4374.56428747175
2022-06-07,2022-06-07T00:00:00Z,4860.7361644941175
2022-06-08,2022-06-08T00:00:00Z,6104.341352810365
2022-06-09,2022-06-09T00:00:00Z,5772.69736713061
2022-06-10,2022-06-10T00:00:00Z,4678.812084440717
2022-06-11,2022-06-11T00:00:00Z,3070.793077408392
2022-06-12,2022-06-12T00:00:00Z,2799.402353586276
2022-06-13,2022-06-13T00:00:00Z,7115.932459071926
2022-06-14,2022-06-14T00:00:00Z,4806.127455260242
2022-06-15,2022-06-15T00:00:00Z,5377.027180039127
2022-06-16,2022-06-16T00:00:00Z,3360.131658350385
2022-06-17,2022-06-17T00:00:00Z,3177.025133762587
2022-06-18,2022-06-18T00:00:00Z,4012.6059479878
2022-06-19,2022-06-19T00:00:00Z,2120.601273123675
2022-06-20,2022-06-20T00:00:00Z,2190.305778622572
2022-06-21,2022-06-21T00:00:00Z,2916.44809423695
2022-06-22,2022-06-22T00:00:00Z,2621.0731962610776
2022-06-23,2022-06-23T00:00:00Z,3707.719454370901
2022-06-24,2022-06-24T00:00:00Z,3108.2578998032627
2022-06-25,2022-06-25T00:00:00Z,2675.4814651104293
2022-06-26,2022-06-26T00:00:00Z,2763.30639098395
2022-06-27,2022-06-27T00:00:00Z,3779.496140879804
2022-06-28,2022-06-28T00:00:00Z,3371.876337766123
2022-06-29,2022-06-29T00:00:00Z,4014.447930999107
2022-06-30,2022-06-30T00:00:00Z,3935.9950238517513
2022-07-01,2022-07-01T00:00:00Z,2902.715003197852
2022-07-02,2022-07-02T00:00:00Z,1412.0594707978134
2022-07-03,2022-07-03T00:00:00Z,1607.3120476655065
2022-07-04,2022-07-04T00:00:00Z,2076.294405139229
2022-07-05,2022-07-05T00:00:00Z,2638.762886023245
2022-07-06,2022-07-06T00:00:00Z,2775.599390981745
2022-07-07,2022-07-07T00:00:00Z,3401.893344672242
2022-07-08,2022-07-08T00:00:00Z,2455.725077401486
2022-07-09,2022-07-09T00:00:00Z,1673.687977374423
2022-07-10,2022-07-10T00:00:00Z,1629.7986928374987
2022-07-11,2022-07-11T00:00:00Z,2582.9925948779432
2022-07-12,2022-07-12T00:00:00Z,2137.575384035448
2022-07-13,2022-07-13T00:00:00Z,2458.977135700094
2022-07-14,2022-07-14T00:00:00Z,3171.5387020791663
2022-07-15,2022-07-15T00:00:00Z,2842.8662201518205
2022-07-16,2022-07-16T00:00:00Z,1913.0476219790216
2022-07-17,2022-07-17T00:00:00Z,1884.9561293672805
2022-07-18,2022-07-18T00:00:00Z,2779.832491003622
2022-07-19,2022-07-19T00:00:00Z,2757.986562528732
2022-07-20,2022-07-20T00:00:00Z,2680.4389955029446
2022-07-21,2022-07-21T00:00:00Z,1832.2057746899616
2022-07-22,2022-07-22T00:00:00Z,1376.5259502990648
2022-07-23,2022-07-23T00:00:00Z,1133.7473270577912
2022-07-24,2022-07-24T00:00:00Z,858.5718253422411
2022-07-25,2022-07-25T00:00:00Z,1686.9525757161437
2022-07-26,2022-07-26T00:00:00Z,2031.6526871065576
2022-07-27,2022-07-27T00:00:00Z,1747.743482346359
2022-07-28,2022-07-28T00:00:00Z,2023.9819769409185
2022-07-29,2022-07-29T00:00:00Z,1356.1154272437818
2022-07-30,2022-07-30T00:00:00Z,731.0310962280066
2022-07-31,2022-07-31T00:00:00Z,691.8945690959047
2022-08-01,2022-08-01T00:00:00Z,1209.2496083855478
2022-08-02,2022-08-02T00:00:00Z,1194.626939104592
2022-08-03,2022-08-03T00:00:00Z,1038.9489003363267
2022-08-04,2022-08-04T00:00:00Z,1175.1687292387094
2022-08-05,2022-08-05T00:00:00Z,1274.3114271948082
2022-08-06,2022-08-06T00:00:00Z,749.7697037090337
2022-08-07,2022-08-07T00:00:00Z,788.3504945380392
2022-08-08,2022-08-08T00:00:00Z,1513.9942269942107
2022-08-09,2022-08-09T00:00:00Z,1607.5159200080627
2022-08-10,2022-08-10T00:00:00Z,2397.1754502526346
2022-08-11,2022-08-11T00:00:00Z,2045.6383044814115
2022-08-12,2022-08-12T00:00:00Z,1535.4049127894232
2022-08-13,2022-08-13T00:00:00Z,884.6316208432548
2022-08-14,2022-08-14T00:00:00Z,952.3191601800024
2022-08-15,2022-08-15T00:00:00Z,1618.530258804179
2022-08-16,2022-08-16T00:00:00Z,1062.0659016829698
2022-08-17,2022-08-17T00:00:00Z,1068.5911139713007
2022-08-18,2022-08-18T00:00:00Z,1090.432027603296
2022-08-19,2022-08-19T00:00:00Z,1469.183628118048
2022-08-20,2022-08-20T00:00:00Z,962.0751616669344
2022-08-21,2022-08-21T00:00:00Z,603.2342869122833
2022-08-22,2022-08-22T00:00:00Z,1191.6087074289223
2022-08-23,2022-08-23T00:00:00Z,1149.6494765374673
2022-08-24,2022-08-24T00:00:00Z,1030.5860454641436
2022-08-25,2022-08-25T00:00:00Z,1229.2742137312098
2022-08-26,2022-08-26T00:00:00Z,1157.0633037923913
2022-08-27,2022-08-27T00:00:00Z,709.9363587266579
2022-08-28,2022-08-28T00:00:00Z,702.9929099945792
2022-08-29,2022-08-29T00:00:00Z,1401.4238542428172
2022-08-30,2022-08-30T00:00:00Z,1653.9834442359906
2022-08-31,2022-08-31T00:00:00Z,1918.433178439488
2022-09-01,2022-09-01T00:00:00Z,1785.8101724702915
2022-09-02,2022-09-02T00:00:00Z,1186.2367509629332
2022-09-03,2022-09-03T00:00:00Z,646.3760671000142
2022-09-04,2022-09-04T00:00:00Z,715.6084708268579
2022-09-05,2022-09-05T00:00:00Z,908.1472035485332
2022-09-06,2022-09-06T00:00:00Z,1363.9830142500248
2022-09-07,2022-09-07T00:00:00Z,1741.04642700805
2022-09-08,2022-09-08T00:00:00Z,1893.0952046147063
2022-09-09,2022-09-09T00:00:00Z,1829.3463355612264
2022-09-10,2022-09-10T00:00:00Z,892.2155292765858
2022-09-11,2022-09-11T00:00:00Z,796.1991913996081
2022-09-12,2022-09-12T00:00:00Z,1414.559582076281
2022-09-13,2022-09-13T00:00:00Z,1415.0333410239568
2022-09-14,2022-09-14T00:00:00Z,1078.046282166537
2022-09-15,2022-09-15T00:00:00Z,1552.286060134188
2022-09-16,2022-09-16T00:00:00Z,904.708855460632
2022-09-17,2022-09-17T00:00:00Z,580.6349137172765
2022-09-18,2022-09-18T00:00:00Z,723.3229009332667
2022-09-19,2022-09-19T00:00:00Z,928.2275472501334
2022-09-20,2022-09-20T00:00:00Z,1107.0295809900024
2022-09-21,2022-09-21T00:00:00Z,1133.82666174208
2022-09-22,2022-09-22T00:00:00Z,950.7433877016311
2022-09-23,2022-09-23T00:00:00Z,818.87067878177
2022-09-24,2022-09-24T00:00:00Z,525.1180074700385
2022-09-25,2022-09-25T00:00:00Z,682.0354902077129
2022-09-26,2022-09-26T00:00:00Z,1128.4234853965663
2022-09-27,2022-09-27T00:00:00Z,1784.1958726440985
2022-09-28,2022-09-28T00:00:00Z,1468.0286863928973
2022-09-29,2022-09-29T00:00:00Z,1392.4195246959314
2022-09-30,2022-09-30T00:00:00Z,1527.060723763
2022-10-01,2022-10-01T00:00:00Z,825.7593129668257
2022-10-02,2022-10-02T00:00:00Z,498.1560365715487
2022-10-03,2022-10-03T00:00:00Z,1470.7800444609802
2022-10-04,2022-10-04T00:00:00Z,1422.5223527514358
2022-10-05,2022-10-05T00:00:00Z,1478.7407308325205
2022-10-06,2022-10-06T00:00:00Z,1192.0382378421457
2022-10-07,2022-10-07T00:00:00Z,910.7293425435508
2022-10-08,2022-10-08T00:00:00Z,1936.0569074189664
2022-10-09,2022-10-09T00:00:00Z,2985.2505908145868
2022-10-10,2022-10-10T00:00:00Z,3580.3358798612694
2022-10-11,2022-10-11T00:00:00Z,2745.958719481701
2022-10-12,2022-10-12T00:00:00Z,1950.8381592733144
2022-10-13,2022-10-13T00:00:00Z,2253.1315303060787
2022-10-14,2022-10-14T00:00:00Z,1780.5168053233233
2022-10-15,2022-10-15T00:00:00Z,1682.2573379119613
2022-10-16,2022-10-16T00:00:00Z,1422.2836406707086
2022-10-17,2022-10-17T00:00:00Z,2154.125289847409
2022-10-18,2022-10-18T00:00:00Z,2431.4171289854035
2022-10-19,2022-10-19T00:00:00Z,2651.3411860916312
2022-10-20,2022-10-20T00:00:00Z,3220.10980080419
2022-10-21,2022-10-21T00:00:00Z,3103.734937726648
2022-10-22,2022-10-22T00:00:00Z,1847.6233665736336
2022-10-23,2022-10-23T00:00:00Z,1362.6373966318663
2022-10-24,2022-10-24T00:00:00Z,1928.2934099672352
2022-10-25,2022-10-25T00:00:00Z,2096.8728694932056
2022-10-26,2022-10-26T00:00:00Z,1873.4124244767831
2022-10-27,2022-10-27T00:00:00Z,1569.6178975175155
2022-10-28,2022-10-28T00:00:00Z,1644.5306298640962
2022-10-29,2022-10-29T00:00:00Z,1258.5402526334503
2022-10-30,2022-10-30T00:00:00Z,849.507293103248
2022-10-31,2022-10-31T00:00:00Z,1987.5528787573635
2022-11-01,2022-11-01T00:00:00Z,1368.6058535378174
2022-11-02,2022-11-02T00:00:00Z,1580.4373019231768
2022-11-03,2022-11-03T00:00:00Z,1956.7579023583555
2022-11-04,2022-11-04T00:00:00Z,1830.2606881943493
2022-11-05,2022-11-05T00:00:00Z,1248.8166245320162
2022-11-06,2022-11-06T00:00:00Z,1189.0942864229874
2022-11-07,2022-11-07T00:00:00Z,1802.1883816665263
2022-11-08,2022-11-08T00:00:00Z,4623.058523791595
2022-11-09,2022-11-09T00:00:00Z,5242.395747634527
2022-11-10,2022-11-10T00:00:00Z,3638.079304873969
2022-11-11,2022-11-11T00:00:00Z,2293.069072781228
2022-11-12,2022-11-12T00:00:00Z,1487.8003407497893
2022-11-13,2022-11-13T00:00:00Z,1490.2965211372848
2022-11-14,2022-11-14T00:00:00Z,1868.0182336820883
2022-11-15,2022-11-15T00:00:00Z,1933.575933759546
2022-11-16,2022-11-16T00:00:00Z,1709.3132294775833
2022-11-17,2022-11-17T00:00:00Z,1604.826230756303
2022-11-18,2022-11-18T00:00:00Z,1408.933411153602
2022-11-19,2022-11-19T00:00:00Z,1238.3182056600492
2022-11-20,2022-11-20T00:00:00Z,1220.1555190106862
2022-11-21,2022-11-21T00:00:00Z,1299.325365246713
2022-11-22,2022-11-22T00:00:00Z,1504.071752038259
2022-11-23,2022-11-23T00:00:00Z,1344.9139703366156
2022-11-24,2022-11-24T00:00:00Z,1217.4502405277074
2022-11-25,2022-11-25T00:00:00Z,1107.9519950695271
2022-11-26,2022-11-26T00:00:00Z,1056.7373506035108
2022-11-27,2022-11-27T00:00:00Z,1033.038375184683
2022-11-28,2022-11-28T00:00:00Z,1422.065036008363
2022-11-29,2022-11-29T00:00:00Z,1163.018722819499
2022-11-30,2022-11-30T00:00:00Z,1272.0151458833946
2022-12-01,2022-12-01T00:00:00Z,1305.3388981837873
2022-12-02,2022-12-02T00:00:00Z,1265.4268649260446
2022-12-03,2022-12-03T00:00:00Z,1202.20263116804
2022-12-04,2022-12-04T00:00:00Z,1185.0460400274992
2022-12-05,2022-12-05T00:00:00Z,1414.2966023963909
2022-12-06,2022-12-06T00:00:00Z,1548.3523548369683
2022-12-07,2022-12-07T00:00:00Z,1603.3823728524574
2022-12-08,2022-12-08T00:00:00Z,1582.7784482087886
2022-12-09,2022-12-09T00:00:00Z,3268.5176948661333
2022-12-10,2022-12-10T00:00:00Z,1597.1139988872249
2022-12-11,2022-12-11T00:00:00Z,1606.547702381814
2022-12-12,2022-12-12T00:00:00Z,1729.7909373323694
2022-12-13,2022-12-13T00:00:00Z,1887.4230027846784
2022-12-14,2022-12-14T00:00:00Z,1642.0801427810022
2022-12-15,2022-12-15T00:00:00Z,1826.82100727068
2022-12-16,2022-12-16T00:00:00Z,1896.0713846033027
2022-12-17,2022-12-17T00:00:00Z,1435.8065803283573
2022-12-18,2022-12-18T00:00:00Z,1445.1898419477732
2022-12-19,2022-12-19T00:00:00Z,1504.407727277459
2022-12-20,2022-12-20T00:00:00Z,1646.6002520455806
2022-12-21,2022-12-21T00:00:00Z,1576.4230893169076
2022-12-22,2022-12-22T00:00:00Z,1512.5552535653735
2022-12-23,2022-12-23T00:00:00Z,1423.454702222802
2022-12-24,2022-12-24T00:00:00Z,1193.5519731598156
2022-12-25,2022-12-25T00:00:00Z,1126.8411807637924
2022-12-26,2022-12-26T00:00:00Z,1207.457033523689
2022-12-27,2022-12-27T00:00:00Z,1565.8121578552
2022-12-28,2022-12-28T00:00:00Z,1685.9227467316791
2022-12-29,2022-12-29T00:00:00Z,1734.4012462383214
2022-12-30,2022-12-30T00:00:00Z,1810.223112865196
2022-12-31,2022-12-31T00:00:00Z,1687.0885648456522
2023-01-01,2023-01-01T00:00:00Z,1510.068137232979
2023-01-02,2023-01-02T00:00:00Z,1681.7703924874338
2023-01-03,2023-01-03T00:00:00Z,1910.903587198303
2023-01-04,2023-01-04T00:00:00Z,2075.428402028311
2023-01-05,2023-01-05T00:00:00Z,2191.2104536443594
2023-01-06,2023-01-06T00:00:00Z,2122.5868886548915
2023-01-07,2023-01-07T00:00:00Z,1618.7194502921056
2023-01-08,2023-01-08T00:00:00Z,1913.6976688761065
2023-01-09,2023-01-09T00:00:00Z,2373.830172208829
2023-01-10,2023-01-10T00:00:00Z,2217.3980415601663
2023-01-11,2023-01-11T00:00:00Z,2243.5916710903425
2023-01-12,2023-01-12T00:00:00Z,2228.762676313061
2023-01-13,2023-01-13T00:00:00Z,2592.712506920592
2023-01-14,2023-01-14T00:00:00Z,2448.000094285412
2023-01-15,2023-01-15T00:00:00Z,1991.937522229167
2023-01-16,2023-01-16T00:00:00Z,2298.6498011777585
2023-01-17,2023-01-17T00:00:00Z,2373.336924497265
2023-01-18,2023-01-18T00:00:00Z,2724.4040353033897
2023-01-19,2023-01-19T00:00:00Z,2166.6927532456425
2023-01-20,2023-01-20T00:00:00Z,2180.869394917748
2023-01-21,2023-01-21T00:00:00Z,1778.750387850559
2023-01-22,2023-01-22T00:00:00Z,1606.6429496584346
2023-01-23,2023-01-23T00:00:00Z,1928.3555517497048
2023-01-24,2023-01-24T00:00:00Z,2323.133912399878
2023-01-25,2023-01-25T00:00:00Z,2126.6017826361813
2023-01-26,2023-01-26T00:00:00Z,2154.471850520479
2023-01-27,2023-01-27T00:00:00Z,2168.0917026888337
2023-01-28,2023-01-28T00:00:00Z,1612.1005869716137
2023-01-29,2023-01-29T00:00:00Z,2006.3137785106696
2023-01-30,2023-01-30T00:00:00Z,1910.268432048744
2023-01-31,2023-01-31T00:00:00Z,2579.7936656852635
2023-02-01,2023-02-01T00:00:00Z,2707.66406109777
2023-02-02,2023-02-02T00:00:00Z,2895.7158376210823
2023-02-03,2023-02-03T00:00:00Z,3017.876996417254
2023-02-04,2023-02-04T00:00:00Z,2384.602185774844
2023-02-05,2023-02-05T00:00:00Z,2108.3640812232693
2023-02-06,2023-02-06T00:00:00Z,2534.0383370319632
2023-02-07,2023-02-07T00:00:00Z,3302.5004034843773
2023-02-08,2023-02-08T00:00:00Z,3522.860568460512
2023-02-09,2023-02-09T00:00:00Z,3715.3984314020768
2023-02-10,2023-02-10T00:00:00Z,2658.844492677052
2023-02-11,2023-02-11T00:00:00Z,1886.203604996938
2023-02-12,2023-02-12T00:00:00Z,1801.4252841520074
2023-02-13,2023-02-13T00:00:00Z,2558.8734956871604
2023-02-14,2023-02-14T00:00:00Z,5582.159912656195
2023-02-15,2023-02-15T00:00:00Z,3995.236698397187
2023-02-16,2023-02-16T00:00:00Z,4119.847161876894
2023-02-17,2023-02-17T00:00:00Z,3689.508668611136
2023-02-18,2023-02-18T00:00:00Z,2800.1763415301534
2023-02-19,2023-02-19T00:00:00Z,2570.917632456069
2023-02-20,2023-02-20T00:00:00Z,3243.61384871603
2023-02-21,2023-02-21T00:00:00Z,3375.944241495118
2023-02-22,2023-02-22T00:00:00Z,3735.260838363437
2023-02-23,2023-02-23T00:00:00Z,3972.0534374198905
2023-02-24,2023-02-24T00:00:00Z,3229.329817020789
2023-02-25,2023-02-25T00:00:00Z,2253.941171745982
2023-02-26,2023-02-26T00:00:00Z,2199.693182083726
2023-02-27,2023-02-27T00:00:00Z,2450.328877991098
2023-02-28,2023-02-28T00:00:00Z,2572.5756977478377
2023-03-01,2023-03-01T00:00:00Z,3266.8090656819777
2023-03-02,2023-03-02T00:00:00Z,2899.795957617569
2023-03-03,2023-03-03T00:00:00Z,3110.629469221413
2023-03-04,2023-03-04T00:00:00Z,2449.520994990241
2023-03-05,2023-03-05T00:00:00Z,2710.5327731886764
2023-03-06,2023-03-06T00:00:00Z,3563.5543985866584
2023-03-07,2023-03-07T00:00:00Z,3369.6743018900734
2023-03-08,2023-03-08T00:00:00Z,3454.457482222637
2023-03-09,2023-03-09T00:00:00Z,3779.419987835493
2023-03-10,2023-03-10T00:00:00Z,3265.539318848329
2023-03-11,2023-03-11T00:00:00Z,9370.17777056591
2023-03-12,2023-03-12T00:00:00Z,2489.730750509797
2023-03-13,2023-03-13T00:00:00Z,3264.234799604425
2023-03-14,2023-03-14T00:00:00Z,3200.5516295004986
2023-03-15,2023-03-15T00:00:00Z,2876.883532819844
2023-03-16,2023-03-16T00:00:00Z,2543.785485985001
2023-03-17,2023-03-17T00:00:00Z,2605.2454257333875
2023-03-18,2023-03-18T00:00:00Z,1881.2699835216824
2023-03-19,2023-03-19T00:00:00Z,1883.3091413794664
2023-03-20,2023-03-20T00:00:00Z,2179.5081343023653
2023-03-21,2023-03-21T00:00:00Z,1979.429780051496
2023-03-22,2023-03-22T00:00:00Z,2098.0127676834595
2023-03-23,2023-03-23T00:00:00Z,2387.120948912174
2023-03-24,2023-03-24T00:00:00Z,2441.3197315655684
2023-03-25,2023-03-25T00:00:00Z,1859.932838008836
2023-03-26,2023-03-26T00:00:00Z,1859.2459903890365
2023-03-27,2023-03-27T00:00:00Z,2910.689515581539
2023-03-28,2023-03-28T00:00:00Z,2853.890734299426
2023-03-29,2023-03-29T00:00:00Z,3200.148028185455
2023-03-30,2023-03-30T00:00:00Z,3421.9296978470898
2023-03-31,2023-03-31T00:00:00Z,2880.821296028238
2023-04-01,2023-04-01T00:00:00Z,2266.746593637012
2023-04-02,2023-04-02T00:00:00Z,2140.671439291044
2023-04-03,2023-04-03T00:00:00Z,3014.572194655533
2023-04-04,2023-04-04T00:00:00Z,3136.445308103651
2023-04-05,2023-04-05T00:00:00Z,3668.559334307664
2023-04-06,2023-04-06T00:00:00Z,3058.209035989056
2023-04-07,2023-04-07T00:00:00Z,2550.3186801326547
2023-04-08,2023-04-08T00:00:00Z,2232.9499367067165
2023-04-09,2023-04-09T00:00:00Z,2190.5110798564
2023-04-10,2023-04-10T00:00:00Z,2562.971439046057
2023-04-11,2023-04-11T00:00:00Z,2844.650595813094
2023-04-12,2023-04-12T00:00:00Z,2448.8356956296466
2023-04-13,2023-04-13T00:00:00Z,3104.4545599053627
2023-04-14,2023-04-14T00:00:00Z,3101.963249505973
2023-04-15,2023-04-15T00:00:00Z,2555.7082286253685
2023-04-16,2023-04-16T00:00:00Z,2772.381218746415
2023-04-17,2023-04-17T00:00:00Z,3502.193036253703
2023-04-18,2023-04-18T00:00:00Z,5289.873034318053
2023-04-19,2023-04-19T00:00:00Z,7450.286475579465
2023-04-20,2023-04-20T00:00:00Z,6854.71635131567
2023-04-21,2023-04-21T00:00:00Z,4165.411767884107
2023-04-22,2023-04-22T00:00:00Z,3930.354444262622
2023-04-23,2023-04-23T00:00:00Z,4342.412912056877
2023-04-24,2023-04-24T00:00:00Z,4617.854256623953
2023-04-25,2023-04-25T00:00:00Z,4022.016496020437
2023-04-26,2023-04-26T00:00:00Z,4231.653152494004
2023-04-27,2023-04-27T00:00:00Z,3856.3104725027006
2023-04-28,2023-04-28T00:00:00Z,3959.769869250896
2023-04-29,2023-04-29T00:00:00Z,3735.705895331791
2023-04-30,2023-04-30T00:00:00Z,4531.236344968533
2023-05-01,2023-05-01T00:00:00Z,7032.009357346337
2023-05-02,2023-05-02T00:00:00Z,8720.845412843271
2023-05-03,2023-05-03T00:00:00Z,7900.366281912111
2023-05-04,2023-05-04T00:00:00Z,8060.46999667728
2023-05-05,2023-05-05T00:00:00Z,14597.008380931136
2023-05-06,2023-05-06T00:00:00Z,14269.992029340434
2023-05-07,2023-05-07T00:00:00Z,11547.65042373951
2023-05-08,2023-05-08T00:00:00Z,11366.777540103176
2023-05-09,2023-05-09T00:00:00Z,9601.021464650408
2023-05-10,2023-05-10T00:00:00Z,9897.717575272956
2023-05-11,2023-05-11T00:00:00Z,10253.462141202395
2023-05-12,2023-05-12T00:00:00Z,6805.994942837008
2023-05-13,2023-05-13T00:00:00Z,4429.262852157
2023-05-14,2023-05-14T00:00:00Z,4277.599702056002
2023-05-15,2023-05-15T00:00:00Z,6051.003607020577
2023-05-16,2023-05-16T00:00:00Z,5937.688208616629
2023-05-17,2023-05-17T00:00:00Z,5522.532666938461
2023-05-18,2023-05-18T00:00:00Z,5557.601128801828
2023-05-19,2023-05-19T00:00:00Z,4805.583189613726
2023-05-20,2023-05-20T00:00:00Z,3567.1801666087304
2023-05-21,2023-05-21T00:00:00Z,3603.318643855299
2023-05-22,2023-05-22T00:00:00Z,4880.445125988344
2023-05-23,2023-05-23T00:00:00Z,5562.227960620326
2023-05-24,2023-05-24T00:00:00Z,4580.691531461634
2023-05-25,2023-05-25T00:00:00Z,3881.012220544103
2023-05-26,2023-05-26T00:00:00Z,3306.7553055322446
2023-05-27,2023-05-27T00:00:00Z,2687.104285688409
2023-05-28,2023-05-28T00:00:00Z,3048.3972494278773
2023-05-29,2023-05-29T00:00:00Z,3844.3313015623935
2023-05-30,2023-05-30T00:00:00Z,4873.827043924442
2023-05-31,2023-05-31T00:00:00Z,4105.907840702202
2023-06-01,2023-06-01T00:00:00Z,4183.78648695224
2023-06-02,2023-06-02T00:00:00Z,3432.641219183481
2023-06-03,2023-06-03T00:00:00Z,2549.7800480871074
2023-06-04,2023-06-04T00:00:00Z,2334.755473276175
2023-06-05,2023-06-05T00:00:00Z,3726.2012227359887
2023-06-06,2023-06-06T00:00:00Z,2868.200545756138
2023-06-07,2023-06-07T00:00:00Z,2510.221997659954
2023-06-08,2023-06-08T00:00:00Z,2520.1842160262586
2023-06-09,2023-06-09T00:00:00Z,2219.304599828121
2023-06-10,2023-06-10T00:00:00Z,2520.4584380595875
2023-06-11,2023-06-11T00:00:00Z,1827.597704338128
2023-06-12,2023-06-12T00:00:00Z,1854.273422964834
2023-06-13,2023-06-13T00:00:00Z,1793.8900084548854
2023-06-14,2023-06-14T00:00:00Z,2361.8891789564505
2023-06-15,2023-06-15T00:00:00Z,2053.892893815756
2023-06-16,2023-06-16T00:00:00Z,2108.044246373172
2023-06-17,2023-06-17T00:00:00Z,1845.475172378931
2023-06-18,2023-06-18T00:00:00Z,1613.4913772593836
2023-06-19,2023-06-19T00:00:00Z,1968.0560060851992
2023-06-20,2023-06-20T00:00:00Z,1977.1477363702825
2023-06-21,2023-06-21T00:00:00Z,2222.796289012379
2023-06-22,2023-06-22T00:00:00Z,1776.430391598805
2023-06-23,2023-06-23T00:00:00Z,1969.3968775225933
2023-06-24,2023-06-24T00:00:00Z,1559.0729781353364
2023-06-25,2023-06-25T00:00:00Z,1378.2156342750195
2023-06-26,2023-06-26T00:00:00Z,1493.4111104456515
2023-06-27,2023-06-27T00:00:00Z,1893.130610203689
2023-06-28,2023-06-28T00:00:00Z,2042.275754152964
2023-06-29,2023-06-29T00:00:00Z,3394.456648926355
2023-06-30,2023-06-30T00:00:00Z,3082.4212320182555
2023-07-01,2023-07-01T00:00:00Z,1808.219959567073
2023-07-02,2023-07-02T00:00:00Z,1544.3810044547051
2023-07-03,2023-07-03T00:00:00Z,2152.5864091135727
2023-07-04,2023-07-04T00:00:00Z,3060.343357200403
2023-07-05,2023-07-05T00:00:00Z,5249.26484565293
2023-07-06,2023-07-06T00:00:00Z,4191.7913106805645
2023-07-07,2023-07-07T00:00:00Z,3312.154588890465
2023-07-08,2023-07-08T00:00:00Z,2003.6579144205064
2023-07-09,2023-07-09T00:00:00Z,1809.968119849803
2023-07-10,2023-07-10T00:00:00Z,2255.115035469028
2023-07-11,2023-07-11T00:00:00Z,2289.4122848180427
2023-07-12,2023-07-12T00:00:00Z,2856.4188432940864
2023-07-13,2023-07-13T00:00:00Z,3397.815447560736
2023-07-14,2023-07-14T00:00:00Z,2551.221344600346
2023-07-15,2023-07-15T00:00:00Z,1467.4888037104945
2023-07-16,2023-07-16T00:00:00Z,1653.5949641999102
