date,defi_tvl_growth,stablecoin_supply_growth,btc_ret,eth_ret,total3_ret,fitted_valuation_component,price_adjusted_tvl_residual,price_adjusted_tvl_residual_z365,plot_key,panel,metric,value,n,sample_start,sample_end,interpretation,label
2020-01-02,-0.000769566501436,0.0002773781765874,-0.0332583847549071,-0.0268761822181025,-0.0345566228735876,0.0019050054026762,-0.0026745719041122,,liquidity__2020-01-02,liquidity_state,,,,,,,
2020-01-03,-0.0093262705281738,0.232324408116693,0.0526232180267741,0.0541818344922023,0.0514719578864771,0.0027220462173216,-0.0120483167454954,,liquidity__2020-01-03,liquidity_state,,,,,,,
2020-01-04,0.0136005670550716,0.0056561636780436,0.001511650297127,-0.0011438079121575,0.0095239850987063,0.0027039099797912,0.0108966570752803,,liquidity__2020-01-04,liquidity_state,,,,,,,
2020-01-05,0.003027291095794,0.0007901026651069,0.0011111133771244,0.0098029480977182,0.0073857010905804,0.0029127092132137,0.0001145818825802,,liquidity__2020-01-05,liquidity_state,,,,,,,
2020-01-06,0.005916623665783,-0.0011248703312247,0.0535335862221551,0.0631857648201164,0.0838461374191581,0.0052920992975218,0.0006245243682612,,liquidity__2020-01-06,liquidity_state,,,,,,,
2020-01-07,0.0216374584787467,0.0016984012686798,0.0495455130758327,-0.0089657967169527,-0.0073540734558363,-0.003222822994078,0.0248602814728247,,liquidity__2020-01-07,liquidity_state,,,,,,,
2020-01-08,-0.0204624950262833,-0.0039178302305487,-0.0125560365279682,-0.0155302970766424,-0.0211685987988623,0.0013144482287808,-0.0217769432550642,,liquidity__2020-01-08,liquidity_state,,,,,,,
2020-01-09,0.0363839154570549,-0.0054947032537811,-0.0294523001146114,-0.0213332291522379,-0.0088139709246526,0.0036145316115556,0.0327693838454992,,liquidity__2020-01-09,liquidity_state,,,,,,,
2020-01-10,-0.070136259821524,-0.0002921622231006,0.047071011623375,0.0501079047407185,0.0706335616370524,0.0045246247947901,-0.0746608846163142,,liquidity__2020-01-10,liquidity_state,,,,,,,
2020-01-11,-0.0026004889692146,-0.0026697651060843,-0.0218232731628358,-0.0174028680026224,-0.0137699981172652,0.0026612116256307,-0.0052617005948453,,liquidity__2020-01-11,liquidity_state,,,,,,,
2020-01-12,0.0380609381579475,-0.0047723040248577,0.0198605998700074,0.0286422113567939,0.0269215261962792,0.0031809802595257,0.0348799578984217,,liquidity__2020-01-12,liquidity_state,,,,,,,
2020-01-13,-0.0287622037955373,0.0020852487058284,-0.0089792077934003,-0.0204353176874772,-0.0098347298578644,0.0016701753659443,-0.0304323791614817,,liquidity__2020-01-13,liquidity_state,,,,,,,
2020-01-14,0.0317673668803131,-0.0027601812754198,0.0807583814518225,0.140438861190881,0.192494694057068,0.0130929358182507,0.0186744310620624,,liquidity__2020-01-14,liquidity_state,,,,,,,
