date,0 ~ 1 USD,1 ~ 10 USD,10 ~ 100 USD,100 ~ 1K USD,1K ~ 10K USD,10K ~ 100K USD,100K ~ 1M USD,1M ~ USD
2023-11-02,49941.72622502,376447.81316222,14500205.73793499,104768727.67089158,341293985.6738472,1435131187.64293,5259840808.159719,22328410865.720192
2023-11-03,73412.44089112,356301.20496862,10415361.39044064,96024381.56062412,264392296.0655307,1353126311.8716152,4485842655.568735,22944742681.88144
2023-11-04,11023.8043871,1197867.55848752,8888614.44882095,81369446.90691854,237644927.4534584,1111113574.7879858,3339327487.213016,16776521924.799131
2023-11-05,21607.89807713,1110463.09981772,10475966.19545794,73281474.23932803,236223443.23340368,1010160398.5111082,3412380218.071684,14431495498.689907
2023-11-06,11868.00835523,702832.48910143,12346244.43923382,76968366.42184843,279912878.0983722,1332110601.0610356,4040086992.39312,21507715418.019287
2023-11-07,22809.84628484,569239.62274837,11116698.53139963,90353625.82281792,324352305.9364034,1420360534.6629148,4789838381.490778,21106110965.42257
2023-11-08,21138.87599219,1221530.08346612,8849634.87250966,83203774.51269351,308942640.042321,1316808182.5471425,5162199122.384952,23531888997.98008
2023-11-09,10651.52227799,1632997.61837616,8864147.24017217,82667910.69088304,315683965.492112,1377810449.6863852,6288088901.004227,32127926250.713963
2023-11-10,17752.57736364,809101.57697968,12624068.30637358,109180685.6713105,385038525.5403041,1518510429.601472,5477556935.772028,23609313201.044567
2023-11-11,13370.81587235,1013016.06573111,10342889.83207197,80380942.92866965,253388908.6130753,1156206643.2903552,4429801673.331848,19691129268.073017
2023-11-12,12031.18104089,1653072.33380555,6450094.80890765,58100698.63065067,194815476.9363626,857152465.5725733,3243706055.714663,18417036763.44911
2023-11-13,14273.58115304,906621.30565671,11890415.75419298,78763564.38643725,293418081.2795852,1225855487.8135478,4043152938.169625,23351882419.304462
2023-11-14,15392.11932603,1011334.26226178,10698272.86253447,89500559.00191237,305242450.2454887,1271678085.9117537,4434992101.54587,27942732667.92656
2023-11-15,19834.28779937,1416325.74222634,8841796.69580194,87798795.12247615,291252883.4887787,1200921290.5295954,4593725504.409723,23870384880.14771
2023-11-16,15893.18833705,1512840.20299714,8543646.72174557,69311846.7961961,287193419.891334,1159633702.5352,4404659857.470075,26192045414.797462
2023-11-17,20716.74140684,1259389.97454527,11586252.42279536,96231458.07528304,361011271.0157321,1412006987.8320546,4309453409.21693,21146405552.585617
2023-11-18,20556.25459098,1267781.55014886,9245687.87350725,67916069.09763613,254868613.5037207,890031749.0963491,2854962979.625392,13738124760.011524
2023-11-19,24271.41986856,2611938.20908756,7753744.04235534,71807118.22873338,247827137.3872769,856384964.8470304,2531278602.235653,16890432107.620502
2023-11-20,15703.6737786,1678521.36073248,10915051.82173522,87303619.29471813,319307725.2430024,1161285361.8106627,4673677732.718642,28613507960.988262
2023-11-21,16398.90877841,1222511.10296127,11184117.98476022,86602730.82566258,322066870.2799259,1240987006.3877385,4418347543.385402,29514960923.693844
2023-11-22,13200.17591999,1310537.79663437,8736124.45756551,84404585.25977623,299611897.71443284,1211777307.960216,4194911894.382381,28092597276.31348
2023-11-23,10892.19649489,1753778.82523273,8213441.66680599,71510758.92607133,275148919.25481284,1180224778.3985147,4261560150.721181,20993466577.103874
2023-11-24,13214.95425718,1222754.06781942,11776320.48582687,93755780.89201692,319754872.86958885,1323523751.5562615,5063360419.585024,26812554183.958256
2023-11-25,11663.27897657,1330058.34948781,8140534.14626554,69984204.1460143,226865798.07150105,974850127.7659256,3435703806.995108,19552338858.483143
2023-11-26,8623.35752234,1320103.25886782,7533914.58933677,62332126.01659675,201659608.38771224,832390447.1594236,3134809274.6313825,21022763523.02288
2023-11-27,7842.50186241,1088141.45929866,10029889.55534826,75617401.80290529,268985749.9722668,1119343030.3587012,4204714629.874393,25919444726.40608
2023-11-28,12879.65634988,743183.27729303,12706149.24673407,94650607.88405448,317975451.3685106,1315537261.239049,4413327531.328159,24486188962.684853
2023-11-29,13012.05343138,503881.26873764,15466407.42728885,94402964.92900977,320018199.28459454,1256783852.355827,4823715632.150612,26739896836.60657
2023-11-30,15485.9564427,619856.81248897,13021689.52540841,94525024.94792424,316897098.6306447,1322302606.5469606,4529961243.0211935,27395334545.748768
2023-12-01,17359.00370514,630448.66310335,13543325.63508982,114049705.2703768,361825153.27571833,1441751968.9784324,4588972066.186672,33172597751.05003
2023-12-02,20026.04268112,659881.97303486,9440850.88015256,78556348.1365512,257954566.96200165,1022340961.8956105,3630076873.9841313,24219005248.64389
2023-12-03,20719.85038206,2319690.87579069,6844199.43419132,67767502.7630251,253536773.1083665,991356474.2073848,3451558376.7922373,24289907469.46538
2023-12-04,27509.18444098,1351377.66554467,11238236.52882417,102908645.61034548,417305220.9678323,1634839625.2387328,5687031513.482885,37853065963.02496
2023-12-05,20793.69214133,746030.63343001,8174827.24643029,101596873.91382508,426510465.7570305,1461147820.9269614,5110475039.430888,34471018686.77143
2023-12-06,21037.95672146,317313.05344083,9097014.06237607,121982748.42309126,569352590.5959064,1788083424.885477,6286831195.428904,35751597026.128296
2023-12-07,18402.18584401,649938.05940975,10802562.64011325,85641010.66046421,339575259.2422177,1462427142.6089313,4870967806.142364,31705295856.754105
2023-12-08,21095.8277998,696107.76239154,11827412.75874778,99606791.9992459,370388399.1046806,1479662725.2641876,4886458652.322258,36335323158.76168
2023-12-09,21436.69786453,1277103.62769981,10187873.63816192,91495981.53832136,320671795.9531749,1166104271.5535426,3935255399.845863,21737028241.10282
2023-12-10,20509.89332814,1178535.86368648,9120921.85797304,84678082.34466578,266909831.4705445,964350397.1346992,3351057339.5180564,19050895182.85962
2023-12-11,15157.37137922,804460.81594984,14253554.06769557,110951712.72008698,350336621.19695973,1366463487.26404,5090614789.648072,34445852121.63934
2023-12-12,30463.41830894,975582.66469653,10680365.8824634,94531289.77367777,361418995.2902072,1451242992.20316,4916582882.138177,31898505670.33095
2023-12-13,22412.96324236,719106.81976812,8072086.75867824,113227428.6917526,484155449.6245101,1377427591.639667,4809326642.990663,28324109612.861168
2023-12-14,30690.85887614,486380.8920622,7038301.56103079,116784455.1609917,587497248.5154158,1495453074.6523297,4757100456.909734,28654218060.18388
2023-12-15,40600.60767157,385108.58528635,11324609.7482703,103210300.40672348,472028081.5456154,1546238708.547925,5177015598.756422,25002434366.921062
2023-12-16,40304.41830249,389994.04045283,13365962.4340799,67869726.293998,354446420.7815021,1122415546.1485329,3675953823.763151,18512028452.98231
2023-12-17,38260.59194812,82821.19041826,12157665.19227256,83786190.04806451,388603529.9944053,1080660689.0708065,3276304056.9400225,13537963138.838943
2023-12-18,37371.78140825,1026504.88786248,12162726.97092267,102219334.59960136,415248415.557034,1417995252.251263,5135418162.501893,24401688418.880527
2023-12-19,37120.74838243,720727.36708034,11201525.05743593,88132530.74380617,416800403.3699438,1336829191.8108025,4881068716.20205,24779637674.11747
2023-12-20,30653.71561987,147588.88528967,10577671.10847656,80678389.81971066,374455765.1685418,1364573258.1459773,5443436158.718422,28144221373.676743
2023-12-21,30998.05120864,138315.16783304,10466661.64301604,87626067.63897096,377869353.13424414,1349151505.0628502,4812921968.687398,25657875063.452145
2023-12-22,29054.86344893,838901.05175648,13641778.93533484,118097832.2229194,429159603.00612,1569379917.6473088,5627890170.950337,29055538328.23087
2023-12-23,22887.19117796,1865777.97488547,11706660.11758595,88000451.29894304,338637785.68600553,1037441071.49885,3763318781.269431,14596429834.09915
2023-12-24,19218.69154084,2689023.5181686,7759304.04133515,79147205.10271451,256306606.21198264,891460518.7880883,3224715367.36188,19757427816.909546
2023-12-25,25691.32930449,1268450.45990908,7836357.54570849,76288930.38130678,271317345.7488242,909372218.0217052,3434625021.694156,16204875130.340488
2023-12-26,21742.96614768,1732285.23888657,7965673.50600503,78429271.20000163,278068414.40691495,997483477.949283,4373785464.532942,28057794575.89153
2023-12-27,13585.57542816,983875.87208249,8212967.65197148,72890529.12430634,280902542.4801444,1059179975.4553682,4192826113.623614,27339061651.605618
2023-12-28,19469.42873339,491702.947937,13651317.13425871,88967629.13736036,329041377.2327641,1196633201.376052,4488505864.771833,23846081970.59185
2023-12-29,23601.9591289,1078693.76995766,11290503.60066782,111338050.83730114,371416392.2569112,1248961159.1110497,4225203545.396898,28514364174.8612
2023-12-30,18239.77598491,824518.87865508,15957935.90597563,115738114.79743785,350360583.67043304,1022514992.9562464,3278421567.25906,21440374234.69297
2023-12-31,13384.5378428,781977.29675326,11395434.34109155,80572222.52343789,352084430.8407428,881398046.4482957,3182195892.420676,19947487463.4044
2024-01-01,16568.9909379,1191251.71559897,13297497.48795568,105962706.9178505,353541315.8105442,932494999.4752564,3018699440.801667,18288939957.08583
