date,0 ~ 0.01 BTC,0.01 ~ 0.1 BTC,0.1 ~ 1 BTC,1 ~ 10 BTC,10 ~ 100 BTC,100 ~ 1K BTC,1K ~ 10K BTC,10K ~ BTC
2022-02-13,1060.73441018,3444.75051654,13534.5209753,56773.78021742,136421.01800747,126371.06828151,150348.15012059,2799590.05950124
2022-02-14,1185.26753671,4642.53663452,17599.87191887,78111.18064745,185020.37120804,318837.90630462,379485.27989883,2972058.78111619
2022-02-15,1379.34343012,5269.86061523,19262.1544375,81103.7484505,208150.31706562,299904.96893549,272064.9500393,2537346.48363587
2022-02-16,1193.79524798,4723.12900275,18659.96320897,79127.16209221,192820.1069725,358825.74386246,344700.29145638,2912083.44034037
2022-02-17,1236.77754443,4774.99143382,18775.62848608,78327.18760155,208440.82317164,398865.74580263,408057.69950268,2544845.71307511
2022-02-18,1254.21614653,4715.29697454,19130.27505942,85913.66469014,214885.56679724,480681.36557436,343841.52786646,2770765.00536121
2022-02-19,1062.5073679,3871.91217697,13831.43097111,65111.05245421,159722.84159178,417154.43759166,175347.95376961,2386149.70900612
2022-02-20,944.08935026,3299.49048197,13028.61202599,61981.43541868,161023.11223028,436446.47538457,102918.19104257,2631047.68430516
2022-02-21,1168.0183367,4338.79357942,16994.72376579,75598.09450075,213921.84830002,665136.54429714,332098.05021826,3677388.81973095
2022-02-22,1182.14631113,4804.19434261,19364.34818594,82890.10335836,201269.55687885,641571.70524446,207129.42534446,3597678.47821381
2022-02-23,1090.08698628,5007.06074626,19298.38018556,77197.51200008,193591.53110443,496973.91027574,92049.02436763,2710886.7306416
2022-02-24,1232.04448818,5335.87386914,21157.7085599,94093.30247205,290103.10513738,691005.25582637,421632.41794368,2757839.18908402
2022-02-25,1279.19790219,5034.54297146,19026.68034843,80373.05746975,257060.43591426,626844.82645919,276738.4530972,3056155.41408179
2022-02-26,1067.37006799,4010.7960802,13723.4048656,62978.53391637,163302.29125493,351497.78031372,37037.71386212,2492880.25885951
2022-02-27,1018.09887936,3466.57281192,13541.22902946,65320.02209757,190013.93059923,377569.83404836,82079.03741034,2210382.24908621
2022-02-28,1400.39874094,5373.04522911,19822.5688349,86368.98867948,244233.57569183,696966.05403396,493482.14734675,2773412.34489538
2022-03-01,1410.69926818,5428.68878341,20857.46649188,90208.17465662,252901.47602848,729898.15446166,483589.82706146,3402280.42978792
2022-03-02,1465.9087564,5862.83511203,20330.06326592,84564.51363595,213448.23890972,629956.88308524,190610.23051724,2482450.03653138
2022-03-03,1339.36933907,5166.86617293,19083.81839762,81848.48134086,221641.80818297,477032.88306891,218500.90647399,2919727.14161224
2022-03-04,1328.01134548,4920.34566274,18587.40522726,78515.2039664,207309.61728351,645332.49072814,254896.2219986,2343493.81475904
2022-03-05,1061.17759189,3768.74387812,14420.55320525,61980.04204149,183733.53262935,490891.39130737,116010.03640557,1744038.46449279
2022-03-06,1138.23115108,3440.97793381,13697.80968734,57456.16862849,192354.89774989,316222.18416477,15912.67012509,2163387.65554488
2022-03-07,1244.46207395,4755.67428272,18123.49973229,80925.16315493,294599.73992794,504727.75395569,113796.1550183,2570098.1097921
2022-03-08,1312.27483461,4797.39385116,18113.29036112,78345.64053639,229278.8144749,471470.80376714,109166.26879767,7959451.39930676
2022-03-09,1220.4839412,5291.90868352,19510.93781796,88369.2926177,265707.59836796,634562.92847458,412272.49308183,6106067.20169398
2022-03-10,1314.95399868,4840.81113363,18790.46491837,82549.9229667,220663.34001139,517964.13978688,217758.90473261,3827714.96783276
2022-03-11,1175.05127492,4632.67870991,17574.05019521,81226.476447,244908.96898132,490669.6906618,314527.87739626,2972021.77879161
2022-03-12,1085.50955185,3806.20896101,13793.44562445,60292.51447192,149487.91732945,220691.92020398,396821.0047658,2562325.89729358
2022-03-13,1006.62528204,3483.62906779,12868.3402342,55583.16374027,145877.10311703,215405.061017,336527.77630988,2699864.33679909
2022-03-14,1273.09341383,4882.06387327,18695.45193186,75832.38868089,194940.50321384,443272.05993691,619160.37113975,3005022.33389961
2022-03-15,1264.83866098,5120.89156638,19865.39954646,78193.35483567,190036.7691397,526579.64767735,363633.38230951,2481085.63517645
2022-03-16,1346.19351152,5277.34682859,20049.82896,83187.43676214,217358.46720069,533848.70120597,502844.65007099,2809682.2544722
2022-03-17,1404.54281715,5422.17566078,20418.58358292,78889.7543963,220460.51765985,565212.98137932,355530.73725925,2858805.71387697
2022-03-18,1371.92231354,4625.39358807,18050.35945106,79826.26876831,210149.48676776,579111.2616597,411589.05115159,2070826.16846548
2022-03-19,1175.33172202,4209.29510571,15270.52223291,67548.20719224,157311.05762766,502312.86463693,131751.37183641,2750607.89896965
2022-03-20,952.9033792,3365.67044245,12956.46076806,53679.92301874,173742.08339251,446041.99196096,31504.61288862,1774228.57155142
2022-03-21,1190.17355681,4744.7559672,18097.14218247,70990.38109188,246262.74626203,781790.52487135,187673.62744451,3189714.1653064
2022-03-22,1161.09281257,4951.21493806,19120.72701065,77238.44765078,252707.74551275,731396.15260659,184285.36692475,2343426.6484461
2022-03-23,1318.11163793,4889.78838579,18086.09496358,77571.9379198,231702.68916018,708825.99334212,140611.02862728,2149545.14048897
2022-03-24,1242.97690504,5172.94961378,19331.33522679,74522.67729795,195553.80182278,925487.49900248,293155.72249299,2025031.01908105
2022-03-25,1437.40469286,5243.80761638,20141.26629194,79777.43775331,203859.2098679,984991.20075867,317058.38953966,2609888.09143461
2022-03-26,1129.19932704,3782.73968457,14239.58658993,56218.82129472,168112.82803392,558318.3989152,52720.1765899,2461290.75224946
2022-03-27,1057.68133378,3526.21086727,13500.59007832,55149.28062406,161596.85549321,508089.3549409,96863.83624671,2452878.6391328
2022-03-28,1422.38596546,5235.96328935,21237.15750727,82979.12805896,305719.59971849,820418.46815149,314854.62677536,3186152.51465375
2022-03-29,1237.51990381,4954.83573235,19992.36816062,78412.82428654,264929.14142387,545847.99940267,321131.01858705,3212454.0589579
2022-03-30,1215.46955221,4610.73829329,18715.2223459,71731.69617041,235736.65390041,595556.65587367,237898.89615405,2513767.98922075
2022-03-31,1250.43032665,5008.35870392,19428.91010111,80308.82170395,244329.77988912,596610.92641716,257926.16162196,2713209.9648962
2022-04-01,1417.19797785,5143.235871,20432.84910196,77877.78366885,248800.3513513,682996.43257133,359609.53635032,2037112.43114087
2022-04-02,1290.18763121,4343.44915022,15160.70409265,56815.81145766,194596.09455178,518331.55887242,117635.7136121,3110017.73773501
2022-04-03,1008.00528946,3701.29969674,13272.36759044,52146.65597433,202217.53570494,362264.17682243,115202.79310524,2195956.19981209
2022-04-04,1265.59897037,4760.81342976,18980.61227545,72112.02188232,246045.21955344,411188.82413247,183818.84144538,2602379.43160971
2022-04-05,1187.03196453,4738.36713459,19141.24834895,67409.93402676,208094.36115221,597359.37460798,115030.65556191,6657484.48138088
2022-04-06,1205.45216648,4568.833382,18529.92063323,76516.32271359,237733.77896695,748276.12955997,386865.68596102,4829907.4636422
2022-04-07,1253.08523218,4689.98420253,18760.11962688,78101.55992143,243579.62571346,662586.34596024,450465.19207904,4075728.50362586
2022-04-08,1163.28007911,4422.41684013,17128.82952386,74347.09309067,224087.26091796,676826.77884225,482651.73617947,3465090.51411397
2022-04-09,1076.29505733,3792.69654425,14411.60911547,58946.93106426,198316.86797572,363817.26046753,65464.85720578,2630596.9184655
2022-04-10,964.68181136,3403.27670518,12764.41734154,51293.97581583,154744.9154531,345671.65818469,147781.41845727,2678574.42742616
2022-04-11,1281.44224883,4861.84415147,19121.97970071,77551.73380089,209175.1523021,733279.07422942,656465.48128657,4028591.91463002
2022-04-12,1314.84684428,4763.21563743,19488.95790512,80478.00621787,204356.16222242,754982.37356681,788102.08048062,3169600.00440303
2022-04-13,1274.04515748,4843.79556804,18795.67440671,73709.59658258,253748.2481749,686893.54195573,971842.26910997,3138169.1818496
2022-04-14,1178.24661427,4591.39070806,18444.89101926,71628.08712633,253655.38383524,791525.58020324,996153.97137541,3356086.96047453
2022-04-15,1186.49067087,4639.63174345,16479.68035759,58866.05842275,165107.71367732,688602.66011734,646597.11245231,2549065.63825113
2022-04-16,1004.80356165,3504.01533751,13506.73994669,50154.39484793,133824.78152257,506386.11127623,300060.2073837,2180155.31999661
2022-04-17,995.95664743,3282.85783992,11873.08508928,47413.92673279,141593.21415888,406968.06075944,60320.89286407,2666963.30600619
2022-04-18,1238.92976613,4254.23388559,17081.5420123,71403.29550222,203484.47724553,711612.1947186,967634.2122302,3432349.26834382
2022-04-19,1211.69248622,4859.56863915,18188.48616973,70920.83810538,217542.86403081,669740.97478475,671559.42944949,3317706.37914793
2022-04-20,1378.1031403,4907.65052582,19715.97990569,75259.70925403,230265.9208833,563646.5067038,613059.59174551,2739961.4853949
2022-04-21,1368.65966199,5129.06470253,20294.53676058,70117.05381972,230977.03755712,569713.35432197,1202912.37898161,3369034.97190419
2022-04-22,1194.18448191,4444.59451034,17610.97464944,67898.7380148,217930.15869908,531271.71453918,1836873.49128559,2817287.76306797
2022-04-23,1138.19783504,3859.98656614,14105.18910873,53808.95520201,148449.04849602,378351.50416022,954750.56339741,3145824.03157665
2022-04-24,1074.3831155,3409.27990674,13477.04128005,53524.16324783,144193.0582904,401331.80387671,1471538.72470558,3192960.6329128
2022-04-25,1484.27682263,5499.41411632,21091.28851931,82836.95289789,236586.72964583,530627.36894808,3564416.87094745,3641912.81180242
2022-04-26,1253.58421491,4857.28975227,19495.29850742,84019.33144661,217094.45207232,569122.26674477,2909512.54938424,3749355.19767331
2022-04-27,1281.25267194,4897.5732383,19724.99062911,83132.09538152,192719.93888621,643487.9824,3087524.14349348,2764303.61159739
2022-04-28,1285.48675343,4842.75372471,19211.85780934,76889.78151091,213441.7316529,610634.52280658,3347094.01871839,2655848.66696611
2022-04-29,1437.28900096,5454.085592,21601.45985854,78916.10249049,227024.80808255,561382.49380372,1898537.23981652,2574594.76892213
2022-04-30,1350.90210026,4615.34026904,16328.14932148,65137.19465163,162616.47403639,355788.89490713,843253.2389185,2314912.62931292
2022-05-01,1028.97544795,3659.8093027,14603.14552782,56081.34863879,165933.86283654,393643.30210215,1016411.64627511,2364327.69530433
2022-05-02,1315.16776691,4897.65350612,19415.18647012,74747.57506384,234149.19446302,491793.40387148,1759248.20365441,3785210.09524372
2022-05-03,1166.6300769,4792.46790095,18982.34776889,71694.71168657,229348.23945527,412920.78390533,1409290.46726974,6661980.16041703
2022-05-04,1034.9940129,4222.67017082,16626.5321109,75352.50361365,201457.61200062,436555.85146534,2107504.62713219,3426603.82504
2022-05-05,1480.79259766,6023.01953298,22901.20617983,83725.64788493,224553.00668531,660178.74725719,3939319.12200996,5031267.38781703
2022-05-06,1484.6645934,5357.52314674,20062.43505087,89661.0275305,257248.85634583,719302.0552302,3898952.91005909,3443842.3571093
2022-05-07,1076.72689784,4369.24834595,15181.98369266,61943.85982459,189534.95200274,468042.6689644,1695875.56218403,1859841.87282221
2022-05-08,1098.75968478,4052.70550262,15695.17823279,61994.12135973,183015.87931778,533957.42256795,2297436.29467551,1963871.1489149
2022-05-09,1338.71298216,5554.07683352,24157.34423534,94166.47206104,307867.95085912,1092962.59360727,3423757.55070642,2955829.99362463
2022-05-10,1235.35479343,5237.15751862,21895.39441166,99231.74850679,265771.52566024,1498541.37300403,3339067.83844826,3261937.85329441
2022-05-11,1262.84984099,5665.09446227,24131.62770008,112294.55947789,394230.57018501,1330909.26980627,2254622.26160674,3200087.55945131
2022-05-12,1455.82031743,6388.15855123,28547.75520833,127452.6662715,426610.48062163,1947141.47552616,3742389.40843624,3739029.85476737
2022-05-13,1466.36726589,6483.17208474,23704.86914387,103425.36667001,361432.08138056,1110638.86623165,2802102.7313373,2351673.2475146
2022-05-14,1604.88663772,6630.94129467,22575.07745491,97719.97223279,278837.75548663,796693.53698844,1584442.69035324,1811901.3073846
2022-05-15,1556.69859851,5280.49125805,15066.6131194,65035.22135887,285191.03277596,645436.51594035,509801.81444275,1271804.86657453
2022-05-16,1488.2280063,5439.26002254,20292.39245723,86113.99664457,289777.6209682,1555457.92522943,823829.01258308,1758824.19982199
2022-05-17,1473.01232721,5985.8577137,21651.22242069,82131.75844134,284844.98501216,1307140.06899726,1013875.3712375,1305755.71606023
2022-05-18,1143.01618286,5239.83615249,19851.61975629,85251.37760874,244061.59565614,1140310.16884441,1375253.96625223,71956.82582835
2022-05-19,1230.93262572,5690.23504131,20410.97492845,82999.14955286,239773.68557024,972140.56166768,1401556.29180211,28722.25382748
2022-05-20,1390.44143384,5451.86138901,19243.64863666,80136.2152487,236941.58704456,910027.57814711,1125959.19648132,53800.98151308
2022-05-21,1055.23320604,4302.08294524,14816.80420992,58455.83170387,182657.96279209,353024.68750133,896711.8456304,14360.98589973
2022-05-22,1019.22492994,3878.20041377,13619.28188921,57168.74377631,182082.72569766,358296.49875351,558256.76924392,14359.42863664
2022-05-23,1360.2938106,5403.18901715,20663.06497456,83508.33715113,281575.31037804,566950.56324623,1092173.02875499,59756.22080764
2022-05-24,1147.25442432,4778.68850499,18684.11671625,76624.41631039,228288.62803888,795640.60334547,1381226.07298327,57437.65375805
2022-05-25,1435.55820978,5986.53342051,21968.15202265,78348.1373633,251514.14714771,542185.92205982,977461.43862252,52387.62389406
2022-05-26,1224.05415221,5364.14654303,19701.76293465,93535.7115026,262788.14227321,644210.73216738,1264744.50091256,28718.77583659
2022-05-27,1272.62068183,5431.94524843,20008.88993092,82585.2221612,252659.61059203,885467.14849393,1455216.57233188,106402.35740771
2022-05-28,1102.93377754,4175.54947991,15192.84726245,61400.87031775,207641.15545635,584907.67373917,699462.35370107,0.0
2022-05-29,1097.62205187,3853.17531551,13581.96367732,62926.55624229,174977.59906545,396125.18671095,782276.19793085,72616.502174
2022-05-30,1580.66069979,5553.61989051,21823.95937042,88601.59763625,250576.12490943,564063.35328222,1264082.8609744,58124.371427
2022-05-31,1454.29186854,5508.37220235,21961.60250456,90917.72317006,277849.23425568,600682.45288328,3354103.35090425,149935.36963256
2022-06-01,1335.0779619,5237.05715932,20023.61862182,86703.02931184,267017.12579515,743756.76984655,2316193.20536115,83087.08500544
2022-06-02,1402.35302238,5637.37058318,20164.51509297,78237.36478714,235808.01995544,627111.24630926,1193606.19730371,91087.03568329
2022-06-03,1296.62844185,5456.1630739,19831.62819176,80312.53409585,246715.46739874,547142.01594604,968363.12527103,148428.87605692
2022-06-04,1150.01480215,3948.96610092,14230.55518062,58938.34112944,176647.58794614,284270.91038942,753202.84386627,27524.0
2022-06-05,1036.93446615,3642.13188249,13430.48512539,54407.45990605,150817.0518119,156466.66357955,915137.35291213,218637.68294614
2022-06-06,1449.24424069,5459.56795541,20717.52411661,82556.45490975,231596.38623703,376832.13899947,1187935.45637757,318378.21509664
2022-06-07,1393.83629811,5186.49349175,19614.57819025,88086.26914229,240278.42759584,623483.53850688,1014787.83343454,496721.75083033
2022-06-08,1260.89934425,5310.90880813,19619.99689504,83664.16410406,228169.8763874,499753.44069049,1023561.27064134,24526.19247746
2022-06-09,1310.07691557,4890.80658783,19028.23858231,74181.28657766,219425.70416863,440915.47081245,877377.37697979,0.0
2022-06-10,1256.54934472,5045.14815689,19046.62801863,78864.19852215,252188.3764792,606205.61778848,1408567.98422366,43074.02263954
2022-06-11,1191.47385984,4401.454549,16684.01326021,71383.66515762,228002.89268957,645489.55613889,1247178.35387475,0.0
2022-06-12,1033.96280358,3972.5781204,16240.89386551,64423.85009707,249389.68369303,480936.11480815,1533919.43679309,14357.60192492
2022-06-13,1434.66716401,6834.6747966,30575.9895414,137286.30859482,417515.56851082,1534145.24579822,5169676.33375924,652492.12877018
2022-06-14,1658.06432272,7058.58048696,27600.33252643,122293.77775037,323467.56243713,1243149.14702318,8931165.56903559,3041895.75317881
2022-06-15,1616.43476169,7292.33185953,30168.56288232,128002.29243297,336868.40887463,1391391.99343876,9381140.10591254,6408349.83838082
2022-06-16,1323.57021878,5687.70746208,23830.39803844,98076.29926468,262060.76264706,764076.92952719,7866464.38559772,4416819.83511703
2022-06-17,1254.43572284,5550.10615577,22284.99870856,91628.69142944,323260.33634628,1168766.07657018,8546228.53829364,1551232.88161695
2022-06-18,1481.50653468,6174.80059183,24095.5813069,101899.43946789,318440.13209852,1421277.41865969,7522744.24518256,1163628.98210294
2022-06-19,1154.1148941,4300.724426,16782.49053916,74089.95365013,205032.34122577,847897.79335454,3892923.48149408,0.0
2022-06-20,1212.75022931,5329.55156651,21364.9800441,89415.24251251,264874.02406314,794266.19522252,3221404.7006092,25500.0
2022-06-21,1377.29566964,5875.15668444,21725.97676114,96118.59765318,275824.5310425,873524.41117271,2900928.41672488,0.0
2022-06-22,1345.82915761,5913.47415102,21918.9297108,102196.53709362,243023.97869715,775438.96386878,2081097.8454392,14305.51095298
2022-06-23,1310.27506621,5755.2974843,20645.16100102,99572.87049172,233476.40270225,619023.82397163,1953372.38410373,0.0
2022-06-24,1331.8868321,5815.75378117,20350.5791799,90832.49289623,225434.39385385,721727.17762034,2588905.74445276,0.0
2022-06-25,1181.02949311,4355.62128455,15855.2071707,71801.6224578,190444.09532009,371420.34051103,1113257.36404839,0.0
2022-06-26,1111.13943607,3790.801838,14207.73173373,67022.39888399,166713.85249467,272953.02979442,845852.09200291,0.0
2022-06-27,1444.43428388,5751.63121016,21043.45237445,91558.98584521,211733.54580507,585240.38015718,1942911.54924093,119970.10629332
2022-06-28,1355.15603156,5846.6365679,21739.32713983,93671.76028873,198985.37422803,516951.86218052,3145501.60030705,0.0
2022-06-29,1391.03872691,6580.47450226,24256.2577325,115458.75128352,206947.32553793,733386.7471824,3537712.03437752,0.0
2022-06-30,1467.24713623,6404.67143066,24353.98128291,106026.57078499,234046.17553573,1063625.45347802,3254135.58521546,32395.7535463
2022-07-01,1307.59500593,6390.2896866,24435.26339897,108091.57408799,251221.06623572,882696.78393411,3672462.80973132,44325.50579917
2022-07-02,1285.29457982,5679.60351514,17965.15360061,81481.29192552,198933.79439955,678641.55860277,2325213.66831689,10195.58244101
2022-07-03,1069.14977805,4546.57138353,16159.04154551,65951.53077711,174127.52890552,679670.14863771,2395215.12166579,0.0
2022-07-04,1318.62748957,5615.35792857,20934.35822393,91600.68644113,212151.97000197,594154.71380603,2709119.10812119,16455.29855563
2022-07-05,1245.56223919,5439.06774475,21141.63552953,91062.9918661,230195.05959723,800365.58816784,2505557.58315911,0.0
2022-07-06,1497.83822092,6273.43412522,22722.37453711,100931.97649101,233986.7551878,761396.03953813,2194748.73252587,43338.71260115
2022-07-07,1637.14528021,6846.39047822,24261.15227767,107973.61258556,225194.87627872,664964.57979082,1609275.55598802,0.0
2022-07-08,1433.12937614,6220.92696507,22682.65275405,97157.17425355,220695.0970898,744382.78245935,2638851.36468813,10972.0
2022-07-09,1188.56327928,4496.79373806,16915.11953193,71561.36524883,186595.65786196,407944.10421735,1663216.43673701,50620.22055138
2022-07-10,1104.55502884,4050.46936296,14757.84301021,58262.54565714,157020.67099614,376944.92249206,1188831.08129187,0.0
2022-07-11,1183.80127139,5005.1029531,20200.59344143,77875.28020155,178992.37707812,769541.93654359,3566682.87384076,10499.9999961
2022-07-12,1451.19402618,6627.45444732,23492.02525137,95142.63685426,216883.26151782,678847.12495522,3583023.20031915,0.0
2022-07-13,1035.2301321,4542.4136444,18466.45638296,91456.25198695,206171.35656098,512372.37206461,4490776.09017562,0.0
2022-07-14,1558.14862928,6846.4691864,24864.86754554,105693.08309613,240385.30944952,689346.0035322,2109163.51769564,0.0
2022-07-15,1480.12502122,6663.41790443,22498.57937852,100312.08287454,188633.82117965,717128.94296602,2548829.8803012,24182.11357599
2022-07-16,1229.35902301,5052.65391554,17728.87607477,76616.38995995,163601.08863967,337976.43484628,2097224.64625137,28726.47752926
2022-07-17,1172.75683643,4237.54780809,14753.4237645,66626.01965144,174819.23826927,208442.55309604,1238579.878649,0.0
2022-07-18,1307.90955771,5509.30321991,20904.28942694,93003.38539012,233956.11755797,535047.83846583,2418599.61279985,0.0
2022-07-19,1564.14334866,6525.68380639,24045.74937718,105899.11213484,270867.12731971,661882.52135747,2240711.38036436,14192.05441864
2022-07-20,1435.77894455,6308.75963814,22316.36095831,107590.86991278,235829.74241911,754750.36617168,1410477.40026108,34496.722659
2022-07-21,1578.19398399,6228.97950892,22687.5554133,95436.46103111,215857.8767267,663156.48163144,2754102.40410074,0.0
2022-07-22,1271.31754154,5556.95949275,20565.75033485,92327.29369446,212072.9091511,609164.42431499,2147984.72765569,147820.12096572
2022-07-23,1220.44719584,4539.96279502,16563.7022014,74369.73153976,157591.16356538,569203.44870163,1793000.91544898,36837.22033923
2022-07-24,1124.61853141,3881.29370631,15067.6665545,61971.44319756,141951.85647207,347957.40504599,1089682.89536965,37227.20809342
2022-07-25,1408.12403916,5861.25514582,20845.61899477,89890.27168638,184828.26891868,625823.29399738,2774242.79416701,49501.76123775
2022-07-26,1542.1054701,6068.55900102,22014.86211646,91657.91455423,184650.51010832,619772.88246542,4207314.18359642,76179.51618944
2022-07-27,1385.6784852,5650.73519392,20771.72404542,102129.25046215,187647.23853549,612175.64307752,2782458.93204902,36489.65903469
2022-07-28,1629.31625387,6743.28557677,24416.7748195,103198.78376925,223874.35359386,576138.70304381,2204992.31265753,36167.03340904
2022-07-29,1434.139319,6367.79295444,22682.2552519,98859.15728381,227599.83652119,581657.11828349,2461924.81855314,23924.59703929
2022-07-30,1193.89078325,4625.74223274,17256.72907736,68349.02124498,173689.75058749,430326.75843666,1097182.88704746,11938.20993801
2022-07-31,1155.21826367,4152.38937095,14050.93557086,62865.51951485,159894.74649125,329259.66066976,970748.85493807,23776.63287808
2022-08-01,1412.40429101,5695.6125825,21807.2624953,92742.31131244,213930.40474493,545599.54142226,2521447.31268772,48307.84073624
2022-08-02,1372.37280274,6051.05274638,21213.88486306,91213.65787227,256585.22072715,554285.64206634,2881112.8466017,35546.64428632
2022-08-03,1503.17139046,6725.55537154,23238.22246482,101636.69058478,213021.88992983,643630.99468338,3332159.56914333,23492.37783033
2022-08-04,1430.4504939,5744.43860199,21425.60943657,91018.07256048,212062.33500028,609644.04633449,2706202.37178508,57256.21632541
2022-08-05,1349.20571638,5979.88614883,21768.35202307,93081.1258159,206992.25268272,524286.24773782,3551231.40617905,23500.38574939
2022-08-06,1420.45637518,5042.49849554,16107.77202299,72439.69524592,169854.66370281,301617.13421452,1797711.58461958,11753.9583431
2022-08-07,1117.91861435,3808.43234703,13981.43829047,59607.7344678,151061.7234636,176729.45311148,812901.37041387,25399.28046437
2022-08-08,1329.06531237,5609.40029051,21211.69971634,90226.70781525,188782.27391097,621780.98982493,4567793.69083689,38009.81200735
2022-08-09,1476.47131764,5967.6196078,20625.93228104,85246.54713067,213370.89380468,563698.40824795,3066011.56748236,25251.02186746
2022-08-10,1436.80374111,6096.83629639,21649.3798191,87741.43496926,195130.91385882,633565.20248675,3735922.54352333,25179.80158923
2022-08-11,1467.05477411,6047.35393654,22504.46427172,92373.07983527,217262.67427208,621004.08309233,2835634.07956,25144.25617195
2022-08-12,1462.72483843,6197.32284004,21875.93953209,88083.37399965,197511.76080231,481157.00914529,1698794.69038855,59959.94734878
2022-08-13,1249.95684598,4796.76711481,16661.39430683,67585.87833569,184788.37338781,323873.37903059,1153819.64401669,12434.20206295
2022-08-14,1270.09575299,4135.95179705,14068.56960313,58155.038012,171029.75945713,264974.88419194,692856.99852298,24867.42023646
2022-08-15,1326.71768214,5312.39030734,19372.17202841,84998.43713995,220494.24839632,544283.77206017,2546063.25855838,24836.86827252
2022-08-16,1496.7355472,6073.03339524,21086.49172549,92025.345917,186587.42225748,561119.76433108,2391700.72866015,29004.85410854
2022-08-17,1276.99829923,7351.81857051,20185.20765247,89943.46128065,230175.48757313,598318.64526953,2513542.09148365,24662.99399929
2022-08-18,1612.71257003,6316.58755378,21652.0376331,92973.37791635,239047.25794265,515838.41190455,1569395.28654165,24575.63564696
2022-08-19,1540.68502877,6266.33847621,22794.50932176,100862.4004938,234217.05495357,726856.03741846,3411243.23084561,35521.56434546
2022-08-20,1255.10682226,4616.35011968,16465.2937623,66083.75076507,171480.93884188,500370.01288602,3465944.27554849,24432.28664607
2022-08-21,1177.06369955,4353.66645847,14762.55781272,63360.51622068,149999.20612499,319201.31704231,1669983.45927532,12207.43876339
2022-08-22,1346.91773968,5681.69398935,20418.52375751,81884.52746765,215162.60081043,460520.64451647,4329995.09077579,24444.38728318
2022-08-23,1512.72090754,6183.08666242,20342.19634828,90310.32416272,217722.83383672,479019.87716604,4319123.77670735,42884.66572496
2022-08-24,1376.250809,6408.78894251,20689.1316212,88314.62853925,194026.1161175,492714.54216826,2762182.51763307,36258.45355602
2022-08-25,1429.84900117,6121.10510043,20758.67035997,89497.20761187,221387.48879059,531405.40796518,2352234.19109305,28625.7503856
2022-08-26,1484.69418262,6290.95069126,20858.6235988,97142.88605454,220176.97626924,524649.41687186,2010258.47566052,23873.74714259
2022-08-27,1358.0475999,5164.00923506,17251.96448511,76150.56770587,166763.37908593,606043.27597284,2055103.30638312,69098.86498872
2022-08-28,1219.68173202,4911.70566548,14486.59996915,66014.50454662,164300.96651709,261014.59367184,1265072.87522877,23899.79272364
2022-08-29,1479.96288501,6136.54950466,20657.78499108,90012.92778062,211961.16016534,511807.71517742,2824237.60878555,35780.58063781
2022-08-30,1504.77430859,6255.86448907,21610.08711158,93830.47123076,193453.98092275,556167.11575237,2518338.45397935,56967.60835063
2022-08-31,1478.84424385,6482.49913073,21785.81887831,96474.38599213,204327.14343191,556725.18929055,3248051.31164364,105880.96959631
2022-09-01,1469.64434063,6328.00187711,22249.79790027,95198.79074946,225940.76940692,540164.92486159,3266966.08049342,38144.5129349
2022-09-02,1453.55154887,6719.12397653,22140.10274175,91367.7222022,206680.90678321,568975.8388269,2999860.33382892,14127.76587717
2022-09-03,1530.4733022,5579.31176833,17621.10730156,74970.38481958,169579.56896175,292185.11280625,1357839.73410519,51685.04057954
2022-09-04,1217.45184303,4560.28015851,14477.11147616,59156.26329481,129238.73106494,269173.99839232,2017862.15019973,23608.74335172
2022-09-05,1481.71836296,5827.7876074,20647.27275005,77599.76627113,195982.95986308,292257.81318328,3741601.84536282,23598.9405526
2022-09-06,1374.30846954,6341.19697174,21912.90970786,91699.63957993,246091.03581641,648223.52706465,5356795.90576374,60130.73107868
2022-09-07,1484.99983902,6507.54184297,22390.80766655,98221.81288368,274581.02748558,809534.34736796,4510711.87561751,68470.44892523
2022-09-08,1354.96524763,6477.33598052,22101.81523222,91511.0697682,245036.63502851,789840.28547338,3744504.01189869,33823.22753817
2022-09-09,1669.95924813,7235.71273177,24022.66840062,99828.37889653,229989.37936595,791408.23493959,2931630.01560448,45062.56472162
2022-09-10,1423.91073645,5456.271205,17901.66590301,69880.25490255,177538.60477683,598443.46557141,1438489.3647807,22482.11296301
2022-09-11,1390.02656146,5070.78958028,16111.23676467,62052.36974882,178727.83806242,335559.19599596,697893.78323567,11212.36675586
2022-09-12,1465.53876728,6325.70541305,21981.64274651,92838.71317481,229895.23873007,657898.02239581,1379511.32290116,33601.15532714
2022-09-13,1307.54351828,5957.53565996,21525.40921569,95022.83996546,261311.65233427,739020.70227739,1695577.89768684,33660.43103568
2022-09-14,1499.50206312,6310.70551916,21706.18325706,94814.44020221,236090.6493077,933393.17737374,3228297.21816858,52222.67052726
2022-09-15,1490.98319538,6605.30758339,22250.84016208,99059.81485112,219366.02111019,714487.94651045,2974297.19617383,31669.02404369
2022-09-16,1405.00241279,5919.55730227,21465.10224027,91642.44010316,222945.12553658,539377.44814244,2213203.76569332,22055.00696749
2022-09-17,1536.89208537,5677.75396885,17474.84858619,75497.25084541,176395.61543837,327255.22623587,1257324.07902378,0.0
2022-09-18,1243.54322832,4746.93582286,15835.68213093,64027.80057338,165205.98255421,262852.97200629,1433631.36855467,11041.97607707
