date,timestamp_utc,0d ~ 1d,1d ~ 1w,1w ~ 1m,1m ~ 3m,3m ~ 6m,6m ~ 12m,12m ~ 18m,18m ~ 2y,2y ~ 3y,3y ~ 5y,5y ~ 7y,7y ~ 10y,10y ~
2020-12-31,2020-12-31T00:00:00Z,135546.09664494,2722784.66750628,25105409.72224333,109297894.23270988,160685238.85218507,406195652.4841017,526800724.9445973,685018342.3258742,2142976280.5107048,2982197123.9672422,1759298352.162384,4392918478.390572,7596748548.645321
2021-01-01,2021-01-01T00:00:00Z,167143.13930789,3329621.16748756,25356008.63018976,111257097.38107656,156266685.85677645,404584863.1458036,526218823.0851603,684369836.9304962,2120839728.9338944,2998533345.187204,1756945773.3290038,4396291302.552874,7600473059.82973
2021-01-02,2021-01-02T00:00:00Z,83895.72606975,3949567.8425891,25878807.65205001,113145467.8394518,155647290.56665695,402979480.2706069,525219383.56284046,674652536.7864928,2087717132.3373325,2998949687.556154,1746854223.759085,4406591409.362862,7604979222.081266
2021-01-03,2021-01-03T00:00:00Z,121179.77555329,4326209.93235291,25360265.22566277,114132265.78018224,154609641.54761985,398894942.44068974,519535349.7431183,676202254.7310232,2071643805.8546505,3008478387.1992874,1740403694.6544862,4412612902.147368,7602478221.808644
2021-01-04,2021-01-04T00:00:00Z,150676.59300625,3954896.04591015,26938798.65651714,112498482.29218346,152657793.87539235,400390226.7987832,514916463.1743803,677743975.689869,2063763484.2458704,3008104182.6331906,1728218195.759714,4397284934.398392,7605377809.390002
2021-01-05,2021-01-05T00:00:00Z,136655.13416816,3740587.16473111,28936132.0912948,109363631.00964476,150140443.08190644,401820406.46065146,513695730.7142711,675862157.6534573,2055842543.726169,3015045799.8066587,1726675881.317084,4399003860.992531,7608314021.995502
2021-01-06,2021-01-06T00:00:00Z,160719.57888817,3600575.13578501,30388098.1042708,106439940.8876422,150485318.38464898,402171823.0542949,501792856.8226844,687376539.0575529,1991869905.8251488,3071426375.386801,1723627248.6010604,4400242185.950355,7612269928.406512
2021-01-07,2021-01-07T00:00:00Z,149686.78916932,3896679.80421897,30744093.8513243,100935266.38239372,152889733.20857254,397526406.2303768,487473428.166207,696876813.8312153,1983006428.2809248,3072899252.089101,1722287885.4041755,4397013147.128719,7615871327.305306
2021-01-08,2021-01-08T00:00:00Z,179048.56966184,3624256.12169469,32241710.27388597,98667581.00938185,152315421.19966632,392489252.5055943,486280336.366221,695576065.1558682,1974459331.5358708,3075155719.705904,1719172720.882364,4397553839.677007,7619847586.727425
2021-01-09,2021-01-09T00:00:00Z,138251.05003603,4064333.32373914,33594538.96199186,98080060.77653858,150337541.99172938,391975827.2765208,479139443.605844,694840379.9064412,1970086861.517872,3077894796.004044,1703114532.5363643,4408080969.190564,7626507369.649943
2021-01-10,2021-01-10T00:00:00Z,71535.36550639,4655639.45364903,35529839.96001642,97517097.66324893,149277650.10370943,393413493.4328799,478275354.04174304,693728467.8582563,1961739517.6419084,3083853274.047998,1697444652.5563295,4405099012.122138,7633975916.575007
2021-01-11,2021-01-11T00:00:00Z,85262.35393735,4489581.11484876,37417573.39708095,93623684.86583889,151440249.7081521,391276432.4657376,475460441.8682504,696258784.5307516,1945447734.2392216,3093913752.963292,1698782226.9073584,4400064069.858941,7639537666.039786
2021-01-12,2021-01-12T00:00:00Z,110215.24072699,4416786.91227388,35832538.7794403,96519778.34142686,150985727.0118323,392402183.8791069,473545848.3951113,697571930.5747019,1940344693.7838228,3096287120.185898,1698634759.361524,4395571057.317959,7648624939.087564
2021-01-13,2021-01-13T00:00:00Z,105500.65539745,4396522.60251823,37945737.34278237,96791516.85926044,150592378.83007345,391820757.2310799,473418349.5091669,690971151.5148063,1944407903.775664,3099519490.769617,1699334903.746436,4392845697.69161,7651867292.647473
2021-01-14,2021-01-14T00:00:00Z,120564.50184897,3596824.13832789,39992445.5755448,97395209.54316376,152036996.62476274,387707756.9763858,459996537.7375154,652177679.3461418,1992634712.715659,3104057543.0048413,1690226790.8377848,4400789028.598063,7656493339.986856
2021-01-15,2021-01-15T00:00:00Z,98263.2789809,2988850.54808358,42206944.81668996,99030292.79756276,151833417.5490857,386245956.6347026,454239803.5364285,645158515.0030459,1993337929.311932,3111181333.4526634,1688598583.8966732,4401583201.461952,7660391099.987692
2021-01-16,2021-01-16T00:00:00Z,58171.31743406,2803590.25767149,42174586.86175649,103254740.4609674,152217054.19811574,385077992.35406274,455078445.92337024,642587654.3427569,1973096170.687576,3131981270.0011287,1690439403.367124,4402351085.110516,7663971369.556691
2021-01-17,2021-01-17T00:00:00Z,56858.85158914,3011211.95654936,40924514.45138227,104883281.92487626,155608287.3553523,380242469.3398343,459935731.8465057,642418880.3246619,1968704550.6428444,3137865931.840491,1685351495.430437,4406145880.117341,7669087663.766813
2021-01-18,2021-01-18T00:00:00Z,73328.5508499,2834167.62474502,42741604.90809318,105847873.0604398,155069778.2108455,379475200.97508425,460146703.2109515,642043050.9582715,1958843298.960195,3147556592.7263885,1684061366.9661498,4407109176.281445,7673395092.941014
2021-01-19,2021-01-19T00:00:00Z,102825.78365092,2383212.82071812,43614451.92500065,105335058.91955344,157343135.7954607,379981552.5106537,447142062.5404101,654914382.2572316,1953232061.5542111,3152587382.5961213,1683252465.0182326,4406661352.638169,7677632469.729108
2021-01-20,2021-01-20T00:00:00Z,89021.84665322,2212728.6860207,44501437.8069537,105595920.95705985,159404606.24652657,380601073.8169407,446782002.7319688,651621972.9547284,1954613920.2687016,3155929186.367867,1681311857.9398882,4407162629.569749,7682382311.005864
2021-01-21,2021-01-21T00:00:00Z,82271.62332448,1819946.16479933,43470430.55083894,108421352.68846498,160339407.45041922,379966471.5593146,446644591.6819024,643142806.3770468,1959238843.780903,3151792532.041272,1687017865.419545,4412595035.34518,7686025243.947213
2021-01-22,2021-01-22T00:00:00Z,90843.79701469,1753453.71907831,42135986.45111747,112887043.82067682,161238272.11485985,379737970.7822859,447095639.2680247,644379766.3839201,1952345244.7187395,3155367053.0956087,1686864039.4891891,4412947920.916167,7690131778.900207
2021-01-23,2021-01-23T00:00:00Z,71132.50383014,2189960.92011236,42403342.08239341,115824898.83655035,160557319.7514403,381267616.62084144,448458854.6026251,644745791.8137201,1949958031.7050133,3156945567.1052523,1688892710.0085711,4411431495.261026,7697445689.169971
2021-01-24,2021-01-24T00:00:00Z,40034.10433841,2545186.60208817,44258106.45186692,113184631.30138215,164380701.61190745,383385335.21463513,448998839.4130808,642576628.4264479,1949540661.9138925,3162058663.7604165,1687979597.6785038,4413861084.273488,7700517390.537722
2021-01-25,2021-01-25T00:00:00Z,61934.83972578,2558761.21820326,45652485.11950223,114449532.45686716,162930050.94001168,387134324.6553178,449010893.5561474,642982676.7870815,1945672446.8238745,3165732154.822848,1687690021.408926,4417754529.444405,7700013826.81012
2021-01-26,2021-01-26T00:00:00Z,74930.06398162,2038574.82498655,46864277.39628338,115845323.1416962,162286877.33817163,390334283.7408624,447266047.26699287,645962353.0333551,1943953077.9168017,3170030416.721481,1682903825.9491053,4418425554.192722,7706536823.48733
2021-01-27,2021-01-27T00:00:00Z,98492.32901413,1640327.1568365,44234975.40997459,120166415.67402384,161889548.48283064,389882772.4878387,447321338.8498728,646627999.5209547,1913988956.70557,3174068745.919847,1681602468.8328214,4420337939.527629,7710494168.86261
2021-01-28,2021-01-28T00:00:00Z,86082.12293682,1467541.80708106,42213894.94494328,124175953.0611934,161029734.28026164,389127230.6358432,449568593.4772349,646604115.4035149,1902852764.0486493,3184205843.5963035,1676136963.206406,4422387797.87328,7717315069.408428
2021-01-29,2021-01-29T00:00:00Z,107666.82670456,1328122.85699643,40573062.78080186,126564932.29201116,161037038.57327893,386857949.5163461,449933066.5468885,645575136.879757,1893566334.06207,3191389544.0820413,1676108292.280367,4419966144.126914,7724905698.934223
2021-01-30,2021-01-30T00:00:00Z,100142.90807317,1645641.97185922,41064892.92771097,127881986.5369456,149695210.16040617,399421799.9958781,444936845.0693389,650095183.5263897,1890440489.0712304,3196588216.6589813,1675421408.393989,4420138112.052103,7728814503.201207
2021-01-31,2021-01-31T00:00:00Z,60116.87157491,2108126.61754322,38462623.38424439,132229494.45360598,151258062.283492,400967277.44330335,436119162.9386755,655841405.1989303,1876675473.1687129,3205375549.7774253,1673481668.0759928,4420301896.8321085,7732783450.681366
2021-02-01,2021-02-01T00:00:00Z,87283.74334593,2156363.33962111,38247491.97217058,124268226.25215302,162229432.28222212,402032223.884733,431117155.1268593,662217573.6970801,1873761043.1800764,3208680558.4206867,1673388640.7466478,4419829547.6360855,7737944655.527536
2021-02-02,2021-02-02T00:00:00Z,94360.67909049,2315481.77684663,38256208.05256239,125288797.47707416,162039742.72889504,404024833.423144,431092520.102652,663317752.1735965,1869464545.026057,3215475915.902257,1672219548.700598,4420145985.611658,7743295452.5344925
2021-02-03,2021-02-03T00:00:00Z,79397.24681985,2311877.2741792,36817268.12524605,126908829.69518448,163417877.3068603,406568212.4904747,430828135.4474396,663157153.650461,1834759913.412248,3249541657.253771,1646359593.771151,4446019952.288734,7748185698.366586
2021-02-04,2021-02-04T00:00:00Z,103248.1064369,2140045.39775801,35050773.8258855,129236173.1017786,164509646.97580075,406496560.0012794,430083880.9866464,663631090.6714817,1825736077.507752,3256960954.6833763,1644196510.8031054,4446568851.539798,7753102597.751863
2021-02-05,2021-02-05T00:00:00Z,107820.6631488,2083676.0254717,33446945.05525117,130579960.01040313,165425609.66110513,406934938.4245195,431108202.62041086,659850313.5633731,1811300973.0033257,3267564975.1486216,1643401046.522058,4445421786.995935,7759205627.464007
2021-02-06,2021-02-06T00:00:00Z,79313.04863474,2002155.79201986,31094552.22832348,136126954.04561716,165034693.08679795,406998625.9372455,432202456.4077024,659668649.9868572,1807333882.612361,3271761732.8895144,1642526386.9972153,4446860057.630957,7763534239.102905
2021-02-07,2021-02-07T00:00:00Z,57222.65299464,2308159.42438869,27436938.60569647,141254616.32581985,165918555.402354,408660037.7676076,432294252.1531281,659725311.7944666,1794098080.563887,3284401152.433105,1645410817.3118377,4420497615.351492,7775454239.521032
2021-02-08,2021-02-08T00:00:00Z,82518.24976461,2090366.41597923,25305115.73387589,144764558.63212204,166820409.31034636,407506051.6478549,431780713.0904914,659859262.3538755,1792018143.1488369,3286256736.541376,1645690840.4434178,4415238356.03471,7780086684.556489
2021-02-09,2021-02-09T00:00:00Z,162974.12416699,2151138.16221056,24436893.18265624,141591806.91974974,166833769.97113183,405247769.4350981,432880630.6475377,659673725.6338075,1788478106.2153027,3284635149.7184243,1646245770.7997065,4413055595.71167,7784830809.551404
2021-02-10,2021-02-10T00:00:00Z,146890.19394001,2488389.80866485,23435587.9711485,140698064.23174772,166913926.15168762,404756643.21856827,431669860.9128621,659299123.2857506,1785036295.7934675,3288956613.2876825,1645926296.8688085,4412579802.199191,7789763848.622263
2021-02-11,2021-02-11T00:00:00Z,107247.22174967,2544798.64754302,22882562.88934806,142414074.66095686,167422620.1770137,404973204.9129908,430468943.8458908,659384541.2130873,1785178297.3356311,3289637493.3441257,1645749566.0681164,4412077569.007866,7794336258.253292
2021-02-12,2021-02-12T00:00:00Z,112507.02332058,2479752.41464122,22764184.6867439,145326830.8889356,165223884.92290384,403695292.30300593,433254781.7616534,658373352.2440588,1779165620.80768,3295168815.103376,1645048785.8083398,4404583007.129829,7805336035.814863
2021-02-13,2021-02-13T00:00:00Z,66498.91298984,3014776.96902695,21621844.28968237,149487919.74214134,163098766.8427085,406549795.9381606,434414978.7928757,657232660.9438307,1778328968.4681983,3288016800.390409,1655057972.6907425,4404083638.703895,7810586909.772128
2021-02-14,2021-02-14T00:00:00Z,51636.86503246,3436667.47803246,21422212.53264172,152651070.08651155,160969908.27607754,410208283.5875094,433130114.4290399,658754452.6266482,1774565935.1847415,3292164801.410756,1655823702.298241,4401985978.0413,7814041467.886158
2021-02-15,2021-02-15T00:00:00Z,168811.37659763,3492680.48208003,22022680.73980511,150180870.03259557,161889616.6508506,412121163.0655365,432515464.0466285,647042458.7499073,1782382757.736039,3297965504.045805,1653483436.402298,4401552463.22116,7819484276.702349
2021-02-16,2021-02-16T00:00:00Z,71339.23748637,2692849.64761445,23800340.97298222,151043278.49095294,162339596.62092897,413879911.3869241,431395418.5510073,647973916.8177108,1781642146.0632963,3295304882.3790545,1652913837.8070838,4401557880.646928,7822785689.997231
2021-02-17,2021-02-17T00:00:00Z,103867.038364,2342805.93553847,23846487.49958205,152316340.27797335,162478177.60303694,414436972.38740313,430622691.2113381,647670343.5002663,1779864961.2725234,3293958983.535405,1653305763.606675,4400804946.919923,7827874679.066658
2021-02-18,2021-02-18T00:00:00Z,88126.14342416,2220453.94004923,22450382.33561421,153224930.95633802,164328402.07267514,412968887.8510677,430810064.18427056,647007738.4611927,1775310035.9334571,3296251667.555972,1652596317.2131329,4397763244.779622,7832468907.206469
