date,Average Dormancy
2023-12-09,9.5698523
2023-12-10,8.68627282
2023-12-11,11.95726082
2023-12-12,20.77119259
2023-12-13,7.3148091
2023-12-14,5.8455526
2023-12-15,19.49814666
2023-12-16,14.81619847
2023-12-17,6.34577814
2023-12-18,22.60685219
2023-12-19,13.72496525
2023-12-20,14.20726787
2023-12-21,10.78194155
2023-12-22,19.61958466
2023-12-23,14.48939053
2023-12-24,36.29556398
2023-12-25,9.66677296
2023-12-26,10.00151624
2023-12-27,72.86848151
2023-12-28,13.07082541
2023-12-29,38.36409808
2023-12-30,14.85154359
2023-12-31,10.1197044
2024-01-01,7.20035731
2024-01-02,13.96804488
2024-01-03,12.54942797
2024-01-04,64.39413201
2024-01-05,11.22855368
2024-01-06,6.75403491
2024-01-07,8.09980044
2024-01-08,10.05952744
2024-01-09,11.61447894
2024-01-10,8.26279444
2024-01-11,9.87091693
2024-01-12,8.57577943
2024-01-13,5.76072701
2024-01-14,12.03001219
2024-01-15,9.19556671
2024-01-16,113.69706419
2024-01-17,20.85319926
2024-01-18,19.36925284
2024-01-19,17.63224276
2024-01-20,5.98497515
2024-01-21,4.52212185
2024-01-22,23.76113043
2024-01-23,22.99433767
2024-01-24,52.0796775
2024-01-25,25.91838814
2024-01-26,15.57473003
2024-01-27,7.6781406
2024-01-28,6.61620092
2024-01-29,15.05312905
2024-01-30,19.23873348
2024-01-31,14.59351137
2024-02-01,10.56907546
2024-02-02,15.50295196
2024-02-03,3.5319803
2024-02-04,12.59243877
2024-02-05,13.64202669
2024-02-06,28.86624903
2024-02-07,11.47796154
2024-02-08,8.77366795
2024-02-09,9.41930815
2024-02-10,9.36311256
2024-02-11,9.85191814
2024-02-12,14.33035575
2024-02-13,10.02817993
2024-02-14,19.35240586
2024-02-15,14.92895709
2024-02-16,15.49050993
2024-02-17,10.00458191
2024-02-18,8.80840964
2024-02-19,49.44561105
2024-02-20,9.23881354
2024-02-21,12.86900201
2024-02-22,21.98117988
2024-02-23,18.89731587
2024-02-24,8.58411965
2024-02-25,9.00528647
2024-02-26,11.64789462
2024-02-27,15.05415799
2024-02-28,31.44370503
2024-02-29,22.79637665
2024-03-01,56.89080214
2024-03-02,10.58262814
2024-03-03,11.76617878
2024-03-04,23.00829145
2024-03-05,27.16508631
2024-03-06,48.85195369
2024-03-07,26.9912751
2024-03-08,24.85513029
2024-03-09,15.38749117
2024-03-10,28.23307929
2024-03-11,20.57079542
2024-03-12,15.18255531
2024-03-13,20.2069578
2024-03-14,29.3477389
2024-03-15,14.59878427
2024-03-16,11.55128105
2024-03-17,53.98408368
2024-03-18,17.31236562
2024-03-19,11.98202275
2024-03-20,13.0750508
2024-03-21,29.26297907
2024-03-22,42.82515031
2024-03-23,227.68402914
2024-03-24,23.49854321
2024-03-25,56.05822837
2024-03-26,22.24524419
2024-03-27,12.10925252
2024-03-28,42.21307011
2024-03-29,9.65666031
2024-03-30,11.11624325
2024-03-31,17.79196247
2024-04-01,57.47011796
2024-04-02,24.85542918
2024-04-03,11.02347549
2024-04-04,11.09246958
2024-04-05,6.33856345
2024-04-06,12.19810026
2024-04-07,9.57601405
2024-04-08,9.76020528
2024-04-09,14.20033891
2024-04-10,10.11356211
2024-04-11,8.04348322
2024-04-12,11.64734696
2024-04-13,8.06079488
2024-04-14,9.88664157
2024-04-15,10.53046855
2024-04-16,23.90095229
2024-04-17,8.96186412
2024-04-18,21.26177303
2024-04-19,14.46494915
2024-04-20,6.73915079
2024-04-21,7.32207134
2024-04-22,8.20985363
2024-04-23,11.14462316
2024-04-24,28.52478966
2024-04-25,11.22217793
2024-04-26,9.40093273
2024-04-27,16.19712956
2024-04-28,12.54116432
2024-04-29,11.64873903
2024-04-30,15.86509661
2024-05-01,11.00866915
2024-05-02,10.80632484
2024-05-03,13.33919625
2024-05-04,6.71380744
2024-05-05,5.7147507
2024-05-06,14.64070454
2024-05-07,6.98895574
2024-05-08,10.90383596
2024-05-09,7.47865842
2024-05-10,6.64585385
2024-05-11,10.60175615
2024-05-12,17.35478483
2024-05-13,9.11042095
2024-05-14,14.12060611
2024-05-15,49.30504474
2024-05-16,8.5122127
2024-05-17,9.56938044
2024-05-18,6.24882396
2024-05-19,8.93202077
2024-05-20,11.70601543
2024-05-21,11.09359691
2024-05-22,22.78981861
2024-05-23,18.82756675
2024-05-24,13.80558199
2024-05-25,7.04533351
2024-05-26,13.25417042
2024-05-27,18.50037854
2024-05-28,502.97117674
2024-05-29,9.11837827
2024-05-30,12.34568731
2024-05-31,7.39713966
2024-06-01,9.40540775
2024-06-02,8.08794743
2024-06-03,18.08508881
2024-06-04,10.88237195
2024-06-05,10.55201195
2024-06-06,24.60504062
2024-06-07,11.20004755
2024-06-08,11.10748154
2024-06-09,10.83524715
2024-06-10,9.30982793
2024-06-11,55.80304185
2024-06-12,15.77687506
2024-06-13,7.59771021
2024-06-14,9.29203597
2024-06-15,20.8706007
2024-06-16,5.43563389
2024-06-17,13.56150033
2024-06-18,7.43560784
2024-06-19,8.45233828
2024-06-20,8.74827883
2024-06-21,16.17885028
2024-06-22,162.32177054
2024-06-23,9.98247015
2024-06-24,20.33831308
2024-06-25,11.43970643
2024-06-26,14.4504905
2024-06-27,36.89290652
2024-06-28,12.72920803
2024-06-29,5.51519681
2024-06-30,10.11090637
2024-07-01,12.96995091
2024-07-02,9.1069677
2024-07-03,34.98099052
2024-07-04,17.37460382
2024-07-05,43.53367232
2024-07-06,7.13101277
2024-07-07,12.0364949
2024-07-08,6.07953261
2024-07-09,24.9559196
2024-07-10,19.09417154
2024-07-11,5.71863232
2024-07-12,10.95856334
2024-07-13,6.51005226
2024-07-14,11.83935087
2024-07-15,10.69695681
2024-07-16,7.53960508
2024-07-17,12.02272481
2024-07-18,29.21898335
2024-07-19,36.5330138
2024-07-20,6.18291946
2024-07-21,6.75029521
2024-07-22,9.10033458
2024-07-23,61.23855223
2024-07-24,11.78149028
2024-07-25,23.73569439
2024-07-26,10.56887988
2024-07-27,14.52022367
2024-07-28,12.76981252
2024-07-29,17.85193311
2024-07-30,51.12353646
2024-07-31,7.05637008
2024-08-01,17.74351239
2024-08-02,7.27276478
2024-08-03,15.66443427
2024-08-04,11.23401832
2024-08-05,25.95302235
2024-08-06,5.99681342
2024-08-07,18.18704194
2024-08-08,7.97991131
2024-08-09,10.49821654
2024-08-10,30.81895732
2024-08-11,4.93236749
2024-08-12,8.7605715
2024-08-13,7.94826219
2024-08-14,5.75265337
2024-08-15,10.60503235
2024-08-16,8.31234343
2024-08-17,5.83515634
2024-08-18,7.24945856
2024-08-19,8.89059974
2024-08-20,8.83309673
2024-08-21,11.27378883
2024-08-22,8.42644156
2024-08-23,10.44553187
2024-08-24,6.60502858
2024-08-25,5.12413972
2024-08-26,7.71932
2024-08-27,18.28622607
2024-08-28,6.82081171
2024-08-29,52.59967955
2024-08-30,7.00585168
2024-08-31,17.84140963
2024-09-01,2.84128775
2024-09-02,5.5503291
2024-09-03,8.64115187
2024-09-04,10.64482907
2024-09-05,7.57570691
2024-09-06,13.60136322
2024-09-07,4.07675251
2024-09-08,3.46620308
2024-09-09,13.09923956
2024-09-10,7.33511839
2024-09-11,5.44554657
2024-09-12,5.90284499
2024-09-13,13.23430415
2024-09-14,4.53486506
2024-09-15,7.66145964
2024-09-16,13.56547996
2024-09-17,8.35766405
2024-09-18,13.96201095
2024-09-19,9.36173114
2024-09-20,14.38276984
2024-09-21,9.57819962
2024-09-22,8.35592809
2024-09-23,14.96787395
2024-09-24,8.40163237
2024-09-25,15.04296185
2024-09-26,19.25730427
2024-09-27,10.44288353
2024-09-28,10.32185669
2024-09-29,6.84492437
2024-09-30,8.55938467
2024-10-01,5.63972312
2024-10-02,7.68001093
2024-10-03,8.84788121
2024-10-04,11.15438067
2024-10-05,7.19105791
2024-10-06,5.87251097
2024-10-07,6.95550887
2024-10-08,77.77596166
2024-10-09,14.01194674
2024-10-10,13.48159684
2024-10-11,46.12115389
2024-10-12,19.12113937
2024-10-13,17.64483393
2024-10-14,16.5465819
2024-10-15,31.63310145
2024-10-16,11.91789438
2024-10-17,17.50403316
2024-10-18,18.69514447
2024-10-19,28.63089895
2024-10-20,51.54420426
2024-10-21,39.79151891
2024-10-22,11.4487165
2024-10-23,14.92850967
2024-10-24,10.59593681
2024-10-25,16.84781127
2024-10-26,13.12058278
2024-10-27,14.60301574
2024-10-28,13.82092344
2024-10-29,17.38073914
2024-10-30,12.39699224
2024-10-31,12.61858059
2024-11-01,17.11663137
2024-11-02,22.07269509
2024-11-03,14.7914756
2024-11-04,16.28085517
2024-11-05,15.15198896
2024-11-06,47.2008957
2024-11-07,14.72810296
2024-11-08,20.68111269
2024-11-09,8.87298237
2024-11-10,16.28276255
2024-11-11,23.35723655
2024-11-12,25.57432877
2024-11-13,29.15225506
2024-11-14,51.91630557
2024-11-15,50.58101568
2024-11-16,19.51240465
2024-11-17,20.52231981
2024-11-18,18.60476963
2024-11-19,38.87598294
2024-11-20,32.65917852
2024-11-21,36.51899065
2024-11-22,34.81506208
2024-11-23,26.09609685
2024-11-24,19.85887156
2024-11-25,26.55529913
2024-11-26,41.91893448
2024-11-27,39.05041805
2024-11-28,45.31591541
2024-11-29,19.29920303
2024-11-30,14.38200934
2024-12-01,17.85010912
2024-12-02,33.12623444
2024-12-03,49.61832971
2024-12-04,20.10483877
2024-12-05,41.542707
2024-12-06,44.37033547
2024-12-07,19.25788933
2024-12-08,20.47342734
2024-12-09,46.94384968
2024-12-10,17.49508445
2024-12-11,38.56523316
2024-12-12,15.57896825
2024-12-13,25.83183789
2024-12-14,21.67726243
2024-12-15,24.80224557
2024-12-16,30.92557632
2024-12-17,33.19017627
2024-12-18,37.51232787
2024-12-19,50.91549419
2024-12-20,35.81690292
2024-12-21,13.57187668
2024-12-22,28.1748484
2024-12-23,45.05749977
2024-12-24,66.9127447
2024-12-25,12.28998926
2024-12-26,21.04033997
2024-12-27,43.22878437
2024-12-28,20.57356552
2024-12-29,43.8975636
2024-12-30,44.12170031
2024-12-31,43.86617646
2025-01-01,44.91945083
2025-01-02,17.43634318
2025-01-03,9.30803784
2025-01-04,11.67255847
2025-01-05,9.84791312
2025-01-06,13.01465221
2025-01-07,40.93910987
2025-01-08,12.6348771
2025-01-09,9.40634437
2025-01-10,10.65207989
2025-01-11,12.08605925
2025-01-12,9.26117618
2025-01-13,10.37922627
2025-01-14,8.81037323
2025-01-15,23.43172093
2025-01-16,12.90104167
2025-01-17,15.45815926
2025-01-18,18.34344777
2025-01-19,14.07443805
2025-01-20,15.07889027
2025-01-21,20.03815502
2025-01-22,34.72884846
2025-01-23,116.40318551
2025-01-24,11.52556325
2025-01-25,13.68569413
2025-01-26,11.95054039
2025-01-27,17.55379662
2025-01-28,17.18013769
2025-01-29,9.34946561
2025-01-30,11.56337477
2025-01-31,10.57560017
2025-02-01,14.55109922
2025-02-02,11.36086878
2025-02-03,15.10641415
2025-02-04,35.57793351
2025-02-05,51.46860085
2025-02-06,37.8877233
2025-02-07,14.14136837
2025-02-08,13.09205092
2025-02-09,104.09528976
2025-02-10,13.62908155
2025-02-11,40.37595239
2025-02-12,13.85630304
2025-02-13,10.15752196
2025-02-14,13.29956827
2025-02-15,8.35670114
2025-02-16,5.96977174
2025-02-17,9.36154899
2025-02-18,13.41059542
2025-02-19,7.96437618
2025-02-20,8.66484721
2025-02-21,9.80557725
2025-02-22,7.32537815
2025-02-23,6.55341385
2025-02-24,10.46403974
2025-02-25,20.36526459
2025-02-26,19.95346354
2025-02-27,15.42199657
2025-02-28,16.00499523
2025-03-01,7.67530299
2025-03-02,9.64967026
2025-03-03,18.86626146
2025-03-04,13.70687414
2025-03-05,11.01476581
2025-03-06,22.37486403
2025-03-07,15.63626881
2025-03-08,5.04173259
2025-03-09,8.6336724
2025-03-10,32.49417275
2025-03-11,20.38998217
2025-03-12,21.81469255
2025-03-13,17.09682835
2025-03-14,21.61260813
2025-03-15,4.89230786
2025-03-16,9.46362452
2025-03-17,12.86464159
2025-03-18,11.16282804
2025-03-19,14.51730431
2025-03-20,26.40875614
2025-03-21,8.64877606
2025-03-22,30.3786107
2025-03-23,8.75036207
2025-03-24,10.66418826
2025-03-25,13.20527267
2025-03-26,14.72974559
2025-03-27,11.26970929
2025-03-28,40.98321004
2025-03-29,6.82207672
2025-03-30,10.76475389
2025-03-31,13.57424658
2025-04-01,11.03222134
2025-04-02,27.44547285
2025-04-03,56.20308086
2025-04-04,17.30298908
2025-04-05,13.69094827
2025-04-06,11.75788054
2025-04-07,39.00023149
2025-04-08,13.30243441
2025-04-09,18.70243318
2025-04-10,35.71795147
2025-04-11,28.15346056
2025-04-12,9.16870076
2025-04-13,16.98008336
2025-04-14,12.74923964
2025-04-15,22.35767386
2025-04-16,23.19653689
2025-04-17,39.93271493
2025-04-18,7.14772959
2025-04-19,5.80270211
2025-04-20,10.32296996
2025-04-21,12.89323248
2025-04-22,14.04499871
2025-04-23,14.27000799
2025-04-24,28.77046834
2025-04-25,40.30532073
2025-04-26,22.61401157
2025-04-27,11.16482909
2025-04-28,30.93812828
2025-04-29,35.19820035
2025-04-30,23.40600071
2025-05-01,24.52221583
2025-05-02,24.80254662
2025-05-03,8.28722316
2025-05-04,5.98211717
2025-05-05,59.96320734
2025-05-06,46.18915565
2025-05-07,26.46415302
2025-05-08,29.71903893
2025-05-09,26.33941605
2025-05-10,7.21177468
2025-05-11,12.2406462
2025-05-12,18.52878322
2025-05-13,43.96814264
2025-05-14,15.04016767
2025-05-15,42.44826146
2025-05-16,18.70332378
2025-05-17,9.76241418
2025-05-18,14.92614673
2025-05-19,46.11100759
2025-05-20,33.79530786
2025-05-21,33.14447713
2025-05-22,14.17478347
2025-05-23,18.46453591
2025-05-24,8.92148867
2025-05-25,19.72513944
2025-05-26,55.09184931
2025-05-27,38.53035227
2025-05-28,16.89059634
2025-05-29,43.7757711
2025-05-30,14.17756954
2025-05-31,7.40448492
2025-06-01,8.50176446
2025-06-02,16.56518869
2025-06-03,14.80881558
2025-06-04,37.26764764
2025-06-05,9.72925488
2025-06-06,11.33503345
2025-06-07,15.02432969
2025-06-08,12.44961793
2025-06-09,10.45817964
2025-06-10,19.2789615
2025-06-11,15.02218199
2025-06-12,12.39765499
2025-06-13,34.65388989
2025-06-14,8.06818572
2025-06-15,16.92222554
2025-06-16,27.20275478
2025-06-17,11.50303127
2025-06-18,17.34023037
2025-06-19,16.95163833
2025-06-20,13.64868577
2025-06-21,19.59652038
2025-06-22,24.902946
2025-06-23,18.08070884
2025-06-24,20.81344635
2025-06-25,20.27436349
2025-06-26,45.93482368
2025-06-27,46.78328889
2025-06-28,9.94735778
2025-06-29,13.74884028
2025-06-30,59.938925
2025-07-01,31.93391655
2025-07-02,22.9269019
2025-07-03,21.58877853
2025-07-04,758.22740122
2025-07-05,9.80823016
2025-07-06,12.1166672
2025-07-07,44.27784125
2025-07-08,69.66106345
2025-07-09,60.54777291
2025-07-10,14.21875821
2025-07-11,31.0175064
2025-07-12,33.84829936
2025-07-13,17.12101281
2025-07-14,19.79975646
2025-07-15,16.21331803
2025-07-16,41.19882799
2025-07-17,32.2475644
2025-07-18,15.38141578
2025-07-19,41.77715845
2025-07-20,13.07141671
2025-07-21,16.65382143
2025-07-22,41.84196467
2025-07-23,40.85802072
2025-07-24,47.21791375
2025-07-25,32.38766802
2025-07-26,15.34959186
2025-07-27,11.39329274
2025-07-28,28.42101535
2025-07-29,40.5331852
2025-07-30,32.66480811
2025-07-31,16.71257529
2025-08-01,12.41013878
2025-08-02,7.59977133
2025-08-03,20.78473717
2025-08-04,12.50757706
2025-08-05,29.74316156
2025-08-06,9.21198686
2025-08-07,37.83095098
2025-08-08,17.23989847
2025-08-09,9.51329987
2025-08-10,14.54197267
2025-08-11,11.58093734
2025-08-12,18.32427458
2025-08-13,17.59282994
2025-08-14,29.6699998
2025-08-15,17.91524951
2025-08-16,133.98122953
2025-08-17,10.15181755
2025-08-18,12.25306944
2025-08-19,25.16254247
2025-08-20,25.44804962
2025-08-21,22.07963068
2025-08-22,25.40781589
2025-08-23,13.02046941
2025-08-24,9.56033763
2025-08-25,19.74352707
2025-08-26,13.82413001
2025-08-27,18.63422702
2025-08-28,19.95813058
2025-08-29,98.07119195
2025-08-30,15.65267528
2025-08-31,15.22204719
2025-09-01,12.37505041
2025-09-02,12.14494957
2025-09-03,15.50245751
2025-09-04,24.19456392
2025-09-05,37.48164328
2025-09-06,14.87889156
2025-09-07,13.08244623
2025-09-08,14.37846765
2025-09-09,14.62721248
2025-09-10,14.24201366
2025-09-11,23.03674524
2025-09-12,20.14694405
2025-09-13,16.79414464
2025-09-14,9.6665025
2025-09-15,23.9559688
2025-09-16,22.66581402
2025-09-17,41.11143499
2025-09-18,16.68785315
2025-09-19,48.39863999
2025-09-20,11.25087146
2025-09-21,11.5001884
2025-09-22,12.04012548
2025-09-23,32.34709585
2025-09-24,31.51036893
2025-09-25,31.31157451
2025-09-26,19.41157948
2025-09-27,12.82963806
2025-09-28,14.58406466
2025-09-29,12.41785388
2025-09-30,28.12376199
2025-10-01,32.85440777
2025-10-02,19.8644388
2025-10-03,15.74571534
2025-10-04,16.34228676
2025-10-05,14.5295167
2025-10-06,18.20828452
2025-10-07,73.01031738
2025-10-08,23.16339406
2025-10-09,41.50500449
2025-10-10,15.32281076
2025-10-11,13.08741048
2025-10-12,9.21140449
2025-10-13,6.25912963
2025-10-14,38.93753065
2025-10-15,62.55374509
2025-10-16,14.09457933
2025-10-17,21.91338852
2025-10-18,14.35166567
2025-10-19,7.63297164
2025-10-20,9.86394118
2025-10-21,17.83669928
2025-10-22,47.934441
2025-10-23,49.5158309
2025-10-24,23.46977912
2025-10-25,14.1883367
2025-10-26,23.45267728
2025-10-27,22.09229545
2025-10-28,51.52486742
2025-10-29,42.96536868
2025-10-30,35.85783495
2025-10-31,18.95357519
2025-11-01,24.49799382
2025-11-02,7.2299447
2025-11-03,29.83991372
2025-11-04,23.72440435
2025-11-05,17.97000834
2025-11-06,19.04322034
2025-11-07,84.93433379
2025-11-08,19.18781399
2025-11-09,5.40227388
2025-11-10,17.06488279
2025-11-11,15.99413309
2025-11-12,14.88554447
2025-11-13,29.35412295
2025-11-14,17.91080435
2025-11-15,9.55372135
2025-11-16,10.82726403
2025-11-17,26.86881337
2025-11-18,34.96917872
2025-11-19,12.73080329
2025-11-20,24.64629718
2025-11-21,16.79433838
2025-11-22,236.99749128
2025-11-23,275.92014375
2025-11-24,14.97097841
2025-11-25,19.84654247
2025-11-26,48.88005145
2025-11-27,9.26467321
2025-11-28,9.46746123
2025-11-29,4.42771703
2025-11-30,7.34422314
2025-12-01,30.08293121
2025-12-02,10.95763467
2025-12-03,24.97978967
2025-12-04,12.13117683
2025-12-05,32.29293694
2025-12-06,12.82967453
2025-12-07,13.95640116
2025-12-08,40.51966467
2025-12-09,18.26002699
2025-12-10,33.61039288
2025-12-11,13.25663826
2025-12-12,19.81143303
2025-12-13,13.14563103
2025-12-14,7.3147008
2025-12-15,14.34538487
2025-12-16,34.12807636
2025-12-17,15.95361052
2025-12-18,8.40671707
2025-12-19,16.71592824
2025-12-20,27.99993192
2025-12-21,8.00707743
2025-12-22,11.89556755
2025-12-23,26.1068701
2025-12-24,9.00951488
2025-12-25,7.82571295
2025-12-26,12.77894766
2025-12-27,8.52937481
2025-12-28,10.56329345
2025-12-29,9.44680041
2025-12-30,14.91458432
2025-12-31,21.11561328
2026-01-01,18.17488777
2026-01-02,7.60650257
2026-01-03,5.28279768
2026-01-04,6.11343856
2026-01-05,12.86464475
2026-01-06,9.42699829
2026-01-07,34.46182808
2026-01-08,12.11325377
2026-01-09,13.22552016
2026-01-10,40.42289919
2026-01-11,9.15331964
2026-01-12,17.89537896
2026-01-13,13.98129101
2026-01-14,8.47685069
2026-01-15,8.94712006
2026-01-16,8.20973495
2026-01-17,15.1664354
2026-01-18,8.65124357
2026-01-19,15.41644835
2026-01-20,12.46228384
2026-01-21,9.64626714
2026-01-22,24.30767946
2026-01-23,30.78573343
2026-01-24,8.46968377
2026-01-25,6.56501316
2026-01-26,10.0273497
2026-01-27,7.9351968
2026-01-28,9.32030394
2026-01-29,8.25103178
2026-01-30,12.15015301
2026-01-31,11.5692594
2026-02-01,11.75925109
2026-02-02,17.62028433
2026-02-03,11.34992148
2026-02-04,13.05501193
2026-02-05,19.40966068
2026-02-06,14.40048943
2026-02-07,7.58162805
2026-02-08,6.88501408
2026-02-09,8.13181719
2026-02-10,20.51216292
2026-02-11,9.03965364
2026-02-12,9.53678382
2026-02-13,21.44865268
2026-02-14,5.22434748
2026-02-15,4.28734495
2026-02-16,6.41505505
2026-02-17,7.02385376
2026-02-18,17.35506103
2026-02-19,11.45980135
2026-02-20,8.60887413
2026-02-21,9.07824734
2026-02-22,4.3166222
2026-02-23,11.85753886
2026-02-24,11.53047103
2026-02-25,6.5633756
2026-02-26,9.09367956
2026-02-27,7.58231266
2026-02-28,4.40718715
2026-03-01,4.87633117
2026-03-02,6.48432529
2026-03-03,5.9806468
2026-03-04,6.73942492
2026-03-05,8.05326354
2026-03-06,12.93336426
2026-03-07,6.00197341
2026-03-08,8.68810918
2026-03-09,12.36984417
2026-03-10,5.29113671
2026-03-11,13.07165418
2026-03-12,21.34543325
2026-03-13,9.86429201
2026-03-14,7.56756257
2026-03-15,4.7310761
2026-03-16,11.27927976
2026-03-17,10.31937911
2026-03-18,6.3229118
2026-03-19,8.33693796
2026-03-20,22.86314671
2026-03-21,4.54178658
2026-03-22,56.20524445
2026-03-23,12.16420121
2026-03-24,15.52861542
2026-03-25,8.42619028
2026-03-26,10.30629021
2026-03-27,7.05199659
2026-03-28,8.86010147
2026-03-29,5.5952427
2026-03-30,7.85198789
2026-03-31,31.33646905
2026-04-01,7.77073162
2026-04-02,7.28286194
2026-04-03,6.06140945
2026-04-04,5.71494156
2026-04-05,32.16182743
2026-04-06,9.19079973
2026-04-07,8.40309352
2026-04-08,5.59495879
2026-04-09,9.01722575
2026-04-10,7.27837612
