date,Puell Multiple
2020-12-31,2.4381785853110154
2021-01-01,2.0955792328277107
2021-01-02,2.296319731316388
2021-01-03,2.609117847982483
2021-01-04,2.734710939050112
2021-01-05,2.5434126716062844
2021-01-06,3.0765412459299912
2021-01-07,3.1733719086125403
2021-01-08,2.9956307992191062
2021-01-09,2.7865105325437423
2021-01-10,3.018024992973261
2021-01-11,2.6276489509908347
2021-01-12,2.6365823253767218
2021-01-13,2.6069894740015607
2021-01-14,2.809784039200097
2021-01-15,2.859883785819496
2021-01-16,2.5370280854222003
2021-01-17,2.1781106048554792
2021-01-18,2.428575022502861
2021-01-19,2.564989377217448
2021-01-20,2.30953354030236
2021-01-21,2.032633225241005
2021-01-22,2.123790036506463
2021-01-23,2.2715685241979178
2021-01-24,1.9886290097265464
2021-01-25,2.165152639459797
2021-01-26,2.3062032509338284
2021-01-27,1.9845335971017115
2021-01-28,2.0799020742624528
2021-01-29,2.5819658801692227
2021-01-30,2.2033917017754896
2021-01-31,2.1821029891938264
2021-02-01,1.910656873818004
2021-02-02,2.493352936362132
2021-02-03,2.5297355604679894
2021-02-04,2.8187364853583263
2021-02-05,2.889123269995705
2021-02-06,2.818725861963664
2021-02-07,2.6030089677497315
2021-02-08,2.996149402589413
2021-02-09,3.192409652427944
2021-02-10,3.038094002998175
2021-02-11,2.857001645256957
2021-02-12,3.2041048519451474
2021-02-13,3.265896658032663
2021-02-14,3.051119863384648
2021-02-15,3.1228705536821613
2021-02-16,2.591743801606441
2021-02-17,3.0898989049746084
2021-02-18,3.11971773154112
2021-02-19,3.5277702769280954
2021-02-20,3.5232265469974795
2021-02-21,3.332627000507234
2021-02-22,3.0844222706793563
2021-02-23,2.774579604625913
2021-02-24,3.4007650498385424
2021-02-25,3.227750792265576
2021-02-26,2.706513246033563
2021-02-27,2.900816476779557
2021-02-28,2.2811815719726387
2021-03-01,2.510511444414948
2021-03-02,2.790460204995693
2021-03-03,3.034884774472846
2021-03-04,2.498291745820666
2021-03-05,2.748353032689637
2021-03-06,2.7295829032898995
2021-03-07,2.7039301149738995
2021-03-08,2.9237451572931645
2021-03-09,2.8579601351956074
2021-03-10,3.092483187126135
2021-03-11,2.813466326928112
2021-03-12,3.1789732457639275
2021-03-13,3.126376866275322
2021-03-14,3.3775462834345165
2021-03-15,3.092253991549191
2021-03-16,2.9650080358940154
2021-03-17,2.7462310399873844
2021-03-18,3.2252116150975825
2021-03-19,3.06073155073402
2021-03-20,3.073925635933375
2021-03-21,2.9451667394643484
2021-03-22,2.8840553454523272
2021-03-23,2.916455384137277
2021-03-24,2.769162714036712
2021-03-25,2.639492718653695
2021-03-26,2.391690293407206
2021-03-27,2.7999050010627267
2021-03-28,2.792860866093182
2021-03-29,2.7572644857015884
2021-03-30,2.769370709167535
2021-03-31,2.973208262855385
2021-04-01,2.723772833875701
2021-04-02,2.6399227697418106
2021-04-03,2.4408835903746766
2021-04-04,2.580559296386141
2021-04-05,2.82119020937314
2021-04-06,2.655565536262948
2021-04-07,2.766654842488279
2021-04-08,2.370691106386566
2021-04-09,2.7566536613096404
2021-04-10,2.830514249685606
2021-04-11,2.5453115790989624
2021-04-12,2.60342376348529
2021-04-13,2.6685999693830538
2021-04-14,2.6819458820057265
2021-04-15,3.316339053676553
2021-04-16,2.062332195036074
2021-04-17,1.9140461438774443
2021-04-18,2.365233911387832
2021-04-19,1.9470381641957468
2021-04-20,2.564296145656585
2021-04-21,2.0525096436020287
2021-04-22,2.665463246393968
2021-04-23,2.294669310813207
2021-04-24,2.212020496743058
2021-04-25,2.0241483222030565
2021-04-26,1.901025756353968
2021-04-27,2.323391077583769
2021-04-28,2.2630668038735724
2021-04-29,1.9671253394516903
2021-04-30,2.320998535045036
2021-05-01,2.2387638940483465
2021-05-02,2.7983804517839674
2021-05-03,2.7805090605940674
2021-05-04,2.66593135658642
2021-05-05,2.3621834733476943
2021-05-06,2.5884340174226974
2021-05-07,2.589086714149501
2021-05-08,2.6013322091970266
2021-05-09,2.731383783649729
2021-05-10,2.6968006200947148
2021-05-11,2.444804844300561
2021-05-12,2.416100765329168
2021-05-13,2.012600776566449
2021-05-14,1.7021482694121894
2021-05-15,1.5106036386553914
2021-05-16,1.5488389668812297
2021-05-17,1.3618910977666552
2021-05-18,1.1275529993533766
2021-05-19,1.2943709242514316
2021-05-20,1.2176626759529776
2021-05-21,1.1649158491368787
2021-05-22,1.134109303254427
2021-05-23,1.0527955751710554
2021-05-24,1.1913719403688765
2021-05-25,1.178719595448429
2021-05-26,1.1922118699189914
2021-05-27,1.113594995724694
2021-05-28,1.0753094922041055
2021-05-29,0.9768439235915836
2021-05-30,1.192605941852367
2021-05-31,1.200218260332421
2021-06-01,1.2216462166275366
2021-06-02,1.4447750300407944
2021-06-03,1.3232384611566848
2021-06-04,1.1285993379059074
2021-06-05,1.0973067570289554
2021-06-06,1.2174647610503322
2021-06-07,1.0934586316410362
2021-06-08,1.1126208639451716
2021-06-09,0.9927300329268042
2021-06-10,1.0145942146020823
2021-06-11,0.9009764101522576
2021-06-12,1.0717661854932703
