date,Supply-Adjusted CDD
2021-04-23,0.93874486
2021-04-24,1.17959712
2021-04-25,0.73891275
2021-04-26,0.69558444
2021-04-27,1.35552629
2021-04-28,0.58275904
2021-04-29,0.8472997
2021-04-30,1.09037836
2021-05-01,0.32823735
2021-05-02,0.37892245
2021-05-03,0.65148619
2021-05-04,0.65781471
2021-05-05,0.53481909
2021-05-06,0.55560163
2021-05-07,1.33710394
2021-05-08,0.38415309
2021-05-09,0.55220216
2021-05-10,0.58283871
2021-05-11,0.52354328
2021-05-12,1.07745549
2021-05-13,1.10698607
2021-05-14,0.57343201
2021-05-15,0.42016844
2021-05-16,0.51119651
2021-05-17,0.52644416
2021-05-18,0.70991719
2021-05-19,1.62468281
2021-05-20,1.00823811
2021-05-21,0.75091611
2021-05-22,0.31877854
2021-05-23,0.7433378
2021-05-24,1.48910502
2021-05-25,0.54506846
2021-05-26,0.54742203
2021-05-27,0.25163478
2021-05-28,0.27859173
2021-05-29,0.16554503
2021-05-30,1.16756293
2021-05-31,0.196133
2021-06-01,1.34351722
2021-06-02,0.44293634
2021-06-03,0.91796157
2021-06-04,0.26411123
2021-06-05,0.17369499
2021-06-06,0.25490505
2021-06-07,0.44446507
2021-06-08,0.62575786
2021-06-09,0.42047666
2021-06-10,0.55139918
2021-06-11,0.68182476
2021-06-12,0.12773992
2021-06-13,0.23628277
2021-06-14,0.34824974
2021-06-15,0.39935292
2021-06-16,0.26546867
2021-06-17,0.26221875
2021-06-18,0.24990534
2021-06-19,0.12612449
2021-06-20,0.17451207
2021-06-21,0.40488126
2021-06-22,0.41008778
2021-06-23,0.70493275
2021-06-24,0.51134872
2021-06-25,1.08738793
2021-06-26,0.14621364
2021-06-27,0.22310754
2021-06-28,0.26431281
2021-06-29,0.20454702
2021-06-30,0.23296198
2021-07-01,0.32774442
2021-07-02,0.53922742
2021-07-03,0.13286853
2021-07-04,0.20348172
2021-07-05,0.26750106
2021-07-06,0.22099744
2021-07-07,0.35602904
2021-07-08,0.24856653
2021-07-09,0.33796033
2021-07-10,0.11931828
2021-07-11,0.1664074
2021-07-12,0.70794996
2021-07-13,0.21327029
2021-07-14,0.28410961
2021-07-15,0.35916095
2021-07-16,0.30598188
2021-07-17,4.23327381
2021-07-18,0.17334903
2021-07-19,0.31246368
2021-07-20,0.504084
2021-07-21,0.30473531
2021-07-22,0.32150484
2021-07-23,0.3254645
2021-07-24,0.11021584
2021-07-25,0.16138963
2021-07-26,1.22561697
2021-07-27,1.21695089
2021-07-28,1.8468918
2021-07-29,7.90320727
2021-07-30,0.28594938
2021-07-31,0.20078237
2021-08-01,0.14263177
2021-08-02,0.23468921
2021-08-03,0.20339616
2021-08-04,0.18787843
2021-08-05,0.19150225
2021-08-06,0.42426932
2021-08-07,0.21170184
2021-08-08,0.32665194
2021-08-09,0.30811079
2021-08-10,0.21523419
2021-08-11,0.32823383
2021-08-12,0.23904431
2021-08-13,0.25703309
2021-08-14,0.76737038
2021-08-15,0.13345036
2021-08-16,0.25410493
2021-08-17,0.28787393
2021-08-18,0.47423216
2021-08-19,0.2864933
2021-08-20,0.25771862
2021-08-21,0.34408038
2021-08-22,0.2402905
2021-08-23,0.58438258
2021-08-24,0.21900374
2021-08-25,1.62781042
2021-08-26,0.6743995
2021-08-27,0.214655
2021-08-28,0.20903902
2021-08-29,0.16803006
2021-08-30,0.37735356
2021-08-31,0.43211833
2021-09-01,0.3613154
2021-09-02,0.3063479
2021-09-03,0.31894925
2021-09-04,0.20935932
2021-09-05,0.16914564
2021-09-06,0.28971453
2021-09-07,0.34382012
2021-09-08,0.28984714
2021-09-09,0.72914343
2021-09-10,0.5976965
2021-09-11,0.20426004
2021-09-12,0.1866258
2021-09-13,0.2322641
2021-09-14,0.65865269
2021-09-15,0.57610756
2021-09-16,0.64016062
2021-09-17,0.26502567
2021-09-18,0.19881034
2021-09-19,0.21930948
2021-09-20,0.3338012
2021-09-21,0.19012269
2021-09-22,0.38108639
2021-09-23,0.25943592
2021-09-24,0.25509335
2021-09-25,0.09276379
2021-09-26,3.72163894
2021-09-27,0.4791177
2021-09-28,0.3186121
2021-09-29,0.33209555
2021-09-30,0.54836895
2021-10-01,0.3503658
2021-10-02,0.23727896
2021-10-03,0.20287245
2021-10-04,0.37299119
2021-10-05,0.45648092
2021-10-06,0.58224108
2021-10-07,0.53076856
2021-10-08,0.34296618
2021-10-09,0.25682286
2021-10-10,0.61036227
2021-10-11,0.40661684
2021-10-12,1.00495444
2021-10-13,0.35539605
2021-10-14,0.41247035
2021-10-15,0.49791461
2021-10-16,0.55005064
2021-10-17,0.21917079
2021-10-18,0.70449371
2021-10-19,1.52443191
2021-10-20,0.78409603
2021-10-21,0.67590502
2021-10-22,0.75058729
2021-10-23,0.27254257
2021-10-24,0.90282346
2021-10-25,0.73209674
2021-10-26,0.5126918
2021-10-27,0.30645072
2021-10-28,0.3864207
2021-10-29,0.42969466
2021-10-30,0.24318116
2021-10-31,1.00217111
2021-11-01,1.7197469
2021-11-02,1.02783669
2021-11-03,0.90344849
2021-11-04,0.31213696
2021-11-05,0.90370717
2021-11-06,0.29959582
2021-11-07,0.16692856
2021-11-08,0.89507043
2021-11-09,0.64919144
2021-11-10,1.2239026
2021-11-11,0.56931435
2021-11-12,1.95999578
2021-11-13,0.41582516
2021-11-14,0.23655605
2021-11-15,0.54761925
