date,NVM Ratio
2021-03-18,0.73438988
2021-03-19,0.80178511
2021-03-20,0.84191297
2021-03-21,0.88276004
2021-03-22,0.76869541
2021-03-23,0.66251917
2021-03-24,0.72810298
2021-03-25,0.6574639
2021-03-26,0.85759586
2021-03-27,0.78833277
2021-03-28,0.90910062
2021-03-29,0.86305016
2021-03-30,0.8290713
2021-03-31,0.70777996
2021-04-01,0.84713178
2021-04-02,0.90017273
2021-04-03,1.01441621
2021-04-04,1.01041225
2021-04-05,0.7383293
2021-04-06,0.76244067
2021-04-07,0.67661187
2021-04-08,0.90458713
2021-04-09,0.72563215
2021-04-10,0.82987243
2021-04-11,1.0173997
2021-04-12,0.88533698
2021-04-13,0.86173246
2021-04-14,0.88609818
2021-04-15,0.63602175
2021-04-16,1.30988685
2021-04-17,1.59095758
2021-04-18,0.95992482
2021-04-19,1.32339586
2021-04-20,0.83625359
2021-04-21,1.17934167
2021-04-22,0.76986667
2021-04-23,0.76618853
2021-04-24,0.74099866
2021-04-25,0.86897981
2021-04-26,1.13208424
2021-04-27,0.8623264
2021-04-28,0.82514811
2021-04-29,1.01559985
2021-04-30,0.86592859
2021-05-01,0.98414709
2021-05-02,0.68420878
2021-05-03,0.66689759
2021-05-04,0.59952795
2021-05-05,0.7338196
2021-05-06,0.68981859
2021-05-07,0.75975804
2021-05-08,0.80243394
2021-05-09,0.71334953
2021-05-10,0.60677148
2021-05-11,0.68525162
2021-05-12,0.58177945
2021-05-13,0.65789337
2021-05-14,0.81663309
2021-05-15,0.94863456
2021-05-16,0.91540827
2021-05-17,0.88776152
2021-05-18,1.09645799
2021-05-19,0.65407451
2021-05-20,0.85362272
2021-05-21,0.77774332
2021-05-22,0.83364386
2021-05-23,0.69993201
2021-05-24,0.76895588
2021-05-25,0.75883788
2021-05-26,0.83082507
2021-05-27,0.96881963
2021-05-28,0.71185332
2021-05-29,0.85506304
2021-05-30,0.67763965
2021-05-31,0.73073167
2021-06-01,0.8162242
2021-06-02,0.5999506
2021-06-03,0.71090868
2021-06-04,0.82124908
2021-06-05,1.1144349
2021-06-06,1.30817932
2021-06-07,0.76376624
2021-06-08,0.62308738
2021-06-09,1.05306032
2021-06-10,0.77288015
2021-06-11,0.88832045
2021-06-12,0.65387661
2021-06-13,1.14687087
2021-06-14,0.84028935
2021-06-15,0.77907592
2021-06-16,0.79378471
2021-06-17,0.95554402
2021-06-18,1.00603173
2021-06-19,1.38076082
2021-06-20,1.56949944
2021-06-21,0.87400677
2021-06-22,1.01641329
2021-06-23,0.86592394
2021-06-24,0.88005025
2021-06-25,0.79245871
2021-06-26,1.18367003
2021-06-27,2.54860956
2021-06-28,1.04211986
2021-06-29,1.05013669
2021-06-30,1.09362239
2021-07-01,0.90923998
2021-07-02,0.96610168
2021-07-03,0.62198067
2021-07-04,0.91454995
2021-07-05,0.74569645
2021-07-06,0.91336234
2021-07-07,0.96114819
2021-07-08,0.96134413
2021-07-09,0.89505933
2021-07-10,1.28571539
2021-07-11,1.26648703
2021-07-12,0.91957037
2021-07-13,0.92929754
2021-07-14,0.9165012
2021-07-15,0.86115043
2021-07-16,1.00871446
2021-07-17,1.43953774
2021-07-18,1.45780575
2021-07-19,0.81282487
2021-07-20,0.82368674
2021-07-21,0.91644106
2021-07-22,0.94192338
2021-07-23,0.99578401
2021-07-24,1.24379686
2021-07-25,1.58185675
2021-07-26,0.7927199
2021-07-27,0.88837275
2021-07-28,1.01885111
2021-07-29,0.96357047
2021-07-30,1.09656321
2021-07-31,1.45191274
2021-08-01,1.61714471
2021-08-02,0.8880546
2021-08-03,1.0582811
2021-08-04,1.0392531
2021-08-05,1.07054835
2021-08-06,0.99625456
2021-08-07,1.53377561
2021-08-08,1.57465567
2021-08-09,1.02190249
2021-08-10,1.08629625
2021-08-11,1.13617639
2021-08-12,1.17948096
2021-08-13,1.03588134
2021-08-14,1.70825154
2021-08-15,1.5358927
2021-08-16,0.93740174
2021-08-17,0.90583498
2021-08-18,1.09576075
2021-08-19,1.11285129
2021-08-20,0.96391028
2021-08-21,1.44489323
2021-08-22,1.80609149
2021-08-23,0.98111938
2021-08-24,0.99847586
2021-08-25,1.24581958
2021-08-26,1.26756951
2021-08-27,1.26915498
2021-08-28,1.65830726
2021-08-29,2.03605613
2021-08-30,1.07176261
2021-08-31,1.03357363
2021-09-01,0.99189877
2021-09-02,0.89225751
2021-09-03,0.91591016
2021-09-04,1.51385744
2021-09-05,1.83435664
2021-09-06,1.06695771
2021-09-07,1.01278682
2021-09-08,1.05882398
2021-09-09,1.0018183
2021-09-10,1.04299491
2021-09-11,1.18661709
2021-09-12,1.75969896
2021-09-13,1.00846828
2021-09-14,1.00320986
2021-09-15,0.95172005
2021-09-16,0.8500666
2021-09-17,1.01729476
2021-09-18,1.34960177
2021-09-19,1.75751992
2021-09-20,0.7972521
2021-09-21,1.08900883
2021-09-22,1.00654521
2021-09-23,1.04240836
2021-09-24,0.87123856
2021-09-25,1.60180088
2021-09-26,1.62580745
2021-09-27,1.01825809
2021-09-28,0.90955792
2021-09-29,1.12811813
2021-09-30,0.72259407
2021-10-01,0.99453779
2021-10-02,0.96705867
2021-10-03,1.40934944
2021-10-04,0.87773975
2021-10-05,0.89241794
