date,Mean Coin Age
2023-09-23,1504.17685787
2023-09-24,1504.94237112
2023-09-25,1505.59868055
2023-09-26,1506.23934544
2023-09-27,1506.93713731
2023-09-28,1507.52092012
2023-09-29,1508.02269856
2023-09-30,1508.76917641
2023-10-01,1509.51878591
2023-10-02,1509.53992488
2023-10-03,1510.05692719
2023-10-04,1510.41002872
2023-10-05,1510.94691952
2023-10-06,1511.39363465
2023-10-07,1511.78386015
2023-10-08,1512.57236396
2023-10-09,1512.71481655
2023-10-10,1513.28517178
2023-10-11,1513.51823213
2023-10-12,1514.1018258
2023-10-13,1514.77644958
2023-10-14,1514.51415955
2023-10-15,1515.303478
2023-10-16,1515.91838816
2023-10-17,1516.43405816
2023-10-18,1516.94141681
2023-10-19,1516.9126119
2023-10-20,1517.37769236
2023-10-21,1518.10813585
2023-10-22,1518.8224947
2023-10-23,1519.02186527
2023-10-24,1518.87244978
2023-10-25,1519.29762709
2023-10-26,1519.46087892
2023-10-27,1519.89042087
2023-10-28,1520.36594408
2023-10-29,1520.98949498
2023-10-30,1521.53730088
2023-10-31,1521.91851083
2023-11-01,1521.3106138
2023-11-02,1521.90675611
2023-11-03,1522.43697822
2023-11-04,1523.13272302
2023-11-05,1523.81965213
2023-11-06,1524.5186508
2023-11-07,1525.06878094
2023-11-08,1525.68552721
2023-11-09,1525.50683162
2023-11-10,1525.96004669
2023-11-11,1526.66836689
2023-11-12,1527.38885495
2023-11-13,1527.97356134
2023-11-14,1528.57242308
2023-11-15,1528.68289173
2023-11-16,1529.16333163
2023-11-17,1529.75038402
2023-11-18,1530.46593292
2023-11-19,1530.99209735
2023-11-20,1531.45107393
2023-11-21,1531.70197521
2023-11-22,1531.80686731
2023-11-23,1532.21159023
2023-11-24,1533.1673485
2023-11-25,1533.92881461
2023-11-26,1534.54072871
2023-11-27,1535.23058991
2023-11-28,1535.81293854
2023-11-29,1536.41934866
2023-11-30,1535.68953863
2023-12-01,1536.17581202
2023-12-02,1536.86915088
2023-12-03,1537.56135403
2023-12-04,1537.49350382
2023-12-05,1537.72017032
2023-12-06,1537.57961805
2023-12-07,1537.96691339
2023-12-08,1538.37812671
2023-12-09,1538.99836229
2023-12-10,1539.68760241
2023-12-11,1540.00356715
2023-12-12,1539.94414425
2023-12-13,1540.55174275
2023-12-14,1541.20331054
2023-12-15,1541.39614023
2023-12-16,1541.89728011
2023-12-17,1542.6818721
2023-12-18,1542.72529779
2023-12-19,1543.11541724
2023-12-20,1543.45375462
2023-12-21,1543.97008676
2023-12-22,1544.05320555
2023-12-23,1544.62941933
2023-12-24,1544.52391853
2023-12-25,1545.21019321
2023-12-26,1545.74201079
2023-12-27,1543.81455054
2023-12-28,1544.29678398
2023-12-29,1543.61752039
2023-12-30,1544.07237259
2023-12-31,1544.70200871
2024-01-01,1545.42728261
2024-01-02,1545.76556214
2024-01-03,1546.14468695
2024-01-04,1543.59332963
2024-01-05,1544.07251628
2024-01-06,1544.80060678
2024-01-07,1545.52213213
2024-01-08,1546.02968111
2024-01-09,1546.26954879
2024-01-10,1546.66176776
2024-01-11,1546.98901981
2024-01-12,1547.27516807
2024-01-13,1547.99230511
2024-01-14,1548.61307109
2024-01-15,1549.22884352
2024-01-16,1544.81009359
2024-01-17,1544.47246814
2024-01-18,1544.28287267
2024-01-19,1544.36107963
2024-01-20,1545.14497121
2024-01-21,1545.91505418
2024-01-22,1545.53131276
2024-01-23,1545.31001244
2024-01-24,1543.2970032
2024-01-25,1542.85869627
2024-01-26,1542.94397942
2024-01-27,1543.60127945
2024-01-28,1544.36364176
2024-01-29,1544.5805116
2024-01-30,1544.41616606
2024-01-31,1544.31505126
2024-02-01,1544.72782811
2024-02-02,1544.9530807
2024-02-03,1545.76819759
2024-02-04,1546.35777252
2024-02-05,1546.69402516
2024-02-06,1546.24082178
2024-02-07,1546.66438959
2024-02-08,1547.15488147
2024-02-09,1547.58855512
2024-02-10,1548.21538848
2024-02-11,1548.81110142
2024-02-12,1549.02900488
2024-02-13,1549.41345096
2024-02-14,1549.13328591
2024-02-15,1549.31128331
2024-02-16,1549.51029313
2024-02-17,1550.1507777
2024-02-18,1550.83439292
2024-02-19,1549.6816664
2024-02-20,1550.14032822
2024-02-21,1550.3843338
2024-02-22,1550.28812986
2024-02-23,1550.46362501
2024-02-24,1551.16512734
2024-02-25,1551.83115252
2024-02-26,1552.24500109
2024-02-27,1552.17024618
2024-02-28,1550.63903715
2024-02-29,1549.98503947
2024-03-01,1547.48950507
2024-03-02,1548.09132584
2024-03-03,1548.64390795
2024-03-04,1548.16242613
2024-03-05,1546.75411419
2024-03-06,1544.1584608
2024-03-07,1543.35843935
2024-03-08,1542.76330148
2024-03-09,1543.15071282
2024-03-10,1543.04326797
2024-03-11,1542.52864539
2024-03-12,1542.41083904
2024-03-13,1541.65042477
2024-03-14,1540.6821625
2024-03-15,1540.76069589
2024-03-16,1541.31506112
2024-03-17,1540.36545198
2024-03-18,1540.44224092
2024-03-19,1540.69350822
2024-03-20,1540.8924399
2024-03-21,1540.53600124
2024-03-22,1539.56636048
2024-03-23,1532.20340026
2024-03-24,1532.50463345
2024-03-25,1529.88639871
2024-03-26,1529.50098412
2024-03-27,1529.83180518
2024-03-28,1528.66609574
2024-03-29,1529.14567052
2024-03-30,1529.77329117
2024-03-31,1530.29384149
2024-04-01,1527.53281187
2024-04-02,1527.08244407
2024-04-03,1527.50526839
2024-04-04,1527.95780812
2024-04-05,1528.57772623
2024-04-06,1529.12535689
2024-04-07,1529.77029289
2024-04-08,1530.2142592
2024-04-09,1530.53808288
2024-04-10,1531.06894736
2024-04-11,1531.66601029
2024-04-12,1532.13088534
2024-04-13,1532.78388758
2024-04-14,1533.38732305
2024-04-15,1533.80326164
2024-04-16,1533.47923827
2024-04-17,1533.94726969
2024-04-18,1533.81396837
2024-04-19,1534.15371846
2024-04-20,1534.98097009
2024-04-21,1535.77134903
2024-04-22,1536.45365721
2024-04-23,1536.98874603
2024-04-24,1536.8171215
2024-04-25,1537.39406834
2024-04-26,1538.02092828
2024-04-27,1538.5424888
2024-04-28,1539.13721
2024-04-29,1539.65684725
2024-04-30,1539.85772563
2024-05-01,1540.33087345
2024-05-02,1540.88334152
2024-05-03,1541.3768847
2024-05-04,1542.17136243
2024-05-05,1543.03930607
2024-05-06,1543.51092754
2024-05-07,1544.22870268
2024-05-08,1544.83214952
2024-05-09,1545.5314617
2024-05-10,1546.25409031
2024-05-11,1546.98447774
2024-05-12,1547.505748
2024-05-13,1548.12525844
2024-05-14,1548.57837556
2024-05-15,1547.4628039
2024-05-16,1548.03906653
2024-05-17,1548.59977284
2024-05-18,1549.39980348
2024-05-19,1550.10397017
2024-05-20,1550.60659629
2024-05-21,1551.0255586
2024-05-22,1551.09475893
2024-05-23,1551.43292261
2024-05-24,1551.92588274
2024-05-25,1552.76744103
2024-05-26,1553.38630543
2024-05-27,1553.81257844
2024-05-28,1528.46666265
2024-05-29,1529.12126756
2024-05-30,1529.63577782
2024-05-31,1530.2780502
2024-06-01,1531.0404388
2024-06-02,1531.76871522
2024-06-03,1531.89613464
2024-06-04,1532.3905537
2024-06-05,1532.83298949
2024-06-06,1532.82746347
2024-06-07,1533.40809606
2024-06-08,1534.07752984
2024-06-09,1534.80675392
2024-06-10,1535.45268849
2024-06-11,1534.0955234
2024-06-12,1534.51745952
2024-06-13,1535.26040434
2024-06-14,1535.87078212
2024-06-15,1536.34177383
2024-06-16,1537.18576885
2024-06-17,1537.62057356
2024-06-18,1538.28471759
2024-06-19,1538.98643018
2024-06-20,1539.67915256
2024-06-21,1540.07700127
2024-06-22,1538.08249201
2024-06-23,1538.87793575
2024-06-24,1538.88570733
2024-06-25,1539.4891407
2024-06-26,1539.93306884
2024-06-27,1538.60063051
2024-06-28,1539.0610049
2024-06-29,1539.90679431
2024-06-30,1540.68637464
2024-07-01,1541.19289012
2024-07-02,1541.8667901
2024-07-03,1541.53584161
2024-07-04,1541.73145203
2024-07-05,1540.52600952
2024-07-06,1541.10201602
2024-07-07,1541.73763378
2024-07-08,1542.41508486
2024-07-09,1542.32860507
2024-07-10,1542.46950525
2024-07-11,1543.21966345
2024-07-12,1543.76981401
2024-07-13,1544.55565569
2024-07-14,1545.18765827
2024-07-15,1545.63736659
2024-07-16,1546.16295245
2024-07-17,1546.61982684
2024-07-18,1546.79602268
2024-07-19,1546.33265376
2024-07-20,1547.11665429
2024-07-21,1547.91049574
2024-07-22,1548.49853193
2024-07-23,1546.43830692
2024-07-24,1546.94930443
2024-07-25,1547.01257356
2024-07-26,1547.61938976
2024-07-27,1548.18174998
2024-07-28,1548.90324525
2024-07-29,1549.05547347
2024-07-30,1547.49673772
2024-07-31,1548.10659536
2024-08-01,1548.36237393
2024-08-02,1548.88027067
2024-08-03,1549.49024622
2024-08-04,1550.14810951
2024-08-05,1549.28859813
2024-08-06,1549.97181421
2024-08-07,1550.08644445
2024-08-08,1550.70982193
2024-08-09,1551.17782553
2024-08-10,1551.33065109
2024-08-11,1552.1452234
2024-08-12,1552.73977834
2024-08-13,1553.34627762
2024-08-14,1554.05468283
2024-08-15,1554.6304789
2024-08-16,1555.29688932
2024-08-17,1556.14165117
2024-08-18,1556.92768569
2024-08-19,1557.51338297
2024-08-20,1558.11920984
2024-08-21,1558.61777324
2024-08-22,1559.26578314
2024-08-23,1559.7500894
2024-08-24,1560.5070974
2024-08-25,1561.36589014
2024-08-26,1562.02937408
2024-08-27,1561.96998385
2024-08-28,1562.58542129
2024-08-29,1561.48487873
2024-08-30,1562.19497707
2024-08-31,1562.77533494
2024-09-01,1563.63645909
2024-09-02,1564.3865997
2024-09-03,1564.92725077
2024-09-04,1565.3780187
2024-09-05,1566.02088277
2024-09-06,1566.35561116
2024-09-07,1567.21978375
2024-09-08,1568.08672936
2024-09-09,1568.44392785
2024-09-10,1568.90102276
2024-09-11,1569.53896898
2024-09-12,1570.17897577
2024-09-13,1570.37606301
2024-09-14,1571.18189459
2024-09-15,1571.92257817
2024-09-16,1572.24998606
2024-09-17,1572.84469341
2024-09-18,1573.22866917
2024-09-19,1573.77511602
2024-09-20,1574.04151493
2024-09-21,1574.80583708
2024-09-22,1575.59188078
2024-09-23,1575.99210461
2024-09-24,1576.59539109
2024-09-25,1576.9446089
2024-09-26,1577.07936922
2024-09-27,1577.62969658
2024-09-28,1578.35859971
2024-09-29,1579.14933888
2024-09-30,1579.68991276
2024-10-01,1580.38622292
2024-10-02,1581.04389827
2024-10-03,1581.60648739
2024-10-04,1582.10651727
2024-10-05,1582.92198348
2024-10-06,1583.71832911
2024-10-07,1584.32398706
2024-10-08,1581.08264935
2024-10-09,1581.47133387
2024-10-10,1581.99451672
2024-10-11,1581.4634151
2024-10-12,1582.06111703
2024-10-13,1582.70363258
2024-10-14,1583.15901375
2024-10-15,1582.78088651
2024-10-16,1583.31323754
2024-10-17,1583.75274132
2024-10-18,1584.10677921
2024-10-19,1584.51523949
2024-10-20,1584.500999
2024-10-21,1584.13202918
2024-10-22,1584.70051207
2024-10-23,1585.24872439
2024-10-24,1585.92434536
2024-10-25,1586.38037865
2024-10-26,1587.11947502
2024-10-27,1587.84401921
2024-10-28,1588.36153095
2024-10-29,1588.4573209
2024-10-30,1588.83492721
2024-10-31,1589.27427787
2024-11-01,1589.5440327
2024-11-02,1590.16104112
2024-11-03,1590.88204805
2024-11-04,1591.31954953
2024-11-05,1591.58303295
2024-11-06,1589.52407627
2024-11-07,1589.8049786
2024-11-08,1589.77725392
2024-11-09,1590.49734576
2024-11-10,1590.79664518
2024-11-11,1590.34170484
2024-11-12,1589.47651201
2024-11-13,1588.70446517
2024-11-14,1586.87070843
2024-11-15,1585.46076228
2024-11-16,1585.90287726
2024-11-17,1586.40493062
2024-11-18,1586.53262251
2024-11-19,1585.63021599
2024-11-20,1584.92875103
2024-11-21,1583.25102809
2024-11-22,1582.30233743
2024-11-23,1582.33045252
2024-11-24,1582.72298176
2024-11-25,1582.3261301
2024-11-26,1581.2527876
2024-11-27,1580.68475436
2024-11-28,1580.29052416
2024-11-29,1580.57878419
2024-11-30,1581.19647022
2024-12-01,1581.79823328
2024-12-02,1581.18255231
2024-12-03,1580.04849109
2024-12-04,1580.1587541
2024-12-05,1578.04410367
2024-12-06,1576.62697736
2024-12-07,1577.14833098
2024-12-08,1577.68054261
2024-12-09,1576.32586908
2024-12-10,1576.55005251
2024-12-11,1575.83471134
2024-12-12,1576.2311967
2024-12-13,1576.22514637
2024-12-14,1576.708399
2024-12-15,1577.12724211
2024-12-16,1576.63934011
2024-12-17,1576.07991007
2024-12-18,1575.38786862
2024-12-19,1573.96045958
2024-12-20,1573.16425667
2024-12-21,1573.80742911
2024-12-22,1574.25809548
2024-12-23,1573.0563373
2024-12-24,1571.80089722
2024-12-25,1572.47650632
2024-12-26,1572.82563374
2024-12-27,1572.35358307
2024-12-28,1572.93307729
2024-12-29,1572.59364663
2024-12-30,1571.62156167
2024-12-31,1570.75298559
2025-01-01,1570.4962694
2025-01-02,1570.8900737
2025-01-03,1571.54511791
2025-01-04,1572.21149134
2025-01-05,1572.94403052
2025-01-06,1573.45108608
2025-01-07,1572.74290977
2025-01-08,1573.21077936
2025-01-09,1573.81718082
2025-01-10,1574.28875783
2025-01-11,1574.98484851
2025-01-12,1575.72649115
2025-01-13,1576.36396123
2025-01-14,1576.97893525
2025-01-15,1576.93984621
2025-01-16,1577.30612134
2025-01-17,1577.55224979
2025-01-18,1577.80740189
2025-01-19,1578.27306246
2025-01-20,1578.49717878
2025-01-21,1578.58248193
2025-01-22,1578.12456359
2025-01-23,1574.10321572
2025-01-24,1574.64687187
2025-01-25,1575.33019268
2025-01-26,1576.05891731
2025-01-27,1576.39953763
2025-01-28,1576.86779983
2025-01-29,1577.54482627
2025-01-30,1578.13633156
2025-01-31,1578.72940042
2025-02-01,1579.38524604
2025-02-02,1580.0242209
2025-02-03,1580.3283084
2025-02-04,1579.9415936
2025-02-05,1579.11941345
2025-02-06,1578.89440274
2025-02-07,1579.46531036
2025-02-08,1580.17689383
2025-02-09,1579.11243695
2025-02-10,1579.66385785
2025-02-11,1579.44553105
2025-02-12,1580.00690218
2025-02-13,1580.66790431
2025-02-14,1581.21157817
2025-02-15,1581.95362401
2025-02-16,1582.76178525
2025-02-17,1583.47998393
2025-02-18,1584.04305116
2025-02-19,1584.72719097
2025-02-20,1585.404196
2025-02-21,1585.99022926
2025-02-22,1586.68063525
2025-02-23,1587.46582167
2025-02-24,1588.0327136
2025-02-25,1587.62685615
2025-02-26,1587.27496071
2025-02-27,1587.45459616
2025-02-28,1587.64021314
2025-03-01,1588.4084009
2025-03-02,1589.02716305
2025-03-03,1589.1121045
2025-03-04,1589.59939009
2025-03-05,1590.20238128
2025-03-06,1590.32764274
2025-03-07,1590.6692757
2025-03-08,1591.5167068
2025-03-09,1592.25506073
2025-03-10,1591.91370588
2025-03-11,1592.01590543
2025-03-12,1592.16383784
2025-03-13,1592.60032517
2025-03-14,1592.94958714
2025-03-15,1593.81711785
2025-03-16,1594.57800568
2025-03-17,1595.16458497
2025-03-18,1595.8149095
2025-03-19,1596.38459711
2025-03-20,1596.54931464
2025-03-21,1597.28984958
2025-03-22,1597.75376413
2025-03-23,1598.56414973
2025-03-24,1599.23927986
2025-03-25,1599.794709
2025-03-26,1600.32414092
2025-03-27,1600.97407185
2025-03-28,1600.5134558
2025-03-29,1601.32767702
2025-03-30,1602.06964221
2025-03-31,1602.5356878
2025-04-01,1603.19973276
2025-04-02,1603.32766613
2025-04-03,1602.40640749
2025-04-04,1602.82456171
2025-04-05,1603.53850618
2025-04-06,1604.23745084
2025-04-07,1603.63641465
2025-04-08,1604.20630487
2025-04-09,1604.43486353
2025-04-10,1604.16618891
2025-04-11,1604.18064179
2025-04-12,1604.94856917
2025-04-13,1605.55062867
2025-04-14,1606.16181145
2025-04-15,1606.37478482
2025-04-16,1606.71028365
2025-04-17,1606.17529277
2025-04-18,1606.94293624
2025-04-19,1607.80394716
2025-04-20,1608.59450933
2025-04-21,1609.1765355
2025-04-22,1609.60237816
2025-04-23,1609.8894691
2025-04-24,1609.75518727
2025-04-25,1609.14847183
2025-04-26,1609.67610443
2025-04-27,1610.4355459
2025-04-28,1610.30239298
2025-04-29,1609.96684179
2025-04-30,1610.20537704
2025-05-01,1610.17245403
2025-05-02,1610.17753885
2025-05-03,1610.93568051
2025-05-04,1611.74059353
2025-05-05,1610.24864371
2025-05-06,1609.4974086
2025-05-07,1609.48559166
2025-05-08,1609.33313289
2025-05-09,1609.18784391
2025-05-10,1609.96647169
2025-05-11,1610.63405879
2025-05-12,1610.93889012
2025-05-13,1610.25165427
2025-05-14,1610.67416102
2025-05-15,1610.01748441
2025-05-16,1610.38446529
2025-05-17,1611.16126078
2025-05-18,1611.81715573
2025-05-19,1611.27105735
2025-05-20,1611.04640015
2025-05-21,1610.63134379
2025-05-22,1610.82361183
2025-05-23,1611.03187267
2025-05-24,1611.79179303
2025-05-25,1612.32034912
2025-05-26,1611.73298536
2025-05-27,1611.47606345
2025-05-28,1611.82372817
2025-05-29,1611.4646755
2025-05-30,1611.9253432
2025-05-31,1612.72526427
2025-06-01,1613.50204398
2025-06-02,1613.80787205
2025-06-03,1614.21223339
2025-06-04,1613.8707776
2025-06-05,1614.50135048
2025-06-06,1615.11094645
2025-06-07,1615.7645291
2025-06-08,1616.48545327
2025-06-09,1617.12022683
2025-06-10,1617.38831161
2025-06-11,1617.88202185
2025-06-12,1618.49670336
2025-06-13,1618.33441927
2025-06-14,1619.15046701
2025-06-15,1619.87478758
2025-06-16,1620.04197243
2025-06-17,1620.60811581
2025-06-18,1621.05423905
2025-06-19,1621.65301566
2025-06-20,1622.22117741
2025-06-21,1622.87356094
2025-06-22,1623.21008498
2025-06-23,1623.59835469
2025-06-24,1623.83589778
2025-06-25,1624.04971995
2025-06-26,1623.48849124
2025-06-27,1622.88414731
2025-06-28,1623.65169195
2025-06-29,1624.40487294
2025-06-30,1623.47195753
2025-07-01,1623.62037357
2025-07-02,1624.05569351
2025-07-03,1624.35180028
2025-07-04,1604.1934352
2025-07-05,1605.02412801
2025-07-06,1605.80712476
2025-07-07,1605.5542803
2025-07-08,1604.87172346
2025-07-09,1604.32618333
2025-07-10,1604.77489634
2025-07-11,1604.14727324
2025-07-12,1604.2095954
2025-07-13,1604.7694926
2025-07-14,1604.68867228
2025-07-15,1604.70136797
2025-07-16,1603.74972231
2025-07-17,1603.01535789
2025-07-18,1603.31901192
2025-07-19,1603.39860885
2025-07-20,1604.11097752
2025-07-21,1604.29789126
2025-07-22,1603.74890504
2025-07-23,1603.46233155
2025-07-24,1602.87029448
2025-07-25,1602.16638245
2025-07-26,1602.77183329
2025-07-27,1603.48132997
2025-07-28,1603.50293929
2025-07-29,1603.30669669
2025-07-30,1603.21830917
2025-07-31,1603.71630066
2025-08-01,1604.19988579
2025-08-02,1604.97575299
2025-08-03,1605.46222647
2025-08-04,1605.9871308
2025-08-05,1606.04220151
2025-08-06,1606.71821875
2025-08-07,1606.51858015
2025-08-08,1606.94700676
2025-08-09,1607.71257899
2025-08-10,1608.3476812
2025-08-11,1608.8625334
2025-08-12,1609.18963893
2025-08-13,1609.51251474
2025-08-14,1609.45188838
2025-08-15,1609.8910776
2025-08-16,1607.95708875
2025-08-17,1608.70317391
2025-08-18,1609.26458807
2025-08-19,1609.47066613
2025-08-20,1609.8897202
2025-08-21,1609.97159949
2025-08-22,1610.03919001
2025-08-23,1610.66069952
2025-08-24,1611.34103152
2025-08-25,1611.64146734
2025-08-26,1612.11060021
2025-08-27,1612.50921335
2025-08-28,1612.82152409
2025-08-29,1609.69669965
2025-08-30,1610.21320385
2025-08-31,1610.79782922
2025-09-01,1611.38645659
2025-09-02,1611.95097965
2025-09-03,1612.41782519
2025-09-04,1612.48050655
2025-09-05,1611.88796635
2025-09-06,1612.5024566
2025-09-07,1613.15994026
2025-09-08,1613.58070888
2025-09-09,1613.9744271
2025-09-10,1614.42527777
2025-09-11,1614.65956827
2025-09-12,1615.03775889
2025-09-13,1615.58857691
2025-09-14,1616.35976625
2025-09-15,1616.42441317
2025-09-16,1616.66056797
2025-09-17,1616.39211317
2025-09-18,1616.76010593
2025-09-19,1615.96094615
2025-09-20,1616.62778541
2025-09-21,1617.32732853
2025-09-22,1617.85344193
2025-09-23,1617.70029309
2025-09-24,1617.60097864
2025-09-25,1617.3429735
2025-09-26,1617.38912449
2025-09-27,1618.03514061
2025-09-28,1618.66635983
2025-09-29,1619.19584915
2025-09-30,1619.06779718
2025-10-01,1618.64190444
2025-10-02,1618.72140441
2025-10-03,1618.89177263
2025-10-04,1619.38285161
2025-10-05,1619.87800764
2025-10-06,1620.13298044
2025-10-07,1618.23779881
2025-10-08,1618.2032071
2025-10-09,1617.68088885
2025-10-10,1618.08129956
2025-10-11,1618.48117026
2025-10-12,1619.11811698
2025-10-13,1619.82418649
2025-10-14,1618.46455789
2025-10-15,1616.6554162
2025-10-16,1617.01154758
2025-10-17,1616.84180478
2025-10-18,1617.39643526
2025-10-19,1618.13745019
2025-10-20,1618.76892645
2025-10-21,1618.96925697
2025-10-22,1618.14282565
2025-10-23,1617.38604508
2025-10-24,1617.55555713
2025-10-25,1618.14932818
2025-10-26,1618.42511995
2025-10-27,1618.54338157
2025-10-28,1617.59566007
2025-10-29,1617.1169555
2025-10-30,1616.63673136
2025-10-31,1616.80893323
2025-11-01,1617.03470929
2025-11-02,1617.82826719
2025-11-03,1617.43774378
2025-11-04,1616.99127117
2025-11-05,1617.10422557
2025-11-06,1617.24961515
2025-11-07,1614.1491893
2025-11-08,1614.52799039
2025-11-09,1615.35354082
2025-11-10,1615.6538339
2025-11-11,1615.85335156
2025-11-12,1616.20246141
2025-11-13,1615.79132474
2025-11-14,1615.66351495
2025-11-15,1616.32446168
2025-11-16,1616.89270674
2025-11-17,1616.42915446
2025-11-18,1615.03705194
2025-11-19,1615.26809059
2025-11-20,1614.86644883
2025-11-21,1614.55750424
2025-11-22,1600.70240845
2025-11-23,1586.7426139
2025-11-24,1587.0546224
2025-11-25,1587.23965684
2025-11-26,1586.16224981
2025-11-27,1586.79623635
2025-11-28,1587.36842668
2025-11-29,1588.21048109
2025-11-30,1588.950458
2025-12-01,1588.62549687
2025-12-02,1589.09080541
2025-12-03,1588.92476421
2025-12-04,1589.51416572
2025-12-05,1589.32087943
2025-12-06,1589.94614258
2025-12-07,1590.60591226
2025-12-08,1589.96832044
2025-12-09,1590.25638723
2025-12-10,1589.65940466
2025-12-11,1590.10461349
2025-12-12,1590.36930515
2025-12-13,1590.97709723
2025-12-14,1591.74335855
2025-12-15,1592.19316379
2025-12-16,1591.81155397
2025-12-17,1592.0753246
2025-12-18,1592.70409255
2025-12-19,1592.948691
2025-12-20,1592.92912446
2025-12-21,1593.67394809
2025-12-22,1594.19723342
2025-12-23,1594.12619441
2025-12-24,1594.7409468
2025-12-25,1595.517951
2025-12-26,1595.97491779
2025-12-27,1596.75246754
2025-12-28,1597.43565765
2025-12-29,1597.90892005
2025-12-30,1598.24697331
2025-12-31,1598.18035258
2026-01-01,1598.59283507
2026-01-02,1599.2389986
2026-01-03,1600.04158282
2026-01-04,1600.80568315
2026-01-05,1601.21897751
2026-01-06,1601.88314025
2026-01-07,1601.422257
2026-01-08,1601.99783189
2026-01-09,1602.45138052
2026-01-10,1602.36802786
2026-01-11,1603.13286859
2026-01-12,1603.52371054
2026-01-13,1603.79926306
2026-01-14,1604.31118976
2026-01-15,1604.79421275
2026-01-16,1605.44248521
2026-01-17,1605.99961555
2026-01-18,1606.7535596
2026-01-19,1607.28897406
2026-01-20,1607.7076548
2026-01-21,1608.29997368
2026-01-22,1608.32400403
2026-01-23,1607.88050168
2026-01-24,1608.65915423
2026-01-25,1609.44231898
2026-01-26,1610.04748177
2026-01-27,1610.74558003
2026-01-28,1611.38154692
2026-01-29,1612.01599211
2026-01-30,1612.38694409
2026-01-31,1612.82722805
2026-02-01,1613.32193092
2026-02-02,1613.23139395
2026-02-03,1613.54043256
2026-02-04,1613.75367689
2026-02-05,1612.85678904
2026-02-06,1612.5820539
2026-02-07,1613.11035773
2026-02-08,1613.7801438
2026-02-09,1614.28314628
2026-02-10,1614.27555105
2026-02-11,1614.8096498
2026-02-12,1615.34144682
2026-02-13,1615.44849663
2026-02-14,1616.23967999
2026-02-15,1617.07003477
2026-02-16,1617.82960891
2026-02-17,1618.52122905
2026-02-18,1618.83770563
2026-02-19,1619.37760232
2026-02-20,1619.92303796
2026-02-21,1620.66193567
2026-02-22,1621.52014007
2026-02-23,1622.02884878
2026-02-24,1622.42570852
2026-02-25,1623.03673644
2026-02-26,1623.55588381
2026-02-27,1624.19982713
2026-02-28,1625.03651639
2026-03-01,1625.87129325
2026-03-02,1626.56358295
2026-03-03,1627.28135585
2026-03-04,1627.91081691
2026-03-05,1628.53692817
2026-03-06,1628.95951082
2026-03-07,1629.79370129
2026-03-08,1630.55494856
2026-03-09,1631.07094306
2026-03-10,1631.80546149
2026-03-11,1632.31792751
2026-03-12,1632.51441075
2026-03-13,1633.1124456
2026-03-14,1633.8734175
2026-03-15,1634.71709749
2026-03-16,1635.14235549
2026-03-17,1635.71150187
2026-03-18,1636.42697717
2026-03-19,1637.1350794
2026-03-20,1637.3396656
2026-03-21,1638.21352366
2026-03-22,1637.82563267
2026-03-23,1638.36582621
2026-03-24,1638.76041202
2026-03-25,1639.44712909
2026-03-26,1640.02122463
2026-03-27,1640.6734539
2026-03-28,1641.42497558
2026-03-29,1642.25522443
2026-03-30,1642.89478441
2026-03-31,1642.66069199
2026-04-01,1643.35767449
2026-04-02,1644.00349704
2026-04-03,1644.78797557
2026-04-04,1645.63278474
2026-04-05,1645.84717051
2026-04-06,1646.55574039
2026-04-07,1647.15452688
2026-04-08,1647.90201864
2026-04-09,1648.54239124
2026-04-10,1649.20876741
