date,timestamp_utc,Supply in Profit
2022-04-10,2022-04-10T00:00:00Z,13473323.71024066
2022-04-11,2022-04-11T00:00:00Z,12353787.0137512
2022-04-12,2022-04-12T00:00:00Z,12626540.97022154
2022-04-13,2022-04-13T00:00:00Z,13006447.48461045
2022-04-14,2022-04-14T00:00:00Z,12523075.55077801
2022-04-15,2022-04-15T00:00:00Z,12944591.60003723
2022-04-16,2022-04-16T00:00:00Z,12795823.12749709
2022-04-17,2022-04-17T00:00:00Z,12267616.05745431
2022-04-18,2022-04-18T00:00:00Z,13065490.2305286
2022-04-19,2022-04-19T00:00:00Z,13406043.68201495
2022-04-20,2022-04-20T00:00:00Z,13371014.27839106
2022-04-21,2022-04-21T00:00:00Z,12748265.63416377
2022-04-22,2022-04-22T00:00:00Z,12321396.31407769
2022-04-23,2022-04-23T00:00:00Z,12373662.71663234
2022-04-24,2022-04-24T00:00:00Z,12035595.88053843
2022-04-25,2022-04-25T00:00:00Z,12956548.12712966
2022-04-26,2022-04-26T00:00:00Z,11413487.14430259
2022-04-27,2022-04-27T00:00:00Z,12238365.23589269
2022-04-28,2022-04-28T00:00:00Z,12634889.95633217
2022-04-29,2022-04-29T00:00:00Z,11871489.52698186
2022-04-30,2022-04-30T00:00:00Z,11220811.353362
2022-05-01,2022-05-01T00:00:00Z,11670629.5348951
2022-05-02,2022-05-02T00:00:00Z,11715971.82479698
2022-05-03,2022-05-03T00:00:00Z,11284220.70930049
2022-05-04,2022-05-04T00:00:00Z,12742074.4969168
2022-05-05,2022-05-05T00:00:00Z,11037600.87974672
2022-05-06,2022-05-06T00:00:00Z,10843928.8797156
2022-05-07,2022-05-07T00:00:00Z,10724722.8196279
2022-05-08,2022-05-08T00:00:00Z,10471830.09397513
2022-05-09,2022-05-09T00:00:00Z,10066871.99921805
2022-05-10,2022-05-10T00:00:00Z,10330619.55223657
2022-05-11,2022-05-11T00:00:00Z,10220795.9502758
2022-05-12,2022-05-12T00:00:00Z,10287175.94206528
2022-05-13,2022-05-13T00:00:00Z,10215100.21239854
2022-05-14,2022-05-14T00:00:00Z,10598731.80664563
2022-05-15,2022-05-15T00:00:00Z,11081631.82515245
2022-05-16,2022-05-16T00:00:00Z,10639877.15213798
2022-05-17,2022-05-17T00:00:00Z,10878868.82403951
2022-05-18,2022-05-18T00:00:00Z,10089839.87137872
2022-05-19,2022-05-19T00:00:00Z,10997284.12491584
2022-05-20,2022-05-20T00:00:00Z,10209812.2133632
2022-05-21,2022-05-21T00:00:00Z,10377429.69983092
2022-05-22,2022-05-22T00:00:00Z,10984049.47986732
2022-05-23,2022-05-23T00:00:00Z,10126894.54568469
2022-05-24,2022-05-24T00:00:00Z,10682130.5374669
2022-05-25,2022-05-25T00:00:00Z,10351082.8473644
2022-05-26,2022-05-26T00:00:00Z,10182246.95770933
2022-05-27,2022-05-27T00:00:00Z,10031550.01839425
2022-05-28,2022-05-28T00:00:00Z,10495330.78164055
2022-05-29,2022-05-29T00:00:00Z,10710515.01102233
2022-05-30,2022-05-30T00:00:00Z,11584686.71534452
2022-05-31,2022-05-31T00:00:00Z,11491098.06103744
2022-06-01,2022-06-01T00:00:00Z,10711071.21425136
2022-06-02,2022-06-02T00:00:00Z,11139323.84065281
2022-06-03,2022-06-03T00:00:00Z,10581265.1065061
2022-06-04,2022-06-04T00:00:00Z,10686871.86092268
2022-06-05,2022-06-05T00:00:00Z,10859668.63733764
2022-06-06,2022-06-06T00:00:00Z,11505683.32234527
2022-06-07,2022-06-07T00:00:00Z,11365128.50278673
2022-06-08,2022-06-08T00:00:00Z,10909613.34649942
2022-06-09,2022-06-09T00:00:00Z,10802909.69267487
2022-06-10,2022-06-10T00:00:00Z,10130626.67065469
2022-06-11,2022-06-11T00:00:00Z,9923242.49567051
2022-06-12,2022-06-12T00:00:00Z,9717140.95427149
2022-06-13,2022-06-13T00:00:00Z,9627075.80567744
2022-06-14,2022-06-14T00:00:00Z,9840102.37738266
2022-06-15,2022-06-15T00:00:00Z,10193589.49972705
2022-06-16,2022-06-16T00:00:00Z,9554462.39503034
2022-06-17,2022-06-17T00:00:00Z,9570762.05358562
2022-06-18,2022-06-18T00:00:00Z,9423038.85703558
2022-06-19,2022-06-19T00:00:00Z,10071364.97544283
2022-06-20,2022-06-20T00:00:00Z,10249621.70903898
2022-06-21,2022-06-21T00:00:00Z,10010887.19332612
2022-06-22,2022-06-22T00:00:00Z,9789462.87532857
2022-06-23,2022-06-23T00:00:00Z,10547347.51963901
2022-06-24,2022-06-24T00:00:00Z,10574960.40713225
2022-06-25,2022-06-25T00:00:00Z,10770919.69176419
2022-06-26,2022-06-26T00:00:00Z,10336360.36505056
2022-06-27,2022-06-27T00:00:00Z,10105399.25499932
2022-06-28,2022-06-28T00:00:00Z,9867629.29153793
2022-06-29,2022-06-29T00:00:00Z,9738969.18568958
2022-06-30,2022-06-30T00:00:00Z,9908790.19423405
2022-07-01,2022-07-01T00:00:00Z,9863590.54207463
2022-07-02,2022-07-02T00:00:00Z,9644896.48883737
2022-07-03,2022-07-03T00:00:00Z,9789621.16659297
2022-07-04,2022-07-04T00:00:00Z,10287145.14807987
2022-07-05,2022-07-05T00:00:00Z,10200600.20698826
2022-07-06,2022-07-06T00:00:00Z,10543612.75945921
2022-07-07,2022-07-07T00:00:00Z,11084054.63854886
2022-07-08,2022-07-08T00:00:00Z,11159659.91133761
2022-07-09,2022-07-09T00:00:00Z,10979782.36680355
2022-07-10,2022-07-10T00:00:00Z,10533323.11501669
2022-07-11,2022-07-11T00:00:00Z,9944388.40450547
2022-07-12,2022-07-12T00:00:00Z,9770926.62727198
2022-07-13,2022-07-13T00:00:00Z,10289258.87462575
2022-07-14,2022-07-14T00:00:00Z,10628263.06480096
2022-07-15,2022-07-15T00:00:00Z,10670473.96056057
2022-07-16,2022-07-16T00:00:00Z,11072975.85986657
2022-07-17,2022-07-17T00:00:00Z,10570778.46299798
2022-07-18,2022-07-18T00:00:00Z,11478712.32557362
2022-07-19,2022-07-19T00:00:00Z,11576476.22284611
2022-07-20,2022-07-20T00:00:00Z,11369344.51204899
2022-07-21,2022-07-21T00:00:00Z,11446355.04873676
2022-07-22,2022-07-22T00:00:00Z,11100456.15619646
2022-07-23,2022-07-23T00:00:00Z,11053859.27371166
2022-07-24,2022-07-24T00:00:00Z,11105481.37010378
2022-07-25,2022-07-25T00:00:00Z,10733078.53592826
2022-07-26,2022-07-26T00:00:00Z,10747701.36701248
2022-07-27,2022-07-27T00:00:00Z,11464865.14270888
2022-07-28,2022-07-28T00:00:00Z,11920051.66675849
2022-07-29,2022-07-29T00:00:00Z,11731449.3549549
2022-07-30,2022-07-30T00:00:00Z,11671070.23049765
2022-07-31,2022-07-31T00:00:00Z,11572373.27820988
2022-08-01,2022-08-01T00:00:00Z,11630690.01878994
2022-08-02,2022-08-02T00:00:00Z,11433374.23077451
2022-08-03,2022-08-03T00:00:00Z,11047799.7444854
2022-08-04,2022-08-04T00:00:00Z,11016176.71509319
2022-08-05,2022-08-05T00:00:00Z,11559233.59588122
2022-08-06,2022-08-06T00:00:00Z,11187478.10788068
2022-08-07,2022-08-07T00:00:00Z,11446680.88085221
2022-08-08,2022-08-08T00:00:00Z,11882428.80018796
2022-08-09,2022-08-09T00:00:00Z,11432949.01320679
2022-08-10,2022-08-10T00:00:00Z,11882721.26665022
2022-08-11,2022-08-11T00:00:00Z,11818677.41936841
2022-08-12,2022-08-12T00:00:00Z,12131411.42531017
2022-08-13,2022-08-13T00:00:00Z,11984463.0723197
2022-08-14,2022-08-14T00:00:00Z,11994640.38903552
2022-08-15,2022-08-15T00:00:00Z,11989981.55330339
2022-08-16,2022-08-16T00:00:00Z,11690249.96930176
2022-08-17,2022-08-17T00:00:00Z,11286563.32049024
2022-08-18,2022-08-18T00:00:00Z,11202877.09904455
2022-08-19,2022-08-19T00:00:00Z,10091524.71174667
2022-08-20,2022-08-20T00:00:00Z,10237394.28599814
2022-08-21,2022-08-21T00:00:00Z,10606236.90482275
2022-08-22,2022-08-22T00:00:00Z,10573435.62577592
2022-08-23,2022-08-23T00:00:00Z,10654864.94291866
2022-08-24,2022-08-24T00:00:00Z,10418013.90818194
2022-08-25,2022-08-25T00:00:00Z,10792666.29420954
2022-08-26,2022-08-26T00:00:00Z,9711748.10422297
2022-08-27,2022-08-27T00:00:00Z,9762500.90854125
2022-08-28,2022-08-28T00:00:00Z,9581345.11803281
2022-08-29,2022-08-29T00:00:00Z,9967311.25343641
2022-08-30,2022-08-30T00:00:00Z,9664564.73827539
2022-08-31,2022-08-31T00:00:00Z,9841414.96777586
2022-09-01,2022-09-01T00:00:00Z,10007974.63724899
2022-09-02,2022-09-02T00:00:00Z,9857737.98441448
2022-09-03,2022-09-03T00:00:00Z,9801915.80594001
2022-09-04,2022-09-04T00:00:00Z,9986799.97889998
2022-09-05,2022-09-05T00:00:00Z,9804960.71503357
2022-09-06,2022-09-06T00:00:00Z,9116651.58732614
2022-09-07,2022-09-07T00:00:00Z,9568687.41726842
2022-09-08,2022-09-08T00:00:00Z,9646632.95308173
2022-09-09,2022-09-09T00:00:00Z,10949384.02578616
2022-09-10,2022-09-10T00:00:00Z,11214712.47704265
2022-09-11,2022-09-11T00:00:00Z,11315068.50226186
2022-09-12,2022-09-12T00:00:00Z,11394448.77063252
2022-09-13,2022-09-13T00:00:00Z,10068594.86228697
2022-09-14,2022-09-14T00:00:00Z,10295358.47475758
2022-09-15,2022-09-15T00:00:00Z,9725624.57550648
2022-09-16,2022-09-16T00:00:00Z,9857470.80263569
2022-09-17,2022-09-17T00:00:00Z,10237541.79982183
2022-09-18,2022-09-18T00:00:00Z,9570875.47899102
2022-09-19,2022-09-19T00:00:00Z,9770101.42550752
2022-09-20,2022-09-20T00:00:00Z,9225260.50129629
2022-09-21,2022-09-21T00:00:00Z,9141049.54806188
2022-09-22,2022-09-22T00:00:00Z,9928330.75367547
2022-09-23,2022-09-23T00:00:00Z,9782056.90965967
2022-09-24,2022-09-24T00:00:00Z,9311508.74541831
2022-09-25,2022-09-25T00:00:00Z,9211236.70688438
2022-09-26,2022-09-26T00:00:00Z,9772195.54932643
2022-09-27,2022-09-27T00:00:00Z,9524978.70873959
2022-09-28,2022-09-28T00:00:00Z,10031688.83019966
2022-09-29,2022-09-29T00:00:00Z,10250391.65982207
2022-09-30,2022-09-30T00:00:00Z,10103517.45496709
2022-10-01,2022-10-01T00:00:00Z,9771422.93987916
2022-10-02,2022-10-02T00:00:00Z,9350669.6674277
2022-10-03,2022-10-03T00:00:00Z,10327206.92338469
2022-10-04,2022-10-04T00:00:00Z,10926403.44173075
2022-10-05,2022-10-05T00:00:00Z,10748112.63792729
2022-10-06,2022-10-06T00:00:00Z,10456284.11817998
2022-10-07,2022-10-07T00:00:00Z,10072585.14284497
2022-10-08,2022-10-08T00:00:00Z,9881464.95800907
2022-10-09,2022-10-09T00:00:00Z,9806642.44815333
2022-10-10,2022-10-10T00:00:00Z,9338934.35634587
2022-10-11,2022-10-11T00:00:00Z,9341109.06925624
2022-10-12,2022-10-12T00:00:00Z,9652225.89677278
2022-10-13,2022-10-13T00:00:00Z,10067213.66699442
2022-10-14,2022-10-14T00:00:00Z,9781677.24636893
2022-10-15,2022-10-15T00:00:00Z,9342220.99764495
2022-10-16,2022-10-16T00:00:00Z,9933736.80292251
2022-10-17,2022-10-17T00:00:00Z,10409970.49679045
2022-10-18,2022-10-18T00:00:00Z,9995078.11659349
2022-10-19,2022-10-19T00:00:00Z,9341120.22464657
2022-10-20,2022-10-20T00:00:00Z,9158800.8073226
2022-10-21,2022-10-21T00:00:00Z,9666989.66345294
2022-10-22,2022-10-22T00:00:00Z,9879771.41008766
2022-10-23,2022-10-23T00:00:00Z,10513693.23039695
2022-10-24,2022-10-24T00:00:00Z,10085408.82919879
2022-10-25,2022-10-25T00:00:00Z,10967616.03541287
2022-10-26,2022-10-26T00:00:00Z,11387543.52004511
2022-10-27,2022-10-27T00:00:00Z,10912649.55631847
2022-10-28,2022-10-28T00:00:00Z,11182326.00820917
2022-10-29,2022-10-29T00:00:00Z,11402546.03644716
2022-10-30,2022-10-30T00:00:00Z,11184615.45775699
2022-10-31,2022-10-31T00:00:00Z,11081059.50823689
2022-11-01,2022-11-01T00:00:00Z,11094808.44116815
2022-11-02,2022-11-02T00:00:00Z,10669090.81915243
2022-11-03,2022-11-03T00:00:00Z,10672760.63888673
2022-11-04,2022-11-04T00:00:00Z,11720177.56162335
2022-11-05,2022-11-05T00:00:00Z,11745907.76234652
2022-11-06,2022-11-06T00:00:00Z,11475904.26868971
2022-11-07,2022-11-07T00:00:00Z,11047296.19838879
2022-11-08,2022-11-08T00:00:00Z,8987023.93967812
2022-11-09,2022-11-09T00:00:00Z,8692343.00960419
2022-11-10,2022-11-10T00:00:00Z,9141765.53617701
2022-11-11,2022-11-11T00:00:00Z,9200711.07868508
2022-11-12,2022-11-12T00:00:00Z,8960771.32869612
2022-11-13,2022-11-13T00:00:00Z,8687711.18622239
2022-11-14,2022-11-14T00:00:00Z,9071390.22907638
2022-11-15,2022-11-15T00:00:00Z,9412746.87399623
2022-11-16,2022-11-16T00:00:00Z,9160404.38818837
2022-11-17,2022-11-17T00:00:00Z,9384030.33191383
2022-11-18,2022-11-18T00:00:00Z,9381534.21651373
2022-11-19,2022-11-19T00:00:00Z,9474918.23480554
2022-11-20,2022-11-20T00:00:00Z,8667274.31709808
2022-11-21,2022-11-21T00:00:00Z,8586814.37082525
2022-11-22,2022-11-22T00:00:00Z,8971990.47986977
2022-11-23,2022-11-23T00:00:00Z,9500143.05747371
2022-11-24,2022-11-24T00:00:00Z,9493174.26822429
2022-11-25,2022-11-25T00:00:00Z,9152785.62949534
2022-11-26,2022-11-26T00:00:00Z,8980056.57986604
2022-11-27,2022-11-27T00:00:00Z,8957610.96281551
2022-11-28,2022-11-28T00:00:00Z,9040380.44974778
2022-11-29,2022-11-29T00:00:00Z,9189299.38032002
2022-11-30,2022-11-30T00:00:00Z,10534730.34322434
2022-12-01,2022-12-01T00:00:00Z,10328400.02842666
2022-12-02,2022-12-02T00:00:00Z,10481817.81403548
2022-12-03,2022-12-03T00:00:00Z,10157435.8469203
2022-12-04,2022-12-04T00:00:00Z,10594418.65135316
2022-12-05,2022-12-05T00:00:00Z,10323886.60576063
2022-12-06,2022-12-06T00:00:00Z,10577075.28807044
2022-12-07,2022-12-07T00:00:00Z,10034844.95205614
2022-12-08,2022-12-08T00:00:00Z,10711847.23235616
2022-12-09,2022-12-09T00:00:00Z,10606559.76440505
2022-12-10,2022-12-10T00:00:00Z,10477368.5726884
2022-12-11,2022-12-11T00:00:00Z,10428537.98418069
2022-12-12,2022-12-12T00:00:00Z,10715753.46736372
2022-12-13,2022-12-13T00:00:00Z,10848280.31089526
2022-12-14,2022-12-14T00:00:00Z,10781829.61994988
2022-12-15,2022-12-15T00:00:00Z,10530818.95494173
2022-12-16,2022-12-16T00:00:00Z,9369524.114856
2022-12-17,2022-12-17T00:00:00Z,9714541.88201832
2022-12-18,2022-12-18T00:00:00Z,9660738.0400641
2022-12-19,2022-12-19T00:00:00Z,8932180.60062419
2022-12-20,2022-12-20T00:00:00Z,10215504.4884885
2022-12-21,2022-12-21T00:00:00Z,9925641.14602264
2022-12-22,2022-12-22T00:00:00Z,10069385.40447849
2022-12-23,2022-12-23T00:00:00Z,9737583.84718983
2022-12-24,2022-12-24T00:00:00Z,10107851.52183371
2022-12-25,2022-12-25T00:00:00Z,10098169.88575867
2022-12-26,2022-12-26T00:00:00Z,10418950.17916641
2022-12-27,2022-12-27T00:00:00Z,9602694.74504376
2022-12-28,2022-12-28T00:00:00Z,9088696.42577882
2022-12-29,2022-12-29T00:00:00Z,9554951.92803984
2022-12-30,2022-12-30T00:00:00Z,9507883.19925287
2022-12-31,2022-12-31T00:00:00Z,9022992.78535836
2023-01-01,2023-01-01T00:00:00Z,9606610.27472578
2023-01-02,2023-01-02T00:00:00Z,9791848.14148662
2023-01-03,2023-01-03T00:00:00Z,9822802.77141613
2023-01-04,2023-01-04T00:00:00Z,10618475.15730037
2023-01-05,2023-01-05T00:00:00Z,10397128.36521041
2023-01-06,2023-01-06T00:00:00Z,10835076.08943573
2023-01-07,2023-01-07T00:00:00Z,10823427.62164817
2023-01-08,2023-01-08T00:00:00Z,11006281.27238072
2023-01-09,2023-01-09T00:00:00Z,11017776.10197588
2023-01-10,2023-01-10T00:00:00Z,11248471.80386796
2023-01-11,2023-01-11T00:00:00Z,11446469.87327058
2023-01-12,2023-01-12T00:00:00Z,11577563.7923234
2023-01-13,2023-01-13T00:00:00Z,12251378.73708328
2023-01-14,2023-01-14T00:00:00Z,12880849.30150755
2023-01-15,2023-01-15T00:00:00Z,12785482.03424228
2023-01-16,2023-01-16T00:00:00Z,12909842.53842904
2023-01-17,2023-01-17T00:00:00Z,12829441.41106839
2023-01-18,2023-01-18T00:00:00Z,12288618.993702
2023-01-19,2023-01-19T00:00:00Z,12745236.63007396
2023-01-20,2023-01-20T00:00:00Z,13396633.23571707
2023-01-21,2023-01-21T00:00:00Z,13306444.6436197
2023-01-22,2023-01-22T00:00:00Z,13234887.92643769
2023-01-23,2023-01-23T00:00:00Z,13342396.91413655
2023-01-24,2023-01-24T00:00:00Z,13082344.60167389
2023-01-25,2023-01-25T00:00:00Z,13520057.41746133
2023-01-26,2023-01-26T00:00:00Z,13336050.18501094
2023-01-27,2023-01-27T00:00:00Z,13412086.68909878
2023-01-28,2023-01-28T00:00:00Z,13224444.32297218
2023-01-29,2023-01-29T00:00:00Z,13811633.55812852
2023-01-30,2023-01-30T00:00:00Z,12980031.50774098
2023-01-31,2023-01-31T00:00:00Z,13431282.00143132
2023-02-01,2023-02-01T00:00:00Z,13792301.22467873
2023-02-02,2023-02-02T00:00:00Z,13557643.24703746
2023-02-03,2023-02-03T00:00:00Z,13521785.26928224
2023-02-04,2023-02-04T00:00:00Z,13385433.47369077
2023-02-05,2023-02-05T00:00:00Z,12762977.23406144
2023-02-06,2023-02-06T00:00:00Z,12558930.33821913
2023-02-07,2023-02-07T00:00:00Z,13456511.2966659
2023-02-08,2023-02-08T00:00:00Z,12728460.02118962
2023-02-09,2023-02-09T00:00:00Z,12336035.24984298
2023-02-10,2023-02-10T00:00:00Z,12357426.9510023
2023-02-11,2023-02-11T00:00:00Z,12538696.24977413
2023-02-12,2023-02-12T00:00:00Z,12445220.64751898
2023-02-13,2023-02-13T00:00:00Z,12518372.8212644
2023-02-14,2023-02-14T00:00:00Z,12722104.18323104
2023-02-15,2023-02-15T00:00:00Z,13978025.76328723
2023-02-16,2023-02-16T00:00:00Z,13584679.2749018
2023-02-17,2023-02-17T00:00:00Z,13895510.79094904
2023-02-18,2023-02-18T00:00:00Z,13914988.44305542
2023-02-19,2023-02-19T00:00:00Z,13743192.53704618
2023-02-20,2023-02-20T00:00:00Z,13950739.54090158
2023-02-21,2023-02-21T00:00:00Z,13736870.99165024
2023-02-22,2023-02-22T00:00:00Z,13724514.42178469
2023-02-23,2023-02-23T00:00:00Z,13565204.01020912
2023-02-24,2023-02-24T00:00:00Z,13087118.84071931
2023-02-25,2023-02-25T00:00:00Z,13133123.63870744
2023-02-26,2023-02-26T00:00:00Z,13409679.11022162
2023-02-27,2023-02-27T00:00:00Z,13381869.27006437
2023-02-28,2023-02-28T00:00:00Z,12921648.63803816
2023-03-01,2023-03-01T00:00:00Z,13475958.23054729
2023-03-02,2023-03-02T00:00:00Z,13342799.34078657
2023-03-03,2023-03-03T00:00:00Z,12327790.71300157
2023-03-04,2023-03-04T00:00:00Z,12329486.78954399
2023-03-05,2023-03-05T00:00:00Z,12393536.52461087
2023-03-06,2023-03-06T00:00:00Z,12384173.86923618
2023-03-07,2023-03-07T00:00:00Z,12208251.44270112
2023-03-08,2023-03-08T00:00:00Z,11999382.54870132
2023-03-09,2023-03-09T00:00:00Z,11226286.35774904
2023-03-10,2023-03-10T00:00:00Z,11343514.94761756
2023-03-11,2023-03-11T00:00:00Z,11553794.1028702
2023-03-12,2023-03-12T00:00:00Z,12393111.78180344
2023-03-13,2023-03-13T00:00:00Z,13951261.93085397
2023-03-14,2023-03-14T00:00:00Z,14009404.24479511
2023-03-15,2023-03-15T00:00:00Z,13785280.58953394
2023-03-16,2023-03-16T00:00:00Z,14148932.1339716
2023-03-17,2023-03-17T00:00:00Z,14364671.43181301
2023-03-18,2023-03-18T00:00:00Z,14077438.1763984
2023-03-19,2023-03-19T00:00:00Z,14348699.35754595
2023-03-20,2023-03-20T00:00:00Z,14159171.12839065
2023-03-21,2023-03-21T00:00:00Z,14336928.79310538
2023-03-22,2023-03-22T00:00:00Z,13956195.70031914
2023-03-23,2023-03-23T00:00:00Z,14353237.21917093
2023-03-24,2023-03-24T00:00:00Z,13899088.2946371
2023-03-25,2023-03-25T00:00:00Z,13936432.73108282
2023-03-26,2023-03-26T00:00:00Z,14196558.12241403
2023-03-27,2023-03-27T00:00:00Z,13677051.33251347
2023-03-28,2023-03-28T00:00:00Z,13901266.79702684
2023-03-29,2023-03-29T00:00:00Z,14320340.47851451
2023-03-30,2023-03-30T00:00:00Z,14075617.61680072
2023-03-31,2023-03-31T00:00:00Z,14551594.89664759
2023-04-01,2023-04-01T00:00:00Z,14522196.47594774
2023-04-02,2023-04-02T00:00:00Z,14127950.93249031
2023-04-03,2023-04-03T00:00:00Z,13790335.17010467
2023-04-04,2023-04-04T00:00:00Z,14067186.06864809
2023-04-05,2023-04-05T00:00:00Z,14079849.5491912
2023-04-06,2023-04-06T00:00:00Z,13933764.4679655
2023-04-07,2023-04-07T00:00:00Z,13727880.09797773
2023-04-08,2023-04-08T00:00:00Z,13773248.54935163
2023-04-09,2023-04-09T00:00:00Z,14488946.00950052
2023-04-10,2023-04-10T00:00:00Z,14809022.23368399
2023-04-11,2023-04-11T00:00:00Z,14888291.59416892
2023-04-12,2023-04-12T00:00:00Z,14557395.45173099
2023-04-13,2023-04-13T00:00:00Z,14969277.62758172
2023-04-14,2023-04-14T00:00:00Z,14926532.5849375
2023-04-15,2023-04-15T00:00:00Z,14815673.71358435
2023-04-16,2023-04-16T00:00:00Z,14798431.6983215
2023-04-17,2023-04-17T00:00:00Z,14312213.4862382
2023-04-18,2023-04-18T00:00:00Z,14902166.61118257
2023-04-19,2023-04-19T00:00:00Z,14036599.87986745
2023-04-20,2023-04-20T00:00:00Z,13645439.53864505
2023-04-21,2023-04-21T00:00:00Z,13112189.58280696
2023-04-22,2023-04-22T00:00:00Z,13347767.98921509
2023-04-23,2023-04-23T00:00:00Z,13231002.72431392
2023-04-24,2023-04-24T00:00:00Z,13294298.70490434
2023-04-25,2023-04-25T00:00:00Z,14107941.71518309
2023-04-26,2023-04-26T00:00:00Z,14081533.15158078
2023-04-27,2023-04-27T00:00:00Z,14425484.75049875
2023-04-28,2023-04-28T00:00:00Z,14314729.85455781
2023-04-29,2023-04-29T00:00:00Z,14238386.8582274
2023-04-30,2023-04-30T00:00:00Z,14255781.42177762
2023-05-01,2023-05-01T00:00:00Z,13458524.39576593
2023-05-02,2023-05-02T00:00:00Z,14099977.8806966
2023-05-03,2023-05-03T00:00:00Z,14227508.6562345
2023-05-04,2023-05-04T00:00:00Z,14142732.30525703
2023-05-05,2023-05-05T00:00:00Z,14505124.58441432
2023-05-06,2023-05-06T00:00:00Z,14065395.19613757
2023-05-07,2023-05-07T00:00:00Z,13659778.32189332
2023-05-08,2023-05-08T00:00:00Z,12825967.02510173
2023-05-09,2023-05-09T00:00:00Z,12806669.65015712
2023-05-10,2023-05-10T00:00:00Z,12803651.61560106
2023-05-11,2023-05-11T00:00:00Z,12470880.02625602
2023-05-12,2023-05-12T00:00:00Z,12507677.09011467
2023-05-13,2023-05-13T00:00:00Z,12477699.55667135
2023-05-14,2023-05-14T00:00:00Z,12578476.94104806
2023-05-15,2023-05-15T00:00:00Z,12751320.16850193
2023-05-16,2023-05-16T00:00:00Z,12573360.41865466
2023-05-17,2023-05-17T00:00:00Z,12962457.81327401
2023-05-18,2023-05-18T00:00:00Z,12401986.82804088
2023-05-19,2023-05-19T00:00:00Z,12513412.18706927
2023-05-20,2023-05-20T00:00:00Z,12770637.16728712
2023-05-21,2023-05-21T00:00:00Z,12340025.3697441
2023-05-22,2023-05-22T00:00:00Z,12387544.18765187
2023-05-23,2023-05-23T00:00:00Z,12883217.85793486
2023-05-24,2023-05-24T00:00:00Z,12179646.5700096
2023-05-25,2023-05-25T00:00:00Z,12335820.99033043
2023-05-26,2023-05-26T00:00:00Z,12374945.44298948
2023-05-27,2023-05-27T00:00:00Z,12625490.53092761
2023-05-28,2023-05-28T00:00:00Z,13653560.96380351
2023-05-29,2023-05-29T00:00:00Z,13335736.81585692
2023-05-30,2023-05-30T00:00:00Z,13254620.7239385
2023-05-31,2023-05-31T00:00:00Z,12956573.11420051
2023-06-01,2023-06-01T00:00:00Z,12304825.0332859
2023-06-02,2023-06-02T00:00:00Z,13023785.74490756
2023-06-03,2023-06-03T00:00:00Z,12708575.52194518
2023-06-04,2023-06-04T00:00:00Z,12733672.56318374
2023-06-05,2023-06-05T00:00:00Z,11982225.31142791
2023-06-06,2023-06-06T00:00:00Z,13052331.41652613
2023-06-07,2023-06-07T00:00:00Z,12152687.12882359
2023-06-08,2023-06-08T00:00:00Z,12295676.61120324
2023-06-09,2023-06-09T00:00:00Z,12278979.94291294
2023-06-10,2023-06-10T00:00:00Z,12055351.15817153
2023-06-11,2023-06-11T00:00:00Z,12094715.31350248
2023-06-12,2023-06-12T00:00:00Z,12141822.47439436
2023-06-13,2023-06-13T00:00:00Z,12125240.44228749
2023-06-14,2023-06-14T00:00:00Z,11853842.42974758
2023-06-15,2023-06-15T00:00:00Z,11990867.94694327
2023-06-16,2023-06-16T00:00:00Z,12434361.76612452
2023-06-17,2023-06-17T00:00:00Z,12556186.72587687
2023-06-18,2023-06-18T00:00:00Z,12366479.9900061
2023-06-19,2023-06-19T00:00:00Z,12977980.65838573
2023-06-20,2023-06-20T00:00:00Z,14447138.39550099
2023-06-21,2023-06-21T00:00:00Z,14980920.1223798
2023-06-22,2023-06-22T00:00:00Z,14851621.05990008
2023-06-23,2023-06-23T00:00:00Z,15164314.77778731
2023-06-24,2023-06-24T00:00:00Z,15082218.46222179
2023-06-25,2023-06-25T00:00:00Z,15055633.17395558
2023-06-26,2023-06-26T00:00:00Z,14981509.71311283
2023-06-27,2023-06-27T00:00:00Z,15198253.59397037
2023-06-28,2023-06-28T00:00:00Z,14590535.09820452
2023-06-29,2023-06-29T00:00:00Z,14958877.92191698
2023-06-30,2023-06-30T00:00:00Z,14930820.98370016
2023-07-01,2023-07-01T00:00:00Z,15066176.69426805
2023-07-02,2023-07-02T00:00:00Z,15128841.31406802
2023-07-03,2023-07-03T00:00:00Z,15316250.84965925
2023-07-04,2023-07-04T00:00:00Z,15101133.51723476
2023-07-05,2023-07-05T00:00:00Z,14805861.73586632
2023-07-06,2023-07-06T00:00:00Z,14124407.57600805
2023-07-07,2023-07-07T00:00:00Z,14635878.22416448
2023-07-08,2023-07-08T00:00:00Z,14465429.89598805
2023-07-09,2023-07-09T00:00:00Z,14279321.54779114
2023-07-10,2023-07-10T00:00:00Z,14774978.96280967
2023-07-11,2023-07-11T00:00:00Z,15058393.84041863
2023-07-12,2023-07-12T00:00:00Z,14642152.89386779
2023-07-13,2023-07-13T00:00:00Z,15407185.0135414
2023-07-14,2023-07-14T00:00:00Z,14441417.92038967
2023-07-15,2023-07-15T00:00:00Z,14361309.58220261
2023-07-16,2023-07-16T00:00:00Z,14298386.68924758
2023-07-17,2023-07-17T00:00:00Z,14164167.15822698
2023-07-18,2023-07-18T00:00:00Z,13868833.28952804
2023-07-19,2023-07-19T00:00:00Z,13913585.13413653
