date,Supply in Loss
2023-07-28,5647297.79735122
2023-07-29,5593126.41393664
2023-07-30,5698437.93393121
2023-07-31,5983275.54037286
2023-08-01,5326530.67801435
2023-08-02,6037703.30702428
2023-08-03,5900544.16414855
2023-08-04,6146627.87596491
2023-08-05,6085308.5954289
2023-08-06,6040570.05461939
2023-08-07,5776696.08047782
2023-08-08,5247092.65693111
2023-08-09,5371838.19047824
2023-08-10,5528420.13792027
2023-08-11,5498236.87924865
2023-08-12,5487352.51547023
2023-08-13,5758885.3538415
2023-08-14,5441739.72107467
2023-08-15,6053547.55979177
2023-08-16,6457581.61101594
2023-08-17,7595385.86835807
2023-08-18,7901324.18106041
2023-08-19,7843723.09536346
2023-08-20,7819134.45846795
2023-08-21,7769584.43948032
2023-08-22,7770674.98575732
2023-08-23,7416613.10393543
2023-08-24,7698954.10752413
2023-08-25,7853948.70896806
2023-08-26,7913980.0163098
2023-08-27,7653477.66597541
2023-08-28,7613863.13066975
2023-08-29,6502417.11825024
2023-08-30,6671002.83819169
2023-08-31,8029410.45093517
2023-09-01,8031197.82163838
2023-09-02,7961067.35361296
2023-09-03,7850884.12518252
2023-09-04,8040134.26659316
2023-09-05,7981351.32133211
2023-09-06,7931078.96840608
2023-09-07,7326037.88692407
2023-09-08,7775362.11986035
2023-09-09,7762131.03474711
2023-09-10,7878164.95164977
2023-09-11,8214663.80600275
2023-09-12,7816878.80815512
2023-09-13,7286991.1583231
2023-09-14,6991290.08500064
2023-09-15,6916749.64693635
2023-09-16,6999154.32100529
2023-09-17,7046404.14027336
2023-09-18,6903849.14918363
2023-09-19,6482095.79713076
2023-09-20,6634651.81734404
2023-09-21,7176780.26411984
2023-09-22,7163231.97499531
2023-09-23,7143276.01716013
2023-09-24,7600484.10692622
2023-09-25,7490890.70066041
2023-09-26,7620156.8877125
2023-09-27,7426273.46964778
2023-09-28,6626446.23223861
2023-09-29,6786899.84263694
2023-09-30,6746934.66330053
2023-10-01,5966814.33068789
2023-10-02,6300987.60199981
2023-10-03,6325777.43951754
2023-10-04,6113212.71604258
2023-10-05,6412153.36917365
2023-10-06,5991582.91141108
2023-10-07,5972506.36360573
2023-10-08,6067508.43221965
2023-10-09,6330347.48212029
2023-10-10,6641830.26381951
2023-10-11,7181953.93141069
2023-10-12,7269246.70280869
2023-10-13,7138972.23634551
2023-10-14,7168892.92096642
2023-10-15,6724972.21533759
2023-10-16,5449949.89495152
2023-10-17,5594892.73207393
2023-10-18,5691643.55386949
2023-10-19,5305553.71537238
2023-10-20,4591468.44656286
2023-10-21,4447376.78845758
2023-10-22,4406143.22652226
2023-10-23,3565493.6793997
2023-10-24,3703905.3997833
2023-10-25,3503914.25823756
2023-10-26,3719307.4763254
2023-10-27,3860283.11596784
2023-10-28,3800543.92965501
2023-10-29,3495051.75222728
2023-10-30,3522142.18107196
2023-10-31,3408501.65933166
2023-11-01,3295610.75497462
2023-11-02,3419886.75758051
2023-11-03,3497331.99306511
2023-11-04,3361768.84819928
2023-11-05,3387014.82018017
2023-11-06,3439987.93692473
2023-11-07,3335119.31631832
2023-11-08,3299976.88156919
2023-11-09,3255764.67104555
2023-11-10,3154529.20648928
2023-11-11,3343239.22419035
2023-11-12,3316854.52254697
2023-11-13,3592553.16925619
2023-11-14,3811589.90116196
2023-11-15,3020878.59002597
2023-11-16,3709969.38375561
2023-11-17,3556405.98514724
2023-11-18,3552730.59289696
2023-11-19,3075227.33104131
2023-11-20,3147213.63384112
2023-11-21,4041608.40520707
2023-11-22,3158453.31526494
2023-11-23,3282518.40020764
2023-11-24,3109501.61619194
2023-11-25,3054105.38227442
2023-11-26,3296791.94706994
2023-11-27,3546521.10134924
2023-11-28,3068215.48947992
2023-11-29,3162544.52177169
2023-11-30,3320388.38777946
2023-12-01,2795982.94853215
2023-12-02,2578854.04540225
2023-12-03,2436741.27653915
2023-12-04,2203285.68168593
2023-12-05,2022748.01166422
2023-12-06,2185778.36796069
2023-12-07,2326862.78328667
2023-12-08,2014729.01441845
2023-12-09,2300711.00764013
2023-12-10,2280632.14327307
2023-12-11,2861396.35609651
2023-12-12,2796135.60387058
2023-12-13,2405579.05388821
2023-12-14,2357145.43111093
2023-12-15,2717978.25161864
2023-12-16,2601366.98393107
2023-12-17,3056787.67207466
2023-12-18,2436367.86881619
2023-12-19,2667996.48291677
2023-12-20,2252939.43424917
2023-12-21,2169618.90268101
2023-12-22,2063703.82598768
2023-12-23,2265766.05199644
2023-12-24,2692301.32732263
2023-12-25,2414525.88143063
2023-12-26,2876296.35475636
2023-12-27,2522211.66366853
2023-12-28,2851497.8627634
2023-12-29,3211468.29250914
2023-12-30,3087359.14063115
2023-12-31,3101219.06671328
2024-01-01,1987397.42528928
2024-01-02,2026535.05598508
2024-01-03,2730636.4449891
2024-01-04,2158285.05551042
2024-01-05,2133389.57941653
2024-01-06,2251161.53696528
2024-01-07,2286882.30380936
2024-01-08,1738290.62257307
2024-01-09,2018591.6963138
2024-01-10,1873596.22320808
2024-01-11,1998244.29701596
2024-01-12,3237877.98111088
2024-01-13,3210280.86780445
2024-01-14,3872865.39254053
2024-01-15,3536831.2418205
2024-01-16,2936138.43541016
2024-01-17,3192256.4851127
2024-01-18,4294416.81638779
2024-01-19,4008875.9093503
2024-01-20,3988461.60213874
2024-01-21,4125274.93526162
2024-01-22,4713590.86607778
2024-01-23,4491588.99847145
2024-01-24,4380409.14064038
2024-01-25,4490286.09843266
2024-01-26,3720238.99581007
2024-01-27,3510985.07085947
2024-01-28,3629281.26570657
2024-01-29,2737999.00662815
2024-01-30,3052818.15181319
2024-01-31,3488321.79457321
2024-02-01,2859771.03974263
2024-02-02,2791957.8155912
2024-02-03,3034841.30053724
2024-02-04,3676040.20307531
2024-02-05,3475742.4544666
2024-02-06,2882926.31887482
2024-02-07,2104789.89925924
2024-02-08,2015561.54006242
2024-02-09,1781084.88279789
2024-02-10,1539565.26638455
2024-02-11,1470550.20746343
2024-02-12,1245609.47612266
2024-02-13,1415971.83004871
2024-02-14,1162592.68167805
2024-02-15,1224005.55877909
2024-02-16,1127431.33283731
2024-02-17,1485816.66971136
2024-02-18,1123852.67893244
2024-02-19,1482213.15739277
2024-02-20,1097859.43157481
2024-02-21,1548181.04233002
2024-02-22,1767272.16117786
2024-02-23,1927786.41072542
2024-02-24,1526875.93413023
2024-02-25,1380926.84523855
2024-02-26,985678.88376835
2024-02-27,641241.76587134
2024-02-28,118074.685859
2024-02-29,348959.73826458
2024-03-01,236179.92746982
2024-03-02,344779.47067137
2024-03-03,111541.86484377
2024-03-04,7071.56178558
2024-03-05,377851.76727395
2024-03-06,535353.49303947
2024-03-07,364242.14577409
2024-03-08,110299.5685053
2024-03-09,109793.69651705
2024-03-10,131329.37003249
2024-03-11,201710.56588591
2024-03-12,362520.69198057
2024-03-13,135546.80399628
2024-03-14,837371.55311703
2024-03-15,859182.02271489
2024-03-16,1623688.14568175
2024-03-17,903912.70481538
2024-03-18,1115601.6784583
2024-03-19,2006448.09998799
2024-03-20,918895.35445545
2024-03-21,1580283.04908654
2024-03-22,1774121.10126723
2024-03-23,1676349.82971514
2024-03-24,1051063.54730133
2024-03-25,723205.91022961
2024-03-26,837029.99175506
2024-03-27,909798.23254266
2024-03-28,550520.76392265
2024-03-29,958719.9082262
2024-03-30,1064087.25677801
2024-03-31,397163.36805058
2024-04-01,811866.30605436
2024-04-02,2117064.59434352
2024-04-03,1909630.23165487
2024-04-04,1125720.7052256
2024-04-05,1258491.35821602
2024-04-06,806301.26804489
2024-04-07,752021.31442858
2024-04-08,501094.56511586
2024-04-09,1009363.73394565
2024-04-10,589899.10382878
2024-04-11,821511.98659289
2024-04-12,1745203.69960074
2024-04-13,2481299.45718004
2024-04-14,2207446.24237966
2024-04-15,2668698.82416489
2024-04-16,2521763.56224841
2024-04-17,3015711.06623927
2024-04-18,2543898.13044482
2024-04-19,2480330.19455887
2024-04-20,2148192.05327805
2024-04-21,2176066.48874755
2024-04-22,1655532.14841679
2024-04-23,1792221.71437051
2024-04-24,2494396.43976015
2024-04-25,2396727.91455042
2024-04-26,2725198.74337801
2024-04-27,2786698.34632038
2024-04-28,2999831.30595456
2024-04-29,2607608.53496477
2024-04-30,3407807.1090405
2024-05-01,3612497.72016295
2024-05-02,3495470.55520183
2024-05-03,2535130.74946457
2024-05-04,2376342.95781237
2024-05-05,2315820.46161115
2024-05-06,2681081.56276791
2024-05-07,2953553.19825152
2024-05-08,3237105.27804247
2024-05-09,2624695.24023235
2024-05-10,3386471.99147877
2024-05-11,3422030.36535554
2024-05-12,3107788.04129246
2024-05-13,2684623.76039767
2024-05-14,3180968.03184705
2024-05-15,1670294.84801767
2024-05-16,2036441.17792199
2024-05-17,1367679.3124774
2024-05-18,1231850.98027506
2024-05-19,1847767.96555104
2024-05-20,293754.2817284
2024-05-21,631674.89705994
2024-05-22,977480.98806435
2024-05-23,1315077.65708955
2024-05-24,1165458.82651724
2024-05-25,865401.02979072
2024-05-26,1270722.80828127
2024-05-27,864824.27680104
2024-05-28,1363881.03631293
2024-05-29,1716054.23994709
2024-05-30,1440349.93687374
2024-05-31,1889059.2325448
2024-06-01,1678308.14534055
2024-06-02,1643293.79400591
2024-06-03,1043479.57903635
2024-06-04,502584.55507282
2024-06-05,441084.12525173
2024-06-06,666954.62976945
2024-06-07,1133862.4498593
2024-06-08,1178457.00943077
2024-06-09,1009568.09855049
2024-06-10,1068425.67589429
2024-06-11,2199043.86897621
2024-06-12,1833287.68180743
2024-06-13,2531902.86156099
2024-06-14,2847204.87278448
2024-06-15,2786165.39778775
2024-06-16,2471657.91560332
2024-06-17,2477625.707967
2024-06-18,3051807.40957669
2024-06-19,3129537.69189973
2024-06-20,3154732.12785019
2024-06-21,3413115.56660001
2024-06-22,3254138.68752258
2024-06-23,3709630.06934735
2024-06-24,4285839.34126829
2024-06-25,3787293.71688445
2024-06-26,4243008.42487844
2024-06-27,3747468.72011143
2024-06-28,4327409.00639589
2024-06-29,4105093.23496559
2024-06-30,3381852.53289626
2024-07-01,3440058.39208609
2024-07-02,3661535.83927489
2024-07-03,4431045.71960815
2024-07-04,4974208.43461682
2024-07-05,4868948.93768556
2024-07-06,4437401.51109443
2024-07-07,5143894.9072154
2024-07-08,4837041.47375054
2024-07-09,4347760.06831516
2024-07-10,4427035.72871135
2024-07-11,4707147.93392074
2024-07-12,4370508.41125441
2024-07-13,4135056.34847041
2024-07-14,3853621.16565922
2024-07-15,2479285.79959311
2024-07-16,2336846.82741663
2024-07-17,2917948.47600993
2024-07-18,2940073.64474953
2024-07-19,1885480.63426898
2024-07-20,1596478.19251247
2024-07-21,1372257.30157898
2024-07-22,1490293.13011589
2024-07-23,2504185.61241218
2024-07-24,2799547.79359256
2024-07-25,2523393.0537693
2024-07-26,1320593.70024834
2024-07-27,1306202.3298701
2024-07-28,1257642.89834966
2024-07-29,2238509.52750395
2024-07-30,2477144.08217089
2024-07-31,3211873.55652337
2024-08-01,2853638.90534662
2024-08-02,4253631.40962172
2024-08-03,4564668.14441868
2024-08-04,4939625.23558918
2024-08-05,5460624.26943209
2024-08-06,5222861.63925527
2024-08-07,5437643.24039418
2024-08-08,3761625.63283548
2024-08-09,4151346.17443875
2024-08-10,4084539.23105302
2024-08-11,4657283.92978093
2024-08-12,4555801.71208892
2024-08-13,4143338.53823804
2024-08-14,4767385.89177433
2024-08-15,4987968.18787828
2024-08-16,4599907.43003692
2024-08-17,4345516.35268989
2024-08-18,4702293.76927479
2024-08-19,4316533.06202016
2024-08-20,4595029.26580524
2024-08-21,3692914.23031513
2024-08-22,4117011.46976745
2024-08-23,2841396.23044371
2024-08-24,2931450.25699706
2024-08-25,2690770.88716226
2024-08-26,3340561.00807151
2024-08-27,4584748.14048545
2024-08-28,4727570.94229996
2024-08-29,4546010.31333171
2024-08-30,4714514.31291883
2024-08-31,4783134.85166745
2024-09-01,5307398.60444292
2024-09-02,4541372.01401705
2024-09-03,5165195.21621185
2024-09-04,4970952.87403783
2024-09-05,5608475.99948658
2024-09-06,5907220.18368307
2024-09-07,5862760.02341023
2024-09-08,5673855.9007308
2024-09-09,5093318.07869875
2024-09-10,4882763.61071901
2024-09-11,4945249.46572781
2024-09-12,4638453.65571367
2024-09-13,3704801.2961399
2024-09-14,3925865.68110122
2024-09-15,4310117.20431869
2024-09-16,4597982.87178356
2024-09-17,3859720.55087744
2024-09-18,3318572.95136954
2024-09-19,2889544.92798437
2024-09-20,2892313.91015231
2024-09-21,2772815.54344665
2024-09-22,2688436.75687115
2024-09-23,2913602.60639705
2024-09-24,2327317.03839188
2024-09-25,3173884.69408939
2024-09-26,2201336.30160476
2024-09-27,2116606.90615759
2024-09-28,1923046.34178017
2024-09-29,2243050.2106286
2024-09-30,3306833.42894317
2024-10-01,4215411.43373849
2024-10-02,4360067.64163185
2024-10-03,4251695.24527856
2024-10-04,3593359.35885854
2024-10-05,3587528.31252109
2024-10-06,3346829.8867263
2024-10-07,3660678.69229816
2024-10-08,3887685.89638582
2024-10-09,4685661.23300461
2024-10-10,4797115.7679966
2024-10-11,3498515.80870314
2024-10-12,2975505.75250996
2024-10-13,3217421.45122061
2024-10-14,1687685.62438195
2024-10-15,1295525.11074925
2024-10-16,1107784.09694901
2024-10-17,1318135.55790267
2024-10-18,1009213.1853466
2024-10-19,1048683.88040635
2024-10-20,671294.24572717
2024-10-21,1573838.17134224
2024-10-22,1521654.09405229
2024-10-23,2064646.23809733
2024-10-24,1104605.31062121
2024-10-25,2391354.27565009
2024-10-26,1837312.0849386
2024-10-27,1200806.55159813
2024-10-28,467011.26919303
2024-10-29,126673.16665397
2024-10-30,164271.67782214
2024-10-31,841453.24851405
2024-11-01,982498.28388895
2024-11-02,1141873.67356108
2024-11-03,1234599.20192784
2024-11-04,1725678.4601838
2024-11-05,1057894.58063904
2024-11-06,83863.68686014
2024-11-07,57559.88820987
2024-11-08,49015.87352266
2024-11-09,22695.31918755
2024-11-10,11639.29177383
2024-11-11,20187.10399301
2024-11-12,153245.00348353
2024-11-13,117256.45910904
2024-11-14,650585.53761965
2024-11-15,170763.15616283
2024-11-16,268353.85354792
2024-11-17,346537.88313069
2024-11-18,470558.68150065
2024-11-19,171777.98193282
2024-11-20,128900.83958221
2024-11-21,48493.95107582
2024-11-22,191494.93115254
2024-11-23,691116.22005845
2024-11-24,618092.21403553
2024-11-25,1143840.42942289
2024-11-26,1233007.53115619
2024-11-27,783764.45812313
2024-11-28,802957.58367129
2024-11-29,607772.48571267
2024-11-30,900916.76466717
2024-12-01,712385.4058399
2024-12-02,1050641.4917913
2024-12-03,939415.95359981
2024-12-04,108152.7418733
2024-12-05,1072093.89562531
2024-12-06,387428.06914994
2024-12-07,365406.20305534
2024-12-08,257889.45322005
2024-12-09,1457133.72562444
2024-12-10,1715059.70574565
2024-12-11,244063.34549964
2024-12-12,591103.8621048
2024-12-13,273603.11501751
2024-12-14,324254.92149675
2024-12-15,3446.23907221
2024-12-16,120723.96809286
2024-12-17,343187.54579145
2024-12-18,1044848.62570799
2024-12-19,2122176.90667396
2024-12-20,1884524.84734137
2024-12-21,2217477.95983868
2024-12-22,2664440.71116767
2024-12-23,2622924.48710418
2024-12-24,1292163.15516466
2024-12-25,1054543.50197558
2024-12-26,2477711.8441411
2024-12-27,2932368.69161847
2024-12-28,2539872.02307879
2024-12-29,3035799.99028341
2024-12-30,3210348.08733516
2024-12-31,3101156.69341937
2025-01-01,2657945.10598771
2025-01-02,2090486.99941971
2025-01-03,1539976.06641391
2025-01-04,1469816.6229897
2025-01-05,1223462.11845136
2025-01-06,394741.17121538
2025-01-07,2295194.05485027
2025-01-08,2723850.83655981
2025-01-09,3466274.02744175
2025-01-10,2617291.06852897
2025-01-11,2670931.68441803
2025-01-12,2839705.0546905
2025-01-13,2815794.44200744
2025-01-14,2197841.04063773
2025-01-15,752314.30654589
2025-01-16,823957.31299592
2025-01-17,343410.01419411
2025-01-18,267931.71169069
2025-01-19,852359.97424802
2025-01-20,720478.14205725
2025-01-21,268465.59426122
2025-01-22,640359.62125504
2025-01-23,577171.12903866
2025-01-24,568185.06658212
2025-01-25,592103.02376325
2025-01-26,941335.85673874
2025-01-27,956973.69474251
2025-01-28,1220365.43873138
2025-01-29,692006.21991702
2025-01-30,639788.1356591
2025-01-31,1057476.41332083
2025-02-01,1520392.94940545
2025-02-02,2705309.13804995
2025-02-03,1211493.70244493
2025-02-04,2622610.65220554
2025-02-05,3055208.11007703
2025-02-06,3065685.05231141
2025-02-07,3113886.63185382
2025-02-08,3056293.07080904
2025-02-09,3118858.07147195
2025-02-10,2592244.89250145
2025-02-11,3326198.92715778
2025-02-12,2365313.5804594
2025-02-13,2980051.75097334
2025-02-14,2449340.61060325
2025-02-15,2438417.55501856
2025-02-16,3267307.8966572
2025-02-17,3353078.35699638
2025-02-18,3341991.65921508
2025-02-19,2919156.28756493
2025-02-20,1907389.40654686
2025-02-21,3201857.82340215
2025-02-22,3033988.49951452
2025-02-23,3311941.41549708
2025-02-24,4342551.83498725
2025-02-25,4385667.59201562
2025-02-26,4599711.84299412
2025-02-27,4496753.02378712
2025-02-28,4382150.7058769
2025-03-01,4262448.6708177
2025-03-02,3529927.75792894
2025-03-03,4328690.19374782
2025-03-04,4233775.69120948
2025-03-05,3880544.52666387
2025-03-06,4027557.31071696
2025-03-07,4422276.38743501
2025-03-08,4441364.46561414
2025-03-09,4740226.91595404
2025-03-10,4797054.32265021
2025-03-11,4497404.53031179
2025-03-12,4378780.0663861
2025-03-13,4703235.20943186
2025-03-14,4334533.29217744
2025-03-15,4285714.46775139
2025-03-16,4584943.07402928
2025-03-17,4352181.75781284
2025-03-18,4544488.51688803
2025-03-19,3995209.11195719
2025-03-20,4296562.64850989
2025-03-21,4339320.83690813
2025-03-22,4431815.78012216
2025-03-23,4044222.92351262
2025-03-24,3965857.95005319
2025-03-25,4000063.66531519
2025-03-26,4124104.29059884
2025-03-27,4062959.57789532
2025-03-28,4375981.53306496
2025-03-29,4728943.47069407
2025-03-30,4803957.10908069
2025-03-31,4721719.1113783
2025-04-01,4068500.54667221
2025-04-02,4771779.97039467
2025-04-03,4542338.62053673
2025-04-04,4291018.07846079
2025-04-05,4458132.45812402
2025-04-06,5120964.00375082
2025-04-07,4907138.09738777
2025-04-08,5154015.0278205
2025-04-09,4521342.46615357
2025-04-10,4917753.55491286
2025-04-11,4167302.75627708
2025-04-12,3809233.25722206
2025-04-13,4184368.45835343
2025-04-14,4010208.48219993
2025-04-15,4314943.76905663
2025-04-16,4159983.54614721
2025-04-17,3868038.16492799
2025-04-18,4095936.95193171
2025-04-19,3822749.12659981
2025-04-20,3804586.21510813
2025-04-21,3314542.73504235
2025-04-22,2732212.59132722
2025-04-23,2815669.30323016
2025-04-24,2578440.00742419
2025-04-25,2510465.15589149
2025-04-26,2499022.63607792
2025-04-27,2802376.56049053
2025-04-28,2329889.16123685
2025-04-29,2871659.09360826
2025-04-30,2812497.74958796
2025-05-01,2177122.81055065
2025-05-02,2070527.02842162
2025-05-03,2439855.36424909
2025-05-04,2923691.45416729
2025-05-05,2708272.902681
2025-05-06,2093598.39638572
2025-05-07,1904936.09257582
2025-05-08,427633.50700178
2025-05-09,593143.09740681
2025-05-10,311573.06777361
2025-05-11,352875.52537195
2025-05-12,720444.13816991
2025-05-13,416689.53518796
2025-05-14,562538.38253562
2025-05-15,477888.48536553
2025-05-16,672390.25093511
2025-05-17,814388.93093342
2025-05-18,107990.3406375
2025-05-19,209531.03273181
2025-05-20,91922.04262041
2025-05-21,6851.71329367
2025-05-22,66648.84653915
2025-05-23,418749.56304654
2025-05-24,411565.74896891
2025-05-25,250044.87648215
2025-05-26,300563.12265024
2025-05-27,444252.10571011
2025-05-28,586164.98246991
2025-05-29,962559.47309458
2025-05-30,1271331.54949091
2025-05-31,1066091.21612207
2025-06-01,824994.46601318
2025-06-02,740159.78412169
2025-06-03,1011343.75214334
2025-06-04,1266337.31524335
2025-06-05,2175748.22630465
2025-06-06,1438266.4156951
2025-06-07,711226.23807852
2025-06-08,702969.25054444
2025-06-09,116020.03178375
2025-06-10,85540.20428375
2025-06-11,500144.43095113
2025-06-12,884954.62961811
2025-06-13,794148.75744693
2025-06-14,1162595.554642
2025-06-15,961342.22023667
2025-06-16,725840.90861893
2025-06-17,1483046.95442181
2025-06-18,1508635.08904988
2025-06-19,1522483.55985456
2025-06-20,2185595.12797476
2025-06-21,2374973.20516254
2025-06-22,2607026.24371419
2025-06-23,927291.64208874
2025-06-24,732299.88519141
2025-06-25,527015.66804138
2025-06-26,746191.87763832
2025-06-27,756618.01282291
2025-06-28,551113.19431034
2025-06-29,321117.07786045
2025-06-30,778909.4015366
2025-07-01,1383729.52855256
2025-07-02,298027.88964139
2025-07-03,242152.88212681
2025-07-04,641700.79695026
2025-07-05,593892.37347404
2025-07-06,326532.71871092
2025-07-07,628907.58598944
2025-07-08,374337.36064728
2025-07-09,45721.85162341
2025-07-10,25571.92227111
2025-07-11,224915.78464805
2025-07-12,258038.86153543
2025-07-13,31212.50489925
2025-07-14,257343.98752371
2025-07-15,311028.69816368
2025-07-16,505842.69477074
2025-07-17,265676.5615905
2025-07-18,729557.64680487
2025-07-19,799003.35932431
2025-07-20,1082821.87053354
2025-07-21,966767.80388258
2025-07-22,168267.42843425
2025-07-23,513277.38623339
2025-07-24,728105.747325
2025-07-25,1053110.38171818
2025-07-26,772183.09876188
2025-07-27,201798.98224612
2025-07-28,779385.58944168
2025-07-29,912361.05367304
2025-07-30,1089075.15039134
2025-07-31,1585764.46732747
2025-08-01,1646365.36667731
2025-08-02,1658390.06841892
2025-08-03,1545315.06333958
2025-08-04,1480459.43473482
2025-08-05,1555167.59235348
2025-08-06,1466177.38106957
2025-08-07,976478.1456069
2025-08-08,1252158.53335558
2025-08-09,1342748.6501925
2025-08-10,152404.73265758
2025-08-11,490890.80763281
2025-08-12,130301.83844267
2025-08-13,13293.71117147
2025-08-14,780128.95653818
2025-08-15,1374601.86368282
2025-08-16,1277884.8668079
2025-08-17,1407325.93047718
2025-08-18,1669515.00087215
2025-08-19,2095324.11768044
2025-08-20,1864593.78466524
2025-08-21,2143037.56460458
2025-08-22,1336353.79175224
2025-08-23,1635303.66627246
2025-08-24,2051139.63185451
2025-08-25,2306669.0732645
2025-08-26,2140441.25749872
2025-08-27,2236166.82357062
2025-08-28,2007768.16615552
2025-08-29,2698590.09506186
2025-08-30,2519235.90400443
2025-08-31,2849400.82682419
2025-09-01,2353248.06068902
2025-09-02,2031548.84660917
2025-09-03,1956030.73667287
2025-09-04,2142300.09421612
2025-09-05,2286225.34150637
2025-09-06,2398597.45465031
2025-09-07,2073549.77938727
2025-09-08,1866245.47121139
2025-09-09,1985316.5815717
2025-09-10,1541681.8498093
2025-09-11,1276976.9813598
2025-09-12,1229829.11044632
2025-09-13,1269736.64807935
2025-09-14,1448540.3973639
2025-09-15,1381302.60606955
2025-09-16,1127316.34943177
2025-09-17,1234312.96080945
2025-09-18,1143150.8263563
2025-09-19,1548523.55726279
2025-09-20,1558527.6839141
2025-09-21,1755543.1061759
2025-09-22,2209716.99316953
2025-09-23,2369109.64982948
2025-09-24,2003220.40402342
2025-09-25,3130476.60304873
2025-09-26,2847108.92852857
2025-09-27,2833974.33370107
2025-09-28,2173746.88115095
2025-09-29,1715635.34389126
2025-09-30,1790025.02209515
2025-10-01,461056.35309651
2025-10-02,99692.37234912
2025-10-03,143683.18612798
2025-10-04,103695.47932557
2025-10-05,44094.30775368
2025-10-06,135229.53521987
2025-10-07,470987.49223116
2025-10-08,233363.8848191
2025-10-09,541761.21981803
2025-10-10,2590384.91660362
2025-10-11,3197526.29037209
2025-10-12,2138452.48540853
2025-10-13,2132134.29393561
2025-10-14,2304312.48527179
2025-10-15,3385540.01944711
2025-10-16,3990798.98925521
2025-10-17,4309280.54666631
2025-10-18,4135847.76175706
2025-10-19,3726902.59434855
2025-10-20,3288983.58884265
2025-10-21,3840749.12803952
2025-10-22,4057279.43826151
2025-10-23,3257344.99307798
2025-10-24,3039178.47333318
2025-10-25,2733112.78769859
2025-10-26,1755261.7335091
2025-10-27,1981859.07430224
2025-10-28,2379726.36922829
2025-10-29,3556802.69801883
2025-10-30,4026707.70927808
2025-10-31,3611078.42177721
2025-11-01,3437073.07608243
2025-11-02,3226463.587586
2025-11-03,4686749.7539554
2025-11-04,5579434.62035236
2025-11-05,5115122.28229703
2025-11-06,5601878.64817695
2025-11-07,5099715.69620243
2025-11-08,5236602.68496203
2025-11-09,4790829.86211833
2025-11-10,4307006.32698942
2025-11-11,5265303.37694999
2025-11-12,5685832.19339229
2025-11-13,5819459.69518858
2025-11-14,6924380.83536222
2025-11-15,6608235.04317338
2025-11-16,6850656.2954137
2025-11-17,7093804.41627106
2025-11-18,6979602.31413609
2025-11-19,7028945.27959104
2025-11-20,7494203.29351412
2025-11-21,7307369.46873611
2025-11-22,7182135.47041189
2025-11-23,6945169.92342181
2025-11-24,6813999.37458375
2025-11-25,6850547.56605827
2025-11-26,6549294.82488851
2025-11-27,6490615.31508716
2025-11-28,6549809.97010977
2025-11-29,6549128.97004302
2025-11-30,6684046.11407956
2025-12-01,7061648.21576954
2025-12-02,6380741.26694718
2025-12-03,5866052.14208324
2025-12-04,6257700.08870335
2025-12-05,6740119.50504402
2025-12-06,6805455.05937539
2025-12-07,6569917.11129226
2025-12-08,6551799.99654974
2025-12-09,5897816.85621326
2025-12-10,6261945.53735238
2025-12-11,5988221.19817412
2025-12-12,6682591.36948334
2025-12-13,6690476.96986084
2025-12-14,7050272.59210084
2025-12-15,7256024.89006182
2025-12-16,6983804.73564341
2025-12-17,7279717.46278178
2025-12-18,7470238.13153645
2025-12-19,6728413.24050325
2025-12-20,6595863.35242394
2025-12-21,6575510.6408119
2025-12-22,6672520.28604642
2025-12-23,7079851.68751896
2025-12-24,6848790.72162282
2025-12-25,7124846.43935936
2025-12-26,6987744.27715214
2025-12-27,6679538.66754469
2025-12-28,6669131.85864742
2025-12-29,7165538.86874036
2025-12-30,6347773.33666321
2025-12-31,6917106.87097293
2026-01-01,6204510.08397136
2026-01-02,6064836.51890049
2026-01-03,5819397.19927259
2026-01-04,5662087.53541905
2026-01-05,5076852.11052225
2026-01-06,5165267.99389969
2026-01-07,5933163.05624909
2026-01-08,5975779.41595376
2026-01-09,6077973.46604564
2026-01-10,6211950.05383013
2026-01-11,5916914.7997965
2026-01-12,5855225.98159637
2026-01-13,4672977.47886521
2026-01-14,4407254.0919855
2026-01-15,4740566.22022298
2026-01-16,4767381.98781055
2026-01-17,4953108.4977181
2026-01-18,5122270.65965191
2026-01-19,5588705.29437073
2026-01-20,6927612.89249848
2026-01-21,6663369.71311948
2026-01-22,6612585.72406104
2026-01-23,6371828.26668339
2026-01-24,6493242.18785721
2026-01-25,7535688.58955485
2026-01-26,6738693.40263492
2026-01-27,6305154.5709568
2026-01-28,6407578.87027711
2026-01-29,8000194.13672425
2026-01-30,8385156.59293864
2026-01-31,8866142.52583972
2026-02-01,8911387.63379455
2026-02-02,8703341.94500416
2026-02-03,8943686.42358674
2026-02-04,8939255.50300593
2026-02-05,9632526.55321418
2026-02-06,8745885.50264744
2026-02-07,8913835.8509356
2026-02-08,8773810.26769132
2026-02-09,8799946.14870252
2026-02-10,9016497.60589888
2026-02-11,9250997.16641612
2026-02-12,9326128.39055208
2026-02-13,8818209.16427228
2026-02-14,8598191.63640205
2026-02-15,8921516.42616639
2026-02-16,8735921.34356994
2026-02-17,9168930.37360963
2026-02-18,9353306.28081011
2026-02-19,9200957.91763515
2026-02-20,8772339.80116254
2026-02-21,8785993.51236314
2026-02-22,8948220.83459589
2026-02-23,9674904.37062395
2026-02-24,9741824.05471106
2026-02-25,8717278.91279068
2026-02-26,8984511.31142081
