date,Realized Price
2023-09-25,20269.66538267
2023-09-26,20268.74808026
2023-09-27,20266.97564833
2023-09-28,20268.39469723
2023-09-29,20272.38213443
2023-09-30,20275.25874348
2023-10-01,20277.07160272
2023-10-02,20284.11375575
2023-10-03,20285.67938503
2023-10-04,20291.47560056
2023-10-05,20290.30748859
2023-10-06,20296.63644039
2023-10-07,20302.64766466
2023-10-08,20304.14712811
2023-10-09,20310.06895804
2023-10-10,20310.3094334
2023-10-11,20308.64983218
2023-10-12,20305.01196145
2023-10-13,20304.09471183
2023-10-14,20313.76747524
2023-10-15,20314.9167944
2023-10-16,20324.14785173
2023-10-17,20329.93675025
2023-10-18,20337.15548213
2023-10-19,20329.36291465
2023-10-20,20344.19829896
2023-10-21,20349.76660501
2023-10-22,20354.46815094
2023-10-23,20384.47021114
2023-10-24,20457.26686504
2023-10-25,20487.3589922
2023-10-26,20523.88737082
2023-10-27,20538.57548303
2023-10-28,20550.25545228
2023-10-29,20559.78288971
2023-10-30,20577.71529826
2023-10-31,20593.67878321
2023-11-01,20629.87755606
2023-11-02,20651.23002323
2023-11-03,20667.75916406
2023-11-04,20676.57560585
2023-11-05,20683.74947295
2023-11-06,20697.63710922
2023-11-07,20714.62203863
2023-11-08,20733.12368912
2023-11-09,20787.84472637
2023-11-10,20815.7191282
2023-11-11,20826.08486193
2023-11-12,20833.55347293
2023-11-13,20846.21283515
2023-11-14,20854.81767844
2023-11-15,20873.54541742
2023-11-16,20892.86531982
2023-11-17,20903.77109514
2023-11-18,20909.91982995
2023-11-19,20917.69771832
2023-11-20,20939.00022669
2023-11-21,20967.1219827
2023-11-22,20981.11050049
2023-11-23,20988.53277273
2023-11-24,21007.57792689
2023-11-25,21014.40075484
2023-11-26,21022.03340642
2023-11-27,21027.41568511
2023-11-28,21043.27965837
2023-11-29,21061.3117519
2023-11-30,21074.35052869
2023-12-01,21104.60131447
2023-12-02,21118.18944047
2023-12-03,21133.2306794
2023-12-04,21198.09991101
2023-12-05,21246.12678972
2023-12-06,21319.74501663
2023-12-07,21357.77494104
2023-12-08,21387.858125
2023-12-09,21409.23437294
2023-12-10,21420.47197507
2023-12-11,21438.34592609
2023-12-12,21481.79950622
2023-12-13,21498.48802773
2023-12-14,21521.61909684
2023-12-15,21554.87610637
2023-12-16,21570.34861741
2023-12-17,21575.25299676
2023-12-18,21599.33972921
2023-12-19,21628.22361031
2023-12-20,21662.95437158
2023-12-21,21685.4789421
2023-12-22,21711.96205884
2023-12-23,21726.34982299
2023-12-24,21753.77681569
2023-12-25,21762.46571087
2023-12-26,21793.38065519
2023-12-27,21859.73819915
2023-12-28,21877.12063278
2023-12-29,21906.88160446
2023-12-30,21919.09535581
2023-12-31,21932.47397593
2024-01-01,21942.50899597
2024-01-02,21989.55340778
2024-01-03,22015.33109717
2024-01-04,22183.04262972
2024-01-05,22212.07054652
2024-01-06,22222.63857417
2024-01-07,22233.09695321
2024-01-08,22265.35626087
2024-01-09,22317.54203573
2024-01-10,22347.41051856
2024-01-11,22391.99960348
2024-01-12,22395.74214922
2024-01-13,22397.31616951
2024-01-14,22400.63554976
2024-01-15,22406.53484073
2024-01-16,22512.58573707
2024-01-17,22522.99258953
2024-01-18,22569.53828626
2024-01-19,22580.6176685
2024-01-20,22583.83227531
2024-01-21,22586.90703864
2024-01-22,22588.05324523
2024-01-23,22592.05618112
2024-01-24,22635.19209913
2024-01-25,22653.08979462
2024-01-26,22668.94949178
2024-01-27,22678.96403168
2024-01-28,22686.95992663
2024-01-29,22705.27396809
2024-01-30,22763.54719091
2024-01-31,22798.66009681
2024-02-01,22804.5698051
2024-02-02,22818.89937835
2024-02-03,22823.28685565
2024-02-04,22829.13559329
2024-02-05,22842.61832371
2024-02-06,22872.29387289
2024-02-07,22889.55087441
2024-02-08,22921.70850212
2024-02-09,22965.41333989
2024-02-10,22984.63393844
2024-02-11,23006.20029789
2024-02-12,23062.1669986
2024-02-13,23100.81775654
2024-02-14,23221.99721002
2024-02-15,23274.0002553
2024-02-16,23312.11430745
2024-02-17,23328.79625642
2024-02-18,23349.65275859
2024-02-19,23426.99219177
2024-02-20,23451.42082097
2024-02-21,23483.34667075
2024-02-22,23529.55082219
2024-02-23,23574.1397175
2024-02-24,23588.2411488
2024-02-25,23602.42029038
2024-02-26,23656.79555162
2024-02-27,23782.4058602
2024-02-28,24115.33087126
2024-02-29,24253.83382294
2024-03-01,24417.52779879
2024-03-02,24442.12313665
2024-03-03,24475.88226881
2024-03-04,24647.57672329
2024-03-05,24859.47951897
2024-03-06,25245.71290539
2024-03-07,25434.54456266
2024-03-08,25592.99191142
2024-03-09,25646.65967225
2024-03-10,25707.31427438
2024-03-11,25938.3605775
2024-03-12,26075.25474254
2024-03-13,26558.10257795
2024-03-14,26674.3808277
2024-03-15,26719.67700513
2024-03-16,26743.30623778
2024-03-17,26813.30657596
2024-03-18,26866.10629905
2024-03-19,26855.13882574
2024-03-20,26881.16224777
2024-03-21,26952.6180773
2024-03-22,27017.27335964
2024-03-23,27293.56262629
2024-03-24,27320.06894719
2024-03-25,27594.03541878
2024-03-26,27644.27019911
2024-03-27,27687.55086001
2024-03-28,27806.3338963
2024-03-29,27835.88901292
2024-03-30,27858.16104544
2024-03-31,27880.81184761
2024-04-01,28025.19778573
2024-04-02,28107.14865082
2024-04-03,28147.45632774
2024-04-04,28176.37467989
2024-04-05,28195.46238135
2024-04-06,28225.4477788
2024-04-07,28246.88182428
2024-04-08,28312.07991928
2024-04-09,28345.37919465
2024-04-10,28367.20564193
2024-04-11,28400.05724407
2024-04-12,28431.42538557
2024-04-13,28426.49134178
2024-04-14,28428.03447662
2024-04-15,28444.58541912
2024-04-16,28468.41439152
2024-04-17,28465.88243946
2024-04-18,28496.2893196
2024-04-19,28532.81823572
2024-04-20,28540.19294228
2024-04-21,28552.53195623
2024-04-22,28582.39613638
2024-04-23,28599.86061153
2024-04-24,28740.78354537
2024-04-25,28751.45928026
2024-04-26,28758.20377201
2024-04-27,28771.63854082
2024-04-28,28800.49335036
2024-04-29,28815.1261406
2024-04-30,28828.4913727
2024-05-01,28793.42272327
2024-05-02,28788.16309716
2024-05-03,28803.86497763
2024-05-04,28820.78999902
2024-05-05,28830.25054925
2024-05-06,28856.65381995
2024-05-07,28869.33774472
2024-05-08,28890.91265067
2024-05-09,28901.37666618
2024-05-10,28904.06359661
2024-05-11,28912.21214933
2024-05-12,28924.92154697
2024-05-13,28945.65213029
2024-05-14,28961.82400403
2024-05-15,29046.95852129
2024-05-16,29086.73359278
2024-05-17,29120.90414112
2024-05-18,29133.08541904
2024-05-19,29150.65996057
2024-05-20,29198.07276657
2024-05-21,29279.3298444
2024-05-22,29321.8084231
2024-05-23,29355.78753432
2024-05-24,29378.50413287
2024-05-25,29392.27878063
2024-05-26,29414.30280806
2024-05-27,29453.25676991
2024-05-28,29962.31670418
2024-05-29,29977.85982543
2024-05-30,30000.32321017
2024-05-31,30018.05545001
2024-06-01,30027.75043072
2024-06-02,30040.69333319
2024-06-03,30098.58297927
2024-06-04,30139.94101434
2024-06-05,30191.04322451
2024-06-06,30275.35400307
2024-06-07,30314.56241328
2024-06-08,30326.97128303
2024-06-09,30338.92139989
2024-06-10,30357.33672118
2024-06-11,30420.52144355
2024-06-12,30451.43180542
2024-06-13,30459.22652263
2024-06-14,30468.25806438
2024-06-15,30482.00273534
2024-06-16,30488.80111689
2024-06-17,30500.21724271
2024-06-18,30498.84692911
2024-06-19,30515.12673301
2024-06-20,30522.27984032
2024-06-21,30542.02911259
2024-06-22,30630.89693969
2024-06-23,30632.79024434
2024-06-24,30614.05775596
2024-06-25,30610.26482883
2024-06-26,30612.76380971
2024-06-27,30666.81943992
2024-06-28,30672.41979889
2024-06-29,30676.00689007
2024-06-30,30683.31057547
2024-07-01,30710.229016
2024-07-02,30711.36189571
2024-07-03,30736.63062657
2024-07-04,30744.63154818
2024-07-05,30737.69200713
2024-07-06,30743.11290368
2024-07-07,30748.17575094
2024-07-08,30721.39659613
2024-07-09,30743.32486871
2024-07-10,30758.78729818
2024-07-11,30758.21286707
2024-07-12,30764.87373478
2024-07-13,30775.32875873
2024-07-14,30791.57810529
2024-07-15,30846.99901363
2024-07-16,30881.13452825
2024-07-17,30916.07637505
2024-07-18,30945.74545999
2024-07-19,31014.37839708
2024-07-20,31036.47652373
2024-07-21,31053.09548154
2024-07-22,31087.80054169
2024-07-23,31187.88294777
2024-07-24,31206.60419845
2024-07-25,31210.70871444
2024-07-26,31254.76527485
2024-07-27,31283.74302323
2024-07-28,31292.76664144
2024-07-29,31342.83298885
2024-07-30,31355.01512427
2024-07-31,31361.96190338
2024-08-01,31373.16913511
2024-08-02,31373.12400856
2024-08-03,31373.82714505
2024-08-04,31368.11680991
2024-08-05,31269.02853058
2024-08-06,31253.74884507
2024-08-07,31260.89125758
2024-08-08,31286.76219263
2024-08-09,31316.23859876
2024-08-10,31358.50045918
2024-08-11,31358.41961383
2024-08-12,31364.45027431
2024-08-13,31356.00698982
2024-08-14,31353.74449473
2024-08-15,31346.72616276
2024-08-16,31346.82147362
2024-08-17,31348.19137654
2024-08-18,31353.73729761
2024-08-19,31350.69171925
2024-08-20,31354.24796169
2024-08-21,31363.70789444
2024-08-22,31378.38069672
2024-08-23,31410.29340981
2024-08-24,31437.83698523
2024-08-25,31445.42940738
2024-08-26,31461.16902621
2024-08-27,31452.13993445
2024-08-28,31435.12193253
2024-08-29,31479.79835228
2024-08-30,31480.21161775
2024-08-31,31487.58344494
2024-09-01,31480.8772998
2024-09-02,31477.34909161
2024-09-03,31470.8167578
2024-09-04,31470.64003328
2024-09-05,31460.2956066
2024-09-06,31445.79045985
2024-09-07,31440.23209072
2024-09-08,31437.37644949
2024-09-09,31457.6710059
2024-09-10,31455.2472265
2024-09-11,31450.70192997
2024-09-12,31464.43537355
2024-09-13,31500.23589421
2024-09-14,31509.28698282
2024-09-15,31515.60765621
2024-09-16,31519.947805
2024-09-17,31541.08286215
2024-09-18,31562.28255299
2024-09-19,31606.42461328
2024-09-20,31657.98639985
2024-09-21,31672.94140694
2024-09-22,31681.09522807
2024-09-23,31722.36569739
2024-09-24,31742.78330568
2024-09-25,31785.54946872
2024-09-26,31822.67061456
2024-09-27,31857.15827981
2024-09-28,31884.05754802
2024-09-29,31893.03795468
2024-09-30,31898.46140075
2024-10-01,31898.96514494
2024-10-02,31889.84645507
2024-10-03,31883.63000206
2024-10-04,31902.79842301
2024-10-05,31909.48836414
2024-10-06,31917.00925181
2024-10-07,31937.65502557
2024-10-08,32204.74227884
2024-10-09,32215.24114609
2024-10-10,32200.13162234
2024-10-11,32283.63986711
2024-10-12,32309.92066205
2024-10-13,32319.98737762
2024-10-14,32356.71367455
2024-10-15,32434.38433928
2024-10-16,32480.7920163
2024-10-17,32513.20803555
2024-10-18,32552.17952712
2024-10-19,32575.00826024
2024-10-20,32651.30320736
2024-10-21,32741.86127973
2024-10-22,32765.26231525
2024-10-23,32779.09468824
2024-10-24,32803.54087348
2024-10-25,32827.54776641
2024-10-26,32837.69655191
2024-10-27,32848.45511437
2024-10-28,32885.43227037
2024-10-29,32983.36700343
2024-10-30,33031.45436648
2024-10-31,33063.10668518
2024-11-01,33090.63276861
2024-11-02,33104.51987211
2024-11-03,33112.15931579
2024-11-04,33135.6135778
2024-11-05,33168.08661156
2024-11-06,33349.58195398
2024-11-07,33431.13878787
2024-11-08,33513.15719081
2024-11-09,33538.38990443
2024-11-10,33626.61009648
2024-11-11,33836.60526686
2024-11-12,34097.24749993
2024-11-13,34338.61995905
2024-11-14,34582.38938693
2024-11-15,34744.66883482
2024-11-16,34805.44702969
2024-11-17,34841.43569072
2024-11-18,34964.75872608
2024-11-19,35204.85187058
2024-11-20,35407.67999952
2024-11-21,35940.16180311
2024-11-22,36209.92321153
2024-11-23,36362.59323848
2024-11-24,36436.68152945
2024-11-25,36574.67066948
2024-11-26,36664.76081571
2024-11-27,36780.46943767
2024-11-28,36870.78464788
2024-11-29,36979.22815448
2024-11-30,37014.18882939
2024-12-01,37052.78849306
2024-12-02,37175.1137574
2024-12-03,37294.65948484
2024-12-04,37439.85715009
2024-12-05,37893.90199945
2024-12-06,38171.59208266
2024-12-07,38214.88183606
2024-12-08,38253.60077984
2024-12-09,38550.50344721
2024-12-10,38694.03286229
2024-12-11,38843.07089758
2024-12-12,38927.61113516
2024-12-13,39021.03444986
2024-12-14,39064.94552865
2024-12-15,39134.14945683
2024-12-16,39332.34260515
2024-12-17,39568.00887603
2024-12-18,39697.64730208
2024-12-19,39950.95654707
2024-12-20,40052.0381984
2024-12-21,40076.6699674
2024-12-22,40102.18728875
2024-12-23,40422.86416799
2024-12-24,40551.36324921
2024-12-25,40579.58033067
2024-12-26,40624.8381857
2024-12-27,40694.48321637
2024-12-28,40713.77154195
2024-12-29,40767.56608844
2024-12-30,40895.38375207
2024-12-31,40987.2523559
2025-01-01,41049.07367528
2025-01-02,41108.63874519
2025-01-03,41146.70385003
2025-01-04,41172.66318057
2025-01-05,41191.26329114
2025-01-06,41262.09827592
2025-01-07,41367.68069187
2025-01-08,41379.20139696
2025-01-09,41377.20404062
2025-01-10,41401.21192518
2025-01-11,41416.32947869
2025-01-12,41431.13645744
2025-01-13,41442.23593865
2025-01-14,41488.0236676
2025-01-15,41571.42366604
2025-01-16,41677.11074175
2025-01-17,41791.65397831
2025-01-18,41851.4554323
2025-01-19,41902.99498922
2025-01-20,42002.63107136
2025-01-21,42101.75626566
2025-01-22,42214.453444
2025-01-23,42449.87332306
2025-01-24,42507.47396491
2025-01-25,42532.45452408
2025-01-26,42553.17693104
2025-01-27,42594.18610986
2025-01-28,42645.04625571
2025-01-29,42673.29100193
2025-01-30,42736.72659414
2025-01-31,42778.89821794
2025-02-01,42791.1718313
2025-02-02,42794.27989158
2025-02-03,42820.85693698
2025-02-04,42933.40876159
2025-02-05,43014.90021693
2025-02-06,43072.14315478
2025-02-07,43093.15590369
2025-02-08,43105.7478656
2025-02-09,43178.96307901
2025-02-10,43200.46049045
2025-02-11,43242.53333956
2025-02-12,43257.0743686
2025-02-13,43270.32871428
2025-02-14,43294.23946211
2025-02-15,43314.51677309
2025-02-16,43320.97149765
2025-02-17,43329.45105098
2025-02-18,43344.39070619
2025-02-19,43357.97132746
2025-02-20,43385.17009903
2025-02-21,43411.95228516
2025-02-22,43438.00910867
2025-02-23,43447.21890951
2025-02-24,43465.15203608
2025-02-25,43454.95531177
2025-02-26,43426.71511313
2025-02-27,43432.66323489
2025-02-28,43397.34313718
2025-03-01,43399.79894166
2025-03-02,43433.14619915
2025-03-03,43471.16823966
2025-03-04,43445.36915432
2025-03-05,43466.83834298
2025-03-06,43531.81967201
2025-03-07,43535.87846276
2025-03-08,43536.61716466
2025-03-09,43533.17935263
2025-03-10,43526.6140878
2025-03-11,43526.52124939
2025-03-12,43545.00340161
2025-03-13,43546.79466781
2025-03-14,43566.24443683
2025-03-15,43573.35807009
2025-03-16,43578.15034678
2025-03-17,43575.71028269
2025-03-18,43576.84918424
2025-03-19,43598.32149599
2025-03-20,43625.47224035
2025-03-21,43620.8716044
2025-03-22,43636.48110843
2025-03-23,43642.64104675
2025-03-24,43670.75899188
2025-03-25,43683.6569744
2025-03-26,43697.82137226
2025-03-27,43708.33119421
2025-03-28,43754.99587827
2025-03-29,43749.01648204
2025-03-30,43741.40129448
2025-03-31,43732.95915893
2025-04-01,43731.22299904
2025-04-02,43767.81666068
2025-04-03,43822.93542595
2025-04-04,43833.65405142
2025-04-05,43839.25910751
2025-04-06,43837.8493847
2025-04-07,43834.1827317
2025-04-08,43831.17423087
2025-04-09,43838.03101727
2025-04-10,43869.85550912
2025-04-11,43877.86925672
2025-04-12,43893.02741285
2025-04-13,43913.23894206
2025-04-14,43936.20921813
2025-04-15,43910.55274392
2025-04-16,43923.42483832
2025-04-17,43826.95386687
2025-04-18,43837.32683163
2025-04-19,43839.67787146
2025-04-20,43845.73813075
2025-04-21,43876.36694587
2025-04-22,43934.74926998
2025-04-23,44084.45501136
2025-04-24,44149.0820032
2025-04-25,44298.41532499
2025-04-26,44321.50303044
2025-04-27,44337.55618951
2025-04-28,44397.18696896
2025-04-29,44472.01700784
2025-04-30,44512.89341888
2025-05-01,44574.16375206
2025-05-02,44641.39959127
2025-05-03,44666.75502094
2025-05-04,44673.07987733
2025-05-05,44761.52919251
2025-05-06,44829.48695328
2025-05-07,44891.97545155
2025-05-08,44979.59182627
2025-05-09,45095.12094672
2025-05-10,45119.66848848
2025-05-11,45150.44257513
2025-05-12,45220.48952064
2025-05-13,45343.41605348
2025-05-14,45400.30142294
2025-05-15,45502.84246882
2025-05-16,45564.50025587
2025-05-17,45583.76593463
2025-05-18,45612.94341041
2025-05-19,45715.07437628
2025-05-20,45812.10374119
2025-05-21,45933.97443835
2025-05-22,46065.61130663
2025-05-23,46159.636169
2025-05-24,46179.49066913
2025-05-25,46204.00989347
2025-05-26,46326.71958143
2025-05-27,46465.0163205
2025-05-28,46532.18973397
2025-05-29,46615.29725975
2025-05-30,46658.89294709
2025-05-31,46662.68334217
2025-06-01,46673.92646829
2025-06-02,46793.52336345
2025-06-03,46904.42152354
2025-06-04,46984.42743823
2025-06-05,46995.54126478
2025-06-06,47019.23198391
2025-06-07,47049.1558886
2025-06-08,47074.61212198
2025-06-09,47118.79809799
2025-06-10,47197.74149919
2025-06-11,47252.05946234
2025-06-12,47272.68914427
2025-06-13,47344.7188965
2025-06-14,47356.88192184
2025-06-15,47376.72116829
2025-06-16,47478.29363905
2025-06-17,47492.31900147
2025-06-18,47528.8819539
2025-06-19,47556.37835299
2025-06-20,47585.4706684
2025-06-21,47598.2406089
2025-06-22,47615.26576245
2025-06-23,47651.58920245
2025-06-24,47720.41091614
2025-06-25,47797.31752148
2025-06-26,47906.65270867
2025-06-27,48013.98942264
2025-06-28,48028.40399989
2025-06-29,48053.97788057
2025-06-30,48175.41381159
2025-07-01,48211.82543354
2025-07-02,48261.72745098
2025-07-03,48342.55005939
2025-07-04,48801.06478076
2025-07-05,48812.70473291
2025-07-06,48830.26578658
2025-07-07,48912.99529423
2025-07-08,48996.879107
2025-07-09,49113.02237574
2025-07-10,49190.80057233
2025-07-11,49372.25664792
2025-07-12,49454.13574827
2025-07-13,49498.14083353
2025-07-14,49701.49453799
2025-07-15,49785.2899644
2025-07-16,50117.15319021
2025-07-17,50321.15525754
2025-07-18,50413.81043068
2025-07-19,50476.11400436
2025-07-20,50503.74133459
2025-07-21,50594.81364813
2025-07-22,50723.33790048
2025-07-23,50828.50565696
2025-07-24,50902.63742352
2025-07-25,50999.44794192
2025-07-26,51028.68504002
2025-07-27,51058.67933769
2025-07-28,51124.11804282
2025-07-29,51217.25954752
2025-07-30,51286.80945635
2025-07-31,51330.62846429
2025-08-01,51347.39753897
2025-08-02,51356.31983271
2025-08-03,51392.59543698
2025-08-04,51425.81959265
2025-08-05,51460.34881431
2025-08-06,51478.17465543
2025-08-07,51550.38298519
2025-08-08,51605.98597952
2025-08-09,51624.91988814
2025-08-10,51652.96331592
2025-08-11,51711.48663215
2025-08-12,51777.2429165
2025-08-13,51856.70180953
2025-08-14,51936.95806001
2025-08-15,51972.98856016
2025-08-16,52143.00068787
2025-08-17,52159.38133617
2025-08-18,52161.85855523
2025-08-19,52219.62354975
2025-08-20,52244.74832318
2025-08-21,52268.1374174
2025-08-22,52343.73494585
2025-08-23,52365.47217729
2025-08-24,52377.2743475
2025-08-25,52391.48367885
2025-08-26,52409.39767496
2025-08-27,52434.22778382
2025-08-28,52491.60281911
2025-08-29,52707.87337934
2025-08-30,52721.47132012
2025-08-31,52730.91595464
2025-09-01,52753.66700672
2025-09-02,52778.67317215
2025-09-03,52803.03385717
2025-09-04,52845.22907514
2025-09-05,52958.27458031
2025-09-06,52973.11095924
2025-09-07,52992.72951978
2025-09-08,53027.36924922
2025-09-09,53054.35605186
2025-09-10,53095.39238743
2025-09-11,53144.74416308
2025-09-12,53193.08370493
2025-09-13,53224.8241794
2025-09-14,53243.14438203
2025-09-15,53293.16107679
2025-09-16,53341.10219426
2025-09-17,53412.85681787
2025-09-18,53466.20444695
2025-09-19,53562.1815607
2025-09-20,53585.51696368
2025-09-21,53606.26536588
2025-09-22,53601.39807043
2025-09-23,53654.3883891
2025-09-24,53709.85837375
2025-09-25,53755.77474069
2025-09-26,53775.53848627
2025-09-27,53786.70567634
2025-09-28,53802.1815524
2025-09-29,53850.11055605
2025-09-30,53928.03871565
2025-10-01,54115.24280721
2025-10-02,54228.14823843
2025-10-03,54345.09876918
2025-10-04,54406.69176203
2025-10-05,54454.86763142
2025-10-06,54540.87706499
2025-10-07,54733.2263485
2025-10-08,54832.18168955
2025-10-09,54927.03869288
2025-10-10,54941.01796404
2025-10-11,54937.47010754
2025-10-12,54955.04601827
2025-10-13,54968.36281057
2025-10-14,55061.10244576
2025-10-15,55257.93246065
2025-10-16,55236.97941299
2025-10-17,55266.29056983
2025-10-18,55279.43680845
2025-10-19,55285.61644108
2025-10-20,55304.86910928
2025-10-21,55354.13712495
2025-10-22,55439.07460341
2025-10-23,55482.1402777
2025-10-24,55508.90596446
2025-10-25,55529.01021502
2025-10-26,55575.57086218
2025-10-27,55642.94172466
2025-10-28,55750.88132383
2025-10-29,55824.42705784
2025-10-30,55900.6164387
2025-10-31,55927.05407198
2025-11-01,55965.2540795
2025-11-02,55976.53710969
2025-11-03,56003.58541706
2025-11-04,55976.02564356
2025-11-05,55967.77002841
2025-11-06,55963.84050463
2025-11-07,56119.79842702
2025-11-08,56138.96011006
2025-11-09,56150.68251438
2025-11-10,56194.70690685
2025-11-11,56215.46634881
2025-11-12,56236.61145019
2025-11-13,56216.79937548
2025-11-14,56150.30419524
2025-11-15,56155.86351458
2025-11-16,56146.62814351
2025-11-17,56118.48096403
2025-11-18,56145.54590852
2025-11-19,56094.28534681
2025-11-20,56064.37625468
2025-11-21,55906.30213669
2025-11-22,56048.1768691
2025-11-23,56406.34494888
2025-11-24,56405.12797802
2025-11-25,56397.33729876
2025-11-26,56463.38041464
2025-11-27,56458.64764201
2025-11-28,56444.92641696
2025-11-29,56443.19114684
2025-11-30,56437.08966575
2025-12-01,56400.42334182
2025-12-02,56373.77842606
2025-12-03,56396.59774057
2025-12-04,56400.06589043
2025-12-05,56349.03360063
2025-12-06,56349.92502259
2025-12-07,56346.76075875
2025-12-08,56337.51633893
2025-12-09,56346.16746166
2025-12-10,56421.81869049
2025-12-11,56416.50689004
2025-12-12,56398.32984648
2025-12-13,56399.66640875
2025-12-14,56394.16235543
2025-12-15,56334.10812153
2025-12-16,56324.37438761
2025-12-17,56300.6402283
2025-12-18,56294.58311166
2025-12-19,56289.8091678
2025-12-20,56256.66314955
2025-12-21,56262.13816509
2025-12-22,56267.12849346
2025-12-23,56261.70945252
2025-12-24,56240.72781445
2025-12-25,56245.4657825
2025-12-26,56200.56070697
2025-12-27,56200.54120253
2025-12-28,56190.14971894
2025-12-29,56183.85343602
2025-12-30,56162.80112394
2025-12-31,56132.91199202
2026-01-01,56129.73671931
2026-01-02,56131.5209942
2026-01-03,56134.51105089
2026-01-04,56141.92012003
2026-01-05,56173.6732577
2026-01-06,56190.1262447
2026-01-07,56202.96125762
2026-01-08,56190.98967232
2026-01-09,56172.82942609
2026-01-10,56173.8106298
2026-01-11,56162.65190256
2026-01-12,56159.49199056
2026-01-13,56199.80251747
2026-01-14,56245.39821805
2026-01-15,56271.97504207
2026-01-16,56281.64998074
2026-01-17,56297.83411135
2026-01-18,56305.4556382
2026-01-19,56303.34207056
2026-01-20,56267.21151376
2026-01-21,56243.39555691
2026-01-22,56234.91709215
2026-01-23,56007.37179874
2026-01-24,56004.84982224
2026-01-25,55994.38428834
2026-01-26,55986.92922988
2026-01-27,55990.41654123
2026-01-28,55987.8349831
2026-01-29,55954.46595179
2026-01-30,55908.31002217
2026-01-31,55862.26037846
2026-02-01,55836.68297759
2026-02-02,55787.85106347
2026-02-03,55686.51826538
2026-02-04,55581.86531621
2026-02-05,55321.05464498
2026-02-06,55241.29608005
2026-02-07,55171.32142495
2026-02-08,55178.69573233
2026-02-09,55128.92385962
2026-02-10,55082.77634979
2026-02-11,55019.81951804
2026-02-12,54954.11850286
2026-02-13,54915.58022899
2026-02-14,54918.86816054
2026-02-15,54916.14048585
2026-02-16,54888.21516866
2026-02-17,54864.52667079
2026-02-18,54825.11688448
2026-02-19,54805.46381852
2026-02-20,54752.51528689
2026-02-21,54753.26964437
2026-02-22,54748.11633348
2026-02-23,54699.11331047
2026-02-24,54628.57837664
2026-02-25,54618.58743877
2026-02-26,54610.68935158
2026-02-27,54576.96411544
2026-02-28,54567.41841896
2026-03-01,54560.60133908
2026-03-02,54555.27520428
2026-03-03,54544.9919126
2026-03-04,54553.3805744
2026-03-05,54539.09254717
2026-03-06,54486.42389303
2026-03-07,54475.51443364
2026-03-08,54470.16413742
2026-03-09,54461.14028744
2026-03-10,54461.57578484
2026-03-11,54404.10705798
2026-03-12,54386.99931932
2026-03-13,54393.08405544
2026-03-14,54376.6477369
2026-03-15,54382.45181992
2026-03-16,54401.93261125
2026-03-17,54400.87475186
2026-03-18,54374.71932805
2026-03-19,54351.88360209
2026-03-20,54338.20283108
2026-03-21,54338.01564098
2026-03-22,54358.71706786
2026-03-23,54357.63275156
2026-03-24,54314.78666791
2026-03-25,54301.83891987
2026-03-26,54286.17224374
2026-03-27,54233.14189339
2026-03-28,54218.22061163
2026-03-29,54212.11501283
2026-03-30,54178.15131709
2026-03-31,54173.92276243
2026-04-01,54172.90324657
2026-04-02,54138.42008785
2026-04-03,54127.93092556
2026-04-04,54126.29437272
2026-04-05,54139.49470925
2026-04-06,54142.76183375
2026-04-07,54139.02904906
2026-04-08,54152.57039871
2026-04-09,54153.10812527
2026-04-10,54164.6072748
