date,Supply in Loss (%)
2023-12-11,14.62331438
2023-12-12,14.2891387
2023-12-13,12.292686
2023-12-14,12.04462499
2023-12-15,13.88769834
2023-12-16,13.29121981
2023-12-17,15.61736237
2023-12-18,12.44692236
2023-12-19,13.6295622
2023-12-20,11.50869456
2023-12-21,11.08255155
2023-12-22,10.54096523
2023-12-23,11.57246549
2023-12-24,13.75025614
2023-12-25,12.33104036
2023-12-26,14.68866131
2023-12-27,12.87989239
2023-12-28,14.56085858
2023-12-29,16.39821753
2023-12-30,15.76376895
2023-12-31,15.8337482
2024-01-01,10.14645962
2024-01-02,10.34584044
2024-01-03,13.93970695
2024-01-04,11.01729579
2024-01-05,10.88973358
2024-01-06,11.49037886
2024-01-07,11.67226542
2024-01-08,8.87190102
2024-01-09,10.30200428
2024-01-10,9.56160552
2024-01-11,10.1971648
2024-01-12,16.52220722
2024-01-13,16.38055434
2024-01-14,19.76060511
2024-01-15,18.04539475
2024-01-16,14.97998112
2024-01-17,16.28604984
2024-01-18,21.90798893
2024-01-19,20.45043986
2024-01-20,20.34537295
2024-01-21,21.04232645
2024-01-22,24.0419997
2024-01-23,22.90853901
2024-01-24,22.34041799
2024-01-25,22.89947761
2024-01-26,18.97148658
2024-01-27,17.90341324
2024-01-28,18.50569222
2024-01-29,13.96035312
2024-01-30,15.56482077
2024-01-31,17.7844976
2024-02-01,14.57924893
2024-02-02,14.23268132
2024-02-03,15.47009446
2024-02-04,18.73767864
2024-02-05,17.71583144
2024-02-06,14.69345661
2024-02-07,10.72696957
2024-02-08,10.27176963
2024-02-09,9.07634224
2024-02-10,7.84518747
2024-02-11,7.49317938
2024-02-12,6.3466335
2024-02-13,7.21435417
2024-02-14,5.92312923
2024-02-15,6.23570129
2024-02-16,5.74345845
2024-02-17,7.56881462
2024-02-18,5.7247338
2024-02-19,7.54984042
2024-02-20,5.59183504
2024-02-21,7.88515584
2024-02-22,9.0006383
2024-02-23,9.81763333
2024-02-24,7.77557842
2024-02-25,7.0319692
2024-02-26,5.01907121
2024-02-27,3.26506534
2024-02-28,0.60118243
2024-02-29,1.77666859
2024-03-01,1.20241063
2024-03-02,1.75522853
2024-03-03,0.56781747
2024-03-04,0.03599717
2024-03-05,1.9233194
2024-03-06,2.72490429
2024-03-07,1.85385576
2024-03-08,0.56135589
2024-03-09,0.55875235
2024-03-10,0.66831939
2024-03-11,1.02642534
2024-03-12,1.84464179
2024-03-13,0.68967809
2024-03-14,4.26045396
2024-03-15,4.37124668
2024-03-16,8.26043406
2024-03-17,4.59839822
2024-03-18,5.6750457
2024-03-19,10.20625599
2024-03-20,4.67394944
2024-03-21,8.03778284
2024-03-22,9.02331276
2024-03-23,8.52561797
2024-03-24,5.34523398
2024-03-25,3.67774397
2024-03-26,4.25639622
2024-03-27,4.62623135
2024-03-28,2.79920679
2024-03-29,4.87453453
2024-03-30,5.4099999
2024-03-31,2.01915795
2024-04-01,4.12728946
2024-04-02,10.7620275
2024-04-03,9.70710387
2024-04-04,5.72205475
2024-04-05,6.39662916
2024-04-06,4.09804662
2024-04-07,3.82196099
2024-04-08,2.54656049
2024-04-09,5.12934442
2024-04-10,2.99758201
2024-04-11,4.17435169
2024-04-12,8.86752658
2024-04-13,12.60703436
2024-04-14,11.21507651
2024-04-15,13.55789371
2024-04-16,12.81074165
2024-04-17,15.31936441
2024-04-18,12.92202987
2024-04-19,12.5985251
2024-04-20,10.91124433
2024-04-21,11.05258046
2024-04-22,8.40850265
2024-04-23,9.10251077
2024-04-24,12.66847272
2024-04-25,12.17216021
2024-04-26,13.84005892
2024-04-27,14.1520733
2024-04-28,15.23411724
2024-04-29,13.24200738
2024-04-30,17.30520382
2024-05-01,18.34426006
2024-05-02,17.74958782
2024-05-03,12.87283187
2024-05-04,12.0662727
2024-05-05,11.75870041
2024-05-06,13.61306937
2024-05-07,14.99624138
2024-05-08,16.43560508
2024-05-09,13.3259373
2024-05-10,17.19318669
2024-05-11,17.373279
2024-05-12,15.77757421
2024-05-13,13.62894195
2024-05-14,16.14836832
2024-05-15,8.4791588
2024-05-16,10.33764738
2024-05-17,6.94262078
2024-05-18,6.25300133
2024-05-19,9.3792297
2024-05-20,1.4910534
2024-05-21,3.20621841
2024-05-22,4.96132029
2024-05-23,6.67465317
2024-05-24,5.91511536
2024-05-25,4.39210456
2024-05-26,6.44903176
2024-05-27,4.38897484
2024-05-28,6.92153598
2024-05-29,8.70858439
2024-05-30,7.30930527
2024-05-31,9.58613334
2024-06-01,8.51647511
2024-06-02,8.33861174
2024-06-03,5.29482584
2024-06-04,2.55016121
2024-06-05,2.23805861
2024-06-06,3.38405303
2024-06-07,5.75296145
2024-06-08,5.97906109
2024-06-09,5.1220561
2024-06-10,5.42055128
2024-06-11,11.15641254
2024-06-12,9.30060585
2024-06-13,12.84451397
2024-06-14,14.44376925
2024-06-15,14.13381791
2024-06-16,12.53804253
2024-06-17,12.56803658
2024-06-18,15.48026519
2024-06-19,15.87420661
2024-06-20,16.00166503
2024-06-21,17.3118724
2024-06-22,16.50511838
2024-06-23,18.81505443
2024-06-24,21.73703478
2024-06-25,19.20812022
2024-06-26,21.51896818
2024-06-27,19.00538265
2024-06-28,21.94609497
2024-06-29,20.81812103
2024-06-30,17.15002834
2024-07-01,17.4448117
2024-07-02,18.5675061
2024-07-03,22.46914454
2024-07-04,25.22287873
2024-07-05,24.68866264
2024-07-06,22.49985491
2024-07-07,26.08154864
2024-07-08,24.52506447
2024-07-09,22.04374198
2024-07-10,22.44519684
2024-07-11,23.86484432
2024-07-12,22.15758366
2024-07-13,20.96337839
2024-07-14,19.53607752
2024-07-15,12.56852802
2024-07-16,11.84616992
2024-07-17,14.79157402
2024-07-18,14.90342569
2024-07-19,9.55740216
2024-07-20,8.09225248
2024-07-21,6.95553208
2024-07-22,7.55360367
2024-07-23,12.69221398
2024-07-24,14.18891299
2024-07-25,12.78895122
2024-07-26,6.69280611
2024-07-27,6.61970878
2024-07-28,6.37346483
2024-07-29,11.34396703
2024-07-30,12.55298355
2024-07-31,16.27587833
2024-08-01,14.4602361
2024-08-02,21.55398739
2024-08-03,23.12957729
2024-08-04,25.02895129
2024-08-05,27.66815626
2024-08-06,26.46286241
2024-08-07,27.55057194
2024-08-08,19.05840754
2024-08-09,21.03250735
2024-08-10,20.69361196
2024-08-11,23.59472254
2024-08-12,23.08009294
2024-08-13,20.99002302
2024-08-14,24.15092264
2024-08-15,25.26772227
2024-08-16,23.30138572
2024-08-17,22.01221785
2024-08-18,23.81888605
2024-08-19,21.86441309
2024-08-20,23.27451944
2024-08-21,18.70473488
2024-08-22,20.85227358
2024-08-23,14.39102953
2024-08-24,14.84677328
2024-08-25,13.62752935
2024-08-26,16.91806164
2024-08-27,23.21864751
2024-08-28,23.94133835
2024-08-29,23.02139912
2024-08-30,23.87418181
2024-08-31,24.22111104
2024-09-01,26.87530382
2024-09-02,22.99573416
2024-09-03,26.15391456
2024-09-04,25.16976901
2024-09-05,28.39708742
2024-09-06,29.90901619
2024-09-07,29.68316662
2024-09-08,28.72598562
2024-09-09,25.78620748
2024-09-10,24.71968658
2024-09-11,25.03560235
2024-09-12,23.48186671
2024-09-13,18.75494807
2024-09-14,19.8736132
2024-09-15,21.81825947
2024-09-16,23.27500504
2024-09-17,19.53745506
2024-09-18,16.79786237
2024-09-19,14.62593773
2024-09-20,14.63961765
2024-09-21,14.03446992
2024-09-22,13.60709813
2024-09-23,14.74639899
2024-09-24,11.77880556
2024-09-25,16.06301103
2024-09-26,11.1407205
2024-09-27,10.71168228
2024-09-28,9.73191627
2024-09-29,11.35107422
2024-09-30,16.73404291
2024-10-01,21.33132073
2024-10-02,22.06278631
2024-10-03,21.51386349
2024-10-04,18.1821538
2024-10-05,18.15221569
2024-10-06,16.93392012
2024-10-07,18.52144371
2024-10-08,19.66948217
2024-10-09,23.70630806
2024-10-10,24.26959862
2024-10-11,17.69932168
2024-10-12,15.05302413
2024-10-13,16.27651571
2024-10-14,8.53759396
2024-10-15,6.55358702
2024-10-16,5.60374909
2024-10-17,6.66765089
2024-10-18,5.10488962
2024-10-19,5.30439866
2024-10-20,3.39541304
2024-10-21,7.96027414
2024-10-22,7.69616581
2024-10-23,10.44224218
2024-10-24,5.58656877
2024-10-25,12.09404114
2024-10-26,9.29181236
2024-10-27,6.07266744
2024-10-28,2.36168668
2024-10-29,0.64057321
2024-10-30,0.83068284
2024-10-31,4.25492289
2024-11-01,4.96801619
2024-11-02,5.77377142
2024-11-03,6.24249869
2024-11-04,8.72533247
2024-11-05,5.34878277
2024-11-06,0.42400992
2024-11-07,0.29101227
2024-11-08,0.24780974
2024-11-09,0.11473829
2024-11-10,0.05884214
2024-11-11,0.1020532
2024-11-12,0.7746917
2024-11-13,0.59274772
2024-11-14,3.28873443
2024-11-15,0.86319374
2024-11-16,1.35647307
2024-11-17,1.75163562
2024-11-18,2.37846157
2024-11-19,0.8682361
2024-11-20,0.65150238
2024-11-21,0.24509698
2024-11-22,0.96782727
2024-11-23,3.49286816
2024-11-24,3.12374223
2024-11-25,5.78063792
2024-11-26,6.23112582
2024-11-27,3.96074821
2024-11-28,4.05764955
2024-11-29,3.07124645
2024-11-30,4.55246959
2024-12-01,3.59970212
2024-12-02,5.30881251
2024-12-03,4.74668055
2024-12-04,0.54646145
2024-12-05,5.4168173
2024-12-06,1.95746101
2024-12-07,1.84615524
2024-12-08,1.30291437
2024-12-09,7.36156669
2024-12-10,8.66442058
2024-12-11,1.23297169
2024-12-12,2.98609895
2024-12-13,1.38213282
2024-12-14,1.63796425
2024-12-15,0.0174082
2024-12-16,0.60980616
2024-12-17,1.73348664
2024-12-18,5.27755157
2024-12-19,10.7189132
2024-12-20,9.51832845
2024-12-21,11.19974647
2024-12-22,13.45687803
2024-12-23,13.24690785
2024-12-24,6.52584919
2024-12-25,5.32566482
2024-12-26,12.51270335
2024-12-27,14.80839863
2024-12-28,12.82600948
2024-12-29,15.32999626
2024-12-30,16.21101177
2024-12-31,15.65931884
2025-01-01,13.42102142
2025-01-02,10.55542172
2025-01-03,7.77557221
2025-01-04,7.42115209
2025-01-05,6.17714811
2025-01-06,1.99297018
2025-01-07,11.58773628
2025-01-08,13.75162272
2025-01-09,17.49939789
2025-01-10,13.21303261
2025-01-11,13.48353631
2025-01-12,14.33515784
2025-01-13,14.2141673
2025-01-14,11.09446089
2025-01-15,3.79751697
2025-01-16,4.15907111
2025-01-17,1.73338212
2025-01-18,1.35237325
2025-01-19,4.30214679
2025-01-20,3.63640775
2025-01-21,1.35497503
2025-01-22,3.23188813
2025-01-23,2.91291401
2025-01-24,2.8674991
2025-01-25,2.9881472
2025-01-26,4.75050662
2025-01-27,4.82930507
2025-01-28,6.15835052
2025-01-29,3.49199721
2025-01-30,3.22842083
2025-01-31,5.33600328
2025-02-01,7.6716476
2025-02-02,13.65016772
2025-02-03,6.11268156
2025-02-04,13.23230375
2025-02-05,15.41461132
2025-02-06,15.46711761
2025-02-07,15.70987766
2025-02-08,15.41892329
2025-02-09,15.73420745
2025-02-10,13.07723025
2025-02-11,16.77951766
2025-02-12,11.93193484
2025-02-13,15.03263583
2025-02-14,12.35520933
2025-02-15,12.29979994
2025-02-16,16.48047393
2025-02-17,16.91273944
2025-02-18,16.85644679
2025-02-19,14.72344351
2025-02-20,9.62016486
2025-02-21,16.1486552
2025-02-22,15.30166657
2025-02-23,16.7031592
2025-02-24,21.90040204
2025-02-25,22.11733148
2025-02-26,23.1962027
2025-02-27,22.67644855
2025-02-28,22.09798306
2025-03-01,21.49387081
2025-03-02,17.79969934
2025-03-03,21.82695174
2025-03-04,21.34786451
2025-03-05,19.56636244
2025-03-06,20.30708183
2025-03-07,22.29677005
2025-03-08,22.39252729
2025-03-09,23.89873705
2025-03-10,24.18465621
2025-03-11,22.67345966
2025-03-12,22.07488773
2025-03-13,23.70998019
2025-03-14,21.85078885
2025-03-15,21.60423933
2025-03-16,23.11211951
2025-03-17,21.93831526
2025-03-18,22.90717559
2025-03-19,20.13796825
2025-03-20,21.65646515
2025-03-21,21.8714847
2025-03-22,22.33715934
2025-03-23,20.38311986
2025-03-24,19.98767101
2025-03-25,20.15959254
2025-03-26,20.78423715
2025-03-27,20.47560905
2025-03-28,22.05257334
2025-03-29,23.83078089
2025-03-30,24.20827826
2025-03-31,23.79330696
2025-04-01,20.50122471
2025-04-02,24.04440721
2025-04-03,22.8877329
2025-04-04,21.62077739
2025-04-05,22.46222195
2025-04-06,25.80129797
2025-04-07,24.72340006
2025-04-08,25.96660283
2025-04-09,22.77864578
2025-04-10,24.7752139
2025-04-11,20.994019
2025-04-12,19.18970306
2025-04-13,21.07894388
2025-04-14,20.20113134
2025-04-15,21.7357203
2025-04-16,20.95464904
2025-04-17,19.48359393
2025-04-18,20.63109529
2025-04-19,19.25463622
2025-04-20,19.16278125
2025-04-21,16.69421959
2025-04-22,13.76088585
2025-04-23,14.18096411
2025-04-24,12.98588358
2025-04-25,12.64325302
2025-04-26,12.58536255
2025-04-27,14.11278761
2025-04-28,11.73307747
2025-04-29,14.46104177
2025-04-30,14.16282409
2025-05-01,10.96304961
2025-05-02,10.42601845
2025-05-03,12.28543277
2025-05-04,14.7213764
2025-05-05,13.63632504
2025-05-06,10.54117121
2025-05-07,9.59103735
2025-05-08,2.15300994
2025-05-09,2.98623666
2025-05-10,1.56860792
2025-05-11,1.77650261
2025-05-12,3.62689278
2025-05-13,2.09767459
2025-05-14,2.83183435
2025-05-15,2.40564908
2025-05-16,3.38468165
2025-05-17,4.09938315
2025-05-18,0.54357628
2025-05-19,1.05466444
2025-05-20,0.46267444
2025-05-21,0.03448619
2025-05-22,0.33545046
2025-05-23,2.10755801
2025-05-24,2.07135608
2025-05-25,1.25841297
2025-05-26,1.51262219
2025-05-27,2.23570573
2025-05-28,2.94980843
2025-05-29,4.84384967
2025-05-30,6.39751514
2025-05-31,5.36458175
2025-06-01,4.15129365
2025-06-02,3.72433571
2025-06-03,5.08876387
2025-06-04,6.37168509
2025-06-05,10.94723364
2025-06-06,7.23645621
2025-06-07,3.57836473
2025-06-08,3.53673659
2025-06-09,0.58370015
2025-06-10,0.43034382
2025-06-11,2.51611855
2025-06-12,4.45191191
2025-06-13,3.99500675
2025-06-14,5.84835876
2025-06-15,4.83586401
2025-06-16,3.65113202
2025-06-17,7.4598989
2025-06-18,7.5884432
2025-06-19,7.65794821
2025-06-20,10.99307572
2025-06-21,11.94534217
2025-06-22,13.1122729
2025-06-23,4.66381826
2025-06-24,3.68303845
2025-06-25,2.6505198
2025-06-26,3.75273007
2025-06-27,3.80509616
2025-06-28,2.77153184
2025-06-29,1.61484533
2025-06-30,3.9169189
2025-07-01,6.95824469
2025-07-02,1.49863184
2025-07-03,1.21763573
2025-07-04,3.22663225
2025-07-05,2.98616586
2025-07-06,1.64180647
2025-07-07,3.16207225
2025-07-08,1.88208156
2025-07-09,0.22987296
2025-07-10,0.12856294
2025-07-11,1.13073831
2025-07-12,1.29723042
2025-07-13,0.15691024
2025-07-14,1.29367979
2025-07-15,1.56351496
2025-07-16,2.54277611
2025-07-17,1.33547759
2025-07-18,3.66718781
2025-07-19,4.01617341
2025-07-20,5.44265375
2025-07-21,4.85920961
2025-07-22,0.84573301
2025-07-23,2.5797392
2025-07-24,3.65938501
2025-07-25,5.29269206
2025-07-26,3.8807225
2025-07-27,1.01414937
2025-07-28,3.91674623
2025-07-29,4.58492422
2025-07-30,5.47285484
2025-07-31,7.96864097
2025-08-01,8.27297099
2025-08-02,8.33320526
2025-08-03,7.76482834
2025-08-04,7.43874501
2025-08-05,7.81395574
2025-08-06,7.36665693
2025-08-07,4.90608964
2025-08-08,6.29104697
2025-08-09,6.7460635
2025-08-10,0.76567585
2025-08-11,2.4661607
2025-08-12,0.65460252
2025-08-13,0.06678251
2025-08-14,3.91896919
2025-08-15,6.90515201
2025-08-16,6.4191523
2025-08-17,7.06920018
2025-08-18,8.3860108
2025-08-19,10.52463804
2025-08-20,9.36549157
2025-08-21,10.76380873
2025-08-22,6.71193414
2025-08-23,8.21323569
2025-08-24,10.30148709
2025-08-25,11.58458228
2025-08-26,10.74949781
2025-08-27,11.22997626
2025-08-28,10.08271207
2025-08-29,13.55156579
2025-08-30,12.65058547
2025-08-31,14.30824401
2025-09-01,11.81651823
2025-09-02,10.20088804
2025-09-03,9.82148258
2025-09-04,10.75652876
2025-09-05,11.47892255
2025-09-06,12.04286783
2025-09-07,10.4106183
2025-09-08,9.36957566
2025-09-09,9.96711678
2025-09-10,7.73967908
2025-09-11,6.41063489
2025-09-12,6.17382858
2025-09-13,6.37402623
2025-09-14,7.27143924
2025-09-15,6.93373908
2025-09-16,5.6586596
2025-09-17,6.19561372
2025-09-18,5.73788467
2025-09-19,7.77239123
2025-09-20,7.82241648
2025-09-21,8.811034
2025-09-22,11.09026229
2025-09-23,11.88996333
2025-09-24,10.05341632
2025-09-25,15.71034749
2025-09-26,14.28796645
2025-09-27,14.22170593
2025-09-28,10.90821065
2025-09-29,8.60914444
2025-09-30,8.98220881
2025-10-01,2.31349078
2025-10-02,0.5002262
2025-10-03,0.72094547
2025-10-04,0.52029202
2025-10-05,0.221238
2025-10-06,0.67848519
2025-10-07,2.36302761
2025-10-08,1.17080074
2025-10-09,2.71799772
2025-10-10,12.99560457
2025-10-11,16.04117958
2025-10-12,10.72783066
2025-10-13,10.69587974
2025-10-14,11.55930766
2025-10-15,16.98277275
2025-10-16,20.01843324
2025-10-17,21.61544471
2025-10-18,20.74496556
2025-10-19,18.69333349
2025-10-20,16.49644166
2025-10-21,19.26346016
2025-10-22,20.34899026
2025-10-23,16.33661358
2025-10-24,15.24201199
2025-10-25,13.7066953
2025-10-26,8.80252129
2025-10-27,9.93866298
2025-10-28,11.93359217
2025-10-29,17.83592234
2025-10-30,20.19179903
2025-10-31,18.10724182
2025-11-01,17.23434395
2025-11-02,16.17790238
2025-11-03,23.4994417
2025-11-04,27.97480434
2025-11-05,25.64622776
2025-11-06,28.08611338
2025-11-07,25.56785244
2025-11-08,26.25365325
2025-11-09,24.01824525
2025-11-10,21.59218096
2025-11-11,26.39574908
2025-11-12,28.50329298
2025-11-13,29.17248721
2025-11-14,34.71058574
2025-11-15,33.12506582
2025-11-16,34.3393943
2025-11-17,35.55750062
2025-11-18,34.98433687
2025-11-19,35.23090596
2025-11-20,37.56212967
2025-11-21,36.62482283
2025-11-22,35.99633888
2025-11-23,34.80791071
2025-11-24,34.14974328
2025-11-25,34.33229362
2025-11-26,32.82168844
2025-11-27,32.52688855
2025-11-28,32.82276396
2025-11-29,32.81864719
2025-11-30,33.49386089
2025-12-01,35.38529403
2025-12-02,31.97269374
2025-12-03,29.39307585
2025-12-04,31.35486137
2025-12-05,33.77144509
2025-12-06,34.09793936
2025-12-07,32.91697929
2025-12-08,32.82544723
2025-12-09,29.54830215
2025-12-10,31.37184033
2025-12-11,29.99975206
2025-12-12,33.47764332
2025-12-13,33.51639732
2025-12-14,35.31811014
2025-12-15,36.34805707
2025-12-16,34.98360267
2025-12-17,36.46511487
2025-12-18,37.41861588
2025-12-19,33.70203089
2025-12-20,33.03733996
2025-12-21,32.93468596
2025-12-22,33.41984998
2025-12-23,35.45919703
2025-12-24,34.30108241
2025-12-25,35.68289301
2025-12-26,34.99539898
2025-12-27,33.45115909
2025-12-28,33.39823158
2025-12-29,35.88331497
2025-12-30,31.78754765
2025-12-31,34.63786061
2026-01-01,31.06875191
2026-01-02,30.36865971
2026-01-03,29.13895641
2026-01-04,28.3506303
2026-01-05,25.41977383
2026-01-06,25.86194567
2026-01-07,29.70603105
2026-01-08,29.9187838
2026-01-09,30.42976011
2026-01-10,31.09973416
2026-01-11,29.62209346
2026-01-12,29.312607
2026-01-13,23.3935052
2026-01-14,22.06283296
2026-01-15,23.73088644
2026-01-16,23.86463866
2026-01-17,24.79377355
2026-01-18,25.63998702
2026-01-19,27.9741112
2026-01-20,34.67525511
2026-01-21,33.35190593
2026-01-22,33.09688533
2026-01-23,31.89116338
2026-01-24,32.49834503
2026-01-25,37.71509887
2026-01-26,33.72559204
2026-01-27,31.555229
2026-01-28,32.06727733
2026-01-29,40.03685538
2026-01-30,41.96253471
2026-01-31,44.36861497
2026-02-01,44.59420405
2026-02-02,43.55230193
2026-02-03,44.7540834
2026-02-04,44.73091788
2026-02-05,48.19900242
2026-02-06,43.76145725
2026-02-07,44.60066639
2026-02-08,43.89887696
2026-02-09,44.0285231
2026-02-10,45.11097325
2026-02-11,46.28307579
2026-02-12,46.65766889
2026-02-13,44.11555936
2026-02-14,43.01374381
2026-02-15,44.62985009
2026-02-16,43.70021591
2026-02-17,45.86509957
2026-02-18,46.7862713
2026-02-19,46.02306409
2026-02-20,43.87818257
2026-02-21,43.94565936
2026-02-22,44.75593843
2026-02-23,48.38944142
2026-02-24,48.72288651
2026-02-25,43.59765002
2026-02-26,44.93317388
2026-02-27,46.64560588
2026-02-28,45.45726489
2026-03-01,46.78688626
2026-03-02,42.41542054
2026-03-03,42.43095257
2026-03-04,40.08779581
2026-03-05,41.04471727
2026-03-06,43.44438658
2026-03-07,45.51710226
2026-03-08,47.12955955
2026-03-09,42.9969002
2026-03-10,41.35638638
2026-03-11,41.10602967
2026-03-12,40.20167205
2026-03-13,40.35921523
2026-03-14,39.80314914
2026-03-15,38.60606685
2026-03-16,38.28187217
2026-03-17,38.92708582
2026-03-18,40.48329573
2026-03-19,42.35898704
2026-03-20,40.94184456
2026-03-21,41.97859694
2026-03-22,44.7818809
2026-03-23,40.22144484
2026-03-24,40.51208127
2026-03-25,39.367053
2026-03-26,44.2202133
2026-03-27,47.12463793
2026-03-28,46.96373992
2026-03-29,47.92630469
2026-03-30,46.45401773
2026-03-31,43.0763458
2026-04-01,43.71953568
2026-04-02,45.92857694
2026-04-03,45.68260135
2026-04-04,44.78420777
2026-04-05,41.71474172
2026-04-06,42.43574011
2026-04-07,37.81157637
2026-04-08,39.26057596
2026-04-09,38.17846949
2026-04-10,37.86867753
