Datetime,Active Addresses
2026-01-29T00:00:00Z,300040
2026-01-28T00:00:00Z,324505
2026-01-27T00:00:00Z,357265
2026-01-26T00:00:00Z,317628
2026-01-25T00:00:00Z,259261
2026-01-24T00:00:00Z,299645
2026-01-23T00:00:00Z,323501
2026-01-22T00:00:00Z,356586
2026-01-21T00:00:00Z,331093
2026-01-20T00:00:00Z,317995
2026-01-19T00:00:00Z,320353
2026-01-18T00:00:00Z,230577
2026-01-17T00:00:00Z,260376
2026-01-16T00:00:00Z,275323
2026-01-15T00:00:00Z,330622
2026-01-14T00:00:00Z,336053
2026-01-13T00:00:00Z,319313
2026-01-12T00:00:00Z,305688
2026-01-11T00:00:00Z,236215
2026-01-10T00:00:00Z,238491
2026-01-09T00:00:00Z,283766
2026-01-08T00:00:00Z,285491
2026-01-07T00:00:00Z,302277
2026-01-06T00:00:00Z,347920
2026-01-05T00:00:00Z,350169
2026-01-04T00:00:00Z,291543
2026-01-03T00:00:00Z,308762
2026-01-02T00:00:00Z,302273
2026-01-01T00:00:00Z,276756
2025-12-31T00:00:00Z,293446
2025-12-30T00:00:00Z,341430
2025-12-29T00:00:00Z,313111
2025-12-28T00:00:00Z,254071
2025-12-27T00:00:00Z,247153
2025-12-26T00:00:00Z,273829
2025-12-25T00:00:00Z,222960
2025-12-24T00:00:00Z,313671
2025-12-23T00:00:00Z,375402
2025-12-22T00:00:00Z,283166
2025-12-21T00:00:00Z,194570
2025-12-20T00:00:00Z,209268
2025-12-19T00:00:00Z,208935
2025-12-18T00:00:00Z,209843
2025-12-17T00:00:00Z,227147
2025-12-16T00:00:00Z,237527
2025-12-15T00:00:00Z,228180
2025-12-14T00:00:00Z,164132
2025-12-13T00:00:00Z,159310
2025-12-12T00:00:00Z,200402
2025-12-11T00:00:00Z,257785
2025-12-10T00:00:00Z,206518
2025-12-09T00:00:00Z,200273
2025-12-08T00:00:00Z,172149
2025-12-07T00:00:00Z,137133
2025-12-06T00:00:00Z,167144
2025-12-05T00:00:00Z,204082
2025-12-04T00:00:00Z,216002
2025-12-03T00:00:00Z,225923
2025-12-02T00:00:00Z,231450
2025-12-01T00:00:00Z,237416
2025-11-30T00:00:00Z,149883
2025-11-29T00:00:00Z,156770
2025-11-28T00:00:00Z,221141
2025-11-27T00:00:00Z,245092
2025-11-26T00:00:00Z,222438
2025-11-25T00:00:00Z,202683
2025-11-24T00:00:00Z,189486
2025-11-23T00:00:00Z,165594
2025-11-22T00:00:00Z,178442
2025-11-21T00:00:00Z,194812
2025-11-20T00:00:00Z,201830
2025-11-19T00:00:00Z,185079
2025-11-18T00:00:00Z,211610
2025-11-17T00:00:00Z,201179
2025-11-16T00:00:00Z,152277
2025-11-15T00:00:00Z,181696
2025-11-14T00:00:00Z,209909
2025-11-13T00:00:00Z,184932
2025-11-12T00:00:00Z,178459
2025-11-11T00:00:00Z,182120
2025-11-10T00:00:00Z,196802
2025-11-09T00:00:00Z,164192
2025-11-08T00:00:00Z,264945
2025-11-07T00:00:00Z,206121
2025-11-06T00:00:00Z,217771
2025-11-05T00:00:00Z,208742
2025-11-04T00:00:00Z,198769
2025-11-03T00:00:00Z,187490
2025-11-02T00:00:00Z,148002
2025-11-01T00:00:00Z,157916
2025-10-31T00:00:00Z,198124
2025-10-30T00:00:00Z,203838
2025-10-29T00:00:00Z,198548
2025-10-28T00:00:00Z,203811
2025-10-27T00:00:00Z,201545
2025-10-26T00:00:00Z,142196
2025-10-25T00:00:00Z,142334
2025-10-24T00:00:00Z,201446
2025-10-23T00:00:00Z,223747
2025-10-22T00:00:00Z,173780
2025-10-21T00:00:00Z,173557
2025-10-20T00:00:00Z,162894
2025-10-19T00:00:00Z,132382
2025-10-18T00:00:00Z,158892
2025-10-17T00:00:00Z,200652
2025-10-16T00:00:00Z,174464
2025-10-15T00:00:00Z,198302
2025-10-14T00:00:00Z,169047
2025-10-13T00:00:00Z,185786
2025-10-12T00:00:00Z,183086
2025-10-11T00:00:00Z,183057
2025-10-10T00:00:00Z,186265
2025-10-09T00:00:00Z,186546
2025-10-08T00:00:00Z,207623
2025-10-07T00:00:00Z,181608
2025-10-06T00:00:00Z,175918
2025-10-05T00:00:00Z,144095
2025-10-04T00:00:00Z,143772
2025-10-03T00:00:00Z,202574
2025-10-02T00:00:00Z,201669
2025-10-01T00:00:00Z,226992
2025-09-30T00:00:00Z,203287
2025-09-29T00:00:00Z,182897
2025-09-28T00:00:00Z,152524
2025-09-27T00:00:00Z,144219
2025-09-26T00:00:00Z,204829
2025-09-25T00:00:00Z,178892
2025-09-24T00:00:00Z,167049
2025-09-23T00:00:00Z,172379
2025-09-22T00:00:00Z,182554
2025-09-21T00:00:00Z,139508
2025-09-20T00:00:00Z,182598
2025-09-19T00:00:00Z,203440
2025-09-18T00:00:00Z,196834
2025-09-17T00:00:00Z,184341
2025-09-16T00:00:00Z,189719
2025-09-15T00:00:00Z,164202
2025-09-14T00:00:00Z,131952
2025-09-13T00:00:00Z,170175
2025-09-12T00:00:00Z,161604
2025-09-11T00:00:00Z,179334
2025-09-10T00:00:00Z,186222
2025-09-09T00:00:00Z,168315
2025-09-08T00:00:00Z,158018
2025-09-07T00:00:00Z,117891
2025-09-06T00:00:00Z,126160
2025-09-05T00:00:00Z,180267
2025-09-04T00:00:00Z,166144
2025-09-03T00:00:00Z,202093
2025-09-02T00:00:00Z,203820
2025-09-01T00:00:00Z,174500
2025-08-31T00:00:00Z,171414
2025-08-30T00:00:00Z,141336
2025-08-29T00:00:00Z,194793
2025-08-28T00:00:00Z,180399
2025-08-27T00:00:00Z,151942
2025-08-26T00:00:00Z,173642
2025-08-25T00:00:00Z,163683
2025-08-24T00:00:00Z,132887
2025-08-23T00:00:00Z,161837
2025-08-22T00:00:00Z,152901
2025-08-21T00:00:00Z,174772
2025-08-20T00:00:00Z,164383
2025-08-19T00:00:00Z,167195
2025-08-18T00:00:00Z,173360
2025-08-17T00:00:00Z,117139
2025-08-16T00:00:00Z,134922
2025-08-15T00:00:00Z,220612
2025-08-14T00:00:00Z,163848
2025-08-13T00:00:00Z,150443
2025-08-12T00:00:00Z,163343
2025-08-11T00:00:00Z,154746
2025-08-10T00:00:00Z,127393
2025-08-09T00:00:00Z,125128
2025-08-08T00:00:00Z,158055
2025-08-07T00:00:00Z,152929
2025-08-06T00:00:00Z,147427
2025-08-05T00:00:00Z,146336
2025-08-04T00:00:00Z,148523
2025-08-03T00:00:00Z,110373
2025-08-02T00:00:00Z,134908
2025-08-01T00:00:00Z,182107
2025-07-31T00:00:00Z,138016
2025-07-30T00:00:00Z,124131
2025-07-29T00:00:00Z,143401
2025-07-28T00:00:00Z,142883
2025-07-27T00:00:00Z,104641
2025-07-26T00:00:00Z,104199
2025-07-25T00:00:00Z,137423
2025-07-24T00:00:00Z,150982
2025-07-23T00:00:00Z,142553
2025-07-22T00:00:00Z,139157
2025-07-21T00:00:00Z,134660
2025-07-20T00:00:00Z,127514
2025-07-19T00:00:00Z,135878
2025-07-18T00:00:00Z,130026
2025-07-17T00:00:00Z,134962
2025-07-16T00:00:00Z,133535
2025-07-15T00:00:00Z,136648
2025-07-14T00:00:00Z,136532
2025-07-13T00:00:00Z,110921
2025-07-12T00:00:00Z,134208
2025-07-11T00:00:00Z,145731
2025-07-10T00:00:00Z,136951
2025-07-09T00:00:00Z,133915
2025-07-08T00:00:00Z,134062
2025-07-07T00:00:00Z,135255
2025-07-06T00:00:00Z,98778
2025-07-05T00:00:00Z,113689
2025-07-04T00:00:00Z,134070
2025-07-03T00:00:00Z,157654
2025-07-02T00:00:00Z,152221
2025-07-01T00:00:00Z,166974
2025-06-30T00:00:00Z,144529
2025-06-29T00:00:00Z,105824
2025-06-28T00:00:00Z,113131
2025-06-27T00:00:00Z,161189
2025-06-26T00:00:00Z,140519
2025-06-25T00:00:00Z,129458
2025-06-24T00:00:00Z,135243
2025-06-23T00:00:00Z,134258
2025-06-22T00:00:00Z,111100
2025-06-21T00:00:00Z,111331
2025-06-20T00:00:00Z,132355
2025-06-19T00:00:00Z,128784
2025-06-18T00:00:00Z,147347
2025-06-17T00:00:00Z,149680
2025-06-16T00:00:00Z,132042
2025-06-15T00:00:00Z,119734
2025-06-14T00:00:00Z,114109
2025-06-13T00:00:00Z,149575
2025-06-12T00:00:00Z,142636
2025-06-11T00:00:00Z,155942
2025-06-10T00:00:00Z,141705
2025-06-09T00:00:00Z,136502
2025-06-08T00:00:00Z,135966
2025-06-07T00:00:00Z,144570
2025-06-06T00:00:00Z,140344
2025-06-05T00:00:00Z,134027
2025-06-04T00:00:00Z,125344
2025-06-03T00:00:00Z,129245
2025-06-02T00:00:00Z,127687
2025-06-01T00:00:00Z,115115
2025-05-31T00:00:00Z,117006
2025-05-30T00:00:00Z,126680
2025-05-29T00:00:00Z,118157
2025-05-28T00:00:00Z,129164
2025-05-27T00:00:00Z,124807
2025-05-26T00:00:00Z,126471
2025-05-25T00:00:00Z,97747
2025-05-24T00:00:00Z,119292
2025-05-23T00:00:00Z,123984
2025-05-22T00:00:00Z,134926
2025-05-21T00:00:00Z,131415
2025-05-20T00:00:00Z,140636
2025-05-19T00:00:00Z,133354
2025-05-18T00:00:00Z,98594
2025-05-17T00:00:00Z,121862
2025-05-16T00:00:00Z,130752
2025-05-15T00:00:00Z,131002
2025-05-14T00:00:00Z,124945
2025-05-13T00:00:00Z,121308
2025-05-12T00:00:00Z,121507
2025-05-11T00:00:00Z,89768
2025-05-10T00:00:00Z,103364
2025-05-09T00:00:00Z,138380
2025-05-08T00:00:00Z,134724
2025-05-07T00:00:00Z,138115
2025-05-06T00:00:00Z,158383
2025-05-05T00:00:00Z,125377
2025-05-04T00:00:00Z,98839
2025-05-03T00:00:00Z,115287
2025-05-02T00:00:00Z,120964
2025-05-01T00:00:00Z,141412
2025-04-30T00:00:00Z,155927
2025-04-29T00:00:00Z,154730
2025-04-28T00:00:00Z,157670
2025-04-27T00:00:00Z,124118
2025-04-26T00:00:00Z,146947
2025-04-25T00:00:00Z,177919
2025-04-24T00:00:00Z,223618
2025-04-23T00:00:00Z,148330
2025-04-22T00:00:00Z,131806
2025-04-21T00:00:00Z,129810
2025-04-20T00:00:00Z,95555
2025-04-19T00:00:00Z,140002
2025-04-18T00:00:00Z,124060
2025-04-17T00:00:00Z,138258
2025-04-16T00:00:00Z,114576
2025-04-15T00:00:00Z,123258
2025-04-14T00:00:00Z,114044
2025-04-13T00:00:00Z,87056
2025-04-12T00:00:00Z,90905
2025-04-11T00:00:00Z,117956
2025-04-10T00:00:00Z,147855
2025-04-09T00:00:00Z,134724
2025-04-08T00:00:00Z,143742
2025-04-07T00:00:00Z,149465
2025-04-06T00:00:00Z,120495
2025-04-05T00:00:00Z,91447
2025-04-04T00:00:00Z,127590
2025-04-03T00:00:00Z,196656
2025-04-02T00:00:00Z,128783
2025-04-01T00:00:00Z,129844
2025-03-31T00:00:00Z,127182
2025-03-30T00:00:00Z,92134
2025-03-29T00:00:00Z,100283
2025-03-28T00:00:00Z,131921
2025-03-27T00:00:00Z,133013
2025-03-26T00:00:00Z,120878
2025-03-25T00:00:00Z,129809
2025-03-24T00:00:00Z,128858
2025-03-23T00:00:00Z,90158
2025-03-22T00:00:00Z,93644
2025-03-21T00:00:00Z,106982
2025-03-20T00:00:00Z,116275
2025-03-19T00:00:00Z,110106
2025-03-18T00:00:00Z,110077
2025-03-17T00:00:00Z,111830
2025-03-16T00:00:00Z,81896
2025-03-15T00:00:00Z,88505
2025-03-14T00:00:00Z,111064
2025-03-13T00:00:00Z,115254
2025-03-12T00:00:00Z,115823
2025-03-11T00:00:00Z,143507
2025-03-10T00:00:00Z,135371
2025-03-09T00:00:00Z,90486
2025-03-08T00:00:00Z,91129
2025-03-07T00:00:00Z,129481
2025-03-06T00:00:00Z,126539
2025-03-05T00:00:00Z,116816
2025-03-04T00:00:00Z,132429
2025-03-03T00:00:00Z,137056
2025-03-02T00:00:00Z,94091
2025-03-01T00:00:00Z,116885
2025-02-28T00:00:00Z,135075
2025-02-27T00:00:00Z,121387
2025-02-26T00:00:00Z,116290
2025-02-25T00:00:00Z,136602
2025-02-24T00:00:00Z,112461
2025-02-23T00:00:00Z,77763
2025-02-22T00:00:00Z,98501
2025-02-21T00:00:00Z,108639
2025-02-20T00:00:00Z,110999
2025-02-19T00:00:00Z,101583
2025-02-18T00:00:00Z,107817
2025-02-17T00:00:00Z,102345
2025-02-16T00:00:00Z,77500
2025-02-15T00:00:00Z,83796
2025-02-14T00:00:00Z,103155
2025-02-13T00:00:00Z,104845
2025-02-12T00:00:00Z,107412
2025-02-11T00:00:00Z,113764
2025-02-10T00:00:00Z,126692
2025-02-09T00:00:00Z,94368
2025-02-08T00:00:00Z,79878
2025-02-07T00:00:00Z,103539
2025-02-06T00:00:00Z,108674
2025-02-05T00:00:00Z,104231
2025-02-04T00:00:00Z,119371
2025-02-03T00:00:00Z,126332
2025-02-02T00:00:00Z,87651
2025-02-01T00:00:00Z,85776
2025-01-31T00:00:00Z,102943
2025-01-30T00:00:00Z,97097
2025-01-29T00:00:00Z,96084
2025-01-28T00:00:00Z,100504
2025-01-27T00:00:00Z,100515
2025-01-26T00:00:00Z,84613
2025-01-25T00:00:00Z,76472
2025-01-24T00:00:00Z,94800
2025-01-23T00:00:00Z,107448
2025-01-22T00:00:00Z,104379
2025-01-21T00:00:00Z,103102
2025-01-20T00:00:00Z,123053
2025-01-19T00:00:00Z,102204
2025-01-18T00:00:00Z,87367
2025-01-17T00:00:00Z,96429
2025-01-16T00:00:00Z,105628
2025-01-15T00:00:00Z,103021
2025-01-14T00:00:00Z,95788
2025-01-13T00:00:00Z,101680
2025-01-12T00:00:00Z,74278
2025-01-11T00:00:00Z,78545
2025-01-10T00:00:00Z,94939
2025-01-09T00:00:00Z,94068
2025-01-08T00:00:00Z,96090
2025-01-07T00:00:00Z,95810
2025-01-06T00:00:00Z,86648
2025-01-05T00:00:00Z,68375
2025-01-04T00:00:00Z,74038
2025-01-03T00:00:00Z,89449
2025-01-02T00:00:00Z,82118
2025-01-01T00:00:00Z,65377
2024-12-31T00:00:00Z,94290
2024-12-30T00:00:00Z,101691
2024-12-29T00:00:00Z,87760
2024-12-28T00:00:00Z,90332
2024-12-27T00:00:00Z,100267
2024-12-26T00:00:00Z,85311
2024-12-25T00:00:00Z,79264
2024-12-24T00:00:00Z,99348
2024-12-23T00:00:00Z,107285
2024-12-22T00:00:00Z,87180
2024-12-21T00:00:00Z,106572
2024-12-20T00:00:00Z,116002
2024-12-19T00:00:00Z,111217
2024-12-18T00:00:00Z,104363
2024-12-17T00:00:00Z,110352
2024-12-16T00:00:00Z,106793
2024-12-15T00:00:00Z,82348
2024-12-14T00:00:00Z,86225
2024-12-13T00:00:00Z,99633
2024-12-12T00:00:00Z,106798
2024-12-11T00:00:00Z,108018
2024-12-10T00:00:00Z,134830
2024-12-09T00:00:00Z,107197
2024-12-08T00:00:00Z,99358
2024-12-07T00:00:00Z,93676
2024-12-06T00:00:00Z,113961
2024-12-05T00:00:00Z,120691
2024-12-04T00:00:00Z,115497
2024-12-03T00:00:00Z,120511
2024-12-02T00:00:00Z,120012
2024-12-01T00:00:00Z,91649
2024-11-30T00:00:00Z,93629
2024-11-29T00:00:00Z,116488
2024-11-28T00:00:00Z,109962
2024-11-27T00:00:00Z,103661
2024-11-26T00:00:00Z,106278
2024-11-25T00:00:00Z,105096
2024-11-24T00:00:00Z,84473
2024-11-23T00:00:00Z,90214
2024-11-22T00:00:00Z,112247
2024-11-21T00:00:00Z,106847
2024-11-20T00:00:00Z,103582
2024-11-19T00:00:00Z,100351
2024-11-18T00:00:00Z,102207
2024-11-17T00:00:00Z,80687
2024-11-16T00:00:00Z,86963
2024-11-15T00:00:00Z,117993
2024-11-14T00:00:00Z,101306
2024-11-13T00:00:00Z,99829
2024-11-12T00:00:00Z,109372
2024-11-11T00:00:00Z,108943
2024-11-10T00:00:00Z,87372
2024-11-09T00:00:00Z,80229
2024-11-08T00:00:00Z,115253
2024-11-07T00:00:00Z,97689
2024-11-06T00:00:00Z,105862
2024-11-05T00:00:00Z,99980
2024-11-04T00:00:00Z,95608
2024-11-03T00:00:00Z,75137
2024-11-02T00:00:00Z,78695
2024-11-01T00:00:00Z,104290
2024-10-31T00:00:00Z,92998
2024-10-30T00:00:00Z,89846
2024-10-29T00:00:00Z,94992
2024-10-28T00:00:00Z,88140
2024-10-27T00:00:00Z,64560
2024-10-26T00:00:00Z,76786
2024-10-25T00:00:00Z,95703
2024-10-24T00:00:00Z,86578
2024-10-23T00:00:00Z,87884
2024-10-22T00:00:00Z,89425
2024-10-21T00:00:00Z,88080
2024-10-20T00:00:00Z,68268
2024-10-19T00:00:00Z,65869
2024-10-18T00:00:00Z,79491
2024-10-17T00:00:00Z,82202
2024-10-16T00:00:00Z,93075
2024-10-15T00:00:00Z,93314
2024-10-14T00:00:00Z,88869
2024-10-13T00:00:00Z,64617
2024-10-12T00:00:00Z,69080
2024-10-11T00:00:00Z,83840
2024-10-10T00:00:00Z,94760
2024-10-09T00:00:00Z,84504
2024-10-08T00:00:00Z,84840
2024-10-07T00:00:00Z,85912
2024-10-06T00:00:00Z,67743
2024-10-05T00:00:00Z,73641
2024-10-04T00:00:00Z,97200
2024-10-03T00:00:00Z,103625
2024-10-02T00:00:00Z,96921
2024-10-01T00:00:00Z,95654
2024-09-30T00:00:00Z,97644
2024-09-29T00:00:00Z,67278
2024-09-28T00:00:00Z,85456
2024-09-27T00:00:00Z,94044
2024-09-26T00:00:00Z,87767
2024-09-25T00:00:00Z,84600
2024-09-24T00:00:00Z,84810
2024-09-23T00:00:00Z,82595
2024-09-22T00:00:00Z,64850
2024-09-21T00:00:00Z,66748
2024-09-20T00:00:00Z,85597
2024-09-19T00:00:00Z,87812
2024-09-18T00:00:00Z,90543
2024-09-17T00:00:00Z,95643
2024-09-16T00:00:00Z,111048
2024-09-15T00:00:00Z,170322
2024-09-14T00:00:00Z,128859
2024-09-13T00:00:00Z,136411
2024-09-12T00:00:00Z,125162
2024-09-11T00:00:00Z,108883
2024-09-10T00:00:00Z,98571
2024-09-09T00:00:00Z,122347
2024-09-08T00:00:00Z,147186
2024-09-07T00:00:00Z,118430
2024-09-06T00:00:00Z,112668
2024-09-05T00:00:00Z,91740
2024-09-04T00:00:00Z,104794
2024-09-03T00:00:00Z,105735
2024-09-02T00:00:00Z,100452
2024-09-01T00:00:00Z,84272
2024-08-31T00:00:00Z,89491
2024-08-30T00:00:00Z,113558
2024-08-29T00:00:00Z,115691
2024-08-28T00:00:00Z,110975
2024-08-27T00:00:00Z,107227
2024-08-26T00:00:00Z,102697
2024-08-25T00:00:00Z,74695
2024-08-24T00:00:00Z,82017
2024-08-23T00:00:00Z,102607
2024-08-22T00:00:00Z,94043
2024-08-21T00:00:00Z,96881
2024-08-20T00:00:00Z,97961
2024-08-19T00:00:00Z,87874
2024-08-18T00:00:00Z,63710
2024-08-17T00:00:00Z,66986
2024-08-16T00:00:00Z,90657
2024-08-15T00:00:00Z,87837
2024-08-14T00:00:00Z,93924
2024-08-13T00:00:00Z,90666
2024-08-12T00:00:00Z,88310
2024-08-11T00:00:00Z,62001
2024-08-10T00:00:00Z,66205
2024-08-09T00:00:00Z,83760
2024-08-08T00:00:00Z,88935
2024-08-07T00:00:00Z,90103
2024-08-06T00:00:00Z,97024
2024-08-05T00:00:00Z,117494
2024-08-04T00:00:00Z,97964
2024-08-03T00:00:00Z,76057
2024-08-02T00:00:00Z,91172
2024-08-01T00:00:00Z,91706
2024-07-31T00:00:00Z,84686
2024-07-30T00:00:00Z,82451
2024-07-29T00:00:00Z,84931
2024-07-28T00:00:00Z,60653
2024-07-27T00:00:00Z,64814
2024-07-26T00:00:00Z,84760
2024-07-25T00:00:00Z,86941
2024-07-24T00:00:00Z,79138
2024-07-23T00:00:00Z,82163
2024-07-22T00:00:00Z,82173
2024-07-21T00:00:00Z,61031
2024-07-20T00:00:00Z,65656
2024-07-19T00:00:00Z,81634
2024-07-18T00:00:00Z,78771
2024-07-17T00:00:00Z,82053
2024-07-16T00:00:00Z,88222
2024-07-15T00:00:00Z,85933
2024-07-14T00:00:00Z,62294
2024-07-13T00:00:00Z,69095
2024-07-12T00:00:00Z,82034
2024-07-11T00:00:00Z,81135
2024-07-10T00:00:00Z,82859
2024-07-09T00:00:00Z,84979
2024-07-08T00:00:00Z,90965
2024-07-07T00:00:00Z,77127
2024-07-06T00:00:00Z,75118
2024-07-05T00:00:00Z,104086
2024-07-04T00:00:00Z,93304
2024-07-03T00:00:00Z,87428
2024-07-02T00:00:00Z,93712
2024-07-01T00:00:00Z,96105
2024-06-30T00:00:00Z,68662
2024-06-29T00:00:00Z,70458
2024-06-28T00:00:00Z,85072
2024-06-27T00:00:00Z,87054
2024-06-26T00:00:00Z,94597
2024-06-25T00:00:00Z,92491
2024-06-24T00:00:00Z,96999
2024-06-23T00:00:00Z,66992
2024-06-22T00:00:00Z,86088
2024-06-21T00:00:00Z,93212
2024-06-20T00:00:00Z,82637
2024-06-19T00:00:00Z,83032
2024-06-18T00:00:00Z,95738
2024-06-17T00:00:00Z,86043
2024-06-16T00:00:00Z,67668
2024-06-15T00:00:00Z,76227
2024-06-14T00:00:00Z,93474
2024-06-13T00:00:00Z,92707
2024-06-12T00:00:00Z,100823
2024-06-11T00:00:00Z,103653
2024-06-10T00:00:00Z,96954
2024-06-09T00:00:00Z,70642
2024-06-08T00:00:00Z,82585
2024-06-07T00:00:00Z,93651
2024-06-06T00:00:00Z,88475
2024-06-05T00:00:00Z,93285
2024-06-04T00:00:00Z,97700
2024-06-03T00:00:00Z,95445
2024-06-02T00:00:00Z,68175
2024-06-01T00:00:00Z,80575
2024-05-31T00:00:00Z,93033
2024-05-30T00:00:00Z,90985
2024-05-29T00:00:00Z,91161
2024-05-28T00:00:00Z,85989
2024-05-27T00:00:00Z,83936
2024-05-26T00:00:00Z,64617
2024-05-25T00:00:00Z,71605
2024-05-24T00:00:00Z,86772
2024-05-23T00:00:00Z,87648
2024-05-22T00:00:00Z,94833
2024-05-21T00:00:00Z,97905
2024-05-20T00:00:00Z,86242
2024-05-19T00:00:00Z,72512
2024-05-18T00:00:00Z,88202
2024-05-17T00:00:00Z,88578
2024-05-16T00:00:00Z,91976
2024-05-15T00:00:00Z,89483
2024-05-14T00:00:00Z,91631
2024-05-13T00:00:00Z,83024
2024-05-12T00:00:00Z,59618
2024-05-11T00:00:00Z,66400
2024-05-10T00:00:00Z,87525
2024-05-09T00:00:00Z,87321
2024-05-08T00:00:00Z,87765
2024-05-07T00:00:00Z,89293
2024-05-06T00:00:00Z,81665
2024-05-05T00:00:00Z,60497
2024-05-04T00:00:00Z,67909
2024-05-03T00:00:00Z,86989
2024-05-02T00:00:00Z,91481
2024-05-01T00:00:00Z,96504
2024-04-30T00:00:00Z,100014
2024-04-29T00:00:00Z,103417
2024-04-28T00:00:00Z,67483
2024-04-27T00:00:00Z,71507
2024-04-26T00:00:00Z,89556
2024-04-25T00:00:00Z,92783
2024-04-24T00:00:00Z,87769
2024-04-23T00:00:00Z,84236
2024-04-22T00:00:00Z,88858
2024-04-21T00:00:00Z,70874
2024-04-20T00:00:00Z,71811
2024-04-19T00:00:00Z,89230
2024-04-18T00:00:00Z,90179
2024-04-17T00:00:00Z,88210
2024-04-16T00:00:00Z,100495
2024-04-15T00:00:00Z,97325
2024-04-14T00:00:00Z,88628
2024-04-13T00:00:00Z,88090
2024-04-12T00:00:00Z,99179
2024-04-11T00:00:00Z,90357
2024-04-10T00:00:00Z,100504
2024-04-09T00:00:00Z,100336
2024-04-08T00:00:00Z,95229
2024-04-07T00:00:00Z,70368
2024-04-06T00:00:00Z,76678
2024-04-05T00:00:00Z,100328
2024-04-04T00:00:00Z,99099
2024-04-03T00:00:00Z,94497
2024-04-02T00:00:00Z,101101
2024-04-01T00:00:00Z,93424
2024-03-31T00:00:00Z,73838
2024-03-30T00:00:00Z,72725
2024-03-29T00:00:00Z,87108
2024-03-28T00:00:00Z,96221
2024-03-27T00:00:00Z,97424
2024-03-26T00:00:00Z,107033
2024-03-25T00:00:00Z,102596
2024-03-24T00:00:00Z,71168
2024-03-23T00:00:00Z,83700
2024-03-22T00:00:00Z,93888
2024-03-21T00:00:00Z,90969
2024-03-20T00:00:00Z,99811
2024-03-19T00:00:00Z,99430
2024-03-18T00:00:00Z,93126
2024-03-17T00:00:00Z,78586
2024-03-16T00:00:00Z,83859
2024-03-15T00:00:00Z,101818
2024-03-14T00:00:00Z,93304
2024-03-13T00:00:00Z,90663
2024-03-12T00:00:00Z,95939
2024-03-11T00:00:00Z,96160
2024-03-10T00:00:00Z,74681
2024-03-09T00:00:00Z,79987
2024-03-08T00:00:00Z,95042
2024-03-07T00:00:00Z,101390
2024-03-06T00:00:00Z,100006
2024-03-05T00:00:00Z,117215
2024-03-04T00:00:00Z,105878
2024-03-03T00:00:00Z,79062
2024-03-02T00:00:00Z,82854
2024-03-01T00:00:00Z,100560
2024-02-29T00:00:00Z,104350
2024-02-28T00:00:00Z,101798
2024-02-27T00:00:00Z,95580
2024-02-26T00:00:00Z,91716
