Datetime,Active Receiving Addresses (%)
2026-04-11T00:00:00Z,92.77848634
2026-04-10T00:00:00Z,92.02004486
2026-04-09T00:00:00Z,91.94398885
2026-04-08T00:00:00Z,91.03056688
2026-04-07T00:00:00Z,89.46355972
2026-04-06T00:00:00Z,72.20118905
2026-04-05T00:00:00Z,88.39040624
2026-04-04T00:00:00Z,91.24096344
2026-04-03T00:00:00Z,90.44293855
2026-04-02T00:00:00Z,88.58867657
2026-04-01T00:00:00Z,84.96924799
2026-03-31T00:00:00Z,77.86840329
2026-03-30T00:00:00Z,80.27866637
2026-03-29T00:00:00Z,92.3517555
2026-03-28T00:00:00Z,93.21532848
2026-03-27T00:00:00Z,89.54995275
2026-03-26T00:00:00Z,92.92518945
2026-03-25T00:00:00Z,94.21422274
2026-03-24T00:00:00Z,88.90822503
2026-03-23T00:00:00Z,91.08813343
2026-03-22T00:00:00Z,92.87630226
2026-03-21T00:00:00Z,93.55451672
2026-03-20T00:00:00Z,92.74114576
2026-03-19T00:00:00Z,92.84065985
2026-03-18T00:00:00Z,92.5512959
2026-03-17T00:00:00Z,91.49611688
2026-03-16T00:00:00Z,92.71357112
2026-03-15T00:00:00Z,96.18785711
2026-03-14T00:00:00Z,92.93377521
2026-03-13T00:00:00Z,92.63109419
2026-03-12T00:00:00Z,92.9990887
2026-03-11T00:00:00Z,93.51212599
2026-03-10T00:00:00Z,91.53781322
2026-03-09T00:00:00Z,93.16106974
2026-03-08T00:00:00Z,91.88330278
2026-03-07T00:00:00Z,91.74153734
2026-03-06T00:00:00Z,93.2346596
2026-03-05T00:00:00Z,92.5375059
2026-03-04T00:00:00Z,91.88867475
2026-03-03T00:00:00Z,92.67394707
2026-03-02T00:00:00Z,91.49985025
2026-03-01T00:00:00Z,92.04038269
2026-02-28T00:00:00Z,92.18195155
2026-02-27T00:00:00Z,91.59425748
2026-02-26T00:00:00Z,90.74903275
2026-02-25T00:00:00Z,91.86588877
2026-02-24T00:00:00Z,92.44759306
2026-02-23T00:00:00Z,93.34153389
2026-02-22T00:00:00Z,91.22332291
2026-02-21T00:00:00Z,92.62660799
2026-02-20T00:00:00Z,89.32621429
2026-02-19T00:00:00Z,92.27074908
2026-02-18T00:00:00Z,92.65849578
2026-02-17T00:00:00Z,91.51995421
2026-02-16T00:00:00Z,91.58709014
2026-02-15T00:00:00Z,91.17897461
2026-02-14T00:00:00Z,88.81635576
2026-02-13T00:00:00Z,88.59874861
2026-02-12T00:00:00Z,90.07600197
2026-02-11T00:00:00Z,91.07578218
2026-02-10T00:00:00Z,91.02342291
2026-02-09T00:00:00Z,88.74062295
2026-02-08T00:00:00Z,94.69968346
2026-02-07T00:00:00Z,87.71600264
2026-02-06T00:00:00Z,89.54405865
2026-02-05T00:00:00Z,88.32461032
2026-02-04T00:00:00Z,86.99444816
2026-02-03T00:00:00Z,85.10840909
2026-02-02T00:00:00Z,89.2881524
2026-02-01T00:00:00Z,86.28866393
2026-01-31T00:00:00Z,91.82028436
2026-01-30T00:00:00Z,93.32722659
2026-01-29T00:00:00Z,91.1735102
2026-01-28T00:00:00Z,92.32122772
2026-01-27T00:00:00Z,76.66941906
2026-01-26T00:00:00Z,86.92590074
2026-01-25T00:00:00Z,89.9448818
2026-01-24T00:00:00Z,88.39526773
2026-01-23T00:00:00Z,87.83713188
2026-01-22T00:00:00Z,87.45548059
2026-01-21T00:00:00Z,87.25796075
2026-01-20T00:00:00Z,89.44197236
2026-01-19T00:00:00Z,90.38186001
2026-01-18T00:00:00Z,92.52093661
2026-01-17T00:00:00Z,91.28567917
2026-01-16T00:00:00Z,89.35795411
2026-01-15T00:00:00Z,92.81808228
2026-01-14T00:00:00Z,91.62215484
2026-01-13T00:00:00Z,88.18306802
2026-01-12T00:00:00Z,86.94289602
2026-01-11T00:00:00Z,88.86988549
2026-01-10T00:00:00Z,89.15388841
2026-01-09T00:00:00Z,88.69244377
2026-01-08T00:00:00Z,85.95262197
2026-01-07T00:00:00Z,82.72313143
2026-01-06T00:00:00Z,80.39606806
2026-01-05T00:00:00Z,83.77069358
2026-01-04T00:00:00Z,85.19497981
2026-01-03T00:00:00Z,88.80011141
2026-01-02T00:00:00Z,91.20629365
2026-01-01T00:00:00Z,89.10014598
2025-12-31T00:00:00Z,90.21591707
2025-12-30T00:00:00Z,88.11762294
2025-12-29T00:00:00Z,92.18456075
2025-12-28T00:00:00Z,91.4862381
2025-12-27T00:00:00Z,92.19066732
2025-12-26T00:00:00Z,92.99088117
2025-12-25T00:00:00Z,91.84607104
2025-12-24T00:00:00Z,92.44941356
2025-12-23T00:00:00Z,91.11166163
2025-12-22T00:00:00Z,89.0205745
2025-12-21T00:00:00Z,91.08958216
2025-12-20T00:00:00Z,87.32582143
2025-12-19T00:00:00Z,87.95223395
2025-12-18T00:00:00Z,84.53558136
2025-12-17T00:00:00Z,87.75946854
2025-12-16T00:00:00Z,89.8323138
2025-12-15T00:00:00Z,88.5204663
2025-12-14T00:00:00Z,87.9700485
2025-12-13T00:00:00Z,86.80371603
2025-12-12T00:00:00Z,84.48318879
2025-12-11T00:00:00Z,82.1044669
2025-12-10T00:00:00Z,88.68766887
2025-12-09T00:00:00Z,87.98490061
2025-12-08T00:00:00Z,84.91539306
2025-12-07T00:00:00Z,86.59111957
2025-12-06T00:00:00Z,89.66998516
2025-12-05T00:00:00Z,88.75354024
2025-12-04T00:00:00Z,88.02511088
2025-12-03T00:00:00Z,87.02699592
2025-12-02T00:00:00Z,85.67638799
2025-12-01T00:00:00Z,87.16977794
2025-11-30T00:00:00Z,86.32800251
2025-11-29T00:00:00Z,86.1625311
2025-11-28T00:00:00Z,87.38225838
2025-11-27T00:00:00Z,80.05034844
2025-11-26T00:00:00Z,84.83217796
2025-11-25T00:00:00Z,85.22372375
2025-11-24T00:00:00Z,83.61145414
2025-11-23T00:00:00Z,79.48597171
2025-11-22T00:00:00Z,79.64156421
2025-11-21T00:00:00Z,83.28747716
2025-11-20T00:00:00Z,81.27681712
2025-11-19T00:00:00Z,85.65531476
2025-11-18T00:00:00Z,85.93922782
2025-11-17T00:00:00Z,87.16665258
2025-11-16T00:00:00Z,86.53966128
2025-11-15T00:00:00Z,87.43780821
2025-11-14T00:00:00Z,84.67764603
2025-11-13T00:00:00Z,84.65544092
