date,all_Carbon & Environment,all_Gold & Commodities,all_Stocks & Equities,all_Real Estate,all_Bond & MMF Funds,all_RWA Wrappers,all_Private Credit,all_Crypto Funds,all_ETFs,all_RWA Perps,all_Other RWAs,all_Commodities
2023-05-04,26949815.0,1057073408.0,281043654.84,0.0,68848048.0,0.0056285178236397,0.0,0.0,0.0,0,0,
2023-05-05,27122177.0,1058579122.7272727,280933895.12,0.0,69016490.0,0.0075046904315197,0.0,0.0,0.0,0,0,
2023-05-06,28408710.0,1042957325.4545456,280824135.4,0.0,69005520.0,0.0093808630393996,0.0,0.0,0.0,0,0,
2023-05-07,27730002.0,1043979836.181818,280714375.68,0.0,69017597.0,0.0112570356472795,0.0,0.0,0.0,0,0,
2023-05-08,27611805.0,1046930642.9090908,280604615.96000004,0.0,68979166.0,0.0131332082551594,0.0,0.0,0.0,0,0,
2023-05-09,26504618.0,1046279412.6363636,280494856.24,0.0,69084082.0,0.0150093808630394,0.0,0.0,0.0,0,0,
2023-05-10,26235017.0,1054074184.3636364,280385096.52,0.0,71784388.0,0.0168855534709193,0.0,0.0,0.0,0,0,
2023-05-11,26297436.8,1052245129.0909092,280275336.8000001,0.0,71811215.0,0.0187617260787992,0.0,0.0,0.0,0,0,
2023-05-12,25765359.6,1045141385.818182,280165577.08000004,0.0,72042661.0,0.0206378986866791,0.0,0.0,0.0,0,0,
2023-05-13,25843215.4,1044576803.5454544,280055817.36,0.0,72029961.0,0.0225140712945591,0.0,0.0,0.0,0,0,
2023-05-14,25727574.2,1042861778.2727273,279946057.64,0.0,72011835.0,0.024390243902439,0.0,0.0,0.0,0,0,
2023-05-15,25481360.0,1043491904.0,279836297.92,0.0,72002102.0,0.0262664165103189,0.0,0.0,0.0,0,0,
2023-05-16,25122100.8,1042209115.0,279726538.1999999,0.0,71992515.0,0.0281425891181988,0.0,0.0,0.0,0,0,
2023-05-17,24559172.6,1031900944.0,279616778.48,0.0,71988484.0,0.0300187617260788,0.0,0.0,0.0,0,0,
2023-05-18,24376153.4,1029759938.0,279507018.76,0.0,71956874.0,0.0318949343339587,0.0,0.0,0.0,0,0,
2023-05-19,24542353.2,1019359944.0,279397259.04,0.0,71998421.0,0.0337711069418386,0.0,0.0,0.0,0,0,
2023-05-20,24325205.0,1028319548.0,279287499.32,0.0,72007086.0,0.0356472795497185,0.0,0.0,0.0,0,0,
2023-05-21,23756877.8,1027135567.0,279177739.6,0.0,72095787.0,0.0375234521575985,0.0,0.0,0.0,0,0,
2023-05-22,23718440.6,1026450682.0,279067979.88,0.0,72115152.0,0.0393996247654784,0.0,0.0,0.0,0,0,
2023-05-23,23401132.4,1022143850.0,278958220.16,0.0,72111092.0,0.0412757973733583,0.0,0.0,0.0,0,0,
2023-05-24,23024510.2,1024135365.0,278848460.44000006,0.0,72198101.0,0.0431519699812382,0.0,0.0,0.0,0,0,
2023-05-25,22879745.0,1016927491.0,278738700.72,0.0,72215461.0,0.0450281425891182,0.0,0.0,0.0,0,0,
2023-05-26,22499314.0,1012411768.0,278628941.0,0.0,72355202.0,0.0469043151969981,0.0,0.0,0.0,0,0,
2023-05-27,21859190.0,1015391002.0,278093134.4444444,0.0,72393187.0,0.048780487804878,0.0,0.0,0.0,0,0,
2023-05-28,21696760.0,1012021456.0,277557327.8888889,0.0,72434552.0,0.0506566604127579,0.0,0.0,0.0,0,0,
2023-05-29,21076425.0,1011317164.0,277021521.3333333,0.0,72408287.0,0.0525328330206379,0.0,0.0,0.0,0,0,
2023-05-30,21013625.0,1010890955.0,276485714.7777778,0.0,72362341.0,0.0544090056285178,0.0,0.0,0.0,0,0,
2023-05-31,20382559.0,1018037147.0,275949908.2222222,0.0,72386243.0,0.0562851782363977,0.0,0.0,0.0,0,0,
2023-06-01,20134420.0,1019945715.0,275414101.6666667,0.0,72424764.0,0.0581613508442776,0.0,0.0,0.0,0,0,
2023-06-02,19710895.0,1025545436.0,274878295.1111111,0.0,72529343.0,0.0600375234521576,0.0,0.0,0.0,0,0,
2023-06-03,19732405.0,1014263994.0,274342488.5555556,0.0,71948469.0,0.0619136960600375,0.0,0.0,0.0,0,0,
2023-06-04,20017494.0,1009939332.0,273806682.0,0.0,72012819.0,0.0637898686679174,0.0,0.0,0.0,0,0,
2023-06-05,19611453.0,1011537406.0,274117745.8134329,0.0,71926754.0,0.0656660412757973,0.0,0.0,0.0,0,0,
2023-06-06,19061084.0,1004516824.0,274428809.6268656,0.0,71998007.0,0.0675422138836773,0.0,0.0,0.0,0,0,
2023-06-07,19005120.0,1009629249.4,274739873.44029856,0.0,72053160.0,0.0694183864915572,0.0,0.0,0.0,0,0,
2023-06-08,19416260.0,991971143.8,275050937.2537313,0.0,72043534.0,0.0712945590994371,0.0,0.0,0.0,0,0,
2023-06-09,19615151.0,996429182.2,275362001.0671642,0.0,73052179.0,0.073170731707317,0.0,0.0,0.0,0,0,
2023-06-10,19372052.0,994037976.6,275673064.88059705,0.0,72804667.0,0.075046904315197,0.0,0.0,0.0,0,0,
2023-06-11,18853893.0,995911097.0,275984128.69402987,0.0,72845672.0,0.0769230769230769,0.0,0.0,0.0,0,0,
2023-06-12,18925916.0,992826871.0,276295192.50746274,0.0,72725611.0,0.0787992495309568,0.0,0.0,0.0,0,0,
2023-06-13,18342490.0,996701209.0,276606256.3208955,0.0,72781343.0,0.0806754221388367,0.0,0.0,0.0,0,0,
2023-06-14,18009040.0,986020203.0,276917320.1343284,0.0,73577974.0,0.0825515947467167,0.0,0.0,0.0,0,0,
2023-06-15,17982146.0,986825354.5714284,277228383.9477612,0.0,73547926.0,0.0844277673545966,0.0,0.0,0.0,0,0,
2023-06-16,18340556.0,992767319.1428572,277539447.76119405,0.0,75577356.0,0.0863039399624765,0.0,0.0,0.0,0,0,
2023-06-17,19565407.0,995167897.7142856,277850511.57462686,0.0,75647669.0,0.0881801125703564,0.0,0.0,0.0,0,0,
2023-06-18,19343904.0,991249478.2857144,278161575.38805974,0.0,75665580.0,0.0900562851782364,0.0,0.0,0.0,0,0,
2023-06-19,18797815.0,991433853.8571428,278472639.20149255,0.0,75645596.0,0.0919324577861163,0.0,0.0,0.0,0,0,
2023-06-20,18574242.0,989206782.4285716,278783703.0149254,0.0,75592994.0,0.0938086303939962,0.0,0.0,0.0,0,0,
2023-06-21,18717447.0,982857113.0,279094766.8283582,0.0,75666712.0,0.0956848030018761,0.0,0.0,0.0,0,0,
2023-06-22,18918970.0,982493586.0,279405830.64179105,0.0,75883248.0,0.0975609756097561,0.0,0.0,0.0,0,0,
2023-06-23,18948163.0,973550192.0,279716894.45522386,0.0,75876146.0,0.099437148217636,0.0,0.0,0.0,0,0,
2023-06-24,19053042.0,975002498.0,280027958.2686567,0.0,86937814.0,0.1013133208255159,0.0,0.0,0.0,0,0,
2023-06-25,18817307.0,975468264.0,280339022.0820896,0.0,87053954.0,0.1031894934333958,0.0,0.0,0.0,0,0,
2023-06-26,18782744.0,975797820.0,280650085.8955224,0.0,87039705.0,0.1050656660412758,0.0,0.0,0.0,0,0,
2023-06-27,19447257.0,974586827.0,280961149.7089552,0.0,86884838.0,0.1069418386491557,0.0,0.0,0.0,0,0,
2023-06-28,19435886.0,971187777.0,281272213.52238804,0.0,87040504.0,0.1088180112570356,0.0,0.0,0.0,0,0,
2023-06-29,19137509.0,966513722.6842104,281583277.3358209,0.0,87547128.0,0.1106941838649155,0.0,0.0,0.0,0,0,
2023-06-30,19052871.0,967234878.3684212,281894341.1492537,0.0,87546522.0,0.1125703564727955,0.0,0.0,0.0,0,0,
2023-07-01,19131844.0,971398362.0526316,282205404.96268654,0.0,87565204.0,0.1144465290806754,0.0,0.0,0.0,0,0,
2023-07-02,19271888.0,969450016.7368422,282516468.7761193,0.0,89559128.0,0.1163227016885553,0.0,0.0,0.0,0,0,
2023-07-03,19335533.0,969787165.154386,282827532.58955216,0.0,89563289.0,0.1181988742964352,0.0,0.0,0.0,0,0,
2023-07-04,19250934.0,970652519.5719298,283138596.4029851,0.0,89566590.0,0.1200750469043152,0.0,0.0,0.0,0,0,
2023-07-05,19114298.0,972537243.9894736,283449660.2164179,0.0,91485790.0,0.1219512195121951,0.0,0.0,0.0,0,0,
2023-07-06,19178166.0,968492129.4070176,283760724.0298507,0.0,91572286.0,0.123827392120075,0.0,0.0,0.0,0,0,
2023-07-07,18885819.0,966280702.8245614,284071787.8432836,0.0,91488920.0,0.1257035647279549,0.0,0.0,0.0,0,0,
2023-07-08,18858340.0,972196493.2421052,284382851.6567164,0.0,92721302.0,0.1275797373358349,0.0,0.0,0.0,0,0,
2023-07-09,18610876.0,971683184.6596493,284693915.4701493,0.0,92796266.0,0.1294559099437148,0.0,0.0,0.0,0,0,
2023-07-10,17915241.0,970518566.077193,285004979.2835821,0.0,92760487.0,0.1313320825515947,0.0,0.0,0.0,0,0,
2023-07-11,17888824.0,971865454.4947368,285316043.0970149,0.0,92784394.0,0.1332082551594746,0.0,0.0,0.0,0,0,
2023-07-12,17520639.0,976396104.9122808,285627106.91044784,0.0,92789303.0,0.1350844277673546,0.0,0.0,0.0,0,0,
2023-07-13,18250952.0,988451732.3298246,285938170.72388065,0.0,93170334.0,0.1369606003752345,0.0,0.0,0.0,0,0,
2023-07-14,18429100.0,987454391.7473685,286249234.53731346,0.0,93245195.0,0.1388367729831144,0.0,0.0,0.0,0,0,
2023-07-15,18635016.0,983036735.1649122,286560298.3507463,0.0,93257888.0,0.1407129455909943,0.0,0.0,0.0,0,0,
2023-07-16,18604128.0,981402412.582456,286871362.1641791,0.0,93241811.0,0.1425891181988743,0.0,0.0,0.0,0,0,
2023-07-17,18431566.0,983335517.0,287182425.977612,0.0,98208510.0,0.1444652908067542,0.0,0.0,0.0,0,0,
2023-07-18,18629410.0,979768476.0,287493489.79104483,0.0,99053168.0,0.1463414634146341,0.0,0.0,0.0,0,0,
2023-07-19,18659205.0,991590575.0,287804553.60447764,0.0,99226040.0,0.148217636022514,0.0,0.0,0.0,0,0,
2023-07-20,18346626.0,989339445.0,288115617.4179104,0.0,100334086.0,0.150093808630394,0.0,0.0,0.0,0,0,
2023-07-21,18548900.0,986135307.3333333,288426681.2313433,0.0,103429279.0,0.1519699812382739,0.0,0.0,0.0,0,0,
2023-07-22,18599961.0,980070499.6666667,288737745.04477614,0.0,103375055.0,0.1538461538461538,0.0,0.0,0.0,0,0,
2023-07-23,18468854.0,979514695.0,289048808.8582089,0.0,103373830.0,0.1557223264540337,0.0,0.0,0.0,0,0,
2023-07-24,18570185.0,981453328.0,289359872.6716418,0.0,103465545.0,0.1575984990619137,0.0,0.0,0.0,0,0,
2023-07-25,18294533.0,981329480.3333333,289670936.4850746,0.0,103435184.0,0.1594746716697936,0.0,0.0,0.0,0,0,
2023-07-26,18385728.0,984285736.6666667,289982000.29850745,0.0,103828004.0,0.1613508442776735,0.0,0.0,0.0,0,0,
2023-07-27,18455173.0,987215059.0,290293064.11194026,0.0,103687084.0,0.1632270168855534,0.0,0.0,0.0,0,0,
2023-07-28,18304930.0,977206472.3333333,290604127.92537314,0.0,103698675.0,0.1651031894934334,0.0,0.0,0.0,0,0,
2023-07-29,18356925.0,981778559.6666667,290915191.73880595,0.0,112026957.0,0.1669793621013133,0.0,0.0,0.0,0,0,
2023-07-30,18233264.0,981758220.0,291226255.5522388,0.0,112040826.0,0.1688555347091932,0.0,0.0,0.0,0,0,
2023-07-31,18174779.0,981044683.0,291537319.36567163,0.0,111983514.0,0.1707317073170731,0.0,0.0,0.0,0,0,
2023-08-01,18159806.0,983674763.0,291848383.1791045,0.0,111881510.0,0.1726078799249531,0.0,0.0,0.0,0,0,
2023-08-02,18042005.0,980002661.0,292159446.99253726,0.0,127784912.0,0.174484052532833,0.0,0.0,0.0,0,0,
2023-08-03,18086126.0,970694618.0,292470510.80597013,0.0,5180031.0,0.1763602251407129,0.0,0.0,0.0,0,0,
2023-08-04,18025417.0,970938594.6666667,292781574.61940295,0.0,5180286.0,0.1782363977485928,0.0,0.0,0.0,0,0,
2023-08-05,18190223.0,974850014.3333333,293092638.4328358,0.0,5181729.0,0.1801125703564728,0.0,0.0,0.0,0,0,
2023-08-06,18241378.0,974412018.0,293403702.2462687,0.0,5181729.0,0.1819887429643527,0.0,0.0,0.0,0,0,
2023-08-07,19058471.0,973679402.0,293714766.05970144,0.0,5181729.0,0.1838649155722326,0.0,0.0,0.0,0,0,
2023-08-08,19214808.0,973071545.6666667,294025829.8731344,0.0,4685197.0,0.1857410881801125,0.0,0.0,0.0,0,0,
2023-08-09,19069274.0,967244658.3333333,294336893.68656707,0.0,4685264.0,0.1876172607879924,0.0,0.0,0.0,0,0,
2023-08-10,19135285.0,961990235.0,294647957.5,0.0,4784670.0,0.1894934333958724,0.0,0.0,0.0,0,0,
2023-08-11,18801482.0,959981309.6666667,294959021.31343293,0.0,4784738.0,0.1913696060037523,0.0,0.0,0.0,0,0,
2023-08-12,18604551.0,958225952.3333333,295270085.1268656,0.0,4786013.0,0.1932457786116322,0.0,0.0,0.0,0,0,
2023-08-13,18459673.0,956700179.0,295581148.94029856,0.0,4786013.0,0.1951219512195122,0.0,0.0,0.0,0,0,
2023-08-14,18646709.0,956547898.6666667,295892212.7537313,0.0,4786013.0,0.1969981238273921,0.0,0.0,0.0,0,0,
2023-08-15,18701586.5,953734596.3333333,296203276.5671642,0.0,4786217.0,0.198874296435272,0.0,0.0,0.0,0,0,
2023-08-16,18489044.0,951148671.0,296514340.38059705,0.0,4786285.0,0.2007504690431519,0.0,0.0,0.0,0,0,
2023-08-17,18488851.5,948755798.6666667,296825404.19402987,0.0,4786353.0,0.2026266416510319,0.0,0.0,0.0,0,0,
2023-08-18,17888749.0,943404411.3333333,297136468.00746274,0.0,5580323.0,0.2045028142589118,0.0,0.0,0.0,0,0,
2023-08-19,17285266.0,943504138.0,297447531.8208955,0.0,5580667.0,0.2063789868667917,0.0,0.0,0.0,0,0,
2023-08-20,17319632.0,942317538.6666667,297758595.6343284,0.0,5580667.0,0.2082551594746716,0.0,0.0,0.0,0,0,
2023-08-21,17234091.0,943800755.3333333,298069659.4477612,0.0,5580667.0,0.2101313320825516,0.0,0.0,0.0,0,0,
2023-08-22,17314358.0,945930466.0,298380723.26119405,0.0,5580905.0,0.2120075046904315,0.0,0.0,0.0,0,0,
2023-08-23,17257123.0,947741271.0,298691787.07462686,0.0,5580985.0,0.2138836772983114,0.0,0.0,0.0,0,0,
2023-08-24,17151461.0,958739130.0,299002850.88805974,0.0,5581061.0,0.2157598499061913,0.0,0.0,0.0,0,0,
2023-08-25,17200728.0,956894393.0,299313914.70149255,0.0,5450709.0,0.2176360225140713,0.0,0.0,0.0,0,0,
2023-08-26,16958265.0,955164501.0,299624978.5149254,0.0,5451198.0,0.2195121951219512,0.0,0.0,0.0,0,0,
2023-08-27,17675183.0,955213436.0,299936042.3283582,0.0,5451198.0,0.2213883677298311,0.0,0.0,0.0,0,0,
2023-08-28,17495388.0,954954997.0,300247106.14179105,0.0,5451198.0,0.223264540337711,0.0,0.0,0.0,0,0,
2023-08-29,17235495.0,957460195.0,300558169.95522386,0.0,5451432.0,0.225140712945591,0.0,0.0,0.0,0,0,
2023-08-30,17238925.0,963413590.0,300869233.7686567,0.0,5946866.0,0.2270168855534709,0.0,0.0,0.0,0,0,
2023-08-31,14707843.0,969100543.0,301180297.5820896,0.0,5946951.0,0.2288930581613508,0.0,0.0,0.0,0,0,
2023-09-01,12230996.0,965490355.0,301491361.3955224,0.0,5947036.0,0.2307692307692307,0.0,0.0,0.0,0,0,
2023-09-02,12331031.0,962742497.0,301802425.2089552,0.0,5957642.0,0.2326454033771107,0.0,0.0,0.0,0,0,
2023-09-03,12334809.0,963851364.0,302113489.02238804,0.0,5957642.0,0.2345215759849906,0.0,0.0,0.0,0,0,
2023-09-04,12311420.0,964879355.0,302424552.8358209,0.0,5957642.0,0.2363977485928705,0.0,0.0,0.0,0,0,
2023-09-05,12293437.0,964236691.0,302735616.6492537,0.0,5957642.0,0.2382739212007504,0.0,0.0,0.0,0,0,
2023-09-06,12316260.0,960578964.0,303046680.46268654,0.0,5957982.0,0.2401500938086304,0.0,0.0,0.0,0,0,
2023-09-07,12162196.0,953984669.0,303357744.2761193,0.0,5958067.0,0.2420262664165103,0.0,0.0,0.0,0,0,
2023-09-08,11931085.0,955145943.0,303668808.08955216,0.0,5892898.0,0.2439024390243902,0.0,0.0,0.0,0,0,
2023-09-09,11909383.0,956371828.0,303979871.9029851,0.0,5893527.0,0.2457786116322701,0.0,0.0,0.0,0,0,
2023-09-10,12299944.0,954897827.0,304290935.7164179,0.0,5893527.0,0.24765478424015,0.0,0.0,0.0,0,0,
2023-09-11,15405528.0,955229428.0,304601999.5298507,0.0,5893527.0,0.24953095684803,0.0,0.0,0.0,0,0,
2023-09-12,18025360.0,957865517.0,304913063.3432836,0.0,5893780.0,0.2514071294559099,0.0,0.0,0.0,0,0,
2023-09-13,15582968.0,952516407.0,305341025.75671643,0.0,17401767.866666667,0.2532833020637898,0.0,0.0,0.0,0,0,
2023-09-14,14441667.0,949606762.0,305768988.17014927,0.0,28909755.73333333,0.2551594746716698,0.0,0.0,0.0,0,0,
2023-09-15,13774102.0,950852935.0,306196950.5835821,0.0,40417744.6,0.2570356472795497,0.0,0.0,0.0,0,0,
2023-09-16,13439686.0,958015542.0,306624912.9970149,0.0,51926287.46666667,0.2589118198874296,0.0,0.0,0.0,0,0,
2023-09-17,13317136.0,956779880.0,307052875.41044784,0.0,63434191.333333336,0.2607879924953096,0.0,0.0,0.0,0,0,
2023-09-18,15990190.8,958644105.0,307480837.8238805,0.0,74942095.2,0.2626641651031895,0.0,0.0,0.0,0,0,
2023-09-19,15150850.6,963733293.0,307908800.2373135,0.0,86450252.06666666,0.2645403377110694,0.0,0.0,0.0,0,0,
2023-09-20,15377945.4,962978847.0,308336762.6507462,0.0,97958241.93333334,0.2664165103189493,0.0,0.0,0.0,0,0,
2023-09-21,14830658.2,962681565.0,308764725.06417906,0.0,109466229.8,0.2682926829268293,0.0,0.0,0.0,0,0,
2023-09-22,14966660.0,957007966.0,309192687.4776119,0.0,120974218.66666669,0.2701688555347092,0.0,0.0,0.0,0,0,
2023-09-23,14843521.8,958399000.0,309620649.8910448,0.0,132163400.53333332,0.2720450281425891,0.0,0.0,0.0,0,0,
2023-09-24,14693784.6,958374431.0,310048612.3044777,0.0,143671304.4,0.273921200750469,0.0,0.0,0.0,0,0,
2023-09-25,14656516.4,958729723.0,310476574.7179104,0.0,155179208.26666668,0.275797373358349,0.0,0.0,0.0,0,0,
2023-09-26,15136188.2,955024447.0,310904537.1313433,0.0,166687351.13333333,0.2776735459662289,0.0,0.0,0.0,0,0,
2023-09-27,14795168.0,949591190.0,311332499.54477614,0.0,187127654.0,0.2795497185741088,0.0,0.0,0.0,0,0,
2023-09-28,14441247.8,938938176.0,311636738.3582089,0.0,189193179.0,0.2814258911819887,0.0,0.0,0.0,0,0,
2023-09-29,14590943.6,933586170.0,311945852.1716418,0.0,189293814.0,0.2833020637898686,0.0,0.0,0.0,0,0,
2023-09-30,14588854.4,927790447.0,312277351.9850746,0.0,192754071.0,0.2851782363977486,0.0,0.0,0.0,0,0,
2023-10-01,14495143.2,929217414.0,312582409.79850745,0.0,192757204.0,0.2870544090056285,0.0,0.0,0.0,0,0,
2023-10-02,14722138.0,928265069.0,312893473.6119403,0.0,192737618.0,0.2889305816135084,0.0,0.0,0.0,0,0,
2023-10-03,14188230.0,919546607.0,313191316.4253731,0.0,192514528.0,0.2908067542213883,0.0,0.0,0.0,0,0,
2023-10-04,13678135.0,914410739.0,313497739.238806,0.0,192637565.0,0.2926829268292683,0.0,0.0,0.0,0,0,
2023-10-05,13589921.0,915380874.0,313796011.0522388,0.0,194577967.0,0.2945590994371482,0.0,0.0,0.0,0,0,
2023-10-06,13472979.0,913581984.0,314111676.86567163,0.0,194827845.0,0.2964352720450281,0.0,0.0,0.0,0,0,
2023-10-07,13613115.0,919862349.0,314414706.67910445,0.0,196971279.0,0.298311444652908,0.0,0.0,0.0,0,0,
2023-10-08,13572163.0,923894152.0,314742813.49253726,0.0,196971279.0,0.300187617260788,0.0,0.0,0.0,0,0,
2023-10-09,13492242.0,929118702.0,315053877.30597013,0.0,196941035.0,0.3020637898686679,0.0,0.0,0.0,0,0,
2023-10-10,13422978.0,932872275.0,315375549.11940295,0.0,198811332.0,0.3039399624765478,0.0,0.0,0.0,0,0,
2023-10-11,13158138.0,931488432.0,315709934.9328358,0.0,200113731.0,0.3058161350844278,0.0,0.0,0.0,0,0,
2023-10-12,13127148.0,938703985.0,316025834.7462687,0.0,200798582.0,0.3076923076923077,0.0,0.0,0.0,0,0,
2023-10-13,13235490.0,937028335.0,316335650.55970144,0.0,199106257.0,0.3095684803001876,0.0,0.0,0.0,0,0,
2023-10-14,13285302.0,962466468.0,316647065.3731344,0.0,194573705.0,0.3114446529080675,0.0,0.0,0.0,0,0,
2023-10-15,13271515.0,963133423.0,316945103.18656707,0.0,194576838.0,0.3133208255159475,0.0,0.0,0.0,0,0,
2023-10-16,13270433.0,961300385.0,317256167.0,0.0,194509020.0,0.3151969981238274,0.0,0.0,0.0,0,0,
2023-10-17,13088301.333333332,957812882.0,317865312.2,0.0,191768483.0,0.3170731707317073,0.0,0.0,0.0,0,0,
2023-10-18,12756318.666666668,961108481.0,318457453.4,0.0,192056166.0,0.3189493433395872,0.0,0.0,0.0,0,0,
2023-10-19,9966739.0,973225757.0,319061333.6,0.0,201853986.0,0.3208255159474671,0.0,0.0,0.0,0,0,
2023-10-20,9977337.0,984861523.0,319646844.8,0.0,201967662.0,0.3227016885553471,0.0,0.0,0.0,0,0,
2023-10-21,9845412.0,987251271.0,320223035.0,0.0,215686302.0,0.324577861163227,0.0,0.0,0.0,0,0,
2023-10-22,10458366.57142857,987692637.0,320063837.8973098,0.0,218811132.4615385,0.3264540337711069,0.0,0.0,5667.949886104783,0,0,
2023-10-23,10986820.142857142,986969937.0,319914624.7946197,0.0,221918194.92307693,0.3283302063789868,0.0,0.0,11335.899772209566,0,0,
2023-10-24,11954701.714285716,983029395.0,319765311.3585962,0.0,223087188.3846154,0.3302063789868668,0.0,0.0,17003.84965831435,0,0,
2023-10-25,11017926.285714284,981651456.0,319636784.9225728,0.0,218254696.84615383,0.3320825515947467,0.0,0.0,22671.799544419133,0,0,
2023-10-26,11124158.857142858,984044703.0,319477955.48654926,0.0,221365275.3076923,0.3339587242026266,0.0,0.0,28339.74943052392,0,0,
2023-10-27,11063803.42857143,983407302.0,319316708.05052584,0.0,225974658.7692308,0.3358348968105065,0.0,0.0,34007.6993166287,0,0,
2023-10-28,10992714.0,994125031.0,319343628.6145023,0.0,230297479.2307692,0.3377110694183864,0.0,0.0,39675.64920273348,0,0,
2023-10-29,11110946.0,993287919.0,319203726.1784787,0.0,233417493.6923077,0.3395872420262664,0.0,0.0,45343.599088838266,0,0,
2023-10-30,11363105.75,991712251.0,319513593.74245536,0.0,236528883.1538461,0.3414634146341463,0.0,0.0,51011.54897494305,0,0,
2023-10-31,11358084.5,985301076.0,319373691.3064317,0.0,262598018.6153846,0.3433395872420263,0.0,0.0,56679.49886104784,0,0,
2023-11-01,10536110.25,979270147.0,319209526.8704084,0.0,272530714.0769231,0.3452157598499062,0.0,0.0,62347.448747152615,0,0,
2023-11-02,10642042.0,978334878.0,319084502.4343848,0.0,278791678.5384616,0.3470919324577861,0.0,0.0,68015.3986332574,0,0,
2023-11-03,10834258.0,978071529.0,318999778.99836135,0.0,281444994.0,0.348968105065666,0.0,0.0,73683.34851936219,0,0,
2023-11-04,10000932.0,978516926.0,318929414.5623379,0.0,281517516.0,0.350844277673546,0.0,0.0,79351.29840546697,0,0,
2023-11-05,10115380.0,977408903.0,318794414.1263144,0.0,281520342.75,0.3527204502814259,0.0,0.0,85019.24829157176,0,0,
2023-11-06,10067328.0,973629364.0,318652705.6902909,0.0,281513715.5,0.3545966228893058,0.0,0.0,90687.19817767652,0,0,
2023-11-07,9799232.333333334,970446084.0,318517531.25426745,0.0,282570143.25,0.3564727954971857,0.0,0.0,96355.14806378134,0,0,
2023-11-08,9853015.666666666,962234260.0,318364468.1515773,0.0,292693556.0,0.3583489681050656,0.0,0.0,102023.0979498861,0,0,
2023-11-09,9809648.0,953360646.0,318250506.04888713,0.0,292730421.0,0.3602251407129456,0.0,0.0,107691.04783599087,0,0,
2023-11-10,10110685.0,956786101.0,318090799.946197,0.0,292511737.0,0.3621013133208255,0.0,0.0,113358.99772209568,0,0,
2023-11-11,10586719.0,946300864.0,317954280.8435068,0.0,292307857.0,0.3639774859287054,0.0,0.0,119026.94760820044,0,0,
2023-11-12,10797684.0,944878603.0,317809109.74081665,0.0,292300305.0,0.3658536585365853,0.0,0.0,124694.89749430525,0,0,
2023-11-13,10984265.857142858,945528726.0,317659896.6381265,0.0,292288683.0,0.3677298311444653,0.0,0.0,130362.84738041002,0,0,
2023-11-14,11041935.714285716,947853388.0,317521341.5354364,0.0,290765406.0,0.3696060037523452,0.0,0.0,136030.7972665148,0,0,
2023-11-15,10929809.57142857,955045631.0,317406752.4327462,0.0,290804933.2,0.3714821763602251,0.0,0.0,141698.7471526196,0,0,
2023-11-16,10555500.42857143,952107400.0,317274566.3300561,0.0,292306931.4,0.373358348968105,0.0,0.0,147366.69703872438,0,0,
2023-11-17,10461530.285714284,959703562.0,317162901.2273659,0.0,295604318.6,0.3752345215759849,0.0,0.0,153034.64692482917,0,0,
2023-11-18,10271882.142857142,958165341.0,317006482.1246757,0.0,295739639.8,0.3771106941838649,0.0,0.0,158702.59681093393,0,0,
2023-11-19,10031424.0,956454555.0,316851378.0219856,0.0,295678629.0,0.3789868667917448,0.0,0.0,164370.54669703872,0,0,
2023-11-20,9732863.0,954844650.0,316702164.91929543,0.0,295665413.0,0.3808630393996248,0.0,0.0,170038.4965831435,0,0,
2023-11-21,9918291.52631579,956677530.0,316573170.8166053,0.0,294446546.0,0.3827392120075047,0.0,0.0,175706.44646924827,0,0,
2023-11-22,9815349.05263158,964923235.0,316476075.7139151,0.0,294602136.0,0.3846153846153846,0.0,0.0,181374.39635535303,0,0,
2023-11-23,9823004.578947367,960164661.0,316338705.611225,0.0,294198696.0,0.3864915572232645,0.0,0.0,187042.34624145785,0,0,
2023-11-24,10091579.10526316,961388822.0,316204861.50853485,0.0,294148356.0,0.3883677298311445,0.0,0.0,192710.29612756267,0,0,
2023-11-25,10450522.631578948,964508924.0,316055003.4058446,0.0,292264959.0,0.3902439024390244,0.0,0.0,198378.24601366743,0,0,
2023-11-26,10621900.157894738,964951490.0,315904887.3031545,0.0,292264959.0,0.3921200750469043,0.0,0.0,204046.1958997722,0,0,
2023-11-27,10377236.684210526,965196003.0,315755674.2004644,0.0,292258574.0,0.3939962476547842,0.0,0.0,209714.145785877,0,0,
2023-11-28,10066674.210526315,971231375.0,315638253.09777427,0.0,295837875.0,0.3958724202626641,0.0,0.0,215382.0956719817,0,0,
2023-11-29,9796420.736842103,983923776.0,315518645.99508405,0.0,295612357.0,0.3977485928705441,0.0,0.0,221050.0455580865,0,0,
2023-11-30,10083809.263157897,984319292.0,315432435.89239395,0.0,296928756.0,0.399624765478424,0.0,0.0,226717.99544419136,0,0,
2023-12-01,9812597.789473685,981121361.0,315269796.7897037,0.0,296871014.0,0.4015009380863039,0.0,0.0,232385.9453302961,0,0,
2023-12-02,10154530.315789474,995465022.0,315101544.6870136,0.0,296402799.0,0.4033771106941838,0.0,0.0,238053.8952164009,0,0,
2023-12-03,13047850.842105262,993672861.0,314957147.5843235,0.0,296400344.0,0.4052532833020638,0.0,0.0,243721.8451025057,0,0,
2023-12-04,12856257.368421052,1016206208.0,314807934.4816333,0.0,294343542.0,0.4071294559099437,0.0,0.0,249389.7949886105,0,0,
