date,Total Onchain Mcap,Bonds,Precious Metals,Private Credit,Public Equities,Real Estate,Reinsurance,Digital Assets,Private Equity & Venture,Equity Indices,Equity ETFs,Mixed Public Markets,Oil,Carbon Credits,Industrial Metals,Multi-Asset RWAs,Commodities,Commodity Baskets,Natural Gas,Agricultural Commodities,Collectibles & Luxury Goods,Energy,RWA Perps OI
2021-11-05,515163217.0,,331033554.0,,,,,,86777654.0,,,,,97352009.0,,,,,,,,,
2021-11-06,527600374.0,,336381944.0,,,,,,94891512.0,,,,,96326918.0,,,,,,,,,
2021-11-07,514228179.0,,337105520.0,,,,,,79539423.0,,,,,97583236.0,,,,,,,,,
2021-11-08,510543224.0,,339906288.0,,,,,,70100330.0,,,,,100536606.0,,,,,,,,,
2021-11-09,685102717.0,,495305584.0,,,,,,88872559.0,,,,,100924574.0,,,,,,,,,
2021-11-10,690475790.0,,500261746.0,,,,,,88732038.0,,,,,101482006.0,,,,,,,,,
2021-11-11,674071409.0,,503593636.0,,,,,,69304226.0,,,,,101173547.0,,,,,,,,,
2021-11-12,677480011.0,,508246345.0,,,,,,69304226.0,,,,,99929440.0,,,,,,,,,
2021-11-13,708606881.0,,533656428.0,,,,,,72080586.0,,,,,102869867.0,,,,,,,,,
2021-11-14,705024034.0,,534696651.0,,,,,,62247110.0,,,,,108080273.0,,,,,,,,,
2021-11-15,711695235.0,,534782657.0,,,,,,67064065.0,,,,,109848513.0,,,,,,,,,
2021-11-16,707991175.0,,523651161.0,,,,,,82257629.0,,,,,102082385.0,,,,,,,,,
2021-11-17,690220580.0,,524689074.0,,,,,,68340537.0,,,,,97190969.0,,,,,,,,,
2021-11-18,724436228.0,,534003001.0,,,,,,88706772.0,,,,,101726455.0,,,,,,,,,
2021-11-19,718542224.0,,530400913.0,,,,,,83053240.0,,,,,105088071.0,,,,,,,,,
2021-11-20,735743931.0,,530241036.0,,,,,,89501579.0,,,,,116001316.0,,,,,,,,,
2021-11-21,731342706.0,,526919347.0,,,,,,85605525.0,,,,,118817834.0,,,,,,,,,
2021-11-22,737452837.0,,525538045.0,,,,,,94663590.0,,,,,117251202.0,,,,,,,,,
2021-11-23,737738926.0,,516275822.0,,,,,,101149648.0,,,,,120313456.0,,,,,,,,,
2021-11-24,737977413.0,,509379859.0,,,,,,104506328.0,,,,,124091226.0,,,,,,,,,
2021-11-25,746957554.0,,512920824.0,,,,,,105206829.0,,,,,128829901.0,,,,,,,,,
2021-11-26,760156688.0,,512915867.0,,,,,,116345955.0,,,,,130894866.0,,,,,,,,,
2021-11-27,787758783.0,,552247364.0,,,,,,105012004.0,,,,,130499415.0,,,,,,,,,
2021-11-28,798765229.0,,551783470.0,,,,,,112350727.0,,,,,134631032.0,,,,,,,,,
2021-11-29,793628800.0,,550037384.0,,,,,,112834876.0,,,,,130756540.0,,,,,,,,,
2021-11-30,785434399.0,,554277047.0,,,,,,92685220.0,,,,,138472132.0,,,,,,,,,
2021-12-01,799619758.0,,550293925.0,,,,,,117096583.0,,,,,132229250.0,,,,,,,,,
2021-12-02,804130203.0,,551943768.0,,,,,,123744866.0,,,,,128441569.0,,,,,,,,,
2021-12-03,803261599.0,,548396020.0,,,,,,134124014.0,,,,,120741565.0,,,,,,,,,
2021-12-04,775268735.0,,552621923.0,,,,,,107217463.0,,,,,115429349.0,,,,,,,,,
2021-12-05,838912072.0,,590849569.0,,,,,,127878894.0,,,,,120183609.0,,,,,,,,,
2021-12-06,805984475.0,,586733120.0,,,,,,96479065.0,,,,,122772290.0,,,,,,,,,
2021-12-07,882093971.0,,625107759.0,,,,,,117200784.0,,,,,139785428.0,,,,,,,,,
2021-12-08,858577826.0,,624350200.0,,,,,,93232496.0,,,,,140995130.0,,,,,,,,,
2021-12-09,856647542.0,,627541162.0,,,,,,103103526.0,,,,,126002854.0,,,,,,,,,
2021-12-10,840129590.0,,622344780.0,,,,,,104644253.0,,,,,113140557.0,,,,,,,,,
2021-12-11,842900080.0,,626249980.0,,,,,,105091421.0,,,,,111558679.0,,,,,,,,,
2021-12-12,866146648.0,,628020847.0,,,,,,117501174.0,,,,,120624627.0,,,,,,,,,
2021-12-13,881359189.0,,626104174.0,,,,,,123149258.0,,,,,132105757.0,,,,,,,,,
2021-12-14,869894134.0,,627637619.0,,,,,,119194364.0,,,,,123062151.0,,,,,,,,,
2021-12-15,866501379.0,,623706435.0,,,,,,123469355.0,,,,,119325589.0,,,,,,,,,
2021-12-16,864430146.0,,629731223.0,,,,,,116688593.0,,,,,118010330.0,,,,,,,,,
2021-12-17,866836111.0,,639984266.0,,,,,,105753671.0,,,,,121098174.0,,,,,,,,,
2021-12-18,853190034.0,,642538789.0,,,,,,99568311.0,,,,,111082934.0,,,,,,,,,
2021-12-19,853280634.0,,644163293.0,,,,,,97542651.0,,,,,111574690.0,,,,,,,,,
2021-12-20,849078565.0,,643574472.0,,,,,,88698088.0,,,,,116806005.0,,,,,,,,,
2021-12-21,849264789.0,,641341201.0,,,,,,96081554.0,,,,,111842034.0,,,,,,,,,
2021-12-22,870017129.0,,640258340.0,,,,,,115975919.0,,,,,113782870.0,,,,,,,,,
2021-12-23,875254993.0,,627782383.0,,,,,,118900000.0,,,,,128572610.0,,,,,,,,,
2021-12-24,858958454.0,,629704370.0,,,,,,97576706.0,,,,,131677378.0,,,,,,,,,
2021-12-25,861936241.0,,632201781.0,,,,,,96341119.0,,,,,133393341.0,,,,,,,,,
2021-12-26,867029800.3333334,,632344009.0,,,,,,100118113.0,,,,,134567678.33333334,,,,,,,,,
2021-12-27,872123359.6666666,,632486237.0,,,,,,103895107.0,,,,,135742015.66666666,,,,,,,,,
2021-12-28,877216919.0,,632628465.0,,,,,,107672101.0,,,,,136916353.0,,,,,,,,,
2021-12-29,875215920.0,,630249023.0,,,,,,102630265.0,,,,,142336632.0,,,,,,,,,
2021-12-30,876801128.0,,632084250.0,,,,,,103082845.0,,,,,141634033.0,,,,,,,,,
2021-12-31,888520699.0,,635310317.0,,,,,,106669128.0,,,,,146541254.0,,,,,,,,,
2022-01-01,882014135.0,,637135349.0,,,,,,103629658.0,,,,,141249128.0,,,,,,,,,
2022-01-02,1004784118.0,,753896121.0,,,,,,111753801.0,,,,,139134196.0,,,,,,,,,
2022-01-03,1002797827.0,,750091283.0,,,,,,124128463.0,,,,,128578081.0,,,,,,,,,
2022-01-04,983567673.0,,740627225.0,,,,,,107285257.0,,,,,135655191.0,,,,,,,,,
2022-01-05,994829265.0,,747039422.0,,,,,,112220173.0,,,,,135569670.0,,,,,,,,,
2022-01-06,977018976.0,,750738850.0,,,,,,103956981.0,,,,,122323145.0,,,,,,,,,
2022-01-07,986094620.0,,735331659.0,,,,,,135602153.0,,,,,115160808.0,,,,,,,,,
2022-01-08,974644705.0,,742515537.0,,,,,,111996626.0,,,,,120132542.0,,,,,,,,,
2022-01-09,980084751.0,,737797989.0,,,,,,121576735.0,,,,,120710027.0,,,,,,,,,
2022-01-10,986057424.0,,737810712.0,,,,,,128902658.0,,,,,119344054.0,,,,,,,,,
2022-01-11,990991653.0,,743719134.0,,,,,,132253699.0,,,,,115018820.0,,,,,,,,,
2022-01-12,1019295409.0,,751357235.0,,,,,,153447581.0,,,,,114490593.0,,,,,,,,,
2022-01-13,1047732035.0,,754697995.0,,,,,,162590763.0,,,,,130443277.0,,,,,,,,,
2022-01-14,1048472288.0,,751112808.0,,,,,,172110118.0,,,,,125249362.0,,,,,,,,,
2022-01-15,1026419690.0,,751145047.0,,,,,,150112940.0,,,,,125161703.0,,,,,,,,,
2022-01-16,1007332197.0,,750540609.0,,,,,,130746557.0,,,,,126045031.0,,,,,,,,,
2022-01-17,1042154360.0,,750431502.0,,,,,,169109798.0,,,,,122613060.0,,,,,,,,,
2022-01-18,1054149400.0,,752531193.0,,,,,,186910442.0,,,,,114707765.0,,,,,,,,,
2022-01-19,1005613340.0,,749542580.0,,,,,,145507544.0,,,,,110563216.0,,,,,,,,,
2022-01-20,1025350312.0,,760393465.0,,,,,,151645793.0,,,,,113311054.0,,,,,,,,,
2022-01-21,1033028238.0,,757236362.0,,,,,,162394976.0,,,,,113396900.0,,,,,,,,,
2022-01-22,1013968025.0,,756925156.0,,,,,,151089801.0,,,,,105953068.0,,,,,,,,,
2022-01-23,970602978.0,,761458855.0,,,,,,111875999.0,,,,,97268124.0,,,,,,,,,
2022-01-24,1026019371.0,,761203174.0,,,,,,133514639.0,,,,,131301558.0,,,,,,,,,
2022-01-25,1033978393.0,,763872716.0,,,,,,138925344.0,,,,,131180333.0,,,,,,,,,
2022-01-26,1043397765.0,,768445854.0,,,,,,154658428.0,,,,,120293483.0,,,,,,,,,
2022-01-27,1024872036.0,,757670353.0,,,,,,156159949.0,,,,,111041734.0,,,,,,,,,
2022-01-28,1041257179.0,,761461736.0,,,,,,174451818.0,,,,,105343625.0,,,,,,,,,
2022-01-29,1039664074.0,,763234642.0,,,,,,157023751.0,,,,,119405681.0,,,,,,,,,
2022-01-30,1051200614.0,,765896102.0,,,,,,147342655.0,,,,,137961857.0,,,,,,,,,
2022-01-31,1025494621.0,,763806799.0,,,,,,136700949.0,,,,,124986873.0,,,,,,,,,
2022-02-01,1048537118.0,,771366994.0,,,,,,153579727.0,,,,,123590397.0,,,,,,,,,
2022-02-02,1060049559.0,,772109410.0,,,,,,167459449.0,,,,,120480700.0,,,,,,,,,
2022-02-03,1061321760.0,,776554049.0,,,,,,168336318.0,,,,,116431393.0,,,,,,,,,
2022-02-04,1061708399.0,,776708538.0,,,,,,166359854.0,,,,,118640007.0,,,,,,,,,
2022-02-05,1072326029.0,,780163933.0,,,,,,173113566.0,,,,,119048530.0,,,,,,,,,
2022-02-06,1069467627.0,,776248193.0,,,,,,171729813.0,,,,,121489621.0,,,,,,,,,
2022-02-07,1079694882.0,,776826000.0,,,,,,185202945.0,,,,,117665937.0,,,,,,,,,
2022-02-08,1073207555.0,,778659758.0,,,,,,176811477.0,,,,,117736320.0,,,,,,,,,
2022-02-09,1049907491.0,,779440585.0,,,,,,155883351.0,,,,,114583555.0,,,,,,,,,
2022-02-10,1064833813.0,,783111169.0,,,,,,165841662.0,,,,,115880982.0,,,,,,,,,
2022-02-11,1077345418.0,,782781949.0,,,,,,185981101.0,,,,,108582368.0,,,,,,,,,
2022-02-12,1089985206.0,,798461820.0,,,,,,185771194.0,,,,,105752192.0,,,,,,,,,
2022-02-13,1101342647.0,,807403126.0,,,,,,188644269.0,,,,,105295252.0,,,,,,,,,
2022-02-14,1117615114.0,,808161720.0,,,,,,202275410.0,,,,,107177984.0,,,,,,,,,
2022-02-15,1112641798.0,,811656876.0,,,,,,194521931.0,,,,,106462991.0,,,,,,,,,
2022-02-16,1112222341.0,,815045023.0,,,,,,189913950.0,,,,,107263368.0,,,,,,,,,
2022-02-17,1117828989.0,,823174431.0,,,,,,183989096.0,,,,,110665462.0,,,,,,,,,
2022-02-18,1136276026.0,,839487897.0,,,,,,184272209.0,,,,,112515920.0,,,,,,,,,
2022-02-19,1159162898.0,,862946032.0,,,,,,187686245.0,,,,,108530621.0,,,,,,,,,
2022-02-20,1166500788.0,,864429757.0,,,,,,195166464.0,,,,,106904567.0,,,,,,,,,
2022-02-21,1146088073.0,,869611996.0,,,,,,171354531.0,,,,,105121546.0,,,,,,,,,
2022-02-22,1165549776.0,,874500037.0,,,,,,189211960.0,,,,,101837779.0,,,,,,,,,
2022-02-23,1198130083.0,,878362760.0,,,,,,216623200.0,,,,,103144123.0,,,,,,,,,
2022-02-24,1245100579.0,,898973264.0,,,,,,245046019.0,,,,,101081296.0,,,,,,,,,
2022-02-25,1216900533.0,,911106390.0,,,,,,209464076.0,,,,,96330067.0,,,,,,,,,
2022-02-26,1278583921.0,,966681103.0,,,,,,213061808.0,,,,,98841010.0,,,,,,,,,
2022-02-27,1280319775.0,,963424926.0,,,,,,217570811.0,,,,,99324038.0,,,,,,,,,
2022-02-28,1288906516.0,,973701622.0,,,,,,216506658.0,,,,,98698236.0,,,,,,,,,
2022-03-01,1288877097.0,,967644809.0,,,,,,220941254.0,,,,,100291034.0,,,,,,,,,
2022-03-02,1321769549.0,,987619703.0,,,,,,234356230.0,,,,,99793616.0,,,,,,,,,
2022-03-03,1301180761.0,,982709153.0,,,,,,222088334.0,,,,,96383274.0,,,,,,,,,
2022-03-04,1297225567.0,,985910621.0,,,,,,217611045.0,,,,,93703901.0,,,,,,,,,
2022-03-05,1309122527.0,,1005187803.0,,,,,,213492046.0,,,,,90442678.0,,,,,,,,,
2022-03-06,1310226766.0,,1006241738.0,,,,,,218680299.0,,,,,85304729.0,,,,,,,,,
2022-03-07,1292823753.0,,1014451363.0,,,,,,194588846.0,,,,,83783544.0,,,,,,,,,
2022-03-08,1360111303.0,,1072722146.0,,,,,,205777636.0,,,,,81611521.0,,,,,,,,,
2022-03-09,1409089075.0,,1113422960.0,,,,,,214100276.0,,,,,81565839.0,,,,,,,,,
2022-03-10,1400188267.0,,1108755453.0,,,,,,211107731.0,,,,,80325083.0,,,,,,,,,
2022-03-11,1384487994.0,,1120384561.0,,,,,,185032014.0,,,,,79071419.0,,,,,,,,,
2022-03-12,1387957083.75,,1122646355.75,,,,,,185636840.0,,,,,79673888.0,,,,,,,,,
2022-03-13,1382142145.5,,1123203223.5,,,,,,179169925.0,,,,,79768997.0,,,,,,,,,
2022-03-14,1383358296.25,,1123624715.25,,,,,,179019743.0,,,,,80713838.0,,,,,,,,,
2022-03-15,1361415292.0,,1112525222.0,,,,,,168819871.0,,,,,80070199.0,,,,,,,,,
2022-03-16,1332376935.0,,1096322888.0,,,,,,152820789.0,,,,,83233258.0,,,,,,,,,
2022-03-17,1341205348.0,,1105197940.0,,,,,,148694781.0,,,,,87312627.0,,,,,,,,,
2022-03-18,1351417964.0,,1114189473.0,,,,,,150744506.0,,,,,86483985.0,,,,,,,,,
2022-03-19,1325659170.0,,1103526303.0,,,,,,139665263.0,,,,,82467604.0,,,,,,,,,
2022-03-20,1312352824.0,,1100572360.0,,,,,,128770112.0,,,,,83010352.0,,,,,,,,,
2022-03-21,1341822514.0,,1108256037.0,,,,,,140166173.0,,,,,93400304.0,,,,,,,,,
2022-03-22,1365729720.0,,1110864603.0,,,,,,159230153.0,,,,,95634964.0,,,,,,,,,
2022-03-23,1364534842.0,,1103717909.0,,,,,,167517883.0,,,,,93299050.0,,,,,,,,,
2022-03-24,1362815258.0,,1116600497.0,,,,,,152625774.0,,,,,93588987.0,,,,,,,,,
2022-03-25,1364860731.0,,1121060777.0,,,,,,147492378.0,,,,,96307576.0,,,,,,,,,
2022-03-26,1377678350.0,,1119046046.0,,,,,,160694360.0,,,,,97937944.0,,,,,,,,,
2022-03-27,1369486335.0,,1123426180.0,,,,,,146654181.0,,,,,99405974.0,,,,,,,,,
2022-03-28,1375582585.0,,1117852983.0,,,,,,155772970.0,,,,,101956632.0,,,,,,,,,
2022-03-29,1373846438.0,,1101618111.0,,,,,,167733807.0,,,,,104494520.0,,,,,,,,,
2022-03-30,1334102839.0,,1098517935.0,,,,,,135642360.0,,,,,99942544.0,,,,,,,,,
2022-03-31,1367095986.0,,1110719955.0,,,,,,155688357.0,,,,,100687674.0,,,,,,,,,
2022-04-01,1367923687.0,,1117317629.0,,,,,,150422580.0,,,,,100183478.0,,,,,,,,,
2022-04-02,1346088302.0,,1104466970.0,,,,,,140458739.0,,,,,101162593.0,,,,,,,,,
2022-04-03,1359130906.0,,1111718989.0,,,,,,144951592.0,,,,,102460325.0,,,,,,,,,
2022-04-04,1354855710.0,,1107958136.0,,,,,,143569407.0,,,,,103328167.0,,,,,,,,,
2022-04-05,1358324576.0,,1112209529.0,,,,,,144407728.0,,,,,101707319.0,,,,,,,,,
2022-04-06,1348101606.0,,1101781840.0,,,,,,145117468.0,,,,,101202298.0,,,,,,,,,
2022-04-07,1334628449.6666665,,1094622084.6666665,,,,,,140688634.0,,,,,99317731.0,,,,,,,,,
2022-04-08,1341906541.3333335,,1099658631.3333335,,,,,,141620582.0,,,,,100627328.0,,,,,,,,,
2022-04-09,1368192204.0,,1109675405.0,,,,,,158916484.0,,,,,99600315.0,,,,,,,,,
2022-04-10,1376506121.0,,1120388463.0,,,,,,156959884.0,,,,,99157774.0,,,,,,,,,
2022-04-11,1378156048.0,,1117910258.0,,,,,,159609055.0,,,,,100636735.0,,,,,,,,,
2022-04-12,1357782616.0,,1113905727.0,,,,,,144113629.0,,,,,99763260.0,,,,,,,,,
2022-04-13,1374594889.0,,1123322839.0,,,,,,145450079.0,,,,,105821971.0,,,,,,,,,
2022-04-14,1384126393.0,,1128132691.0,,,,,,151044535.0,,,,,104949167.0,,,,,,,,,
2022-04-15,1385876801.0,,1129051956.0,,,,,,152088852.0,,,,,104735993.0,,,,,,,,,
2022-04-16,1374007032.0,,1132386810.0,,,,,,135001880.0,,,,,106618342.0,,,,,,,,,
2022-04-17,1395296932.0,,1131954288.0,,,,,,155864445.0,,,,,107478199.0,,,,,,,,,
2022-04-18,1397925205.0,,1134675756.0,,,,,,156613603.0,,,,,106635846.0,,,,,,,,,
2022-04-19,1397582215.0,,1132212899.0,,,,,,158788625.0,,,,,106580691.0,,,,,,,,,
2022-04-20,1374015743.0,,1117180784.0,,,,,,149344252.0,,,,,107490707.0,,,,,,,,,
2022-04-21,1383789696.0,,1121229943.0,,,,,,155173361.0,,,,,107386392.0,,,,,,,,,
2022-04-22,1388798374.4,,1122688586.4,,,,,,160689584.0,,,,,105420204.0,,,,,,,,,
2022-04-23,1375583177.8,,1113601724.8,,,,,,156811215.0,,,,,105170238.0,,,,,,,,,
2022-04-24,1382119919.2,,1117540983.2,,,,,,159297562.0,,,,,105281374.0,,,,,,,,,
2022-04-25,1382538087.6,,1117604532.6,,,,,,160627463.0,,,,,104306092.0,,,,,,,,,
2022-04-26,1362188357.0,,1093975159.0,,,,,,166018388.0,,,,,102194810.0,,,,,,,,,
2022-04-27,1338998481.0,,1097282826.0,,,,,,140635945.0,,,,,101079710.0,,,,,,,,,
2022-04-28,1328744847.0,,1088057182.0,,,,,,142403543.0,,,,,98284122.0,,,,,,,,,
2022-04-29,1353623352.0,,1089514244.0,,,,,,165658162.0,,,,,98450946.0,,,,,,,,,
2022-04-30,1341517158.0,,1101695086.0,,,,,,144875233.0,,,,,94946839.0,,,,,,,,,
2022-05-01,1351719507.0,,1102858859.0,,,,,,157763841.0,,,,,91096807.0,,,,,,,,,
2022-05-02,1340363215.0,,1105131012.0,,,,,,143960049.0,,,,,91272154.0,,,,,,,,,
2022-05-03,1318131806.0,,1082370160.0,,,,,,142466493.0,,,,,93295153.0,,,,,,,,,
2022-05-04,1325468008.0,,1084800194.0,,,,,,147059594.0,,,,,93608220.0,,,,,,,,,
2022-05-05,1329795720.0,,1100974405.0,,,,,,134443429.0,,,,,94377886.0,,,,,,,,,
2022-05-06,1343720642.0,,1094472097.0,,,,,,157149054.0,,,,,92099491.0,,,,,,,,,
2022-05-07,1326453130.0,,1095231430.0,,,,,,140426781.0,,,,,90794919.0,,,,,,,,,
2022-05-08,1340933195.0,,1100646201.0,,,,,,149181138.0,,,,,91105856.0,,,,,,,,,
2022-05-09,1328822668.0,,1097053213.0,,,,,,141717770.0,,,,,90051685.0,,,,,,,,,
2022-05-10,1289244954.0,,1064721002.0,,,,,,136634993.0,,,,,87888959.0,,,,,,,,,
2022-05-11,1267795946.0,,1058150719.0,,,,,,124106781.0,,,,,85538446.0,,,,,,,,,
2022-05-12,1242184573.0,,1062849381.0,,,,,,100578036.0,,,,,78757156.0,,,,,,,,,
2022-05-13,1240378707.0,,1066061958.0,,,,,,98037716.0,,,,,76279033.0,,,,,,,,,
2022-05-14,1234629694.0,,1054443773.0,,,,,,100418076.0,,,,,79767845.0,,,,,,,,,
2022-05-15,1231550930.0,,1066164460.0,,,,,,86965461.0,,,,,78421009.0,,,,,,,,,
2022-05-16,1241660393.0,,1060802381.0,,,,,,97420255.0,,,,,83437757.0,,,,,,,,,
2022-05-17,1249957542.0,,1071496668.0,,,,,,97213026.0,,,,,81247848.0,,,,,,,,,
2022-05-18,1243480380.0,,1070796120.0,,,,,,89577166.0,,,,,83107094.0,,,,,,,,,
2022-05-19,1250671991.0,,1069242425.0,,,,,,100888475.0,,,,,80541091.0,,,,,,,,,
2022-05-20,1253642177.0,,1078546981.0,,,,,,96436506.0,,,,,78658690.0,,,,,,,,,
2022-05-21,1257308755.0,,1082954361.0,,,,,,94914508.0,,,,,79439886.0,,,,,,,,,
2022-05-22,1238786174.0,,1086231498.0,,,,,,75044940.0,,,,,77509736.0,,,,,,,,,
2022-05-23,1241240310.0,,1085277881.0,,,,,,77411542.0,,,,,78550887.0,,,,,,,,,
2022-05-24,1230244323.0,,1090905007.0,,,,,,61733032.0,,,,,77606284.0,,,,,,,,,
2022-05-25,1247098234.0,,1100346934.0,,,,,,69093157.0,,,,,77658143.0,,,,,,,,,
2022-05-26,1231481070.0,,1093766346.0,,,,,,67997478.0,,,,,69717246.0,,,,,,,,,
2022-05-27,1251999517.5,,1094878341.5,,,,,,87325420.0,,,,,69795756.0,,,,,,,,,
2022-05-28,1228053445.0,,1094716160.0,,,,,,63903394.0,,,,,69433891.0,,,,,,,,,
