date,Total Onchain Mcap,Bonds,Precious Metals,Private Credit,Public Equities,Real Estate,Reinsurance,Digital Assets,Private Equity & Venture,Equity Indices,Equity ETFs,Mixed Public Markets,Oil,Carbon Credits,Industrial Metals,Multi-Asset RWAs,Commodities,Commodity Baskets,Natural Gas,Agricultural Commodities,Collectibles & Luxury Goods,Energy,RWA Perps OI
2023-07-14,1385477998.2846818,93345272.0,987454391.7473685,,,,,,286249234.53731346,,,,,18429100.0,,,,,,,,,
2023-07-15,1381589984.5156584,93357935.0,983036735.1649122,,,,,,286560298.3507463,,,,,18635016.0,,,,,,,,,
2023-07-16,1380219760.7466352,93341858.0,981402412.582456,,,,,,286871362.1641791,,,,,18604128.0,,,,,,,,,
2023-07-17,1387258026.977612,98308518.0,983335517.0,,,,,,287182425.977612,,,,,18431566.0,,,,,,,,,
2023-07-18,1385044561.7910447,99153186.0,979768476.0,,,,,,287493489.79104483,,,,,18629410.0,,,,,,,,,
2023-07-19,1397380385.6044776,99326052.0,991590575.0,,,,,,287804553.60447764,,,,,18659205.0,,,,,,,,,
2023-07-20,1396235869.4179103,100434181.0,989339445.0,,,,,,288115617.4179104,,,,,18346626.0,,,,,,,,,
2023-07-21,1396640262.5646763,103529374.0,986135307.3333333,,,,,,288426681.2313433,,,,,18548900.0,,,,,,,,,
2023-07-22,1390883287.711443,103475082.0,980070499.6666667,,,,,,288737745.04477614,,,,,18599961.0,,,,,,,,,
2023-07-23,1390506292.858209,103473935.0,979514695.0,,,,,,289048808.8582089,,,,,18468854.0,,,,,,,,,
2023-07-24,1392949004.6716418,103565619.0,981453328.0,,,,,,289359872.6716418,,,,,18570185.0,,,,,,,,,
2023-07-25,1392830184.8184078,103535235.0,981329480.3333333,,,,,,289670936.4850746,,,,,18294533.0,,,,,,,,,
2023-07-26,1396581470.9651742,103928006.0,984285736.6666667,,,,,,289982000.29850745,,,,,18385728.0,,,,,,,,,
2023-07-27,1399750382.1119404,103787086.0,987215059.0,,,,,,290293064.11194026,,,,,18455173.0,,,,,,,,,
2023-07-28,1389914206.2587063,103798676.0,977206472.3333333,,,,,,290604127.92537314,,,,,18304930.0,,,,,,,,,
2023-07-29,1403177664.4054728,112126988.0,981778559.6666667,,,,,,290915191.73880595,,,,,18356925.0,,,,,,,,,
2023-07-30,1403358543.552239,112140804.0,981758220.0,,,,,,291226255.5522388,,,,,18233264.0,,,,,,,,,
2023-07-31,1402840273.3656716,112083492.0,981044683.0,,,,,,291537319.36567163,,,,,18174779.0,,,,,,,,,
2023-08-01,1405664367.1791046,111981415.0,983674763.0,,,,,,291848383.1791045,,,,,18159806.0,,,,,,,,,
2023-08-02,1418088929.9925373,127884817.0,980002661.0,,,,,,292159446.99253726,,,,,18042005.0,,,,,,,,,
2023-08-03,1286431285.8059702,5180031.0,970694618.0,,,,,,292470510.80597013,,,,,18086126.0,,,,,,,,,
2023-08-04,1286925872.2860696,5180286.0,970938594.6666667,,,,,,292781574.61940295,,,,,18025417.0,,,,,,,,,
2023-08-05,1291314604.766169,5181729.0,974850014.3333333,,,,,,293092638.4328358,,,,,18190223.0,,,,,,,,,
2023-08-06,1291238827.2462687,5181729.0,974412018.0,,,,,,293403702.2462687,,,,,18241378.0,,,,,,,,,
2023-08-07,1291634368.0597014,5181729.0,973679402.0,,,,,,293714766.05970144,,,,,19058471.0,,,,,,,,,
2023-08-08,1290997380.5398011,4685197.0,973071545.6666667,,,,,,294025829.8731344,,,,,19214808.0,,,,,,,,,
2023-08-09,1285336090.0199003,4685264.0,967244658.3333333,,,,,,294336893.68656707,,,,,19069274.0,,,,,,,,,
2023-08-10,1280558147.5,4784670.0,961990235.0,,,,,,294647957.5,,,,,19135285.0,,,,,,,,,
2023-08-11,1278526550.9800997,4784738.0,959981309.6666667,,,,,,294959021.31343293,,,,,18801482.0,,,,,,,,,
2023-08-12,1276886601.4601989,4786013.0,958225952.3333333,,,,,,295270085.1268656,,,,,18604551.0,,,,,,,,,
2023-08-13,1275527013.9402986,4786013.0,956700179.0,,,,,,295581148.94029856,,,,,18459673.0,,,,,,,,,
2023-08-14,1275872833.420398,4786013.0,956547898.6666667,,,,,,295892212.7537313,,,,,18646709.0,,,,,,,,,
2023-08-15,1273425676.4004974,4786217.0,953734596.3333333,,,,,,296203276.5671642,,,,,18701586.5,,,,,,,,,
2023-08-16,1270938340.380597,4786285.0,951148671.0,,,,,,296514340.38059705,,,,,18489044.0,,,,,,,,,
2023-08-17,1268856407.3606966,4786353.0,948755798.6666667,,,,,,296825404.19402987,,,,,18488851.5,,,,,,,,,
2023-08-18,1264009951.340796,5580323.0,943404411.3333333,,,,,,297136468.00746274,,,,,17888749.0,,,,,,,,,
2023-08-19,1263817602.8208954,5580667.0,943504138.0,,,,,,297447531.8208955,,,,,17285266.0,,,,,,,,,
2023-08-20,1262976433.300995,5580667.0,942317538.6666667,,,,,,297758595.6343284,,,,,17319632.0,,,,,,,,,
2023-08-21,1264685172.7810946,5580667.0,943800755.3333333,,,,,,298069659.4477612,,,,,17234091.0,,,,,,,,,
2023-08-22,1267206452.261194,5580905.0,945930466.0,,,,,,298380723.26119405,,,,,17314358.0,,,,,,,,,
2023-08-23,1269271166.074627,5580985.0,947741271.0,,,,,,298691787.07462686,,,,,17257123.0,,,,,,,,,
2023-08-24,1280474502.8880596,5581061.0,958739130.0,,,,,,299002850.88805974,,,,,17151461.0,,,,,,,,,
2023-08-25,1278859744.7014923,5450709.0,956894393.0,,,,,,299313914.70149255,,,,,17200728.0,,,,,,,,,
2023-08-26,1277198942.5149257,5451198.0,955164501.0,,,,,,299624978.5149254,,,,,16958265.0,,,,,,,,,
2023-08-27,1278275859.3283582,5451198.0,955213436.0,,,,,,299936042.3283582,,,,,17675183.0,,,,,,,,,
2023-08-28,1278148689.141791,5451198.0,954954997.0,,,,,,300247106.14179105,,,,,17495388.0,,,,,,,,,
2023-08-29,1280705291.9552238,5451432.0,957460195.0,,,,,,300558169.95522386,,,,,17235495.0,,,,,,,,,
2023-08-30,1287468614.7686567,5946866.0,963413590.0,,,,,,300869233.7686567,,,,,17238925.0,,,,,,,,,
2023-08-31,1290935634.5820897,5946951.0,969100543.0,,,,,,301180297.5820896,,,,,14707843.0,,,,,,,,,
2023-09-01,1285159748.3955224,5947036.0,965490355.0,,,,,,301491361.3955224,,,,,12230996.0,,,,,,,,,
2023-09-02,1282833595.2089553,5957642.0,962742497.0,,,,,,301802425.2089552,,,,,12331031.0,,,,,,,,,
2023-09-03,1284257304.022388,5957642.0,963851364.0,,,,,,302113489.02238804,,,,,12334809.0,,,,,,,,,
2023-09-04,1285572969.835821,5957642.0,964879355.0,,,,,,302424552.8358209,,,,,12311420.0,,,,,,,,,
2023-09-05,1285223386.6492538,5957642.0,964236691.0,,,,,,302735616.6492537,,,,,12293437.0,,,,,,,,,
2023-09-06,1281899886.4626863,5957982.0,960578964.0,,,,,,303046680.46268654,,,,,12316260.0,,,,,,,,,
2023-09-07,1275462676.2761192,5958067.0,953984669.0,,,,,,303357744.2761193,,,,,12162196.0,,,,,,,,,
2023-09-08,1276638734.0895522,5892898.0,955145943.0,,,,,,303668808.08955216,,,,,11931085.0,,,,,,,,,
2023-09-09,1278154609.902985,5893527.0,956371828.0,,,,,,303979871.9029851,,,,,11909383.0,,,,,,,,,
2023-09-10,1277382233.7164178,5893527.0,954897827.0,,,,,,304290935.7164179,,,,,12299944.0,,,,,,,,,
2023-09-11,1281130482.5298507,5893527.0,955229428.0,,,,,,304601999.5298507,,,,,15405528.0,,,,,,,,,
2023-09-12,1286697720.3432837,5893780.0,957865517.0,,,,,,304913063.3432836,,,,,18025360.0,,,,,,,,,
2023-09-13,1290842168.623383,17401767.866666667,952516407.0,,,,,,305224127.1567164,116898.6,,,,15582968.0,,,,,,,,,
2023-09-14,1298727172.903483,28909755.73333333,949606762.0,,,,,,305535190.9701493,233797.2,,,,14441667.0,,,,,,,,,
2023-09-15,1311241732.183582,40417744.6,950852935.0,,,,,,305846254.7835821,350695.80000000005,,,,13774102.0,,,,,,,,,
2023-09-16,1330006428.4636817,51926287.46666667,958015542.0,,,,,,306157318.5970149,467594.4,,,,13439686.0,,,,,,,,,
2023-09-17,1340584082.743781,63434191.333333336,956779880.0,,,,,,306468382.41044784,584493.0,,,,13317136.0,,,,,,,,,
2023-09-18,1357057228.8238804,74942095.2,958644105.0,,,,,,306779446.2238806,701391.6000000001,,,,15990190.8,,,,,,,,,
2023-09-19,1373243195.90398,86450252.06666666,963733293.0,,,,,,307090510.03731346,818290.2000000001,,,,15150850.6,,,,,,,,,
2023-09-20,1384651796.9840796,97958241.93333334,962978847.0,,,,,,307401573.8507463,935188.8,,,,15377945.4,,,,,,,,,
2023-09-21,1395743178.0641792,109466229.8,962681565.0,,,,,,307712637.6641791,1052087.4,,,,14830658.2,,,,,,,,,
2023-09-22,1402141532.1442788,120974218.66666669,957007966.0,,,,,,308023701.477612,1168986.0,,,,14966660.0,,,,,,,,,
2023-09-23,1415026572.224378,132163400.53333332,958399000.0,,,,,,308334765.29104483,1285884.6,,,,14843521.8,,,,,,,,,
2023-09-24,1426788132.3044777,143671304.4,958374431.0,,,,,,308645829.10447764,1402783.2000000002,,,,14693784.6,,,,,,,,,
2023-09-25,1439042022.384577,155179208.26666668,958729723.0,,,,,,308956892.9179104,1519681.8,,,,14656516.4,,,,,,,,,
2023-09-26,1447752523.4646766,166687351.13333333,955024447.0,,,,,,309267956.7313433,1636580.4,,,,15136188.2,,,,,,,,,
2023-09-27,1462846511.5447762,187127654.0,949591190.0,,,,,,309579020.54477614,1753479.0,,,,14795168.0,,,,,,,,,
2023-09-28,1454209341.1582088,189193179.0,938938176.0,,,,,,309890084.3582089,1746654.0,,,,14441247.8,,,,,,,,,
2023-09-29,1449416779.7716415,189293814.0,933586170.0,,,,,,310201148.1716418,1744704.0,,,,14590943.6,,,,,,,,,
2023-09-30,1447410724.3850746,192754071.0,927790447.0,,,,,,310512211.9850746,1765140.0,,,,14588854.4,,,,,,,,,
2023-10-01,1449052170.9985075,192757204.0,929217414.0,,,,,,310823275.79850745,1759134.0,,,,14495143.2,,,,,,,,,
2023-10-02,1448618298.6119404,192737618.0,928265069.0,,,,,,311134339.61194026,1759134.0,,,,14722138.0,,,,,,,,,
2023-10-03,1439440681.425373,192514528.0,919546607.0,,,,,,311445403.42537314,1745913.0,,,,14188230.0,,,,,,,,,
2023-10-04,1434224178.238806,192637565.0,914410739.0,,,,,,311756467.238806,1741272.0,,,,13678135.0,,,,,,,,,
2023-10-05,1437344773.0522387,194577967.0,915380874.0,,,,,,312067531.0522388,1728480.0,,,,13589921.0,,,,,,,,,
2023-10-06,1435994484.8656716,194827845.0,913581984.0,,,,,,312378594.86567163,1733082.0,,,,13472979.0,,,,,,,,,
2023-10-07,1444861449.6791043,196971279.0,919862349.0,,,,,,312689658.67910445,1725048.0,,,,13613115.0,,,,,,,,,
2023-10-08,1449180407.4925373,196971279.0,923894152.0,,,,,,313000722.49253726,1742091.0,,,,13572163.0,,,,,,,,,
2023-10-09,1454605856.3059702,196941035.0,929118702.0,,,,,,313311786.30597013,1742091.0,,,,13492242.0,,,,,,,,,
2023-10-10,1460482134.119403,198811332.0,932872275.0,,,,,,313622850.11940295,1752699.0,,,,13422978.0,,,,,,,,,
2023-10-11,1460470235.9328358,200113731.0,931488432.0,,,,,,313933913.9328358,1776021.0,,,,13158138.0,,,,,,,,,
2023-10-12,1468655549.7462687,200798582.0,938703985.0,,,,,,314244977.7462687,1780857.0,,,,13127148.0,,,,,,,,,
2023-10-13,1465705732.5597014,199106257.0,937028335.0,,,,,,314556041.55970144,1779609.0,,,,13235490.0,,,,,,,,,
2023-10-14,1486972540.3731344,194573705.0,962466468.0,,,,,,314867105.3731344,1779960.0,,,,13285302.0,,,,,,,,,
2023-10-15,1487926879.186567,194576838.0,963133423.0,,,,,,315178169.18656707,1766934.0,,,,13271515.0,,,,,,,,,
2023-10-16,1486336005.0,194509020.0,961300385.0,,,,,,315489233.0,1766934.0,,,,13270433.0,,,,,,,,,
2023-10-17,1480534978.5333333,191768483.0,957812882.0,,,,,,316088472.2,1776840.0,,,,13088301.333333332,,,,,,,,,
2023-10-18,1484378419.0666668,192056166.0,961108481.0,,,,,,316687711.4,1769742.0,,,,12756318.666666668,,,,,,,,,
2023-10-19,1504107815.6,201853986.0,973225757.0,,,,,,317286950.6,1774383.0,,,,9966739.0,,,,,,,,,
2023-10-20,1516453366.8,201967662.0,984861523.0,,,,,,317886189.8,1760655.0,,,,9977337.0,,,,,,,,,
2023-10-21,1533006020.0,215686302.0,987251271.0,,,,,,318485429.0,1737606.0,,,,9845412.0,,,,,,,,,
2023-10-22,1537031641.880163,218811132.4615385,987692637.0,,,,,5662.687927107061,318336215.8973098,1727622.0,5.261958997722095,,,10458366.57142857,,,,,,,,,
2023-10-23,1539800912.7603257,221918194.92307693,986969937.0,,,,,11325.375854214122,318187002.7946197,1727622.0,10.52391799544419,,,10986820.142857142,,,,,,,,,
2023-10-24,1537853600.3071556,223087188.3846154,983029395.0,,7504.666666666667,,,16988.063781321183,318037789.6919295,1720017.0,15.785876993166289,,,11954701.714285716,,,,,,,,,
2023-10-25,1530583535.8539853,218254696.84615383,981651456.0,,15009.333333333334,,,22650.751708428244,317888576.5892394,1733199.0,21.04783599088838,,,11017926.285714284,,,,,,,,,
2023-10-26,1536040432.400815,221365275.3076923,984044703.0,,22514.0,,,28313.43963553531,317739363.48654926,1716078.0,26.30979498861048,,,11124158.857142858,,,,,,,,,
2023-10-27,1539796479.947645,225974658.7692308,983407302.0,,30018.666666666668,,,33976.12756264237,317590150.3838592,1696539.0,31.57175398633257,,,11063803.42857143,,,,,,,,,
2023-10-28,1554798528.4944742,230297479.2307692,994125031.0,,37523.33333333333,,,39638.81548974943,317440937.281169,1865168.0,36.83371298405467,,,10992714.0,,,,,,,,,
2023-10-29,1557065428.469875,233417493.6923077,993287919.0,,45028.0,,,45301.50341685649,317291724.1784787,1866974.0,42.09567198177676,,,11110946.0,,,,,,,,,
2023-10-30,1559168845.1952767,236528883.1538461,991712251.0,,504108.6666666667,,,50964.191343963554,317142511.0757887,1866974.0,47.35763097949887,,,11363105.75,,,,,,,,,
2023-10-31,1578687549.9206774,262598018.6153846,985301076.0,,511613.3333333333,,,56626.87927107062,316993297.9730984,1868780.0,52.61958997722096,,,11358084.5,,,,,,,,,
2023-11-01,1581608845.6460786,272530714.0769231,979270147.0,,489438.0,,,62289.56719817768,316844084.8704084,1876004.0,57.88154897494305,,,10536110.25,,,,,,,,,
2023-11-02,1586921116.3714795,278791678.5384616,978334878.0,,496942.6666666666,,,67952.25512528473,316694871.7677181,1892688.0,63.14350797266515,,,10642042.0,,,,,,,,,
2023-11-03,1589424243.3468804,281444994.0,978071529.0,,528580.3333333334,,,73614.9430523918,316545658.665028,1925540.0,68.40546697038725,,,10834258.0,,,,,,,,,
2023-11-04,1589044139.8607433,281517516.0,978516926.0,,575007.0,,,79277.63097949886,316396445.5623379,1957962.0,73.66742596810934,,,10000932.0,,,,,,,,,
2023-11-05,1587924059.124606,281520342.75,977408903.0,,582511.6666666666,,,84940.31890660593,316247232.4596477,1964670.0,78.92938496583143,,,10115380.0,,,,,,,,,
2023-11-06,1583953800.3884685,281513715.5,973629364.0,,590016.3333333334,,,90603.00683371298,316098019.35695755,1964670.0,84.19134396355352,,,10067328.0,,,,,,,,,
2023-11-07,1581429345.9856644,282570143.25,970446084.0,,604399.0,,,96265.69476082006,315948806.25426745,1964326.0,89.45330296127564,,,9799232.333333334,,,,,,,,,
2023-11-08,1583247322.916194,292693556.0,962234260.0,,601968.0,,,101928.38268792712,315799593.1515773,1962907.0,94.71526195899771,,,9853015.666666666,,,,,,,,,
2023-11-09,1574258912.096723,292730421.0,953360646.0,,626469.0,,,107591.07061503416,315650380.04888713,1973657.0,99.97722095671982,,,9809648.0,,,,,,,,,
2023-11-10,1577612681.943919,292511737.0,956786101.0,,611246.0,,,113253.75854214124,315501166.946197,1978387.0,105.23917995444192,,,10110685.0,,,,,,,,,
2023-11-11,1567268747.791115,292307857.0,946300864.0,,637270.0,,,118916.44646924829,315351953.8435068,1965057.0,110.501138952164,,,10586719.0,,,,,,,,,
2023-11-12,1565910396.638311,292300305.0,944878603.0,,637270.0,,,124579.13439635537,315202740.74081665,1969099.0,115.7630979498861,,,10797684.0,,,,,,,,,
2023-11-13,1566591934.34265,292288683.0,945528726.0,,637270.0,,,130241.82232346242,315053527.6381265,1969099.0,121.0250569476082,,,10984265.857142858,,,,,,,,,
2023-11-14,1567318102.0469885,290765406.0,947853388.0,,636189.0,,,135904.51025056947,314904314.5354364,1980838.0,126.2870159453303,,,11041935.714285716,,,,,,,,,
2023-11-15,1574328824.951327,290804933.2,955045631.0,,640283.0,,,141567.19817767653,314755101.4327462,2011368.0,131.5489749430524,,,10929809.57142857,,,,,,,,,
2023-11-16,1572391764.8556662,292306931.4,952107400.0,,639981.0,,,147229.8861047836,314605888.3300561,2028697.0,136.8109339407745,,,10555500.42857143,,,,,,,,,
2023-11-17,1583085346.760005,295604318.6,959703562.0,,678518.0,,,152892.57403189066,314456675.2273659,2027708.0,142.07289293849658,,,10461530.285714284,,,,,,,,,
2023-11-18,1581342047.6643438,295739639.8,958165341.0,,665292.0,,,158555.26195899773,314307462.1246757,2033728.0,147.33485193621868,,,10271882.142857142,,,,,,,,,
2023-11-19,1579180356.5686824,295678629.0,956454555.0,,665292.0,,,164217.9498861048,314158249.0219856,2027837.0,152.5968109339408,,,10031424.0,,,,,,,,,
2023-11-20,1577115129.4158788,295665413.0,954844650.0,,665292.0,,,169880.63781321186,314009035.91929543,2027837.0,157.85876993166286,,,9732863.0,,,,,,,,,
2023-11-21,1577791244.7893903,294446546.0,956677530.0,,679878.0,,,175543.3257403189,313859822.8166053,2033470.0,163.12072892938497,,,9918291.52631579,,,,,,,,,
2023-11-22,1585998170.162902,294602136.0,964923235.0,,722665.0,,,181206.013667426,313710609.7139151,2042801.0,168.38268792710704,,,9815349.05263158,,,,,,,,,
2023-11-23,1580712109.5364137,294198696.0,960164661.0,,726768.0,,,186868.70159453305,313561396.611225,2050541.0,173.64464692482915,,,9823004.578947367,,,,,,,,,
2023-11-24,1582026328.9099257,294148356.0,961388822.0,,739772.0,,,192531.3895216401,313412183.50853485,2052906.0,178.90660592255128,,,10091579.10526316,,,,,,,,,
2023-11-25,1583477787.2834375,292264959.0,964508924.0,,739772.0,,,198194.07744874715,313262970.4058446,2052261.0,184.16856492027333,,,10450522.631578948,,,,,,,,,
2023-11-26,1583947282.656949,292264959.0,964951490.0,,739772.0,,,203856.7653758542,313113757.3031545,2051358.0,189.43052391799543,,,10621900.157894738,,,,,,,,,
2023-11-27,1583797202.0304606,292258574.0,965196003.0,,739772.0,,,209519.45330296128,312964544.2004644,2051358.0,194.6924829157176,,,10377236.684210526,,,,,,,,,
2023-11-28,1592989559.4039726,295837875.0,971231375.0,,774402.0,,,215182.14123006832,312815331.09777427,2048520.0,199.95444191343964,,,10066674.210526315,,,,,,,,,
2023-11-29,1605072249.7774842,295612357.0,983923776.0,,804825.0,,,220844.82915717532,312666117.99508405,2047703.0,205.2164009111617,,,9796420.736842103,,,,,,,,,
2023-11-30,1606991011.150996,296928756.0,984319292.0,,854025.0,,,226507.51708428247,312516904.89239395,2061506.0,210.47835990888385,,,10083809.263157897,,,,,,,,,
2023-12-01,1603307155.524508,296871014.0,981121361.0,,849070.0,,,232170.2050113896,312367691.7897038,2053035.0,215.74031890660592,,,9812597.789473685,,,,,,,,,
2023-12-02,1617361949.8980196,296402799.0,995465022.0,,826075.0,,,237832.89293849657,312218478.6870136,2056991.0,221.00227790432805,,,10154530.315789474,,,,,,,,,
2023-12-03,1618321925.271531,296400344.0,993672861.0,,826075.0,,,243495.58086560364,312069265.5843235,2061807.0,226.2642369020501,,,13047850.842105262,,,,,,,,,
2023-12-04,1638463331.645043,294343542.0,1016206208.0,,826075.0,,,249158.2687927107,311920052.4816333,2061807.0,231.5261958997722,,,12856257.368421052,,,,,,,,,
2023-12-05,1600555927.0185547,295440211.0,978596695.0,,877894.0,,,254820.95671981777,311770839.3789432,2055314.0,236.78815489749428,,,11559915.89473684,,,,,,,,,
2023-12-06,1581895577.3920665,285571606.0,969555071.0,,918487.0,,,260483.64464692483,311621626.276253,2052734.0,242.0501138952164,,,11915327.421052633,,,,,,,,,
2023-12-07,1580841780.7655785,286375612.0,968890530.0,,912435.0,,,266146.3325740319,311472413.17356294,2069504.0,247.3120728929385,,,10854892.94736842,,,,,,,,,
2023-12-08,1585355922.13909,287597223.0,971886041.0,,882407.0,,,271809.02050113893,311323200.07087266,2060560.0,252.5740318906606,,,11334429.47368421,,,,,,,,,
2023-12-09,1574367516.5126016,287640877.0,960710211.0,,885174.0,,,277471.708428246,311173986.9681825,2063957.0,257.8359908883827,,,11615581.0,,,,,,,,,
2023-12-10,1570014587.359798,285635436.0,958469486.0,,885174.0,,,283134.39635535306,311024773.86549246,2066924.0,263.0979498861048,,,11649396.0,,,,,,,,,
2023-12-11,1568996500.206993,285622219.0,958015327.0,,885174.0,,,288797.0842824601,310875560.76280224,2066924.0,268.35990888382685,,,11242230.0,,,,,,,,,
2023-12-12,1558464850.2541895,286125368.0,947332604.0,,943062.0,,,294459.7722095672,310726347.66011214,2074105.0,273.621867881549,,,10968630.2,,,,,,,,,
2023-12-13,1550620274.3013856,283068162.0,942875321.0,,887590.0,,,300122.4601366743,310577134.5574219,2078534.0,278.88382687927106,,,10833131.4,,,,,,,,,
2023-12-14,1573774667.3485813,283787896.0,965587017.0,,893436.0,,,305785.1480637813,310427921.4547318,2095175.0,284.1457858769932,,,10677152.6,,,,,,,,,
2023-12-15,1575495111.3957777,283874298.0,967358450.0,,893436.0,,,311447.8359908884,310278708.3520416,2132886.0,289.4077448747153,,,10645595.8,,,,,,,,,
2023-12-16,1557876589.4429734,277410382.0,956012947.0,,893436.0,,,317110.52391799545,310129495.24935144,2133015.0,294.66970387243737,,,10979909.0,,,,,,,,,
2023-12-17,1556748958.4901693,277410382.0,954989281.0,,893436.0,,,322773.21184510255,309980282.14666134,2128543.0,299.93166287015947,,,11023961.2,,,,,,,,,
2023-12-18,1795365140.5373652,277459167.0,954173839.0,,893436.0,,,328435.8997722096,549831069.0439712,2128543.0,305.1936218678816,,,10550345.4,,,,,,,,,
2023-12-19,1800562823.584561,277447855.0,959931383.0,,940900.0,,,334098.5876993166,549681855.9412811,2130005.0,310.4555808656037,,,10096415.6,,,,,,,,,
2023-12-20,1843278163.631757,274531851.0,966073373.0,,972600.0,,,339761.2756264237,589532642.8385909,2138003.0,315.7175398633257,,,9689616.8,,,,,,,,,
2023-12-21,1840514159.678953,274015773.0,956249505.0,,1016910.0,,,345423.96355353075,597383429.7359006,2149828.0,320.97949886104783,,,9352969.0,,,,,,,,,
2023-12-22,1846168960.726149,272440822.0,963497062.0,,1029472.0,,,351086.6514806378,597234216.6332107,2130650.0,326.24145785876993,,,9485325.2,,,,,,,,,
2023-12-23,1839473017.773345,272750692.0,964714895.0,,1067216.0,,,356749.3394077449,589085003.5305204,2134305.0,331.50341685649204,,,9363825.4,,,,,,,,,
2023-12-24,1831186040.820541,272758087.0,964645552.0,,1067216.0,,,362412.0273348519,580935790.4278302,2141142.0,336.7653758542141,,,9275504.6,,,,,,,,,
2023-12-25,1815856167.8677368,272748521.0,965367470.0,,1067216.0,,,368074.71526195895,564786577.32514,2141142.0,342.0273348519362,,,9376824.8,,,,,,,,,
2023-12-26,1840396320.914933,272758785.0,966345559.0,,1107071.0,,,373737.4031890661,588637364.22245,2141142.0,347.2892938496583,,,9032315.0,,,,,,,,,
2023-12-27,1837870527.762129,274368101.0,970132616.0,,1107071.0,,,379400.0911161731,580488151.11976,2141142.0,352.5512528473804,,,9253694.0,,,,,,,,,
2023-12-28,1857260800.609325,274623842.0,973172040.0,,1092160.0,,,385062.7790432802,596338938.0170697,2158987.0,357.81321184510256,,,9489413.0,,,,,,,,,
2023-12-29,1848073530.4565208,274096764.0,964453064.0,,1166818.0,,,390725.46697038726,596189724.9143794,2161911.0,363.0751708428246,,,9614160.0,,,,,,,,,
2023-12-30,1850258773.3037164,273668689.0,959165728.0,,1177512.0,,,396388.1548974943,604040511.8116893,2158557.0,368.3371298405467,,,9651019.0,,,,,,,,,
2023-12-31,1848247212.1509128,273521244.0,957463109.0,,1177512.0,,,402050.8428246014,603891298.7089992,2158600.0,373.5990888382688,,,9633024.0,,,,,,,,,
2024-01-01,1841084974.9981084,266330687.0,957882732.0,,1177512.0,,,407713.5307517084,603742085.606309,2158600.0,378.8610478359909,,,9385266.0,,,,,,,,,
2024-01-02,1831397966.5119712,254179422.0,958731844.0,,388238.0,,,413376.21867881546,606259539.1702857,2158600.0,384.12300683371296,,,9266563.0,,,,,,,,,
2024-01-03,1826707985.025834,249420388.0,956204603.0,,388238.0,,,419038.90660592256,608776992.7342621,2156149.0,389.3849658314351,,,9342186.0,,,,,,,,,
2024-01-04,1817475330.539696,248523193.0,945407083.0,,350200.0,,,424701.5945330296,611294446.2982384,2139035.0,394.6469248291572,,,9336277.0,,,,,,,,,
2024-01-05,1818682479.3868928,249934401.0,945157499.0,,339842.0,,,430364.28246013663,611145233.1955484,2127339.0,399.9088838268793,,,9547401.0,,,,,,,,,
2024-01-06,1815823866.2340884,249877196.0,942648906.0,,347342.0,,,436026.9703872437,611070420.0928583,2113622.0,405.1708428246013,,,9329948.0,,,,,,,,,
2024-01-07,1750173584.0812843,249879356.0,941225985.0,,347342.0,,,441689.6583143508,546948406.9901681,2123254.0,410.4328018223234,,,9207140.0,,,,,,,,,
2024-01-08,1765960008.92848,249866242.0,941740242.0,,347342.0,,,447352.34624145785,562661593.8874779,2123254.0,415.69476082004553,,,8773567.0,,,,,,,,,
2024-01-09,1763189844.7756765,244457292.0,936494905.0,,347342.0,,,453015.03416856495,570469180.7847879,2116718.0,420.9567198177677,,,8850971.0,,,,,,,,,
2024-01-10,1764578541.622872,244474045.0,937644781.0,,355870.0,,,458677.722095672,570399167.6820977,2144066.0,426.2186788154898,,,9101508.0,,,,,,,,,
2024-01-11,1731311104.470068,240068386.0,933085237.0,,339284.0,,,464340.4100227791,546285954.5794075,2144711.0,431.48063781321184,,,8922760.0,,,,,,,,,
2024-01-12,1734515012.3172643,240243792.0,936059516.0,,337722.0,,,470003.0979498861,546100741.4767175,2164405.0,436.742596810934,,,9138396.0,,,,,,,,,
2024-01-13,1739771442.16446,240508767.0,941456081.0,,315108.0,,,475665.7858769932,545914728.3740273,2154945.0,442.0045558086561,,,8945705.0,,,,,,,,,
2024-01-14,1738086216.0116558,240505866.0,940097723.0,,315108.0,,,481328.4738041002,545802315.2713372,2157611.0,447.26651480637815,,,8725817.0,,,,,,,,,
2024-01-15,1738168556.858852,240490715.0,940290139.0,,315108.0,,,486991.1617312073,545653102.168647,2157611.0,452.5284738041002,,,8774438.0,,,,,,,,,
2024-01-16,1715448765.7060478,240196026.0,945134626.0,,291937.0,,,492653.8496583143,505463889.0659569,2159202.0,457.7904328018223,,,8668655.0,,13041319.0,,,,,,,
2024-01-17,1733786413.553244,239988008.0,931842002.0,,291937.0,,,498316.5375854214,537354675.9632666,2144969.0,463.0523917995444,,,8813009.0,,12853033.0,,,,,,,
2024-01-18,1701590986.4004395,239591898.0,924692732.0,,298857.0,,,503979.2255125285,513205462.86057645,2139379.0,468.3143507972665,,,8701863.0,,12456347.0,,,,,,,
2024-01-19,1701250813.2476358,239611701.0,930514368.0,,298813.0,,,509641.91343963554,505056249.7578864,2138863.0,473.57630979498856,,,8642879.0,,14477824.0,,,,,,,
