date,Exchange Inflow CDD
2015-02-12,123999.20256014
2015-02-13,54848.99124445
2015-02-14,87532.10268
2015-02-15,944977.7987329
2015-02-16,64629.1502875
2015-02-17,84833.33224021
2015-02-18,61242.42027629
2015-02-19,200159.71652906
2015-02-20,108762.29491987
2015-02-21,17360.14137263
2015-02-22,88249.64555993
2015-02-23,159960.09422386
2015-02-24,32421.05824683
2015-02-25,116571.84394574
2015-02-26,62414.51382373
2015-02-27,353112.15394838
2015-02-28,699016.78840089
2015-03-01,91622.84232072
2015-03-02,559269.37345417
2015-03-03,280801.02501675
2015-03-04,129514.68090287
2015-03-05,68266.75808877
2015-03-06,36815.48095909
2015-03-07,14122.32439394
2015-03-08,17419.44158723
2015-03-09,79442.00910626
2015-03-10,234983.32236059
2015-03-11,65879.97103328
2015-03-12,44190.84316403
2015-03-13,58252.7672179
2015-03-14,39001.08926358
2015-03-15,66173.90474617
2015-03-16,49024.82930357
2015-03-17,143587.1114053
2015-03-18,80249.23930303
2015-03-19,236955.63641933
2015-03-20,43192.11639443
2015-03-21,109322.80827477
2015-03-22,708797.6227806
2015-03-23,111131.10780824
2015-03-24,188192.19815105
2015-03-25,502179.65919206
2015-03-26,37054.76467908
2015-03-27,42185.23297313
2015-03-28,104140.7240964
2015-03-29,40499.43071417
2015-03-30,42391.36889758
2015-03-31,132639.86019152
2015-04-01,45563.13578897
2015-04-02,8278778.47121142
2015-04-03,29711.54996008
2015-04-04,45884.81135975
2015-04-05,59483.73427764
2015-04-06,59597.4687694
2015-04-07,80527.5211692
2015-04-08,197039.273996
2015-04-09,80604.62645477
2015-04-10,107678.6535945
2015-04-11,37691.53220994
2015-04-12,110440.04904525
2015-04-13,1203718.61649735
2015-04-14,119443.94868815
2015-04-15,70672.09376204
2015-04-16,109082.94186349
2015-04-17,89202.43807378
2015-04-18,63634.84831065
2015-04-19,56165.0991607
2015-04-20,49226.52942201
2015-04-21,178274.14075155
2015-04-22,306805.12981609
2015-04-23,367366.12336064
2015-04-24,78609.12925451
2015-04-25,23621.36886491
2015-04-26,94749.35077644
2015-04-27,1219700.61250433
2015-04-28,129250.89791949
2015-04-29,79183.89395898
2015-04-30,86396.40838877
2015-05-01,153953.03426827
2015-05-02,40260.35880358
2015-05-03,62098.92983986
2015-05-04,154147.71294738
2015-05-05,83814.78070984
2015-05-06,90096.63484498
2015-05-07,119354.06567699
2015-05-08,59348.5827385
2015-05-09,112756.55296241
2015-05-10,69896.24199875
2015-05-11,671890.1645686
2015-05-12,83450.63816849
2015-05-13,123892.01625091
2015-05-14,226179.49651295
2015-05-15,97547.27147449
2015-05-16,71264.79425737
2015-05-17,40900.64848695
2015-05-18,63919.9589958
2015-05-19,69159.51064028
2015-05-20,728449.83799892
2015-05-21,399316.29371376
2015-05-22,2401724.88532054
2015-05-23,61866.79940459
2015-05-24,81244.63368987
2015-05-25,111614.04353428
2015-05-26,138960.353777
2015-05-27,273094.93346154
2015-05-28,104115.89094477
2015-05-29,145659.32499804
2015-05-30,84138.43463621
2015-05-31,313994.4237857
2015-06-01,152412.93116567
2015-06-02,259705.30088249
2015-06-03,80927.78297387
2015-06-04,197037.61179426
2015-06-05,63836.67111309
2015-06-06,21191.55427779
2015-06-07,303407.51514016
2015-06-08,54968.17726434
2015-06-09,149996.03728174
2015-06-10,1240496.35140123
2015-06-11,232828.1541268
2015-06-12,157998.35325235
2015-06-13,108737.09661321
2015-06-14,233174.39201495
2015-06-15,104545.16802909
2015-06-16,1253209.91489129
2015-06-17,150658.86113181
2015-06-18,222504.02005641
2015-06-19,2531983.01146033
2015-06-20,33140.97447345
2015-06-21,62188.95015543
2015-06-22,597570.98171835
2015-06-23,122143.05149079
2015-06-24,277606.77696699
2015-06-25,220139.04259007
2015-06-26,60277.00445061
2015-06-27,24993.87385634
2015-06-28,52093.65203137
2015-06-29,339921.52057501
2015-06-30,229633.75715178
2015-07-01,247066.8156257
2015-07-02,59430.81041833
2015-07-03,26082.30908542
2015-07-04,85047.29126837
2015-07-05,187689.08241538
2015-07-06,537144.48593279
2015-07-07,96304.8971524
2015-07-08,55075.49842958
2015-07-09,767418.60886982
2015-07-10,492791.40158534
2015-07-11,192738.25922505
2015-07-12,493993.93995814
2015-07-13,117402.33453313
2015-07-14,123939.74845295
2015-07-15,123121.60909988
2015-07-16,110108.30886946
2015-07-17,31169.71610219
2015-07-18,190251.67026939
2015-07-19,262854.0718553
2015-07-20,42473.59867106
2015-07-21,100268.4301626
2015-07-22,128199.13884294
2015-07-23,82584.12860021
2015-07-24,48285.9826275
2015-07-25,167307.67572972
2015-07-26,43006.89475132
2015-07-27,154101.4731328
2015-07-28,195409.84907054
2015-07-29,87853.07444013
2015-07-30,278407.7242589
2015-07-31,53112.39941232
2015-08-01,85336.68991772
2015-08-02,46071.52460255
2015-08-03,87828.03924546
2015-08-04,177038.63316886
2015-08-05,56131.63954002
2015-08-06,128943.90144055
2015-08-07,723463.57348796
2015-08-08,99119.13995595
2015-08-09,42919577.43171531
2015-08-10,153453.00060009
2015-08-11,99130.45347968
2015-08-12,122623.91666464
2015-08-13,223504.10185123
2015-08-14,193113.01941612
2015-08-15,208635.20627429
2015-08-16,207772.53555938
2015-08-17,194184.91476119
2015-08-18,171283.00191487
2015-08-19,1333501.37206529
2015-08-20,121267.13274514
2015-08-21,168270.53172985
2015-08-22,402961.85465048
2015-08-23,88630.43495896
2015-08-24,1713106.94798296
2015-08-25,338817.12341866
2015-08-26,422722.55522632
2015-08-27,2657968.59048445
2015-08-28,77313.03405602
2015-08-29,46861.38464425
2015-08-30,119762.58885081
2015-08-31,71453.56027442
2015-09-01,210552.29936396
2015-09-02,54188.35914047
2015-09-03,167076.46328826
2015-09-04,219685.81610311
2015-09-05,31307.87263717
2015-09-06,105093.92872497
2015-09-07,91757.57215141
2015-09-08,152141.59525917
2015-09-09,4483886.24465001
2015-09-10,113851.60239479
2015-09-11,357158.22345374
2015-09-12,145372.76889932
2015-09-13,51582.29079874
2015-09-14,157953.31456414
2015-09-15,159114.26566271
2015-09-16,162955.18442278
2015-09-17,81936.11693677
2015-09-18,103958.5528014
2015-09-19,99028.39505089
2015-09-20,84618.2350115
2015-09-21,724984.08203768
2015-09-22,137540.56829816
2015-09-23,150616.35353192
2015-09-24,106491.98651263
2015-09-25,295836.63932064
2015-09-26,88629.04470116
2015-09-27,45512.20433874
2015-09-28,275107.90232261
2015-09-29,152541.18288077
2015-09-30,76876.33223761
2015-10-01,383398.24947743
2015-10-02,95963.41562853
2015-10-03,231858.76972439
2015-10-04,64447.44416102
2015-10-05,214793.32226785
2015-10-06,216299.00364318
2015-10-07,7451208.62733916
2015-10-08,78340.85676616
2015-10-09,102736.18793241
2015-10-10,117459.47534473
2015-10-11,45016.22068783
2015-10-12,1252603.46836561
2015-10-13,95876.561745
2015-10-14,5460984.67441172
2015-10-15,689794.99438383
2015-10-16,513520.96796319
2015-10-17,594926.39481042
2015-10-18,244080.20483218
2015-10-19,68860.89186666
2015-10-20,1410829.52980506
2015-10-21,2340814.10586008
2015-10-22,662517.12919006
2015-10-23,94433.816733
2015-10-24,143426.56189603
2015-10-25,492164.92794473
2015-10-26,154756.52712451
2015-10-27,180765.76306454
2015-10-28,4896769.43441758
2015-10-29,589117.27417846
2015-10-30,431157.24775547
2015-10-31,260807.21446693
2015-11-01,176616.3793139
2015-11-02,497986.00436119
2015-11-03,8627004.48358224
2015-11-04,4342771.69426831
2015-11-05,2817003.73062496
2015-11-06,1059898.95068021
2015-11-07,472685.99881634
2015-11-08,1299897.30982083
2015-11-09,949873.84020239
2015-11-10,355658.45849052
2015-11-11,681208.92221435
2015-11-12,223111.10539158
2015-11-13,328259.83143527
2015-11-14,60870.73172801
2015-11-15,194012.33986349
2015-11-16,80885.04295434
2015-11-17,2187383.3304311
2015-11-18,262730.95228868
2015-11-19,173261.29486689
2015-11-20,62222.42169551
2015-11-21,95227.57849419
2015-11-22,51392.45013397
2015-11-23,101084.96747815
2015-11-24,86775.54104457
2015-11-25,230553.69685475
2015-11-26,686519.54337358
2015-11-27,3132158.48373011
2015-11-28,212322.7180257
2015-11-29,150555.6618871
2015-11-30,171751.51921914
2015-12-01,1214784.32204779
2015-12-02,1066070.16163757
2015-12-03,442816.92922044
2015-12-04,635344.79331519
2015-12-05,68327.03104568
2015-12-06,353795.24783679
2015-12-07,274760.68657761
2015-12-08,96401.51406995
2015-12-09,1107803.56024974
2015-12-10,439426.79516882
2015-12-11,319712.47961
2015-12-12,352490.15703654
2015-12-13,827078.54511799
2015-12-14,188327.37390702
2015-12-15,253959.89084938
2015-12-16,739312.78273827
2015-12-17,169707.93460717
2015-12-18,130833.81887006
2015-12-19,5547774.27460148
2015-12-20,266647.57902952
2015-12-21,161586.39765658
2015-12-22,158195.00834739
2015-12-23,508068.37450813
2015-12-24,362552.22800312
2015-12-25,195818.11602609
2015-12-26,327910.84218942
2015-12-27,46588.0989666
2015-12-28,92990.70021644
2015-12-29,40875.4952047
2015-12-30,208753.00361991
2015-12-31,1168052.25376375
2016-01-01,340294.06188495
2016-01-02,34643.11175576
2016-01-03,203887.60794799
2016-01-04,103019.31178222
2016-01-05,1606682.98562381
2016-01-06,876063.35634065
2016-01-07,761931.92510441
2016-01-08,621217.23250044
2016-01-09,83610.70477333
2016-01-10,110446.97818038
2016-01-11,1032739.70006732
2016-01-12,168430.55224833
2016-01-13,481873.33069317
2016-01-14,123732.73446209
2016-01-15,3200361.04880823
2016-01-16,536591.8025292
2016-01-17,285797.38690017
2016-01-18,196671.69210203
2016-01-19,996199.07015926
2016-01-20,526866.43730493
2016-01-21,1526461.4723662
2016-01-22,6503380.73631193
2016-01-23,378848.21285724
2016-01-24,743538.89928609
2016-01-25,2845367.12405689
2016-01-26,5527469.14215746
2016-01-27,505161.61669435
2016-01-28,3966053.06086743
2016-01-29,123006.16423956
2016-01-30,1466849.740561
2016-01-31,116027.85099417
2016-02-01,603425.88371328
2016-02-02,85161.48154131
2016-02-03,550608.17195283
2016-02-04,2673623.19965024
2016-02-05,2225900.35288315
2016-02-06,2671100.8828297
2016-02-07,231663.30267746
2016-02-08,378170.11049222
2016-02-09,1628982.7657617
2016-02-10,1114274.65745153
2016-02-11,593661.51988455
2016-02-12,640303.43727526
2016-02-13,491214.5676537
2016-02-14,142537.81685653
2016-02-15,613207.25664122
2016-02-16,986690.25296632
2016-02-17,218278.58322159
2016-02-18,406130.59177632
2016-02-19,575320.42751601
2016-02-20,234892.87584333
2016-02-21,136391.46726626
2016-02-22,139830.24227627
2016-02-23,193767.15065914
2016-02-24,772671.17379173
2016-02-25,306753.28336971
2016-02-26,290862.90881504
2016-02-27,264762.63406099
2016-02-28,255712.08324605
2016-02-29,795372.69632927
2016-03-01,23980973.34947011
2016-03-02,1184071.73266512
2016-03-03,3690946.47491309
2016-03-04,2487767.94961136
2016-03-05,4035779.60185398
2016-03-06,736538.81763995
2016-03-07,1178600.13688225
2016-03-08,1196979.04920876
2016-03-09,1801194.76117078
2016-03-10,362733.9788528
2016-03-11,239852.15949
2016-03-12,1362724.16615406
2016-03-13,2601198.29652129
2016-03-14,458100.53956066
2016-03-15,648649.88800799
2016-03-16,1658064.79608821
2016-03-17,1243414.88697768
2016-03-18,366338.86600625
2016-03-19,191357.14802811
2016-03-20,288908.56645128
2016-03-21,447691.30191255
2016-03-22,237176.27513725
2016-03-23,145217.09361834
2016-03-24,135342.12236919
2016-03-25,188599.46281777
2016-03-26,102806.71263088
2016-03-27,296717.74835701
2016-03-28,648021.49825502
2016-03-29,256420.29262607
2016-03-30,234443.65997025
2016-03-31,904917.72297322
2016-04-01,150114.25027024
2016-04-02,224069.79088527
2016-04-03,52005.67356836
2016-04-04,91990.34350093
2016-04-05,153613.1659121
2016-04-06,650252.47267954
2016-04-07,265384.88270913
2016-04-08,138656.29267241
2016-04-09,131116.93612389
2016-04-10,939916.27042635
2016-04-11,1000247.58626559
2016-04-12,199321.7377376
2016-04-13,175282.66943509
2016-04-14,159719.20553817
2016-04-15,383977.34637884
2016-04-16,65069.57784893
2016-04-17,106808.11289746
2016-04-18,135658.03748842
2016-04-19,938770.08034547
2016-04-20,264599.93657041
2016-04-21,185285.42620242
2016-04-22,281277.74622574
2016-04-23,141584.10091543
2016-04-24,131582.86684507
2016-04-25,309638.13733082
2016-04-26,232062.03130431
2016-04-27,418966.05944619
2016-04-28,618712.20928251
2016-04-29,74111.25644352
2016-04-30,570709.86500928
2016-05-01,65681.05130543
2016-05-02,229097.76831215
2016-05-03,129908.67611679
2016-05-04,349913.53713358
2016-05-05,95073.13822392
2016-05-06,126055.29893099
2016-05-07,71487.9043225
2016-05-08,288487.89628282
2016-05-09,256362.80486253
2016-05-10,292036.65422584
2016-05-11,377211.65275856
2016-05-12,436590.39490398
2016-05-13,249447.50542755
2016-05-14,138939.8879117
2016-05-15,258160.25475143
2016-05-16,222072.31352252
2016-05-17,14001599.85767514
2016-05-18,515159.26493466
2016-05-19,242967.66017054
2016-05-20,481263.44464259
2016-05-21,77532.04439968
2016-05-22,180761.1452157
2016-05-23,1116985.83248286
2016-05-24,230837.75608173
2016-05-25,899503.0720099
2016-05-26,240840.65063613
2016-05-27,856811.4272959
2016-05-28,1087995.27529847
2016-05-29,934262.86625674
2016-05-30,526075.5413705
2016-05-31,632758.79233246
2016-06-01,923826.30778135
2016-06-02,2120592.19766177
2016-06-03,549024.82968831
2016-06-04,307877.29728752
2016-06-05,466781.0552928
2016-06-06,730295.291256
2016-06-07,553999.22170697
2016-06-08,113740.05566288
2016-06-09,325304.11386281
2016-06-10,225349.68088829
2016-06-11,154312.66852195
2016-06-12,2346726.9395944
2016-06-13,1718891.00572021
2016-06-14,6251966.52248823
2016-06-15,622610.20440339
2016-06-16,1952119.74878649
2016-06-17,955174.95257087
2016-06-18,588736.73341112
2016-06-19,369530.9516049
2016-06-20,2506514.16215494
2016-06-21,1502214.23874856
2016-06-22,657634.81101625
2016-06-23,414477.96276441
2016-06-24,698649.22314226
2016-06-25,1961978.63374109
2016-06-26,254259.35340554
2016-06-27,173866.1513
2016-06-28,268948.78231081
2016-06-29,411094.32942744
2016-06-30,2769624.52146044
2016-07-01,411947.55360433
2016-07-02,421843.73768358
2016-07-03,96094.68070942
2016-07-04,381534.76475081
2016-07-05,340302.86356815
2016-07-06,1303525.7028335
2016-07-07,413425.83314193
2016-07-08,167752.18437173
2016-07-09,403190.83911515
2016-07-10,92879.94741084
2016-07-11,153366.02366903
2016-07-12,291907.41271417
2016-07-13,392889.88164351
2016-07-14,96164.56854822
2016-07-15,130676.94442667
2016-07-16,180054.0729788
2016-07-17,65985.13847659
2016-07-18,324630.62849059
2016-07-19,124806.4967317
2016-07-20,669517.1630377
2016-07-21,258574.07943926
2016-07-22,720461.35655716
2016-07-23,121471.0621041
2016-07-24,244193.19607523
2016-07-25,1493736.96408009
2016-07-26,312574.24466191
2016-07-27,403978.95803072
2016-07-28,647914.36813072
2016-07-29,266023.68327892
2016-07-30,77816.92568127
2016-07-31,155236.30680033
2016-08-01,341928.8914418
2016-08-02,1186725.87610668
2016-08-03,2909888.08865826
2016-08-04,1826186.04815193
2016-08-05,78299.84922586
2016-08-06,473336.55597863
2016-08-07,81237.67104113
2016-08-08,219000.05858391
2016-08-09,227529.31993449
2016-08-10,1120091.36153391
2016-08-11,320372.21522984
2016-08-12,139551.83565856
2016-08-13,89353.14249804
2016-08-14,176335.45186681
2016-08-15,423557.97841711
2016-08-16,596764.56223845
2016-08-17,235740.81483426
2016-08-18,230369.262454
2016-08-19,269413.98380528
2016-08-20,78766.26183867
2016-08-21,59878.18248934
2016-08-22,226787.59077576
2016-08-23,386566.90467375
2016-08-24,211102.0699426
2016-08-25,670716.15144826
2016-08-26,277005.40800201
2016-08-27,91376.46452693
2016-08-28,162535.80008918
2016-08-29,407766.60052941
2016-08-30,3744189.56554631
2016-08-31,219978.142235
2016-09-01,660446.92179009
2016-09-02,257502.08048938
2016-09-03,255471.95111049
2016-09-04,206033.10089643
2016-09-05,220178.58883585
2016-09-06,254527.03441639
2016-09-07,545662.64711027
2016-09-08,286255.47285616
2016-09-09,151426.57984982
2016-09-10,1560255.30218922
2016-09-11,454376.55402579
2016-09-12,253682.9781293
2016-09-13,1384261.98804183
2016-09-14,783673.38200632
2016-09-15,336201.86153886
2016-09-16,1486880.19431951
2016-09-17,297304.68149516
2016-09-18,243732.30545731
2016-09-19,259768.6210216
2016-09-20,697517.77512808
2016-09-21,184912.02875681
2016-09-22,150487.67198991
2016-09-23,123725.69058284
2016-09-24,478188.76352775
2016-09-25,71643.97301035
2016-09-26,387537.26392752
2016-09-27,201726.5930055
2016-09-28,638595.49948617
2016-09-29,178491.17168303
2016-09-30,237493.50586167
2016-10-01,282627.19377288
2016-10-02,252082.59887568
2016-10-03,1466219.7896537
2016-10-04,146140.84029471
2016-10-05,210118.47787618
2016-10-06,195130.93405741
2016-10-07,110030.66034418
2016-10-08,196089.07029407
2016-10-09,70195.97718456
2016-10-10,646288.32124297
2016-10-11,585978.4360676
2016-10-12,408669.00725235
2016-10-13,413059.490453
2016-10-14,112567.36612441
2016-10-15,276016.23558754
2016-10-16,554619.25796065
2016-10-17,203800.59938981
2016-10-18,501188.43518266
2016-10-19,475833.83286417
2016-10-20,121546.46807263
2016-10-21,94691.56327328
2016-10-22,186609.10149736
2016-10-23,939374.07422253
2016-10-24,2941690.67028883
2016-10-25,2210640.22181525
2016-10-26,290544.35650575
2016-10-27,253776.64414735
2016-10-28,579164.60694732
2016-10-29,589873.75056032
2016-10-30,404520.48911194
2016-10-31,774901.3776233
2016-11-01,561100.32646094
2016-11-02,390555.42207002
2016-11-03,796871.41678386
2016-11-04,333043.00864864
2016-11-05,379436.16637022
2016-11-06,156753.41870811
2016-11-07,468344.16654759
2016-11-08,382042.73006471
2016-11-09,1370253.18970476
2016-11-10,300006.73830528
2016-11-11,264387.49935366
2016-11-12,222502.2268224
2016-11-13,209082.82676375
2016-11-14,407260.14497407
2016-11-15,616333.86873313
2016-11-16,4600047.5599269
2016-11-17,1069502.21107617
2016-11-18,452501.59346029
2016-11-19,207412.17769016
2016-11-20,271219.89196407
2016-11-21,195150.67961267
2016-11-22,1517040.16105066
2016-11-23,713258.74574846
2016-11-24,566710.357447
2016-11-25,179196.5952538
2016-11-26,117629.22440488
2016-11-27,80209.59557285
2016-11-28,372697.27708951
2016-11-29,413894.00312827
2016-11-30,309125.97366488
2016-12-01,571028.09147115
2016-12-02,1942336.47063266
2016-12-03,2847970.05432474
2016-12-04,187779.98947549
2016-12-05,168388.35794785
2016-12-06,493468.53432045
2016-12-07,308679.35362511
2016-12-08,299916.70979117
2016-12-09,163508.95358261
2016-12-10,227948.63644196
2016-12-11,166675.4649263
2016-12-12,274765.26600143
2016-12-13,1170677.9757215
2016-12-14,298938.12361244
2016-12-15,812499.09503526
2016-12-16,579132.95812022
2016-12-17,180940.82599338
2016-12-18,174879.36306645
2016-12-19,126305.64543959
2016-12-20,159106.79115001
2016-12-21,372695.18252676
2016-12-22,1468068.45290314
2016-12-23,2268998.71985683
2016-12-24,1275652.85289836
2016-12-25,169279.42267586
2016-12-26,1628865.10207138
2016-12-27,493567.20217175
2016-12-28,947639.78227893
2016-12-29,1575386.28100832
2016-12-30,474077.030726
2016-12-31,398791.58065064
2017-01-01,462117.55297721
2017-01-02,829209.43513217
2017-01-03,634763.93076842
2017-01-04,3525077.3787576
2017-01-05,3491481.45069354
2017-01-06,2431178.69577428
2017-01-07,1012028.85155392
2017-01-08,457429.60575724
2017-01-09,292478.6365292
2017-01-10,169242.00668322
2017-01-11,1152931.74313497
2017-01-12,2015538.16410062
2017-01-13,1095190.99383537
2017-01-14,104605.10923174
2017-01-15,104069.26845445
2017-01-16,187932.38555922
2017-01-17,222791.93631581
2017-01-18,353201.3162042
2017-01-19,225945.31809711
2017-01-20,240368.85111119
2017-01-21,227999.08554715
2017-01-22,238620.96439937
2017-01-23,227577.01658009
2017-01-24,193424.69451202
2017-01-25,558765.40278025
2017-01-26,908595.32150375
2017-01-27,408784.55723386
2017-01-28,153055.04860861
2017-01-29,388377.47584199
2017-01-30,313835.57920008
2017-01-31,261196.1141184
2017-02-01,477560.92572648
2017-02-02,443963.20473928
2017-02-03,3348997.02444122
2017-02-04,377807.29248643
2017-02-05,220647.33695511
2017-02-06,438888.34975979
2017-02-07,1770974.17926932
2017-02-08,234810.62476778
2017-02-09,1031677.70063243
2017-02-10,155154.36262458
2017-02-11,92374.06883325
2017-02-12,101452.11627016
2017-02-13,1203984.48403081
2017-02-14,371355.60647459
2017-02-15,207624.70638891
2017-02-16,124939.41143451
2017-02-17,481670.59722357
2017-02-18,101632.75332634
2017-02-19,83953.36612879
2017-02-20,116108.57902642
2017-02-21,853951.32986007
2017-02-22,2295618.78450877
2017-02-23,750044.83599328
2017-02-24,847100.92686279
2017-02-25,370152.12030022
2017-02-26,200203.60884553
2017-02-27,725429.07306895
2017-02-28,796570.42134244
2017-03-01,411351.83008403
2017-03-02,842947.01337389
2017-03-03,8243850.13219335
2017-03-04,2393580.46824419
2017-03-05,1130470.17703185
2017-03-06,308710.10971709
2017-03-07,821185.14700792
2017-03-08,1200272.9844435
2017-03-09,1257351.37040669
2017-03-10,749841.73643631
2017-03-11,523317.49301796
2017-03-12,415247.0195863
2017-03-13,3123331.61320695
2017-03-14,578785.05619013
2017-03-15,1712203.65221092
2017-03-16,2071599.82795401
2017-03-17,3692446.62396337
2017-03-18,7160316.18189254
2017-03-19,3104461.39369676
2017-03-20,1318752.84177455
2017-03-21,1501102.63944123
2017-03-22,2458614.03978444
2017-03-23,643885.2353706
2017-03-24,2028774.21657947
2017-03-25,4304836.58358979
2017-03-26,562707.85975837
2017-03-27,510324.2342501
2017-03-28,1057558.62448463
2017-03-29,1073640.60929942
2017-03-30,754948.5889674
2017-03-31,1235514.42468199
2017-04-01,592384.22201805
2017-04-02,336416.61328017
2017-04-03,1306756.55399098
2017-04-04,376289.33421719
2017-04-05,1674413.33154646
2017-04-06,429956.97562821
2017-04-07,1772838.96963439
2017-04-08,321239.52710345
2017-04-09,284841.03145094
2017-04-10,222762.36276882
2017-04-11,320466.55418078
2017-04-12,279245.43536954
2017-04-13,955753.94864434
2017-04-14,455755.89021328
2017-04-15,164338.62737286
2017-04-16,126460.39391726
2017-04-17,142233.71330445
2017-04-18,1449924.55037429
2017-04-19,1308643.95752661
2017-04-20,253783.64467732
2017-04-21,348815.67909455
2017-04-22,224666.38892206
2017-04-23,379409.23906823
2017-04-24,252983.01008624
2017-04-25,1455215.67088225
2017-04-26,638649.99178182
2017-04-27,425968.45227483
2017-04-28,829043.02653257
2017-04-29,376125.61981541
2017-04-30,411950.6071459
2017-05-01,792769.47603369
2017-05-02,2075008.86078647
2017-05-03,641939.11053861
2017-05-04,1440357.43812391
2017-05-05,1966515.11742938
2017-05-06,865079.56240491
2017-05-07,820391.28867302
2017-05-08,1363478.15657028
2017-05-09,2718782.688828
2017-05-10,1037827.89317954
2017-05-11,1056964.73271975
2017-05-12,1280393.39051037
2017-05-13,1537455.0141109
2017-05-14,239798.92276094
2017-05-15,611126.13922572
2017-05-16,693044.21839622
2017-05-17,1116279.00587189
2017-05-18,880299.34662248
2017-05-19,1194523.96077356
2017-05-20,1167212.31419644
2017-05-21,1729650.2523017
2017-05-22,3277974.5895177
2017-05-23,1663202.18141288
2017-05-24,6486874.26073367
2017-05-25,26044615.97678062
2017-05-26,1897188.25331095
2017-05-27,2133459.27772474
2017-05-28,602916.36921655
2017-05-29,1247289.63438241
2017-05-30,1645098.3734631
2017-05-31,827533.23571322
2017-06-01,2306603.55747555
2017-06-02,845519.65524371
2017-06-03,540860.61453402
2017-06-04,574399.61806456
2017-06-05,1325971.38409701
2017-06-06,1195842.09674244
2017-06-07,742004.91666951
2017-06-08,1415071.63474346
2017-06-09,658662.96680183
2017-06-10,609429.89964801
2017-06-11,1531908.05048942
2017-06-12,3851539.33811552
2017-06-13,4092066.73441671
2017-06-14,1739836.15239924
2017-06-15,3348615.65450788
2017-06-16,687008.44262686
2017-06-17,563290.64952187
2017-06-18,401012.1746306
2017-06-19,1752665.37700054
2017-06-20,748607.20188612
2017-06-21,740539.87240987
2017-06-22,334540.07363969
2017-06-23,245219.85482178
2017-06-24,749148.61584082
2017-06-25,473202.11483095
2017-06-26,1773800.34525935
2017-06-27,600658.25284398
2017-06-28,1794969.22641009
2017-06-29,1337224.89213017
2017-06-30,1869637.96822775
2017-07-01,457823.70251972
2017-07-02,2131769.05579256
2017-07-03,468066.53821586
2017-07-04,546319.797162
2017-07-05,666082.79519958
2017-07-06,444498.92118825
2017-07-07,378111.5700116
2017-07-08,911314.54225309
2017-07-09,564390.01510317
2017-07-10,534550.75555823
2017-07-11,929207.00438029
2017-07-12,467583.81693501
2017-07-13,654931.60268962
2017-07-14,1538849.08794638
2017-07-15,780246.57853063
2017-07-16,764927.30083333
2017-07-17,936671.84124221
2017-07-18,943762.82523467
2017-07-19,1167836.63948623
2017-07-20,849880.36439133
2017-07-21,1136752.27227185
2017-07-22,424117.99096025
2017-07-23,298731.4847759
2017-07-24,1429665.24503576
2017-07-25,83017639.20713793
2017-07-26,1864266.88801348
2017-07-27,765104.79506853
2017-07-28,3492350.32728198
2017-07-29,2394687.36755128
2017-07-30,8745593.52269988
2017-07-31,5416355.83959633
2017-08-01,2114246.51828866
2017-08-02,1640324.29169224
2017-08-03,413911.3877907
2017-08-04,681537.94603043
2017-08-05,1194507.48166217
2017-08-06,435123.41560403
2017-08-07,792591.12047763
2017-08-08,1108652.40400115
2017-08-09,957058.47796047
2017-08-10,1701936.14642093
2017-08-11,1290351.23971835
2017-08-12,3894971.04247048
2017-08-13,1490571.8486111
2017-08-14,1329072.31470109
2017-08-15,1266238.60959491
2017-08-16,824921.60410425
2017-08-17,2194959.51542594
2017-08-18,3635962.30440099
2017-08-19,1281222.38009412
2017-08-20,1435221.34306727
2017-08-21,743181.78981636
2017-08-22,951868.73472216
2017-08-23,776124.91965386
2017-08-24,463863.13813063
2017-08-25,1252180.70833578
2017-08-26,456939.51967405
2017-08-27,556075.21413989
2017-08-28,461507.10697181
2017-08-29,3484853.94074577
2017-08-30,363112.35175333
2017-08-31,964662.16873104
2017-09-01,758503.31708443
2017-09-02,329009.16533147
2017-09-03,378358.33172418
2017-09-04,1316162.33567366
2017-09-05,702270.46319585
2017-09-06,636660.67076785
2017-09-07,913015.1473341
2017-09-08,899436.29725666
2017-09-09,539688.47280356
2017-09-10,4047592.64112236
2017-09-11,464023.69238742
2017-09-12,335515.04296822
2017-09-13,855391.97016374
2017-09-14,1465210.99778002
2017-09-15,1648134.23524242
2017-09-16,570051.55869849
2017-09-17,763234.77703684
2017-09-18,1046773.83837997
2017-09-19,1430924.67102255
2017-09-20,989969.26629409
2017-09-21,481772.83001141
2017-09-22,434784.21389542
2017-09-23,434945.969081
2017-09-24,207516.32928367
2017-09-25,569036.1957816
2017-09-26,1556457.78071988
2017-09-27,191396.01733209
2017-09-28,848702.14994971
2017-09-29,411444.34135429
2017-09-30,371933.9504762
2017-10-01,206656.13664541
2017-10-02,590846.36022199
2017-10-03,328650.96338865
2017-10-04,1882933.57363771
2017-10-05,835151.1788224
2017-10-06,331166.75216193
2017-10-07,401876.08584692
2017-10-08,1110806.43165859
2017-10-09,2143491.79708181
2017-10-10,2442099.05832223
2017-10-11,934096.67176098
2017-10-12,2014879.75609632
2017-10-13,4580767.04563592
2017-10-14,295408.95866722
2017-10-15,397652.43113227
2017-10-16,442967.93313405
2017-10-17,503085.22503659
2017-10-18,796350.89272359
2017-10-19,265370.14120388
2017-10-20,376396.34350885
2017-10-21,671791.3743604
2017-10-22,928786.57753429
2017-10-23,3933509.87109899
