date,Fees USD (Total)
2009-04-09,0.0
2009-04-10,0.0
2009-04-11,0.0
2009-04-12,0.0
2009-04-13,0.0
2009-04-14,0.0
2009-04-15,0.0
2009-04-16,0.0
2009-04-17,0.0
2009-04-18,0.0
2009-04-19,0.0
2009-04-20,0.0
2009-04-21,0.0
2009-04-22,0.0
2009-04-23,0.0
2009-04-24,0.0
2009-04-25,0.0
2009-04-26,0.0
2009-04-27,0.0
2009-04-28,0.0
2009-04-29,0.0
2009-04-30,0.0
2009-05-01,0.0
2009-05-02,0.0
2009-05-03,0.0
2009-05-04,0.0
2009-05-05,0.0
2009-05-06,0.0
2009-05-07,0.0
2009-05-08,0.0
2009-05-09,0.0
2009-05-10,0.0
2009-05-11,0.0
2009-05-12,0.0
2009-05-13,0.0
2009-05-14,0.0
2009-05-15,0.0
2009-05-16,0.0
2009-05-17,0.0
2009-05-18,0.0
2009-05-19,0.0
2009-05-20,0.0
2009-05-21,0.0
2009-05-22,0.0
2009-05-23,0.0
2009-05-24,0.0
2009-05-25,0.0
2009-05-26,0.0
2009-05-27,0.0
2009-05-28,0.0
2009-05-29,0.0
2009-05-30,0.0
2009-05-31,0.0
2009-06-01,0.0
2009-06-02,0.0
2009-06-03,0.0
2009-06-04,0.0
2009-06-05,0.0
2009-06-06,0.0
2009-06-07,0.0
2009-06-08,0.0
2009-06-09,0.0
2009-06-10,0.0
2009-06-11,0.0
2009-06-12,0.0
2009-06-13,0.0
2009-06-14,0.0
2009-06-15,0.0
2009-06-16,0.0
2009-06-17,0.0
2009-06-18,0.0
2009-06-19,0.0
2009-06-20,0.0
2009-06-21,0.0
2009-06-22,0.0
2009-06-23,0.0
2009-06-24,0.0
2009-06-25,0.0
2009-06-26,0.0
2009-06-27,0.0
2009-06-28,0.0
2009-06-29,0.0
2009-06-30,0.0
2009-07-01,0.0
2009-07-02,0.0
2009-07-03,0.0
2009-07-04,0.0
2009-07-05,0.0
2009-07-06,0.0
2009-07-07,0.0
2009-07-08,0.0
2009-07-09,0.0
2009-07-10,0.0
2009-07-11,0.0
2009-07-12,0.0
2009-07-13,0.0
2009-07-14,0.0
2009-07-15,0.0
2009-07-16,0.0
2009-07-17,0.0
2009-07-18,0.0
2009-07-19,0.0
2009-07-20,0.0
2009-07-21,0.0
2009-07-22,0.0
2009-07-23,0.0
2009-07-24,0.0
2009-07-25,0.0
2009-07-26,0.0
2009-07-27,0.0
2009-07-28,0.0
2009-07-29,0.0
2009-07-30,0.0
2009-07-31,0.0
2009-08-01,0.0
2009-08-02,0.0
2009-08-03,0.0
2009-08-04,0.0
2009-08-05,0.0
2009-08-06,0.0
2009-08-07,0.0
2009-08-08,0.0
2009-08-09,0.0
2009-08-10,0.0
2009-08-11,0.0
2009-08-12,0.0
2009-08-13,0.0
2009-08-14,0.0
2009-08-15,0.0
2009-08-16,0.0
2009-08-17,0.0
2009-08-18,0.0
2009-08-19,0.0
2009-08-20,0.0
2009-08-21,0.0
2009-08-22,0.0
2009-08-23,0.0
2009-08-24,0.0
2009-08-25,0.0
2009-08-26,0.0
2009-08-27,0.0
2009-08-28,0.0
2009-08-29,0.0
2009-08-30,0.0
2009-08-31,0.0
2009-09-01,0.0
2009-09-02,0.0
2009-09-03,0.0
2009-09-04,0.0
2009-09-05,0.0
2009-09-06,0.0
2009-09-07,0.0
2009-09-08,0.0
2009-09-09,0.0
2009-09-10,0.0
2009-09-11,0.0
2009-09-12,0.0
2009-09-13,0.0
2009-09-14,0.0
2009-09-15,0.0
2009-09-16,0.0
2009-09-17,0.0
2009-09-18,0.0
2009-09-19,0.0
2009-09-20,0.0
2009-09-21,0.0
2009-09-22,0.0
2009-09-23,0.0
2009-09-24,0.0
2009-09-25,0.0
2009-09-26,0.0
2009-09-27,0.0
2009-09-28,0.0
2009-09-29,0.0
2009-09-30,0.0
2009-10-01,0.0
2009-10-02,0.0
2009-10-03,0.0
2009-10-04,0.0
2009-10-05,0.0
2009-10-06,0.0
2009-10-07,0.0
2009-10-08,0.0
2009-10-09,0.0
2009-10-10,0.0
2009-10-11,0.0
2009-10-12,0.0
2009-10-13,0.0
2009-10-14,0.0
2009-10-15,0.0
2009-10-16,0.0
2009-10-17,0.0
2009-10-18,0.0
2009-10-19,0.0
2009-10-20,0.00014802
2009-10-21,0.0
2009-10-22,0.0
2009-10-23,0.0
2009-10-24,0.0
2009-10-25,0.0
2009-10-26,0.0
2009-10-27,0.0
2009-10-28,0.0
2009-10-29,0.0
2009-10-30,0.0
2009-10-31,0.0
2009-11-01,0.0
2009-11-02,0.0
2009-11-03,0.0
2009-11-04,0.0
2009-11-05,0.0
2009-11-06,0.0
2009-11-07,0.0
2009-11-08,0.0
2009-11-09,0.0
2009-11-10,0.0
2009-11-11,0.0
2009-11-12,0.0
2009-11-13,0.0
2009-11-14,0.0
2009-11-15,0.0
2009-11-16,0.0
2009-11-17,0.0
2009-11-18,0.0
2009-11-19,0.0
2009-11-20,0.0
2009-11-21,0.0
2009-11-22,0.0
2009-11-23,0.0
2009-11-24,0.0
2009-11-25,0.0
2009-11-26,0.0
2009-11-27,0.0
2009-11-28,0.0
2009-11-29,0.0
2009-11-30,0.0
2009-12-01,0.00017833
2009-12-02,0.0
2009-12-03,0.0
2009-12-04,0.0
2009-12-05,0.0
2009-12-06,0.0
2009-12-07,0.0
2009-12-08,0.0
2009-12-09,0.0
2009-12-10,0.0
2009-12-11,0.0
2009-12-12,0.0
2009-12-13,0.0
2009-12-14,0.0
2009-12-15,0.0
2009-12-16,0.0
2009-12-17,0.0
2009-12-18,0.0
2009-12-19,0.0
2009-12-20,0.0
2009-12-21,0.0
2009-12-22,0.0
2009-12-23,0.0
2009-12-24,0.0
2009-12-25,0.0
2009-12-26,0.0
2009-12-27,0.0
2009-12-28,0.0
2009-12-29,0.0
2009-12-30,0.0
2009-12-31,0.0
2010-01-01,0.0
2010-01-02,0.0
2010-01-03,0.0
2010-01-04,0.0
2010-01-05,0.0
2010-01-06,0.0
2010-01-07,0.0
2010-01-08,0.0
2010-01-09,0.0
2010-01-10,0.0
2010-01-11,0.0
2010-01-12,0.00018674
2010-01-13,0.0
2010-01-14,0.0
2010-01-15,0.0
2010-01-16,0.0
2010-01-17,0.0
2010-01-18,0.0
2010-01-19,0.0
2010-01-20,0.0
2010-01-21,0.0
2010-01-22,0.0
2010-01-23,0.0
2010-01-24,0.0
2010-01-25,0.0
2010-01-26,0.0
2010-01-27,0.0
2010-01-28,0.0
2010-01-29,0.0
2010-01-30,0.0
2010-01-31,0.0
2010-02-01,0.0
2010-02-02,0.0
2010-02-03,0.0
2010-02-04,0.0
2010-02-05,0.0
2010-02-06,0.0
2010-02-07,0.0
2010-02-08,0.0
2010-02-09,0.00031602
2010-02-10,0.0
2010-02-11,0.0
2010-02-12,0.0
2010-02-13,0.0
2010-02-14,0.0
2010-02-15,0.0
2010-02-16,0.0
2010-02-17,0.0
2010-02-18,0.0
2010-02-19,0.0
2010-02-20,0.0
2010-02-21,0.0
2010-02-22,0.0
2010-02-23,0.0
2010-02-24,0.0
2010-02-25,0.0
2010-02-26,0.0
2010-02-27,0.0
2010-02-28,0.0
2010-03-01,0.0
2010-03-02,0.0
2010-03-03,0.0
2010-03-04,0.0
2010-03-05,0.0
2010-03-06,0.0
2010-03-07,0.0
2010-03-08,0.0
2010-03-09,0.0
2010-03-10,0.0
2010-03-11,0.0
2010-03-12,0.0
2010-03-13,0.0
2010-03-14,0.0
2010-03-15,0.0
2010-03-16,0.0
2010-03-17,0.0
2010-03-18,0.0
2010-03-19,0.0
2010-03-20,0.0
2010-03-21,0.0
2010-03-22,0.0
2010-03-23,0.0
2010-03-24,0.0
2010-03-25,0.0
2010-03-26,0.0
2010-03-27,0.0
2010-03-28,0.0
2010-03-29,0.0
2010-03-30,0.0
2010-03-31,0.0
2010-04-01,0.0
2010-04-02,0.0
2010-04-03,0.0
2010-04-04,0.00018674
2010-04-05,0.0
2010-04-06,0.0
2010-04-07,0.0
2010-04-08,0.0
2010-04-09,0.0
2010-04-10,0.0
2010-04-11,0.0
2010-04-12,0.0
2010-04-13,0.0
2010-04-14,0.0
2010-04-15,0.0
2010-04-16,0.0
2010-04-17,0.0
2010-04-18,0.0
2010-04-19,0.0
2010-04-20,0.0
2010-04-21,0.0
2010-04-22,0.0
2010-04-23,0.0
2010-04-24,0.0
2010-04-25,0.0
2010-04-26,0.0
2010-04-27,0.0
2010-04-28,0.0
2010-04-29,0.0
2010-04-30,0.0
2010-05-01,0.0
2010-05-02,0.0
2010-05-03,0.0
2010-05-04,0.0
2010-05-05,0.0
2010-05-06,0.0
2010-05-07,0.0
2010-05-08,0.0
2010-05-09,0.0
2010-05-10,0.0
2010-05-11,0.0
2010-05-12,0.0
2010-05-13,0.0
2010-05-14,0.00481926
2010-05-15,0.0018961
2010-05-16,0.0
2010-05-17,0.0
2010-05-18,0.0
2010-05-19,0.0
2010-05-20,0.0
2010-05-21,0.0
2010-05-22,0.00071104
2010-05-23,0.0
2010-05-24,0.0
2010-05-25,0.0
2010-05-26,0.0
2010-05-27,0.0
2010-05-28,0.0
2010-05-29,0.0
2010-05-30,0.0
2010-05-31,0.0
2010-06-01,0.0
2010-06-02,0.0
2010-06-03,0.0
2010-06-04,0.0
2010-06-05,0.0
2010-06-06,0.0
2010-06-07,0.0
2010-06-08,0.0
2010-06-09,0.0
2010-06-10,0.0
2010-06-11,0.0
2010-06-12,0.0
2010-06-13,0.0
2010-06-14,0.0
2010-06-15,0.0
2010-06-16,0.0
2010-06-17,0.0
2010-06-18,0.0
2010-06-19,0.0
2010-06-20,0.0
2010-06-21,0.0
2010-06-22,0.0
2010-06-23,0.0
2010-06-24,0.0
2010-06-25,0.0
2010-06-26,0.0
2010-06-27,0.0
2010-06-28,0.0
2010-06-29,0.0
2010-06-30,0.00098396
2010-07-01,0.0
2010-07-02,0.0
2010-07-03,0.0
2010-07-04,0.0
2010-07-05,0.0
2010-07-06,0.0
2010-07-07,0.0
2010-07-08,0.0
2010-07-09,0.0
2010-07-10,0.0
2010-07-11,0.0
2010-07-12,0.0
2010-07-13,0.0
2010-07-14,7.18e-06
2010-07-15,0.00047395
2010-07-16,0.00019388
2010-07-17,0.0024755
2010-07-18,0.0712472
2010-07-19,0.007272
2010-07-20,0.0
2010-07-21,0.0
2010-07-22,0.0
2010-07-23,0.0006262
2010-07-24,0.0
2010-07-25,0.14645
2010-07-26,0.08456
2010-07-27,0.0402
2010-07-28,0.061845
2010-07-29,0.062211
2010-07-30,0.018183
2010-07-31,0.020355
2010-08-01,0.018941
2010-08-02,0.0126
2010-08-03,0.0
2010-08-04,0.0
2010-08-05,0.0
2010-08-06,0.0
2010-08-07,0.13629
2010-08-08,0.0
2010-08-09,0.30672
2010-08-10,0.0
2010-08-11,0.0
2010-08-12,0.0
2010-08-13,0.0
2010-08-14,0.0
2010-08-15,0.0
2010-08-16,0.043885
2010-08-17,0.0
2010-08-18,0.10608
2010-08-19,0.0
2010-08-20,0.0
2010-08-21,0.0
2010-08-22,0.0
2010-08-23,0.0
2010-08-24,0.052
2010-08-25,0.0
2010-08-26,0.0
2010-08-27,0.0
2010-08-28,1.1e-07
2010-08-29,0.01472
2010-08-30,0.0233892
2010-08-31,0.01200002
2010-09-01,0.00503202
2010-09-02,0.0
2010-09-03,0.0
2010-09-04,0.0
2010-09-05,0.000616
2010-09-06,1e-08
2010-09-07,0.0
2010-09-08,2e-08
2010-09-09,0.00672211
2010-09-10,1e-08
2010-09-11,0.0
2010-09-12,0.009225
2010-09-13,1e-08
2010-09-14,0.00059532
2010-09-15,0.0
2010-09-16,0.0
2010-09-17,0.0
2010-09-18,0.01098
2010-09-19,0.0
2010-09-20,0.0
2010-09-21,1e-08
2010-09-22,0.0
2010-09-23,0.0
2010-09-24,0.0
2010-09-25,0.0
2010-09-26,0.0
2010-09-27,0.001244
2010-09-28,0.089136
2010-09-29,0.0
2010-09-30,0.0
2010-10-01,0.0347032
2010-10-02,0.00047696
2010-10-03,0.0004746
2010-10-04,6e-08
2010-10-05,0.0
2010-10-06,7e-08
2010-10-07,0.0
2010-10-08,0.0
2010-10-09,0.0
2010-10-10,0.0
2010-10-11,1e-07
2010-10-12,0.0
2010-10-13,0.03675
2010-10-14,0.0
2010-10-15,0.0
2010-10-16,0.0
2010-10-17,0.0
2010-10-18,0.002048
2010-10-19,0.0
2010-10-20,0.0
2010-10-21,0.00083098
2010-10-22,0.0
2010-10-23,0.005275
2010-10-24,0.0
2010-10-25,0.0
2010-10-26,0.0
2010-10-27,0.0
2010-10-28,0.0
2010-10-29,0.0
2010-10-30,0.0
2010-10-31,0.0
2010-11-01,0.0
2010-11-02,0.0
2010-11-03,0.0
2010-11-04,0.0
2010-11-05,0.0
2010-11-06,0.0
2010-11-07,0.0
2010-11-08,0.20169
2010-11-09,0.0
2010-11-10,0.0
2010-11-11,0.0
2010-11-12,0.0
2010-11-13,0.0
2010-11-14,0.0
2010-11-15,0.128736
2010-11-16,0.0
2010-11-17,0.0
2010-11-18,0.0
2010-11-19,0.0224
2010-11-20,0.28301
2010-11-21,0.28782
2010-11-22,0.161224
2010-11-23,0.135816
2010-11-24,0.0537681
2010-11-25,0.0
2010-11-26,0.105228
2010-11-27,0.00566
2010-11-28,0.0
2010-11-29,0.006897
2010-11-30,0.002082
2010-12-01,0.0091
2010-12-02,0.0153
2010-12-03,0.0025105
2010-12-04,0.00223599
2010-12-05,0.0057
2010-12-06,0.00921818
2010-12-07,0.0191401
2010-12-08,0.009552
2010-12-09,0.00745452
2010-12-10,0.01428
2010-12-11,0.02673255
2010-12-12,0.0326863
2010-12-13,0.07160845
2010-12-14,0.01206891
2010-12-15,0.01604914
2010-12-16,0.02588822
2010-12-17,0.0562639
2010-12-18,0.01603509
2010-12-19,0.02776641
2010-12-20,0.01788717
2010-12-21,0.0264
2010-12-22,0.04435763
2010-12-23,0.015
2010-12-24,0.01941675
2010-12-25,0.01685089
2010-12-26,0.02534598
2010-12-27,0.02031097
2010-12-28,0.02905334
2010-12-29,0.0407237
2010-12-30,0.02771566
2010-12-31,0.00700518
2011-01-01,0.02674577
2011-01-02,0.02630056
2011-01-03,0.21483493
2011-01-04,0.00935442
2011-01-05,0.02776997
2011-01-06,0.02475963
2011-01-07,0.01712803
2011-01-08,0.00570058
2011-01-09,0.04522
2011-01-10,0.02248399
2011-01-11,0.01356171
2011-01-12,0.09264452
2011-01-13,0.00792059
2011-01-14,0.02597555
2011-01-15,0.0405064
2011-01-16,0.0333717
2011-01-17,0.05524714
2011-01-18,0.01179456
2011-01-19,0.0156495
2011-01-20,0.045773
2011-01-21,0.02119948
2011-01-22,0.20848073
2011-01-23,0.15884779
2011-01-24,0.096577
2011-01-25,0.05291427
2011-01-26,0.04587
2011-01-27,0.248508
2011-01-28,0.02676
2011-01-29,0.19401872
2011-01-30,1.35384007
2011-01-31,0.3952076
2011-02-01,0.55376152
2011-02-02,0.0358
2011-02-03,0.11605092
2011-02-04,0.1002384
2011-02-05,0.14560162
2011-02-06,0.10897453
2011-02-07,0.28077012
2011-02-08,0.16282559
2011-02-09,0.07141384
2011-02-10,0.85575581
2011-02-11,0.53404934
2011-02-12,0.8011447
2011-02-13,0.252
2011-02-14,2.9318
2011-02-15,0.25563503
2011-02-16,0.61655
2011-02-17,0.12840041
2011-02-18,0.476417
2011-02-19,0.5124492
2011-02-20,0.17
2011-02-21,0.342145
2011-02-22,0.21361381
2011-02-23,0.34006839
2011-02-24,0.16726374
2011-02-25,0.37443616
2011-02-26,0.53695493
2011-02-27,0.9612
2011-02-28,0.44535424
2011-03-01,0.38847011
2011-03-02,0.36891075
2011-03-03,6.63645523
2011-03-04,0.6493507
2011-03-05,2.18763298
2011-03-06,4.68082985
2011-03-07,5.28983081
2011-03-08,3.41906072
2011-03-09,2.80768455
2011-03-10,2.078816
2011-03-11,5.79236166
2011-03-12,1.42008741
2011-03-13,1.56667065
2011-03-14,1.58972117
2011-03-15,1.59227399
2011-03-16,1.5566
2011-03-17,1.14683272
2011-03-18,1.10339106
2011-03-19,0.93161161
2011-03-20,1.84312428
2011-03-21,6.57867072
2011-03-22,8.5190371
2011-03-23,15.35728696
2011-03-24,7.16929867
2011-03-25,4.58031478
2011-03-26,3.87414152
2011-03-27,5.18259081
2011-03-28,3.5235018
2011-03-29,2.71042926
2011-03-30,3.26217173
2011-03-31,3.0756712
2011-04-01,2.631974
2011-04-02,2.14296541
2011-04-03,3.31005927
2011-04-04,3.86094121
2011-04-05,3.742268
2011-04-06,3.61882201
2011-04-07,2.25401276
2011-04-08,3.0900338
2011-04-09,3.0733
2011-04-10,3.87144358
2011-04-11,3.36266672
2011-04-12,4.03815488
2011-04-13,3.74590349
2011-04-14,14.2031
2011-04-15,2.47481804
2011-04-16,3.84356396
2011-04-17,2.40534875
2011-04-18,3.80575429
2011-04-19,6.76967086
2011-04-20,8.16019782
2011-04-21,4.0822179
2011-04-22,7.4536629
2011-04-23,8.96156712
2011-04-24,10.84369101
2011-04-25,13.58398157
2011-04-26,9.18787303
2011-04-27,17.50218996
2011-04-28,14.657317
2011-04-29,21.37414143
2011-04-30,36.18762953
2011-05-01,34.37073943
2011-05-02,15.40388336
2011-05-03,16.42317684
2011-05-04,21.67563211
2011-05-05,31.63301051
2011-05-06,26.17693231
2011-05-07,24.23093861
2011-05-08,28.72313894
2011-05-09,41.37597497
2011-05-10,47.41666278
2011-05-11,43.96086768
2011-05-12,45.57137931
2011-05-13,94.61084451
2011-05-14,104.41162589
2011-05-15,104.08150306
2011-05-16,117.65714633
2011-05-17,99.11447914
2011-05-18,135.21567543
2011-05-19,110.39096459
2011-05-20,97.51249601
2011-05-21,129.07074446
2011-05-22,125.91251373
2011-05-23,127.9149321
2011-05-24,156.6276619
2011-05-25,175.070674
2011-05-26,186.5698338
2011-05-27,117.62511445
2011-05-28,115.78787505
2011-05-29,116.32556915
2011-05-30,164.51709463
2011-05-31,174.41187177
2011-06-01,230.58315573
2011-06-02,250.99335867
2011-06-03,375.28878391
2011-06-04,607.87455473
2011-06-05,395.49783217
2011-06-06,543.56683339
2011-06-07,695.45801118
2011-06-08,1314.04189192
2011-06-09,1253.09391552
2011-06-10,919.85049896
2011-06-11,518.0375584
2011-06-12,821.79783505
2011-06-13,725.14589904
2011-06-14,698.42819564
2011-06-15,781.00530463
2011-06-16,542.05949811
2011-06-17,484.89051107
2011-06-18,478.51835621
2011-06-19,453.37962579
2011-06-20,355.04033833
2011-06-21,313.34732129
2011-06-22,310.2287199
2011-06-23,254.69292337
2011-06-24,287.18085198
2011-06-25,410.01726541
2011-06-26,415.40551768
2011-06-27,444.32749721
2011-06-28,336.43159084
2011-06-29,336.56994275
2011-06-30,284.98757141
2011-07-01,287.39528939
2011-07-02,226.92205966
2011-07-03,206.0976208
2011-07-04,221.78418362
2011-07-05,242.72525034
2011-07-06,251.423901
2011-07-07,207.08423766
2011-07-08,189.30615529
2011-07-09,186.52024394
2011-07-10,186.40334128
2011-07-11,211.25381793
2011-07-12,179.13824589
2011-07-13,208.46959403
2011-07-14,187.36146714
2011-07-15,225.04617518
2011-07-16,152.97409604
2011-07-17,159.6618101
2011-07-18,174.39589772
2011-07-19,205.66193456
2011-07-20,144.74139579
2011-07-21,122.51374604
2011-07-22,185.44910918
2011-07-23,105.44706229
2011-07-24,142.64984406
2011-07-25,170.07437972
2011-07-26,108.74984965
2011-07-27,123.91968231
2011-07-28,101.71171671
2011-07-29,96.03140937
2011-07-30,77.29478073
2011-07-31,90.78216551
2011-08-01,100.77483195
2011-08-02,89.5281118
2011-08-03,75.88888379
2011-08-04,83.61223319
2011-08-05,62.49836746
2011-08-06,157.83162839
2011-08-07,51.65803326
2011-08-08,61.97066305
2011-08-09,116.76312222
2011-08-10,107.25006115
2011-08-11,67.29064977
2011-08-12,57.53399763
2011-08-13,69.82796431
2011-08-14,111.37422297
2011-08-15,108.64284535
2011-08-16,108.87856732
2011-08-17,73.77785773
2011-08-18,64.09813218
2011-08-19,90.48606846
2011-08-20,62.03990506
2011-08-21,64.33031802
2011-08-22,82.27304155
2011-08-23,76.19482089
2011-08-24,94.3490958
2011-08-25,57.91463899
2011-08-26,38.3515948
2011-08-27,43.19330068
2011-08-28,40.93181107
2011-08-29,48.02264174
2011-08-30,86.35595151
2011-08-31,48.49673398
2011-09-01,46.06584699
2011-09-02,59.06223959
2011-09-03,32.4722941
2011-09-04,80.73541708
2011-09-05,54.57725061
2011-09-06,44.77325474
2011-09-07,58.49007719
2011-09-08,30.48511812
2011-09-09,38.5958286
2011-09-10,25.61085079
2011-09-11,29.89071884
2011-09-12,32.66423401
2011-09-13,24.11476976
2011-09-14,21.24505763
2011-09-15,35.43126877
2011-09-16,23.94728439
2011-09-17,24.60007736
2011-09-18,27.96540483
2011-09-19,32.36352216
2011-09-20,40.15233081
2011-09-21,29.0448878
2011-09-22,20.53930143
2011-09-23,23.45268719
2011-09-24,36.72167156
2011-09-25,17.94935912
2011-09-26,14.32022853
2011-09-27,22.99615293
2011-09-28,20.89877047
2011-09-29,16.26989053
2011-09-30,18.54240257
2011-10-01,18.32655925
2011-10-02,15.98491448
2011-10-03,45.42189688
2011-10-04,18.2211118
2011-10-05,19.3021694
2011-10-06,38.29661722
2011-10-07,18.34364048
2011-10-08,13.28339273
2011-10-09,12.05534243
2011-10-10,13.71664978
2011-10-11,20.58677149
2011-10-12,19.20900203
2011-10-13,16.83041232
2011-10-14,13.59091759
2011-10-15,12.96814914
2011-10-16,11.41446478
2011-10-17,10.99804141
2011-10-18,7.02209766
2011-10-19,7.40435381
2011-10-20,14.11497298
2011-10-21,6.8793343
2011-10-22,8.88882996
2011-10-23,9.89349909
2011-10-24,8.87808539
2011-10-25,7.59199483
2011-10-26,8.56188042
2011-10-27,8.16089215
2011-10-28,9.70958828
2011-10-29,12.44000923
2011-10-30,10.73732765
2011-10-31,10.13981057
2011-11-01,15.44454406
2011-11-02,10.73485961
2011-11-03,9.1692556
2011-11-04,9.79171265
2011-11-05,10.75776433
2011-11-06,7.00246208
2011-11-07,10.46422954
2011-11-08,12.64931703
2011-11-09,9.68143583
2011-11-10,9.47908995
2011-11-11,6.43999345
2011-11-12,7.4899801
2011-11-13,8.5173095
2011-11-14,6.11181934
2011-11-15,6.71415279
2011-11-16,9.65190074
2011-11-17,6.40754077
2011-11-18,6.88166655
2011-11-19,6.87349441
2011-11-20,8.65780058
2011-11-21,6.35904337
2011-11-22,6.88958482
2011-11-23,8.19119961
2011-11-24,9.72626258
2011-11-25,10.74228487
2011-11-26,7.00076482
2011-11-27,6.32514048
2011-11-28,7.76083935
2011-11-29,12.0475985
2011-11-30,10.85516071
2011-12-01,13.72411599
2011-12-02,14.31503857
2011-12-03,13.00150286
2011-12-04,8.04023757
2011-12-05,8.64563778
2011-12-06,12.87619312
2011-12-07,11.57017674
2011-12-08,8.16204071
2011-12-09,8.94099241
2011-12-10,8.80834722
2011-12-11,715.90334757
2011-12-12,555.9083108
2011-12-13,13.17555526
2011-12-14,12.16732564
2011-12-15,25.05525474
2011-12-16,8.6456448
2011-12-17,11.57115654
2011-12-18,9.90232167
2011-12-19,14.63453998
2011-12-20,23.33160416
2011-12-21,16.57432555
2011-12-22,13.43435283
2011-12-23,10.46996378
2011-12-24,8.84854601
2011-12-25,12.35958045
2011-12-26,13.0837384
2011-12-27,12.19679983
2011-12-28,13.18113773
2011-12-29,17.33038251
2011-12-30,14.181744
2011-12-31,18.63029474
2012-01-01,18.72274578
2012-01-02,28.96941364
2012-01-03,26.12281058
2012-01-04,79.12540713
2012-01-05,39.58970095
2012-01-06,43.45797598
2012-01-07,30.50875629
2012-01-08,26.48668938
2012-01-09,40.29214158
2012-01-10,31.13938915
2012-01-11,39.3455072
2012-01-12,280.28193842
2012-01-13,62.74687738
2012-01-14,86.30497698
2012-01-15,94.02236649
2012-01-16,260.66783534
2012-01-17,42.84632163
2012-01-18,64.1984797
2012-01-19,174.98069747
2012-01-20,160.7320949
2012-01-21,29.48024685
2012-01-22,19.16953307
2012-01-23,31.5256599
2012-01-24,61.32465791
2012-01-25,44.13561564
2012-01-26,47.80143606
2012-01-27,121.69175629
2012-01-28,51.11894874
2012-01-29,1186.53860306
2012-01-30,159.87711547
2012-01-31,39.40181667
2012-02-01,28.86358641
2012-02-02,70.6857554
2012-02-03,41.15430918
2012-02-04,51.01306468
2012-02-05,24.23621335
2012-02-06,23.39834548
2012-02-07,37.78585923
2012-02-08,28.64072897
2012-02-09,43.2496766
2012-02-10,24.68284423
2012-02-11,21.905974
2012-02-12,21.32633476
2012-02-13,27.63140077
2012-02-14,69.05906569
2012-02-15,26.38468463
2012-02-16,43.00125218
2012-02-17,15.94828665
2012-02-18,14.12392424
2012-02-19,11.63292695
2012-02-20,17.95946031
2012-02-21,14.6444911
2012-02-22,15.10574816
2012-02-23,25.12272812
2012-02-24,22.1952637
2012-02-25,14.90595606
2012-02-26,16.86515082
2012-02-27,28.05959673
2012-02-28,18.73060322
2012-02-29,16.53543314
2012-03-01,33.06310057
2012-03-02,21.19948847
2012-03-03,11.3695436
2012-03-04,23.26458504
2012-03-05,25.86142971
2012-03-06,24.18178797
2012-03-07,19.85241602
2012-03-08,20.08600375
2012-03-09,20.1074408
2012-03-10,21.17787803
2012-03-11,14.26162099
2012-03-12,18.40994462
2012-03-13,59.63744894
2012-03-14,27.86311799
2012-03-15,19.25817491
2012-03-16,47.14870326
2012-03-17,18.5716204
2012-03-18,17.04205391
2012-03-19,19.82989061
2012-03-20,23.31779057
2012-03-21,16.26618452
2012-03-22,15.91866637
2012-03-23,19.81123171
2012-03-24,69.70539677
2012-03-25,31.41436475
2012-03-26,16.0635178
2012-03-27,20.54232597
2012-03-28,23.65596461
2012-03-29,21.47144588
2012-03-30,21.36383565
2012-03-31,22.17212018
2012-04-01,18.43323419
2012-04-02,20.83419582
2012-04-03,25.14337786
2012-04-04,24.22312846
2012-04-05,23.99568874
2012-04-06,23.83636091
2012-04-07,17.38425013
2012-04-08,18.65227348
2012-04-09,18.74306576
2012-04-10,33.81472626
2012-04-11,25.84933618
2012-04-12,30.84919824
2012-04-13,20.28257364
2012-04-14,30.1843141
2012-04-15,18.37259193
2012-04-16,29.48606861
2012-04-17,33.4480972
2012-04-18,31.80267066
2012-04-19,30.05238757
2012-04-20,38.63423115
2012-04-21,25.93855551
2012-04-22,25.32305048
2012-04-23,21.23224034
2012-04-24,33.42434375
2012-04-25,28.37038044
2012-04-26,63.25569684
2012-04-27,35.1823215
2012-04-28,34.19289827
2012-04-29,19.92213076
2012-04-30,25.40801834
2012-05-01,33.6524443
2012-05-02,35.18337458
2012-05-03,57.99687543
2012-05-04,52.98325536
2012-05-05,39.95932629
2012-05-06,37.18082477
2012-05-07,68.27858567
2012-05-08,62.49058519
2012-05-09,71.26911228
2012-05-10,42.8291179
2012-05-11,60.95408261
2012-05-12,54.07498137
2012-05-13,58.20469753
2012-05-14,139.23450446
2012-05-15,102.71615819
2012-05-16,66.19524948
2012-05-17,59.75217057
2012-05-18,87.69238693
2012-05-19,162.40905547
2012-05-20,101.834911
2012-05-21,99.78945519
2012-05-22,65.10454075
2012-05-23,98.15926394
2012-05-24,99.43715543
2012-05-25,99.19154704
2012-05-26,79.57364021
2012-05-27,90.27281392
2012-05-28,100.10869264
2012-05-29,87.41943767
2012-05-30,96.89701562
2012-05-31,64.89682928
2012-06-01,86.60159234
2012-06-02,37.45449847
2012-06-03,100.30755921
2012-06-04,151.45287728
2012-06-05,163.96944794
2012-06-06,61.55415879
2012-06-07,119.70948876
2012-06-08,92.91795103
2012-06-09,126.27441301
2012-06-10,138.54889055
2012-06-11,101.73857273
2012-06-12,64.18253055
2012-06-13,224.98079305
2012-06-14,230.54765031
