date,open,high,low,close,Volume,Open Interest,Open Interest (Open),Open Interest (High,Open Interest (Low),Open Interest (Close)
2017-12-17,20650,20650,12265,14135,5650,489,,,,
2017-12-24,13900,16545,13360,14470,2737,498,,,,
2017-12-31,13955,16845,13080,16590,3027,671,,,,
2018-01-07,16425,16455,12820,13945,4793,748,,,,
2018-01-14,13600,14280,9225,11360,7896,560,,,,
2018-01-21,11300,11830,9865,10965,3563,820,,,,
2018-01-28,11510,11775,7750,8585,6462,1010,,,,
2018-02-04,8305,8770,5970,8610,7469,1277,,,,
2018-02-11,8380,10265,8075,10020,5057,877,,,,
2018-02-18,10350,11760,9530,9950,3233,1284,,,,
2018-02-25,9680,11215,9270,11060,4729,1332,,,,
2018-03-04,11350,11700,8390,9015,9724,1436,,,,
2018-03-11,9490,9940,7700,8555,14903,1274,,,,
2018-03-18,8275,9185,8100,8615,11643,1012,,,,
2018-03-25,8650,8650,7070,7335,5236,1295,,,,
2018-04-01,6905,7520,6485,6630,15744,1503,,,,
2018-04-08,7025,8235,6605,8105,14846,1744,,,,
2018-04-15,8005,8585,7805,8540,14396,1511,,,,
2018-04-22,8910,9750,8670,9080,11144,1588,,,,
2018-04-29,9375,9840,8815,9670,16174,2060,,,,
2018-05-06,9605,9705,8380,8625,20198,2064,,,,
2018-05-13,8660,8900,7915,8230,21216,1596,,,,
2018-05-20,8525,8680,7275,7440,8496,2009,,,,
2018-05-27,7190,7660,7050,7440,11822,2223,,,,
2018-06-03,7715,7900,7360,7655,7882,2432,,,,
2018-06-10,7120,7120,6100,6530,19828,2348,,,,
2018-06-17,6495,6840,5960,6165,11432,1950,,,,
2018-06-24,6150,6345,5755,5865,11843,1997,,,,
2018-07-01,6275,6700,6260,6565,12754,2253,,,,
2018-07-08,6745,6785,6060,6165,14202,2076,,,,
2018-07-15,6370,7700,6320,7340,27267,2134,,,,
2018-07-22,7380,8490,7335,8200,31284,2184,,,,
2018-07-29,8140,8265,7270,7370,37928,2144,,,,
2018-08-05,7080,7155,6105,6390,31524,2017,,,,
2018-08-12,6405,6600,5850,6480,30367,2123,,,,
2018-08-19,6490,6870,6205,6615,17289,1730,,,,
2018-08-26,6655,7125,6650,7045,9223,2284,,,,
2018-09-02,7305,7410,6215,6390,18161,2218,,,,
2018-09-09,6340,6575,6120,6525,9809,2354,,,,
2018-09-16,6470,6775,6035,6740,11482,2034,,,,
2018-09-23,6665,6805,6315,6670,11722,1975,,,,
2018-09-30,6560,6625,6345,6530,6589,2221,,,,
2018-10-07,6530,6675,6030,6185,10663,2390,,,,
2018-10-14,6165,6770,6110,6380,13364,2105,,,,
2018-10-21,6415,6465,6320,6390,7823,1924,,,,
2018-10-28,6390,6440,6170,6345,11878,2055,,,,
2018-11-04,6400,6545,6240,6335,16943,2771,,,,
2018-11-11,6290,6395,5155,5450,25520,2988,,,,
2018-11-18,5500,5515,4015,4190,35834,2300,,,,
2018-11-25,3965,4365,3515,3930,22555,2692,,,,
2018-12-02,4090,4130,3135,3300,21025,3652,,,,
2018-12-09,3495,3580,3120,3145,13414,3673,,,,
2018-12-16,3180,4150,3165,3775,22976,2289,,,,
2018-12-23,3950,4265,3525,3870,8598,2726,,,,
2018-12-30,3800,3875,3600,3745,12727,3016,,,,
